,Concept_ID,nl,ko
854,verschwinden::V,verdwijnen,사라지다
855,sinken::V,zinken,가라앉다
856,abnehmen::V,afnemen,떼어내다
857,abnehmen::V,verminderen,떼어내다
858,zunehmen::V,toenemen,증가하다
859,steigen::V,stijgen,상승하다
860,steigen::V,omhooggaan,상승하다
861,wachsen::V,groeien,생기하다
862,glänzen::V,glanzen,뛰오나다
863,glänzen::V,schitteren,뛰오나다
864,funkeln::V,fonkelen,불티가잍어나다
865,lärmen::V,lawaai maken,떠들다
866,läuten::V,luiden,울시다
867,klingeln::V,bellen,초닌총을울리다
868,klirren::V,rinkelen,탁탁울리다
869,brausen::V,bruisen,쏴쏴소리내다
870,rauschen::V,ruisen,솨솨
871,klingen::V,klinken,반향하다
872,bellen::V,blaffen,짖다
873,heulen::V,huilen,포효하다
874,blasen::V,blazen,불다
875,pfeifen::V,fluiten,피리를불다
876,schreien::V,gillen,절규하다
877,schreien::V,schreeuwen,절규하다
878,stöhnen::V,steunen,신음하다
879,zittern::V,beven,저뉼하다
880,zittern::V,sidderen,저뉼하다
881,leben::V,leven,살다
882,geboren werden::V,geboren worden,태어난
883,atmen::V,ademen,숨쉬다
884,trinken::V,drinken,마시다
885,essen::V,eten,먹다
886,schlucken::V,slikken,들이켜다
887,müde werden::V,moe worden,
888,einschlafen::V,inslapen,잠들다
889,schlafen::V,slapen,자다
890,aufwachen::V,ontwaken,눈트다
891,aufwachen::V,wakker worden,눈트다
892,aufstehen::V,opstaan,서다
893,sich erholen::V,zich ontspannen,회복하다
894,krank werden::V,ziek worden,
895,krank sein::V,ziek zijn,
896,schmerzen::V,pijn doen,아프다
897,husten::V,hoesten,잔기침하다
898,genesen::V,genezen,낫다
899,sterben::V,sterven,죽다
900,sterben::V,overlijden,죽다
901,umkommen::V,omkomen,못쓰게되다
902,sich bewegen::V,zich bewegen,움직이다
903,sich rühren::V,zich verroeren,움직이다
904,sich erheben::V,oprijzen,이러서다
905,sich erheben::V,verrijzen,이러서다
906,sich setzen::V,gaan zitten,앉히다
907,hinfallen::V,vallen,넘어지다
908,hinfallen::V,neervallen,넘어지다
909,laufen::V,lopen,걷다
910,schreiten::V,stappen,보행하다
911,schreiten::V,schrijden,보행하다
912,spazierengehen::V,gaan wandelen,산보하다
913,eilen::V,ijlen,서둘다
914,eilen::V,haasten,서둘다
915,sich beeilen::V,zich haasten,서둘게하다
916,sausen::V,stuiven,서들러 떠나다
917,rennen::V,rennen,달리다
918,springen::V,springen,도약하다
919,klettern::V,klimmen,갑겨오르다
920,klettern::V,klauteren,갑겨오르다
921,schaukeln::V,schommelen,흔들리게하다
922,kriechen::V,kruipen,기다
923,schwimmen::V,zwemmen,헤엄치다
924,tauchen::V,duiken,잠기다
925,rudern::V,roeien,물을헤치다
926,fahren::V,rijden,가다
927,fahren::V,rijden,나르다
928,fliegen::V,vliegen,날다
929,gehen::V,gaan,가다
930,weggehen::V,weggaan,팔리다
931,abfahren::V,vertrekken,출발하다
932,anhalten::V,stoppen,멈추다
933,anhalten::V,stilhouden,멈추다
934,hineingehen::V,ingaan,(그리로)가다
935,hineingehen::V,binnengaan,(그리로)가다
936,eintreten::V,binnenkomen,들러가다
937,kommen::V,komen,오다
938,ankommen::V,aankomen,고챀하다
939,zurückkommen::V,terugkomen,보기
940,bleiben::V,blijven,체류
941,warten::V,wachten,기다리다
942,erwarten::V,verwachten,기대하다
943,suchen::V,zoeken,찾다
944,suchen::V,zoeken,구하다
945,finden::V,vinden,찾아내다
946,versuchen::V,proberen,시험하다
947,versuchen::V,beproeven,시험하다
948,vorbereiten::V,voorbereiden,재비하다
949,lieben::V,houden van,사랑하다
950,mögen::V,lusten,줗아하다
951,mögen::V,houden van,줗아하다
952,lachen::V,lachen,웃다
953,rühren::V,roeren,건드리다
954,weinen::V,huilen,울다
955,weinen::V,schreien,울다
956,schimpfen::V,kijven,꾸짖다
957,schimpfen::V,schelden,꾸짖다
958,sich ärgern::V,zich ergeren,화를내게 하다
959,sich fürchten::V,bang zijn,두려원하다
960,fürchten::V,vrezen,두려원하다
961,fliehen::V,vluchten,도망치다
962,flüchten::V,ontsnappen,도주하다
963,flüchten::V,ontkomen,도주하다
964,sehen::V,zien,보다
965,anschauen::V,aankijken,바라보다
966,ansehen::V,aanzien,바라보다
967,ansehen::V,bekijken,바라보다
968,hören::V,horen,듣다
969,zuhören::V,luisteren,듣다
970,probieren::V,proeven,시식하다
971,riechen::V,ruiken,내새를맡다
972,fühlen::V,voelen,느끼다
973,scheinen::V,lijken,...것같다
974,zu sehen sein::V,te zien zijn,보이는
975,vernehmen::V,vernemen,듣다
976,vernehmen::V,vernemen,들어서일다
977,frieren::V,het koud hebben,춥다
978,tun::V,doen,하다
979,können::V,kunnen,할주릴다
980,wollen::V,willen,바라다
981,anfangen::V,beginnen,시작하다
982,anfangen::V,aanvangen,시작하다
983,beenden::V,beëindigen,다하다
984,aufhören::V,ophouden,그만두다
985,gelingen::V,lukken,성국하다
986,gelingen::V,gelukken,성국하다
987,geraten::V,uitvallen,잘되어가다
988,öffnen::V,openen,열다
989,öffnen::V,opendoen,열다
990,schließen::V,sluiten,추측하다
991,schließen::V,dichtdoen,추측하다
992,stellen::V,stellen,세우다
993,stellen::V,plaatsen,세우다
994,setzen::V,zetten,놓다
995,setzen::V,plaatsen,놓다
996,legen::V,leggen,눕히다
997,berühren::V,aanraken,대다
998,verbinden::V,verbinden,옝열하다
999,bedecken::V,bedekken,덮다
1000,aufhängen::V,ophangen,매달다
1001,anzünden::V,aansteken,점화하다
1002,aufheben::V,oprapen,위로올리다
1003,zurücklassen::V,achterlaten,튀에남기다
1004,verlieren::V,verliezen,잃다
1005,fallen lassen::V,laten vallen,떨어뜨리다
1006,machen::V,maken,하다
1007,herstellen::V,produceren,제조하다
1008,herstellen::V,voortbrengen,제조하다
1009,bauen::V,bouwen,짓다
1010,reparieren::V,repareren,수셩자다
1011,reparieren::V,herstellen,수셩자다
1012,verbessern::V,verbeteren,정정하다
1013,ändern::V,wijzigen,바꾸다
1014,ändern::V,veranderen,바꾸다
1015,graben::V,graven,파다
1016,beugen::V,buigen,구부리다
1017,biegen::V,buigen,굽히다
1018,drehen::V,draaien,회전
1019,wenden::V,keren,회전시키다
1020,wenden::V,wenden,회전시키다
1021,umdrehen::V,omdraaien,회전시키다
1022,heben::V,heffen,일으아키다
1023,heben::V,optillen,일으아키다
1024,hochheben::V,tillen,틀어올리다
1025,ergreifen::V,pakken,잡다
1026,ergreifen::V,grijpen,잡다
1027,halten::V,houden,잡다
1028,drücken::V,drukken,누르다
1029,schieben::V,duwen,밀다
1030,schieben::V,schuiven,밀다
1031,kratzen::V,krassen,긁다
1032,lecken::V,likken,핥다
1033,beißen::V,bijten,물다
1034,abreißen::V,afrukken,
1035,abreißen::V,afscheuren,
1036,abschneiden::V,afsnijden,귾어내다
1037,binden::V,binden,매다
1038,stecken::V,steken,찌르다
1039,brechen::V,breken,금
1040,klopfen::V,kloppen,치다
1041,hauen::V,houwen,때리다
1042,kleben::V,plakken,들러붙다
1043,reiben::V,wrijven,문지르다
1044,streichen::V,smeren,쓰다듬다
1045,schleifen::V,slijpen,갈다
1046,schneiden::V,snijden,베다
1047,rütteln::V,schudden,흔들다
1048,schütteln::V,schudden,흔들다
1049,schwenken::V,wuiven,흔들다
1050,schwenken::V,zwaaien,흔들다
1051,schütten::V,gieten,따르다
1052,schütten::V,storten,따르다
1053,füllen::V,vullen,담다
1054,einwickeln::V,inwikkelen,싸다
1055,tragen::V,dragen,지우다
1056,schleppen::V,slepen,끌다
1057,ziehen::V,trekken,당기다
1058,aufbewahren::V,bewaren,간직하다
1059,werfen::V,gooien,던지다
1060,fangen::V,vangen,밥다
1061,packen::V,pakken,쥐다
1062,packen::V,vastpakken,쥐다
1063,verstecken::V,verstoppen,숨기다
1064,teilen::V,delen,나누다
1065,schicken::V,sturen,보내다
1066,bringen::V,brengen,가겨
1067,hinzufügen::V,toevoegen,부가하다
1068,bekommen::V,verkrijgen,얻다
1069,erhalten::V,krijgen,지니다
1070,nehmen::V,nemen,잡다
1071,wählen::V,kiezen,선거하다
1072,wählen::V,verkiezen,선거하다
1073,auswählen::V,uitkiezen,선출하다
1074,bewahren::V,bewaren,저장보종
1075,behindern::V,hinderen,훼방하다
1076,verderben::V,bederven,못쓰게 되다
1077,beschädigen::V,beschadigen,상하게하다
1078,zerbrechen::V,breken,깨뜨리다
1079,zerbrechen::V,stukbreken,깨뜨리다
1080,zerreißen::V,scheuren,잡아쫓다
1081,zerreißen::V,verscheuren,잡아쫓다
1082,zerstören::V,vernielen,파괴하다
1083,verbrennen::V,branden,소실하다
1084,verbrennen::V,verbranden,소실하다
1085,geben::V,geven,주다
1086,reichen::V,reiken,내일다
1087,reichen::V,aanreiken,내일다
1088,schenken::V,schenken,주다
1089,versprechen::V,beloven,약속하다
1090,wünschen::V,wensen,바라다
1091,loben::V,loven,칭찬하다
1092,loben::V,prijzen,칭찬하다
1093,küssen::V,kussen,키스하다
1094,wiegen::V,wiegen,어르다
1095,zudecken::V,toedekken,뚜꺼을하다
1096,wecken::V,wekken,깨우다
1097,zeigen::V,tonen,보이다
1098,zeigen::V,wijzen,보이다
1099,führen::V,voeren,가게하다
1100,lehren::V,leren,가르치다
1101,unterrichten::V,onderwijzen,가르지다
1102,aufziehen::V,grootbrengen,사육하다
1103,leiten::V,leiden,이끌다
1104,antreiben::V,aandrijven,몰다
1105,lassen::V,laten,내버려두다
1106,einladen::V,uitnodigen,초청하다
1107,vereinigen::V,verenigen,하나로하다
1108,besuchen::V,bezoeken,방문하다
1109,treffen::V,treffen,만나다
1110,treffen::V,ontmoeten,만나다
1111,sich versammeln::V,zich verzamelen,조립하다
1112,spielen::V,spelen,눌다
1113,singen::V,zingen,노래하다
1114,tanzen::V,dansen,춤추하다
1115,sich trennen::V,van elkaar gaan,가르다
1116,verlassen::V,verlaten,버림받은
1117,retten::V,redden,구조하다
1118,bewachen::V,bewaken,치키다
1119,schützen::V,beschermen,보호하다
1120,verteidigen::V,verdedigen,막다
1121,sich schlagen::V,knokken,치다
1122,schießen::V,schieten,쏘다
1123,siegen::V,overwinnen,이기다
1124,ärgern::V,ergeren,성을내게하다
1125,schlagen::V,slaan,치다
1126,treten::V,trappen,디디다
1127,treten::V,schoppen,디디다
1128,stechen::V,steken,찌르다
1129,stechen::V,prikken,찌르다
1130,stoßen::V,stoten,찌르다
1131,stehlen::V,stelen,훔치다
1132,stören::V,storen,움직이다
1133,stören::V,verstoren,움직이다
1134,belästigen::V,lastig vallen,괴롭히다
1135,verbergen::V,verbergen,숨기다
1136,täuschen::V,misleiden,속이다
1137,betrügen::V,bedriegen,속이다
1138,töten::V,doden,죽이다
1139,wohnen::V,wonen,실다
1140,arbeiten::V,werken,일하다
1141,sammeln::V,inzamelen,모으다
1142,sammeln::V,verzamelen,모으다
1143,pflücken::V,plukken,꿔다
1144,jagen::V,jagen,사냥하다
1145,fischen::V,vissen,고기를잡다
1146,fassen::V,vangen,움켜쥐다
1147,hüten::V,hoeden,망보다
1148,treiben::V,drijven,몰아세우다
1149,anbinden::V,vastbinden,묶다
1150,füttern::V,voeren,사료를주다
1151,melken::V,melken,젖을짜다
1152,hacken::V,hakken,자르다
1153,gießen::V,gieten,물을대다
1154,reifen::V,rijpen,성숙하다
1155,zubereiten::V,klaarmaken,조제하다
1156,zubereiten::V,toebereiden,조제하다
1157,kochen::V,koken,요리하다
1158,backen::V,bakken,쿱다
1159,braten::V,braden,굽다
1160,umrühren::V,omroeren,교반하다
1161,stricken::V,breien,뜨개질하다
1162,nähen::V,naaien,꿰매다
1163,färben::V,verven,채색하다
1164,färben::V,kleuren,채색하다
1165,reinigen::V,reinigen,청소하다
1166,waschen::V,wassen,씻다
1167,abwischen::V,afvegen,닦다
1168,spülen::V,spoelen,씻다
1169,spülen::V,afwassen,씻다
1170,fegen::V,vegen,소체하다
1171,kehren::V,vegen,청소하다
1172,baden::V,baden,감다
1173,sich waschen::V,zich wassen,모믈 씻다
1174,ausziehen::V,uittrekken,벗다
1175,anziehen::V,aantrekken,끌어움직이다
1176,sich anziehen::V,zich aankleden,
1177,kämmen::V,kammen,빗다
1178,schmücken::V,tooien,치레하다
1179,sagen::V,zeggen,말하다
1180,sprechen::V,spreken,말하다
1181,reden::V,praten,이야기하다
1182,sich unterhalten::V,zich onderhouden,
1183,fragen::V,vragen,질문하다
1184,bitten::V,vragen,원하다
1185,bitten::V,verzoeken,원하다
1186,erzählen::V,vertellen,이야기하다
1187,mitteilen::V,meedelen,이야기하다
1188,nennen::V,noemen,부르다
1189,rufen::V,roepen,불러내다
1190,prahlen::V,pralen,자랑하다
1191,übersetzen::V,vertalen,번역하다
1192,denken::V,denken,생각하다
1193,glauben::V,geloven,믿다
1194,bemerken::V,bemerken,인자하다
1195,erkennen::V,herkennen,인식하다
1196,begreifen::V,begrijpen,파악하다
1197,verstehen::V,verstaan,이해하다
1198,lernen::V,leren,배우다
1199,wissen::V,weten,알다
1200,sich erinnern an::V,zich herinneren aan,상기하다
1201,vergessen::V,vergeten,잊다
1202,messen::V,meten,측정하다
1203,zählen::V,tellen,세다
1204,rechnen::V,rekenen,게산하다
1205,lesen::V,lezen,읽다
1206,malen::V,schilderen,그리다
1207,zeichnen::V,tekenen,소묘하다
1208,schreiben::V,schrijven,쓰다
1209,besitzen::V,bezitten,소유하다
1210,kaufen::V,kopen,사다
1211,verkaufen::V,verkopen,팔다
1212,bezahlen::V,betalen,지불하다
1213,zahlen::V,betalen,치르다
1214,beherrschen::V,beheersen,지배하다
1215,ertragen::V,verdragen,참다
