,Concept_ID,ru,cs
847,schlafen::V,спать,spát
848,aufwachen::V,проснуться,probudit se
849,aufstehen::V,встать,vstát
850,sich erholen::V,отдыхать,zotavovat se
851,krank werden::V,заболеть,onemocnět
852,krank sein::V,болеть,být nemocný
853,schmerzen::V,болеть,bolet
854,husten::V,кашлять,kašlat
855,genesen::V,поправиться,uzdravit se
856,sterben::V,умереть,umřít
857,umkommen::V,погибнуть,zahynout
858,sich bewegen::V,двигаться,pohnout se
859,sich rühren::V,шевельнуться,hnout se
860,sich erheben::V,встать,zdvihnout se
861,sich setzen::V,сесть,posadit se
862,hinfallen::V,упасть,upadnout
863,laufen::V,ходить,běžet
864,schreiten::V,шагать,kráčet
865,spazierengehen::V,гулять,procházet se
866,eilen::V,спешить,spěchat
867,sich beeilen::V,торопиться,pospíšit si
868,sausen::V,мчаться,fičet
869,rennen::V,бегать,pádit
870,springen::V,прыгать,skákat
871,klettern::V,лазать,lézt
872,klettern::V,лазать,šplhat
873,schaukeln::V,раскачиваться,houpat
874,kriechen::V,ползать,lézt
875,kriechen::V,ползать,plazit se
876,schwimmen::V,плавать,plavat
877,tauchen::V,нырять,nořit se
878,rudern::V,грести,veslovat
879,fahren::V,ехать,jet
880,fahren::V,ехать,jezdit
881,fliegen::V,летать,létat
882,gehen::V,идти,jít
883,weggehen::V,уйти,odejít
884,abfahren::V,отправиться,odjet
885,anhalten::V,остановиться,zastavit se
886,hineingehen::V,входить,vcházet se
887,eintreten::V,войти,vstoupit
888,kommen::V,прийти,přijít
889,ankommen::V,прибыть,dojít
890,zurückkommen::V,возвратиться,vrátit se
891,bleiben::V,остаться,zůstat
892,warten::V,ждать,čekat
893,erwarten::V,ожидать,čekat na
894,suchen::V,искать,hledat
895,finden::V,найти,najít
896,versuchen::V,пытаться,zkoušet
897,vorbereiten::V,подготовить,připravit
898,lieben::V,любить,milovat
899,mögen::V,любить,mít rád
900,lachen::V,смеяться,smát se
901,rühren::V,растрогать,dojmout
902,weinen::V,плакать,plakat
903,schimpfen::V,ругаться,nadávat
904,sich ärgern::V,сердиться,pohoršit se
905,sich fürchten::V,бояться,bát se
906,fürchten::V,бояться,bát se
907,fliehen::V,убегать,utéct
908,flüchten::V,убежать,prchnout
909,sehen::V,видеть,vidět
910,anschauen::V,посмотреть,podívat se na
911,ansehen::V,смотреть,sledovat
912,hören::V,слышать,slyšet
913,zuhören::V,слушать,poslouchat
914,probieren::V,пробовать,ochutnávat
915,riechen::V,нюхать,cítit
916,fühlen::V,чувствовать,cítit
917,scheinen::V,казаться,zdát se
918,zu sehen sein::V,виднеться,moci být viděn
919,vernehmen::V,услышать,uslyšet
920,frieren::V,мерзнуть,mrznout
921,tun::V,делать,dělat
922,können::V,мочь,moct
923,können::V,уметь,moct
924,wollen::V,хотеть,chtít
925,anfangen::V,начать,začít
926,beenden::V,закончить,ukončit
927,aufhören::V,перестать,přestat
928,gelingen::V,удаться,podařit se
929,geraten::V,оказаться,dařit se
930,öffnen::V,открыть,otevřít
931,schließen::V,закрыть,zavřít
932,stellen::V,поставить,postavit
933,setzen::V,посадить,posadit
934,legen::V,класть,klást
935,legen::V,класть,položit
936,berühren::V,трогать,dotýkat se
937,verbinden::V,связать,spojit
938,bedecken::V,покрыть,pokrýt
939,aufhängen::V,повесить,oběsit
940,aufhängen::V,повесить,pověsit
941,anzünden::V,зажечь,zapálit
942,anzünden::V,зажечь,podpálit
943,aufheben::V,поднять,zvednout
944,aufheben::V,поднять,zdvihnout
945,zurücklassen::V,оставить,zanechat
946,verlieren::V,потерять,ztratit
947,fallen lassen::V,уронить,upustit
948,machen::V,сделать,udělat
949,herstellen::V,изготовить,vyrobit
950,bauen::V,строить,stavět
951,bauen::V,строить,budovat
952,reparieren::V,чинить,opravit
953,verbessern::V,улучшить,zlepšit
954,ändern::V,изменить,změnit
955,graben::V,копать,rýt
956,graben::V,копать,kopat
957,beugen::V,согнуть,ohnout
958,biegen::V,погнуть,ohnout
959,drehen::V,вертеть,točit
960,wenden::V,повернуть,obrátit
961,umdrehen::V,перевернуть,obrátit
962,heben::V,поднимать,zdvihnout
963,hochheben::V,поднять,zvednout
964,ergreifen::V,схватить,chopit se
965,halten::V,держать,držet
966,drücken::V,нажимать,stisknout
967,schieben::V,толкать,posouvat
968,kratzen::V,скрести,škrábat
969,lecken::V,лизать,lízat
970,beißen::V,кусать,kousat
971,abreißen::V,оторвать,utrhat
972,abreißen::V,оторвать,odtrhat
973,abschneiden::V,отрезать,uřezat
974,abschneiden::V,отрезать,ukrojit
975,binden::V,вязать,přivázat
976,stecken::V,воткнуть,strčit
977,brechen::V,сломать,lomit
978,klopfen::V,стучать,ťukat
979,klopfen::V,стучать,klepat
980,hauen::V,бить,bít
981,kleben::V,клеить,lepit
982,reiben::V,тереть,třít
983,streichen::V,намазать,mazat
984,schleifen::V,точить,brousit
985,schneiden::V,резать,řezat
986,schneiden::V,резать,střihat
987,rütteln::V,шатать,třást
988,rütteln::V,шатать,otřást
989,schütteln::V,трясти,třást
990,schütteln::V,трясти,zatřást
991,schwenken::V,махать,mávat
992,schütten::V,налить,nasypat
993,füllen::V,наполнить,naplnit
994,einwickeln::V,завернуть,zavinout
995,tragen::V,нести,nést
996,schleppen::V,тащить,vléct
997,ziehen::V,тянуть,tahat
998,ziehen::V,тянуть,táhnout
999,aufbewahren::V,хранить,schovat
1000,werfen::V,бросать,házet
1001,fangen::V,ловить,chytat
1002,packen::V,схватить,uchvátit
1003,verstecken::V,спрятать,schovat
1004,teilen::V,разделить,rozdělit
1005,schicken::V,посылать,posílat
1006,bringen::V,принести,přinést
1007,hinzufügen::V,добавить,připojit
1008,bekommen::V,достать,dostat
1009,erhalten::V,получить,uchovat
1010,nehmen::V,взять,vzít
1011,wählen::V,выбрать,zvolit
1012,auswählen::V,отобрать,vybrat
1013,bewahren::V,сохранить,uchránit
1014,behindern::V,препятствовать,překážet
1015,verderben::V,испортить,zkazit
1016,beschädigen::V,повредить,porušit
1017,beschädigen::V,повредить,poškodit
1018,zerbrechen::V,разбить,rozlámat
1019,zerreißen::V,разорвать,roztrhnout
1020,zerstören::V,разрушить,zničit
1021,verbrennen::V,сжечь,spálit
1022,geben::V,дать,dát
1023,reichen::V,передать,podat
1024,schenken::V,дарить,darovat
1025,versprechen::V,обещать,slíbit
1026,wünschen::V,желать,přát
1027,loben::V,хвалить,chválit
1028,küssen::V,целовать,líbat
1029,wiegen::V,качать,chovat
1030,wiegen::V,качать,kolébat
1031,zudecken::V,накрыть,přikrýt
1032,zudecken::V,накрыть,přiklopit
1033,wecken::V,разбудить,vzbudit
1034,zeigen::V,показать,ukázat
1035,führen::V,вести,vést
1036,lehren::V,учить,učit
1037,unterrichten::V,преподавать,vyučovat
1038,aufziehen::V,воспитать,vychovat
1039,leiten::V,руководить,vodit
1040,antreiben::V,подгонять,nutit
1041,lassen::V,заставить,dát
1042,einladen::V,пригласить,pozvat
1043,vereinigen::V,объединить,spojit
1044,besuchen::V,посетить,návštívit
1045,treffen::V,встретить,potkat
1046,sich versammeln::V,собраться,shromáždit se
1047,spielen::V,играть,hrát
1048,singen::V,петь,zpívat
1049,tanzen::V,плясать,tančit
1050,tanzen::V,танцевать,tančit
1051,sich trennen::V,расстаться,rozejít se
1052,verlassen::V,покинуть,opustit
1053,retten::V,спасти,zachránit
1054,bewachen::V,охранять,hlídat
1055,schützen::V,уберегать,chránit
1056,verteidigen::V,защитить,obhájit
1057,sich schlagen::V,драться,bít se
1058,schießen::V,стрелять,střílet
1059,siegen::V,победить,zvítězit
1060,ärgern::V,сердить,zlobit
1061,ärgern::V,сердить,pohoršit
1062,schlagen::V,ударить,udeřit
1063,schlagen::V,ударить,praštit
1064,treten::V,пинать,kopnout
1065,stechen::V,уколоть,bodnout
1066,stechen::V,уколоть,píchnout
1067,stoßen::V,толкнуть,strčit
1068,stehlen::V,украсть,ukrást
1069,stören::V,помешать,vyrušit
1070,belästigen::V,надоедать,obtěžovat
1071,verbergen::V,скрыть,skrýt
1072,täuschen::V,обмануть,klamat
1073,betrügen::V,смошенничать,podvést
1074,töten::V,убить,zabít
1075,wohnen::V,проживать,bydlit
1076,arbeiten::V,работать,pracovat
1077,sammeln::V,собрать,sebrat
1078,pflücken::V,рвать,česat
1079,pflücken::V,срывать,česat
1080,jagen::V,охотиться,uhonit
1081,fischen::V,рыбачить,chytat ryby
1082,fassen::V,поймать,ulovit
1083,hüten::V,пасти,pást
1084,treiben::V,гнать,hnát
1085,anbinden::V,привязать,přivázat
1086,füttern::V,кормить,krmit
1087,melken::V,доить,dojit
1088,hacken::V,рубить,seknout
1089,gießen::V,полить,zalít
1090,reifen::V,созреть,uzrát
1091,zubereiten::V,приготовить,připravit
1092,kochen::V,варить,vařit
1093,backen::V,печь,péct
1094,braten::V,жарить,smažit
1095,umrühren::V,перемешать,zamíchat
1096,stricken::V,вязать,plést
1097,nähen::V,шить,šít
1098,färben::V,покрасить,nabarvit
1099,reinigen::V,очистить,očistit
1100,waschen::V,стирать,mýt
1101,abwischen::V,вытереть,utřít
1102,spülen::V,полоскать,spláchnout
1103,fegen::V,подметать,zamést
1104,kehren::V,мести,mést
1105,baden::V,купаться,koupat se
1106,sich waschen::V,мыться,mýt se
1107,ausziehen::V,снять,svléct
1108,anziehen::V,надеть,obléct
1109,sich anziehen::V,одеться,oblékat se
1110,kämmen::V,причесать,učesat
1111,schmücken::V,украсить,ozdobit
1112,sagen::V,сказать,říct
1113,sprechen::V,говорить,mluvit
1114,reden::V,разговаривать,hovořit
1115,sich unterhalten::V,беседовать,povídat se
1116,fragen::V,спросить,zeptat se
1117,bitten::V,просить,prosit
1118,erzählen::V,рассказать,povídat
1119,mitteilen::V,сообщить,sdělit
1120,mitteilen::V,сообщить,oznámit
1121,nennen::V,назвать,nazvat
1122,rufen::V,звать,volat
1123,rufen::V,звать,zavolat
1124,prahlen::V,хвастаться,chlubit se
1125,übersetzen::V,перевести,přeložit
1126,denken::V,думать,myslit
1127,glauben::V,верить,věřit
1128,bemerken::V,заметить,zpozorovat
1129,erkennen::V,узнать,poznat
1130,begreifen::V,понять,pochopit
1131,begreifen::V,постичь,pochopit
1132,verstehen::V,услышать,porozumět
1133,lernen::V,учиться,učit se
1134,wissen::V,знать,vědět
1135,sich erinnern an::V,вспомнить,vzpomínat si na
1136,vergessen::V,забыть,zapomínat
1137,messen::V,мерить,měřit
1138,zählen::V,считать,spočítat
1139,rechnen::V,считать,počítat
1140,lesen::V,читать,číst
1141,malen::V,рисовать,malovat
1142,zeichnen::V,рисовать,rýsovat
1143,schreiben::V,писать,psát
1144,besitzen::V,иметь,mít
1145,besitzen::V,иметь,vlastnit
1146,kaufen::V,купить,koupit
1147,verkaufen::V,продать,prodat
1148,bezahlen::V,заплатить,zaplatit
1149,zahlen::V,платить,platit
1150,beherrschen::V,владеть,ovládat
1151,ertragen::V,вытерпеть,snést
