,Concept_ID,kv,pl
792,sitzen::V,пукавны,siedzieć
793,liegen::V,куйлыны,leżeć
794,hängen::V,ӧшавны,wisieć
795,werden::V,лоны,zostać
796,werden::V,лоны,stać się
797,passieren::V,аркмыны,dziać się
798,passieren::V,аркмыны,zdarzyć się
799,beginnen::V,петны,zacząć się
800,enden::V,-сь,kończyć się
801,enden::V,бырны,kończyć się
802,wechseln::V,вежсьыны,zmienić się
803,aufgehen[Sonne]::V,петавны,wzejść
804,untergehen[Sonne]::V,пуксьыны,zajść
805,scheinen[Sonne]::V,югьявны,świecić
806,donnern::V,гымавны,grzmieć
807,wehen::V,пӧлявны,wiać
808,strömen::V,киссьыны,płynąć
809,strömen::V,киссьыны,lać się
810,fließen::V,визывтны,ciec
811,fließen::V,визывтны,płynąć
812,sich drehen::V,бергавны,obracać się
813,schwanken::V,кӧвьясьны,chwiać się
814,schwingen::V,дюттясьны,wahać się
815,fallen::V,усьны,padać
816,brennen::V,сотчыны,palić się
817,rauchen::V,тшынасьны,dymić
818,rauchen::V,тшынасьны,dymić się
819,regnen::V,зэрны,padać
820,gefrieren::V,гегдыны,zamarznąć
821,tauen::V,сывны,tajać
822,schmelzen::V,сывны,topnieć
823,trocknen::V,косьмыны,schnąć
824,sieden::V,пизьны,wrzeć
825,sieden::V,пизьны,kipieć
826,faulen::V,нёльзьыны,gnić
827,verfaulen::V,тӧрмыны,zgnić
828,verfaulen::V,сiсьмыны,zgnić
829,reißen::V,косясьны,urywać się
830,versinken::V,вӧйны,tonąć
831,vergehen::V,мунны,przechodzić
832,erscheinen::V,мыччисьны,zjawiać się
833,verschwinden::V,ӧшны,zniknąć
834,sinken::V,ямны,spadać
835,abnehmen::V,ямны,spadać
836,zunehmen::V,паськавны,wzrosnąć
837,steigen::V,лэбтiсьны,wzrastać
838,wachsen::V,быдмыны,rosnąć
839,glänzen::V,свиттявны,błyszczeć
840,funkeln::V,югйовтлыны,zabłyszczeć
841,funkeln::V,югйӧв-керны,zabłyszczeć
842,lärmen::V,чавзыны,hałasować
843,läuten::V,диньгыны,dzwonić
844,klingeln::V,силькӧтны,dzwonić
845,klirren::V,жольӧтны,brzęczeć
846,brausen::V,гуасьны,huczeć
847,rauschen::V,кышӧтны,szumieć
848,rauschen::V,кышӧтны,szeleścić
849,klingen::V,горавны,brzmieć
850,klingen::V,горавны,dźwięczeć
851,bellen::V,увтны,szczekać
852,bellen::V,вувтны,szczekać
853,heulen::V,уннявны,wyć
854,blasen::V,пӧлявны,dmuchnąć
855,pfeifen::V,пиксыны,gwizdać
856,schreien::V,айзыны,krzyczeć
857,stöhnen::V,ойзыны,stękać
858,stöhnen::V,ружтыны,stękać
859,zittern::V,легьявны,drżeć
860,leben::V,овны,żyć
861,geboren werden::V,шогмыны,urodzić się
862,atmen::V,лолавны,oddychać
863,trinken::V,юны,pić
864,essen::V,сёйны,jeść
865,schlucken::V,ньылавны,połknąć
866,müde werden::V,мыдзны,zmęczyć się
867,einschlafen::V,ланьтны,zasnąć
868,schlafen::V,узьны,spać
869,aufwachen::V,саймыны,obudzić się
870,aufwachen::V,пальмыны,obudzić się
871,aufstehen::V,сувтны,wstać
872,sich erholen::V,шоччисьлыны,wypoczywać
873,krank werden::V,моржитны,zachorować
874,krank sein::V,шогавны,chorować
875,krank sein::V,визьӧтны,chorować
876,schmerzen::V,висьны,boleć
877,husten::V,кашляйтны,kaszlać
878,genesen::V,бурдны,wyzdrowieć
879,sterben::V,кувны,umrzeć
880,umkommen::V,вийсьыны,zginąć
881,sich bewegen::V,локны,poruszać się
882,sich bewegen::V,ветлӧтны,poruszać się
883,sich rühren::V,вӧрзьӧтчыны,ruszyć się
884,sich erheben::V,сувтны,podnieść się
885,sich setzen::V,пуксьыны,usiąść
886,hinfallen::V,пӧрласьны,upaść
887,laufen::V,мунны,chodzić
888,schreiten::V,тальччавны,kroczyć
889,spazierengehen::V,котрасьны,iść na spacer
890,eilen::V,тэрмасьны,pospieszać
891,sich beeilen::V,тэрмасьны,pospieszyć się
892,sausen::V,вирдавны-котӧртны,pędzić
893,springen::V,чеччавны,skakać
894,klettern::V,кышасьны,wspinać się
895,schaukeln::V,чурликасьны,huśtać
896,schaukeln::V,чурликасьны,kołysać
897,kriechen::V,кыскасьны-мунны,pełzać
898,kriechen::V,кыскасьны-мунны,czołgać się
899,schwimmen::V,вартчыны,pływać
900,tauchen::V,сунгисьны ваӧ,zanurzać się
901,rudern::V,сынны,wiosłować
902,fahren::V,мунны,jechać
903,fliegen::V,лэбавны,latać
904,fliegen::V,лэбавны,lecieć
905,gehen::V,мунны,iść
906,weggehen::V,мунны,odejść
907,abfahren::V,иньдӧтчыны,odjechać
908,abfahren::V,мунны,odjechać
909,anhalten::V,сувтны,zatrzymać się
910,hineingehen::V,пырны,wchodzić
911,eintreten::V,пырны,wejść
912,eintreten::V,пырны,nastąpić
913,kommen::V,локны,przyjść
914,ankommen::V,локны,przybyć
915,zurückkommen::V,бертны,wrócić
916,zurückkommen::V,панӧвтсьыны,wrócić
917,bleiben::V,кольччыны,zostać
918,warten::V,видзчисьны,czekać
919,erwarten::V,видзчисьны,oczekiwać
920,suchen::V,кошшыны,szukać
921,finden::V,адззыны,znaleźć
922,versuchen::V,пондыны,próbować
923,versuchen::V,пондӧтны,próbować
924,vorbereiten::V,лӧсьӧтны,przygotować
925,lieben::V,милуйтны,kochać
926,mögen::V,радейтны,lubić
927,lachen::V,серавны,śmiać się
928,rühren::V,сьӧлӧм вӧрзьӧтны,wzruszyć
929,weinen::V,горзыны,płakać
930,schimpfen::V,видчыны,kląć
931,sich ärgern::V,лёкавны,gniewać się
932,sich fürchten::V,повны,bać się
933,fürchten::V,повны,bać się
934,fliehen::V,пышшыны,uciekać
935,flüchten::V,пышшыны,uciec
936,sehen::V,адззыны,widzieć
937,sehen::V,адззыны,zobaczyć
938,anschauen::V,видзӧтны,oglądać
939,ansehen::V,видзӧтны,popatrzeć na
940,hören::V,кывны,słyszeć
941,zuhören::V,кывзыны,słuchać
942,probieren::V,пешлыны,kosztować
943,riechen::V,дукавны,wąchać
944,fühlen::V,кывны,czuć
945,fühlen::V,кывны,odczuwać
946,scheinen::V,декуйтчыны,wydawać się
947,zu sehen sein::V,тыдавны,widnieć
948,vernehmen::V,тӧдмавны,usłyszeć
949,frieren::V,гегдыны,marznąć
950,tun::V,керны,czynić
951,können::V,вермыны,móc
952,können::V,вермыны,umieć
953,wollen::V,мӧдны,chcieć
954,anfangen::V,петны,zacząć
955,beenden::V,ештӧтны,zakończyć
956,beenden::V,керыштны,zakończyć
957,aufhören::V,дугдыны,przestać
958,gelingen::V,шогмыны,udać się
959,geraten::V,мыччисьны,udać się
960,öffnen::V,осьтны,otworzyć
961,schließen::V,пӧднавны,zamknąć
962,stellen::V,сувтӧтны,postawić
963,setzen::V,пуксьӧтны,posadzić
964,legen::V,пуктыны,kłaść
965,berühren::V,вӧрзьӧтны,dotykać
966,verbinden::V,йитны,łączyć
967,bedecken::V,вевттьыны,przykryć
968,aufhängen::V,ӧшӧтны,powiesić
969,anzünden::V,ӧзтыны,zapalić
970,aufheben::V,лэбтыны,podnieść
971,zurücklassen::V,кольны,zostawić
972,verlieren::V,ӧштыны,zgubić
973,fallen lassen::V,уськӧтны,upuścić
974,machen::V,керны,zrobić
975,herstellen::V,вӧчны,wytworzyć
976,bauen::V,строитны,budować
977,reparieren::V,вочны,naprawiać
978,verbessern::V,бурсьӧтны,ulepszyć
979,ändern::V,вежны,zmienić
980,graben::V,гарйыны,kopać
981,beugen::V,кусіньтны,zagiąć
982,biegen::V,чукыльтыштны,zgiąć
983,drehen::V,бергӧтны,obracać
984,wenden::V,бергӧтны,obrocić
985,umdrehen::V,бергӧтны,obrocić
986,heben::V,лэбтыны,podnosić
987,hochheben::V,лэбтыны,podnieść
988,ergreifen::V,кватитны,chwycić
989,halten::V,видзны,trzymać
990,drücken::V,личкыны,naciskać
991,schieben::V,тойлавны,pchać
992,schieben::V,тойлавны,posuwać
993,kratzen::V,шаркӧтны,drapać
994,lecken::V,нювны,lizać
995,beißen::V,йирны,kąsać
996,abreißen::V,орӧтны,oderwać
997,abschneiden::V,шӧрыштны,odciąć
998,abschneiden::V,вундыштны,odciąć
999,binden::V,гӧрдззыны,wiązać
1000,stecken::V,мӧртны,wetknąć
1001,brechen::V,жугдыны,złamać
1002,klopfen::V,зукӧтны,pukać
1003,klopfen::V,зукӧтны,stukać
1004,hauen::V,желльыны,bić
1005,kleben::V,лякӧтны,kleić
1006,reiben::V,зыртны,trzeć
1007,streichen::V,мавтны,smarować
1008,schleifen::V,кыскыны,ostrzyć
1009,schneiden::V,вундавны,ciąć
1010,schneiden::V,вундавны,krajać
1011,rütteln::V,шатлавны,trząść
1012,schütteln::V,зыбӧтны,trząść
1013,schwenken::V,ӧвтны,machać
1014,schwenken::V,макайтны,machać
1015,schütten::V,кисьтны,nasypać
1016,füllen::V,тыртны,napełnić
1017,füllen::V,тырсьӧтны,napełnić
1018,einwickeln::V,тубны,zawinąć
1019,tragen::V,новйӧтны,nieść
1020,schleppen::V,кыскыны,wlec
1021,ziehen::V,кыскыны,ciągnąć
1022,aufbewahren::V,видзны,przechowywać
1023,werfen::V,шентывлыны,rzucać
1024,fangen::V,кутны,łowić
1025,packen::V,кутасьны,chwycić
1026,packen::V,кватитны,chwycić
1027,verstecken::V,дзебны,ukryć
1028,verstecken::V,дзебны,schować
1029,teilen::V,торйӧтны,podzielić
1030,schicken::V,иньдыны,posyłać
1031,bringen::V,вайны,przynieść
1032,hinzufügen::V,содтыны,dodać
1033,bekommen::V,получитны,dostać
1034,erhalten::V,получитны,otrzymać
1035,nehmen::V,босьтны,wziąć
1036,wählen::V,бӧрйыны,wybrać
1037,auswählen::V,бӧрйыны,wybrać
1038,bewahren::V,видзны,zachować
1039,behindern::V,падтыны,utrudnić
1040,behindern::V,падтыны,przeszkadzać
1041,verderben::V,изводавны,zepsuć
1042,beschädigen::V,паздыны,uszkodzić
1043,zerbrechen::V,паздыны,złamać
1044,zerreißen::V,косявны,drzeć
1045,zerreißen::V,косявны,rozdzierać
1046,zerstören::V,паздыны,zniszczyć
1047,verbrennen::V,сотны,spalić
1048,geben::V,сетны,dać
1049,reichen::V,сетны,podać
1050,schenken::V,козьнавны,darować
1051,versprechen::V,кӧсйыны,obiecać
1052,wünschen::V,бурсьыны,życzyć
1053,loben::V,ошкыны,chwalić
1054,küssen::V,окавны,całować
1055,wiegen::V,тюттьӧтны,kołysać
1056,zudecken::V,вевттьыны,przykryć
1057,wecken::V,саймӧтны,zbudzić
1058,zeigen::V,мыччавны,pokazać
1059,führen::V,нуӧтны,wieść
1060,führen::V,нуӧтны,prowadzić
1061,lehren::V,велӧтны,uczyć
1062,unterrichten::V,велӧтны,nauczać
1063,aufziehen::V,быдтыны,wychować
1064,leiten::V,юравны,kierować
1065,leiten::V,веськӧтлыны,kierować
1066,antreiben::V,тэрмӧтны,popędzić
1067,lassen::V,-ӧтыны,zostawić
1068,einladen::V,корны,zaprosić
1069,vereinigen::V,ӧтувтны,zjednoczyć
1070,vereinigen::V,ӧтлаавны,zjednoczyć
1071,besuchen::V,пыравлыны,odwiedzić
1072,treffen::V,пантавны,trafić
1073,treffen::V,пантавны,spotkać
1074,sich versammeln::V,ӧксьыны,zebrać się
1075,sich versammeln::V,ӧксьыны,zgromadzić się
1076,spielen::V,орсны,grać
1077,spielen::V,орсны,bawić się
1078,singen::V,сьывны,śpiewać
1079,tanzen::V,йӧктыны,pląsać
1080,tanzen::V,йӧктыны,tańczyć
1081,sich trennen::V,торьясьны,rozstać się
1082,verlassen::V,кольны,opuścić
1083,retten::V,мынтны,ocalić
1084,retten::V,мынтны,uratować
1085,bewachen::V,смекайтны,pilnować
1086,schützen::V,дорйыны,ochronić
1087,verteidigen::V,дорйыны,bronić
1088,sich schlagen::V,тышкасьны,pobić się
1089,schießen::V,лыйны,strzelać
1090,siegen::V,вермыны,zwycziężyć
1091,ärgern::V,лӧгӧтны,gniewać
1092,schlagen::V,базнитны,bić
1093,schlagen::V,базнитны,uderzyć
1094,treten::V,чужьявны,kopnąć
1095,stechen::V,бытшкыны,ukłuć
1096,stoßen::V,тапкыны,popchnąć
1097,stoßen::V,тойыштны,popchnąć
1098,stehlen::V,гусявны,ukraść
1099,stören::V,костіавны,zakłócić
1100,stören::V,костіавны,przeszkodzić
1101,belästigen::V,назыляйтны,dokuczać
1102,verbergen::V,дзебны,ukryć
1103,täuschen::V,бӧбӧтны,łudzić
1104,täuschen::V,пӧрьявны,łudzić
1105,betrügen::V,муклачитны,oszukać
1106,töten::V,вийны,zabić
1107,wohnen::V,овны,mieszkać
1108,arbeiten::V,уджавны,pracować
1109,sammeln::V,ӧктыны,zebrać
1110,pflücken::V,судзлавны,zerwać
1111,jagen::V,вӧравны,polować
1112,fischen::V,чериавны,łowić ryby
1113,fassen::V,кутны,złapać
1114,hüten::V,вердны,paść
1115,hüten::V,йирсьӧтны,paść
1116,treiben::V,вашӧтны,pędzić
1117,anbinden::V,кӧртавны,przywiązać
1118,füttern::V,вердны,karmić
1119,melken::V,высьтыны,doić
1120,melken::V,чилькӧтны,doić
1121,hacken::V,керавны,rąbać
1122,gießen::V,киськавны,lać
1123,gießen::V,киськавны,podlać
1124,reifen::V,кисьмыны,dojrzeć
1125,zubereiten::V,лӧсьӧтны,przyrządzić
1126,kochen::V,пуны,gotować
1127,backen::V,пӧжавны,piec
1128,braten::V,жаритны,piec
1129,braten::V,жаритны,smażyć
1130,umrühren::V,соравны,przemieszać
1131,stricken::V,домавны,dziać
1132,nähen::V,вурны,szyć
1133,färben::V,краситны,pofarbować
1134,reinigen::V,весӧтны,oczyścić
1135,waschen::V,пеславны,prać
1136,abwischen::V,чышкыны,obetrzeć
1137,spülen::V,гывьявны,płukać
1138,fegen::V,чышкыны,zamiatać
1139,kehren::V,чышкыны,zamieść
1140,baden::V,купайтчыны ,kąpać się
1141,sich waschen::V,миссьыны,myć się
1142,ausziehen::V,гыжтӧтны,zdjąć
1143,ausziehen::V,пӧрччавны,zdjąć
1144,anziehen::V,пасьтавны,włożyć
1145,sich anziehen::V,пасьтасьны,ubrać się
1146,kämmen::V,сынавны,uczesać
1147,schmücken::V,баситны,ozdabiać
1148,sagen::V,висьтавны,powiedzieć
1149,sprechen::V,шуны,mówić
1150,reden::V,баитны,mówić
1151,sich unterhalten::V,сёрнитны,rozmawiać
1152,fragen::V,юавны,zapytać
1153,bitten::V,корны,prosić
1154,erzählen::V,висьтавны,opowiedzieć
1155,mitteilen::V,висьтавны,zawiadomić o
1156,nennen::V,нимтны,nazwać
1157,rufen::V,китсавны,wołać
1158,rufen::V,корны,wołać
1159,rufen::V,чукӧстны,wołać
1160,prahlen::V,ошшасьны,chełpić się
1161,übersetzen::V,вуджӧтны,tłumaczyć
1162,denken::V,чайтны,myśleć
1163,glauben::V,веритны,sądzić
1164,glauben::V,веритны,wierzyć
1165,bemerken::V,казявны,zauważyć
1166,erkennen::V,тӧдсавны,poznać
1167,begreifen::V,вежӧртны,zrozumieć
1168,verstehen::V,кывны,rozumieć
1169,verstehen::V,кывны,dosłyszeć
1170,lernen::V,велӧтчыны,uczyć się
1171,wissen::V,тӧдны,wiedzieć
1172,sich erinnern an::V,касьтывны,przypomnieć sobie
1173,vergessen::V,вунӧтны,zapomnieć
1174,messen::V,меряйтны,mierzyć
1175,zählen::V,лыддьыны,liczyć
1176,rechnen::V,лыддьыны,rachować
1177,lesen::V,лыддьӧтны,czytać
1178,zeichnen::V,гижмавны,rysować
1179,schreiben::V,гижны,pisać
1180,besitzen::V,лоны,posiadać
1181,kaufen::V,небны,kupić
1182,verkaufen::V,вузавны,sprzedać
1183,bezahlen::V,вештыны,zapłacić
1184,zahlen::V,вештыны,płacić
1185,ertragen::V,терпитны,znieść
1186,Insel::N,,wyspa
1187,Menge::N,,ilość
1188,Gewalt::N,,władza
1189,Alter::N,,wiek
1190,richtig::A,,słuszny
1191,richtig::A,,właściwy
1192,wahr::A,,prawdziwy
1193,berühmt::A,,słynny
1194,allein::ADV,,sam
1195,rennen::V,,biec
1196,rennen::V,,biegać
1197,malen::V,,malować
1198,beherrschen::V,,opanować
