,Concept_ID,sl,sq
800,zurück::ADV,nazáj,mbrapsht
801,unten::ADV,dôli,poshtë
802,unten::ADV,spôdaj,poshtë
803,hinab::ADV,dôl,përposh
804,oben::ADV,gôri,lart
805,oben::ADV,gôri,sipër
806,oben::ADV,zgôraj,lart
807,oben::ADV,zgôraj,sipër
808,hinauf::ADV,gôr,lart
809,hinauf::ADV,gôr,përpjetë
810,überall::ADV,povsód,kudo
811,nicht::ADV,ne,s'
812,nicht::ADV,ne,nuk
813,ein wenig::ADV,málo,një tis
814,kaum::ADV,kómaj,mezi
815,sehr::ADV,zeló,fort
816,sehr::ADV,zeló,shumë
817,so::ADV,takó,ashtu
818,so::ADV,takó,kështu
819,noch::ADV,še,ende
820,noch::ADV,še,akoma
821,nur::ADV,samó,vetëm
822,schon::ADV,žè,tashmë
823,wieder::ADV,spét,përsëri
824,vergebens::ADV,zamàn,kot
825,vergebens::ADV,zastónj,kot
826,vor::PRP,pred,para
827,hinter::PRP,za,prapa
828,hinter::PRP,za,mbrapa
829,unter::PRP,pod,nën
830,durch::PRP,skózi,nëpër
831,neben::PRP,kràj,pranë
832,neben::PRP,kràj,përbri
833,neben::PRP,póleg,pranë
834,neben::PRP,póleg,përbri
835,zwischen::PRP,med,midis
836,zwischen::PRP,med,ndërmjet
837,zwischen::PRP,izmed,midis
838,zwischen::PRP,izmed,ndërmjet
839,wegen::PRP,zarádi,për
840,dies::PRN,tó,ky
841,das::PRN,tó,ky
842,alles::PRN,vsè,gjithçka
843,ich::PRN,jàz,unë
844,du::PRN,tí,ti
845,er::PRN,òn,ai
846,wir::PRN,mí,ne
847,ihr::PRN,ví,ju
848,sie::PRN,ôni,ata
849,was::FPRN,káj,ç'
850,was::FPRN,káj,çfarë
851,wer::FPRN,kdó,kush
852,wo::FADV,kjé,ku
853,wohin::FADV,kám,për ku
854,wie::FADV,kakó,si
855,warum::FADV,zakáj,pse
856,warum::FADV,zakáj,përse
857,wieviel::FNUM,kóliko,sa
858,eins::NUM,êden,një
859,zwei::NUM,dvá,dy
860,drei::NUM,trí,tre
861,vier::NUM,štíri,katër
862,fünf::NUM,pét,pesë
863,sechs::NUM,šést,gjashtë
864,sieben::NUM,sédem,shtatë
865,acht::NUM,ósem,tetë
866,neun::NUM,devét,nëntë
867,zehn::NUM,desét,dhjetë
868,elf::NUM,enájst,njëmbëdhjetë
869,zwölf::NUM,dvánajst,dymbëdhjetë
870,zwanzig::NUM,dvájset,njëzet
871,dreißig::NUM,trídeset,tridhjetë
872,vierzig::NUM,štírideset,dyzet
873,fünfzig::NUM,pétdeset,pesëdhjetë
874,sechzig::NUM,šéstdeset,gjashtëdhjetë
875,siebzig::NUM,sédemdeset,shtatëdhjetë
876,achtzig::NUM,ósemdeset,tetëdhjetë
877,neunzig::NUM,devétdeset,nëntëdhjetë
878,hundert::NUM,stó,qind
879,tausend::NUM,tísoč,mijë
880,und::CNJ,in,e
881,und::CNJ,in,dhe
882,oder::CNJ,áli,a
883,oder::CNJ,áli,apo
884,stehen::V,státi,rri
885,sitzen::V,sedéti,rri
886,liegen::V,ležáti,rri shtrirë
887,hängen::V,viséti,varem
888,werden::V,postáti,bëhem
889,passieren::V,zgodíti se,ndodh
890,beginnen::V,začéti se,filloj
891,enden::V,končáti se,përfundoj
892,wechseln::V,ménjati se,ndërroj
893,aufgehen[Sonne]::V,vzíti,hapem
894,untergehen[Sonne]::V,zaíti,hyj
895,untergehen[Sonne]::V,zaíti,perëndoj
896,scheinen[Sonne]::V,sijáti,ndriçoj
897,donnern::V,grméti,gjëmoj
898,donnern::V,grméti,bubulloj
899,wehen::V,píhati,fryj
900,strömen::V,líti,derdh
901,fließen::V,têči,rrjedh
902,sich drehen::V,vrtéti se,rrotullohem
903,schwanken::V,kolébati,dyzoj
904,schwingen::V,níhati,dridhem
905,fallen::V,pádati,bie
906,brennen::V,goréti,digjem
907,rauchen::V,kadíti se,nxjerr tym
908,regnen::V,deževáti,bie shi
909,gefrieren::V,zmŕzniti,ngrij
910,tauen::V,tájati,shkrij
911,schmelzen::V,kopnéti,shkrij
912,trocknen::V,sušíti se,thaj
913,sieden::V,kipéti,ziej
914,faulen::V,gníti,kalbem
915,faulen::V,gníti,prishem
916,verfaulen::V,zgníti,kalbem
917,reißen::V,tŕgati se,grisem
918,reißen::V,tŕgati se,shqyhem
919,versinken::V,pogrézniti se,humboj
920,vergehen::V,miníti,kaloj
921,erscheinen::V,pojáviti se,dukem
922,verschwinden::V,izgíniti,zhdukem
923,sinken::V,péšati,ulem
924,abnehmen::V,pojémati,pakësohem
925,abnehmen::V,pojémati,zvogëlohem
926,zunehmen::V,véčati se,shtohem
927,zunehmen::V,množíti se,shtohem
928,steigen::V,dvígati se,rritem
929,wachsen::V,rásti,rritem
930,glänzen::V,sijáti,vezulloj
931,funkeln::V,ískriti se,xixoj
932,funkeln::V,ískriti se,xixëlloj
933,lärmen::V,ropotáti,oshtij
934,lärmen::V,ropotáti,zhurmoj
935,lärmen::V,razgrájati,oshtij
936,lärmen::V,razgrájati,zhurmoj
937,läuten::V,zvoníti,bie
938,klingeln::V,zvončkljáti,i bie ziles
939,klirren::V,žvenketáti,kërcëlloj
940,brausen::V,šuméti,gjëmoj
941,rauschen::V,šuštéti,fëshfërij
942,rauschen::V,šelestéti,fëshfërij
943,klingen::V,zvenéti,tingëlloj
944,bellen::V,lájati,leh
945,heulen::V,zavíjati,ulërij
946,blasen::V,píhniti,fryj
947,pfeifen::V,pískati,fishkëllej
948,pfeifen::V,žvížgati,fishkëllej
949,schreien::V,kričáti,bërtas
950,stöhnen::V,stókati,rënkoj
951,zittern::V,drgetáti,trembem
952,leben::V,živéti,rroj
953,leben::V,živéti,jetoj
954,geboren werden::V,rodíti se,lind
955,atmen::V,díhati,marr frymë
956,trinken::V,píti,pi
957,essen::V,jésti,ha
958,schlucken::V,požírati,gëlltis
959,schlucken::V,požírati,kapërdij
960,müde werden::V,péšati,lodhem
961,müde werden::V,utrúditi se,lodhem
962,einschlafen::V,zaspáti,bie të fle
963,schlafen::V,spáti,fle
964,aufwachen::V,zbudíti se,zgjohem
965,aufstehen::V,vstáti,çohem
966,aufstehen::V,vstáti,ngrihem
967,sich erholen::V,oddahníti se,qetësohem
968,sich erholen::V,oddahníti se,shtendosem
969,krank werden::V,oboléti,bie i sëmurë
970,krank sein::V,bíti bolán,jam i sëmurë
971,schmerzen::V,boléti,dhemb
972,husten::V,kášljati,kollitem
973,genesen::V,okrévati,shërohem
974,sterben::V,umréti,vdes
975,umkommen::V,pogíniti,vdes
976,umkommen::V,pogíniti,mbaroj
977,sich bewegen::V,zganíti se,shkundem
978,sich rühren::V,premakníti se,lëviz
979,sich erheben::V,vstájati,ngrihem
980,sich erheben::V,vzdígniti se,ngrihem
981,sich setzen::V,sésti,ulem
982,hinfallen::V,pásti dôl,gremisem
983,laufen::V,hodíti,eci
984,schreiten::V,stópati,çapem
985,spazierengehen::V,na sprehòd íti,shëtis
986,eilen::V,drvéti,ngas
987,sich beeilen::V,hitéti,nxitoj
988,sausen::V,dírkati,eci shpejt
989,rennen::V,dírjati,vrapoj
990,springen::V,skákati,kërcej
991,klettern::V,plézati,hipi
992,schaukeln::V,kolébati,kolovitem
993,kriechen::V,pláziti se,zvarritem
994,schwimmen::V,plávati,notoj
995,tauchen::V,potápljati se,zhytem
996,rudern::V,vesláti,vozis
997,fahren::V,vozíti se,shkoj
998,fahren::V,peljáti se,shkoj
999,fliegen::V,létati,fluturoj
1000,gehen::V,íti,eci
1001,gehen::V,íti,shkoj
1002,weggehen::V,odíti,vete
1003,abfahren::V,odpeljáti se,nisem
1004,anhalten::V,ustáviti se,ndalem
1005,hineingehen::V,íti nóter,futem
1006,eintreten::V,vstopíti,hyj
1007,kommen::V,príti,vij
1008,ankommen::V,prispéti,arrij
1009,ankommen::V,prispéti,mbërrij
1010,ankommen::V,prihájati,arrij
1011,ankommen::V,prihájati,mbërrij
1012,zurückkommen::V,vrníti se,kthehem
1013,bleiben::V,ostáti,mbetem
1014,bleiben::V,ostáti,qëndroj
1015,warten::V,čákati,pres
1016,erwarten::V,pričakováti,pres
1017,suchen::V,iskáti,kërkoj
1018,finden::V,nájti,gjej
1019,versuchen::V,poskúšati,mundohem
1020,vorbereiten::V,pripráviti,përgatis
1021,lieben::V,ljubíti,dashuroj
1022,mögen::V,márati,dua
1023,lachen::V,smejáti se,qesh
1024,rühren::V,ganíti,mallëngjej
1025,weinen::V,jókati,qaj
1026,weinen::V,plákati,qaj
1027,schimpfen::V,psováti,shaj
1028,schimpfen::V,zmérjati,shaj
1029,sich ärgern::V,jezíti se,bëhem verem
1030,sich fürchten::V,báti se,kam frikë
1031,sich fürchten::V,báti se,frikësohem
1032,fürchten::V,báti se,kam frikë nga
1033,fliehen::V,bežáti,arratisem
1034,flüchten::V,pobégniti,iki
1035,sehen::V,vídeti,shoh
1036,anschauen::V,oglédati,shikoj
1037,ansehen::V,glédati,shikoj
1038,hören::V,slíšati,dëgjoj
1039,zuhören::V,poslúšati,veshtoj
1040,probieren::V,poskúšati,provoj
1041,riechen::V,dúhati,nuhas
1042,fühlen::V,čutíti,ndiej
1043,scheinen::V,zdéti se,ndriçoj
1044,zu sehen sein::V,vídeti se,dukem
1045,vernehmen::V,čúti,dëgjoj
1046,frieren::V,zébsti,mërdhij
1047,tun::V,délati,bëj
1048,können::V,môči,mund
1049,wollen::V,hotéti,dua
1050,wollen::V,hotéti,dëshiroj
1051,anfangen::V,začéti,filloj
1052,beenden::V,dokončáti,kryej
1053,beenden::V,dokončáti,mbaroj
1054,aufhören::V,prenéhati,pushoj
1055,gelingen::V,uspéti,më shkon mbarë
1056,gelingen::V,posréčiti se,më shkon mbarë
1057,geraten::V,obnêsti se,del
1058,öffnen::V,odpréti,hap
1059,schließen::V,zapréti,mbyll
1060,stellen::V,postáviti,vë
1061,setzen::V,posadíti,vë
1062,legen::V,položíti,vë
1063,berühren::V,dotíkati se,rrok
1064,verbinden::V,obvézati,bashkoj
1065,bedecken::V,pokríti,mbuloj
1066,aufhängen::V,obésiti,var
1067,anzünden::V,zažgáti,ndez
1068,aufheben::V,vzdígniti,ngre
1069,zurücklassen::V,zapustíti,lë pas
1070,verlieren::V,izgubíti,humb
1071,fallen lassen::V,navréči,lëshoj
1072,machen::V,naredíti,bëj
1073,machen::V,napráviti,bëj
1074,herstellen::V,izdélati,prodhoj
1075,bauen::V,gradíti,ndërtoj
1076,reparieren::V,popráviti,ndreq
1077,reparieren::V,popráviti,meremetoj
1078,verbessern::V,izbóljšati,përmirësoj
1079,ändern::V,spremeníti,ndërroj
1080,graben::V,kopáti,gërmoj
1081,graben::V,grêbsti,gërmoj
1082,beugen::V,upogníti,kërrus
1083,biegen::V,zavíjati,përkul
1084,drehen::V,vrtéti,dredh
1085,drehen::V,vrtéti,rrotulloj
1086,wenden::V,obrníti,kthej
1087,umdrehen::V,zasúkati,kthej
1088,heben::V,dvígati,ngre
1089,hochheben::V,privzdígniti,ngre
1090,ergreifen::V,zgrábiti,rrëmbej
1091,halten::V,držáti,mbaj
1092,drücken::V,tiščáti,shtyp
1093,schieben::V,ríniti,shtyj
1094,kratzen::V,práskati,kruaj
1095,kratzen::V,práskati,gërvisht
1096,lecken::V,lízati,lëpij
1097,beißen::V,grísti,kafshoj
1098,abreißen::V,odtŕgati,shkëpus
1099,abschneiden::V,odrézati,cungoj
1100,binden::V,vézati,lidh
1101,stecken::V,vtakníti,fus
1102,stecken::V,vtakníti,ngul
1103,brechen::V,lomíti,thyej
1104,klopfen::V,tólči,trokas
1105,hauen::V,séči,godas
1106,kleben::V,lépiti,ngjis
1107,reiben::V,tréti,fërkoj
1108,reiben::V,dŕgniti,fërkoj
1109,streichen::V,namázati,lyej
1110,schleifen::V,brúsiti,mpreh
1111,schneiden::V,rézati,pres
1112,rütteln::V,strésti,shkund
1113,schütteln::V,majáti,lëkund
1114,schwenken::V,obrníti,valëvit
1115,schütten::V,sípati,mbush
1116,füllen::V,napolníti,mbush
1117,einwickeln::V,zavíti,mbështjell
1118,tragen::V,nêsti,mbaj
1119,tragen::V,nêsti,mbart
1120,schleppen::V,vláčiti,heq
1121,schleppen::V,vláčiti,zhgërryej
1122,ziehen::V,vléči,tërheq
1123,aufbewahren::V,shranjeváti,ruaj
1124,werfen::V,lúčati,hedh
1125,fangen::V,ujéti,kap
1126,packen::V,prijéti,rrëmbej
1127,verstecken::V,skríti,fsheh
1128,teilen::V,razdelíti,ndaj
1129,schicken::V,pošíljati,dërgoj
1130,bringen::V,prinêsti,sjell
1131,hinzufügen::V,pristáviti,shtoj
1132,bekommen::V,dobíti,kap
1133,erhalten::V,prejéti,marr
1134,nehmen::V,vzéti,marr
1135,wählen::V,izbírati,zgjedh
1136,auswählen::V,izbráti,përzgjedh
1137,bewahren::V,ohraníti,ruaj
1138,behindern::V,ovírati,pengoj
1139,verderben::V,pokváriti,prish
1140,beschädigen::V,poškodováti,dëmtoj
1141,zerbrechen::V,razlomíti,thyej
1142,zerreißen::V,raztŕgati,çjerr
1143,zerreißen::V,raztŕgati,zheloj
1144,zerstören::V,razrúšiti,prish
1145,zerstören::V,razrúšiti,shkatërroj
1146,verbrennen::V,sežgáti,djeg
1147,geben::V,dáti,jap
1148,reichen::V,séči,jap
1149,reichen::V,molíti,jap
1150,schenken::V,podáriti,fal
1151,schenken::V,podáriti,dhuroj
1152,versprechen::V,obljubíti,premtoj
1153,wünschen::V,vóščiti,uroj
1154,loben::V,hváliti,lëvdoj
1155,loben::V,hváliti,lavdëroj
1156,küssen::V,poljubováti,puth
1157,wiegen::V,zíbati,tund
1158,zudecken::V,pokríti,mbuloj
1159,wecken::V,zbudíti,zgjoj
1160,zeigen::V,pokázati,dëftej
1161,führen::V,vêsti,çoj
1162,lehren::V,učíti,arsej
1163,unterrichten::V,poučeváti,arsimoj
1164,aufziehen::V,vzgojíti,rris
1165,leiten::V,uprávljati,udhëheq
1166,antreiben::V,goníti,nxis
1167,lassen::V,povzročíti,detyroj
1168,einladen::V,povábiti,ftoj
1169,vereinigen::V,zdrúžiti,bashkoj
1170,besuchen::V,obiskáti,vizitoj
1171,treffen::V,pogodíti,ndesh
1172,sich versammeln::V,zbráti se,tubohem
1173,spielen::V,igráti se,loz
1174,spielen::V,igráti se,luaj
1175,singen::V,péti,këndoj
1176,tanzen::V,plésati,kërcej
1177,tanzen::V,plésati,vallëzoj
1178,sich trennen::V,ločíti se,ndahem
1179,verlassen::V,zapustíti,braktis
1180,retten::V,réšiti,shpëtoj
1181,bewachen::V,strážiti,ruaj
1182,schützen::V,sčítiti,ruaj
1183,schützen::V,sčítiti,mbroj
1184,verteidigen::V,braníti,mbroj
1185,sich schlagen::V,têpsti se,zihem
1186,schießen::V,stréljati,shtie
1187,siegen::V,zmágati,fitoj
1188,siegen::V,zmágati,ngadhënjej
1189,ärgern::V,jezíti,zemëroj
1190,ärgern::V,razbúriti,zemëroj
1191,schlagen::V,têpsti,rrah
1192,schlagen::V,têpsti,godas
1193,schlagen::V,udáriti,rrah
1194,schlagen::V,udáriti,godas
1195,treten::V,teptáti,shtyj
1196,treten::V,teptáti,shtyj më këmbë
1197,stechen::V,ubôsti,ther
1198,stechen::V,ubôsti,shpoj
1199,stoßen::V,peháti,shtyj
1200,stoßen::V,drégniti,shtyj
1201,stehlen::V,ukrásti,vjedh
1202,stehlen::V,pokrásti,vjedh
1203,stören::V,motíti,pengoj
1204,belästigen::V,nadlegováti,bezdis
1205,verbergen::V,skríti,fsheh
1206,täuschen::V,slepíti,mashtroj
1207,betrügen::V,várati,kobis
1208,betrügen::V,ogoljufáti,kobis
1209,töten::V,ubíti,vras
1210,wohnen::V,prebívati,banoj
1211,arbeiten::V,délati,punoj
1212,arbeiten::V,délati,vardoj
1213,sammeln::V,zbráti,mbledh
1214,sammeln::V,zbráti,grumbulloj
1215,pflücken::V,obráti,vjel
1216,pflücken::V,obráti,mbledh
1217,jagen::V,lovíti,gjuaj
1218,fischen::V,ribáriti,peshkoj
1219,fischen::V,ribáriti,gjuaj peshk
1220,fassen::V,zajéti,zë
1221,hüten::V,pásti,kullos
1222,treiben::V,pogánjati,vë përpara
1223,anbinden::V,privézati,lidh
1224,füttern::V,kŕmiti,grazhdoj
1225,melken::V,mólsti,mjel
1226,hacken::V,sékati,grij
1227,gießen::V,ulíti,ujis
1228,reifen::V,zoréti,piqem
1229,zubereiten::V,pripráviti,gatuaj
1230,kochen::V,kúhati,ziej
1231,backen::V,cvréti,pjek
1232,backen::V,cvréti,furroj
1233,braten::V,pêči,fërgoj
1234,braten::V,pêči,tiganis
1235,umrühren::V,preméšati,trazoj
1236,stricken::V,plêsti,thur
1237,nähen::V,šívati,qep
1238,färben::V,bárvati,ngjyej
1239,färben::V,bárvati,bojatis
1240,reinigen::V,očístiti,qëroj
1241,reinigen::V,očístiti,pastroj
1242,waschen::V,opráti,laj
1243,waschen::V,opráti,finjos
1244,abwischen::V,obrísati,fshij
1245,spülen::V,splakováti,kulloj
1246,fegen::V,pométati,fshij
1247,kehren::V,mésti,fshij
1248,baden::V,kópati se,lahem
1249,sich waschen::V,umíti se,lahem
1250,ausziehen::V,izvléči,heq
1251,ausziehen::V,izvléči,zbath
1252,anziehen::V,obléči,vesh
1253,anziehen::V,obléči,mbath
1254,sich anziehen::V,obléči se,vishem
1255,kämmen::V,česáti,kreh
1256,schmücken::V,okrasíti,hijeshoj
1257,sagen::V,dejáti,them
1258,sprechen::V,govoríti,flas
1259,reden::V,rêči,fjalos
1260,reden::V,rêči,fjalëtoj
1261,sich unterhalten::V,razgovárjati se,bisedoj
1262,fragen::V,vprášati,pyes
1263,bitten::V,prosíti,lus
1264,bitten::V,prosíti,lutem
1265,erzählen::V,práviti,rrëfej
1266,mitteilen::V,naznániti,kumtoj
1267,nennen::V,imenováti,quaj
1268,rufen::V,klícati,thërras
1269,prahlen::V,baháti se,mburrem
1270,prahlen::V,baháti se,kapardisem
1271,übersetzen::V,prevêsti,përkthej
1272,denken::V,mísliti,mendoj
1273,glauben::V,verjéti,besoj
1274,bemerken::V,opáziti,vërej
1275,erkennen::V,spoznáti,njoh
1276,erkennen::V,spoznáti,shquaj
1277,begreifen::V,pôjmiti,marr vesh
1278,verstehen::V,razuméti,marr vesh
1279,lernen::V,učíti se,mësoj
1280,wissen::V,znáti,di
1281,wissen::V,védeti,di
1282,sich erinnern an::V,spómniti se,kujtoj
1283,vergessen::V,pozábiti,harroj
1284,messen::V,mériti,mas
1285,zählen::V,štéti,njeh
1286,rechnen::V,račúnati,llogaris
1287,lesen::V,bráti,lexoj
1288,lesen::V,bráti,këndoj
1289,lesen::V,čítati,lexoj
1290,lesen::V,čítati,këndoj
1291,malen::V,slíkati,lyej
1292,zeichnen::V,rísati,vizatoj
1293,schreiben::V,písati,shkruaj
1294,besitzen::V,iméti,kam
1295,kaufen::V,kupíti,blej
1296,verkaufen::V,prodáti,shes
1297,bezahlen::V,pláčati,paguaj
1298,zahlen::V,plačeváti,paguaj
1299,beherrschen::V,obvládati,zotëroj
1300,ertragen::V,prenêsti,duroj
1301,Verstand::N,,mend
