,Concept_ID,el,el
160,Küste::N,ακρογιαλιά,ακρογιαλιά
161,Festland::N,στεριά,στεριά
162,Meer::N,θάλασσα,θάλασσα
163,Bucht::N,κόλπος,κόλπος
164,Insel::N,νησί,νησί
165,Insel::N,νησί,νήσος
166,Insel::N,νήσος,νησί
167,Insel::N,νήσος,νήσος
168,Blume::N,άνθος,άνθος
169,Blume::N,άνθος,λουλούδι
170,Blume::N,λουλούδι,άνθος
171,Blume::N,λουλούδι,λουλούδι
172,Gras::N,χόρτο,χόρτο
173,Gras::N,χόρτο,χορτάρι
174,Gras::N,χορτάρι,χόρτο
175,Gras::N,χορτάρι,χορτάρι
176,Wurzel::N,ρίζα,ρίζα
177,Baum::N,δέντρο,δέντρο
178,Stamm::N,κορμός,κορμός
179,Rinde::N,φλούδα,φλούδα
180,Ast::N,κλαδί,κλαδί
181,Zweig::N,κλαδί,κλαδί
182,Zweig::N,κλαδί,κλάδος
183,Zweig::N,κλάδος,κλαδί
184,Zweig::N,κλάδος,κλάδος
185,Blatt::N,φύλλο,φύλλο
186,Birke::N,σημύδα,σημύδα
187,Kiefer[Baum]::N,πεύκο,πεύκο
188,Weide[Baum]::N,ιτιά,ιτιά
189,Tanne::N,έλατο,έλατο
190,Horn::N,κέρας,κέρας
191,Horn::N,κέρας,κέρατο
192,Horn::N,κέρατο,κέρας
193,Horn::N,κέρατο,κέρατο
194,Feder::N,φτερό,φτερό
195,Fell::N,δέρμα,δέρμα
196,Fell::N,δέρμα,τομάρι
197,Fell::N,τομάρι,δέρμα
198,Fell::N,τομάρι,τομάρι
199,Flügel::N,πτερύγιο,πτερύγιο
200,Klaue::N,κουλό,κουλό
201,Kralle::N,νύχι,νύχι
202,Schwanz::N,ουρά,ουρά
203,Ei::N,αβγό,αβγό
204,Nest::N,φωλιά,φωλιά
205,Bau::N,φωλιά,φωλιά
206,Tier::N,ζώο,ζώο
207,Herde::N,κοπάδι,κοπάδι
208,Kuh::N,αγελάδα,αγελάδα
209,Bulle::N,ταύρος,ταύρος
210,Pferd::N,άλογο,άλογο
211,Schaf::N,πρόβατο,πρόβατο
212,Schwein::N,γουρούνι,γουρούνι
213,Hund::N,σκυλί,σκυλί
214,Hund::N,σκυλί,σκύλος
215,Hund::N,σκύλος,σκυλί
216,Hund::N,σκύλος,σκύλος
217,Katze::N,γάτα,γάτα
218,Bär::N,άρκτος,άρκτος
219,Bär::N,άρκτος,αρκούδα
220,Bär::N,αρκούδα,άρκτος
221,Bär::N,αρκούδα,αρκούδα
222,Eichhörnchen::N,βερβερίτσα,βερβερίτσα
223,Elch::N,άλκη,άλκη
224,Fuchs::N,αλεπού,αλεπού
225,Hase::N,λαγός,λαγός
226,Maus::N,ποντικός,ποντικός
227,Wolf::N,λύκος,λύκος
228,Vogel::N,πουλί,πουλί
229,Schwarm::N,σμήνος,σμήνος
230,Huhn::N,κότα,κότα
231,Huhn::N,κότα,όρνιθα
232,Huhn::N,όρνιθα,κότα
233,Huhn::N,όρνιθα,όρνιθα
234,Hahn::N,πετεινός,πετεινός
235,Gans::N,χήνα,χήνα
236,Adler::N,αετός,αετός
237,Ente::N,πάπια,πάπια
238,Eule::N,κουκουβάγια,κουκουβάγια
239,Kranich::N,γερανός,γερανός
240,Krähe::N,καρακάξα,καρακάξα
241,Kuckuck::N,κούκος,κούκος
242,Schwan::N,κύκνος,κύκνος
243,Fisch::N,ψάρι,ψάρι
244,Barsch::N,πέρκα,πέρκα
245,Hecht::N,λούτσος,λούτσος
246,Schlange[Tier]::N,φίδι,φίδι
247,Wurm::N,σκουλήκι,σκουλήκι
248,Spinne::N,αράχνη,αράχνη
249,Ameise::N,μυρμήγκι,μυρμήγκι
250,Laus::N,ψείρα,ψείρα
251,Mücke::N,κουνούπι,κουνούπι
252,Fliege::N,μύγα,μύγα
253,Schmetterling::N,πεταλούδα,πεταλούδα
254,Beere::N,ρόγα,ρόγα
255,Apfel::N,μήλο,μήλο
256,Pilz::N,μανιτάρι,μανιτάρι
257,Zwiebel::N,κρεμμύδι,κρεμμύδι
258,Saat::N,σπόρος,σπόρος
259,Korn::N,σπυρί,σπυρί
260,Heu::N,σανός,σανός
261,Schale::N,τσόφλι,τσόφλι
262,Grube::N,λάκκος,λάκκος
263,Falle::N,παγίδα,παγίδα
264,Schlinge::N,θηλειά,θηλειά
265,Spur::N,ίχνος,ίχνος
266,Asche::N,στάχτη,στάχτη
267,Dreck::N,βρωμιά,βρωμιά
268,Eisen::N,σίδερο,σίδερο
269,Gold::N,μάλαμα,μάλαμα
270,Gold::N,μάλαμα,χρυσάφι
271,Gold::N,χρυσάφι,μάλαμα
272,Gold::N,χρυσάφι,χρυσάφι
273,Silber::N,ασήμι,ασήμι
274,Silber::N,ασήμι,άργυρος
275,Silber::N,άργυρος,ασήμι
276,Silber::N,άργυρος,άργυρος
277,Kohle::N,κάρβουνο,κάρβουνο
278,Glas::N,γυαλί,γυαλί
279,Lehm::N,πηλός,πηλός
280,Sand::N,άμμος,άμμος
281,Mensch::N,άνθρωπος,άνθρωπος
282,Mann::N,άνδρας,άνδρας
283,Frau::N,γυναίκα,γυναίκα
284,Kind::N,παιδί,παιδί
285,Junge::N,αγόρι,αγόρι
286,Mädchen::N,κοπέλα,κοπέλα
287,Mädchen::N,κοπέλα,κορίτσι
288,Mädchen::N,κορίτσι,κοπέλα
289,Mädchen::N,κορίτσι,κορίτσι
290,Familie::N,οικογένεια,οικογένεια
291,Großvater::N,παππούς,παππούς
292,Großmutter::N,γιαγιά,γιαγιά
293,Eltern::N,γονείς,γονείς
294,Vater::N,πατέρας,πατέρας
295,Mutter::N,μητέρα,μητέρα
296,Sohn::N,γιος,γιος
297,Tochter::N,κόρη,κόρη
298,Bruder::N,αδελφός,αδελφός
299,Schwester::N,αδελφή,αδελφή
300,Onkel::N,θείος,θείος
301,Tante::N,θεία,θεία
302,Ehemann::N,σύζυγος,σύζυγος
303,Ehefrau::N,σύζυγος,σύζυγος
304,Freude::N,χαρά,χαρά
305,Gelächter::N,γέλια,γέλια
306,Glück::N,ευτυχία,ευτυχία
307,Kummer::N,έγνοια,έγνοια
308,Wunsch::N,επιθυμία,επιθυμία
309,Lust::N,όρεξη,όρεξη
310,Geist::N,πνέυμα,πνέυμα
311,Gedanke::N,σκέψη,σκέψη
312,Gedächtnis::N,μνήμη,μνήμη
313,Verstand::N,νους,νους
314,Sinn::N,νόημα,νόημα
315,Grund::N,λόγος,λόγος
316,Wahrheit::N,αλήθεια,αλήθεια
317,Gespräch::N,συνομιλία,συνομιλία
318,Märchen::N,παραμύθι,παραμύθι
319,Erzählung::N,διήγημα,διήγημα
320,Nachricht::N,είδηση,είδηση
321,Neuigkeit::N,νέο,νέο
322,Name::N,όνομα,όνομα
323,Rätsel::N,αίνιγμα,αίνιγμα
324,Rede::N,λόγος,λόγος
325,Rede::N,λόγος,ομιλία
326,Rede::N,ομιλία,λόγος
327,Rede::N,ομιλία,ομιλία
328,Sprache::N,γλώσσα,γλώσσα
329,Stimme::N,φωνή,φωνή
330,Wort::N,λέξη,λέξη
331,Zeichen::N,σημείο,σημείο
332,Ruf::N,κραυγή,κραυγή
333,Lärm::N,θόρυβος,θόρυβος
334,Laut::N,ήχος,ήχος
335,Ton::N,ήχος,ήχος
336,Ton::N,ήχος,τόνος
337,Ton::N,τόνος,ήχος
338,Ton::N,τόνος,τόνος
339,Lied::N,τραγούδι,τραγούδι
340,Ruhe::N,ησυχία,ησυχία
341,Leute::N,κόσμος,κόσμος
342,Leute::N,κόσμος,άνθρωποι
343,Leute::N,άνθρωποι,κόσμος
344,Leute::N,άνθρωποι,άνθρωποι
345,Volk::N,λαός,λαός
346,Arbeit::N,εργασία,εργασία
347,Gast::N,επισκέπτης,επισκέπτης
348,Geschenk::N,δώρο,δώρο
349,Spiel::N,παιχνίδι,παιχνίδι
350,Gesellschaft::N,κοινωνία,κοινωνία
351,Hilfe::N,βοήθεια,βοήθεια
352,Freund::N,φίλος,φίλος
353,Kamerad::N,σύντροφος,σύντροφος
354,Angelegenheit::N,υπόθεση,υπόθεση
355,Anzahl::N,αριθμός,αριθμός
356,Art::N,είδος,είδος
357,Stück::N,κομμάτι,κομμάτι
358,Teil::N,μέρος,μέρος
359,Hälfte::N,μισό,μισό
360,Kreis::N,κύκλος,κύκλος
361,Kreuz::N,σταυρός,σταυρός
362,Linie::N,γραμμή,γραμμή
363,Strich::N,γραμμή,γραμμή
364,Abstand::N,απόσταση,απόσταση
365,Entfernung::N,απόσταση,απόσταση
366,Gegend::N,περιοχή,περιοχή
367,Gegend::N,περιοχή,τοποθεσία
368,Gegend::N,τοποθεσία,περιοχή
369,Gegend::N,τοποθεσία,τοποθεσία
370,Platz::N,χώρος,χώρος
371,Ort::N,τόπος,τόπος
372,Seite::N,πλευρά,πλευρά
373,Mitte::N,μέση,μέση
374,Gegenstand::N,αντικείμενο,αντικείμενο
375,Sache::N,πράγμα,πράγμα
376,Rand::N,άκρη,άκρη
377,Rand::N,άκρη,χείλος
378,Rand::N,χείλος,άκρη
379,Rand::N,χείλος,χείλος
380,Kante::N,άκρη,άκρη
381,Ecke::N,γωνιά,γωνιά
382,Spitze::N,μύτη,μύτη
383,Ende::N,άκρη,άκρη
384,Loch::N,τρύπα,τρύπα
385,Winkel::N,γωνία,γωνία
386,Muster::N,σχέδιο,σχέδιο
387,Größe::N,μέγεθος,μέγεθος
388,Länge::N,μήκος,μήκος
389,Höhe::N,ύψος,ύψος
390,Gewicht::N,βάρος,βάρος
391,Menge::N,ποσότητα,ποσότητα
392,Haufen::N,σωρός,σωρός
393,Reihe::N,αράδα,αράδα
394,Boot::N,βάρκα,βάρκα
395,Ruder::N,κουπί,κουπί
396,Schlitten::N,έλκηθρο,έλκηθρο
397,Ski::N,σκι,σκι
398,Lagerfeuer::N,φωτιά,φωτιά
399,Last::N,φορτίο,φορτίο
400,Gang::N,δρόμος,δρόμος
401,Schritt::N,βήμα,βήμα
402,Norden::N,βορράς,βορράς
403,Süden::N,νότος,νότος
404,Westen::N,δύση,δύση
405,Osten::N,ανατολή,ανατολή
406,Holz::N,ξύλο,ξύλο
407,Brett::N,σανίδι,σανίδι
408,Platte::N,πλάκα,πλάκα
409,Stütze::N,στήριγμα,στήριγμα
410,Stange::N,ραβδί,ραβδί
411,Stange::N,ραβδί,κοντός
412,Stange::N,κοντός,ραβδί
413,Stange::N,κοντός,κοντός
414,Stock::N,ξύλο,ξύλο
415,Stock::N,ξύλο,μπαστούνι
416,Stock::N,μπαστούνι,ξύλο
417,Stock::N,μπαστούνι,μπαστούνι
418,Stab::N,ραβδί,ραβδί
419,Rohr::N,σωλήνας,σωλήνας
420,Haus::N,σπίτι,σπίτι
421,Heim::N,σπίτι,σπίτι
422,Ofen::N,σόμπα,σόμπα
423,Ofen::N,σόμπα,θερμάστρα
424,Ofen::N,θερμάστρα,σόμπα
425,Ofen::N,θερμάστρα,θερμάστρα
426,Fußboden::N,πάτωμα,πάτωμα
427,Tisch::N,τραπέζι,τραπέζι
428,Stuhl::N,καρέκλα,καρέκλα
429,Wiege::N,κούνια,κούνια
430,Bett::N,κρεβάτι,κρεβάτι
431,Regal::N,ράφι,ράφι
432,Kiste::N,κιβώτιο,κιβώτιο
433,Fenster::N,παράθυρο,παράθυρο
434,Tür::N,πόρτα,πόρτα
435,Tor::N,πύλη,πύλη
436,Zaun::N,φράχτης,φράχτης
437,Dach::N,στέγη,στέγη
438,Leiter::N,σκάλα,σκάλα
439,Leiter::N,σκάλα,κλίμακα
440,Leiter::N,κλίμακα,σκάλα
441,Leiter::N,κλίμακα,κλίμακα
442,Besen::N,σκούπα,σκούπα
443,Spaten::N,φτυάρι,φτυάρι
444,Schaufel::N,φτυάρι,φτυάρι
445,Gabel::N,πιρούνι,πιρούνι
446,Löffel::N,κουτάλι,κουτάλι
447,Messer::N,μαχαίρι,μαχαίρι
448,Nagel::N,καρφί,καρφί
449,Netz::N,δίχτυ,δίχτυ
450,Haken::N,γάντζος,γάντζος
451,Haken::N,γάντζος,αγκίστρι
452,Haken::N,αγκίστρι,γάντζος
453,Haken::N,αγκίστρι,αγκίστρι
454,Griff::N,λαβή,λαβή
455,Schloss::N,κλειδαριά,κλειδαριά
456,Bild::N,εικόνα,εικόνα
457,Figur::N,ανάστημα,ανάστημα
458,Puppe::N,κούκλα,κούκλα
459,Beutel::N,πουγγί,πουγγί
460,Bündel::N,δεμάτι,δεμάτι
461,Tasche::N,τσάντα,τσάντα
462,Eimer::N,κουβάς,κουβάς
463,Deckel::N,καπάκι,καπάκι
464,Geschirr::N,σκεύη,σκεύη
465,Sack::N,σάκος,σάκος
466,Tasse::N,φλιτζάνι,φλιτζάνι
467,Topf::N,χύτρα,χύτρα
468,Kessel::N,καζάνι,καζάνι
469,Essen::N,φαγητό,φαγητό
470,Nahrung::N,τροφή,τροφή
471,Speise::N,φαγητό,φαγητό
472,Fleisch::N,κρέας,κρέας
473,Getreide::N,σιτάρι,σιτάρι
474,Brei::N,χυλός,χυλός
475,Brot::N,ψωμί,ψωμί
476,Brot::N,ψωμί,άρτος
477,Brot::N,άρτος,ψωμί
478,Brot::N,άρτος,άρτος
479,Scheibe::N,φέτα,φέτα
480,Fett::N,πάχος,πάχος
481,Butter::N,βούτυρο,βούτυρο
482,Öl::N,λάδι,λάδι
483,Salz::N,αλάτι,αλάτι
484,Suppe::N,σούπα,σούπα
485,Honig::N,μέλι,μέλι
486,Milch::N,γάλα,γάλα
487,Tee::N,τσάι,τσάι
488,Leder::N,πετσί,πετσί
489,Wolle::N,μαλλί,μαλλί
490,Stoff::N,ύφασμα,ύφασμα
491,Nadel::N,βελόνα,βελόνα
492,Faden::N,κλωστή,κλωστή
493,Knopf::N,κουμπί,κουμπί
494,Knoten::N,κόμπος,κόμπος
495,Farbe::N,μπογιά,μπογιά
496,Kleidung::N,ρούχα,ρούχα
497,Kleidung::N,ρούχα,ενδυμασία
498,Kleidung::N,ενδυμασία,ρούχα
499,Kleidung::N,ενδυμασία,ενδυμασία
500,Hemd::N,πουκάμισο,πουκάμισο
501,Kragen::N,κολάρο,κολάρο
502,Ärmel::N,μανίκι,μανίκι
503,Hose::N,πανταλόνι,πανταλόνι
504,Gürtel::N,ζώνη,ζώνη
505,Mütze::N,σκούφος,σκούφος
506,Schuh::N,παπούτσι,παπούτσι
507,Stiefel::N,μπότα,μπότα
508,Ring::N,δαχτυλίδι,δαχτυλίδι
509,Band::N,κορδέλα,κορδέλα
510,Kamm::N,χτένα,χτένα
511,Spiegel::N,καθρέφτης,καθρέφτης
512,Riemen::N,λουρί,λουρί
513,Schnur::N,κορδόνι,κορδόνι
514,Leine::N,σχοινί,σχοινί
515,Decke::N,κουβέρτα,κουβέρτα
516,Kissen::N,μαξιλάρι,μαξιλάρι
517,Tuch::N,πανί,πανί
518,Tuch::N,πανί,μαντήλι
519,Tuch::N,μαντήλι,πανί
520,Tuch::N,μαντήλι,μαντήλι
521,Handtuch::N,πετσέτα,πετσέτα
522,Kraft::N,δύναμη,δύναμη
523,Stärke::N,ισχύς,ισχύς
524,Stärke::N,ισχύς,δύναμη
525,Stärke::N,δύναμη,ισχύς
526,Stärke::N,δύναμη,δύναμη
527,Gesundheit::N,υγεία,υγεία
528,Krankheit::N,αρρώστια,αρρώστια
529,Schmerz::N,πόνος,πόνος
530,Wunde::N,πληγή,πληγή
531,Fieber::N,πυρετός,πυρετός
532,Arznei::N,φάρμακο,φάρμακο
533,Brücke::N,γέφυρα,γέφυρα
534,Brunnen::N,πηγάδι,πηγάδι
535,Weide::N,βοσκή,βοσκή
536,Pfad::N,μονοπάτι,μονοπάτι
537,Weg::N,δρόμος,δρόμος
538,Straße::N,οδός,οδός
539,Straße::N,οδός,δρόμος
540,Straße::N,δρόμος,οδός
541,Straße::N,δρόμος,δρόμος
542,Dorf::N,χωριό,χωριό
543,Stadt::N,πόλη,πόλη
544,Brief::N,γράμμα,γράμμα
545,Brief::N,γράμμα,επιστολή
546,Brief::N,επιστολή,γράμμα
547,Brief::N,επιστολή,επιστολή
548,Buch::N,βιβλίο,βιβλίο
549,Buchstabe::N,γράμμα,γράμμα
550,Zeitung::N,εφημερίδα,εφημερίδα
551,Leben::N,ζωή,ζωή
552,Leben::N,ζωή,βίος
553,Leben::N,βίος,ζωή
554,Leben::N,βίος,βίος
555,Tod::N,θάνατος,θάνατος
556,Grab::N,τάφος,τάφος
557,Kirche::N,εκκλησία,εκκλησία
558,Sünde::N,αμαρτία,αμαρτία
559,Gott::N,θεός,θεός
560,Arbeiter::N,εργάτης,εργάτης
561,Chef::N,προϊστάμενος,προϊστάμενος
562,Meister::N,μάστορας,μάστορας
563,Meister::N,μάστορας,αρχιτεχνίτης
564,Meister::N,αρχιτεχνίτης,μάστορας
565,Meister::N,αρχιτεχνίτης,αρχιτεχνίτης
566,Arzt::N,γιατρός,γιατρός
567,Lehrer::N,δάσκαλος,δάσκαλος
568,Geld::N,λεφτά,λεφτά
569,Geld::N,λεφτά,χρήματα
570,Geld::N,χρήματα,λεφτά
571,Geld::N,χρήματα,χρήματα
572,Geschäft::N,συναλλαγή,συναλλαγή
573,Laden::N,μαγαζί,μαγαζί
574,Laden::N,μαγαζί,κατάστημα
575,Laden::N,κατάστημα,μαγαζί
576,Laden::N,κατάστημα,κατάστημα
577,Preis::N,τιμή,τιμή
578,Ware::N,εμπόρευμα,εμπόρευμα
579,Nutzen::N,όφελος,όφελος
580,Reichtum::N,πλούτος,πλούτος
581,Welt::N,κόσμος,κόσμος
582,Land::N,χώρα,χώρα
583,Staat::N,κράτος,κράτος
584,Staat::N,κράτος,πολιτεία
585,Staat::N,πολιτεία,κράτος
586,Staat::N,πολιτεία,πολιτεία
587,König::N,βασιλιάς,βασιλιάς
588,Macht::N,εξουσία,εξουσία
589,Grenze::N,σύνορα,σύνορα
590,Krieg::N,πόλεμος,πόλεμος
591,Feind::N,εχθρός,εχθρός
592,Gewalt::N,βία,βία
593,Kampf::N,αγώνας,αγώνας
594,Bogen[Waffe]::N,τόξο,τόξο
595,Pfeil::N,σαΐτα,σαΐτα
596,Gewehr::N,τουφέκι,τουφέκι
597,Fehler::N,λάθος,λάθος
598,Fehler::N,λάθος,σφάλμα
599,Fehler::N,σφάλμα,λάθος
600,Fehler::N,σφάλμα,σφάλμα
601,Lüge::N,ψέμα,ψέμα
602,Lüge::N,ψέμα,ψεύδος
603,Lüge::N,ψεύδος,ψέμα
604,Lüge::N,ψεύδος,ψεύδος
605,Schaden::N,ζημία,ζημία
606,Unglück::N,δυστυχία,δυστυχία
607,Schuld::N,ενοχή,ενοχή
608,Schuld::N,ενοχή,φταίξιμο
609,Schuld::N,φταίξιμο,ενοχή
610,Schuld::N,φταίξιμο,φταίξιμο
611,Alter::N,ηλικία,ηλικία
612,Schluss::N,τέλος,τέλος
613,Zeit::N,χρόνος,χρόνος
614,Tag::N,μέρα,μέρα
615,Tag::N,μέρα,ημέρα
616,Tag::N,ημέρα,μέρα
617,Tag::N,ημέρα,ημέρα
618,Morgen::N,πρωί,πρωί
619,Mittag::N,μεσημέρι,μεσημέρι
620,Abend::N,βράδυ,βράδυ
621,Nacht::N,νύχτα,νύχτα
622,Woche::N,εβδομάδα,εβδομάδα
623,Monat::N,μήνας,μήνας
624,Jahr::N,έτος,έτος
625,Jahr::N,έτος,χρόνος
626,Jahr::N,χρόνος,έτος
627,Jahr::N,χρόνος,χρόνος
628,Frühling::N,άνοιξη,άνοιξη
629,Sommer::N,καλοκαίρι,καλοκαίρι
630,Herbst::N,φθινόπωρο,φθινόπωρο
631,Winter::N,χειμώνας,χειμώνας
632,Januar::N,Ιανουάριος,Ιανουάριος
633,Februar::N,Φεβρουάριος,Φεβρουάριος
634,März::N,Μάρτιος,Μάρτιος
635,April::N,Απρίλιος,Απρίλιος
636,Mai::N,Μάιος,Μάιος
637,Juni::N,Ιούνιος,Ιούνιος
638,Juli::N,Ιούλιος,Ιούλιος
639,August::N,Αύγουστος,Αύγουστος
640,September::N,Σεπτέμβριος,Σεπτέμβριος
641,Oktober::N,Οκτώβριος,Οκτώβριος
642,November::N,Νοέμβριος,Νοέμβριος
643,Dezember::N,Δεκέμβριος,Δεκέμβριος
644,Montag::N,Δευτέρα,Δευτέρα
645,Dienstag::N,Τρίτη,Τρίτη
646,Mittwoch::N,Τετάρτη,Τετάρτη
647,Donnerstag::N,Πέμπτη,Πέμπτη
648,Freitag::N,Παρασκευή,Παρασκευή
649,Samstag::N,Σάββατο,Σάββατο
650,Sonntag::N,Κυριακή,Κυριακή
651,groß::A,μεγάλος,μεγάλος
652,klein::A,μικρός,μικρός
653,lang::A,μακρύς,μακρύς
654,kurz::A,κοντός,κοντός
655,breit::A,φαρδύς,φαρδύς
656,schmal::A,στενός,στενός
657,dicht::A,πυκνός,πυκνός
658,dick[Gegenstand]::A,παχύς,παχύς
659,dick[Gegenstand]::A,παχύς,χοντρός
660,dick[Gegenstand]::A,χοντρός,παχύς
661,dick[Gegenstand]::A,χοντρός,χοντρός
662,dünn::A,ψιλός,ψιλός
663,dünn::A,ψιλός,λεπτός
664,dünn::A,λεπτός,ψιλός
