,Concept_ID,,zh
275,Ende::N,,结尾
276,Loch::N,,洞
277,Winkel::N,,角度
278,Muster::N,,模型
279,Größe::N,,大小
280,Länge::N,,长度
281,Höhe::N,,高度
282,Gewicht::N,,重量
283,Menge::N,,数量
284,Haufen::N,,堆
285,Reihe::N,,行
286,Boot::N,,小船
287,Ruder::N,,奖
288,Schlitten::N,,雪橇
289,Ski::N,,雪板
290,Lagerfeuer::N,,营火
291,Last::N,,负担
292,Gang::N,,行走
293,Schritt::N,,步伐
294,Norden::N,,北
295,Süden::N,,南
296,Westen::N,,西
297,Osten::N,,东
298,Holz::N,,木材
299,Brett::N,,木板
300,Platte::N,,平板
301,Stütze::N,,支架
302,Stange::N,,杆
303,Stock::N,,棒
304,Stab::N,,棍
305,Rohr::N,,管子
306,Haus::N,,房屋
307,Heim::N,,家
308,Ofen::N,,炉子
309,Fußboden::N,,地板
310,Tisch::N,,桌子
311,Stuhl::N,,椅子
312,Wiege::N,,摇蓝
313,Bett::N,,床
314,Regal::N,,架子
315,Kiste::N,,箱子
316,Fenster::N,,窗户
317,Tür::N,,门
318,Tor::N,,大门
319,Zaun::N,,篱笆
320,Dach::N,,屋顶
321,Leiter::N,,梯子
322,Besen::N,,扫帚
323,Spaten::N,,铁锹
324,Schaufel::N,,铁锹
325,Gabel::N,,叉
326,Löffel::N,,食匙
327,Messer::N,,刀
328,Nagel::N,,钉子
329,Netz::N,,网
330,Haken::N,,钩子
331,Griff::N,,把柄
332,Schloss::N,,锁
333,Bild::N,,图画
334,Figur::N,,人像
335,Puppe::N,,娃娃
336,Beutel::N,,袋子
337,Bündel::N,,捆
338,Tasche::N,,手提包
339,Eimer::N,,桶
340,Deckel::N,,盖子
341,Geschirr::N,,餐具
342,Sack::N,,袋子
343,Tasse::N,,杯子
344,Topf::N,,锅
345,Kessel::N,,水壶
346,Essen::N,,进餐
347,Nahrung::N,,食物
348,Speise::N,,菜肴
349,Fleisch::N,,肉
350,Getreide::N,,谷物
351,Brei::N,,粥
352,Brot::N,,面包
353,Scheibe::N,,片
354,Fett::N,,脂肪
355,Butter::N,,黄油
356,Öl::N,,油
357,Salz::N,,盐
358,Suppe::N,,汤
359,Honig::N,,蜂蜜
360,Milch::N,,奶
361,Tee::N,,茶
362,Leder::N,,皮革
363,Wolle::N,,毛线
364,Stoff::N,,织物
365,Nadel::N,,针
366,Faden::N,,线
367,Knopf::N,,纽扣
368,Knoten::N,,结
369,Farbe::N,,颜色
370,Kleidung::N,,衣服
371,Hemd::N,,衬衫
372,Kragen::N,,领子
373,Ärmel::N,,袖子
374,Hose::N,,裤子
375,Gürtel::N,,腰带
376,Mütze::N,,帽子
377,Schuh::N,,鞋
378,Stiefel::N,,靴子
379,Ring::N,,戒指
380,Band::N,,带子
381,Kamm::N,,梳子
382,Spiegel::N,,镜子
383,Riemen::N,,皮带
384,Schnur::N,,绳子
385,Leine::N,,皮带
386,Decke::N,,被子
387,Kissen::N,,软垫
388,Tuch::N,,巾
389,Handtuch::N,,手巾
390,Kraft::N,,力
391,Stärke::N,,力量
392,Gesundheit::N,,健康
393,Krankheit::N,,病
394,Schmerz::N,,痛
395,Wunde::N,,伤口
396,Fieber::N,,发烧
397,Arznei::N,,药
398,Brücke::N,,桥
399,Brunnen::N,,井
400,Weide::N,,牧场
401,Pfad::N,,小路
402,Weg::N,,路
403,Straße::N,,街
404,Dorf::N,,村庄
405,Stadt::N,,城市
406,Brief::N,,信
407,Buch::N,,书
408,Buchstabe::N,,字母
409,Zeitung::N,,报纸
410,Leben::N,,生命
411,Tod::N,,死亡
412,Grab::N,,坟墓
413,Kirche::N,,教堂
414,Sünde::N,,罪
415,Gott::N,,上帝
416,Arbeiter::N,,工人
417,Chef::N,,上司
418,Meister::N,,师傅
419,Arzt::N,,医生
420,Lehrer::N,,教师
421,Geld::N,,钱
422,Geschäft::N,,交易
423,Laden::N,,商店
424,Preis::N,,价格
425,Ware::N,,商品
426,Nutzen::N,,好处
427,Reichtum::N,,财富
428,Welt::N,,世界
429,Land::N,,国家
430,Staat::N,,国家
431,König::N,,国王
432,Macht::N,,权力
433,Grenze::N,,边界
434,Krieg::N,,战争
435,Feind::N,,敌人
436,Gewalt::N,,暴力
437,Kampf::N,,战斗
438,Bogen[Waffe]::N,,弓
439,Pfeil::N,,箭
440,Gewehr::N,,枪
441,Fehler::N,,错误
442,Lüge::N,,谎话
443,Schaden::N,,损失
444,Unglück::N,,不幸
445,Schuld::N,,过错
446,Alter::N,,年龄
447,Schluss::N,,结束
448,Zeit::N,,时间
449,Tag::N,,天
450,Morgen::N,,早晨
451,Mittag::N,,中午
452,Abend::N,,晚上
453,Nacht::N,,夜
454,Woche::N,,星期
455,Monat::N,,月
456,Jahr::N,,年
457,Frühling::N,,春天
458,Sommer::N,,夏天
459,Herbst::N,,秋天
460,Winter::N,,冬天
461,Januar::N,,一月
462,Februar::N,,二月
463,März::N,,三月
464,April::N,,四月
465,Mai::N,,五月
466,Juni::N,,六月
467,Juli::N,,七月
468,August::N,,八月
469,September::N,,九月
470,Oktober::N,,十月
471,November::N,,十一月
472,Dezember::N,,十二月
473,Montag::N,,星期一
474,Dienstag::N,,星期二
475,Mittwoch::N,,星期三
476,Donnerstag::N,,星期四
477,Freitag::N,,星期五
478,Samstag::N,,星期六
479,Sonntag::N,,星期日
480,groß::A,,大
481,klein::A,,小
482,lang::A,,长
483,kurz::A,,短
484,breit::A,,宽
485,schmal::A,,细长的
486,dicht::A,,密
487,dick[Gegenstand]::A,,厚
488,dünn::A,,薄
489,fein::A,,细小
490,fest::A,,固体
491,flach::A,,平坦
492,glatt::A,,光滑
493,hart::A,,硬
494,weich::A,,软
495,rund::A,,圆
496,spitz::A,,尖
497,scharf::A,,锋利
498,stumpf::A,,钝
499,schwer::A,,重
500,schön::A,,美丽
501,heiß::A,,烫
502,warm::A,,暖和
503,kalt::A,,冷
504,kühl::A,,凉
505,frisch::A,,新鲜
506,feucht::A,,潮湿
507,nass::A,,湿
508,trocken::A,,干
509,voll::A,,满
510,leer::A,,空
511,offen::A,,敞开
512,geschlossen::A,,关闭
513,sauber::A,,干净
514,schmutzig::A,,肮脏
515,roh::A,,生
516,reif::A,,成熟
517,lecker::A,,好吃
518,süß::A,,甜
519,bitter::A,,苦
520,sauer::A,,酸
521,hell::A,,亮
522,dunkel::A,,阴暗
523,schwarz::A,,黑
524,weiß::A,,白
525,rot::A,,红
526,gelb::A,,黄
527,blau::A,,蓝
528,grün::A,,绿
529,grau::A,,灰色
530,bunt::A,,五彩
531,billig::A,,便宜
532,teuer::A,,贵
533,wertvoll::A,,贵重
534,blind::A,,瞎
535,taub::A,,聋
536,kräftig::A,,强壮
537,stark::A,,强壮
538,schwach::A,,弱
539,fett::A,,胖
540,schlank::A,,苗条
541,hübsch::A,,漂亮
542,böse::A,,邪恶
543,dumm::A,,笨
544,faul::A,,懒惰
545,fleißig::A,,勤奋
546,geizig::A,,吝啬
547,klug::A,,聪明
548,geschickt::A,,灵巧
549,lieb::A,,可爱
550,lustig::A,,快乐
551,sanft::A,,柔和
552,hungrig::A,,饥饿
553,krank::A,,患病
554,nackt::A,,裸体
555,traurig::A,,悲哀
556,lebendig::A,,活
557,gut::A,,好
558,schlecht::A,,坏
559,richtig::A,,正确
560,schlimm::A,,糟糕
561,wahr::A,,真
562,alt::A,,旧
563,neu::A,,新
564,ehemalig::A,,以前
565,alt[Lebewesen]::A,,老
566,jung::A,,年轻
567,arm::A,,贫穷
568,reich::A,,富裕
569,bekannt::A,,出名
570,berühmt::A,,著名
571,fremd::A,,陌生
572,verschieden::A,,不同
573,nah::A,,近
574,fern::A,,遥远
575,linker::A,,左
576,rechter::A,,右
577,anderer::A,,别的
578,erster::A,,第一
579,zweiter::A,,第二
580,dritter::A,,第三
581,letzter::A,,最后
582,allein::ADV,,单独
583,auf einmal::ADV,,同时
584,zusammen::ADV,,一起
585,lange::ADV,,许久
586,plötzlich::ADV,,忽然
587,sofort::ADV,,立刻
588,später::ADV,,以后
589,jetzt::ADV,,现在
590,heute::ADV,,今天
591,morgen::ADV,,明天
592,bald::ADV,,即将
593,dann::ADV,,然后
594,gestern::ADV,,昨天
595,einst::ADV,,曾经
596,damals::ADV,,当时
597,danach::ADV,,随后
598,vorher::ADV,,事先
599,zuerst::ADV,,首先
600,einmal::ADV,,一次
601,manchmal::ADV,,有时
602,oft::ADV,,时常
603,immer::ADV,,总是
604,niemals::ADV,,从未
605,hier::ADV,,这里
606,hierhin::ADV,,到这里
607,von hier::ADV,,由此
608,dort::ADV,,那里
609,dorthin::ADV,,到那里
610,geradeaus::ADV,,一直往前
611,vorwärts::ADV,,向前
612,rückwärts::ADV,,向后
613,zurück::ADV,,退后
614,unten::ADV,,下面
615,hinab::ADV,,向下
616,oben::ADV,,上面
617,hinauf::ADV,,向上
618,überall::ADV,,到处
619,nicht::ADV,,不
620,ein wenig::ADV,,一点儿
621,kaum::ADV,,几乎不
622,sehr::ADV,,很
623,so::ADV,,如此
624,noch::ADV,,还
625,nur::ADV,,只
626,schon::ADV,,已经
627,wieder::ADV,,又
628,vor::PRP,,在...面前
629,hinter::PRP,,在...背后
630,unter::PRP,,在...下面
631,durch::PRP,,穿过
632,neben::PRP,,在...旁
633,zwischen::PRP,,在...之间
634,wegen::PRP,,由于
635,dies::PRN,,这
636,das::PRN,,那
637,alles::PRN,,一切
638,ich::PRN,,我
639,du::PRN,,你
640,er::PRN,,他
641,wir::PRN,,我们
642,ihr::PRN,,你们
643,sie::PRN,,她
644,was::FPRN,,什么
645,wer::FPRN,,谁
646,wo::FADV,,哪里
647,wohin::FADV,,去哪里
648,wie::FADV,,怎么
649,warum::FADV,,为什么
650,wieviel::FNUM,,多少
651,eins::NUM,,一
652,zwei::NUM,,二
653,drei::NUM,,三
654,vier::NUM,,四
655,fünf::NUM,,五
656,sechs::NUM,,六
657,sieben::NUM,,七
658,acht::NUM,,八
659,neun::NUM,,九
660,zehn::NUM,,十
661,elf::NUM,,十一
662,zwölf::NUM,,十二
663,zwanzig::NUM,,二十
664,dreißig::NUM,,三十
665,vierzig::NUM,,四十
666,fünfzig::NUM,,五十
667,sechzig::NUM,,六十
668,siebzig::NUM,,七十
669,achtzig::NUM,,八十
670,neunzig::NUM,,九十
671,hundert::NUM,,百
672,tausend::NUM,,千
673,und::CNJ,,和
674,oder::CNJ,,或者
675,stehen::V,,站
676,sitzen::V,,坐
677,liegen::V,,躺着
678,hängen::V,,挂着
679,werden::V,,成为
680,passieren::V,,发生
681,beginnen::V,,开始
682,enden::V,,终止
683,wechseln::V,,变迁
684,aufgehen[Sonne]::V,,升起
685,untergehen[Sonne]::V,,下落
686,scheinen[Sonne]::V,,照射
687,donnern::V,,打雷
688,wehen::V,,飘扬
689,strömen::V,,流
690,fließen::V,,流动
691,sich drehen::V,,转动
692,schwanken::V,,摇摆
693,schwingen::V,,摇
694,fallen::V,,坠落
695,brennen::V,,燃烧
696,rauchen::V,,冒烟
697,regnen::V,,下雨
698,gefrieren::V,,结冰
699,tauen::V,,融化
700,schmelzen::V,,溶化
701,trocknen::V,,变干
702,sieden::V,,煮
703,faulen::V,,腐烂
704,verfaulen::V,,腐烂
705,reißen::V,,撕
706,versinken::V,,下沉
707,vergehen::V,,流逝
708,erscheinen::V,,出现
709,verschwinden::V,,消失
710,sinken::V,,下降
711,abnehmen::V,,减少
712,zunehmen::V,,增加
713,steigen::V,,上升
714,wachsen::V,,生长
715,glänzen::V,,发光
716,funkeln::V,,闪烁
717,lärmen::V,,吵闹
718,läuten::V,,响
719,klingeln::V,,按铃
720,brausen::V,,疾驶
721,klingen::V,,听起来
722,bellen::V,,吠
723,heulen::V,,嗥
724,blasen::V,,吹
725,pfeifen::V,,吹口哨
726,schreien::V,,叫喊
727,stöhnen::V,,呻吟
728,zittern::V,,颤抖
729,leben::V,,生存
730,geboren werden::V,,出生
731,atmen::V,,呼吸
732,trinken::V,,喝
733,essen::V,,吃
734,schlucken::V,,咽
735,müde werden::V,,疲倦
736,einschlafen::V,,入睡
737,schlafen::V,,睡觉
738,aufwachen::V,,睡醒
739,aufstehen::V,,起床
740,sich erholen::V,,休养
741,krank werden::V,,生病
742,krank sein::V,,生病
743,schmerzen::V,,疼痛
744,husten::V,,咳
745,genesen::V,,痊愈
746,sterben::V,,死
747,umkommen::V,,丧命
748,sich bewegen::V,,移动
749,sich rühren::V,,动弹
750,sich erheben::V,,站起
751,sich setzen::V,,坐
752,hinfallen::V,,跌倒
753,laufen::V,,步行
754,schreiten::V,,迈步
755,spazierengehen::V,,散步
756,eilen::V,,急忙
757,sich beeilen::V,,赶快
758,sausen::V,,疾驰
759,rennen::V,,奔跑
760,springen::V,,跳
761,klettern::V,,攀缘
762,schaukeln::V,,荡秋千
763,kriechen::V,,爬行
764,schwimmen::V,,游泳
765,tauchen::V,,潜水
766,rudern::V,,划船
767,fahren::V,,行驶
768,fliegen::V,,飞
769,gehen::V,,走
770,weggehen::V,,离去
771,abfahren::V,,出发
772,anhalten::V,,停住
773,hineingehen::V,,进去
774,eintreten::V,,进入
775,kommen::V,,来
776,ankommen::V,,到达
777,zurückkommen::V,,回来
778,bleiben::V,,停留
779,warten::V,,等
780,erwarten::V,,等候
781,suchen::V,,找
782,finden::V,,找到
783,versuchen::V,,尝试
784,vorbereiten::V,,预备
785,lieben::V,,爱
786,mögen::V,,喜欢
787,lachen::V,,笑
788,weinen::V,,哭
789,schimpfen::V,,骂
790,sich ärgern::V,,生气
791,sich fürchten::V,,害怕
792,fürchten::V,,害怕
793,fliehen::V,,逃走
794,flüchten::V,,逃跑
795,sehen::V,,看
796,anschauen::V,,注视
797,ansehen::V,,注视
798,hören::V,,听
799,zuhören::V,,倾听
800,probieren::V,,尝
801,riechen::V,,闻
802,fühlen::V,,感到
803,scheinen::V,,照耀
804,zu sehen sein::V,,可以看到
805,vernehmen::V,,审讯
806,frieren::V,,觉得冷
807,tun::V,,作
808,können::V,,能
809,wollen::V,,要
810,anfangen::V,,开始
811,beenden::V,,结束
812,aufhören::V,,停止
813,gelingen::V,,成功
814,geraten::V,,陷于
815,öffnen::V,,打开
816,schließen::V,,关
817,stellen::V,,放
818,setzen::V,,放
819,legen::V,,摆
820,berühren::V,,触
821,verbinden::V,,联结
822,bedecken::V,,覆盖
823,aufhängen::V,,挂
824,anzünden::V,,点
825,aufheben::V,,拾起
826,zurücklassen::V,,遗留
827,verlieren::V,,丧失
828,fallen lassen::V,,让掉下
829,machen::V,,做
830,herstellen::V,,生产
831,bauen::V,,建造
832,reparieren::V,,修理
833,verbessern::V,,改进
834,ändern::V,,改变
835,graben::V,,挖
836,beugen::V,,弯下
837,biegen::V,,弯
838,drehen::V,,转动
839,wenden::V,,转动
840,umdrehen::V,,转动
841,heben::V,,举起
842,hochheben::V,,抬高
843,ergreifen::V,,抓住
844,halten::V,,拿着
845,drücken::V,,压
846,schieben::V,,推
847,kratzen::V,,搔
848,lecken::V,,舔
849,beißen::V,,咬
850,abreißen::V,,撕下
851,abschneiden::V,,切断
852,binden::V,,捆
853,stecken::V,,插
854,brechen::V,,断裂
855,klopfen::V,,敲
856,hauen::V,,揍
857,kleben::V,,粘
858,reiben::V,,摩擦
859,streichen::V,,涂
860,schleifen::V,,拖曳
861,schneiden::V,,切
862,rütteln::V,,颠簸
863,schütteln::V,,摇动
864,schwenken::V,,摇动
865,schütten::V,,倒
866,füllen::V,,填满
867,einwickeln::V,,包
868,tragen::V,,提
869,schleppen::V,,扛
870,ziehen::V,,拉
871,aufbewahren::V,,保存
872,werfen::V,,扔
873,fangen::V,,捕捉
874,packen::V,,抓住
875,verstecken::V,,藏
876,teilen::V,,分
877,schicken::V,,派遣
878,bringen::V,,带来
879,hinzufügen::V,,添加
880,bekommen::V,,得到
881,erhalten::V,,接到
882,nehmen::V,,拿
883,wählen::V,,挑选
884,auswählen::V,,选择
885,bewahren::V,,保持
886,behindern::V,,防碍
887,verderben::V,,败坏
888,beschädigen::V,,损坏
889,zerbrechen::V,,破碎
890,zerreißen::V,,撕碎
891,zerstören::V,,毁坏
892,verbrennen::V,,燃烧
893,geben::V,,给
894,reichen::V,,递给
895,schenken::V,,赠送
896,versprechen::V,,许诺
897,wünschen::V,,祝
898,loben::V,,表扬
899,küssen::V,,亲
900,wiegen::V,,轻摇
901,zudecken::V,,盖上
902,wecken::V,,唤起
903,zeigen::V,,指
904,führen::V,,带领
905,lehren::V,,教
906,unterrichten::V,,讲课
907,aufziehen::V,,抚养
908,leiten::V,,领导
909,antreiben::V,,催促
910,lassen::V,,让
911,einladen::V,,邀请
912,vereinigen::V,,统一
913,besuchen::V,,参观
914,treffen::V,,会面
915,sich versammeln::V,,聚集
916,spielen::V,,玩
917,singen::V,,唱歌
918,tanzen::V,,跳舞
919,sich trennen::V,,分别
920,verlassen::V,,离开
921,retten::V,,救
922,bewachen::V,,守卫
923,schützen::V,,保护
924,verteidigen::V,,保卫
925,sich schlagen::V,,打架
926,schießen::V,,射击
927,siegen::V,,获胜
928,ärgern::V,,激怒
929,schlagen::V,,打
930,treten::V,,踢
931,stechen::V,,刺
932,stoßen::V,,撞
933,stehlen::V,,盗窃
934,stören::V,,干扰
935,belästigen::V,,打搅
936,verbergen::V,,隐藏
937,täuschen::V,,欺骗
938,betrügen::V,,欺骗
939,töten::V,,杀
940,wohnen::V,,居住
941,arbeiten::V,,工作
942,sammeln::V,,收集
943,pflücken::V,,采
944,jagen::V,,打猎
945,fischen::V,,捕鱼
946,fassen::V,,捉住
947,hüten::V,,守护
948,treiben::V,,漂
949,anbinden::V,,拴
950,füttern::V,,喂
951,melken::V,,挤奶
952,hacken::V,,剁细
953,gießen::V,,浇
954,reifen::V,,成熟
955,kochen::V,,煮
956,backen::V,,烤
957,braten::V,,煎
958,umrühren::V,,搅拌
959,stricken::V,,织
960,nähen::V,,缝
961,färben::V,,染色
962,reinigen::V,,清洁
963,waschen::V,,洗
964,abwischen::V,,擦掉
965,spülen::V,,清洗
966,fegen::V,,扫
967,kehren::V,,打扫
968,baden::V,,给...洗澡
969,sich waschen::V,,洗澡
970,ausziehen::V,,脱
971,anziehen::V,,穿
972,sich anziehen::V,,穿衣
973,kämmen::V,,梳
974,schmücken::V,,装饰
975,sagen::V,,说
976,sprechen::V,,说
977,reden::V,,讲
978,sich unterhalten::V,,聊天
979,fragen::V,,问
980,bitten::V,,请
981,erzählen::V,,叙述
982,mitteilen::V,,通知
983,nennen::V,,叫做
984,rufen::V,,叫
985,prahlen::V,,吹牛
986,übersetzen::V,,翻译
987,denken::V,,想
988,glauben::V,,以为
989,bemerken::V,,发觉
990,erkennen::V,,识别
991,begreifen::V,,理解
992,verstehen::V,,明白
993,lernen::V,,学
994,wissen::V,,知道
995,sich erinnern an::V,,回忆
996,vergessen::V,,忘记
997,messen::V,,测量
998,zählen::V,,数
999,rechnen::V,,计算
1000,lesen::V,,读
1001,malen::V,,画
1002,zeichnen::V,,绘制
1003,schreiben::V,,写
1004,besitzen::V,,占有
1005,kaufen::V,,买
1006,verkaufen::V,,卖
1007,bezahlen::V,,付钱
1008,zahlen::V,,支付
1009,beherrschen::V,,统治
1010,ertragen::V,,忍耐
