,Concept_ID,ady,eu
687,schwach::A,хъыбэй,indargabe
688,fett::A,пщэры́,gizen
689,schlank::A,ищыгъэ,lerden
690,hübsch::A,дахэ́,polit
691,böse::A,ябгэ,tzar
692,böse::A,ябгэ,gaizto
693,dumm::A,делэ,lelo
694,dumm::A,делэ,pello
695,faul::A,шъхьахы́нэ,nagi
696,faul::A,шъхьахы́нэ,alfer
697,fleißig::A,егугъурэ,maratz
698,fleißig::A,егугъурэ,lanzale
699,geizig::A,тхьацэ,zeken
700,geizig::A,тхьацэ,zikoitz
701,klug::A,акъылышӏу́,zuhur
702,geschickt::A,ӏэпэӏэсэ́,trebe
703,geschickt::A,ӏэпэӏэсэ́,antzetsu
704,geschickt::A,шо́у шӏыгъэ́,trebe
705,geschickt::A,шо́у шӏыгъэ́,antzetsu
706,lieb::A,псэм фэд,maite
707,lieb::A,псэм фэд,laztan
708,lustig::A,чэф,alaitsu
709,sanft::A,ӏушъа́б,eme
710,sanft::A,ӏушъа́б,ezti
711,hungrig::A,гъаблэ́,gose
712,krank::A,сыма́дж,eri
713,krank::A,сыма́дж,gaixo
714,nackt::A,пцӏанэ́,biluzi
715,traurig::A,нэшхъэй,itun
716,traurig::A,нэшхъэй,betilun
717,gut::A,дэгъу́,on
718,schlecht::A,дэи,txar
719,richtig::A,тэрэз,zuzen
720,schlimm::A,щынэгъо,larri
721,wahr::A,шъыпкъэ́,egiazko
722,alt::A,жъы,zahar
723,neu::A,кӏэ,berri
724,ehemalig::A,-щтыгъэ,lehengo
725,ehemalig::A,-гъэ,lehengo
726,alt[Lebewesen]::A,жъы,adindun
727,jung::A,ныбжьыкӏэ́,gazte
728,arm::A,тхьамы́кӏ,txiro
729,arm::A,тхьамы́кӏ,behartsu
730,reich::A,бай,dirudun
731,bekannt::A,нэӏуа́с,ezagun
732,berühmt::A,цӏэры́ӏу,entzun
733,berühmt::A,цӏэры́ӏу,ospetsu
734,fremd::A,хымэ,arrotz
735,verschieden::A,зэфэшъхьафы,ezberdin
736,verschieden::A,зэфэшъхьафы,desberdin
737,nah::A,благъэ́,hurre
738,nah::A,благъэ́,hurbil
739,fern::A,чыжьэ,urrun
740,linker::A,сэмэ́гу,ezker
741,rechter::A,джабгъу,eskuin
742,anderer::A,нэмы́кӏ,beste
743,erster::A,апэр,lehen
744,erster::A,апэр,aurren
745,zweiter::A,я́тӏонэр,bigarren
746,dritter::A,ящэнэр,hirugarren
747,letzter::A,аужыр,azken
748,letzter::A,аужыр,hondar
749,allein::ADV,зы,bakarrik
750,auf einmal::ADV,ардэдэм,batera
751,auf einmal::ADV,асыхьатым,batera
752,zusammen::ADV,зэгъусэхэ́у,elkarrekin
753,lange::ADV,бэрэ́,luzaro
754,plötzlich::ADV,зэкӏэм,bat-batean
755,sofort::ADV,ардэдэм,berehala
756,sofort::ADV,асыхьатым,berehala
757,später::ADV,нэужым,gero
758,jetzt::ADV,джы,orain
759,heute::ADV,непэ́,gaur
760,morgen::ADV,неу́щы,bihar
761,bald::ADV,псынкӏэу,aurki
762,bald::ADV,псынкӏэу,laster
763,dann::ADV,нэужым,ondoren
764,gestern::ADV,тыгъуа́с,atzo
765,einst::ADV,зэгорэ́м,antzina
766,damals::ADV,армэ,orduan
767,damals::ADV,ащыгъум,orduan
768,danach::ADV,нэужым,gerora
769,danach::ADV,нэужым,ondoren
770,vorher::ADV,нахьыпэм,lehenago
771,einmal::ADV,зэ,behin
772,einmal::ADV,зэ,aldi bat
773,oft::ADV,бэрэ,maiz
774,oft::ADV,бэрэ,askotan
775,immer::ADV,ренэ́у,beti
776,dort::ADV,модэ,han
777,dorthin::ADV,модэ́,hara
778,geradeaus::ADV,занкӏэу,artez
779,vorwärts::ADV,ыпэкӏэ,aurrera
780,rückwärts::ADV,ыужыкӏэ́,atzera
781,rückwärts::ADV,ыужыкӏэ́,atzerantz
782,zurück::ADV,ыужыкӏэ́,atzera
783,unten::ADV,ычӏэкӏэ́,behean
784,hinab::ADV,ычӏэгъы́,behera
785,hinab::ADV,ычӏэгъы́,beherantz
786,hinab::ADV,ычӏэкӏэ́,behera
787,hinab::ADV,ычӏэкӏэ́,beherantz
788,oben::ADV,ышъхьагъы,goian
789,hinauf::ADV,ышъхьагъыкӏэ,gora
790,hinauf::ADV,ышъхьагъыкӏэ,gorantz
791,überall::ADV,тыди́,edonon
792,überall::ADV,тыдэкӏи́,edonon
793,nicht::ADV,-п,ez
794,nicht::ADV,мы-,ez
795,ein wenig::ADV,тӏэкӏу,apur bat
796,ein wenig::ADV,тӏэкӏу,pixka bat
797,kaum::ADV,къоды́й,ozta
798,kaum::ADV,къоды́й,nekez
799,sehr::ADV,дэд,oso
800,so::ADV,ащ фэд,hala
801,so::ADV,ащ фэд,honela
802,so::ADV,мыщ фэд,hala
803,so::ADV,мыщ фэд,honela
804,so::ADV,джащ фэд,hala
805,so::ADV,джащ фэд,honela
806,noch::ADV,джыри,oraindik
807,nur::ADV,ныӏэ́п,bakarrik
808,wieder::ADV,джыри,berriro
809,vergebens::ADV,пкӏэнчъэ́у,alferrik
810,vor::PRP,пашъхьэ́,aurrean
811,hinter::PRP,кӏы́б,ostean
812,hinter::PRP,кӏы́б,gibelean
813,unter::PRP,чӏэ-,pean
814,unter::PRP,чӏэ-,azpian
815,durch::PRP,пхыры-,zehar
816,neben::PRP,дэжь,ondoan
817,neben::PRP,дэжь,aldamenean
818,zwischen::PRP,азыфа́гу,artean
819,wegen::PRP,къы-,-gatik
820,dies::PRN,ар,hau
821,das::PRN,а,hura
822,das::PRN,мо,hura
823,alles::PRN,зэкӏэ́,dena
824,ich::PRN,сэ,ni
825,du::PRN,о,zu
826,er::PRN,ар,bera
827,wir::PRN,тэ,gu
828,ihr::PRN,шъо,zuek
829,sie::PRN,ахэр,berak
830,was::FPRN,сыд,zer
831,wer::FPRN,хэт,nor
832,wo::FADV,тыдэ́,non
833,wohin::FADV,тыдэ́,nora
834,wie::FADV,сыдэущтэ́у,nola
835,wie::FADV,сыдэущтэ́у,zelan
836,warum::FADV,сыд пае́,zeren
837,warum::FADV,сыд пае́,zergatik
838,wieviel::FNUM,тхьапш,zenbat
839,wieviel::FNUM,сыд фэди́з,zenbat
840,eins::NUM,зы,bat
841,zwei::NUM,тӏу,bi
842,zwei::NUM,тӏу,biga
843,drei::NUM,щы,hiru
844,vier::NUM,плӏы,lau
845,fünf::NUM,тфы,bost
846,sechs::NUM,хы,sei
847,sieben::NUM,блы,zazpi
848,acht::NUM,и,zortzi
849,neun::NUM,бгъу,bederatzi
850,zehn::NUM,пшӏы,hamar
851,elf::NUM,пшӏыкӏузы́,hamaika
852,zwölf::NUM,пшӏыкӏутӏу,hamabi
853,zwanzig::NUM,тӏокӏы́,hogei
854,dreißig::NUM,щэкӏы,hogeita hamar
855,vierzig::NUM,тӏокӏи́тӏу,berrogei
856,fünfzig::NUM,шъэны́ыкъу,berrogeita hamar
857,sechzig::NUM,тӏокӏи́щ,hirurogei
858,siebzig::NUM,тӏокӏищырэ́ пшӏырэ́,hirurogeita hamar
859,achtzig::NUM,тӏокӏи́пӏ,laurogei
860,neunzig::NUM,тӏокӏиилӏырэ́ пшӏырэ́,laurogeita hamar
861,hundert::NUM,шъэ,ehun
862,tausend::NUM,мин,mila
863,und::CNJ,ыкӏи,eta
864,oder::CNJ,е,edo
865,stehen::V,ущытын,zutik egon
866,stehen::V,умыхъыен,zutik egon
867,sitzen::V,уисын,eserita egon
868,sitzen::V,утесын,eserita egon
869,liegen::V,телъы́н,etzan
870,hängen::V,къыщылэлын,eskegita egon
871,hängen::V,къыщылэлын,zintzilik egon
872,hängen::V,къыщылэлын щыгъын быхъур,eskegita egon
873,hängen::V,къыщылэлын щыгъын быхъур,zintzilik egon
874,werden::V,хъун,bihurtu
875,werden::V,хъун,bilakatu
876,passieren::V,къэхъун,pasatu
877,passieren::V,къэхъун,gertatu
878,beginnen::V,къежьэн,hasi
879,beginnen::V,къыублэн,hasi
880,enden::V,ухы́н,bukatu
881,wechseln::V,зэхъожьы́н,aldatu
882,aufgehen[Sonne]::V,къыкъокӏы́н,ilki
883,aufgehen[Sonne]::V,къыкъокӏы́н,sortu
884,untergehen[Sonne]::V,къохьан,sartu
885,scheinen[Sonne]::V,къепсыи,eguzkia egon
886,donnern::V,гъогъон,trumoia jo
887,wehen::V,епщэ́н,haizea ibili
888,strömen::V,чъэн,zorrotadaka isuri
889,fließen::V,чъэн,isuri
890,sich drehen::V,зыгъэчэрэгъу́н,biratu
891,schwanken::V,хъые́н,zabuka ibili
892,schwingen::V,зыгъэхъые́н,kulunkatu
893,fallen::V,къефэхы́н,erori
894,brennen::V,стын,sutan egon
895,rauchen::V,ӏугъо къикӏын,kea bota
896,regnen::V,къещхы́н,euria ari izan
897,gefrieren::V,дыкъын,izoztu
898,gefrieren::V,дыкъын,hormatu
899,tauen::V,жъун,gesaldu
900,schmelzen::V,ткӏун,urtu
901,trocknen::V,гъушъы́н,idortu
902,trocknen::V,гъушъы́н,lehortu
903,trocknen::V,чъэпхъу́н,idortu
904,trocknen::V,чъэпхъу́н,lehortu
905,sieden::V,жъон,irakin
906,faulen::V,шъун,hirotu
907,faulen::V,шъун,usteldu
908,verfaulen::V,шъун,hirotu
909,verfaulen::V,шъун,usteldu
910,reißen::V,зэӏэтхъы́н,eten
911,reißen::V,зэӏэтхъы́н,tarrat egin
912,versinken::V,чӏихьан,urperatu
913,vergehen::V,блэкӏы́н,iragan
914,erscheinen::V,къэлъэгъон,agertu
915,verschwinden::V,кӏодыжьы́н,desagertu
916,abnehmen::V,къыкӏичын,gutxitu
917,abnehmen::V,къыкӏичын,beheratu
918,zunehmen::V,хэхъо́н,gora egin
919,steigen::V,къежьэн,igo
920,wachsen::V,хэхъо́н,hazi
921,wachsen::V,къэкӏы́н,hazi
922,glänzen::V,цӏыу́н,distiratu
923,funkeln::V,жъыу́н,izarniatu
924,lärmen::V,бырсыры́н,zarata atera
925,läuten::V,теон,jo
926,läuten::V,теон,hots egin
927,klingeln::V,теон,txirrina jo
928,brausen::V,шъуин,marru egin
929,rauschen::V,макъэ гъэӏун,fir-fir egin
930,klingen::V,къыхэӏукӏын,soinu egin
931,bellen::V,хьакъу́н,zaunkatu
932,heulen::V,быун,ulu egin
933,heulen::V,быун,uhuri egin
934,blasen::V,епщэ́н,ufa egin
935,blasen::V,епщэ́н,putz egin
936,pfeifen::V,шъуин,txistu egin
937,schreien::V,куо́н,oihu egin
938,schreien::V,куо́н,garrasi egin
939,schreien::V,кӏыи́н,oihu egin
940,schreien::V,кӏыи́н,garrasi egin
941,stöhnen::V,щэӏун,intziri egin
942,zittern::V,кӏэзэзын,ikara egin
943,zittern::V,кӏэзэзын,dar-dar egin
944,leben::V,псэу́н,bizi izan
945,geboren werden::V,къэхъун,jaio
946,atmen::V,жьы къэщэ́н,hats egin
947,atmen::V,жьы къэщэ́н,arnasa egin
948,trinken::V,ешъо́н,edan
949,essen::V,шхын,jan
950,schlucken::V,бдырыин,irentsi
951,müde werden::V,пшъын,unatu
952,müde werden::V,пшъын,nekatu
953,einschlafen::V,хэчъыен,lokartu
954,schlafen::V,чъые́н,lo egin
955,aufwachen::V,къэущы́н,esnatu
956,aufwachen::V,къэущы́н,atzarri
957,aufstehen::V,уцу́н,jaiki
958,sich erholen::V,зыгъэпсэфын,atseden egin
959,krank werden::V,сымаджэ́ хъун,gaixotu
960,krank sein::V,сымэджэ́н,eri izan
961,krank sein::V,сымэджэ́н,gaixo izan
962,schmerzen::V,сымэджэ́н,min egin
963,husten::V,пскэ́н,eztul egin
964,genesen::V,хъужьын,osatu
965,sterben::V,лӏэн,hil
966,sterben::V,лӏэн,zendu
967,umkommen::V,хэкӏодэн,istripuz hil
968,sich bewegen::V,хъые́н,higitu
969,sich rühren::V,хъые́н,zirkin egin
970,sich erheben::V,къэтэджын,zutitu
971,sich erheben::V,къэтэджын,altxatu
972,sich setzen::V,тӏысы́н,eseri
973,sich setzen::V,тӏысы́н,jesarri
974,hinfallen::V,ебэджы́н,erori
975,laufen::V,кӏон,ibili
976,schreiten::V,кӏон,oinkatu
977,spazierengehen::V,къэкӏухьэн,paseatu
978,spazierengehen::V,къэкӏухьэн,ostera bat egin
979,eilen::V,гузэжъон,lasterkatu
980,sich beeilen::V,гуӏэ́н,lehiatu
981,sausen::V,псынкӏэ́у чъэн,ziztu bizian joan
982,rennen::V,чъэн,lasterka egin
983,springen::V,пкӏэн,jauzi egin
984,klettern::V,дэцохъоен,igo
985,schaukeln::V,уешӏэн,zabu egin
986,schaukeln::V,уешӏэн,zanbulu egin
987,kriechen::V,цохъо́н,narras egin
988,schwimmen::V,есы́н,igerikatu
989,schwimmen::V,есы́н,igeri egin
990,tauchen::V,зычӏэгъэо́н,murgildu
991,tauchen::V,зычӏэгъэо́н,pulunpatu
992,rudern::V,къошъо бэщкӏэ фын,bogatu
993,rudern::V,къошъо бэщкӏэ фын,arraun egin
994,fahren::V,кӏон,joan
995,fliegen::V,быбы́н,hegaldatu
996,fliegen::V,быбы́н,hegan egin
997,gehen::V,кӏон,joan
998,weggehen::V,ӏукӏын,alde egin
999,abfahren::V,ежьэн,abiatu
1000,anhalten::V,къэуцу́н,geratu
1001,anhalten::V,къэуцу́н,gelditu
1002,hineingehen::V,ихьан,sartu
1003,eintreten::V,чӏэхьан,sartu
1004,kommen::V,къэкӏо́н,etorri
1005,ankommen::V,къэсы́н,heldu
1006,ankommen::V,къэсы́н,iritsi
1007,zurückkommen::V,гъэзэжьын,itzuli
1008,bleiben::V,къэнэ́н,gelditu
1009,warten::V,пэплъэ́н,itxaron
1010,warten::V,пэплъэ́н,zain egon
1011,erwarten::V,ежэн,iguriki
1012,suchen::V,лъыхъу́н,bilatu
1013,finden::V,къэгъоты́н,idoro
1014,finden::V,къэгъоты́н,aurkitu
1015,finden::V,къыхэгъэщы́н,idoro
1016,finden::V,къыхэгъэщы́н,aurkitu
1017,versuchen::V,пылъы́н,saiatu
1018,versuchen::V,пылъы́н,ahalegindu
1019,vorbereiten::V,гъэхьазыры́н,gertatu
1020,lieben::V,шӏу плъэгъу́н,maitatu
1021,lieben::V,шӏу плъэгъу́н,maite izan
1022,mögen::V,шӏу плъэгъу́н,laket izan
1023,mögen::V,шӏу плъэгъу́н,atsegin izan
1024,lachen::V,щхын,irri egin
1025,lachen::V,щхын,barre egin
1026,rühren::V,гур гъэузын,hunkitu
1027,weinen::V,гъын,negar egin
1028,schimpfen::V,хъонэн,erneguka ari izan
1029,sich ärgern::V,губжы́н,ernegatu
1030,sich ärgern::V,губжы́н,haserretu
1031,sich fürchten::V,щынэ́н,beldur izan
1032,fürchten::V,щынэ́н,beldur izan
1033,sehen::V,льэгъу́н,ikusi
1034,anschauen::V,плъэн,begietsi
1035,anschauen::V,еплъы́н,begietsi
1036,ansehen::V,плъэн,begiratu
1037,hören::V,зэхэхын,aditu
1038,zuhören::V,дэӏо́н,entzun
1039,probieren::V,хэӏэн,dastatu
1040,riechen::V,пэмэ́н,usnatu
1041,riechen::V,пэмэ́н,usaindu
1042,fühlen::V,зэхэпшӏэн,sentitu
1043,scheinen::V,уащыхъу́н,iruditu
1044,scheinen::V,уащыхъу́н,begitandu
1045,scheinen::V,уашӏошӏы́н,iruditu
1046,scheinen::V,уашӏошӏы́н,begitandu
1047,zu sehen sein::V,зэрэлъэгъу́н,azaldu
1048,vernehmen::V,зэхэхын,aditu
1049,frieren::V,дыкъын,hotz izan
1050,frieren::V,пӏыкӏэн,hotz izan
1051,frieren::V,чъыӏэ́ лӏэн,hotz izan
1052,tun::V,шӏын,egin
1053,können::V,лъэкӏы́н,ahal izan
1054,wollen::V,фэе́н,nahi izan
1055,anfangen::V,ублэн,hasi
1056,beenden::V,ухы́н,bukatu
1057,aufhören::V,щыгъэтын,utzi
1058,gelingen::V,хъун,lortu
1059,öffnen::V,ӏухы́н,ireki
1060,öffnen::V,ӏухы́н,zabaldu
1061,schließen::V,игъэсэн,itxi
1062,stellen::V,бгъэуцун,ipini
1063,setzen::V,гъэтӏысы́н,jesarri
1064,legen::V,хэлъхьа́н,jarri
1065,berühren::V,эӏэн,ukitu
1066,berühren::V,нэсын,ukitu
1067,verbinden::V,зэхэпхэ́н,uztartu
1068,verbinden::V,пхын,uztartu
1069,bedecken::V,техъо́н,estali
1070,aufhängen::V,пылъэ́н,eseki
1071,aufhängen::V,пылъэ́н,eskegi
1072,anzünden::V,хэгъэнэ́н,piztu
1073,zurücklassen::V,къэгъэнэ́н,atzean utzi
1074,verlieren::V,чӏэ́нэн,galdu
1075,verlieren::V,шӏокӏоды́н,galdu
1076,fallen lassen::V,чӏэунэн,erortzen utzi
1077,fallen lassen::V,пӏэпызын,erortzen utzi
1078,machen::V,шӏын,egin
1079,herstellen::V,шӏы́н,ekoiztu
1080,bauen::V,шӏы́н,eraiki
1081,reparieren::V,дыжьы́н,konpondu
1082,verbessern::V,нахьышӏу пшӏын,hobetu
1083,verbessern::V,нахь дэгъу пшӏын,hobetu
1084,ändern::V,зэблэхъу́н,mudatu
1085,graben::V,тӏын,aitzurtu
1086,biegen::V,уфэн,malgutu
1087,biegen::V,уфэн,makolatu
1088,drehen::V,гъэчэрегъу́,jiratu
1089,wenden::V,пӏонтӏэн,bihurtu
1090,wenden::V,бгъэзэн,bihurtu
1091,wenden::V,уӏубын,bihurtu
1092,heben::V,ӏэты́н,jaso
1093,heben::V,ӏэты́н,goratu
1094,hochheben::V,ӏэты́н,goratu
1095,hochheben::V,ӏэты́н,altxatu
1096,ergreifen::V,къэубыты́н,oratu
1097,halten::V,ӏыгъы́н,eutsi
1098,drücken::V,тэӏункӏэн,sakatu
1099,schieben::V,уеӏункӏын,bultzatu
1100,schieben::V,уетӏыргун,bultzatu
1101,kratzen::V,цӏэнтхъун,hatz egin
1102,kratzen::V,цӏэнтхъун,hazka egin
1103,lecken::V,бзэи́н,miaztu
1104,lecken::V,бзэи́н,lamikatu
1105,beißen::V,ецэкъэ́н,hozka egin
1106,beißen::V,ецэкъэ́н,ausiki egin
1107,abreißen::V,къичын,kendu
1108,abreißen::V,пытхъын,kendu
1109,abschneiden::V,пыупкӏын,moztu
1110,abschneiden::V,пыупкӏын,pikatu
1111,abschneiden::V,гобзыкӏын,moztu
1112,abschneiden::V,гобзыкӏын,pikatu
1113,binden::V,епхын,lotu
1114,binden::V,епхын,estekatu
1115,stecken::V,хэсэн,sartu
1116,brechen::V,зэпыпкӏын,apurtu
1117,klopfen::V,теон,jo
1118,hauen::V,теон,jo
1119,kleben::V,щхэн,itsatsi
1120,reiben::V,пӏотын,igurtzi
1121,streichen::V,щыфэн,igurtzi
1122,schleifen::V,гъэчаны́н,zorroztu
1123,schleifen::V,кӏэлыкӏы́н,zorroztu
1124,schneiden::V,бзын,moztu
1125,rütteln::V,гъэсысын,astindu
1126,rütteln::V,гъэсысын,inarrosi
1127,schütteln::V,гъэсысын,astindu
1128,schütteln::V,гъэсысын,inarrosi
1129,schwenken::V,ӏэ шӏын,zabukatu
1130,schütten::V,икӏэ́н,isuri
1131,füllen::V,из шӏын,bete
1132,einwickeln::V,кӏоцӏыщыхьа́н,bildu
1133,tragen::V,хьын,eroan
1134,tragen::V,хьын,eraman
1135,schleppen::V,пхьын,narrastu
1136,schleppen::V,пхьын,herrestatu
1137,schleppen::V,плъэшъун,narrastu
1138,schleppen::V,плъэшъун,herrestatu
1139,ziehen::V,пкъудыин,tira egin
1140,ziehen::V,пщэн,tira egin
1141,ziehen::V,плъэшъун,tira egin
1142,aufbewahren::V,пӏыгъын,gorde
1143,aufbewahren::V,уухъумэн,gorde
1144,werfen::V,дзын,jaurti
1145,werfen::V,дзын,aurtiki
1146,fangen::V,къэубыты́н,atzeman
1147,packen::V,къэубыты́н,heldu
1148,verstecken::V,бгъэбылъын,ostendu
1149,verstecken::V,бгъэбылъын,ezkutatu
1150,teilen::V,гощы́н,zatitu
1151,schicken::V,гъахьы́н,bidali
1152,bringen::V,къэхьы́н,ekarri
1153,hinzufügen::V,хэгъэхъо́н,eratxiki
1154,hinzufügen::V,хэгъэхъо́н,gaineratu
1155,nehmen::V,къытехы́н,hartu
1156,wählen::V,къыхэхы́н,hautatu
1157,wählen::V,къыхэхы́н,aukeratu
1158,auswählen::V,къыхэхы́н,hautatu
1159,auswählen::V,къыхэхы́н,aukeratu
1160,bewahren::V,къэухъумэн,begiratu
1161,behindern::V,пэрыохъу хъун,oztopatu
1162,verderben::V,къутэн,hondatu
1163,beschädigen::V,къутэн,akastu
1164,zerbrechen::V,къутэн,apurtu
1165,zerreißen::V,зэӏэтхъы́н,zarratatu
1166,zerstören::V,къутэ́н,suntsitu
1167,verbrennen::V,гъэсты́н,erre
1168,verbrennen::V,гъэсты́н,kiskali
1169,geben::V,еты́н,eman
1170,reichen::V,еты́н,luzatu
1171,reichen::V,еты́н,helarazi
1172,schenken::V,еты́н,oparitu
1173,versprechen::V,гъэгугъэ́н,agindu
1174,wünschen::V,шӏоигъо́н,opatu
1175,wünschen::V,шӏоигъо́н,opetsi
1176,loben::V,щытхъун,laudatu
1177,loben::V,щытхъун,goraipatu
1178,küssen::V,ебэу́н,musu eman
1179,wiegen::V,гъэхъыен,kulunkatu
1180,zudecken::V,техъо́н,estali
1181,wecken::V,къэгъэущы́н,esnatu
1182,wecken::V,къэгъэущы́н,iratzartu
1183,zeigen::V,гъэлъэгъо́н,erakutsi
1184,führen::V,щэн,gidatu
1185,lehren::V,егъэджэ́н,irakatsi
1186,lehren::V,егъэшӏэн,irakatsi
1187,unterrichten::V,егъэджэ́н,eskolak eman
1188,aufziehen::V,пӏун,hazi
1189,leiten::V,гъэзекӏон,arteztu
1190,antreiben::V,къепфылӏэн,bulkatu
1191,lassen::V,еты́н,-arazi
1192,einladen::V,къегъэблэгъэн,gonbidatu
1193,vereinigen::V,зэгогъэхьан,batu
1194,vereinigen::V,зэгогъэхьан,bateratu
1195,besuchen::V,щыӏэ́н,ikustatu
1196,treffen::V,ӏукӏэ́н,topatu
1197,treffen::V,пэгъокӏы́н,topatu
1198,sich versammeln::V,зэхэхьан,bildu
1199,spielen::V,джэгу́н,jolastu
1200,singen::V,орэ́д къэӏо́н,abestu
1201,singen::V,орэ́д къэӏо́н,kantatu
1202,tanzen::V,къэшъо́н,dantzatu
1203,tanzen::V,къэшъо́н,dantzan egin
1204,sich trennen::V,зэгокӏыжьы́ных,banandu
1205,verlassen::V,бгынэн,utzietsi
1206,verlassen::V,хэкӏыжьын,utzietsi
1207,retten::V,къыхэпхыжьын,salbatu
1208,retten::V,къыхэпхыжьын,gaizkatu
1209,retten::V,къэбгъэнэжьын,salbatu
1210,retten::V,къэбгъэнэжьын,gaizkatu
1211,bewachen::V,къэгъэгъунэн,jagon
1212,bewachen::V,къэгъэгъунэн,zaindu
1213,schützen::V,ухъумэ́н,babestu
1214,schützen::V,ухъумэ́н,gerizatu
1215,verteidigen::V,къэухъумэн,aldeztu
1216,sich schlagen::V,эзэон,elkar jo
1217,sich schlagen::V,эзэон,elkar borrokatu
1218,schießen::V,он,tiro egin
1219,siegen::V,текӏо́н,irabazi
1220,ärgern::V,бгъэгубжын,ernegatu
1221,ärgern::V,бгъэгубжын,haserretu
1222,schlagen::V,ео́н,jo
1223,schlagen::V,ео́н,erauntsi
1224,stechen::V,хэӏун,sastatu
1225,stoßen::V,тӏыро́н,bultzatu
1226,stoßen::V,уеӏункӏын,bultzatu
1227,stehlen::V,тыгъу́н,ostu
1228,stehlen::V,тыгъу́н,lapurtu
1229,stören::V,бгъэгумэкӏын,galarazi
1230,belästigen::V,бгъэгумэкӏын,gohaindu
1231,belästigen::V,бгъэгумэкӏын,alamena eman
1232,verbergen::V,ушъэфын,ezkutatu
1233,täuschen::V,гъэпцӏэ́н,tronpatu
1234,täuschen::V,гъэпцӏэ́н,engainatu
1235,betrügen::V,гъэпцӏэ́н,iruzurtu
1236,töten::V,уикӏын,hil
1237,töten::V,уикӏын,heriotza eman
1238,wohnen::V,дэсын,bizi izan
1239,arbeiten::V,лэжьэ́н,lan egin
1240,arbeiten::V,лэжьэ́н,behar egin
1241,sammeln::V,угъои́н,bildu
1242,sammeln::V,угъои́н,bildumatu
1243,pflücken::V,къыпычы́н,batu
1244,pflücken::V,къыпычы́н,bildu
1245,jagen::V,шэкӏон,ehizatu
1246,jagen::V,ешэкӏон,ehizatu
1247,fischen::V,пцэжъые уешэн,arrantzatu
1248,fischen::V,пцэжъые уешэн,arrantza egin
1249,fassen::V,къэубыты́н,harrapatu
1250,hüten::V,хэхъо́н,begiratu
1251,treiben::V,пфын,bultza egin
1252,anbinden::V,епхын,estekatu
1253,füttern::V,гъэшхэ́н,bazkatu
1254,melken::V,щын,jetzi
1255,hacken::V,упкӏэтэн,xehatu
1256,gießen::V,тепкӏэн,isuri
1257,reifen::V,игъо хъун,heldu
1258,reifen::V,игъо хъун,zoritu
1259,zubereiten::V,бгъэхьазырын,prestatu
1260,kochen::V,шӏы́н,egosi
1261,backen::V,гъэжъэ́н,labean egin
1262,braten::V,гъэжъэ́н,erregosi
1263,umrühren::V,зэхэгъэкӏухьан,eragin
1264,stricken::V,хъын,trikotatu
1265,stricken::V,хъын,puntu egin
1266,nähen::V,дэн,josi
1267,färben::V,бгъэлэн,tindatu
1268,reinigen::V,укъэбзы́н,ikuzi
1269,reinigen::V,укъэбзы́н,garbitu
1270,waschen::V,бгыкӏын,xahutu
1271,waschen::V,бгыкӏын,garbitu
1272,abwischen::V,лъэкӏы́н,xukatu
1273,spülen::V,дэгъэчъыхьан,irakutzi
1274,fegen::V,пхъэнкӏы́н,erraztatu
1275,kehren::V,пхъэнкӏы́н,isastu
1276,baden::V,зыгъэпскӏын,bainatu
1277,baden::V,зыгъэпскӏын,bainua hartu
1278,sich waschen::V,зытхьакӏы́н,burua garbitu
1279,ausziehen::V,къытехы́н,erantzi
1280,anziehen::V,щылъэ́н,jantzi
1281,sich anziehen::V,зыфэпэн,jantzi
1282,kämmen::V,жьын,orraztu
1283,schmücken::V,гъэдэхэ́н,apaindu
1284,sagen::V,къэӏон,esan
1285,sprechen::V,псэлъэ́н,mintzatu
1286,sprechen::V,псэлъэ́н,hitz egin
1287,reden::V,гущыӏэ́н,hitz egin
1288,sich unterhalten::V,зэдэгущыӏэн,solastu
1289,sich unterhalten::V,зэдэгущыӏэн,solas egin
1290,fragen::V,упчӏэ́н,galdetu
1291,bitten::V,лъэӏо́н,eskatu
1292,bitten::V,лъэӏо́н,galdegin
1293,erzählen::V,къэпӏотэ́н,edestu
1294,erzählen::V,къэпӏотэ́н,kontatu
1295,mitteilen::V,макъэ егъэӏун,jakinarazi
1296,nennen::V,цӏэ фэусы́н,izena eman
1297,rufen::V,джэн,dei egin
1298,prahlen::V,узыщытхъужьы́н,harrokerian ibili
1299,prahlen::V,узыщытхъужьы́н,ahoberokeriak esan
1300,übersetzen::V,бгъэкӏотэн,itzuli
1301,denken::V,егупшысэ́н,pentsatu
1302,denken::V,егупшысэ́н,gogoeta egin
1303,glauben::V,уивыхъэ́ телъы́н,sinetsi
1304,bemerken::V,гу лъыптэ́н,ohartu
1305,bemerken::V,гу лъыптэ́н,konturatu
1306,erkennen::V,зэхэпхын,ezagutu
1307,erkennen::V,зэхэпхын,antzeman
1308,erkennen::V,зэбгъэшӏэн,ezagutu
1309,erkennen::V,зэбгъэшӏэн,antzeman
1310,begreifen::V,гурыӏо́н,ulertu
1311,verstehen::V,зэхэхын,aditu
1312,lernen::V,еджэ́н,ikasi
1313,wissen::V,шӏэн,jakin
1314,sich erinnern an::V,къэшӏэжьын,gogoratu
1315,sich erinnern an::V,къэшӏэжьын,gogoan izan
1316,vergessen::V,пщыгъупшэжьы́н,ahaztu
