,Concept_ID,br,ps
781,vor::PRP,dirak,دمخه
782,hinter::PRP,a-drek,شاته
783,hinter::PRP,a-dreñv,شاته
784,unter::PRP,dindan,لاندي
785,durch::PRP,dre,د مینځ نه
786,neben::PRP,e-kichen,نژدې
787,zwischen::PRP,etre,ترمینځ
788,wegen::PRP,abalamour da,د ... له لاسه
789,dies::PRN,hemañ,دا
790,das::PRN,se,دا
791,das::PRN,hennezh,دا
792,alles::PRN,pep tra,هرڅهٔ
793,ich::PRN,me,زه
794,du::PRN,te,ته
795,er::PRN,eñ,دی
796,wir::PRN,ni,مونږ
797,ihr::PRN,c'hwi,تاسې
798,sie::PRN,int,هغوی
799,was::FPRN,petra,څهٔ
800,wer::FPRN,piv,چا
801,wer::FPRN,piv,څوک
802,wo::FADV,pelec'h,چيری
803,wo::FADV,pelec'h,چېرته
804,wohin::FADV,da belec'h,چېرته
805,wie::FADV,penaos,څنګه
806,warum::FADV,perak,ولې
807,wieviel::FNUM,pet,څو
808,wieviel::FNUM,pet,څومره
809,eins::NUM,unan,یو
810,zwei::NUM,daou,دوه
811,drei::NUM,tri,درې
812,vier::NUM,pevar,څلور
813,fünf::NUM,pemp,پنځه
814,sechs::NUM,c'hwec'h,شپږ
815,sieben::NUM,seizh,اوه
816,acht::NUM,eizh,اته
817,neun::NUM,nav,نهه
818,zehn::NUM,dek,لس
819,elf::NUM,unnek,یوولس
820,zwölf::NUM,daouzek,دولس
821,zwanzig::NUM,ugent,شل
822,dreißig::NUM,tregont,دېرش
823,vierzig::NUM,daou-ugent,څلوېښت
824,fünfzig::NUM,hanter-kant,پنځوس
825,sechzig::NUM,tri-ugent,شپېته
826,siebzig::NUM,dek ha tri-ugent,اویا
827,achtzig::NUM,pevar-ugent,اتیا
828,neunzig::NUM,dek ha pevar-ugent,نوي
829,hundert::NUM,kant,سل
830,tausend::NUM,mil,زر
831,und::CNJ,ha,او
832,oder::CNJ,pe,ېا
833,stehen::V,bezañ a-sav,درېدل
834,sitzen::V,azezañ,کښېنستل
835,sitzen::V,bezañ en e goazez,کښېنستل
836,liegen::V,bezañ en e c'hourvez,ملاستل
837,hängen::V,krougañ,ځړېدل
838,werden::V,dazonet,کېدل
839,passieren::V,c'hoarvezout,پېښېدل
840,beginnen::V,stagañ,شروع کېدل
841,enden::V,achuiñ,خلاصدل
842,enden::V,achuiñ,تمامېدل
843,wechseln::V,cheñch,تغییر موندل
844,aufgehen[Sonne]::V,dirouzañ,ختل
845,scheinen[Sonne]::V,lugernañ,رڼا کول
846,donnern::V,taranal,تنېدل
847,donnern::V,taranal,غړمبېدل
848,wehen::V,c'hwezhañ,چلېدل
849,strömen::V,deredek,بهېدل
850,fließen::V,redek,بهېدل
851,fließen::V,redek,تویېدل
852,sich drehen::V,troiñ,ګرځېدل
853,sich drehen::V,troiñ,چورلېدل
854,schwanken::V,trantellat,زنګېدل
855,schwingen::V,froumal,زنګېدل
856,fallen::V,kouezhañ,ولېدل
857,brennen::V,deviñ,سوځېدل
858,rauchen::V,divogedañ,لوګی کول
859,regnen::V,glavañ,باران اورېدل
860,gefrieren::V,reviñ,کنګل نيول
861,tauen::V,diskornañ,وېلې کېدل
862,schmelzen::V,teuziñ,وېلې کېدل
863,trocknen::V,sec'hañ,وچېدل
864,sieden::V,berviñ,اېشېدل
865,faulen::V,breinañ,خرابېدل
866,verfaulen::V,breinañ,ورستېدل
867,reißen::V,darnaouiñ,شلېدل
868,versinken::V,sodellañ,ډوېېدل
869,vergehen::V,tremen,تېرېدل
870,erscheinen::V,donet war-wel,ښکارېدل
871,verschwinden::V,monet diwar wel,ورکېدل
872,sinken::V,en em izelat,ښکته کېدل
873,abnehmen::V,nebeutaat,کمېدل
874,zunehmen::V,kreskiñ,زیاتېدل
875,steigen::V,sevel,جګېدل
876,steigen::V,sevel,پورته کېدل
877,wachsen::V,kreskiñ,وده کول
878,glänzen::V,lugernañ,ځلېدل
879,funkeln::V,elieniñ,پړکېدل
880,lärmen::V,rabotat,غال و غول کول
881,klirren::V,diridignat,کړنګېدل
882,klirren::V,sterlinkañ,کړنګېدل
883,brausen::V,gwegal,تلاطم کول
884,rauschen::V,trouzal,شڼهار کول
885,klingen::V,seniñ,آواز کول
886,bellen::V,harzhal,غپېدل
887,heulen::V,yudal,انګلل
888,blasen::V,c'hwezhañ,پو کول
889,pfeifen::V,c'hwitellat,شپېلک وهل
890,schreien::V,huchal,ناره کول
891,stöhnen::V,hirvoudiñ,زګېروی کول
892,zittern::V,krenañ,لړزېدل
893,leben::V,bevañ,ژوند کول
894,geboren werden::V,genel,زېږېدل
895,atmen::V,tennañ e anal,ساه کښل
896,atmen::V,tennañ e anal,تنفس کول
897,trinken::V,evañ,څښل
898,essen::V,debriñ,خوړل
899,schlucken::V,lonkañ,غړپول
900,müde werden::V,skuizhañ,ستړی کېدل
901,einschlafen::V,menel kousket,ویده کېدل
902,schlafen::V,kousket,خوب کول
903,aufwachen::V,dihuniñ,ویښېدل
904,aufstehen::V,sevel,پاڅېدل
905,sich erholen::V,diskuizhañ,استراحت کول
906,krank werden::V,klañviñ,رنځورېدل
907,krank sein::V,bezañ klañv,ناجوړېدل
908,schmerzen::V,skourjezañ,خوږېدل
909,schmerzen::V,skourjezañ,درد کول
910,husten::V,pasaat,ټوخېدل
911,husten::V,peudal,ټوخېدل
912,genesen::V,pareañ,رغېدل
913,sterben::V,mervel,مړل
914,umkommen::V,perisañ,تلفېدل
915,sich bewegen::V,bouljal,چلېدل
916,sich bewegen::V,bouljal,حرکت کول
917,sich rühren::V,fiñval,ښورېدل
918,sich erheben::V,sevel,درېدل
919,sich setzen::V,azezañ,کښېنستل
920,sich setzen::V,mont en e goazez,کښېنستل
921,hinfallen::V,kouezhañ,لوېدل
922,laufen::V,redek,منډې وهل
923,schreiten::V,kerzhet,قدم ایښودل
924,spazierengehen::V,pourmen,چکر وهل
925,eilen::V,hastañ,بېړه کول
926,sich beeilen::V,hastañ,عجله کول
927,sausen::V,karzhañ,ځغستل
928,rennen::V,redek,زغلېدل
929,springen::V,lammat,ټوپ وهل
930,klettern::V,krimpat,ختل
931,schaukeln::V,brañsellat,زنګېدل
932,kriechen::V,skrampañ,خاپوړی وهل
933,schwimmen::V,neuial,لامبو وهل
934,tauchen::V,splujañ,غوټه وهل
935,rudern::V,roeñvat,پارو وهل
936,fahren::V,kas,تلل
937,fahren::V,bleniañ,تلل
938,fliegen::V,nijal,الوتل
939,gehen::V,mont,تلل
940,weggehen::V,mont kuit,بهر وتل
941,abfahren::V,mont kuit,تلل
942,anhalten::V,chom a-sav,ودرېدل
943,hineingehen::V,monet e-barzh,داخلېدل
944,eintreten::V,monet e-barzh,ننوتل
945,kommen::V,dont,راتلل
946,ankommen::V,erruout,رسېدل
947,zurückkommen::V,addonet,بېرته راتلل
948,bleiben::V,chom,پاتې کېدل
949,warten::V,gortoz,انتظار وېستل
950,erwarten::V,gortoz,انتظار کول
951,suchen::V,klask,لټول
952,finden::V,kavout,میندل
953,finden::V,kavout,پیدا کول
954,versuchen::V,klask,هڅه کول
955,vorbereiten::V,aozañ,چمتوکول
956,lieben::V,karout,مینه لرل
957,mögen::V,karout,خوښول
958,mögen::V,karout,علاقه لرل
959,lachen::V,c'hoarzin,خندېدل
960,rühren::V,tenerañ,اغېزه کول
961,weinen::V,gouelañ,ژړل
962,schimpfen::V,krozal,ښکنځا کول
963,sich ärgern::V,fachañ,قهر راتلل
964,sich ärgern::V,en em fachañ,قهر راتلل
965,fliehen::V,tec'het,تښتېدل
966,flüchten::V,tuzañ,تښتېدل
967,sehen::V,gwelet,لیدل
968,anschauen::V,sellout ouzh,کتل
969,ansehen::V,sellout ouzh,ننداره کول
970,hören::V,klevet,اورېدل
971,zuhören::V,selaou,غوږ نیول
972,probieren::V,blasa,څکه کول
973,probieren::V,blasa,چاشنی کول
974,riechen::V,klevet,بويول
975,fühlen::V,santout,حسول
976,scheinen::V,diskouez bezañ,ښکارېدل
977,zu sehen sein::V,bezañ gwelus,ښکارېدل
978,vernehmen::V,merzhañ,خبرېدل
979,frieren::V,anoued,ساړه کېتل
980,tun::V,ober,کول
981,können::V,gouzout,کولای شول
982,können::V,gouzout,د لاسه کېدل
983,wollen::V,fellout da,غوښتل
984,wollen::V,kaout c'hoant da,غوښتل
985,anfangen::V,kregiñ,شروع کول
986,beenden::V,achuiñ,ختمول
987,beenden::V,achuiñ,پای ته رسول
988,aufhören::V,paouez,بس کول
989,öffnen::V,digeriñ,خلاصول
990,öffnen::V,digeriñ,پرانیستل
991,schließen::V,serriñ,تړل
992,stellen::V,lakaat,ایښودل
993,setzen::V,lakaat,کښېنول
994,legen::V,lakaat,ایښودل
995,berühren::V,touch,لاس وهل
996,verbinden::V,eren,تړل
997,bedecken::V,goloiñ,پوښول
998,aufhängen::V,istribilhañ,ځوړندول
999,anzünden::V,alumiñ,بلول
1000,anzünden::V,c'hwezzañ,بلول
1001,aufheben::V,dastum,پورته کول
1002,zurücklassen::V,lezel,پرېښودل
1003,verlieren::V,koll,ورکول
1004,fallen lassen::V,laoskel,له لاسه لوېدل
1005,fallen lassen::V,lezel da gouezhel,له لاسه لوېدل
1006,machen::V,ober,کول
1007,herstellen::V,fardañ,جوړول
1008,herstellen::V,fardañ,توليدول
1009,bauen::V,sevel,جوړول
1010,reparieren::V,adaozañ,ترمیمول
1011,verbessern::V,gwellaat,اصلاح کول
1012,ändern::V,cheñch,تغیر ورکول
1013,graben::V,kleuzañ,کيندل
1014,beugen::V,plegañ,ټیټول
1015,biegen::V,krommañ,کږول
1016,drehen::V,treiñ,ګرځول
1017,wenden::V,treiñ,اړول
1018,umdrehen::V,treiñ,اړول
1019,heben::V,sevel,جګول
1020,heben::V,sevel,پورته کول
1021,hochheben::V,sevel,جګول
1022,ergreifen::V,kemer,نیول
1023,halten::V,dalc'hen,نیول
1024,drücken::V,bountañ,کښېکښل
1025,schieben::V,poulzañ,پوری وهل
1026,kratzen::V,skrabat,ګرول
1027,lecken::V,lipat,څټل
1028,beißen::V,kregiñ,چیچل
1029,abreißen::V,diframmañ,شکول
1030,abschneiden::V,troc'hañ,پرېکول
1031,binden::V,stagañ,تړل
1032,stecken::V,sankañ,ټومبل
1033,brechen::V,darnaouiñ,ماتول
1034,klopfen::V,skoiñ,ټکول
1035,hauen::V,dornañ,ټکول
1036,kleben::V,pegañ,نښلول
1037,kleben::V,pegañ,سرېښول
1038,reiben::V,taravat,مږل
1039,reiben::V,trekiñ,مږل
1040,streichen::V,toazañ,مښل
1041,schleifen::V,lemmañ,تېره کول
1042,schneiden::V,troc'hañ,غوڅول
1043,schneiden::V,troc'hañ,پرېکول
1044,rütteln::V,tordorosañ,خوڅول
1045,schütteln::V,hejañ,ښورول
1046,schütten::V,diskargañ,اچول
1047,schütten::V,diskargañ,تویول
1048,füllen::V,kargañ,ډکول
1049,einwickeln::V,gronnañ,پېچل
1050,einwickeln::V,gronnañ,نغښتل
1051,tragen::V,dougen,وړل
1052,schleppen::V,stlejal,وړل
1053,ziehen::V,sachañ,کښل
1054,aufbewahren::V,miret,ساتل
1055,werfen::V,teuler,اچول
1056,werfen::V,teuler,غورځول
1057,fangen::V,tapañ,نیول
1058,fangen::V,tapañ,ګیرول
1059,packen::V,krapat,نیول
1060,verstecken::V,kuzhat,پټول
1061,teilen::V,rannañ,وېشل
1062,teilen::V,rannañ,تقسیمول
1063,schicken::V,kas,لېږل
1064,schicken::V,kas,استول
1065,bringen::V,degas,راوړل
1066,hinzufügen::V,lakat ouzhpenn,زیاتول
1067,bekommen::V,kaout,حاصلول
1068,erhalten::V,kaout,اخیستل
1069,nehmen::V,kemer,نیول
1070,nehmen::V,kemer,اخيستل
1071,wählen::V,choaz,خوښول
1072,auswählen::V,dibab,چنده کول
1073,bewahren::V,mirout,ساتل
1074,behindern::V,diaezañ,مانع کېدل
1075,behindern::V,diaezañ,ممانعت کول
1076,verderben::V,lovrañ,خرابېدل
1077,beschädigen::V,gwallegañ,ورانول
1078,zerbrechen::V,torriñ,ماتول
1079,zerreißen::V,diroegiñ,څیرې کول
1080,zerstören::V,distrujañ,ړنګول
1081,zerstören::V,distrujañ,ورانول
1082,verbrennen::V,deviñ,سوځول
1083,geben::V,reiñ,ورکول
1084,schenken::V,donezonañ,بښل
1085,versprechen::V,prometiñ,لوز کول
1086,wünschen::V,hetiñ,غوښتل
1087,loben::V,feurmiñ,ستایل
1088,loben::V,feurmiñ,تمجید کول
1089,küssen::V,pokat,ښکلول
1090,wiegen::V,pouezañ,زنګول
1091,zudecken::V,goloiñ,پوښول
1092,wecken::V,dihuniñ,ويښول
1093,zeigen::V,diskouez,ښودل
1094,führen::V,kas,بیول
1095,lehren::V,deskiñ,درس ورکول
1096,lehren::V,deskiñ,تعلیم ورکول
1097,unterrichten::V,kelenn,درس ورکول
1098,leiten::V,bleinañ,رهبری کول
1099,leiten::V,bleinañ,لارښوونه کول
1100,antreiben::V,poulzañ,چټک کول
1101,lassen::V,leuskel,اړکول
1102,einladen::V,pediñ,بلل
1103,vereinigen::V,unisañ,متحد کول
1104,vereinigen::V,unisañ,یوځای کول
1105,besuchen::V,gweladenniñ,کتنه کول
1106,treffen::V,kejal,ليدل
1107,treffen::V,kejal,تلقی کول
1108,treffen::V,ankontrañ,ليدل
1109,treffen::V,ankontrañ,تلقی کول
1110,sich versammeln::V,bodennañ,راغونډېدل
1111,spielen::V,c'hoari,لوبه کول
1112,singen::V,kanañ,سندرې وېل
1113,tanzen::V,dañsal,ګډېدل
1114,sich trennen::V,dispartiañ,بېلېدل
1115,verlassen::V,lezel,ترک کول
1116,retten::V,saveteiñ,نجات ورکول
1117,bewachen::V,mesa,ساتل
1118,bewachen::V,mesa,حفاظت کول
1119,schützen::V,diwall,ژغورل
1120,verteidigen::V,difenn,دفاع کول
1121,sich schlagen::V,lopañ,جنګېدل
1122,siegen::V,trec'hiñ,غالبېدل
1123,ärgern::V,hegasiñ,خپه کول
1124,schlagen::V,skeiñ,وهل
1125,treten::V,botaouiñ,په لغته وهل
1126,stechen::V,pikat,ټومبل
1127,stoßen::V,stokañ,ټېل وهل
1128,stoßen::V,stokañ,پوری وهل
1129,stehlen::V,laerezh,تښتول
1130,stehlen::V,laerezh,غلا کول
1131,stören::V,direnkañ,ماتول
1132,belästigen::V,dregasiñ,ځورول
1133,belästigen::V,dregasiñ,تکلیف ورکول
1134,verbergen::V,skoachañ,پټول
1135,täuschen::V,tromplañ,تېرایستل
1136,täuschen::V,tromplañ,خطا ایستل
1137,betrügen::V,lorbañ,غولول
1138,töten::V,lazhañ,وژل
1139,töten::V,lazhañ,مړ کول
1140,wohnen::V,bezañ o chom,اوسېدل
1141,arbeiten::V,labourat,کار کول
1142,sammeln::V,dastum,راټولول
1143,sammeln::V,dastum,راغونډول
1144,pflücken::V,kuntuilhañ,شکول
1145,jagen::V,chaseal,ښکار کول
1146,fischen::V,pesketa,کب نيول
1147,fassen::V,pakañ,نیول
1148,fassen::V,pakañ,ګیرول
1149,hüten::V,geota,پوول
1150,anbinden::V,stagañ,تړل
1151,füttern::V,boueta,خوراک ورکول
1152,melken::V,goro,لوشل
1153,hacken::V,difrakal,پی کول
1154,gießen::V,dourañ,اوبه کول
1155,reifen::V,azviñ,رسېدل
1156,zubereiten::V,keginañ,تیارول
1157,kochen::V,poazhañ,پخول
1158,backen::V,fritañ,پخول
1159,braten::V,rostañ,وريتول
1160,stricken::V,stammañ,اوبدل
1161,nähen::V,gwriat,ګنډل
1162,färben::V,livañ,رنګول
1163,reinigen::V,naetañ,صافول
1164,waschen::V,gwalc'hiñ,مینځل
1165,abwischen::V,torchañ,وچول
1166,spülen::V,disgwalc'hiñ,کنګالول
1167,fegen::V,skubañ,جارو کول
1168,kehren::V,skubañ,جارو کول
1169,baden::V,kouronkañ,لمبېدل
1170,sich waschen::V,en em walc'hiñ,ځان مينځل
1171,sich anziehen::V,gwiskañ,کالی اغوستل
1172,kämmen::V,kribat,ګمنځول
1173,schmücken::V,kinklañ,ښکلی کول
1174,sagen::V,larêt,وېل
1175,sagen::V,lavaret,وېل
1176,sprechen::V,komz,وېل
1177,sprechen::V,komz,غږېدل
1178,reden::V,kaozeal,ګړېدل
1179,reden::V,kaozeal,خبرې کول
1180,sich unterhalten::V,balbotal,خبری کول
1181,fragen::V,goulenn,پوښتنه کول
1182,bitten::V,goulenn,غوښتل
1183,erzählen::V,kontañ,کيسه کول
1184,erzählen::V,kontañ,حکايت کول
1185,mitteilen::V,kemenn,خبرول
1186,mitteilen::V,kemenn,خبر ورکول
1187,nennen::V,anviñ,نوم ايښودل
1188,rufen::V,gelver,بلل
1189,prahlen::V,fougeal,لاپې وهل
1190,übersetzen::V,treiñ,ژباړل
1191,übersetzen::V,treiñ,ترجمه کول
1192,denken::V,soñjal,فکر کول
1193,glauben::V,krediñ,باور کول
1194,bemerken::V,apresevañ,لیدل
1195,erkennen::V,anavout,پېژندل
1196,begreifen::V,meizañ,رسېدل
1197,begreifen::V,meizañ,پوهېدل
1198,verstehen::V,kompren,پوهېدل
1199,lernen::V,deskiñ,زده کول
1200,lernen::V,deskiñ,درس لوستل
1201,wissen::V,gouzout,پوهېدل
1202,sich erinnern an::V,kaout soñj e,یادول
1203,sich erinnern an::V,kaout soñj e,په یاد راوړل
1204,vergessen::V,ankouaat,هېرول
1205,messen::V,muzuliañ,اندازه کول
1206,zählen::V,kontañ,شمارل
1207,rechnen::V,jedañ,حسابول
1208,lesen::V,lenn,لوستل
1209,malen::V,livañ,رسمول
1210,zeichnen::V,tresañ,رسمول
1211,schreiben::V,skrivañ,لیکل
1212,besitzen::V,kaout,لرل
1213,kaufen::V,prenañ,رانیول
1214,verkaufen::V,gwerzhañ,خرڅول
1215,bezahlen::V,paeañ,تأدیه کول
1216,zahlen::V,paeañ,کسات اخيستل
1217,beherrschen::V,mestroniañ,تسلط لرل
1218,ertragen::V,anduriñ,زغمل
1219,Grube::N,,کنده
1220,Spur::N,,نښه
1221,Lehm::N,,خټه
1222,Laut::N,,ږغ
1223,Winkel::N,,کنج
1224,Winkel::N,,کوتی
1225,Lagerfeuer::N,,اور
1226,vergebens::ADV,,عبث
1227,untergehen[Sonne]::V,,لوېدل
1228,untergehen[Sonne]::V,,پرېوتل
1229,läuten::V,,زنګ وهل
1230,klingeln::V,,زنګ وهل
1231,sich fürchten::V,,ډارېدل
1232,fürchten::V,,ډارېدل
1233,gelingen::V,,موفق کېدل
1234,gelingen::V,,بریالی کېدل
1235,geraten::V,,کېدل
1236,schwenken::V,,خوڅول
1237,reichen::V,,ورکول
1238,aufziehen::V,,روزل
1239,schießen::V,,ویشتل
1240,treiben::V,,بیول
1241,umrühren::V,,لړل
1242,ausziehen::V,,کښل
1243,ausziehen::V,,ایستل
1244,anziehen::V,,اغوستل
