,Concept_ID,cy,mrj
747,fremd::A,estron,эдемӹн
748,verschieden::A,gwahanol,тӹрлӹ
749,nah::A,agos,лишӹл
750,fern::A,pell,мӹндӹр
751,linker::A,aswy,шалахай
752,linker::A,chwith,шалахай
753,rechter::A,de,вургамла
754,rechter::A,deau,вургамла
755,anderer::A,arall,вес
756,anderer::A,arall,весӹ
757,erster::A,cyntaf,икшӹ
758,erster::A,cyntaf,икӹмшӹ
759,zweiter::A,ail,кокшы
760,dritter::A,trydydd,кымшы
761,letzter::A,olaf,остатка
762,allein::ADV,unig,иктӹ
763,allein::ADV,unig,иктӹт
764,allein::ADV,ar ei ben ei hun,иктӹ
765,allein::ADV,ar ei ben ei hun,иктӹт
766,auf einmal::ADV,ar yr un pryd,тöрöк
767,zusammen::ADV,ynghyd,икараш
768,zusammen::ADV,ynghyd,цымырын
769,zusammen::ADV,gyda'i gilydd,икараш
770,zusammen::ADV,gyda'i gilydd,цымырын
771,lange::ADV,amser hir,кужын
772,plötzlich::ADV,yn sydyn,трӱк
773,sofort::ADV,ar unwaith,полт
774,sofort::ADV,ar unwaith,тöрöк
775,sofort::ADV,ar unwaith,тӹшӓкок
776,später::ADV,yn ddiweddarach,вара
777,jetzt::ADV,yn awr,
778,heute::ADV,heddiw,тагачы
779,morgen::ADV,yfory,иргод
780,morgen::ADV,yfory,иргодым
781,bald::ADV,yn fuan,чӹнь
782,bald::ADV,yn fuan,вӓшке
783,bald::ADV,yn fuan,выртышты
784,bald::ADV,gyda hyn,чӹнь
785,bald::ADV,gyda hyn,вӓшке
786,bald::ADV,gyda hyn,выртышты
787,dann::ADV,yna,пакыла
788,dann::ADV,y pryd hwnnw,пакыла
789,gestern::ADV,ddoe,тенгечӹ
790,einst::ADV,gynt,икӓнӓ
791,damals::ADV,ar y pryd,тӹнӓм
792,damals::ADV,bryd hynny,тӹнӓм
793,danach::ADV,wedyn,пакыла
794,vorher::ADV,o'r blaen,перви
795,zuerst::ADV,yn gyntaf,андак
796,einmal::ADV,unwaith,гӓнӓк
797,einmal::ADV,unwaith,гӓнӓ
798,manchmal::ADV,weithiau,кынамжы
799,manchmal::ADV,ar brydiau,кынамжы
800,oft::ADV,yn aml,чӹчкӹдӹн
801,oft::ADV,yn fynych,чӹчкӹдӹн
802,immer::ADV,bob amser,со
803,immer::ADV,bob amser,соок
804,niemals::ADV,ni ... byth,нинам
805,niemals::ADV,ni ... byth,нигынам
806,niemals::ADV,ni ... byth,нигынамат
807,niemals::ADV,ni ... erioed,нинам
808,niemals::ADV,ni ... erioed,нигынам
809,niemals::ADV,ni ... erioed,нигынамат
810,hier::ADV,yma,тиштӹ
811,hierhin::ADV,hyd yma,тишкӹ
812,von hier::ADV,oddi yma,тишец
813,von hier::ADV,oddi yma,тишецӹн
814,dort::ADV,acw,тӹштӹ
815,dorthin::ADV,tuag yno,тӹшкӹ
816,dorthin::ADV,tuag yno,тӹшкӹлӓ
817,geradeaus::ADV,syth ymlaen,вик
818,geradeaus::ADV,syth ymlaen,тура
819,vorwärts::ADV,ymlaen,анзыкы
820,rückwärts::ADV,yn ôl,мӹнгеш
821,zurück::ADV,yn ôl,мӹнгеш
822,unten::ADV,isod,ӱлнӹ
823,unten::ADV,isod,лӹвӓлнӹ
824,unten::ADV,oddi tanodd,ӱлнӹ
825,unten::ADV,oddi tanodd,лӹвӓлнӹ
826,hinab::ADV,i lawr,ӱлӹкӹ
827,hinab::ADV,i lawr,лӹвӓкӹ
828,hinab::ADV,i waered,ӱлӹкӹ
829,hinab::ADV,i waered,лӹвӓкӹ
830,oben::ADV,fry,вӹлнӹ
831,hinauf::ADV,i fyny,кӱшкӹлӓ
832,hinauf::ADV,i fyny,кӱш
833,hinauf::ADV,i'r lan,кӱшкӹлӓ
834,hinauf::ADV,i'r lan,кӱш
835,überall::ADV,ym mhobman,йӹлт
836,überall::ADV,ym mhobman,цилӓ вӓре
837,nicht::ADV,ni,уке
838,nicht::ADV,nid,уке
839,ein wenig::ADV,tipyn,изиш
840,ein wenig::ADV,tipyn,иклаштык
841,ein wenig::ADV,ychydig,изиш
842,ein wenig::ADV,ychydig,иклаштык
843,kaum::ADV,prin,цылик
844,kaum::ADV,prin,чучок-чучок
845,sehr::ADV,iawn,чоте
846,so::ADV,fel,тенге
847,so::ADV,fel,тенгелӓ
848,so::ADV,felly,тенге
849,so::ADV,felly,тенгелӓ
850,noch::ADV,eto,мол
851,noch::ADV,eto,моло
852,nur::ADV,yn unig,веле
853,schon::ADV,eisoes,уже
854,schon::ADV,eisoes,ӹнде
855,schon::ADV,yn barod,уже
856,schon::ADV,yn barod,ӹнде
857,wieder::ADV,drachefn,уэш
858,vergebens::ADV,yn ofer,зря
859,vergebens::ADV,yn ofer,ӹзрӓ
860,vergebens::ADV,yn ofer,ӹзӹрӓ
861,vor::PRP,o flaen,анзыц
862,vor::PRP,o flaen,анзыцын
863,hinter::PRP,ar ôl,шайылан
864,hinter::PRP,ar ôl,шайылный
865,unter::PRP,islaw,лӹвӓкӹ
866,durch::PRP,trwy,вашт
867,neben::PRP,ar bwys,сага
868,zwischen::PRP,rhwng,лош
869,zwischen::PRP,rhwng,лошкы
870,zwischen::PRP,cydrhwng,лош
871,zwischen::PRP,cydrhwng,лошкы
872,wegen::PRP,o achos,мычыц
873,wegen::PRP,oherwydd,мычыц
874,dies::PRN,hyn,тидӹ
875,dies::PRN,hyn,ти
876,das::PRN,hynny,тидӹ
877,das::PRN,hynny,ти
878,alles::PRN,popeth,цилӓ
879,ich::PRN,fi,мый
880,du::PRN,ti,тӹнь
881,er::PRN,fe,тӹдӹ
882,wir::PRN,ni,мӓ
883,ihr::PRN,chi,вӓ
884,sie::PRN,hwy,нӹнӹ
885,was::FPRN,pa beth,ма
886,wer::FPRN,pwy,кӱ
887,wo::FADV,ble,кышан
888,wo::FADV,ble,кыштакен
889,wo::FADV,ym mha le,кышан
890,wo::FADV,ym mha le,кыштакен
891,wohin::FADV,i ble,кышкы
892,wohin::FADV,i ba le,кышкы
893,wie::FADV,sut,кыце
894,warum::FADV,pam,малын
895,wieviel::FNUM,faint,кынар
896,wieviel::FNUM,faint,кынары
897,wieviel::FNUM,faint,кынаркы
898,eins::NUM,un,иктӹ
899,eins::NUM,un,иктӹт
900,zwei::NUM,dau,кок
901,zwei::NUM,dau,кокты
902,drei::NUM,tri,кым
903,drei::NUM,tri,кымыт
904,vier::NUM,pedwar,нӹл
905,fünf::NUM,pump,вӹц
906,sechs::NUM,chwech,куд
907,sechs::NUM,chwech,кудытмозн
908,sieben::NUM,saith,шӹм
909,sieben::NUM,saith,шӹмӹт
910,acht::NUM,wyth,кӓндӓкш
911,acht::NUM,wyth,кӓндӓкшӹ
912,neun::NUM,naw,ӹндекшшӱдӹ
913,zehn::NUM,deg,лу
914,elf::NUM,un ar ddeg,луатик
915,elf::NUM,un ar ddeg,луатиктӹ
916,zwölf::NUM,deuddeg,луаткок
917,zwölf::NUM,deuddeg,луаткокты
918,zwölf::NUM,un deg dau,луаткок
919,zwölf::NUM,un deg dau,луаткокты
920,zwanzig::NUM,ugain,коклы
921,dreißig::NUM,tri deg,кымлы
922,dreißig::NUM,deg ar hugain,кымлы
923,vierzig::NUM,deugain,нӹллӹ
924,fünfzig::NUM,hanner cant,вӹцлӹ
925,sechzig::NUM,chwe deg,кудлу
926,siebzig::NUM,saith deg,шӹмлу
927,siebzig::NUM,deg a thrigain,шӹмлу
928,achtzig::NUM,wyth deg,кӓндӓкшлу
929,achtzig::NUM,pedar ugain,кӓндӓкшлу
930,neunzig::NUM,naw deg,ӹндекшлу
931,neunzig::NUM,deg a phedwar ugain,ӹндекшлу
932,hundert::NUM,cant,шӱдӹ
933,tausend::NUM,mil,тӹжем
934,und::CNJ,a,дöн
935,oder::CNJ,neu,льывы
936,stehen::V,sefyll,шалшаг
937,sitzen::V,eistedd,шӹнзӓш
938,liegen::V,gorwedd,киӓш
939,hängen::V,hongian,кечӓш
940,werden::V,dod yn,шагалаш
941,werden::V,mynd yn,шагалаш
942,passieren::V,digwydd,ӹштӓ́лтӓш
943,beginnen::V,cychwyn,тӹнгӓлӓлтӓш
944,enden::V,gorffen,пӹтӓш
945,wechseln::V,newid,весемӓш
946,wechseln::V,newid,весемӓлтӓш
947,aufgehen[Sonne]::V,codi,авараш
948,untergehen[Sonne]::V,machlud,шӹ́нзӓш
949,scheinen[Sonne]::V,tywynnu,сотемдӓрӓш
950,donnern::V,taranu,хӹдӹртӓш
951,wehen::V,chwythu,ӹфӹлӓш
952,strömen::V,ffrydio,йогащ
953,fließen::V,llifo,йогащ
954,sich drehen::V,troi,пöрдӓш
955,sich drehen::V,cylchdroi,пöрдӓш
956,schwanken::V,siglo,лыпшалташ
957,schwingen::V,siglo,кӓчӓйӓш
958,fallen::V,cwympo,кенвазаш
959,fallen::V,cwympo,шынгалташ
960,brennen::V,llosgi,йылаш
961,rauchen::V,mygu,шыпшаш
962,regnen::V,glawio,юраш
963,gefrieren::V,rhewi,гӓш
964,gefrieren::V,rhewi,кӹлмаш
965,tauen::V,toddi,шылаш
966,tauen::V,meirioli,шылаш
967,schmelzen::V,toddi,шӹрӓнӓш
968,trocknen::V,sychu,кошкаш
969,sieden::V,berwi,шолаш
970,faulen::V,pydru,шӱӓш
971,faulen::V,braenu,шӱӓш
972,verfaulen::V,pydru,йӓнгӓрӓлтӓш
973,verfaulen::V,dadfeilio,йӓнгӓрӓлтӓш
974,reißen::V,clecian,кышкедӓлтӓш
975,reißen::V,torri'n glats,кышкедӓлтӓш
976,versinken::V,suddo,ва́лаш
977,vergehen::V,myned heibio,эртӓш
978,vergehen::V,pasio,эртӓш
979,erscheinen::V,ymddangos,каяш
980,verschwinden::V,diflannu,ямаш
981,sinken::V,syrthio,пычаш
982,abnehmen::V,lleihau,чӹдемӓш
983,abnehmen::V,lleihau,кöтӹргӓш
984,zunehmen::V,cynyddu,когоэмӓш
985,steigen::V,codi,лӱлта́лташ
986,wachsen::V,tyfu,кушкаш
987,glänzen::V,disgleirio,йӹлгӹжӓш
988,funkeln::V,pefrio,валгалташ
989,lärmen::V,cadw sŵn,юкланаш
990,lärmen::V,gwneud twrw,юкланаш
991,läuten::V,canu,цоргаш
992,klingeln::V,canu,цоргаш
993,klingeln::V,seinio,цоргаш
994,klirren::V,tincian,цонгырталгаш
995,brausen::V,rhuo,ышдымыла́наш
996,rauschen::V,siffrwd,шу́жгаш
997,rauschen::V,chwithrwd,шу́жгаш
998,klingen::V,seinio,йо́нгаш
999,bellen::V,cyfarth,опташ
1000,heulen::V,udo,урмыжаш
1001,heulen::V,oernadu,урмыжаш
1002,blasen::V,chwythu,ӹфӹлӓш
1003,pfeifen::V,chwibanu,ши́шкаш
1004,schreien::V,gweiddi,уташ
1005,schreien::V,gweiddi,саслаш
1006,schreien::V,gweiddi,варгынзаш
1007,schreien::V,bloeddio,уташ
1008,schreien::V,bloeddio,саслаш
1009,schreien::V,bloeddio,варгынзаш
1010,stöhnen::V,griddfan,ӹнгӹрӓш
1011,zittern::V,crynu,цӹтӹрӓш
1012,leben::V,byw,ӹлӓш
1013,geboren werden::V,cael eich geni,шачаш
1014,atmen::V,anadlu,шӱлӓш
1015,trinken::V,yfed,йӱӓш
1016,essen::V,bwyta,качкаш
1017,schlucken::V,llyncu,нелӓш
1018,müde werden::V,blino,янгылаш
1019,einschlafen::V,mynd i gysgu,амален кеӓш
1020,einschlafen::V,syrthio i gysgu,амален кеӓш
1021,schlafen::V,huno,амалаш
1022,schlafen::V,cysgu,амалаш
1023,aufwachen::V,dihuno,понгыжалташ
1024,aufstehen::V,codi,кӹньӹл шагалаш
1025,sich erholen::V,ymlacio,кӓнаш
1026,sich erholen::V,dadflino,кӓнаш
1027,krank werden::V,mynd yn sâl,церлӓнен вазаш
1028,krank werden::V,mynd yn wael,церлӓнен вазаш
1029,krank sein::V,gwaelu,церлӓнӓш
1030,krank sein::V,gwaelu,ясланаш
1031,krank sein::V,gwaelu,ясыланаш
1032,schmerzen::V,brifo,каршташ
1033,husten::V,pesychu,кахыраш
1034,genesen::V,gwella,паремӓш
1035,genesen::V,gwella,тöрлӓнӓш
1036,genesen::V,cael yn ôl,паремӓш
1037,genesen::V,cael yn ôl,тöрлӓнӓш
1038,sterben::V,marw,вазын колаш
1039,umkommen::V,trengi,пӹтӓш
1040,sich bewegen::V,symud,кашташ
1041,sich rühren::V,syflyd,тӓрвӓнӓш
1042,sich erheben::V,codi,кӹньӹлӓш
1043,sich setzen::V,eistedd,шӹнзӓш
1044,hinfallen::V,cwympo,кенвазаш
1045,hinfallen::V,cwympo,шынгалташ
1046,laufen::V,cerdded,кашташ
1047,schreiten::V,camu,ашкедӓш
1048,spazierengehen::V,mynd am dro,мадын кашташ
1049,eilen::V,rhuthro,вӓшкӓш
1050,sich beeilen::V,brysio,вӓшкӓш
1051,sich beeilen::V,brysio,талашаш
1052,sausen::V,rhuthro,хойхаланаш
1053,sausen::V,rhuthro,хояш
1054,rennen::V,rhedeg,кыргыжаш
1055,springen::V,llamu,тӹршештӓш
1056,springen::V,neidio,тӹршештӓш
1057,klettern::V,dringo,ку́заш
1058,schaukeln::V,siglo,лыпшалташ
1059,kriechen::V,cropian,авалянаш
1060,kriechen::V,cropian,ньыжиклӓш
1061,schwimmen::V,nofio,илӓш
1062,tauchen::V,plymio,цымаш
1063,tauchen::V,ymsuddo,цымаш
1064,rudern::V,rhwyfo,шуалташ
1065,fahren::V,gyrru,кеӓш
1066,fahren::V,dreifio,кеӓш
1067,fliegen::V,hedfan,чонгештӓш
1068,gehen::V,mynd,кеӓш
1069,weggehen::V,mynd,кеӓш
1070,weggehen::V,ymadael,кеӓш
1071,abfahren::V,ymadael,кеӓш
1072,anhalten::V,stopio,цӓрнӓш
1073,hineingehen::V,mynd i mewn,пыраш
1074,eintreten::V,mynd i,пыраш
1075,kommen::V,dod,толаш
1076,ankommen::V,cyrraedd,шоаш
1077,zurückkommen::V,dychwelyd,пöртӹлӓш
1078,bleiben::V,aros,кодаш
1079,bleiben::V,sefyll,кодаш
1080,warten::V,aros,вычаш
1081,warten::V,disgwyl,вычаш
1082,erwarten::V,disgwyl,вычаш
1083,suchen::V,chwilio am,кӹчӓлӓш
1084,finden::V,darganfod,моаш
1085,versuchen::V,profi,путаяш
1086,versuchen::V,profi,цацаш
1087,versuchen::V,ceisio,путаяш
1088,versuchen::V,ceisio,цацаш
1089,vorbereiten::V,paratoi,поспейӹктӓш
1090,lieben::V,caru,яраташ
1091,mögen::V,hoffi,яраташ
1092,lachen::V,chwerthin,ваштылаш
1093,rühren::V,cynhyrfu,тӓрвӓтӓш
1094,weinen::V,wylo,мӓгӹрӓш
1095,weinen::V,llefain,мӓгӹрӓш
1096,schimpfen::V,grwgnach,свырседӓлӓш
1097,sich ärgern::V,gofidio,шӹдешкӓш
1098,sich fürchten::V,ofni,лӱдӓш
1099,fürchten::V,arswydo,лӱдӓш
1100,fliehen::V,ffoi,кыргыжаш
1101,flüchten::V,dianc,кыргыж шӹлӓш
1102,sehen::V,gweld,ужаш
1103,anschauen::V,syllu,анжалаш
1104,anschauen::V,edrych,анжалаш
1105,ansehen::V,gwylio,анжаш
1106,hören::V,clywed,колаш
1107,zuhören::V,gwrando,колышташ
1108,probieren::V,profi,тотештӓш
1109,probieren::V,profi,подыл анжаш
1110,riechen::V,arogli,ӱпшӹнзӓш
1111,fühlen::V,teimlo,шижӓш
1112,fühlen::V,clywed,шижӓш
1113,scheinen::V,ymddangos,каяш
1114,zu sehen sein::V,dod i'r golwg,каяш
1115,vernehmen::V,clywed sôn am,колын колташ
1116,frieren::V,bod yn oer,кӹлмаш
1117,frieren::V,bod yn oer,тӹнгӹргӓш
1118,tun::V,gwneud,ӹштӓш
1119,können::V,gallu,кердӓш
1120,wollen::V,bod mewn angen,жалаяш
1121,anfangen::V,dechrau,тӹнгӓлӓш
1122,beenden::V,darfod,пӹтӓрӓш
1123,beenden::V,gorffen,пӹтӓрӓш
1124,aufhören::V,peidio,цӓрнӓш
1125,gelingen::V,llwyddo,цӓш лиӓш
1126,geraten::V,diweddu,лиӓш
1127,öffnen::V,agor,пачаш
1128,schließen::V,cau,чӱчӓш
1129,stellen::V,gosod,шӹндӓш
1130,setzen::V,gosod,шӹндӓш
1131,legen::V,gosod,опташ
1132,legen::V,gosod,пиштӓш
1133,berühren::V,cyffwrdd,тӹкӓлӓш
1134,verbinden::V,cysylltu,пидӓш
1135,bedecken::V,gorchuddio,леведӓш
1136,aufhängen::V,crogi,сӓкӓш
1137,aufhängen::V,hongian,сӓкӓш
1138,anzünden::V,cynnau,чӱктӓш
1139,aufheben::V,codi,кузыкташ
1140,zurücklassen::V,gadael,кодаш
1141,verlieren::V,colli,ямдаш
1142,fallen lassen::V,gollwng,кенвацтараш
1143,machen::V,gwneud,ӹштӓш
1144,herstellen::V,cynhyrchu,йӓмдӹлӓш
1145,bauen::V,adeiladu,ӹштӓш
1146,reparieren::V,trwsio,чиняш
1147,reparieren::V,trwsio,алалаш
1148,reparieren::V,atgyweirio,чиняш
1149,reparieren::V,atgyweirio,алалаш
1150,verbessern::V,diwygio,яжоэмден шӹндӓш
1151,ändern::V,altro,вашталташ
1152,graben::V,palu,капаяш
1153,graben::V,cloddio,капаяш
1154,beugen::V,plygu,лывырташ
1155,beugen::V,plygu,каклярташ
1156,biegen::V,plygu,лывырташ
1157,drehen::V,troelli,сӓрӓш
1158,drehen::V,troelli,сӓрӹкӓлӓш
1159,wenden::V,troi,сӓрӓлӓш
1160,umdrehen::V,troi,сӓрӓлӓш
1161,heben::V,codi,лӱктӓш
1162,hochheben::V,dyrchafu,кузыкташ
1163,ergreifen::V,gafael,хватяш
1164,halten::V,dal,кычаш
1165,drücken::V,pwyso,темдӓш
1166,drücken::V,gwasgu,темдӓш
1167,schieben::V,gwthio,шӹкӓш
1168,kratzen::V,crafu,нӹжӓш
1169,lecken::V,llyfu,нылаш
1170,beißen::V,cnoi,пыралаш
1171,beißen::V,brathu,пыралаш
1172,abreißen::V,tynnu ymaith,кӹрӓш
1173,abreißen::V,tynnu ymaith,кышкед нӓлӓш
1174,abschneiden::V,torri,шулаш
1175,abschneiden::V,torri,лаштыклаш
1176,binden::V,clymu,пидӓш
1177,stecken::V,plannu,шыралаш
1178,brechen::V,torri,тодылаш
1179,brechen::V,torri,пыдырташ
1180,klopfen::V,taro,рушткаш
1181,hauen::V,taro,шелӹштӓш
1182,kleben::V,gludio,клейӓш
1183,reiben::V,rhwbio,нӹжӓш
1184,streichen::V,taenu,шӹрӓш
1185,schleifen::V,hogi,шымаш
1186,schneiden::V,torri,пӹчкӓш
1187,rütteln::V,ysgytio,мыльгыкташ
1188,schütteln::V,siglo,цӹтӹртӓш
1189,schütteln::V,siglo,мыльгыкташ
1190,schütteln::V,ysgwyd,цӹтӹртӓш
1191,schütteln::V,ysgwyd,мыльгыкташ
1192,schwenken::V,siglo,машыяш
1193,schütten::V,tywallt,опталаш
1194,füllen::V,llenwi,темӓш
1195,einwickeln::V,lapio,пӹтӹрӓ́лӓш
1196,tragen::V,cludo,намалаш
1197,schleppen::V,llusgo,шӹдӹрӓш
1198,ziehen::V,tynnu,шыпшаш
1199,aufbewahren::V,cadw,перегӓш
1200,werfen::V,taflu,кӹшкӓш
1201,fangen::V,dal,кычаш
1202,packen::V,cipio,хватяш
1203,packen::V,crafangu,хватяш
1204,verstecken::V,celu,шӹлтӓш
1205,verstecken::V,cuddio,шӹлтӓш
1206,teilen::V,rhannu,пайылаш
1207,schicken::V,anfon,колташ
1208,bringen::V,dod â,кандаш
1209,hinzufügen::V,chwanegu,
1210,bekommen::V,cael,лыкташ
1211,erhalten::V,derbyn,получаяш
1212,nehmen::V,cymryd,налаш
1213,wählen::V,dewis,айыраш
1214,auswählen::V,dethol,айыраш
1215,bewahren::V,cadw,перегӓш
1216,behindern::V,atal,мешӓйӓш
1217,behindern::V,rhwystro,мешӓйӓш
1218,verderben::V,difetha,портяш
1219,beschädigen::V,niweidio,шушырташ
1220,zerbrechen::V,torri,пыдырташ
1221,zerreißen::V,rhwygo,кӹрӓш
1222,zerstören::V,dinistrio,шӓлӓтӓш
1223,verbrennen::V,llosgi,йылаташ
1224,verbrennen::V,llosgi,йылалташ
1225,geben::V,rhoi,пуаш
1226,reichen::V,estyn,пуаш
1227,schenken::V,rhoddi,подараш
1228,versprechen::V,addo,сöрӓш
1229,wünschen::V,dymuno,жалаяш
1230,loben::V,canmol,хваляш
1231,küssen::V,cusanu,шышшалаш
1232,wiegen::V,siglo,лӱнгӓлтӓш
1233,zudecken::V,gorchuddio,пиштӓш
1234,wecken::V,deffro,понгыжалтараш
1235,zeigen::V,dangos,анжыкташ
1236,führen::V,arwain,видӓш
1237,lehren::V,dysgu,тымдаш
1238,unterrichten::V,hyfforddi,тымдаш
1239,aufziehen::V,dod i fyny,кушташ
1240,leiten::V,arwain,видӓш
1241,leiten::V,arwain,вуйлаташ
1242,leiten::V,arwain,вуйлалташ
1243,antreiben::V,annog,талаштараш
1244,lassen::V,gadael,-ыкт
1245,einladen::V,gwahodd,ӱжӓш
1246,vereinigen::V,uno,иктештӓш
1247,vereinigen::V,cyfuno,иктештӓш
1248,besuchen::V,ymweld â,толаш
1249,treffen::V,cwrdd,вӓшлиӓш
1250,treffen::V,cwrdd,вӓшлиӓлтӓш
1251,treffen::V,cyfarfod,вӓшлиӓш
1252,treffen::V,cyfarfod,вӓшлиӓлтӓш
1253,sich versammeln::V,casglu,цымыргаш
1254,sich versammeln::V,cynnull,цымыргаш
1255,spielen::V,chwarae,мадаш
1256,singen::V,canu,мыраш
1257,tanzen::V,dawnsio,кушташ
1258,sich trennen::V,ymwahanu,айырлаш
1259,verlassen::V,gadael,шуаш
1260,retten::V,achub,ытараш
1261,bewachen::V,gwarchod,оролаш
1262,schützen::V,noddi,перегӓш
1263,verteidigen::V,amddiffyn,перегӓш
1264,sich schlagen::V,ffraeo,шидӓлӓш
1265,sich schlagen::V,ffraeo,шиэдӓлӓш
1266,sich schlagen::V,terfysgu,шидӓлӓш
1267,sich schlagen::V,terfysgu,шиэдӓлӓш
1268,schießen::V,saethu,лӱӓш
1269,siegen::V,ennill,сӹнгӓш
1270,ärgern::V,cythruddo,шӹдештӓрӓш
1271,schlagen::V,curo,пӓрен колташ
1272,schlagen::V,curo,хӹрӹктен колташ
1273,treten::V,cicio,чымаш
1274,stechen::V,pigo,пышкылаш
1275,stoßen::V,gwthio,шыркедӓш
1276,stehlen::V,dwyn,шолышт толаш
1277,stehlen::V,lladrata,шолышт толаш
1278,stören::V,aflonyddu,ӓрештӹлӓш
1279,belästigen::V,trafferthu,кӓньӹсӹрлӓндӓрӓш
1280,belästigen::V,trafferthu,шытырланыкташ
1281,verbergen::V,cuddio,шӹлтӓш
1282,täuschen::V,twyllo,алталаш
1283,täuschen::V,twyllo,аталаш
1284,betrügen::V,hocedu,мошеньӹчӓйӓш
1285,töten::V,lladd,пуштын шуаш
1286,wohnen::V,byw,ӹлӓш
1287,arbeiten::V,gweithio,пӓшӓлӓш
1288,arbeiten::V,gweithio,ровотаяш
1289,sammeln::V,casglu,погаш
1290,pflücken::V,casglu,кӹрӓш
1291,jagen::V,hela,охотничӓйӓш
1292,fischen::V,pysgota,кол кычаш
1293,fassen::V,dal,кычаш
1294,hüten::V,bugeilio,кӹтӓш
1295,treiben::V,gyrru,шуруяш
1296,anbinden::V,clymu,ялшташ
1297,anbinden::V,clymu,ялышташ
1298,füttern::V,porthi,пукшаш
1299,melken::V,godro,шыпшылаш
1300,hacken::V,torri,роаш
1301,gießen::V,dyfrhau,шӓвӓш
1302,reifen::V,aeddfedu,кӱӓш
1303,reifen::V,aeddfedu,поспейӓш
1304,zubereiten::V,coginio,йӓмдӹлӓш
1305,kochen::V,berwi,шолташ
1306,backen::V,pobi,кӱктӓш
1307,backen::V,crasu,кӱктӓш
1308,braten::V,ffrio,жӓрӓш
1309,umrühren::V,cyffroi,намалаш
1310,stricken::V,gwau,пидӓш
1311,nähen::V,gwnïo,ыргаш
1312,färben::V,lliwio,пидӓш
1313,reinigen::V,glanhau,чиӓлтӓш
1314,waschen::V,golchi,мышкаш
1315,abwischen::V,sychu,ӹштӓш
1316,spülen::V,streulio,шӱӓлтӓш
1317,fegen::V,ysgubo,ӹштӓш
1318,kehren::V,ysgubo,ӹштӓш
1319,baden::V,cael bath,нӱштӹлӓш
1320,sich waschen::V,ymolchi,мышкылташ
1321,ausziehen::V,tynnu,кыдашаш
1322,anziehen::V,gwisgo,чиӓш
1323,sich anziehen::V,ymwisgo,чиӓш
1324,kämmen::V,cribo,шерӓш
1325,schmücken::V,harddu,цеверемдӓш
1326,schmücken::V,addurno,цеверемдӓш
1327,sagen::V,dweud,манаш
1328,sagen::V,dweud,келесӓш
1329,sprechen::V,llefaru,манаш
1330,reden::V,siarad,шайышташ
1331,sich unterhalten::V,sgwrsio,хытыраш
1332,sich unterhalten::V,sgwrsio,хытыргаш
1333,fragen::V,gofyn,ядаш
1334,bitten::V,gofyn am,ядаш
1335,erzählen::V,dweud,келесӓш
1336,mitteilen::V,cyfleu,попаш
1337,mitteilen::V,cyfleu,увертӓш
1338,mitteilen::V,cyfleu,увертӓрӓш
1339,nennen::V,enwi,лӹмдӓш
1340,rufen::V,galw,ӱжӓш
1341,prahlen::V,brolio,хайзаш
1342,prahlen::V,brolio,шаргаланаш
1343,prahlen::V,ymffrostio,хайзаш
1344,prahlen::V,ymffrostio,шаргаланаш
1345,übersetzen::V,cyfieithu,вашташ
1346,denken::V,meddwl,машанаш
1347,glauben::V,credu,ӹнянӓш
1348,glauben::V,coelio,ӹнянӓш
1349,bemerken::V,sylwi,цаклаш
1350,erkennen::V,adnabod,пӓлӓш
1351,begreifen::V,amgyffred,ынгылаш
1352,verstehen::V,deall,ынгылаш
1353,lernen::V,dysgu,тыменяш
1354,wissen::V,gwybod,пӓлӓш
1355,sich erinnern an::V,cofio,ышештӓрӓш
1356,vergessen::V,anghofio,монден кодаш
1357,messen::V,mesur,висӓш
1358,zählen::V,cyfrif,шотаяш
1359,rechnen::V,cyfrifo,шотаяш
1360,lesen::V,darllen,лыдаш
1361,malen::V,peintio,рисуяш
1362,zeichnen::V,tynnu,ыдырка́лаш
1363,schreiben::V,ysgrifennu,вазаш
1364,besitzen::V,meddu,кы́чаш
1365,kaufen::V,prynu,нӓлӓш
1366,verkaufen::V,gwerthu,выжалаш
1367,bezahlen::V,talu am,тӱлӓш
1368,zahlen::V,talu,тӱлӓш
1369,beherrschen::V,rheoli,кы́чаш
1370,beherrschen::V,llywodraethu,кы́чаш
1371,ertragen::V,dioddef,цӹтӓш
