,Concept_ID,te,kk
683,dumm::A,తెలివిలేని,миы жоқ
684,faul::A,సోమరియైన,жалқау
685,faul::A,సోమరియైన,еріншек
686,fleißig::A,శ్రద్దగల,ұқыпты
687,geizig::A,పిసినారియైన,сараң
688,klug::A,తెలివిగల,жетік
689,klug::A,తెలివిగల,ақылды
690,geschickt::A,నిపుణతగల,шебер
691,lieb::A,ప్రియమైన,абзал
692,lieb::A,ప్రియమైన,айналайын
693,lustig::A,ఉల్లాసము గల,көңілді
694,sanft::A,సాధువైన,жуас
695,hungrig::A,ఆకలిగొనిన,аш
696,krank::A,వ్యాధిగల,кеселді
697,nackt::A,దిగంబరమైన,жалаңаш
698,traurig::A,విచారముగల,қапа
699,lebendig::A,ప్రాణముతో నున్న,тірі
700,lebendig::A,ప్రాణముతో నున్న,жанды
701,gut::A,మంచి,жақсы
702,schlecht::A,చెడ్డ,жаман
703,richtig::A,సరియైన,дұрыс
704,schlimm::A,అసహ్యమైన,жаман
705,wahr::A,నిజమైన,нағыз
706,alt::A,ముసలి,ескі
707,neu::A,క్రొత్త,жаңа
708,ehemalig::A,పూర్వపు,өткен
709,ehemalig::A,పూర్వపు,бұрынғы
710,alt[Lebewesen]::A,ముసలి,кексе
711,jung::A,పసి,науша
712,arm::A,బీద,кедей
713,arm::A,బీద,дәулетсіз
714,reich::A,ధనవంతుడైన,малды
715,bekannt::A,తెలిసిన,таныс
716,bekannt::A,తెలిసిన,көзтаныс
717,berühmt::A,ప్రపిద్దికెక్కివ,атақты
718,fremd::A,అన్యమైన,бөтен
719,verschieden::A,భేదమైన,түрлі
720,nah::A,దగ్గఱనున్న,жуық
721,nah::A,దగ్గఱనున్న,етене
722,fern::A,దూరమందున్న,алыс
723,fern::A,దూరమందున్న,алыстағы
724,linker::A,ఎడమప్రక్కగ,сол
725,linker::A,ఎడమప్రక్కగ,солшыл
726,rechter::A,కుడి,оң
727,anderer::A,వేఱ్తెన,өзге
728,anderer::A,వేఱ్తెన,былайғы
729,erster::A,మొదటి,алғашқы
730,zweiter::A,రెండన,екінші
731,dritter::A,మూడో,үшінші
732,letzter::A,కడపటి,артқы
733,letzter::A,కడపటి,кейінгі
734,allein::ADV,ఒంటిగా,серіксіз
735,auf einmal::ADV,హరాత్తుగ,бірден
736,zusammen::ADV,కలిసి,бірлесіп
737,lange::ADV,బహుకాలము,ұзақ
738,plötzlich::ADV,హరాత్తుగ,кенет
739,sofort::ADV,తక్షణము,әне-міне дегенше
740,später::ADV,ఇటీవలి,артынан
741,jetzt::ADV,ఇప్పుడు,енді
742,jetzt::ADV,ఇప్పుడు,қазір
743,heute::ADV,నేడు,бүгін
744,morgen::ADV,ఱేపు,ертең
745,bald::ADV,శీఘ్రముగ,тез
746,dann::ADV,అప్పుడు,онан соң
747,dann::ADV,అప్పుడు,сонан соң
748,gestern::ADV,నిన్నటి దినము,кеше
749,einst::ADV,పూర్వమొకప్పుడు,бірде
750,einst::ADV,పూర్వమొకప్పుడు,бір кезде
751,damals::ADV,అప్పుడు,анада
752,danach::ADV,అప్పుడు,онан соң
753,danach::ADV,అప్పుడు,сонан соң
754,vorher::ADV,ఎదుట,бұрын
755,zuerst::ADV,మొదటిలో,әуелі
756,zuerst::ADV,మొదటిలో,алдымен
757,einmal::ADV,ఒకసారి,бір жолы
758,manchmal::ADV,అప్పటప్పటికి,кейде
759,oft::ADV,తఱచుగా,ылғи
760,immer::ADV,ఎల్లప్పుడు,өнебойы
761,niemals::ADV,ఎప్పుడునులేదు,ешуақытта
762,hier::ADV,ఇక్కడ,бұнда
763,hier::ADV,ఇక్కడ,осында
764,hierhin::ADV,ఇక్కడకు,бермен
765,von hier::ADV,ఇక్కడనుండి,бер жақтан
766,dort::ADV,అక్కడ,анда
767,dorthin::ADV,అక్కడికి,әрі
768,geradeaus::ADV,సూటిగా,тура
769,vorwärts::ADV,ముందుకు,ілгері
770,rückwärts::ADV,వెనుకకు,артқа
771,zurück::ADV,వెనుకభాగము,кейін қарай
772,unten::ADV,క్రింద,төменде
773,hinab::ADV,కిందికి,астына
774,hinab::ADV,కిందికి,төмен
775,oben::ADV,మీద,жоғарыда
776,hinauf::ADV,పైకి,өрге
777,überall::ADV,అంతటా,әрқайда
778,nicht::ADV,కాదు,емес
779,ein wenig::ADV,కొంచెము,азырақ
780,ein wenig::ADV,కొంచెము,аздаған
781,ein wenig::ADV,కొంచెము,азғантай
782,kaum::ADV,చాలిచాలక,зорға
783,sehr::ADV,చాల,орасан
784,so::ADV,ఆలాగున,бұлай
785,so::ADV,ఆలాగున,былайша
786,noch::ADV,ఇప్పటికిని,әлі
787,nur::ADV,మాత్రము,ғана
788,schon::ADV,ఇదివఱకే,түге
789,wieder::ADV,తిరిగి,жаңа
790,wieder::ADV,తిరిగి,қайта
791,wieder::ADV,తిరిగి,жаңадан
792,vergebens::ADV,నిష్ఫలముగా,бекер
793,vor::PRP,ముందు,алды
794,hinter::PRP,వెనుక,артынан
795,unter::PRP,క్రింద,түп
796,unter::PRP,క్రింద,маңында
797,durch::PRP,ద్వారా,арқылы
798,neben::PRP,దగ్గెర,іргеде
799,neben::PRP,దగ్గెర,жанында
800,zwischen::PRP,మధ్య,арада
801,wegen::PRP,కారణంగా,үшін
802,dies::PRN,ఇది,бұ
803,dies::PRN,ఇది,осы
804,das::PRN,అది,сол
805,alles::PRN,సకలము,дүйім
806,alles::PRN,సకలము,күллі
807,ich::PRN,నేను,мен
808,du::PRN,నీవు,сен
809,er::PRN,అతడు,ол
810,wir::PRN,మనము,біз
811,ihr::PRN,మీరు,сіз
812,sie::PRN,వారు,олар
813,was::FPRN,ఏమి,не
814,wer::FPRN,ఎవడు,кім
815,wo::FADV,ఎక్కడ,кәні
816,wo::FADV,ఎక్కడ,қайда
817,wohin::FADV,ఎందుకు,қайда
818,wie::FADV,ఎట్టు,калай
819,warum::FADV,ఏల,неғып
820,wieviel::FNUM,ఎంత,неше
821,wieviel::FNUM,ఎంత,қанша
822,eins::NUM,ఒకటి,бір
823,zwei::NUM,రెండు,екі
824,drei::NUM,మూడు,үш
825,vier::NUM,నాలుగు,төрт
826,fünf::NUM,అయిదు,бес
827,sechs::NUM,ఆఱు,алты
828,sieben::NUM,ఏరు,жеті
829,acht::NUM,ఎనిమదు,сегіз
830,neun::NUM,తొమ్మిది,тоғыз
831,zehn::NUM,పది,он
832,elf::NUM,పదునొకొండు,он бір
833,zwölf::NUM,పండ్రండు,он екі
834,zwanzig::NUM,ఇరుపది,жиырма
835,dreißig::NUM,ముప్పది,отыз
836,vierzig::NUM,నలువది,қырық
837,fünfzig::NUM,ఏబది,елу
838,sechzig::NUM,అరుపది,алпыс
839,siebzig::NUM,డెబ్బది,жетпіс
840,achtzig::NUM,ఎనుబది,сексен
841,neunzig::NUM,తొంబది,тоқсан
842,hundert::NUM,నూఱు,жүз
843,tausend::NUM,వేయి,мың
844,und::CNJ,మఱియు,та
845,oder::CNJ,లేక,әлде
846,oder::CNJ,లేక,немесе
847,stehen::V,నిలుచు,тұру
848,sitzen::V,కూర్చుండు,отыру
849,liegen::V,పండుకొనుట,жату
850,hängen::V,వ్రేలాడదీయు,ілу
851,werden::V,అగు,болу
852,werden::V,అగు,түрегелу
853,passieren::V,సంభవించు,болу
854,beginnen::V,ఆరంభించు,басталу
855,enden::V,తీరుట,ада болу
856,wechseln::V,మార్చు,құбылу
857,wechseln::V,మార్చు,өзгеру
858,aufgehen[Sonne]::V,ఉదయించు,шығу
859,untergehen[Sonne]::V,అస్తమించు,батыру
860,scheinen[Sonne]::V,ప్రకాశించు,жылтырау
861,donnern::V,ఉరుముట,күркіреу
862,wehen::V,దురద్పప్టము,огып тур
863,strömen::V,పారుట,сорғалау
864,fließen::V,ప్రవహించు,ағу
865,sich drehen::V,తిరుగు,айналу
866,schwanken::V,ఆడించుట,толықсу
867,schwingen::V,ఊగుట,тербелу
868,fallen::V,పడు,құлау
869,fallen::V,పడు,жығылу
870,fallen::V,పడు,төмендеу
871,brennen::V,కాలుట,жану
872,rauchen::V,పొగసుట,түтету
873,regnen::V,కురిపించుట,жауу
874,gefrieren::V,గడ్డకట్టు,мұздай қату
875,gefrieren::V,గడ్డకట్టు,мұз боп қату
876,tauen::V,కరగు,жібу
877,schmelzen::V,కరగు,еру
878,trocknen::V,యెండుట,курау
879,sieden::V,ఉడుకు,қайнау
880,faulen::V,క్రుళ్లు,иістену
881,verfaulen::V,క్షిణించు,шіру
882,reißen::V,చించు,жыртылу
883,versinken::V,మునుగు,малтығу
884,vergehen::V,సంభవించు,өту
885,erscheinen::V,కనబడు,көріну
886,erscheinen::V,కనబడు,көрініп қалу
887,verschwinden::V,అదృశ్యమగు,ғайып_болу
888,sinken::V,ముణుగుట,ылдилау
889,sinken::V,ముణుగుట,төмендеу
890,abnehmen::V,తగ్గు,кемітілу
891,zunehmen::V,పెరుగుట,көбею
892,steigen::V,లేచు,қобу
893,steigen::V,లేచు,көтерілу
894,steigen::V,లేచు,жоғарылау
895,wachsen::V,పెరుగు,өсу
896,glänzen::V,ప్రకాశించు,жалтырау
897,funkeln::V,ప్రకాశించు,жарқырау
898,funkeln::V,ప్రకాశించు,нұрлану
899,funkeln::V,ప్రకాశించు,жылтылдау
900,lärmen::V,అరుచుట,шулау
901,lärmen::V,అరుచుట,шуылдау
902,läuten::V,మేళవించుట,қоңыраулату
903,klingeln::V,వాయించుట,дыңғырлау
904,klirren::V,ఘంటానాదము,дыңылдату
905,brausen::V,గర్జించు,тасу
906,rauschen::V,చటచటమనుట,сусылдау
907,rauschen::V,చటచటమనుట,сыбдырлау
908,klingen::V,ధ్వనించుట,дыбыс шығару
909,bellen::V,అఱచు,үру
910,heulen::V,కూయు,ұлу
911,blasen::V,దురద్పప్టము,үру
912,pfeifen::V,ఈలవేయు,ысқыру
913,schreien::V,అఱచు,шыңғыру
914,schreien::V,అఱచు,айғайлау
915,schreien::V,అఱచు,байбайлау
916,schreien::V,అఱచు,бажалақтау
917,stöhnen::V,మూలుగు,ыңырсу
918,stöhnen::V,మూలుగు,ыңкылдау
919,zittern::V,వణకు,қалш
920,zittern::V,వణకు,қалшылдату
921,leben::V,జీవించుట,жасау
922,leben::V,జీవించుట,күнелту
923,leben::V,జీవించుట,күн көру
924,leben::V,జీవించుట,тіршілік ету
925,geboren werden::V,పుట్టుట,туу
926,atmen::V,ఉపిరి తీయు,дем алу
927,atmen::V,ఉపిరి తీయు,ауа жұту
928,trinken::V,త్రాగు,ішу
929,trinken::V,త్రాగు,ұрттау
930,essen::V,తిను,жеу
931,essen::V,తిను,тамақтану
932,schlucken::V,మ్రింగు,жұту
933,müde werden::V,అలయు,болдыру
934,einschlafen::V,నిద్రించు,үйыктап калу
935,schlafen::V,నిద్రురించు,ұйықтау
936,aufwachen::V,మేలుకొను,ояну
937,aufstehen::V,లేచు,ояну
938,sich erholen::V,నడ్డి వాల్చు,тынығу
939,krank werden::V,జబ్బుపడు,кеселдену
940,krank werden::V,జబ్బుపడు,сырқаттану
941,krank werden::V,జబ్బుపడు,ауырып қалу
942,krank werden::V,జబ్బుపడు,ауыра бастау
943,krank werden::V,జబ్బుపడు,кеселге ұшырау
944,krank werden::V,జబ్బుపడు,сырқаттанып қалу
945,krank sein::V,జబ్బు చేయు,ауыру
946,krank sein::V,జబ్బు చేయు,сырқаттану
947,schmerzen::V,నొచ్చుట,ауырады
948,husten::V,దగ్గుట,жөтелу
949,genesen::V,కుదురుట,айығу
950,sterben::V,మరణించు,өлу
951,sterben::V,మరణించు,қайтыс
952,sterben::V,మరణించు,жантапсыру
953,umkommen::V,నశించు,өлу
954,umkommen::V,నశించు,қаза табу
955,sich bewegen::V,కదలు,жылжу
956,sich rühren::V,కదలు,қыбырлау
957,sich erheben::V,లేచు,тұру
958,sich setzen::V,కూర్చుణ్డు,отыру
959,hinfallen::V,దొర్లు,жығылу
960,laufen::V,నడచు,жояу жүру
961,schreiten::V,అడుగుపెట్టుట,кадамдау
962,spazierengehen::V,పచారు చేయు,қыдыру
963,eilen::V,తొందరపడు,асығу
964,eilen::V,తొందరపడు,жеделдену
965,eilen::V,తొందరపడు,жедепдеу
966,sich beeilen::V,త్వరపెట్టు,асығу
967,sich beeilen::V,త్వరపెట్టు,жеделдену
968,sausen::V,విసరికొట్టు,заулау
969,rennen::V,పరుగెత్తు,жүгіру
970,springen::V,దుముకు,секіру
971,klettern::V,ఎక్కు,өрмелеп шығу
972,schaukeln::V,ఉయ్యాల ఊగు ,тербелу
973,kriechen::V,ప్రాకు,еңбектеу
974,schwimmen::V,ఈదు,жүзу
975,schwimmen::V,ఈదు,малту
976,schwimmen::V,ఈదు,қалықтау
977,tauchen::V,మునుగు,сүңгу
978,rudern::V,తెడ్లతోఁగడపు,есу
979,fahren::V,నడపు,бару
980,fliegen::V,ఎగురు,ұшу
981,gehen::V,పోవు,бару
982,weggehen::V,బయలుదేరు,кету
983,abfahren::V,విడిచిపోవు,жөнелу
984,anhalten::V,నిలుపు,тоқтау
985,hineingehen::V,ప్రవేశించు,кіру
986,eintreten::V,ప్రవేశించు,ену
987,kommen::V,వచ్చు,жету
988,ankommen::V,వచ్చి చేరు,келу
989,zurückkommen::V,తిరిగీవచ్చుట,қайту
990,bleiben::V,ఉండు,қалу
991,warten::V,కనిపెట్టు,тосу
992,erwarten::V,నిరిక్షించు,күту
993,suchen::V,వెదకు,іздеу
994,finden::V,కనుగొను,табу
995,versuchen::V,ప్రయత్నించు,талпыну
996,vorbereiten::V,తయారుచేయు,әзірлеу
997,lieben::V,ప్రేమించు,сүю
998,mögen::V,ఇష్టపడు,жарату
999,mögen::V,ఇష్టపడు,жақсы_көру
1000,lachen::V,నవ్వు,күлу
1001,lachen::V,నవ్వు,күлісу
1002,rühren::V,గుండె తాకు,көңілін бұзу
1003,weinen::V,వీడ్చు,жылау
1004,schimpfen::V,గొణుగు,ақырып-бақыру
1005,sich ärgern::V,అలుగు,ашулану
1006,sich fürchten::V,భయపడు,сескену
1007,fürchten::V,భయపడు,қауіптену
1008,fürchten::V,భయపడు,сақсыну
1009,fliehen::V,పాఱిపోపు,қашу
1010,fliehen::V,పాఱిపోపు,қашып кету
1011,flüchten::V,తప్పించుకొను,қашу
1012,flüchten::V,తప్పించుకొను,қашып кету
1013,sehen::V,చూచు,көру
1014,anschauen::V,చూచు,назар салу
1015,ansehen::V,కాచియుండు,тамашалау
1016,hören::V,విను,есту
1017,zuhören::V,విను,тыңдау
1018,zuhören::V,విను,құлақ қою
1019,probieren::V,చవిచూచుట,тату
1020,probieren::V,చవిచూచుట,дәм тату
1021,riechen::V,వాసనచూచు,иіскеу
1022,fühlen::V,స్పర్శించుట,сезу
1023,fühlen::V,స్పర్శించుట,сезіну
1024,scheinen::V,కనబడు,болып көріну
1025,zu sehen sein::V,చూవు,көріну
1026,vernehmen::V,విను,есту
1027,vernehmen::V,విను,есітіп қалу
1028,frieren::V,చలికి వడకు,тоңу
1029,frieren::V,చలికి వడకు,жаурау
1030,tun::V,చేయు,ету
1031,tun::V,చేయు,істеу
1032,können::V,గల,білу
1033,wollen::V,కోరు,қалау
1034,anfangen::V,ఆరంభించు,бастау
1035,beenden::V,ముగించు,бітіру
1036,beenden::V,ముగించు,адақтау
1037,beenden::V,ముగించు,тамамдау
1038,beenden::V,ముగించు,аяқтап шығу
1039,aufhören::V,నిలుపు,доғару
1040,gelingen::V,గెలుపాందు,жолы түсу
1041,geraten::V,వెలువడు,калу
1042,öffnen::V,తెఱచు,ашу
1043,öffnen::V,తెఱచు,ашып қою
1044,schließen::V,మూయు,жабу
1045,stellen::V,ఉంచు,қою
1046,stellen::V,ఉంచు,қойдыру
1047,setzen::V,ఉంచు,отырғызу
1048,legen::V,పెట్టు,салу
1049,legen::V,పెట్టు,калау
1050,berühren::V,తాకు,тию
1051,verbinden::V,చేర్చుట,байлап алу
1052,verbinden::V,చేర్చుట,сабақтастыру
1053,bedecken::V,మూయు,бүркеу
1054,aufhängen::V,వ్రేలాడదీయు,ілу
1055,aufhängen::V,వ్రేలాడదీయు,асып қою
1056,anzünden::V,వెలిగించు,тұтату
1057,aufheben::V,సేకరించు,көтеру
1058,zurücklassen::V,విడుచు,қалдыру
1059,verlieren::V,పోగొట్టుకొను,жоғалту
1060,fallen lassen::V,జాఱవిడుచు,құлатып алу
1061,fallen lassen::V,జాఱవిడుచు,қолдан түсіріп алу
1062,machen::V,చేయు,ету
1063,machen::V,చేయు,жасау
1064,machen::V,చేయు,жасап шығару
1065,herstellen::V,ఉత్పత్తిచేయు,жасап шығару
1066,bauen::V,నిర్మించు,тұрғызу
1067,reparieren::V,సరిచేయు,оңдау
1068,verbessern::V,వృద్ధి చేయు,дұрыстау
1069,ändern::V,మార్చు,өзгерту
1070,graben::V,త్రవ్వు,үңгу
1071,beugen::V,వంచు,буғу
1072,biegen::V,వంచు,ию
1073,biegen::V,వంచు,майыстыру
1074,drehen::V,నూలువడుకు,айналдыру
1075,wenden::V,త్రిప్పు,екінші жағын айналдыру
1076,umdrehen::V,త్రిప్పు,бұру
1077,heben::V,ఎత్తు,көтеру
1078,hochheben::V,ఎత్తు,жоғарылату
1079,hochheben::V,ఎత్తు,көтеру
1080,ergreifen::V,వశపఱచుకొను,бас_салу
1081,ergreifen::V,వశపఱచుకొను,шап_беріп_ұстап_алу
1082,ergreifen::V,వశపఱచుకొను,шап_беру
1083,ergreifen::V,వశపఱచుకొను,шап_ете_түсу
1084,halten::V,ఉంచు,тұту
1085,halten::V,ఉంచు,ұстау
1086,drücken::V,అణచు,басу
1087,schieben::V,నొక్కు,итеру
1088,kratzen::V,గోకు,қыру
1089,lecken::V,నాకు,жалау
1090,beißen::V,కఱచు,қабу
1091,beißen::V,కఱచు,тістеу
1092,beißen::V,కఱచు,қауып алу
1093,abreißen::V,తెగతెంచు,үзу
1094,abschneiden::V,తెగకొట్టు,қырқу
1095,binden::V,కట్టు,байланыстыру
1096,binden::V,కట్టు,байлап_алу
1097,binden::V,కట్టు,байластыру
1098,binden::V,కట్టు,байлау
1099,binden::V,కట్టు,буу
1100,binden::V,కట్టు,матау
1101,binden::V,కట్టు,сабақтастыру
1102,binden::V,కట్టు,ұштастыру
1103,stecken::V,తగులుకొనివుండుట,сұғу
1104,brechen::V,పగులగొట్టు,сындыру
1105,klopfen::V,కొట్టు,қағу
1106,hauen::V,కొట్టు,соғу
1107,kleben::V,అంటుకొను,желімдеу
1108,reiben::V,రాచు,үйкеу
1109,streichen::V,వ్యాపింపజేయు,сүйкеу
1110,schleifen::V,రాచు,егеу
1111,schleifen::V,రాచు,қайрау
1112,schleifen::V,రాచు,егеулеу
1113,schneiden::V,కోయు,кесу
1114,rütteln::V,కుదిలించుట,қозғау
1115,rütteln::V,కుదిలించుట,жұлмалау
1116,schütteln::V,కదల్చు,дірілдету
1117,schütteln::V,కదల్చు,селкілдету
1118,schwenken::V,ఊచుట,бұлғау
1119,schwenken::V,ఊచుట,сермеу
1120,schütten::V,పోయు,құю
1121,füllen::V,నింపు,толтыру
1122,einwickeln::V,చుట్టు,орау
1123,tragen::V,మోయు,алып жүру
1124,schleppen::V,ఈడ్చు,тарту
1125,ziehen::V,ఈడ్చు,тарту
1126,aufbewahren::V,కాపాడు,сақтау
1127,werfen::V,విసరు,лақтыру
1128,fangen::V,పట్టుకొను,қармау
1129,fangen::V,పట్టుకొను,қағып алу
1130,packen::V,పట్టుకొను,шап беру
1131,packen::V,పట్టుకొను,шап ете түсу
1132,packen::V,పట్టుకొను,шап беріп ұстап алу
1133,verstecken::V,దాచు,тығу
1134,verstecken::V,దాచు,жасыру
1135,teilen::V,భాగించు,бөлу
1136,schicken::V,పంపు,жіберу
1137,bringen::V,తెచ్చు,әкелу
1138,bringen::V,తెచ్చు,алып келу
1139,hinzufügen::V,చేర్చు,қосу
1140,hinzufügen::V,చేర్చు,үстеу
1141,bekommen::V,సంపాదించు,алу
1142,erhalten::V,పుచ్చుకొను,алмақ
1143,nehmen::V,తీసికొను,алу
1144,nehmen::V,తీసికొను,алмақ
1145,wählen::V,ఇష్టపడు,таңдау
1146,auswählen::V,ఏరుకొను,екшеу
1147,auswählen::V,ఏరుకొను,саралау
1148,auswählen::V,ఏరుకొను,сұрыптау
1149,auswählen::V,ఏరుకొను,сайлап алу
1150,bewahren::V,భద్రపఱుచు,сақтау
1151,behindern::V,అడ్డగించుట,оралғы болу
1152,verderben::V,చెఱచు,бүлдіру
1153,beschädigen::V,చెరుపుట,бұзу
1154,zerbrechen::V,పగులగొట్టు,уату
1155,zerreißen::V,చించు,жырту
1156,zerstören::V,వాశనము చేయు,қирату
1157,zerstören::V,వాశనము చేయు,талқандау
1158,verbrennen::V,కాల్చు,өртеу
1159,verbrennen::V,కాల్చు,жандыру
1160,verbrennen::V,కాల్చు,өртеп жіберу
1161,verbrennen::V,కాల్చు,жандырып жіберу
1162,geben::V,ఇచ్చు,беру
1163,reichen::V,అందుకొనుట,беру
1164,schenken::V,అర్పించు,тарту
1165,versprechen::V,వాగ్దత్తము చేయు,уәде беру
1166,wünschen::V,కోరు,тілеу
1167,loben::V,స్తుతించు,мақтау
1168,loben::V,స్తుతించు,дәріптеу
1169,küssen::V,ముద్దుపెట్టుకొను,сүю
1170,wiegen::V,ఊచుట,тербеу
1171,zudecken::V,మూయు,бүркеу
1172,wecken::V,నిద్రపలేపుట,ояту
1173,zeigen::V,చూవు,көрсету
1174,führen::V,దారిచూపు,ерту
1175,führen::V,దారిచూపు,жетектеу
1176,lehren::V,బోధించు,оқыту
1177,unterrichten::V,నేర్పు,оқыту
1178,aufziehen::V,పెంచు,бағу
1179,leiten::V,తీసుకపోవుట,басқару
1180,leiten::V,తీసుకపోవుట,жетекшілік ету
1181,antreiben::V,ప్రేరేపించు,асықтыру
1182,lassen::V,అనుమతించు,-ткізу
1183,lassen::V,అనుమతించు,мәжбүр ету
1184,einladen::V,ఆహ్వానించు,шақыру
1185,vereinigen::V,కూడుట,біріктіру
1186,vereinigen::V,కూడుట,біріктіріп қою
1187,besuchen::V,పోయి చూచు,кіріп шығу
1188,besuchen::V,పోయి చూచు,барып шығу
1189,treffen::V,కలియు,кездесу
1190,sich versammeln::V,కూర్చు,топталу
1191,spielen::V,ఆట లాడు,ойнау
1192,singen::V,పాడు,сайрау
1193,tanzen::V,నృత్యముచేయు,билеу
1194,sich trennen::V,ఎడబాయుట,айрылысу
1195,verlassen::V,విడుచు,тастау
1196,retten::V,తప్పించుట,құтқару
1197,bewachen::V,కాపాడు,күзету
1198,schützen::V,రక్షించు,жақтау
1199,schützen::V,రక్షించు,жақтасу
1200,verteidigen::V,రక్షించు,қорғау
1201,sich schlagen::V,జగడమాడు,алысу
1202,schießen::V,కాల్చు,ату
1203,siegen::V,గెలుచు,жеңу
1204,ärgern::V,పీడించుట,ашуландыру
1205,schlagen::V,కొట్టు,ұру
1206,treten::V,తన్ను,тебу
1207,stechen::V,కుట్టు,шаншу
1208,stoßen::V,గెంటు,түрту
1209,stehlen::V,దొంగిలించు,ұрлау
1210,stören::V,కలతపఱచు,кесірлен
1211,belästigen::V,పీడించు,мазасын алу
1212,verbergen::V,దాచు,сездірмеу
1213,täuschen::V,మోసము చేయు,жалған айту
1214,betrügen::V,మోసపుచ్చు,алдау
1215,betrügen::V,మోసపుచ్చు,алдап кету
1216,betrügen::V,మోసపుచ్చు,ақымақ қылу
1217,töten::V,చంపు,құрту
1218,töten::V,చంపు,өлтіру
1219,wohnen::V,నివసించు,мекендеу
1220,wohnen::V,నివసించు,өмір сүру
1221,arbeiten::V,పనిచేయు,істеу
1222,arbeiten::V,పనిచేయు,еңбектену
1223,sammeln::V,ప్రోగుచేయు,жыю
1224,pflücken::V,యేరుట,жұлу
1225,jagen::V,వేటాడు,аулау
1226,fischen::V,వెదకు,балык_аулау
1227,fassen::V,పట్టుకొమ,ұстау
1228,hüten::V,మందచేరుట,жаю
1229,hüten::V,మందచేరుట,бағу
1230,treiben::V,నడపు,айдау
1231,anbinden::V,కట్టు,байлау
1232,füttern::V,భోజనము పెట్టు,ас ішкізу
1233,füttern::V,భోజనము పెట్టు,азықтандыру
1234,füttern::V,భోజనము పెట్టు,қоректендіру
1235,melken::V,పాలు పితుకు,сауу
1236,hacken::V,నఱకు,турау
1237,gießen::V,నీళ్ళుకట్టుట,суару
1238,reifen::V,పండుట,жетілу
1239,zubereiten::V,వండు,даяр ету
1240,kochen::V,వండు,асу
1241,backen::V,రొట్టెకాల్చు,пісіру
1242,braten::V,వేపు,қуыру
1243,umrühren::V,కదులుట,былғалау
1244,umrühren::V,కదులుట,сапырылыстыру
1245,stricken::V,అల్లు,торлау
1246,stricken::V,అల్లు,тоқу
1247,nähen::V,కుట్టు,тігу
1248,färben::V,రంగు వేయు,бояу
1249,färben::V,రంగు వేయు,сырлау
1250,reinigen::V,శుభ్రము చేయు,аршу
1251,reinigen::V,శుభ్రము చేయు,тазалау
1252,waschen::V,కడుగు,жуу
1253,abwischen::V,తుడుచు,сүрту
1254,spülen::V,నీటిలో జడించు,шаю
1255,fegen::V,ఊడ్చు,сыпыру
1256,kehren::V,ఊడ్చు,сыпыру
1257,baden::V,స్నానము చేయు,шомылу
1258,sich waschen::V,కడుగు,жуыну
1259,ausziehen::V,విప్పు,шешу
1260,anziehen::V,ధరించు,кигізу
1261,sich anziehen::V,బట్టలు వేసుకొను,киіну
1262,sich anziehen::V,తొడుగుకొను,киіну
1263,kämmen::V,దువ్వుట,тарау
1264,schmücken::V,అలంకరించు,әсемдеу
1265,schmücken::V,అలంకరించు,мәнерлеу
1266,schmücken::V,అలంకరించు,көріктендіру
1267,sagen::V,చెప్పు,деу
1268,sagen::V,చెప్పు,айту
1269,sprechen::V,చెప్పు,деу
1270,sprechen::V,చెప్పు,айту
1271,reden::V,మాటలాడు,сөйлеу
1272,reden::V,మాటలాడు,сөйлесу
1273,reden::V,మాటలాడు,тіл қатысу
1274,sich unterhalten::V,ముచ్చటలాడు,сұхбаттасу
1275,fragen::V,ప్రశ్నించు,сұрау
1276,bitten::V,కోరు,өтіну
1277,bitten::V,కోరు,жалыну
1278,erzählen::V,చెప్పు,айту
1279,mitteilen::V,తెలియజేయు,білдіру
1280,nennen::V,పేరు వెట్టు,атау
1281,rufen::V,పిలుచు,шақыру
1282,prahlen::V,జల్లి,бөсу
1283,übersetzen::V,తర్జుమాచేయు,аудару
1284,denken::V,ఆలోచించు,ойлау
1285,glauben::V,నమ్ము,нану
1286,glauben::V,నమ్ము,илану
1287,bemerken::V,గుర్తించు,аңғару
1288,erkennen::V,గుర్తించు,тану
1289,begreifen::V,గ్రహించు,ұғу
1290,begreifen::V,గ్రహించు,аңғарып алу
1291,verstehen::V,గ్రహించు,пайым
1292,verstehen::V,గ్రహించు,түсіну
1293,lernen::V,నేర్చు కొను,оқу
1294,wissen::V,తెలిసికొను,хабардар болу
1295,sich erinnern an::V,జ్ఞాపకముంచుకొను,еске түсіру
1296,vergessen::V,మఱచిపోవు,ұмыту
1297,messen::V,కొలుచుట,өлшеу
1298,zählen::V,లెక్కపెట్టు,санау
1299,rechnen::V,లెక్కపెట్టు,санап шығару
1300,rechnen::V,లెక్కపెట్టు,санап шығу
1301,rechnen::V,లెక్కపెట్టు,санау
1302,lesen::V,చదువు,оқу
1303,malen::V,పూనుట,сурет салу
1304,zeichnen::V,వ్రాసుట,сурет салу
1305,schreiben::V,వ్రాయు,жазу
1306,besitzen::V,కలిగియుండు,болу
1307,kaufen::V,కొను,алу
1308,kaufen::V,కొను,әперу
1309,verkaufen::V,అమ్ము,сату
1310,bezahlen::V,చెల్లించు,төлеу
1311,bezahlen::V,చెల్లించు,ақы беру
1312,bezahlen::V,చెల్లించు,ақы төлеу
1313,zahlen::V,చెల్లించు,төлеу
