,Concept_ID,zh,ady
152,Maus::N,老鼠,цыгъо́
153,Wolf::N,狼,тыгъу́жъ
154,Vogel::N,鸟,бзы́у
155,Schwarm::N,群,отэр
156,Huhn::N,鸡,чэты́
157,Hahn::N,公鸡,атакъэ́
158,Gans::N,鹅,къа́з
159,Adler::N,鹰,
160,Ente::N,鸭,псычэ́т
161,Eule::N,猫头鹰,тыгъурыгъу
162,Kranich::N,鹤,къэрэ́у
163,Krähe::N,乌鸦,къолэ́жъ
164,Kuckuck::N,布谷鸟,куку́у
165,Schwan::N,天鹅,
166,Fisch::N,鱼,пцэжъы́й
167,Barsch::N,鲈鱼,тхыкъэц
168,Hecht::N,狗鱼,лэнд
169,Schlange[Tier]::N,蛇,блэ́
170,Wurm::N,蠕虫,хьамлыу
171,Spinne::N,蜘蛛,бэдж
172,Ameise::N,蚂蚁,къамзэ́гу
173,Laus::N,虱子,цӏэ
174,Mücke::N,蚊子,аргъо́й
175,Fliege::N,苍蝇,бадзэ́
176,Schmetterling::N,蝴蝶,хьампӏыра́шъу
177,Beere::N,将果,маткӏо
178,Apfel::N,苹果,мыӏэры́с
179,Pilz::N,蘑菇,хьаӏу
180,Zwiebel::N,洋葱,бжьыны́
181,Saat::N,种子,чылапхъ
182,Korn::N,谷粒,цэ
183,Heu::N,干草,мэкъу
184,Schale::N,壳,кӏы́шъу
185,Grube::N,坑,машэ́
186,Falle::N,圈套,зэраубытырэ́ ӏэмэпсы́м
187,Schlinge::N,活扣,бзыуубыт
188,Spur::N,踪迹,ужы
189,Spur::N,踪迹,лъэуж
190,Asche::N,灰烬,яжьэ́
191,Dreck::N,污垢,псынжъы
192,Eisen::N,铁,гыучӏы́
193,Eisen::N,铁,къэнджа́л
194,Gold::N,金子,дышъэ́
195,Silber::N,银,тыжьы́н
196,Kohle::N,煤,шӏомыкӏ
197,Glas::N,玻璃,апч
198,Lehm::N,粘土,етӏагъо́
199,Sand::N,沙,пшахъо
200,Mensch::N,人,цӏыфы́
201,Mann::N,男子,хъулъфы́гъ
202,Frau::N,妇女,бӏылъфыгъэ́
203,Kind::N,小孩,кӏэлэцӏы́кӏу
204,Junge::N,男孩,кӏэлэцӏы́кӏу
205,Mädchen::N,女孩,пшъэшъэжъый
206,Familie::N,家庭,быны́
207,Familie::N,家庭,уна́гъу
208,Großvater::N,祖父,тэтэ́жъ
209,Großmutter::N,祖母,нэнэ́жъ
210,Eltern::N,父母,ны-тыхэ́р
211,Vater::N,父亲,ты
212,Mutter::N,母亲,ны
213,Sohn::N,儿子,къо
214,Tochter::N,女儿,пхъу
215,Bruder::N,兄弟,шы
216,Schwester::N,姐妹,шы́пхъу
217,Onkel::N,伯父,янэ́ш
218,Tante::N,阿姨,атэшыпхъу
219,Ehemann::N,丈夫,лӏы
220,Ehefrau::N,妻子,шъу́з
221,Freude::N,愉快,гушӏуа́гъу
222,Gelächter::N,大笑,щхыныр
223,Glück::N,运气,насы́п
224,Kummer::N,苦恼,тхьамыкӏагъу
225,Wunsch::N,愿望,шӏонгъоны́гъ
226,Lust::N,乐趣,шӏонгъоны́гъ
227,Geist::N,精神,гу
228,Gedanke::N,思想,гупшыс
229,Gedächtnis::N,记性,память
230,Verstand::N,理智,акъы́л
231,Sinn::N,感觉,мэхьанэ
232,Grund::N,理由,ушъхьагъу
233,Wahrheit::N,真理,шъыпкъэ́
234,Gespräch::N,谈话,гущыӏ
235,Märchen::N,童话,пшысэ
236,Erzählung::N,故事,къэба́р
237,Nachricht::N,消息,къэба́р
238,Neuigkeit::N,新闻,къэбарыкӏ
239,Name::N,名字,цӏэ
240,Rätsel::N,谜语,коджэхь-къоджэшх
241,Rede::N,讲话,гущыӏ
242,Sprache::N,语言,бзэ
243,Stimme::N,声音,макъэ́
244,Wort::N,词,гущыӏ
245,Zeichen::N,标记,тамы́гъ
246,Ruf::N,呼喊,джэ макъ
247,Lärm::N,噪音,макъэ
248,Laut::N,响声,макъэ
249,Ton::N,声音,
250,Lied::N,歌曲,орэ́д
251,Ruhe::N,安静,самбырыныгъ
252,Leute::N,人们,цӏыфхэ́р
253,Volk::N,人民,цӏыф лъэпкъ
254,Arbeit::N,劳动,ӏофшӏакӏэ́н
255,Gast::N,客人,хьакӏэ́
256,Geschenk::N,礼物,шӏухьафтын
257,Spiel::N,游戏,еоны́р
258,Spiel::N,游戏,джэгуны́р
259,Spiel::N,游戏,къегъэӏоны́р
260,Gesellschaft::N,陪同,обществ
261,Hilfe::N,帮助,ӏэпыӏэгъу
262,Freund::N,朋友,ныбджэгъу
263,Kamerad::N,同志,ныбджэгъу
264,Angelegenheit::N,事情,ӏофы́
265,Anzahl::N,数目,пчъагъэ́
266,Art::N,种类,изэрэщы́т
267,Art::N,种类,лъэпкъ
268,Stück::N,块,такъы́р
269,Teil::N,部分,щыщ
270,Teil::N,部分,ӏахь
271,Hälfte::N,一半,ныкъо́
272,Kreis::N,圆,хъура́й
273,Kreuz::N,十字架,къащ
274,Linie::N,线条,хъахъ
275,Linie::N,线条,итхъа́гъ
276,Strich::N,划,хъахъ
277,Strich::N,划,итхъагъ
278,Abstand::N,距离,азыфагу
279,Entfernung::N,距离,чӏыгууанэ
280,Gegend::N,地区,чӏыпӏэ́
281,Platz::N,场所,азыфагу
282,Ort::N,地点,чӏыпӏэ́
283,Seite::N,面,лъэны́къу
284,Mitte::N,中间,гузэ́гу
285,Gegenstand::N,物品,пкъыгъо
286,Sache::N,物,
287,Rand::N,边,цакӏэ́
288,Kante::N,棱,цэгэналъ
289,Ecke::N,角,къогъу
290,Spitze::N,尖,пакӏэ
291,Ende::N,结尾,кӏэ
292,Loch::N,洞,гъуа́н
293,Winkel::N,角度,къогъу
294,Muster::N,模型,тхыпхъэ
295,Größe::N,大小,иина́гъ
296,Länge::N,长度,икӏыхьа́гъ
297,Höhe::N,高度,лъэгагъ
298,Gewicht::N,重量,онтэгъугъэ́
299,Menge::N,数量,пчъагъэ́
300,Haufen::N,堆,ӏат
301,Reihe::N,行,саты́р
302,Boot::N,小船,къуашъо́
303,Ruder::N,奖,къошъобэ́щ
304,Schlitten::N,雪橇,
305,Ski::N,雪板,лыжэхэр
306,Lagerfeuer::N,营火,пхъэмашӏу
307,Last::N,负担,
308,Gang::N,行走,кӏоныр
309,Schritt::N,步伐,лъэубэ́къу
310,Norden::N,北,темы́р
311,Süden::N,南,къыблэ́
312,Westen::N,西,тыгъэкъохьа́пӏ
313,Osten::N,东,тыгьэкъокӏы́пӏ
314,Holz::N,木材,чъыгы́
315,Brett::N,木板,пхъэ́мбгъу
316,Platte::N,平板,упсыхьагъ
317,Stütze::N,支架,кӏэгъэкъон
318,Stange::N,杆,къорэ́гъ
319,Stock::N,棒,бэщ
320,Stab::N,棍,бэщ кӏы́хь
321,Rohr::N,管子,онджэкъ
322,Haus::N,房屋,унэ́
323,Heim::N,家,унэ́
324,Ofen::N,炉子,гъэжъэн
325,Fußboden::N,地板,джэхашъу
326,Tisch::N,桌子,стол
327,Stuhl::N,椅子,пхъэнтӏэ́кӏу
328,Wiege::N,摇蓝,кушъэ́
329,Bett::N,床,пӏэкӏо́р
330,Regal::N,架子,мэкӏай
331,Kiste::N,箱子,ящык
332,Fenster::N,窗户,шъхьаныгъу́пчъ
333,Tür::N,门,пчъэ
334,Tor::N,大门,къэла́пчъ
335,Zaun::N,篱笆,шӏыхьагъэ́
336,Dach::N,屋顶,шъхьэ́
337,Leiter::N,梯子,лъэо́й
338,Leiter::N,梯子,дэкӏояпӏэ́
339,Besen::N,扫帚,пхъэнкӏы́пхъ
340,Spaten::N,铁锹,къазгъы́р
341,Schaufel::N,铁锹,хэӏалъ
342,Gabel::N,叉,цацэ
343,Löffel::N,食匙,джэмы́шх
344,Messer::N,刀,шъэжъы́й
345,Nagel::N,钉子,гъучӏыӏу́н
346,Netz::N,网,хъытыу
347,Haken::N,钩子,хьажтӏаркъу
348,Griff::N,把柄,къопс
349,Schloss::N,锁,ӏункӏы́бз
350,Bild::N,图画,сурэ́т
351,Figur::N,人像,
352,Puppe::N,娃娃,нысхъа́п
353,Beutel::N,袋子,дзыо́
354,Bündel::N,捆,
355,Tasche::N,手提包,ӏэлъмэ́къ
356,Eimer::N,桶,щалъ
357,Deckel::N,盖子,шъхьэ
358,Geschirr::N,餐具,хьакъу-шыкъу
359,Sack::N,袋子,дзыо́
360,Tasse::N,杯子,чашк
361,Topf::N,锅,кастрюль
362,Kessel::N,水壶,шыуа́н
363,Essen::N,进餐,шхэн
364,Nahrung::N,食物,шхэн
365,Speise::N,菜肴,шхыныгъу
366,Fleisch::N,肉,лы
367,Getreide::N,谷物,лэжьыгъацэ́
368,Brei::N,粥,пӏастэ́
369,Brot::N,面包,хьалыгъу
370,Scheibe::N,片,такъы́р
371,Fett::N,脂肪,дагъэ́
372,Butter::N,黄油,тхъу
373,Öl::N,油,тхъу
374,Salz::N,盐,щыгъу
375,Suppe::N,汤,хьантхъупс
376,Honig::N,蜂蜜,шъоу́
377,Milch::N,奶,щэ
378,Tee::N,茶,щай
379,Leder::N,皮革,кӏы́шъу
380,Wolle::N,毛线,цы
381,Stoff::N,织物,шэкӏы
382,Nadel::N,针,бгъэ́хаӏу
383,Faden::N,线,ӏуда́н
384,Knopf::N,纽扣,занкӏэу
385,Knoten::N,结,зэкъодзапӏэ
386,Farbe::N,颜色,краск
387,Kleidung::N,衣服,щыгъы́ны
388,Hemd::N,衬衫,джан
389,Kragen::N,领子,пшъапӏ
390,Ärmel::N,袖子,гъуап
391,Hose::N,裤子,гъончэ́дж
392,Gürtel::N,腰带,бгыры́пх
393,Mütze::N,帽子,паӏо́
394,Schuh::N,鞋,
395,Stiefel::N,靴子,щазым
396,Ring::N,戒指,ӏэлъы́н
397,Band::N,带子,лент
398,Kamm::N,梳子,мажь
399,Spiegel::N,镜子,гъундж
400,Riemen::N,皮带,бгыры́пх
401,Schnur::N,绳子,кӏапсэ́
402,Leine::N,皮带,шъокӏапс
403,Decke::N,被子,чыхӏэн
404,Kissen::N,软垫,шъхьант
405,Tuch::N,巾,шъхьэтехъу
406,Handtuch::N,手巾,ӏаплъэкӏ
407,Kraft::N,力,къары́у
408,Kraft::N,力,кӏуачӏэ́
409,Stärke::N,力量,кӏуачӏэ́
410,Gesundheit::N,健康,псауныгъ
411,Krankheit::N,病,узы
412,Schmerz::N,痛,узы
413,Wunde::N,伤口,уӏагъэ́
414,Fieber::N,发烧,техьа́гъу
415,Fieber::N,发烧,жъоку
416,Arznei::N,药,ӏэзэ́гъу
417,Brücke::N,桥,лъэмы́д ж
418,Brunnen::N,井,псынэ́
419,Weide::N,牧场,хъупӏэ́
420,Pfad::N,小路,лъагъу
421,Weg::N,路,гъо́гу
422,Straße::N,街,гъо́гу
423,Dorf::N,村庄,къуа́дж
424,Stadt::N,城市,къалэ́
425,Brief::N,信,тхэн
426,Brief::N,信,письмэ
427,Buch::N,书,тхы́лъ
428,Buchstabe::N,字母,хьары́ф
429,Zeitung::N,报纸,газет
430,Leben::N,生命,гъашӏэ́
431,Tod::N,死亡,аджал
432,Grab::N,坟墓,бэны́
433,Kirche::N,教堂,чылы́с
434,Sünde::N,罪,гунахь
435,Gott::N,上帝,тхьэ
436,Arbeiter::N,工人,рабоч
437,Chef::N,上司,гъэр
438,Meister::N,师傅,ӏэпыӏа́с
439,Arzt::N,医生,
440,Lehrer::N,教师,кӏэлэегъа́дж
441,Geld::N,钱,ахъщ
442,Geschäft::N,交易,ӏофшӏэн
443,Laden::N,商店,туча́н
444,Preis::N,价格,уасэ́
445,Ware::N,商品,хьап-щып
446,Nutzen::N,好处,чар
447,Nutzen::N,好处,федэ́
448,Reichtum::N,财富,байныгъ
449,Welt::N,世界,дуна́й
450,Land::N,国家,хэгъэ́́гу
451,Staat::N,国家,къэралыгъу
452,König::N,国王,пачъы́хь
453,Macht::N,权力,шынэгъакзэ́
454,Grenze::N,边界,гъуна́пкъ
455,Krieg::N,战争,зао́
456,Feind::N,敌人,пы́и
457,Gewalt::N,暴力,егъэзыгъэныгъ
458,Kampf::N,战斗,бэнэныгъ
459,Bogen[Waffe]::N,弓,щабз
460,Pfeil::N,箭,щэбза́щ
461,Gewehr::N,枪,шхонч
462,Fehler::N,错误,хэукъоныгъ
463,Lüge::N,谎话,пцӏы
464,Schaden::N,损失,зэра́р
465,Unglück::N,不幸,тхьамыкӏагъу
466,Schuld::N,过错,мысагъэ́
467,Alter::N,年龄,ныбжь
468,Schluss::N,结束,кӏэ
469,Zeit::N,时间,уахътэ́
470,Tag::N,天,мафэ́
471,Morgen::N,早晨,пчэды́жь
472,Mittag::N,中午,щэджагьу́
473,Abend::N,晚上,пчыхьэ́
474,Nacht::N,夜,чэщы́
475,Woche::N,星期,тхьамафэ́
476,Monat::N,月,мазэ́
477,Jahr::N,年,илъэ́с
478,Frühling::N,春天,гъатхэ́
479,Sommer::N,夏天,гъэмафэ́
480,Herbst::N,秋天,бжыхьэ́
481,Winter::N,冬天,кӏыма́ф
482,Januar::N,一月,январь
483,Februar::N,二月,февраль
484,März::N,三月,март
485,April::N,四月,апрель
486,Mai::N,五月,май
487,Juni::N,六月,июнь
488,Juli::N,七月,июль
489,August::N,八月,август
490,September::N,九月,сентябрь
491,Oktober::N,十月,октябрь
492,November::N,十一月,ноябрь
493,Dezember::N,十二月,декабрь
494,Montag::N,星期一,блыпэ́
495,Dienstag::N,星期二,гъубдж
496,Mittwoch::N,星期三,бэрэскэжъый
497,Donnerstag::N,星期四,мэфэ́ку
498,Freitag::N,星期五,бэрэскэшху
499,Samstag::N,星期六,шэмбэ́т
500,Sonntag::N,星期日,тхьаума́ф
501,groß::A,大,ины́
502,klein::A,小,цӏы́кӏу
503,lang::A,长,кӏыхьэ́
504,kurz::A,短,кӏэкӏы́
505,breit::A,宽,шъуамбгъо́
506,schmal::A,细长的,бгъузэ́
507,dicht::A,密,ӏужъу́
508,dick[Gegenstand]::A,厚,ӏужъу́
509,dünn::A,薄,пӏуакӏэ́
510,fein::A,细小,пӏуакӏэ́
511,fest::A,固体,пытэ́
512,flach::A,平坦,тешъо́
513,glatt::A,光滑,зэны́бжь
514,hart::A,硬,пытэ́
515,weich::A,软,шъабэ́
516,rund::A,圆,хъура́й
517,spitz::A,尖,папцӏэ́
518,scharf::A,锋利,чан
519,stumpf::A,钝,цако́
520,schwer::A,重,онтэ́гъу
521,schön::A,美丽,дахэ́
522,heiß::A,烫,жъо́ркъ
523,warm::A,暖和,фабэ́у
524,kalt::A,冷,чъыӏэ́
525,kühl::A,凉,чъыӏэтагъ
526,frisch::A,新鲜,чъыӏэтагъ
527,feucht::A,潮湿,шынагъэ зиӏэ
528,feucht::A,潮湿,шынэгъакӏэ зиӏэ
529,nass::A,湿,цӏынэ́
530,trocken::A,干,гъушъ
531,trocken::A,干,чъэпхъыгъ
532,voll::A,满,из
533,voll::A,满,изыбз
534,leer::A,空,нэкӏы́
535,offen::A,敞开,зэдэхыгъэ
536,geschlossen::A,关闭,зэфэшӏыгъ
537,sauber::A,干净,къабзэ́
538,schmutzig::A,肮脏,шӏо́и
539,roh::A,生,мыжъо́
540,reif::A,成熟,чъэпхъыгъ
541,lecker::A,好吃,го́хьы
542,süß::A,甜,ӏэшӏу
543,bitter::A,苦,дыджы́
544,sauer::A,酸,хафэ́
545,hell::A,亮,нэфын
546,dunkel::A,阴暗,мэзэхэ
547,schwarz::A,黑,шӏуцӏэ
548,weiß::A,白,фыжьы́
549,rot::A,红,плъыжьы́
550,gelb::A,黄,гъожьы́
551,blau::A,蓝,шхъуантӏэ
552,grün::A,绿,шхъуантӏэ
553,grau::A,灰色,шхъо
554,bunt::A,五彩,къолэны
555,billig::A,便宜,пыут
556,teuer::A,贵,сикӏа́с
557,teuer::A,贵,силъа́пӏ
558,wertvoll::A,贵重,пкӏэ зиӏ
559,wertvoll::A,贵重,уасэ́ зыфа́шӏ
560,blind::A,瞎,нэшъу́
561,taub::A,聋,дэгу
562,kräftig::A,强壮,лъэ́ш
563,stark::A,强壮,лъэ́ш
564,schwach::A,弱,хъыбэй
565,fett::A,胖,пщэры́
566,schlank::A,苗条,ищыгъэ
567,hübsch::A,漂亮,дахэ́
568,böse::A,邪恶,ябгэ
569,dumm::A,笨,делэ
570,faul::A,懒惰,шъхьахы́нэ
571,fleißig::A,勤奋,егугъурэ
572,geizig::A,吝啬,тхьацэ
573,klug::A,聪明,акъылышӏу́
574,geschickt::A,灵巧,ӏэпэӏэсэ́
575,geschickt::A,灵巧,шо́у шӏыгъэ́
576,lieb::A,可爱,псэм фэд
577,lustig::A,快乐,чэф
578,sanft::A,柔和,ӏушъа́б
579,hungrig::A,饥饿,гъаблэ́
580,krank::A,患病,сыма́дж
581,nackt::A,裸体,пцӏанэ́
582,traurig::A,悲哀,нэшхъэй
583,lebendig::A,活,
584,gut::A,好,дэгъу́
585,schlecht::A,坏,дэи
586,richtig::A,正确,тэрэз
587,schlimm::A,糟糕,щынэгъо
588,wahr::A,真,шъыпкъэ́
589,alt::A,旧,жъы
590,neu::A,新,кӏэ
591,ehemalig::A,以前,-щтыгъэ
592,ehemalig::A,以前,-гъэ
593,alt[Lebewesen]::A,老,жъы
594,jung::A,年轻,ныбжьыкӏэ́
595,arm::A,贫穷,тхьамы́кӏ
596,reich::A,富裕,бай
597,bekannt::A,出名,нэӏуа́с
598,berühmt::A,著名,цӏэры́ӏу
599,fremd::A,陌生,хымэ
600,verschieden::A,不同,зэфэшъхьафы
601,nah::A,近,благъэ́
602,fern::A,遥远,чыжьэ
603,linker::A,左,сэмэ́гу
604,rechter::A,右,джабгъу
605,anderer::A,别的,нэмы́кӏ
606,erster::A,第一,апэр
607,zweiter::A,第二,я́тӏонэр
608,dritter::A,第三,ящэнэр
609,letzter::A,最后,аужыр
610,allein::ADV,单独,зы
611,auf einmal::ADV,同时,ардэдэм
612,auf einmal::ADV,同时,асыхьатым
613,zusammen::ADV,一起,зэгъусэхэ́у
614,lange::ADV,许久,бэрэ́
615,plötzlich::ADV,忽然,зэкӏэм
616,sofort::ADV,立刻,ардэдэм
617,sofort::ADV,立刻,асыхьатым
618,später::ADV,以后,нэужым
619,jetzt::ADV,现在,джы
620,heute::ADV,今天,непэ́
621,morgen::ADV,明天,неу́щы
622,bald::ADV,即将,псынкӏэу
623,dann::ADV,然后,нэужым
624,gestern::ADV,昨天,тыгъуа́с
625,einst::ADV,曾经,зэгорэ́м
626,damals::ADV,当时,армэ
627,damals::ADV,当时,ащыгъум
628,danach::ADV,随后,нэужым
629,vorher::ADV,事先,нахьыпэм
630,zuerst::ADV,首先,
631,einmal::ADV,一次,зэ
632,manchmal::ADV,有时,
633,oft::ADV,时常,бэрэ
634,immer::ADV,总是,ренэ́у
635,niemals::ADV,从未,
636,hier::ADV,这里,
637,hierhin::ADV,到这里,
638,von hier::ADV,由此,
639,dort::ADV,那里,модэ
640,dorthin::ADV,到那里,модэ́
641,geradeaus::ADV,一直往前,занкӏэу
642,vorwärts::ADV,向前,ыпэкӏэ
643,rückwärts::ADV,向后,ыужыкӏэ́
644,zurück::ADV,退后,ыужыкӏэ́
645,unten::ADV,下面,ычӏэкӏэ́
646,hinab::ADV,向下,ычӏэгъы́
647,hinab::ADV,向下,ычӏэкӏэ́
648,oben::ADV,上面,ышъхьагъы
649,hinauf::ADV,向上,ышъхьагъыкӏэ
650,überall::ADV,到处,тыди́
651,überall::ADV,到处,тыдэкӏи́
652,nicht::ADV,不,-п
653,nicht::ADV,不,мы-
654,ein wenig::ADV,一点儿,тӏэкӏу
655,kaum::ADV,几乎不,къоды́й
656,sehr::ADV,很,дэд
657,so::ADV,如此,ащ фэд
658,so::ADV,如此,мыщ фэд
659,so::ADV,如此,джащ фэд
660,noch::ADV,还,джыри
661,nur::ADV,只,ныӏэ́п
662,schon::ADV,已经,
663,wieder::ADV,又,джыри
664,vor::PRP,在...面前,пашъхьэ́
665,hinter::PRP,在...背后,кӏы́б
666,unter::PRP,在...下面,чӏэ-
667,durch::PRP,穿过,пхыры-
668,neben::PRP,在...旁,дэжь
669,zwischen::PRP,在...之间,азыфа́гу
670,wegen::PRP,由于,къы-
671,dies::PRN,这,ар
672,das::PRN,那,а
673,das::PRN,那,мо
674,alles::PRN,一切,зэкӏэ́
675,ich::PRN,我,сэ
676,du::PRN,你,о
677,er::PRN,他,ар
678,wir::PRN,我们,тэ
679,ihr::PRN,你们,шъо
680,sie::PRN,她,ахэр
681,was::FPRN,什么,сыд
682,wer::FPRN,谁,хэт
683,wo::FADV,哪里,тыдэ́
684,wohin::FADV,去哪里,тыдэ́
685,wie::FADV,怎么,сыдэущтэ́у
686,warum::FADV,为什么,сыд пае́
687,wieviel::FNUM,多少,тхьапш
688,wieviel::FNUM,多少,сыд фэди́з
689,eins::NUM,一,зы
690,zwei::NUM,二,тӏу
691,drei::NUM,三,щы
692,vier::NUM,四,плӏы
693,fünf::NUM,五,тфы
694,sechs::NUM,六,хы
695,sieben::NUM,七,блы
696,acht::NUM,八,и
697,neun::NUM,九,бгъу
698,zehn::NUM,十,пшӏы
699,elf::NUM,十一,пшӏыкӏузы́
700,zwölf::NUM,十二,пшӏыкӏутӏу
701,zwanzig::NUM,二十,тӏокӏы́
702,dreißig::NUM,三十,щэкӏы
703,vierzig::NUM,四十,тӏокӏи́тӏу
704,fünfzig::NUM,五十,шъэны́ыкъу
705,sechzig::NUM,六十,тӏокӏи́щ
706,siebzig::NUM,七十,тӏокӏищырэ́ пшӏырэ́
707,achtzig::NUM,八十,тӏокӏи́пӏ
708,neunzig::NUM,九十,тӏокӏиилӏырэ́ пшӏырэ́
709,hundert::NUM,百,шъэ
710,tausend::NUM,千,мин
711,und::CNJ,和,ыкӏи
712,oder::CNJ,或者,е
713,stehen::V,站,ущытын
714,stehen::V,站,умыхъыен
715,sitzen::V,坐,уисын
716,sitzen::V,坐,утесын
717,liegen::V,躺着,телъы́н
