,Concept_ID,tt,ru
831,zittern::V,калтырау,дрожать
832,zittern::V,калтырану,дрожать
833,leben::V,яшәү,жить
834,leben::V,гомер итү,жить
835,geboren werden::V,туу,родиться
836,atmen::V,сулау,дышать
837,trinken::V,эчү,пить
838,essen::V,ашау,есть
839,essen::V,ашау,кушать
840,schlucken::V,йоту,глотать
841,müde werden::V,ялыгу,устать
842,müde werden::V,йөгенү,устать
843,einschlafen::V,йокыга китү,заснуть
844,schlafen::V,йоклау,спать
845,aufwachen::V,уяну,проснуться
846,aufstehen::V,тору,встать
847,sich erholen::V,ял алу,отдыхать
848,sich erholen::V,истирахәт итү,отдыхать
849,krank werden::V,чирләү,заболеть
850,krank sein::V,чирләү,болеть
851,schmerzen::V,авырту,болеть
852,husten::V,ютәлләү,кашлять
853,genesen::V,савыгу,поправиться
854,genesen::V,сәламәтләнү,поправиться
855,sterben::V,үлү,умереть
856,sterben::V,дөнья кую,умереть
857,sterben::V,вафат булу,умереть
858,umkommen::V,үлү,погибнуть
859,sich bewegen::V,йөрү,двигаться
860,sich rühren::V,кыймылдау,шевельнуться
861,sich erheben::V,басу,встать
862,sich setzen::V,утыру,сесть
863,hinfallen::V,егылу,упасть
864,laufen::V,җәяүләү,ходить
865,schreiten::V,атлау,шагать
866,spazierengehen::V,йөрү,гулять
867,spazierengehen::V,йөргенү,гулять
868,eilen::V,ашыгу,спешить
869,sich beeilen::V,ашыгу,торопиться
870,sich beeilen::V,кызулау,торопиться
871,sausen::V,җилдерү,мчаться
872,rennen::V,йөгерү,бегать
873,springen::V,сикерү,прыгать
874,klettern::V,үрмәләү,лазать
875,schaukeln::V,атыну,раскачиваться
876,kriechen::V,шуышу,ползать
877,kriechen::V,үрмәләү,ползать
878,schwimmen::V,йөзү,плавать
879,tauchen::V,чуму,нырять
880,rudern::V,ишү,грести
881,fahren::V,бару,ехать
882,fliegen::V,очу,летать
883,gehen::V,йөрү,идти
884,weggehen::V,китү,уйти
885,abfahren::V,кузгалу,отправиться
886,anhalten::V,тукталу,остановиться
887,hineingehen::V,инү,входить
888,eintreten::V,инү,войти
889,kommen::V,килү,прийти
890,ankommen::V,бару,прибыть
891,zurückkommen::V,кире кайту,возвратиться
892,bleiben::V,калу,остаться
893,warten::V,көтү,ждать
894,erwarten::V,көтү,ожидать
895,suchen::V,эзләү,искать
896,finden::V,табу,найти
897,versuchen::V,маташу,пытаться
898,vorbereiten::V,хәзерләү,подготовить
899,lieben::V,сөю,любить
900,lieben::V,ярату,любить
901,mögen::V,өнәү,любить
902,lachen::V,көлү,смеяться
903,rühren::V,дулкынландыру,растрогать
904,weinen::V,елау,плакать
905,schimpfen::V,сүгү,ругаться
906,schimpfen::V,сүгенү,ругаться
907,sich ärgern::V,ачулану,сердиться
908,sich fürchten::V,курку,бояться
909,fürchten::V,калтырау,бояться
910,fürchten::V,калтырану,бояться
911,fliehen::V,арка бирү,убегать
912,flüchten::V,качу,убежать
913,sehen::V,күрү,видеть
914,anschauen::V,карау,посмотреть
915,ansehen::V,карау,смотреть
916,ansehen::V,күзәтү,смотреть
917,hören::V,ишетү,слышать
918,zuhören::V,тыңлау,слушать
919,probieren::V,тату,пробовать
920,riechen::V,иснәү,нюхать
921,fühlen::V,тою,чувствовать
922,fühlen::V,сизү,чувствовать
923,scheinen::V,күренү,казаться
924,zu sehen sein::V,күренү,виднеться
925,vernehmen::V,ишетү,услышать
926,frieren::V,өшү,мерзнуть
927,frieren::V,күшегү,мерзнуть
928,tun::V,итү,делать
929,können::V,алу,мочь
930,können::V,алу,уметь
931,wollen::V,теләү,хотеть
932,anfangen::V,керешү,начать
933,beenden::V,бетерү,закончить
934,beenden::V,тәмамлау,закончить
935,aufhören::V,бетү,перестать
936,gelingen::V,уңу,удаться
937,geraten::V,сабышу,оказаться
938,öffnen::V,ачу,открыть
939,schließen::V,ябу,закрыть
940,stellen::V,кую,поставить
941,setzen::V,утырту,посадить
942,legen::V,яткыру,класть
943,berühren::V,тию,трогать
944,verbinden::V,ялгау,связать
945,bedecken::V,өрту,покрыть
946,bedecken::V,каплау,покрыть
947,bedecken::V,томалау,покрыть
948,aufhängen::V,асу,повесить
949,anzünden::V,кабызу,зажечь
950,aufheben::V,күтәрү,поднять
951,zurücklassen::V,калдыру,оставить
952,verlieren::V,югалту,потерять
953,fallen lassen::V,төшерү,уронить
954,machen::V,ясау,сделать
955,machen::V,эшләү,сделать
956,herstellen::V,ясау,изготовить
957,bauen::V,кору,строить
958,reparieren::V,төзәтү,чинить
959,verbessern::V,яхшырту,улучшить
960,ändern::V,үзгәртү,изменить
961,graben::V,казу,копать
962,beugen::V,ию,согнуть
963,biegen::V,бөгү,погнуть
964,drehen::V,бору,вертеть
965,drehen::V,бөтерү,вертеть
966,wenden::V,бору,повернуть
967,umdrehen::V,түнтәрү,перевернуть
968,heben::V,күтәрү,поднимать
969,hochheben::V,күтәрү,поднять
970,ergreifen::V,эләктерү,схватить
971,halten::V,тоту,держать
972,drücken::V,кысу,нажимать
973,schieben::V,кузгату,толкать
974,kratzen::V,тырнау,скрести
975,lecken::V,ялау,лизать
976,beißen::V,тешләү,кусать
977,abreißen::V,өзү,оторвать
978,abschneiden::V,кыю,отрезать
979,abschneiden::V,кисү,отрезать
980,binden::V,бәйләү,вязать
981,stecken::V,төртү,воткнуть
982,stecken::V,тыгу,воткнуть
983,brechen::V,сындыру,сломать
984,klopfen::V,шаку,стучать
985,klopfen::V,шакылдау,стучать
986,hauen::V,кыйнау,бить
987,kleben::V,ябыштыру,клеить
988,reiben::V,ышку,тереть
989,streichen::V,ягу,намазать
990,schleifen::V,кайрау,точить
991,schneiden::V,кисү,резать
992,rütteln::V,селкетү,шатать
993,schütteln::V,селкетү,трясти
994,schwenken::V,болгау,махать
995,schütten::V,кою,налить
996,füllen::V,тутыру,наполнить
997,einwickeln::V,төрү,завернуть
998,tragen::V,ташу,нести
999,schleppen::V,сөйрәү,тащить
1000,schleppen::V,өстерәү,тащить
1001,ziehen::V,тарту,тянуть
1002,aufbewahren::V,саклау,хранить
1003,werfen::V,ыргыту,бросать
1004,fangen::V,тоту,ловить
1005,packen::V,эләктерү,схватить
1006,verstecken::V,яшерү,спрятать
1007,teilen::V,бүлү,разделить
1008,schicken::V,җибәрү,посылать
1009,bringen::V,китерү,принести
1010,hinzufügen::V,өстәү,добавить
1011,bekommen::V,алу,достать
1012,erhalten::V,алу,получить
1013,nehmen::V,алу,взять
1014,wählen::V,сайлау,выбрать
1015,auswählen::V,сайлау,отобрать
1016,bewahren::V,саклау,сохранить
1017,behindern::V,комачаулау,препятствовать
1018,verderben::V,бозу,испортить
1019,beschädigen::V,бозу,повредить
1020,zerbrechen::V,вату,разбить
1021,zerreißen::V,өзү,разорвать
1022,zerreißen::V,ерту,разорвать
1023,zerstören::V,җимерү,разрушить
1024,verbrennen::V,яндыру,сжечь
1025,verbrennen::V,көйдерү,сжечь
1026,geben::V,бирү,дать
1027,reichen::V,тапшыру,передать
1028,schenken::V,бүләкләү,дарить
1029,versprechen::V,вәгъдә бирү,обещать
1030,wünschen::V,котлау,желать
1031,loben::V,мактау,хвалить
1032,küssen::V,үбү,целовать
1033,wiegen::V,тирбәтү,качать
1034,zudecken::V,ябу,накрыть
1035,zudecken::V,бөркәү,накрыть
1036,wecken::V,уяту,разбудить
1037,zeigen::V,күрсәтү,показать
1038,führen::V,йөртү,вести
1039,lehren::V,өйрәтү,учить
1040,unterrichten::V,укыту,преподавать
1041,aufziehen::V,асрау,воспитать
1042,leiten::V,җитәкләү,руководить
1043,antreiben::V,куалау,подгонять
1044,antreiben::V,әйдәләү,подгонять
1045,antreiben::V,ашыктыру,подгонять
1046,lassen::V,мәҗбүр итү,заставить
1047,einladen::V,чакыру,пригласить
1048,vereinigen::V,берләштерү,объединить
1049,besuchen::V,керешү,посетить
1050,treffen::V,очрату,встретить
1051,sich versammeln::V,җыелышу,собраться
1052,spielen::V,уйнау,играть
1053,singen::V,җырлау,петь
1054,tanzen::V,бию,плясать
1055,tanzen::V,бию,танцевать
1056,sich trennen::V,аерылу,расстаться
1057,sich trennen::V,ташлашу,расстаться
1058,verlassen::V,ташлау,покинуть
1059,verlassen::V,калдыру,покинуть
1060,retten::V,коткару,спасти
1061,bewachen::V,каравыллау,охранять
1062,schützen::V,ышыклау,уберегать
1063,verteidigen::V,яклау,защитить
1064,verteidigen::V,саклау,защитить
1065,sich schlagen::V,сугышу,драться
1066,schießen::V,ату,стрелять
1067,siegen::V,җиңү,победить
1068,ärgern::V,ачуландыру,сердить
1069,schlagen::V,ору,ударить
1070,schlagen::V,бәрү,ударить
1071,schlagen::V,тукмау,ударить
1072,treten::V,тибү,пинать
1073,stechen::V,кадау,уколоть
1074,stoßen::V,этү,толкнуть
1075,stehlen::V,урлау,украсть
1076,stören::V,комачаулау,помешать
1077,belästigen::V,борчу,надоедать
1078,belästigen::V,билмазалау,надоедать
1079,verbergen::V,яшерү,скрыть
1080,täuschen::V,алдату,обмануть
1081,betrügen::V,хәрәмләшү,смошенничать
1082,töten::V,үтерү,убить
1083,wohnen::V,яшәү,проживать
1084,arbeiten::V,эшләү,работать
1085,sammeln::V,туплау,собрать
1086,pflücken::V,өзү,рвать
1087,pflücken::V,өзү,срывать
1088,jagen::V,аулау,охотиться
1089,fischen::V,балык тоту,рыбачить
1090,fassen::V,тоту,поймать
1091,hüten::V,көтү,пасти
1092,treiben::V,куалау,гнать
1093,anbinden::V,бәйләү,привязать
1094,füttern::V,туйдыру,кормить
1095,melken::V,саву,доить
1096,hacken::V,чабу,рубить
1097,gießen::V,сугару,полить
1098,reifen::V,җитешү,созреть
1099,zubereiten::V,пешеренү,приготовить
1100,kochen::V,пешерү,варить
1101,kochen::V,кайнату,варить
1102,backen::V,пешерү,печь
1103,braten::V,куыру,жарить
1104,braten::V,кыздыру,жарить
1105,umrühren::V,бутау,перемешать
1106,umrühren::V,болгату,перемешать
1107,stricken::V,бәйләү,вязать
1108,nähen::V,тегү,шить
1109,färben::V,ману,покрасить
1110,reinigen::V,чистарту,очистить
1111,waschen::V,юу,стирать
1112,abwischen::V,сөртү,вытереть
1113,spülen::V,чайкау,полоскать
1114,fegen::V,себерү,подметать
1115,kehren::V,себерү,мести
1116,baden::V,коену,купаться
1117,sich waschen::V,юыну,мыться
1118,ausziehen::V,чишенү,снять
1119,anziehen::V,кию,надеть
1120,sich anziehen::V,киенү,одеться
1121,kämmen::V,тарау,причесать
1122,schmücken::V,бизәү,украсить
1123,schmücken::V,бизәкләү,украсить
1124,sagen::V,дию,сказать
1125,sagen::V,әйтү,сказать
1126,sprechen::V,сөйләү,говорить
1127,sprechen::V,сөйләшү,говорить
1128,reden::V,сөйләү,разговаривать
1129,sich unterhalten::V,сөйләшү,беседовать
1130,fragen::V,сорау,спросить
1131,fragen::V,сорашу,спросить
1132,bitten::V,үтенү,просить
1133,erzählen::V,сөйләү,рассказать
1134,mitteilen::V,белдерү,сообщить
1135,nennen::V,дию,назвать
1136,rufen::V,дәшү,звать
1137,prahlen::V,мактану,хвастаться
1138,prahlen::V,шапырыну,хвастаться
1139,übersetzen::V,күчерү,перевести
1140,denken::V,уйлау,думать
1141,glauben::V,инану,верить
1142,bemerken::V,искәрү,заметить
1143,erkennen::V,тану,узнать
1144,begreifen::V,аңлау,понять
1145,begreifen::V,аңлау,постичь
1146,begreifen::V,төшенү,понять
1147,begreifen::V,төшенү,постичь
1148,verstehen::V,аңлау,услышать
1149,verstehen::V,төшенү,услышать
1150,lernen::V,уку,учиться
1151,lernen::V,өйрәнү,учиться
1152,wissen::V,белү,знать
1153,sich erinnern an::V,хәтерләү,вспомнить
1154,vergessen::V,оныту,забыть
1155,messen::V,үлчәү,мерить
1156,zählen::V,санау,считать
1157,rechnen::V,исәпләү,считать
1158,lesen::V,уку,читать
1159,malen::V,рәсем ясау,рисовать
1160,malen::V,сурәт ясау,рисовать
1161,malen::V,сурәтләү,рисовать
1162,zeichnen::V,язу-сызу,рисовать
1163,zeichnen::V,сурәт ясау,рисовать
1164,schreiben::V,язу,писать
1165,besitzen::V,биләү,иметь
1166,kaufen::V,алу,купить
1167,verkaufen::V,сату,продать
1168,bezahlen::V,түләү,заплатить
1169,zahlen::V,түләү,платить
1170,beherrschen::V,ия булу,владеть
1171,ertragen::V,чыдау,вытерпеть
