,Concept_ID,es,uk
845,sitzen::V,estar sentado,сидіти
846,liegen::V,yacer,лежати
847,liegen::V,estar acostado,лежати
848,hängen::V,pender,висіти
849,werden::V,hacerse,стати
850,werden::V,hacerse,робитися
851,passieren::V,suceder,трапитися
852,beginnen::V,iniciarse,початися
853,beginnen::V,principiar,початися
854,enden::V,acabar,кінчитися
855,enden::V,terminar,кінчитися
856,wechseln::V,variar,мінятися
857,wechseln::V,alternar,мінятися
858,aufgehen[Sonne]::V,salir,зійти
859,untergehen[Sonne]::V,ponerse,зайти
860,untergehen[Sonne]::V,descender,зайти
861,scheinen[Sonne]::V,brillar,світити
862,donnern::V,tronar,гриміти
863,wehen::V,soplar,віяти
864,strömen::V,afluir,литися
865,fließen::V,fluir,текти
866,fließen::V,correr,текти
867,sich drehen::V,girar,обертатися
868,schwanken::V,vacilar,коливатися
869,schwingen::V,oscilar,хитатися
870,schwingen::V,oscilar,гойдатися
871,fallen::V,caer,падати
872,brennen::V,arder,горіти
873,brennen::V,quemar,горіти
874,rauchen::V,humear,диміти
875,rauchen::V,echar humo,диміти
876,regnen::V,llover,дощити
877,gefrieren::V,helarse,змерзнути
878,tauen::V,deshelarse,танути
879,schmelzen::V,fundirse,плавитися
880,schmelzen::V,derretirse,плавитися
881,trocknen::V,secarse,сохнути
882,sieden::V,hervir,кипіти
883,faulen::V,pudrirse,гнити
884,verfaulen::V,pudrirse,згнити
885,reißen::V,romperse,рватися
886,versinken::V,hundirse,тонути
887,vergehen::V,pasar,проходити
888,erscheinen::V,aparecer,з’явитися
889,verschwinden::V,desaparecer,щезнути
890,verschwinden::V,desaparecer,зникнути
891,sinken::V,bajar,спадати
892,abnehmen::V,decrecer,поменшитися
893,abnehmen::V,disminuir,поменшитися
894,zunehmen::V,crecer,збільшуватися
895,zunehmen::V,aumentar,збільшуватися
896,steigen::V,subir,підніматися
897,steigen::V,ascender,підніматися
898,wachsen::V,crecer,рости
899,glänzen::V,brillar,блищати
900,glänzen::V,resplandecer,блищати
901,funkeln::V,chispear,блискати
902,lärmen::V,hacer ruido,шуміти
903,läuten::V,sonar,дзвонити
904,läuten::V,repicar,дзвонити
905,klingeln::V,tocar el timbre,дзвонити
906,klirren::V,tintinear,дзвякати
907,brausen::V,zumbar,бушувати
908,rauschen::V,murmurar,шелестіти
909,klingen::V,sonar,лунати
910,klingen::V,sonar,звучати
911,bellen::V,ladrar,гавкати
912,heulen::V,ulular,вити
913,blasen::V,soplar,дунути
914,pfeifen::V,silbar,свистіти
915,schreien::V,gritar,кричати
916,stöhnen::V,gemir,стогнати
917,zittern::V,temblar,тремтіти
918,leben::V,vivir,жити
919,geboren werden::V,nacer,народитися
920,atmen::V,respirar,дихати
921,trinken::V,beber,пити
922,essen::V,comer,їсти
923,schlucken::V,tragar,ковтати
924,müde werden::V,cansarse,втомитися
925,müde werden::V,fatigarse,втомитися
926,einschlafen::V,dormirse,заснути
927,schlafen::V,dormir,спати
928,aufwachen::V,despertarse,прокинутися
929,aufstehen::V,levantarse,встати
930,sich erholen::V,reposar,відпочивати
931,sich erholen::V,descansar,відпочивати
932,krank werden::V,caer enfermo,захворіти
933,krank sein::V,estar enfermo,хворіти
934,schmerzen::V,doler,боліти
935,husten::V,toser,кашляти
936,genesen::V,convalecer,одужати
937,genesen::V,convalecer,видужати
938,genesen::V,restablecerse,одужати
939,genesen::V,restablecerse,видужати
940,sterben::V,morir,померти
941,umkommen::V,perecer,згинути
942,sich bewegen::V,moverse,рухатися
943,sich rühren::V,rebullir,ворушитися
944,sich erheben::V,levantarse,встати
945,sich setzen::V,sentarse,сісти
946,hinfallen::V,caerse,упасти
947,laufen::V,andar,ходити
948,schreiten::V,proceder,крокувати
949,spazierengehen::V,pasear,гуляти
950,spazierengehen::V,pasearse,гуляти
951,eilen::V,correr prisa,спішити
952,sich beeilen::V,darse prisa,поспішати
953,sausen::V,correr,мчатися
954,rennen::V,correr,бігати
955,springen::V,saltar,скакати
956,springen::V,saltar,стрибати
957,klettern::V,trepar,лазити
958,klettern::V,escalar,лазити
959,schaukeln::V,bambolearse,гойдатися
960,kriechen::V,reptar,повзати
961,kriechen::V,arrastrarse,повзати
962,schwimmen::V,nadar,пливти
963,schwimmen::V,nadar,плавати
964,tauchen::V,bucear,пірнати
965,tauchen::V,sumergirse,пірнати
966,rudern::V,remar,гребти
967,rudern::V,remar,веслувати
968,fahren::V,ir,їхати
969,fliegen::V,volar,літати
970,gehen::V,ir,іти
971,gehen::V,andar,іти
972,weggehen::V,irse,піти
973,weggehen::V,marcharse,піти
974,abfahren::V,salir,від’їхати
975,abfahren::V,salir,відправитися
976,abfahren::V,partir,від’їхати
977,abfahren::V,partir,відправитися
978,anhalten::V,parar,зупинитися
979,anhalten::V,pararse,зупинитися
980,hineingehen::V,entrar,входити
981,eintreten::V,entrar,увійти
982,kommen::V,venir,прийти
983,ankommen::V,llegar,прибути
984,zurückkommen::V,volver,повернутися
985,zurückkommen::V,regresar,повернутися
986,bleiben::V,quedarse,залишитися
987,warten::V,esperar,чекати
988,erwarten::V,esperar,чекати
989,suchen::V,buscar,шукати
990,finden::V,hallar,знайти
991,finden::V,encontrar,знайти
992,versuchen::V,intentar,випробовувати
993,vorbereiten::V,preparar,підготувати
994,lieben::V,amar,любити
995,lieben::V,querer,любити
996,mögen::V,querer,любити
997,mögen::V,querer,подобатися
998,lachen::V,reír,сміятися
999,rühren::V,conmover,розчулити
1000,weinen::V,llorar,плакати
1001,schimpfen::V,regañar,лаятися
1002,sich ärgern::V,enfadarse,сердитися
1003,sich fürchten::V,tener miedo,боятися
1004,fürchten::V,temer,боятися
1005,fürchten::V,tener miedo a,боятися
1006,fliehen::V,huir,тікати
1007,flüchten::V,escaparse,утекти
1008,sehen::V,ver,бачити
1009,anschauen::V,mirar,поглянути
1010,ansehen::V,mirar,дивитися на
1011,hören::V,oír,чути
1012,zuhören::V,escuchar,слухати
1013,probieren::V,probar,покуштувати
1014,probieren::V,degustar,покуштувати
1015,riechen::V,oler,нюхати
1016,fühlen::V,sentir,відчувати
1017,scheinen::V,parecer,здаватися
1018,zu sehen sein::V,poder verse,виднітися
1019,vernehmen::V,oír,почути
1020,vernehmen::V,percibir,почути
1021,frieren::V,tener frío,мерзнути
1022,tun::V,hacer,робити
1023,können::V,poder,могти
1024,wollen::V,querer,хотіти
1025,anfangen::V,iniciar,почати
1026,beenden::V,acabar,закінчити
1027,beenden::V,terminar,закінчити
1028,aufhören::V,cesar,перестати
1029,gelingen::V,salir bien,вдатися
1030,geraten::V,salir,опинитися
1031,geraten::V,dar resultado,опинитися
1032,öffnen::V,abrir,відкрити
1033,schließen::V,cerrar,закрити
1034,stellen::V,poner,поставити
1035,stellen::V,colocar,поставити
1036,setzen::V,poner,посадити
1037,setzen::V,colocar,посадити
1038,legen::V,poner,класти
1039,berühren::V,tocar,чіпати
1040,verbinden::V,unir,зв’язати
1041,verbinden::V,juntar,зв’язати
1042,bedecken::V,tapar,покрити
1043,bedecken::V,cubrir,покрити
1044,aufhängen::V,colgar,повісити
1045,anzünden::V,encender,запалити
1046,aufheben::V,recoger,підняти
1047,zurücklassen::V,dejar,залишити
1048,verlieren::V,perder,загубити
1049,fallen lassen::V,dejar caer,упустити
1050,machen::V,hacer,зробити
1051,herstellen::V,fabricar,виготовити
1052,bauen::V,construir,будувати
1053,reparieren::V,reparar,лагодити
1054,verbessern::V,mejorar,поліпшити
1055,ändern::V,mudar,змінити
1056,ändern::V,modificar,змінити
1057,graben::V,cavar,копати
1058,beugen::V,doblar,зігнути
1059,beugen::V,inclinar,зігнути
1060,biegen::V,doblar,погнути
1061,drehen::V,volver,вертіти
1062,drehen::V,hacer girar,вертіти
1063,wenden::V,volver,повернути
1064,umdrehen::V,revolver,перевернути
1065,heben::V,levantar,піднімати
1066,hochheben::V,alzar,підняти
1067,ergreifen::V,coger,схопити
1068,halten::V,tener,тримати
1069,drücken::V,apretar,натискати
1070,schieben::V,empujar,пхати
1071,schieben::V,empujar,штовхати
1072,kratzen::V,rascar,шкребти
1073,lecken::V,lamer,лизати
1074,beißen::V,morder,кусати
1075,abreißen::V,arrancar,відірвати
1076,abschneiden::V,cortar,відрізати
1077,binden::V,atar,в’язати
1078,stecken::V,meter,увіткнути
1079,brechen::V,romper,зламати
1080,brechen::V,quebrar,зламати
1081,klopfen::V,golpear,стукати
1082,hauen::V,pegar,бити
1083,kleben::V,pegar,клеїти
1084,kleben::V,encolar,клеїти
1085,reiben::V,frotar,терти
1086,streichen::V,untar,намазати
1087,streichen::V,recubrir,намазати
1088,schleifen::V,afilar,точити
1089,schneiden::V,cortar,різати
1090,rütteln::V,agitar,хитати
1091,schütteln::V,agitar,трясти
1092,schütteln::V,sacudir,трясти
1093,schwenken::V,menear,махати
1094,schütten::V,verter,налити
1095,füllen::V,llenar,наповнити
1096,einwickeln::V,envolver,загорнути
1097,tragen::V,llevar,нести
1098,schleppen::V,arrastrar,тягти
1099,ziehen::V,tirar,тягнути
1100,aufbewahren::V,conservar,зберігати
1101,werfen::V,echar,кидати
1102,werfen::V,lanzar,кидати
1103,fangen::V,coger,ловити
1104,packen::V,agarrar,схопити
1105,verstecken::V,esconder,сховати
1106,teilen::V,partir,розділити
1107,teilen::V,dividir,розділити
1108,schicken::V,enviar,посилати
1109,bringen::V,traer,принести
1110,hinzufügen::V,añadir,додати
1111,bekommen::V,obtener,дістати
1112,bekommen::V,conseguir,дістати
1113,erhalten::V,recibir,одержати
1114,nehmen::V,tomar,взяти
1115,wählen::V,elegir,вибрати
1116,auswählen::V,escoger,відібрати
1117,auswählen::V,seleccionar,відібрати
1118,bewahren::V,guardar,зберегти
1119,bewahren::V,preservar,зберегти
1120,behindern::V,estorbar,перешкоджати
1121,behindern::V,obstaculizar,перешкоджати
1122,verderben::V,estropear,зіпсувати
1123,beschädigen::V,deteriorar,зашкодити
1124,zerbrechen::V,romper,розбити
1125,zerbrechen::V,quebrar,розбити
1126,zerreißen::V,desgarrar,розірвати
1127,zerreißen::V,despedazar,розірвати
1128,zerstören::V,destruir,зруйнувати
1129,zerstören::V,destrozar,зруйнувати
1130,verbrennen::V,quemar,спалити
1131,geben::V,dar,дати
1132,reichen::V,pasar,передати
1133,schenken::V,regalar,дарувати
1134,versprechen::V,prometer,обіцяти
1135,wünschen::V,desear,бажати
1136,loben::V,alabar,хвалити
1137,küssen::V,besar,цілувати
1138,wiegen::V,mecer,качати
1139,zudecken::V,tapar,накрити
1140,zudecken::V,cubrir,накрити
1141,wecken::V,despertar,розбудити
1142,zeigen::V,mostrar,показати
1143,führen::V,guiar,вести
1144,führen::V,conducir,вести
1145,lehren::V,enseñar,вчити
1146,lehren::V,instruir,вчити
1147,unterrichten::V,enseñar,викладати
1148,aufziehen::V,criar,виховати
1149,leiten::V,guiar,керувати
1150,leiten::V,dirigir,керувати
1151,antreiben::V,impeler,підганяти
1152,antreiben::V,impulsar,підганяти
1153,lassen::V,hacer,змусити
1154,einladen::V,invitar,запросити
1155,vereinigen::V,unir,об’єднати
1156,besuchen::V,visitar,завітати
1157,besuchen::V,visitar,відвідати
1158,besuchen::V,ir a ver,завітати
1159,besuchen::V,ir a ver,відвідати
1160,treffen::V,encontrar,зустріти
1161,sich versammeln::V,reunirse,зібратися
1162,sich versammeln::V,congregarse,зібратися
1163,spielen::V,jugar,грати
1164,singen::V,cantar,співати
1165,tanzen::V,bailar,танцювати
1166,sich trennen::V,separarse,розлучитися
1167,verlassen::V,dejar,покинути
1168,verlassen::V,abandonar,покинути
1169,retten::V,salvar,врятувати
1170,bewachen::V,vigilar,охороняти
1171,schützen::V,proteger,уберігати
1172,verteidigen::V,defender,захистити
1173,sich schlagen::V,batirse,битися
1174,sich schlagen::V,batirse,дратися
1175,schießen::V,tirar,стріляти
1176,schießen::V,disparar,стріляти
1177,siegen::V,vencer,перемогти
1178,ärgern::V,enojar,сердити
1179,ärgern::V,enfadar,сердити
1180,schlagen::V,pegar,ударити
1181,schlagen::V,golpear,ударити
1182,treten::V,dar una patada a,штовхати
1183,stechen::V,pinchar,вколоти
1184,stoßen::V,empujar,штовхнути
1185,stehlen::V,robar,украсти
1186,stehlen::V,hurtar,украсти
1187,stören::V,molestar,перешкодити
1188,belästigen::V,molestar,докучати
1189,belästigen::V,importunar,докучати
1190,verbergen::V,ocultar,сховати
1191,verbergen::V,esconder,сховати
1192,täuschen::V,engañar,обдурити
1193,betrügen::V,engañar,зшахраювати
1194,töten::V,matar,убити
1195,wohnen::V,vivir,жити
1196,wohnen::V,vivir,мешкати
1197,wohnen::V,habitar,жити
1198,wohnen::V,habitar,мешкати
1199,arbeiten::V,trabajar,працювати
1200,sammeln::V,recoger,зібрати
1201,sammeln::V,coleccionar,зібрати
1202,pflücken::V,coger,зривати
1203,jagen::V,cazar,полювати
1204,fischen::V,pescar,рибалити
1205,fassen::V,atrapar,піймати
1206,fassen::V,capturar,піймати
1207,hüten::V,guardar,пасти
1208,treiben::V,aballar,гнати
1209,anbinden::V,atar,прив’язати
1210,füttern::V,echar de comer,годувати
1211,füttern::V,echar de comer,харчувати
1212,melken::V,ordeñar,доїти
1213,hacken::V,picar,рубати
1214,hacken::V,cortar,рубати
1215,gießen::V,regar,полити
1216,reifen::V,madurar,дозріти
1217,zubereiten::V,preparar,зготовити
1218,zubereiten::V,preparar,приготувати
1219,kochen::V,cocer,варити
1220,kochen::V,cocer,готувати
1221,kochen::V,guisar,варити
1222,kochen::V,guisar,готувати
1223,backen::V,hornear,пекти
1224,backen::V,cocer al horno,пекти
1225,braten::V,asar,смажити
1226,braten::V,freír,смажити
1227,umrühren::V,remover,переміщати
1228,stricken::V,hacer punto,в’язати
1229,stricken::V,hacer calceta,в’язати
1230,nähen::V,coser,шити
1231,färben::V,teñir,пофарбувати
1232,färben::V,colorear,пофарбувати
1233,reinigen::V,limpiar,очистити
1234,waschen::V,lavar,мити
1235,abwischen::V,fregar,витерти
1236,abwischen::V,limpiar,витерти
1237,spülen::V,aclarar,полоскати
1238,spülen::V,enjuagar,полоскати
1239,fegen::V,barrer,підмітати
1240,fegen::V,pasar la escoba,підмітати
1241,kehren::V,barrer,мести
1242,baden::V,bañarse,купатися
1243,sich waschen::V,lavarse,митися
1244,ausziehen::V,quitar,зняти
1245,ausziehen::V,quitarse,зняти
1246,anziehen::V,ponerse,надіти
1247,sich anziehen::V,vestirse,одягтися
1248,sich anziehen::V,vestirse,одягнутися
1249,kämmen::V,peinar,зачесати
1250,schmücken::V,adornar,оздобити
1251,sagen::V,decir,сказати
1252,sprechen::V,hablar,говорити
1253,reden::V,hablar,розмовляти
1254,reden::V,conversar,розмовляти
1255,sich unterhalten::V,charlar,бесідувати
1256,sich unterhalten::V,conversar,бесідувати
1257,fragen::V,preguntar,запитати
1258,bitten::V,rogar,просити
1259,erzählen::V,contar,розповісти
1260,mitteilen::V,comunicar,повідомити
1261,mitteilen::V,participar,повідомити
1262,nennen::V,llamar,назвати
1263,nennen::V,nombrar,назвати
1264,rufen::V,llamar,кликати
1265,prahlen::V,jactarse,хвалитися
1266,übersetzen::V,traducir,перекласти
1267,denken::V,pensar,думати
1268,denken::V,pensar,мислити
1269,glauben::V,creer,вірити
1270,bemerken::V,notar,помітити
1271,erkennen::V,reconocer,пізнати
1272,begreifen::V,concebir,осягнути
1273,verstehen::V,entender,почути
1274,verstehen::V,comprender,почути
1275,lernen::V,aprender,навчатися
1276,wissen::V,saber,знати
1277,sich erinnern an::V,recordar,пам’ятати
1278,sich erinnern an::V,acordarse de,пам’ятати
1279,vergessen::V,olvidar,забути
1280,messen::V,medir,міряти
1281,zählen::V,contar,лічити
1282,rechnen::V,contar,рахувати
1283,rechnen::V,calcular,рахувати
1284,lesen::V,leer,читати
1285,malen::V,pintar,малювати
1286,zeichnen::V,dibujar,рисувати
1287,schreiben::V,escribir,писати
1288,besitzen::V,poseer,мати
1289,kaufen::V,comprar,купити
1290,verkaufen::V,vender,продати
1291,bezahlen::V,pagar,заплатити
1292,zahlen::V,pagar,платити
1293,beherrschen::V,dominar,володіти
1294,ertragen::V,soportar,витерпіти
