,Concept_ID,tr,myv
91,Wolke::N,bulut,пель
92,Regen::N,yağmur,пиземс
93,Schnee::N,kar,лов
94,Eis::N,buz,эй
95,Frost::N,don,кельме
96,Kälte::N,soğukluk,якшамо
97,Hitze::N,sıcaklık,пси
98,Raureif::N,kırç,лекш
99,Regenbogen::N,gökkuşağı,пурьгинечирьке
100,Regenbogen::N,gökkuşağı,пурьгинеёнкс
101,Donner::N,gök gürlemesi,пурьгине
102,Strömung::N,akıntı,чудема
103,Strömung::N,akıntı,чудевкс
104,Strömung::N,cereyan,чудема
105,Strömung::N,cereyan,чудевкс
106,Tropfen::N,damla,петнявкс
107,Schaum::N,köpük,чов
108,Schmutz::N,çamur,рудаз
109,Schmutz::N,pislik,рудаз
110,See::N,göl,эрьке
111,Sumpf::N,batak,чей
112,Moor::N,cılgıt,чей
113,Wiese::N,çimen,луга
114,Wald::N,koru,вирь
115,Wald::N,orman,вирь
116,Hügel::N,tepe,губорь
117,Hügel::N,tepe,пандыне
118,Anhöhe::N,tümsek,губорь
119,Anhöhe::N,tümsek,пандыне
120,Anhöhe::N,yükseklik,губорь
121,Anhöhe::N,yükseklik,пандыне
122,Berg::N,dağ,пандо
123,Gipfel::N,zirve,пря
124,Höhle::N,in,пещера
125,Höhle::N,mağara,пещера
126,Abhang::N,bayır,пандочама
127,Quelle::N,pınar,ушодкс
128,Quelle::N,kaynak,ушодкс
129,Bach::N,çay,чудикерькс
130,Bach::N,dere,чудикерькс
131,Fluss::N,nehir,лей
132,Ufer::N,kıyı,чире
133,Ufer::N,sahil,чире
134,Küste::N,kıyı,лейчире
135,Küste::N,sahil,лейчире
136,Festland::N,kara,мода
137,Meer::N,deniz,моря
138,Bucht::N,koy,усия
139,Bucht::N,körfez,усия
140,Insel::N,ada,усия
141,Blume::N,çiçek,цеця
142,Gras::N,ot,тикше
143,Gras::N,çim,тикше
144,Wurzel::N,kök,юр
145,Wurzel::N,kök,ундокс
146,Baum::N,ağaç,чувто
147,Stamm::N,gövde,рунго
148,Rinde::N,kabuk,суд
149,Rinde::N,kabuk,керь
150,Ast::N,dal,морго
151,Ast::N,budak,морго
152,Zweig::N,dal,тарад
153,Blatt::N,yaprak,лопа
154,Birke::N,huş,килей
155,Kiefer[Baum]::N,çam,пиче
156,Weide[Baum]::N,söğüt,каль
157,Tanne::N,çam,куз
158,Tanne::N,köknar,куз
159,Horn::N,boynuz,сюро
160,Feder::N,tüy,толга
161,Fell::N,post,пона
162,Flügel::N,kanat,сёлмо
163,Klaue::N,pençe,кенже
164,Kralle::N,tırnak,кенже
165,Schwanz::N,kuyruk,пуло
166,Ei::N,yumurta,ал
167,Nest::N,yuva,пизэ
168,Bau::N,in,варя
169,Bau::N,in,пизе
170,Tier::N,hayvan,ракша
171,Herde::N,sürü,стада
172,Kuh::N,inek,скал
173,Bulle::N,boğa,бука
174,Pferd::N,at,лишме
175,Pferd::N,beygir,лишме
176,Schaf::N,koyun,реве
177,Schwein::N,domuz,туво
178,Hund::N,it,пине
179,Hund::N,it,киска
180,Hund::N,köpek,пине
181,Hund::N,köpek,киска
182,Katze::N,kedi,псака
183,Bär::N,ayı,овто
184,Eichhörnchen::N,sincap,ур
185,Elch::N,büyük kuzey geyiği,сярдо
186,Fuchs::N,tilki,ривезь
187,Hase::N,tavşan,нумоло
188,Maus::N,fare,чеерь
189,Maus::N,sıçan,чеерь
190,Wolf::N,kurt,верьгиз
191,Vogel::N,kuş,нармунь
192,Schwarm::N,sürü,полк
193,Schwarm::N,sürü,стада
194,Huhn::N,tavuk,сараз
195,Hahn::N,horoz,атякш
196,Gans::N,kaz,гала
197,Gans::N,kaz,мацей
198,Adler::N,kartal,куцькан
199,Adler::N,kartal,тумоатякш
200,Adler::N,karakuş,куцькан
201,Adler::N,karakuş,тумоатякш
202,Ente::N,ördek,яксярго
203,Eule::N,baykuş,корж
204,Kranich::N,turna,карго
205,Krähe::N,karga,варака
206,Kuckuck::N,guguk,куко
207,Schwan::N,kuğu,локсей
208,Fisch::N,balık,кал
209,Barsch::N,hani,окунь
210,Barsch::N,levrek,окунь
211,Hecht::N,turnabalığı,щука
212,Schlange[Tier]::N,yılan,гуй
213,Wurm::N,kurt,сукс
214,Wurm::N,solucan,сукс
215,Spinne::N,örümcek,шанжав
216,Ameise::N,karınca,коткудав
217,Laus::N,bit,сий
218,Mücke::N,sivrisinek,сеське
219,Fliege::N,sinek,карво
220,Schmetterling::N,kelebek,нимиляв
221,Beere::N,tane,умарь
222,Apfel::N,elma,умарь
223,Pilz::N,mantar,панго
224,Zwiebel::N,soğan,чурька
225,Saat::N,ekin,видьметь
226,Korn::N,tane,сюро
227,Heu::N,kuru ot,тикше
228,Schale::N,kabuk,кедь
229,Schale::N,kabuk,ваткавкс
230,Grube::N,çukur,латко
231,Falle::N,tuzak,тувор
232,Falle::N,tuzak,кундамка
233,Schlinge::N,ilmik,килькш
234,Spur::N,iz,челькс
235,Spur::N,iz,пильгеки
236,Asche::N,kül,кулов
237,Dreck::N,pislik,рудаз
238,Eisen::N,demir,кшни
239,Gold::N,altın,сырне
240,Silber::N,gümüş,сия
241,Kohle::N,kömür,сэдь
242,Kohle::N,kömür,уголия
243,Glas::N,cam,сулика
244,Lehm::N,balçık,сёвонь
245,Sand::N,kum,човар
246,Mensch::N,insan,ломань
247,Mann::N,adam,аля
248,Mann::N,adam,цёраломань
249,Mann::N,erkek,аля
250,Mann::N,erkek,цёраломань
251,Frau::N,bayan,ава
252,Kind::N,çocuk,эйкакш
253,Junge::N,erkek çocuk,цёрыне
254,Mädchen::N,kız,тейтерне
255,Familie::N,aile,семия
256,Großvater::N,dede,покштя
257,Großvater::N,büyükbaba,покштя
258,Großmutter::N,nine,баба
259,Großmutter::N,büyükanne,баба
260,Eltern::N,ebeveyn,тетят-ават
261,Eltern::N,ana baba,тетят-ават
262,Vater::N,ata,тетя
263,Vater::N,baba,тетя
264,Mutter::N,ana,ава
265,Mutter::N,anne,ава
266,Sohn::N,oğul,цёра
267,Tochter::N,kız,тейтерь
268,Tochter::N,kız evlât,тейтерь
269,Bruder::N,abi,леля
270,Bruder::N,abi,ялакс
271,Bruder::N,erkek kardeş,леля
272,Bruder::N,erkek kardeş,ялакс
273,Schwester::N,abla,сазор
274,Schwester::N,kız kardeş,сазор
275,Onkel::N,dayı,леля
276,Tante::N,hala,патя
277,Tante::N,teyze,патя
278,Ehemann::N,koca,мирде
279,Ehefrau::N,karı,ни
280,Freude::N,neşe,кеняркс
281,Freude::N,sevinç,кеняркс
282,Gelächter::N,gülme,ракамо
283,Gelächter::N,gülme,пейдема
284,Gelächter::N,kahkaha,ракамо
285,Gelächter::N,kahkaha,пейдема
286,Glück::N,mutluluk,уцяска
287,Kummer::N,dert,рискс
288,Kummer::N,dert,мелявкс
289,Kummer::N,keder,рискс
290,Kummer::N,keder,мелявкс
291,Wunsch::N,arzu,мель
292,Wunsch::N,arzu,бажамо
293,Wunsch::N,istek,мель
294,Wunsch::N,istek,бажамо
295,Lust::N,arzu,бажамо
296,Lust::N,heves,бажамо
297,Geist::N,tin,ойме
298,Gedanke::N,fikir,мель
299,Gedanke::N,düşünce,мель
300,Gedächtnis::N,bellek,мель
301,Verstand::N,zekâ,прев
302,Sinn::N,anlam,толк
303,Sinn::N,anlam,смысла
304,Grund::N,sebep,тувтал
305,Wahrheit::N,doğruluk,видечи
306,Wahrheit::N,gerçeklik,видечи
307,Gespräch::N,görüşme,кортнема
308,Märchen::N,masal,ёвкс
309,Erzählung::N,öykü,ёвтнема
310,Erzählung::N,hikâye,ёвтнема
311,Nachricht::N,haber,куля
312,Neuigkeit::N,haber,куля
313,Name::N,ad,лем
314,Name::N,isim,лем
315,Rätsel::N,bilmece,содамоёвкс
316,Rede::N,söylev,кортамо
317,Rede::N,konuşma,кортамо
318,Sprache::N,dil,кель
319,Sprache::N,lisan,кель
320,Stimme::N,ses,ваигель
321,Wort::N,kelime,вал
322,Zeichen::N,işaret,теште
323,Ruf::N,çağırma,тердема
324,Lärm::N,şamata,шалнома
325,Lärm::N,gürültü,шалнома
326,Laut::N,ses,вайгель
327,Ton::N,ses,гайнема
328,Lied::N,türkü,моро
329,Ruhe::N,sakinlik,оймамо
330,Leute::N,halk,ломанть
331,Leute::N,insanlar,ломанть
332,Volk::N,ulus,народ
333,Volk::N,millet,народ
334,Arbeit::N,iş,тев
335,Arbeit::N,çalışma,тев
336,Gast::N,konuk,инже
337,Gast::N,misafir,инже
338,Geschenk::N,hediye,казне
339,Geschenk::N,armağan,казне
340,Spiel::N,oyun,налксема
341,Gesellschaft::N,çevre,община
342,Gesellschaft::N,arkadaşlık,община
343,Hilfe::N,yardım,лездамо
344,Freund::N,dost,оя
345,Freund::N,dost,ялга
346,Freund::N,arkadaş,оя
347,Freund::N,arkadaş,ялга
348,Kamerad::N,arkadaş,оя
349,Kamerad::N,arkadaş,ялга
350,Angelegenheit::N,iş,тев
351,Angelegenheit::N,husus,тев
352,Anzahl::N,sayı,ламоксчи
353,Art::N,çeşit,вид
354,Stück::N,tane,пакш
355,Stück::N,tane,пелькс
356,Stück::N,parça,пакш
357,Stück::N,parça,пелькс
358,Teil::N,kısım,часть
359,Teil::N,kısım,пелькс
360,Hälfte::N,yarı,пель
361,Hälfte::N,yarı,пелькс
362,Kreis::N,daire,кирькс
363,Kreuz::N,haç,крёст
364,Linie::N,hat,кикс
365,Linie::N,çizgi,кикс
366,Strich::N,çizgi,межа
367,Abstand::N,aralık,ютко
368,Entfernung::N,mesafe,ютко
369,Entfernung::N,uzaklık,ютко
370,Gegend::N,yöre,тарка
371,Gegend::N,yöre,пертьпелькс
372,Platz::N,yer,васолкс
373,Ort::N,yer,тарка
374,Seite::N,yan,ён
375,Seite::N,yan,чире
376,Seite::N,taraf,ён
377,Seite::N,taraf,чире
378,Mitte::N,orta,куншка
379,Mitte::N,merkez,куншка
380,Gegenstand::N,şey,предмет
381,Sache::N,iş,тев
382,Sache::N,iş,веща
383,Sache::N,şey,тев
384,Sache::N,şey,веща
385,Rand::N,kenar,пе
386,Rand::N,kenar,чире
387,Kante::N,kenar,ирдез
388,Ecke::N,köşe,ужо
389,Spitze::N,uç,пряне
390,Spitze::N,uç,пе
391,Spitze::N,baş,пряне
392,Spitze::N,baş,пе
393,Ende::N,uç,пе
394,Loch::N,oyuk,варя
395,Loch::N,delik,варя
396,Winkel::N,köşe,ужо
397,Muster::N,örnek,сёрма
398,Größe::N,büyüklük,сэрь
399,Größe::N,büyüklük,покшолма
400,Länge::N,uzunluk,кувалмо
401,Höhe::N,yükseklik,сэрь
402,Höhe::N,yükseklik,пандо
403,Gewicht::N,ağırlık,сталмо
404,Menge::N,miktar,лововкс
405,Haufen::N,küme,мар
406,Haufen::N,küme,валявкс
407,Haufen::N,yığın,мар
408,Haufen::N,yığın,валявкс
409,Reihe::N,sıra,ряд
410,Boot::N,kayık,венч
411,Boot::N,sandal,венч
412,Ruder::N,kürek,милё
413,Schlitten::N,kızak,нурдт
414,Ski::N,kayak,сокс
415,Lagerfeuer::N,kamp ateşi,толбандя
416,Last::N,yük,сталмо
417,Last::N,yük,кандома
418,Gang::N,gidiş,молема
419,Gang::N,gidiş,якамо
420,Gang::N,yürüyüş,молема
421,Gang::N,yürüyüş,якамо
422,Schritt::N,adım,эскелькс
423,Norden::N,kuzey,якшамо ёнкс
424,Süden::N,güney,лембе ёнкс
425,Westen::N,batı,чивалгома
426,Osten::N,doğu,чилисема
427,Holz::N,ağaç,чувто
428,Holz::N,tahta,чувто
429,Brett::N,tahta,лаз
430,Platte::N,levha,плита
431,Stütze::N,dayak,неже
432,Stütze::N,destek,неже
433,Stange::N,çubuk,олга
434,Stock::N,sopa,мандо
435,Stock::N,değnek,мандо
436,Stab::N,sırık,олога
437,Stab::N,baston,олога
438,Rohr::N,boru,турба
439,Haus::N,ev,кудо
440,Heim::N,ev,кудо
441,Heim::N,yurt,кудо
442,Ofen::N,soba,каштомо
443,Fußboden::N,taban,киякс
444,Fußboden::N,döşeme,киякс
445,Tisch::N,masa,столь
446,Stuhl::N,iskemle,стул
447,Stuhl::N,sandalye,стул
448,Wiege::N,beşik,лавсь
449,Wiege::N,beşik,нурямот
450,Bett::N,yatak,ацамо
451,Regal::N,raf,лався
452,Regal::N,raf,лавсяланго
453,Kiste::N,sandık,горобия
454,Kiste::N,sandık,сундук
455,Fenster::N,pencere,вальма
456,Tür::N,kapı,кенкш
457,Tor::N,kapı,ортат
458,Zaun::N,çit,пирявт
459,Zaun::N,çit,пирвякс
460,Dach::N,dam,кудопря
461,Dach::N,çatı,кудопря
462,Leiter::N,merdiven,кузтема
463,Besen::N,süpürge,тенсть
464,Spaten::N,bel,койме
465,Schaufel::N,kürek,кече
466,Schaufel::N,kürek,келей койме
467,Gabel::N,çatal,сянгине
468,Löffel::N,kaşık,пенч
469,Messer::N,bıçak,пеель
470,Nagel::N,çivi,эске
471,Netz::N,ağ,алтыма
472,Haken::N,çengel,кечказ
473,Griff::N,kulp,кедне
474,Griff::N,tutamak,кедне
475,Schloss::N,kilit,замок
476,Schloss::N,kilit,панжома
477,Bild::N,imaj,картина
478,Bild::N,resim,картина
479,Figur::N,şekil,рунго
480,Figur::N,heykel,рунго
481,Puppe::N,kukla,няка
482,Beutel::N,kese,кескав
483,Beutel::N,torba,кескав
484,Bündel::N,deste,керькс
485,Tasche::N,çanta,юдма
486,Eimer::N,kova,ведра
487,Deckel::N,kapak,велькс
488,Geschirr::N,kap kacak,кедьге
489,Sack::N,torba,кескав
490,Tasse::N,fincan,чакш
491,Topf::N,tencere,кастрюля
492,Kessel::N,kazan,котёл
493,Essen::N,yemek,ярсамо
494,Nahrung::N,gıda,ярсамопель
495,Nahrung::N,besin,ярсамопель
496,Speise::N,yemek,ярсамопель
497,Fleisch::N,et,сывель
498,Getreide::N,tahıl,сюро
499,Getreide::N,hububat,сюро
500,Brei::N,ezme,каша
501,Brot::N,ekmek,кши
502,Scheibe::N,dilim,кочом
503,Scheibe::N,dilim,сускомо
504,Fett::N,yağ,куя
505,Butter::N,tereyağı,ой
506,Öl::N,yağ,ой
507,Öl::N,akar yağ,ой
508,Salz::N,tuz,сал
509,Suppe::N,çorba,ям
510,Honig::N,bal,медь
511,Milch::N,süt,ловсо
512,Tee::N,çay,чай
513,Leder::N,deri,киське
514,Leder::N,meşin,киське
515,Wolle::N,yün,пона
516,Stoff::N,kumaş,коцт
517,Nadel::N,iğne,салмукс
518,Faden::N,tire,суре
519,Faden::N,iplik,суре
520,Knopf::N,düğme,пов
521,Knoten::N,düğüm,сюлмо
522,Farbe::N,boya,артомапель
523,Kleidung::N,giyim,оршамот
524,Hemd::N,gömlek,панар
525,Kragen::N,yaka,сиве
526,Ärmel::N,yen,ожа
527,Ärmel::N,elbise kolu,ожа
528,Hose::N,pantolon,понкст
529,Gürtel::N,kuşak,каркс
530,Mütze::N,bere,чапка
531,Mütze::N,kasket,чапка
532,Schuh::N,kundura,туфля
533,Schuh::N,ayakkabı,туфля
534,Stiefel::N,çizme,кем
535,Ring::N,yüzük,суркс
536,Band::N,bağ,лента
537,Band::N,şerit,лента
538,Kamm::N,tarak,сурсеме
539,Spiegel::N,ayna,чавачамо
540,Riemen::N,kayış,кшнань каркс
541,Schnur::N,ip,пикс
542,Schnur::N,sicim,пикс
543,Leine::N,kayış,ведьме
544,Decke::N,örtü,вельтямо
545,Decke::N,yorgan,вельтямо
546,Kissen::N,yastık,тодов
547,Tuch::N,bez,паця
548,Handtuch::N,havlu,нардамо
549,Kraft::N,güç,вий
550,Kraft::N,kuvvet,вий
551,Stärke::N,kuvvet,виевчи
552,Gesundheit::N,sağlık,шумбрачи
553,Krankheit::N,hastalık,орма
554,Krankheit::N,hastalık,сэредема
555,Schmerz::N,ağrı,сэредькс
556,Schmerz::N,sancı,сэредькс
557,Wunde::N,yara,керявкс
558,Fieber::N,ateş,маштыкс
559,Arznei::N,ilâç,ормаменькс
560,Brücke::N,köprü,сэдь
561,Brücke::N,köprü,мадамо
562,Brunnen::N,kuyu,лисьма
563,Brunnen::N,çeşme,лисьма
564,Weide::N,otlak,ракшань ванома тарка
565,Pfad::N,patika,ян
566,Pfad::N,keçiyolu,ян
567,Weg::N,yol,ки
568,Straße::N,yol,ки
569,Straße::N,cadde,ки
570,Dorf::N,köy,веле
571,Stadt::N,kent,ош
572,Stadt::N,şehir,ош
573,Brief::N,mektup,сёрма
574,Buch::N,kitap,книга
575,Buchstabe::N,harf,буква
576,Zeitung::N,gazete,газета
577,Leben::N,hayat,эрямо
578,Tod::N,ölüm,кулома
579,Grab::N,kabir,калмо
580,Kirche::N,kilise,церькова
581,Sünde::N,günah,чумочи
582,Gott::N,tanrı,паз
583,Arbeiter::N,işçi,робочей
584,Chef::N,şef,прявт
585,Chef::N,müdür,прявт
586,Meister::N,usta,кол тевень тенця
587,Arzt::N,hekim,врач
588,Arzt::N,doktor,врач
589,Lehrer::N,hoca,учитель
590,Lehrer::N,hoca,тонавтыця
591,Lehrer::N,öğretmen,учитель
592,Lehrer::N,öğretmen,тонавтыця
593,Geld::N,para,ярмак
594,Geschäft::N,ticaret,ладязь тев
595,Laden::N,dükkân,лавка
596,Preis::N,fiyat,питне
597,Ware::N,mal,миевкс
598,Ware::N,mal,рамавкс
599,Nutzen::N,fayda,паро
600,Nutzen::N,fayda,лезэ
601,Reichtum::N,servet,сюпавчи
602,Reichtum::N,zenginlik,сюпавчи
603,Welt::N,dünya,мир
604,Welt::N,dünya,мастор ланго
605,Land::N,ülke,мастор
606,Staat::N,devlet,государства
607,König::N,kral,король
608,Macht::N,kudret,азорксчи
609,Macht::N,iktidar,азорксчи
610,Grenze::N,had,буен тешкс
611,Grenze::N,sınır,буен тешкс
612,Krieg::N,savaş,война
613,Feind::N,düşman,душман
614,Gewalt::N,zor,нарьгамо
615,Gewalt::N,cebir,нарьгамо
616,Kampf::N,savaş,тюрема
617,Bogen[Waffe]::N,yay,нал
618,Pfeil::N,ok,нал
619,Gewehr::N,tüfek,ружия
620,Gewehr::N,tüfek,винтовка
621,Fehler::N,hata,ильведькс
622,Fehler::N,hata,ильведевкс
623,Fehler::N,yanlış,ильведькс
624,Fehler::N,yanlış,ильведевкс
625,Lüge::N,yalan,манчема
626,Lüge::N,yalan,кенгелема
627,Schaden::N,zarar,зыян
628,Unglück::N,felâket,зыян
629,Unglück::N,talihsizlik,зыян
630,Schuld::N,suç,чумочи
631,Schuld::N,kabahat,чумочи
632,Alter::N,yaş,шка
633,Schluss::N,son,пе
634,Zeit::N,zaman,шка
635,Zeit::N,zaman,пинге
636,Tag::N,gün,чи
637,Morgen::N,sabah,валске
638,Mittag::N,öğle,чикуншка
639,Abend::N,akşam,чокшнэ
640,Nacht::N,gece,ве
641,Woche::N,hafta,недля
642,Monat::N,ay,ков
643,Jahr::N,yıl,ие
644,Jahr::N,sene,ие
645,Frühling::N,ilkbahar,тундо
646,Sommer::N,yaz,кизэ
647,Herbst::N,güz,сёксь
648,Herbst::N,sonbahar,сёксь
649,Winter::N,kış,теле
650,Januar::N,ocak,якшамков
651,Februar::N,şubat,февраль
652,März::N,mart,март
653,April::N,nisan,апрель
654,Mai::N,mayıs,май
655,Juni::N,haziran,июнь
656,Juli::N,temmuz,июль
657,August::N,ağustos,август
658,September::N,eylül,сентября
659,Oktober::N,ekim,октября
660,November::N,kasım,ноября
661,Dezember::N,aralık,декабря
662,Montag::N,pazartesi,пондельник
663,Dienstag::N,salı,овторник
664,Mittwoch::N,çarşamba,серёда
665,Donnerstag::N,perşembe,цетьверьг
666,Freitag::N,cuma,пеця
667,Samstag::N,cumartesi,субута
668,Samstag::N,cumartesi,шлямочи
669,Sonntag::N,pazar,недлячи
670,groß::A,büyük,ине
671,groß::A,büyük,покш
672,klein::A,ufak,вишка
673,klein::A,küçük,вишка
674,lang::A,uzun,кувака
675,kurz::A,kısa,нурькине
676,breit::A,enli,келей
677,breit::A,geniş,келей
678,schmal::A,dar,теине
679,dicht::A,sık,тусто
680,dicht::A,yoğun,тусто
681,dick[Gegenstand]::A,kalın,эчке
682,dick[Gegenstand]::A,iri,эчке
683,dünn::A,ince,човине
684,fein::A,ince,човине
685,fein::A,narin,човине
686,fest::A,sabit,кеме
687,fest::A,sağlam,кеме
688,flach::A,düz,лапужа
689,flach::A,yassı,лапужа
690,glatt::A,düz,валаня
691,hart::A,katı,калгодо
692,weich::A,yumuşak,чевте
693,rund::A,yuvarlak,кеверь
694,spitz::A,sivri,пшти
695,scharf::A,keskin,пшти
696,stumpf::A,kör,ношка
697,schwer::A,ağır,стака
698,schön::A,güzel,мазый
699,heiß::A,kızgın,пси
700,warm::A,sıcak,лембе
701,kalt::A,soğuk,якшамо
702,kühl::A,serin,экше
703,frisch::A,taze,свежа
704,feucht::A,nemli,летьке
705,feucht::A,rutubetli,летьке
706,nass::A,yaş,начко
707,nass::A,ıslak,начко
708,trocken::A,kuru,коське
709,voll::A,dolu,пешксе
710,voll::A,dolmuş,пешксе
711,leer::A,boş,чаво
712,offen::A,açık,панжадо
713,offen::A,açık,виде
714,geschlossen::A,kapalı,пекстазь
715,geschlossen::A,kapalı,сёлгозь
716,sauber::A,pak,ванькс
717,sauber::A,temiz,ванькс
718,schmutzig::A,pis,ливезев
719,schmutzig::A,kirli,ливезев
720,roh::A,çiğ,верек
721,reif::A,olgun,кенерезь
722,lecker::A,lezzetli,тантей
723,süß::A,tatlı,ламбамо
724,süß::A,şekerli,ламбамо
725,bitter::A,acı,сэпей
726,sauer::A,ekşi,чапамо
727,hell::A,aydınlık,валдо
728,dunkel::A,karanlık,чопода
729,schwarz::A,kara,раужо
730,schwarz::A,siyah,раужо
731,weiß::A,ak,ашо
732,weiß::A,beyaz,ашо
733,rot::A,kırmızı,якстере
734,gelb::A,sarı,ожо
735,blau::A,mavi,сэнь
736,grün::A,yeşil,пиже
737,grau::A,boz,шержев
738,bunt::A,renkli,сёрмав
739,billig::A,ucuz,аволь питней
740,teuer::A,pahalı,питней
741,wertvoll::A,değerli,питней
742,blind::A,kör,сокор
743,taub::A,sağır,амариця
744,kräftig::A,dinç,пек виев
745,kräftig::A,kuvvetli,пек виев
746,stark::A,güçlü,виев
747,stark::A,kuvvetli,виев
748,schwach::A,zayıf,лавшо
749,schwach::A,güçsüz,лавшо
750,fett::A,şişman,куя
751,schlank::A,narin,виде ронга
752,hübsch::A,güzel,мазый
753,hübsch::A,sevimli,мазый
754,böse::A,kötü,кежей
755,dumm::A,aptal,чавола
756,dumm::A,aptal,превтеме
757,faul::A,tembel,нузякс
758,fleißig::A,çalışkan,мелень путыця
759,geizig::A,cimri,скупой
760,klug::A,zekî,превей
761,klug::A,akıllı,превей
762,geschickt::A,becerikli,маштозь теезь
763,lieb::A,sevimli,вадря
764,lustig::A,neşeli,весёла
765,sanft::A,nazik,сэтьме
766,hungrig::A,aç,вачо
767,krank::A,hasta,сэредиця
768,krank::A,rahatsız,сэредиця
769,nackt::A,çıplak,штапо
770,traurig::A,kederli,нусманя
771,traurig::A,üzüntülü,нусманя
772,lebendig::A,canlı,эриця
773,gut::A,iyi,паро
774,schlecht::A,kötü,берянь
775,richtig::A,doğru,виде
776,schlimm::A,kötü,берянь
777,wahr::A,doğru,алкуксонь
778,wahr::A,gerçek,алкуксонь
779,alt::A,eski,ташто
780,neu::A,yeni,од
781,ehemalig::A,önceki,икелень
782,alt[Lebewesen]::A,yaşlı,сыре
783,jung::A,genç,од
784,arm::A,fakir,кажов
785,reich::A,zengin,сюпав
786,bekannt::A,bilinen,содавикс
787,berühmt::A,ünlü,содавикс
788,berühmt::A,meşhur,содавикс
789,fremd::A,yabancı,лия
790,fremd::A,yabancı,асодавикс
791,verschieden::A,ayrı,эрьва
792,verschieden::A,farklı,эрьва
793,nah::A,yakın,а васолонь
794,nah::A,bitişik,а васолонь
795,fern::A,uzak,умонь
796,fern::A,uzak,кезэрень
797,linker::A,sol,керш
798,rechter::A,sağ,вить
799,anderer::A,diğer,лия
800,erster::A,ilk,васень
801,erster::A,ilk,васенце
802,erster::A,birinci,васень
803,erster::A,birinci,васенце
804,zweiter::A,ikinci,омбоце
805,dritter::A,üçüncü,колмоце
806,letzter::A,son,меельце
807,letzter::A,sonuncu,меельце
808,allein::ADV,yalnız,башка
809,allein::ADV,yalnız,ськамонзо
810,allein::ADV,tek başına,башка
811,allein::ADV,tek başına,ськамонзо
812,auf einmal::ADV,birden,вейсэ
813,zusammen::ADV,beraber,вейс
814,zusammen::ADV,beraber,вейсэ
815,zusammen::ADV,birlikte,вейс
816,zusammen::ADV,birlikte,вейсэ
817,lange::ADV,çok,кувать
