,Concept_ID,zh,hr
861,oder::CNJ,或者,ili
862,stehen::V,站,stajati
863,sitzen::V,坐,sjediti
864,liegen::V,躺着,ležati
865,hängen::V,挂着,visiti
866,werden::V,成为,postati
867,werden::V,成为,činiti se
868,passieren::V,发生,desiti se
869,passieren::V,发生,dogoditi se
870,beginnen::V,开始,početi
871,enden::V,终止,prestati
872,enden::V,终止,svršiti se
873,wechseln::V,变迁,mijenjati se
874,aufgehen[Sonne]::V,升起,izići
875,untergehen[Sonne]::V,下落,zaći
876,scheinen[Sonne]::V,照射,sijati
877,donnern::V,打雷,grmjeti
878,wehen::V,飘扬,duhati
879,strömen::V,流,strujati
880,fließen::V,流动,teći
881,sich drehen::V,转动,obrtati se
882,sich drehen::V,转动,vrtjeti se
883,schwanken::V,摇摆,teturati
884,schwanken::V,摇摆,kolebati se
885,schwingen::V,摇,njihati
886,schwingen::V,摇,titrati
887,fallen::V,坠落,padati
888,brennen::V,燃烧,gorjeti
889,rauchen::V,冒烟,dimiti se
890,regnen::V,下雨,kišiti
891,regnen::V,下雨,daždjeti
892,gefrieren::V,结冰,smrznuti se
893,tauen::V,融化,kopnjeti
894,tauen::V,融化,kraviti se
895,schmelzen::V,溶化,topiti se
896,trocknen::V,变干,sušiti se
897,sieden::V,煮,kipjeti
898,sieden::V,煮,ključati
899,faulen::V,腐烂,gnjiti
900,verfaulen::V,腐烂,sagnjiti
901,reißen::V,撕,otrgnuti se
902,versinken::V,下沉,tonuti
903,versinken::V,下沉,propasti
904,vergehen::V,流逝,prolaziti
905,erscheinen::V,出现,pojaviti se
906,verschwinden::V,消失,nestati
907,verschwinden::V,消失,izgubiti se
908,sinken::V,下降,trgnuti
909,sinken::V,下降,spustiti se
910,abnehmen::V,减少,opasti
911,zunehmen::V,增加,povećati se
912,steigen::V,上升,uzići
913,steigen::V,上升,nadoći
914,wachsen::V,生长,rasti
915,glänzen::V,发光,blistati
916,glänzen::V,发光,sjati se
917,funkeln::V,闪烁,svjetlucati
918,lärmen::V,吵闹,bučati
919,lärmen::V,吵闹,galamiti
920,läuten::V,响,zvoniti
921,klingeln::V,按铃,zvoniti
922,brausen::V,疾驶,hujati
923,klingen::V,听起来,zvučati
924,bellen::V,吠,lajati
925,heulen::V,嗥,zavijati
926,blasen::V,吹,puhati
927,pfeifen::V,吹口哨,fućkati
928,schreien::V,叫喊,vikati
929,schreien::V,叫喊,kričati
930,stöhnen::V,呻吟,stenjati
931,zittern::V,颤抖,drhtati
932,zittern::V,颤抖,trepetati
933,leben::V,生存,živjeti
934,geboren werden::V,出生,roditi se
935,atmen::V,呼吸,disati
936,trinken::V,喝,piti
937,essen::V,吃,jesti
938,schlucken::V,咽,gutati
939,müde werden::V,疲倦,umoriti se
940,einschlafen::V,入睡,usnuti
941,einschlafen::V,入睡,zaspati
942,schlafen::V,睡觉,spati
943,aufwachen::V,睡醒,probuditi se
944,aufstehen::V,起床,ustati
945,sich erholen::V,休养,odmoriti se
946,krank werden::V,生病,oboljeti se
947,krank werden::V,生病,razboljeti se
948,krank sein::V,生病,bolovati
949,schmerzen::V,疼痛,boljeti
950,husten::V,咳,kašljati
951,genesen::V,痊愈,ozdraviti
952,genesen::V,痊愈,oporaviti se
953,sterben::V,死,umrijeti
954,umkommen::V,丧命,skapati
955,sich bewegen::V,移动,gibati se
956,sich bewegen::V,移动,kretati se
957,sich rühren::V,动弹,maknuti se
958,sich erheben::V,站起,dići se
959,sich setzen::V,坐,sjesti
960,hinfallen::V,跌倒,pasti
961,laufen::V,步行,hodati
962,schreiten::V,迈步,stupati
963,spazierengehen::V,散步,šetati se
964,eilen::V,急忙,hitati
965,sich beeilen::V,赶快,požuriti se
966,sausen::V,疾驰,juriti
967,rennen::V,奔跑,trčati
968,springen::V,跳,skakati
969,klettern::V,攀缘,popeti se
970,klettern::V,攀缘,penjati se
971,schaukeln::V,荡秋千,ljuljati se
972,kriechen::V,爬行,puzati
973,kriechen::V,爬行,gmizati
974,schwimmen::V,游泳,plivati
975,tauchen::V,潜水,roniti
976,tauchen::V,潜水,gnjuriti
977,rudern::V,划船,veslati
978,fahren::V,行驶,voziti se
979,fliegen::V,飞,letjeti
980,fliegen::V,飞,lijetati
981,gehen::V,走,ići
982,weggehen::V,离去,otići
983,abfahren::V,出发,krenuti
984,abfahren::V,出发,otputovati
985,anhalten::V,停住,stati
986,anhalten::V,停住,zaustaviti
987,hineingehen::V,进去,ulaziti
988,eintreten::V,进入,ući
989,kommen::V,来,doći
990,ankommen::V,到达,stići
991,zurückkommen::V,回来,vratiti se
992,zurückkommen::V,回来,povratiti se
993,bleiben::V,停留,ostati
994,warten::V,等,čekati
995,erwarten::V,等候,očekivati
996,suchen::V,找,tražiti
997,finden::V,找到,naći
998,versuchen::V,尝试,pokušati
999,vorbereiten::V,预备,spremiti
1000,vorbereiten::V,预备,pripremiti
1001,lieben::V,爱,voljeti
1002,mögen::V,喜欢,voljeti
1003,lachen::V,笑,smijati se
1004,weinen::V,哭,plakati
1005,schimpfen::V,骂,psovati
1006,sich ärgern::V,生气,ljutiti se
1007,sich fürchten::V,害怕,bojati se
1008,fürchten::V,害怕,bojati se
1009,fliehen::V,逃走,pobjeći
1010,flüchten::V,逃跑,utjeći
1011,sehen::V,看,vidjeti
1012,anschauen::V,注视,ogledati
1013,ansehen::V,注视,gledati
1014,hören::V,听,čuti
1015,zuhören::V,倾听,slušati
1016,probieren::V,尝,probati
1017,riechen::V,闻,osjećati miris
1018,fühlen::V,感到,osjećati
1019,scheinen::V,照耀,činiti se
1020,zu sehen sein::V,可以看到,biti vidljiv
1021,vernehmen::V,审讯,saznati
1022,frieren::V,觉得冷,zima je
1023,tun::V,作,raditi
1024,können::V,能,moći
1025,wollen::V,要,htjeti
1026,anfangen::V,开始,početi
1027,beenden::V,结束,svršiti
1028,beenden::V,结束,dovršiti
1029,aufhören::V,停止,prestati
1030,gelingen::V,成功,uspjeti
1031,geraten::V,陷于,desiti se
1032,öffnen::V,打开,otvoriti
1033,schließen::V,关,zatvoriti
1034,stellen::V,放,metnuti
1035,stellen::V,放,postaviti
1036,setzen::V,放,posaditi
1037,legen::V,摆,polagati
1038,berühren::V,触,doticati
1039,berühren::V,触,dodirivati
1040,verbinden::V,联结,spojiti
1041,verbinden::V,联结,zavezati
1042,bedecken::V,覆盖,pokriti
1043,aufhängen::V,挂,objesiti
1044,anzünden::V,点,upaliti
1045,anzünden::V,点,zapaliti
1046,aufheben::V,拾起,podići
1047,aufheben::V,拾起,podignuti
1048,zurücklassen::V,遗留,ostaviti
1049,zurücklassen::V,遗留,pustiti natrag
1050,verlieren::V,丧失,izgubiti
1051,fallen lassen::V,让掉下,ispustiti
1052,machen::V,做,uraditi
1053,machen::V,做,načiniti
1054,machen::V,做,napraviti
1055,herstellen::V,生产,proizvesti
1056,bauen::V,建造,graditi
1057,reparieren::V,修理,popraviti
1058,verbessern::V,改进,poboljšati
1059,ändern::V,改变,promijeniti
1060,graben::V,挖,kopati
1061,graben::V,挖,kopkati
1062,beugen::V,弯下,saviti
1063,biegen::V,弯,saviti
1064,biegen::V,弯,sagnuti
1065,drehen::V,转动,vrtjeti
1066,wenden::V,转动,obrnuti
1067,umdrehen::V,转动,okrenuti
1068,umdrehen::V,转动,prevŕnuti
1069,heben::V,举起,dizati
1070,hochheben::V,抬高,dignuti
1071,ergreifen::V,抓住,uhvatiti
1072,ergreifen::V,抓住,prihvatiti
1073,halten::V,拿着,držati
1074,drücken::V,压,pritiskivati
1075,schieben::V,推,gurati
1076,kratzen::V,搔,česati
1077,kratzen::V,搔,grepsti
1078,lecken::V,舔,lizati
1079,beißen::V,咬,ujesti
1080,beißen::V,咬,gristi
1081,abreißen::V,撕下,otkinuti
1082,abschneiden::V,切断,odrezati
1083,binden::V,捆,vezati
1084,stecken::V,插,turiti
1085,brechen::V,断裂,slomiti
1086,klopfen::V,敲,lupati
1087,klopfen::V,敲,kucati
1088,hauen::V,揍,tući
1089,hauen::V,揍,udarati
1090,kleben::V,粘,lijepiti
1091,reiben::V,摩擦,trti
1092,streichen::V,涂,namazati
1093,schleifen::V,拖曳,brusiti
1094,schneiden::V,切,rezati
1095,rütteln::V,颠簸,drmati
1096,schütteln::V,摇动,tresti
1097,schwenken::V,摇动,mahati
1098,schütten::V,倒,sipati
1099,schütten::V,倒,lijevati
1100,füllen::V,填满,napuniti
1101,einwickeln::V,包,umotati
1102,einwickeln::V,包,zamotati
1103,tragen::V,提,nositi
1104,schleppen::V,扛,tegliti
1105,ziehen::V,拉,vući
1106,aufbewahren::V,保存,čuvati
1107,werfen::V,扔,bacati
1108,fangen::V,捕捉,loviti
1109,fangen::V,捕捉,hvatati
1110,packen::V,抓住,ščepati
1111,packen::V,抓住,zgrabiti
1112,verstecken::V,藏,sakriti
1113,teilen::V,分,podijeliti
1114,schicken::V,派遣,slati
1115,bringen::V,带来,donijeti
1116,hinzufügen::V,添加,dodati
1117,hinzufügen::V,添加,pridati
1118,bekommen::V,得到,dobiti
1119,erhalten::V,接到,primiti
1120,nehmen::V,拿,uzeti
1121,wählen::V,挑选,izabrati
1122,auswählen::V,选择,odabrati
1123,bewahren::V,保持,sačuvati
1124,behindern::V,防碍,smetati
1125,verderben::V,败坏,pokvariti
1126,beschädigen::V,损坏,oštetiti
1127,zerbrechen::V,破碎,razbiti
1128,zerbrechen::V,破碎,prelomiti
1129,zerreißen::V,撕碎,poderati
1130,zerreißen::V,撕碎,rastrgnuti
1131,zerstören::V,毁坏,razoriti
1132,zerstören::V,毁坏,razrušiti
1133,verbrennen::V,燃烧,spaliti
1134,verbrennen::V,燃烧,sagorjeti
1135,geben::V,给,dati
1136,reichen::V,递给,pružiti
1137,schenken::V,赠送,darivati
1138,versprechen::V,许诺,obećati
1139,wünschen::V,祝,željeti
1140,loben::V,表扬,hvaliti
1141,küssen::V,亲,ljubiti
1142,wiegen::V,轻摇,njihati
1143,wiegen::V,轻摇,ljuljati
1144,zudecken::V,盖上,pokriti
1145,wecken::V,唤起,probuditi
1146,zeigen::V,指,pokazati
1147,führen::V,带领,voditi
1148,lehren::V,教,učiti
1149,unterrichten::V,讲课,poučiti
1150,aufziehen::V,抚养,uzgajati
1151,leiten::V,领导,upravljati
1152,antreiben::V,催促,natjeravati
1153,lassen::V,让,dati
1154,einladen::V,邀请,pozvati
1155,vereinigen::V,统一,ujediniti
1156,besuchen::V,参观,posjetiti
1157,treffen::V,会面,sresti
1158,sich versammeln::V,聚集,okupiti se
1159,spielen::V,玩,igrati se
1160,singen::V,唱歌,pjevati
1161,tanzen::V,跳舞,plesati
1162,sich trennen::V,分别,razići se
1163,verlassen::V,离开,ostaviti
1164,verlassen::V,离开,napustiti
1165,retten::V,救,spasiti
1166,bewachen::V,守卫,čuvati
1167,bewachen::V,守卫,stražariti
1168,schützen::V,保护,čuvati
1169,verteidigen::V,保卫,obraniti
1170,sich schlagen::V,打架,biti se
1171,sich schlagen::V,打架,udariti se
1172,schießen::V,射击,pucati
1173,schießen::V,射击,strijeljati
1174,siegen::V,获胜,pobijediti
1175,ärgern::V,激怒,ljutiti
1176,schlagen::V,打,biti
1177,schlagen::V,打,udariti
1178,treten::V,踢,šutnuti
1179,stechen::V,刺,ubosti
1180,stoßen::V,撞,gurnuti
1181,stehlen::V,盗窃,ukrasti
1182,stören::V,干扰,smetati
1183,belästigen::V,打搅,smetati
1184,belästigen::V,打搅,dosaditi
1185,verbergen::V,隐藏,skriti
1186,täuschen::V,欺骗,obmanuti
1187,betrügen::V,欺骗,prevarati
1188,töten::V,杀,ubiti
1189,wohnen::V,居住,stanovati
1190,arbeiten::V,工作,raditi
1191,sammeln::V,收集,sabrati
1192,pflücken::V,采,ubrati
1193,jagen::V,打猎,loviti
1194,fischen::V,捕鱼,ribati
1195,fischen::V,捕鱼,loviti ribu
1196,fassen::V,捉住,uloviti
1197,hüten::V,守护,pasti
1198,treiben::V,漂,goniti
1199,anbinden::V,拴,privezati
1200,füttern::V,喂,hraniti
1201,melken::V,挤奶,musti
1202,hacken::V,剁细,sjeckati
1203,gießen::V,浇,politi
1204,reifen::V,成熟,sazreti
1205,kochen::V,煮,kuhati
1206,backen::V,烤,peći
1207,braten::V,煎,peći
1208,braten::V,煎,pržiti
1209,umrühren::V,搅拌,promiješati
1210,stricken::V,织,plesti
1211,nähen::V,缝,šiti
1212,färben::V,染色,obojiti
1213,reinigen::V,清洁,očistiti
1214,reinigen::V,清洁,počistiti
1215,waschen::V,洗,prati
1216,abwischen::V,擦掉,otrti
1217,spülen::V,清洗,isprati
1218,spülen::V,清洗,oplakati
1219,fegen::V,扫,mesti
1220,fegen::V,扫,pomesti
1221,kehren::V,打扫,mesti
1222,baden::V,给...洗澡,kupati se
1223,sich waschen::V,洗澡,umiti se
1224,sich waschen::V,洗澡,prati se
1225,ausziehen::V,脱,svući
1226,anziehen::V,穿,obući
1227,sich anziehen::V,穿衣,obući se
1228,kämmen::V,梳,češljati
1229,schmücken::V,装饰,uresiti
1230,schmücken::V,装饰,nakititi
1231,sagen::V,说,reći
1232,sagen::V,说,kazati
1233,sprechen::V,说,govoriti
1234,reden::V,讲,govoriti
1235,reden::V,讲,besjediti
1236,sich unterhalten::V,聊天,razgovarati se
1237,fragen::V,问,pitati
1238,bitten::V,请,moliti
1239,erzählen::V,叙述,ispričati
1240,erzählen::V,叙述,pripovjediti
1241,mitteilen::V,通知,saopćiti
1242,nennen::V,叫做,nazvati
1243,rufen::V,叫,zvati
1244,rufen::V,叫,dozvati
1245,prahlen::V,吹牛,hvalisati se
1246,übersetzen::V,翻译,prevesti
1247,denken::V,想,misliti
1248,glauben::V,以为,vjerovati
1249,bemerken::V,发觉,zapaziti
1250,bemerken::V,发觉,primijetiti
1251,erkennen::V,识别,prepoznati
1252,begreifen::V,理解,pojmiti
1253,begreifen::V,理解,shvatiti
1254,verstehen::V,明白,razabrati
1255,lernen::V,学,učiti se
1256,wissen::V,知道,znati
1257,sich erinnern an::V,回忆,sjetiti se
1258,vergessen::V,忘记,zaboraviti
1259,messen::V,测量,mjeriti
1260,zählen::V,数,brojiti
1261,rechnen::V,计算,računati
1262,lesen::V,读,čitati
1263,malen::V,画,slikati
1264,zeichnen::V,绘制,crtati
1265,schreiben::V,写,pisati
1266,besitzen::V,占有,imati
1267,besitzen::V,占有,posjedovati
1268,kaufen::V,买,kupiti
1269,verkaufen::V,卖,prodati
1270,verkaufen::V,卖,raspačati
1271,bezahlen::V,付钱,platiti
1272,zahlen::V,支付,plaćati
1273,beherrschen::V,统治,vladati
1274,beherrschen::V,统治,gospodariti
1275,ertragen::V,忍耐,trpjeti
1276,ertragen::V,忍耐,podnijeti
1277,vergebens::ADV,,uzalud
1278,vergebens::ADV,,zabadava
1279,klirren::V,,zvečati
1280,rauschen::V,,šumiti
1281,rauschen::V,,šuškati
1282,rühren::V,,taknuti
1283,zubereiten::V,,prigotoviti
