,Concept_ID,pt,lt
148,Kiefer[Baum]::N,pinheiro,pušis
149,Weide[Baum]::N,salgueiro,karklas
150,Tanne::N,abeto,eglė
151,Tanne::N,abeto,kėnis
152,Horn::N,corno,ragas
153,Horn::N,chifre,ragas
154,Feder::N,pena,plunksna
155,Fell::N,pele,kailis
156,Flügel::N,asa,sparnas
157,Klaue::N,pata,kanopa
158,Kralle::N,unha,nagas
159,Kralle::N,garra,nagas
160,Schwanz::N,rabo,uodega
161,Schwanz::N,cauda,uodega
162,Ei::N,ovo,kiaušinis
163,Nest::N,ninho,gūžta
164,Nest::N,ninho,lizdas
165,Bau::N,toca,ola
166,Bau::N,covil,ola
167,Tier::N,animal,gyvūnas
168,Herde::N,rebanho,banda
169,Herde::N,rebanho,kaimenė
170,Kuh::N,vaca,karvė
171,Bulle::N,touro,bulius
172,Pferd::N,cavalo,arklys
173,Schaf::N,ovelha,avis
174,Schwein::N,porco,kiaulė
175,Hund::N,cão,šuo
176,Katze::N,gata,katė
177,Bär::N,urso,lokys
178,Eichhörnchen::N,esquilo,voveraitė
179,Elch::N,alce,briedis
180,Fuchs::N,raposa,lapė
181,Hase::N,lebre,kiškas
182,Maus::N,rato,pelė
183,Wolf::N,lobo,vilkas
184,Vogel::N,ave,paukštis
185,Vogel::N,pássaro,paukštis
186,Schwarm::N,bando,spiečius
187,Schwarm::N,enxame,spiečius
188,Huhn::N,galinha,višta
189,Hahn::N,galo,gaidys
190,Gans::N,ganso,žąsis
191,Adler::N,águia,erelis
192,Ente::N,pata,antis
193,Eule::N,mocho,pelėda
194,Eule::N,coruja,pelėda
195,Kranich::N,grou,gervė
196,Krähe::N,gralha,varna
197,Kuckuck::N,cuco,gegužė
198,Schwan::N,cisne,gulbė
199,Fisch::N,peixe,žuvis
200,Barsch::N,perca,ešerys
201,Hecht::N,lúcio,lydeka
202,Schlange[Tier]::N,serpente,gyvatė
203,Wurm::N,verme,kirmėlė
204,Spinne::N,aranha,voras
205,Ameise::N,formiga,skruzdė
206,Laus::N,piolho,utėlė
207,Mücke::N,mosquito,uodas
208,Fliege::N,mosca,musė
209,Schmetterling::N,borboleta,drugys
210,Schmetterling::N,borboleta,peteliškė
211,Beere::N,bago,uoga
212,Apfel::N,maçã,obuolys
213,Pilz::N,fungo,grybas
214,Pilz::N,cogumelo,grybas
215,Zwiebel::N,cebola,svogūnas
216,Saat::N,sementeira,sėkla
217,Korn::N,grão,grūdai
218,Heu::N,feno,šienas
219,Schale::N,casca,žievelė
220,Grube::N,cova,duobė
221,Grube::N,fossa,duobė
222,Falle::N,armadilha,pinklės
223,Falle::N,armadilha,žabangai
224,Schlinge::N,laço,kilpa
225,Spur::N,pista,vėžė
226,Spur::N,pista,pėdos
227,Spur::N,pista,pėdsakas
228,Spur::N,vestígio,vėžė
229,Spur::N,vestígio,pėdos
230,Spur::N,vestígio,pėdsakas
231,Asche::N,cinza,pelenai
232,Dreck::N,sujidade,purvas
233,Eisen::N,ferro,geležis
234,Gold::N,ouro,auksas
235,Silber::N,prata,sidabras
236,Kohle::N,carvão,anglis
237,Glas::N,vidro,stiklas
238,Lehm::N,barro,molis
239,Lehm::N,argila,molis
240,Sand::N,areia,smėlis
241,Mensch::N,homem,žmogus
242,Mensch::N,pessoa,žmogus
243,Mann::N,homem,vyras
244,Mann::N,homem,vyriškis
245,Frau::N,mulher,moteris
246,Kind::N,filho,vaikas
247,Kind::N,criança,vaikas
248,Junge::N,rapaz,vaikinas
249,Junge::N,rapaz,berniukas
250,Junge::N,menino,vaikinas
251,Junge::N,menino,berniukas
252,Mädchen::N,menina,mergytė
253,Mädchen::N,menina,mergaitė
254,Mädchen::N,rapariga,mergytė
255,Mädchen::N,rapariga,mergaitė
256,Familie::N,família,šeima
257,Großvater::N,avô,senelis
258,Großmutter::N,avó,senelė
259,Eltern::N,pais,tėvai
260,Vater::N,pai,tėvas
261,Mutter::N,mãe,motina
262,Sohn::N,filho,sūnus
263,Tochter::N,filha,duktė
264,Bruder::N,irmão,brolis
265,Schwester::N,irmã,sesuo
266,Onkel::N,tio,dėdė
267,Tante::N,tia,teta
268,Ehemann::N,esposo,vyras
269,Ehefrau::N,esposa,žmona
270,Freude::N,prazer,džiaugsmas
271,Freude::N,alegria,džiaugsmas
272,Gelächter::N,risada,juokas
273,Gelächter::N,gargalhada,juokas
274,Glück::N,felicidade,laimė
275,Kummer::N,aflição,vargas
276,Kummer::N,aflição,rūpestis
277,Kummer::N,desgosto,vargas
278,Kummer::N,desgosto,rūpestis
279,Wunsch::N,desejo,troškimas
280,Wunsch::N,desejo,pageidavimas
281,Lust::N,vontade,noras
282,Lust::N,vontade,geidulys
283,Geist::N,mente,dvasia
284,Geist::N,espírito,dvasia
285,Gedanke::N,ideia,mintis
286,Gedanke::N,pensamento,mintis
287,Gedächtnis::N,memória,atmintis
288,Verstand::N,razão,protas
289,Verstand::N,inteligência,protas
290,Sinn::N,sentido,prasmė
291,Sinn::N,significado,prasmė
292,Grund::N,causa,priežastis
293,Grund::N,motivo,priežastis
294,Wahrheit::N,verdade,tiesa
295,Wahrheit::N,verdade,teisybė
296,Gespräch::N,conversa,pokalbis
297,Gespräch::N,conversação,pokalbis
298,Märchen::N,conto,pasaka
299,Erzählung::N,conto,apsakymas
300,Erzählung::N,conto,pasakojimas
301,Erzählung::N,narrativa,apsakymas
302,Erzählung::N,narrativa,pasakojimas
303,Nachricht::N,mensagem,žinia
304,Neuigkeit::N,notícia,naujiena
305,Neuigkeit::N,novidade,naujiena
306,Name::N,nome,vardas
307,Rätsel::N,adivinha,mįslė
308,Rede::N,oração,kalba
309,Rede::N,discurso,kalba
310,Sprache::N,língua,kalba
311,Stimme::N,voz,balsas
312,Wort::N,palavra,žodis
313,Zeichen::N,marca,žymė
314,Zeichen::N,marca,ženklas
315,Ruf::N,grito,šauksmas
316,Ruf::N,chamada,šauksmas
317,Lärm::N,ruído,triukšmas
318,Lärm::N,barulho,triukšmas
319,Laut::N,som,garsas
320,Ton::N,tom,tonas
321,Ton::N,tom,garsas
322,Lied::N,canção,daina
323,Lied::N,canção,giesmė
324,Ruhe::N,calma,ramybė
325,Ruhe::N,calma,ramumas
326,Ruhe::N,silêncio,ramybė
327,Ruhe::N,silêncio,ramumas
328,Leute::N,gente,žmonės
329,Leute::N,pessoas,žmonės
330,Volk::N,povo,tauta
331,Volk::N,nação,tauta
332,Arbeit::N,trabalho,darbas
333,Arbeit::N,trabalho,triūsas
334,Gast::N,hóspede,svečias
335,Gast::N,convidado,svečias
336,Geschenk::N,prenda,dovana
337,Geschenk::N,presente,dovana
338,Spiel::N,jogo,žaismas
339,Spiel::N,jogo,žaidimas
340,Gesellschaft::N,companhia,draugija
341,Gesellschaft::N,companhia,kompanija
342,Hilfe::N,ajuda,pagalba
343,Hilfe::N,socorro,pagalba
344,Freund::N,amigo,draugas
345,Freund::N,amigo,bičiulis
346,Kamerad::N,camarada,draugas
347,Angelegenheit::N,assunto,dalykas
348,Angelegenheit::N,assunto,reikalas
349,Anzahl::N,número,kiekis
350,Anzahl::N,número,skaičius
351,Anzahl::N,quantidade,kiekis
352,Anzahl::N,quantidade,skaičius
353,Art::N,tipo,rūšis
354,Art::N,espécie,rūšis
355,Stück::N,pedaço,gabalas
356,Teil::N,peça,dalis
357,Teil::N,parte,dalis
358,Hälfte::N,metade,pusė
359,Kreis::N,círculo,ratas
360,Kreis::N,círculo,apskritis
361,Kreis::N,círculo,apskritimas
362,Kreuz::N,cruz,kryžius
363,Linie::N,linha,linija
364,Strich::N,traço,brėžis
365,Strich::N,traço,brūkšnys
366,Abstand::N,distância,atstumas
367,Entfernung::N,distância,atstumas
368,Gegend::N,área,vietovė
369,Gegend::N,região,vietovė
370,Platz::N,lugar,vieta
371,Ort::N,sítio,vieta
372,Ort::N,sítio,vietovė
373,Seite::N,lado,pusė
374,Seite::N,lado,šonas
375,Mitte::N,meio,vidurys
376,Gegenstand::N,objecto,dalykas
377,Sache::N,coisa,daiktas
378,Rand::N,bordo,kraštas
379,Rand::N,bordo,pakraštys
380,Rand::N,margem,kraštas
381,Rand::N,margem,pakraštys
382,Kante::N,borda,kraštas
383,Kante::N,aresta,kraštas
384,Ecke::N,esquina,kertė
385,Ecke::N,esquina,kampas
386,Spitze::N,ponta,priekis
387,Spitze::N,ponta,priešakys
388,Ende::N,cabo,galas
389,Ende::N,extremo,galas
390,Loch::N,furo,skylė
391,Loch::N,buraco,skylė
392,Winkel::N,canto,kampas
393,Winkel::N,canto,kampelis
394,Winkel::N,ângulo,kampas
395,Winkel::N,ângulo,kampelis
396,Muster::N,padrão,raštas
397,Muster::N,desenho,raštas
398,Größe::N,tamanho,dydis
399,Größe::N,tamanho,didumas
400,Länge::N,comprimento,ilgis
401,Länge::N,comprimento,ilgumas
402,Höhe::N,altura,aukštis
403,Höhe::N,altura,aukštuma
404,Höhe::N,altitude,aukštis
405,Höhe::N,altitude,aukštuma
406,Gewicht::N,peso,svoris
407,Gewicht::N,peso,svarstis
408,Menge::N,quantidade,kiekis
409,Menge::N,quantidade,daugybė
410,Haufen::N,pilha,krūva
411,Haufen::N,pilha,šūsnis
412,Reihe::N,fila,greta
413,Boot::N,barco,valtis
414,Boot::N,barco,laivelis
415,Ruder::N,remo,irklas
416,Schlitten::N,trenó,rogės
417,Schlitten::N,trenó,rogutės
418,Ski::N,esqui,slidė
419,Lagerfeuer::N,fogueira,laužas
420,Last::N,carga,našta
421,Last::N,carga,nešulys
422,Gang::N,curso,eisena
423,Gang::N,caminhada,eisena
424,Schritt::N,passo,žingsnis
425,Norden::N,norte,šiaurė
426,Norden::N,norte,žiemiai
427,Süden::N,sul,pietūs
428,Westen::N,oeste,vakarai
429,Westen::N,ocidente,vakarai
430,Osten::N,este,rytai
431,Osten::N,leste,rytai
432,Osten::N,oriente,rytai
433,Holz::N,madeira,mediena
434,Brett::N,tábua,lenta
435,Brett::N,prancha,lenta
436,Platte::N,laje,plokštė
437,Platte::N,chapa,plokštė
438,Stütze::N,apoio,atrama
439,Stütze::N,apoio,atspara
440,Stütze::N,suporte,atrama
441,Stütze::N,suporte,atspara
442,Stange::N,vara,lazda
443,Stange::N,vara,kartis
444,Stange::N,barra,lazda
445,Stange::N,barra,kartis
446,Stock::N,pau,lazda
447,Stock::N,bengala,lazda
448,Stab::N,bastão,kartis
449,Rohr::N,cano,vamzdis
450,Haus::N,casa,namas
451,Heim::N,lar,namai
452,Heim::N,casa,namai
453,Ofen::N,estufa,krosnis
454,Ofen::N,aquecedor,krosnis
455,Fußboden::N,piso,grindys
456,Tisch::N,mesa,stalas
457,Stuhl::N,cadeira,kėdė
458,Wiege::N,berço,lopšys
459,Bett::N,cama,lova
460,Bett::N,cama,patalai
461,Regal::N,estante,lentyna
462,Regal::N,prateleira,lentyna
463,Kiste::N,caixa,dėžė
464,Fenster::N,janela,langas
465,Tür::N,porta,durys
466,Tor::N,portão,vartai
467,Zaun::N,cerca,tvora
468,Zaun::N,vedação,tvora
469,Dach::N,telhado,stogas
470,Leiter::N,escada,kopėčios
471,Leiter::N,escada móvel,kopėčios
472,Besen::N,vassoura,šluota
473,Spaten::N,pá,lopeta
474,Spaten::N,pá,kastuvas
475,Schaufel::N,pá,semtuvas
476,Gabel::N,garfo,šakutė
477,Löffel::N,colher,šaukštas
478,Messer::N,faca,peilis
479,Nagel::N,cravo,vinis
480,Netz::N,rede,tinklas
481,Haken::N,gancho,vagis
482,Haken::N,gancho,kablys
483,Griff::N,asa,kotas
484,Griff::N,asa,rankena
485,Griff::N,cabo,kotas
486,Griff::N,cabo,rankena
487,Schloss::N,fechadura,spyna
488,Schloss::N,fechadura,užraktas
489,Bild::N,imagem,paveikslas
490,Figur::N,figura,figūra
491,Puppe::N,boneca,lėlė
492,Beutel::N,saco,krepšys
493,Beutel::N,saco,maišelis
494,Beutel::N,bolsa,krepšys
495,Beutel::N,bolsa,maišelis
496,Bündel::N,fardo,ryšulys
497,Tasche::N,saco,krepšelis
498,Tasche::N,bolso,krepšelis
499,Eimer::N,balde,kibiras
500,Deckel::N,tampa,dangtis
501,Geschirr::N,louça,indai
502,Sack::N,saca,maišas
503,Tasse::N,chávena,puodukas
504,Topf::N,tacho,puodas
505,Topf::N,panela,puodas
506,Kessel::N,caldeira,katilas
507,Essen::N,refeição,valgis
508,Nahrung::N,comida,penas
509,Nahrung::N,comida,maistas
510,Nahrung::N,alimento,penas
511,Nahrung::N,alimento,maistas
512,Speise::N,prato,patiekalas
513,Fleisch::N,carne,mėsa
514,Getreide::N,cereais,javai
515,Brei::N,puré,košė
516,Brot::N,pão,duona
517,Scheibe::N,fatia,riekė
518,Fett::N,banha,taukai
519,Fett::N,banha,riebalai
520,Fett::N,gordura,taukai
521,Fett::N,gordura,riebalai
522,Butter::N,manteiga,sviestas
523,Öl::N,azeite,aliejus
524,Salz::N,sal,druska
525,Suppe::N,sopa,sriuba
526,Suppe::N,caldo,sriuba
527,Honig::N,mel,medus
528,Milch::N,leite,pienas
529,Tee::N,chá,arbata
530,Leder::N,couro,oda
531,Wolle::N,lã,vilna
532,Stoff::N,pano,audeklas
533,Stoff::N,tecido,audeklas
534,Nadel::N,agulha,adata
535,Faden::N,fio,gija
536,Faden::N,fio,siūlas
537,Knopf::N,botão,saga
538,Knoten::N,nó,mazgas
539,Farbe::N,corante,dažai
540,Kleidung::N,roupa,rūbai
541,Kleidung::N,roupa,drabužiai
542,Kleidung::N,vestuário,rūbai
543,Kleidung::N,vestuário,drabužiai
544,Hemd::N,camisa,marškiniai
545,Kragen::N,gola,apykaklė
546,Ärmel::N,manga,rankovė
547,Hose::N,calça,kelnės
548,Gürtel::N,cinto,juosta
549,Gürtel::N,cinto,diržas
550,Mütze::N,boné,kepurė
551,Mütze::N,barrete,kepurė
552,Schuh::N,sapato,batas
553,Stiefel::N,bota,auliniai batai
554,Ring::N,anel,žiedas
555,Band::N,fita,kaspinas
556,Band::N,faixa,kaspinas
557,Kamm::N,pente,šukos
558,Spiegel::N,espelho,veidrodis
559,Riemen::N,correia,diržas
560,Schnur::N,corda,virvė
561,Schnur::N,cordel,virvė
562,Leine::N,trela,pavadėlis
563,Decke::N,cobertor,antklodė
564,Kissen::N,almofada,pagalvė
565,Kissen::N,almofada,priegalvis
566,Tuch::N,pano,skarelė
567,Handtuch::N,toalha,rankšluostis
568,Kraft::N,força,jėga
569,Stärke::N,força,stiprumas
570,Gesundheit::N,saúde,sveikata
571,Krankheit::N,doença,liga
572,Krankheit::N,enfermidade,liga
573,Schmerz::N,dor,skausmas
574,Wunde::N,chaga,žaizda
575,Wunde::N,ferida,žaizda
576,Fieber::N,febre,karštis
577,Arznei::N,remédio,vaistas
578,Brücke::N,ponte,tiltas
579,Brunnen::N,poço,šulinys
580,Weide::N,pastagem,ganykla
581,Weide::N,pastagem,gluosnis
582,Pfad::N,senda,takas
583,Pfad::N,trilho,takas
584,Weg::N,caminho,kelias
585,Straße::N,via,gatvė
586,Straße::N,estrada,gatvė
587,Dorf::N,aldeia,kaimas
588,Dorf::N,aldeia,sodžius
589,Stadt::N,cidade,miestas
590,Brief::N,carta,laiškas
591,Buch::N,livro,knyga
592,Buchstabe::N,letra,raidė
593,Zeitung::N,jornal,laikraštis
594,Leben::N,vida,gyvybė
595,Leben::N,vida,gyvenimas
596,Tod::N,morte,mirtis
597,Grab::N,túmulo,kapas
598,Grab::N,sepultura,kapas
599,Kirche::N,igreja,bažnyčia
600,Sünde::N,pecado,nuodėmė
601,Sünde::N,pecado,nusidėjimas
602,Gott::N,deus,dievas
603,Arbeiter::N,operário,darbininkas
604,Arbeiter::N,trabalhador,darbininkas
605,Chef::N,chefe,šefas
606,Chef::N,chefe,vadovas
607,Chef::N,chefe,viršininkas
608,Chef::N,patrão,šefas
609,Chef::N,patrão,vadovas
610,Chef::N,patrão,viršininkas
611,Meister::N,mestre,meistras
612,Arzt::N,médico,gydytojas
613,Lehrer::N,professor,mokytojas
614,Geld::N,dinheiro,pinigai
615,Geschäft::N,negócio,biznis
616,Laden::N,loja,krautuvė
617,Laden::N,loja,parduotuvė
618,Preis::N,preço,kaina
619,Ware::N,mercadoria,prekė
620,Nutzen::N,proveito,nauda
621,Nutzen::N,proveito,pelnas
622,Reichtum::N,riqueza,turtas
623,Welt::N,mundo,pasaulis
624,Land::N,país,žemė
625,Land::N,país,šalis
626,Staat::N,Estado,valstija
627,König::N,rei,karalius
628,Macht::N,poder,galia
629,Macht::N,poder,valdžia
630,Macht::N,potência,galia
631,Macht::N,potência,valdžia
632,Grenze::N,fronteira,riba
633,Grenze::N,fronteira,siena
634,Krieg::N,guerra,karas
635,Feind::N,inimigo,priešas
636,Gewalt::N,violência,jėga
637,Gewalt::N,violência,smurtas
638,Gewalt::N,violência,prievarta
639,Kampf::N,luta,kova
640,Kampf::N,combate,kova
641,Bogen[Waffe]::N,arco,lankas
642,Pfeil::N,seta,strėlė
643,Pfeil::N,flecha,strėlė
644,Gewehr::N,espingarda,šautuvas
645,Fehler::N,erro,klaida
646,Fehler::N,falha,klaida
647,Lüge::N,mentira,melas
648,Schaden::N,dano,nuostolis
649,Schaden::N,dano,apgadinimas
650,Schaden::N,estrago,nuostolis
651,Schaden::N,estrago,apgadinimas
652,Unglück::N,desgraça,nelaimė
653,Schuld::N,culpa,kaltė
654,Alter::N,idade,amžius
655,Schluss::N,fim,pabaiga
656,Zeit::N,tempo,laikas
657,Tag::N,dia,diena
658,Morgen::N,manhã,rytas
659,Mittag::N,meio-dia,vidurdienis
660,Abend::N,noite,vakaras
661,Abend::N,tardinha,vakaras
662,Nacht::N,noite,naktis
663,Woche::N,semana,savaitė
664,Monat::N,mês,mėnuo
665,Jahr::N,ano,metai
666,Frühling::N,primavera,pavasaris
667,Sommer::N,verão,vasara
668,Herbst::N,outono,ruduo
669,Winter::N,inverno,žiema
670,Januar::N,Janeiro,sausis
671,Februar::N,Fevereiro,vasaris
672,März::N,Março,kovas
673,April::N,Abril,balandis
674,Mai::N,Maio,gegužė
675,Juni::N,Junho,birželis
676,Juli::N,Julho,liepa
677,August::N,Agosto,rugpjūtis
678,September::N,Setembro,rugsėjis
679,Oktober::N,Outubro,spalis
680,November::N,Novembro,lapkritis
681,Dezember::N,Dezembro,gruodis
682,Montag::N,segunda-feira,pirmadienis
683,Dienstag::N,terça-feira,antradienis
684,Mittwoch::N,quarta-feira,trečiadienis
685,Donnerstag::N,quinta-feira,ketvirtadienis
686,Freitag::N,sexta-feira,penktadienis
687,Samstag::N,sábado,šeštadienis
688,Sonntag::N,domingo,sekmadienis
689,groß::A,grande,didis
690,groß::A,grande,didelis
691,klein::A,pequeno,mažas
692,lang::A,comprido,ilgas
693,kurz::A,curto,trumpas
694,breit::A,largo,platus
695,schmal::A,estreito,smulkus
696,dicht::A,denso,tankus
697,dick[Gegenstand]::A,grosso,storas
698,dünn::A,delgado,plonas
699,fein::A,fino,smulkus
700,fein::A,subtil,smulkus
701,fest::A,firme,kietas
702,fest::A,firme,tvirtas
703,fest::A,sólido,kietas
704,fest::A,sólido,tvirtas
705,flach::A,plano,lėkštas
706,flach::A,plano,plokščias
707,glatt::A,liso,slidus
708,hart::A,duro,kietas
709,weich::A,mole,minkštas
710,rund::A,redondo,apvalus
711,rund::A,redondo,apskritas
712,spitz::A,agudo,aštrus
713,spitz::A,agudo,smailus
714,scharf::A,afiado,aštrus
715,stumpf::A,rombo,bukas
716,stumpf::A,rombo,atšipęs
717,schwer::A,pesado,sunkus
718,schön::A,belo,gražus
719,schön::A,bonito,gražus
720,heiß::A,quente,karštas
721,warm::A,quente,šiltas
722,kalt::A,frio,šaltas
723,kühl::A,fresco,vėsus
724,kühl::A,fresco,bejausmis
725,frisch::A,fresco,šviežias
726,feucht::A,húmido,drėgnas
727,nass::A,molhado,šlapias
728,trocken::A,seco,sausas
729,voll::A,cheio,pilnas
730,leer::A,vazio,tuščias
731,offen::A,aberto,atviras
732,geschlossen::A,fechado,uždaras
733,geschlossen::A,fechado,uždarytas
734,sauber::A,limpo,švarus
735,schmutzig::A,sujo,nešvarus
736,schmutzig::A,sujo,purvinas
737,roh::A,cru,žalias
738,reif::A,maduro,prinokęs
739,reif::A,maduro,pribrendęs
740,lecker::A,delicioso,gardus
741,süß::A,doce,saldus
742,bitter::A,amargo,kartus
743,sauer::A,azedo,gižus
744,sauer::A,azedo,rūgštus
745,hell::A,claro,šviesus
746,hell::A,claro,skaistus
747,dunkel::A,escuro,tamsus
748,dunkel::A,sombrio,tamsus
749,schwarz::A,preto,juodas
750,weiß::A,branco,baltas
751,rot::A,vermelho,raudonas
752,gelb::A,amarelo,geltonas
753,blau::A,azul,mėlynas
754,grün::A,verde,žalias
755,grau::A,cinzento,pilkas
756,bunt::A,colorido,margas
757,bunt::A,colorido,spalvotas
758,billig::A,barato,pigus
759,teuer::A,caro,brangus
760,wertvoll::A,valioso,vertingas
761,wertvoll::A,precioso,vertingas
762,blind::A,cego,aklas
763,taub::A,surdo,kurčias
764,kräftig::A,forte,stiprus
765,kräftig::A,poderoso,stiprus
766,stark::A,forte,stiprus
767,stark::A,robusto,stiprus
768,schwach::A,débil,silpnas
769,fett::A,gordo,riebus
770,schlank::A,esbelto,laibas
771,schlank::A,esbelto,lieknas
772,hübsch::A,giro,gražus
773,hübsch::A,bonito,gražus
774,böse::A,mau,blogas
775,dumm::A,parvo,paikas
776,dumm::A,parvo,kvailas
777,dumm::A,estúpido,paikas
778,dumm::A,estúpido,kvailas
779,faul::A,preguiçoso,tingus
780,fleißig::A,aplicado,stropus
781,fleißig::A,aplicado,kruopštus
782,fleißig::A,diligente,stropus
783,fleißig::A,diligente,kruopštus
784,geizig::A,avarento,šykštus
785,klug::A,prudente,sumanus
786,klug::A,prudente,protingas
787,klug::A,inteligente,sumanus
788,klug::A,inteligente,protingas
789,geschickt::A,hábil,apsukrus
790,lieb::A,caro,mielas
791,lieb::A,querido,mielas
792,lustig::A,alegre,smagus
793,lustig::A,alegre,linksmas
794,sanft::A,suave,švelnus
795,sanft::A,suave,minkštas
796,sanft::A,brando,švelnus
797,sanft::A,brando,minkštas
798,hungrig::A,faminto,alkanas
799,krank::A,doente,ligotas
800,krank::A,doente,sergantis
801,krank::A,enfermo,ligotas
802,krank::A,enfermo,sergantis
803,nackt::A,nu,nuogas
804,nackt::A,despido,nuogas
805,traurig::A,triste,liūdnas
806,lebendig::A,vivo,gyvas
807,gut::A,bom,geras
808,schlecht::A,mau,blogas
809,schlecht::A,mau,prastas
810,schlecht::A,ruim,blogas
811,schlecht::A,ruim,prastas
812,richtig::A,justo,tikras
813,richtig::A,justo,teisingas
