,Concept_ID,sk,pt
417,Schritt::N,krok,passo
418,Norden::N,sever,norte
419,Süden::N,juh,sul
420,Westen::N,západ,oeste
421,Westen::N,západ,ocidente
422,Osten::N,východ,este
423,Osten::N,východ,leste
424,Osten::N,východ,oriente
425,Holz::N,drevo,madeira
426,Brett::N,doska,tábua
427,Brett::N,doska,prancha
428,Platte::N,doska,laje
429,Platte::N,doska,chapa
430,Platte::N,platňa,laje
431,Platte::N,platňa,chapa
432,Stütze::N,opora,apoio
433,Stütze::N,opora,suporte
434,Stange::N,tyč,vara
435,Stange::N,tyč,barra
436,Stock::N,palica,pau
437,Stock::N,palica,bengala
438,Stab::N,palica,bastão
439,Rohr::N,rúra,cano
440,Haus::N,dom,casa
441,Heim::N,domov,lar
442,Heim::N,domov,casa
443,Ofen::N,pec,estufa
444,Ofen::N,pec,aquecedor
445,Ofen::N,kachle,estufa
446,Ofen::N,kachle,aquecedor
447,Fußboden::N,dlážka,piso
448,Fußboden::N,podlaha,piso
449,Tisch::N,stôl,mesa
450,Stuhl::N,stolička,cadeira
451,Wiege::N,kolíska,berço
452,Bett::N,lôžko,cama
453,Bett::N,posteľ,cama
454,Regal::N,regál,estante
455,Regal::N,regál,prateleira
456,Regal::N,polica,estante
457,Regal::N,polica,prateleira
458,Kiste::N,debna,caixa
459,Fenster::N,okno,janela
460,Fenster::N,oblok,janela
461,Tür::N,dvere,porta
462,Tor::N,vráta,portão
463,Zaun::N,plot,cerca
464,Zaun::N,plot,vedação
465,Zaun::N,ohrada,cerca
466,Zaun::N,ohrada,vedação
467,Dach::N,krov,telhado
468,Dach::N,strecha,telhado
469,Leiter::N,rebrík,escada
470,Leiter::N,rebrík,escada móvel
471,Leiter::N,rebrina,escada
472,Leiter::N,rebrina,escada móvel
473,Besen::N,metla,vassoura
474,Spaten::N,rýľ,pá
475,Schaufel::N,lopata,pá
476,Gabel::N,vidlička,garfo
477,Löffel::N,lyžica,colher
478,Messer::N,nôž,faca
479,Nagel::N,klinec,cravo
480,Netz::N,sieť,rede
481,Haken::N,hák,gancho
482,Haken::N,háčik,gancho
483,Griff::N,rukoväť,asa
484,Griff::N,rukoväť,cabo
485,Schloss::N,zámka,fechadura
486,Bild::N,obraz,imagem
487,Figur::N,figúra,figura
488,Puppe::N,bábka,boneca
489,Puppe::N,bábika,boneca
490,Beutel::N,vrece,saco
491,Beutel::N,vrece,bolsa
492,Beutel::N,vrecko,saco
493,Beutel::N,vrecko,bolsa
494,Bündel::N,uzlík,fardo
495,Bündel::N,zväzok,fardo
496,Tasche::N,taška,saco
497,Tasche::N,taška,bolso
498,Tasche::N,kabelka,saco
499,Tasche::N,kabelka,bolso
500,Eimer::N,vedro,balde
501,Deckel::N,vrchnák,tampa
502,Deckel::N,pokrývka,tampa
503,Geschirr::N,nádoba,louça
504,Sack::N,mech,saca
505,Sack::N,vrece,saca
506,Tasse::N,šálka,chávena
507,Topf::N,hrniec,tacho
508,Topf::N,hrniec,panela
509,Kessel::N,kotol,caldeira
510,Essen::N,jedlo,refeição
511,Nahrung::N,strava,comida
512,Nahrung::N,strava,alimento
513,Nahrung::N,potrava,comida
514,Nahrung::N,potrava,alimento
515,Speise::N,jedlo,prato
516,Fleisch::N,mäso,carne
517,Getreide::N,obilie,cereais
518,Brei::N,kaša,puré
519,Brot::N,chlieb,pão
520,Scheibe::N,kotúč,fatia
521,Scheibe::N,krajec,fatia
522,Fett::N,tuk,banha
523,Fett::N,tuk,gordura
524,Fett::N,masť,banha
525,Fett::N,masť,gordura
526,Butter::N,maslo,manteiga
527,Öl::N,olej,azeite
528,Salz::N,soľ,sal
529,Suppe::N,polievka,sopa
530,Suppe::N,polievka,caldo
531,Honig::N,med,mel
532,Milch::N,mlieko,leite
533,Tee::N,čaj,chá
534,Leder::N,koža,couro
535,Wolle::N,vlna,lã
536,Stoff::N,súkno,pano
537,Stoff::N,súkno,tecido
538,Nadel::N,ihla,agulha
539,Faden::N,niť,fio
540,Faden::N,vlákno,fio
541,Knopf::N,gombík,botão
542,Knoten::N,uzol,nó
543,Farbe::N,farba,corante
544,Kleidung::N,šaty,roupa
545,Kleidung::N,šaty,vestuário
546,Kleidung::N,šatstvo,roupa
547,Kleidung::N,šatstvo,vestuário
548,Hemd::N,košeľa,camisa
549,Kragen::N,golier,gola
550,Ärmel::N,rukáv,manga
551,Hose::N,nohavice,calça
552,Gürtel::N,pás,cinto
553,Gürtel::N,opasok,cinto
554,Mütze::N,čiapka,boné
555,Mütze::N,čiapka,barrete
556,Schuh::N,obuv,sapato
557,Schuh::N,topánka,sapato
558,Stiefel::N,čižma,bota
559,Ring::N,prsteň,anel
560,Band::N,stuha,fita
561,Band::N,stuha,faixa
562,Kamm::N,hrebeň,pente
563,Spiegel::N,zrkadlo,espelho
564,Riemen::N,remeň,correia
565,Schnur::N,šnúra,corda
566,Schnur::N,šnúra,cordel
567,Leine::N,vodidlo,trela
568,Decke::N,deka,cobertor
569,Decke::N,prikrývka,cobertor
570,Kissen::N,poduška,almofada
571,Tuch::N,šatka,pano
572,Handtuch::N,uterák,toalha
573,Kraft::N,moc,força
574,Stärke::N,sila,força
575,Gesundheit::N,zdravie,saúde
576,Krankheit::N,nemoc,doença
577,Krankheit::N,nemoc,enfermidade
578,Krankheit::N,choroba,doença
579,Krankheit::N,choroba,enfermidade
580,Schmerz::N,bolesť,dor
581,Wunde::N,rana,chaga
582,Wunde::N,rana,ferida
583,Fieber::N,horúčka,febre
584,Arznei::N,liek,remédio
585,Brücke::N,most,ponte
586,Brunnen::N,studňa,poço
587,Weide::N,pastva,pastagem
588,Pfad::N,chodník,senda
589,Pfad::N,chodník,trilho
590,Weg::N,cesta,caminho
591,Straße::N,hradská,via
592,Straße::N,hradská,estrada
593,Dorf::N,dedina,aldeia
594,Stadt::N,mesto,cidade
595,Brief::N,list,carta
596,Buch::N,kniha,livro
597,Buchstabe::N,litera,letra
598,Buchstabe::N,písmeno,letra
599,Zeitung::N,noviny,jornal
600,Leben::N,život,vida
601,Tod::N,smrť,morte
602,Grab::N,hrob,túmulo
603,Grab::N,hrob,sepultura
604,Kirche::N,kostol,igreja
605,Sünde::N,hriech,pecado
606,Gott::N,boh,deus
607,Arbeiter::N,robotník,operário
608,Arbeiter::N,robotník,trabalhador
609,Arbeiter::N,pracnovík,operário
610,Arbeiter::N,pracnovík,trabalhador
611,Chef::N,šéf,chefe
612,Chef::N,šéf,patrão
613,Chef::N,riaditeľ,chefe
614,Chef::N,riaditeľ,patrão
615,Meister::N,majster,mestre
616,Arzt::N,lekár,médico
617,Lehrer::N,učiteľ,professor
618,Geld::N,peniaze,dinheiro
619,Geschäft::N,obchod,negócio
620,Laden::N,obchod,loja
621,Preis::N,cena,preço
622,Ware::N,tovar,mercadoria
623,Nutzen::N,osoh,proveito
624,Nutzen::N,úžitok,proveito
625,Reichtum::N,bohatstvo,riqueza
626,Welt::N,svet,mundo
627,Land::N,územie,país
628,Land::N,krajina,país
629,Staat::N,štát,Estado
630,König::N,kráľ,rei
631,Macht::N,moc,poder
632,Macht::N,moc,potência
633,Macht::N,mocnosť,poder
634,Macht::N,mocnosť,potência
635,Grenze::N,hranica,fronteira
636,Krieg::N,vojna,guerra
637,Feind::N,nepriateľ,inimigo
638,Gewalt::N,násilie,violência
639,Kampf::N,boj,luta
640,Kampf::N,boj,combate
641,Bogen[Waffe]::N,luk,arco
642,Pfeil::N,šíp,seta
643,Pfeil::N,šíp,flecha
644,Pfeil::N,strela,seta
645,Pfeil::N,strela,flecha
646,Gewehr::N,puška,espingarda
647,Fehler::N,omyl,erro
648,Fehler::N,omyl,falha
649,Fehler::N,chyba,erro
650,Fehler::N,chyba,falha
651,Lüge::N,lož,mentira
652,Schaden::N,ujma,dano
653,Schaden::N,ujma,estrago
654,Schaden::N,škoda,dano
655,Schaden::N,škoda,estrago
656,Unglück::N,nešťastie,desgraça
657,Schuld::N,vina,culpa
658,Schuld::N,previnenie,culpa
659,Alter::N,vek,idade
660,Schluss::N,záver,fim
661,Schluss::N,koniec,fim
662,Zeit::N,čas,tempo
663,Tag::N,deň,dia
664,Morgen::N,ráno,manhã
665,Mittag::N,poludnie,meio-dia
666,Abend::N,večer,noite
667,Abend::N,večer,tardinha
668,Nacht::N,noc,noite
669,Woche::N,týždeň,semana
670,Monat::N,mesiac,mês
671,Jahr::N,rok,ano
672,Frühling::N,jar,primavera
673,Sommer::N,leto,verão
674,Herbst::N,jeseň,outono
675,Winter::N,zima,inverno
676,Januar::N,január,Janeiro
677,Februar::N,február,Fevereiro
678,März::N,marec,Março
679,April::N,apríl,Abril
680,Mai::N,máj,Maio
681,Juni::N,jún,Junho
682,Juli::N,júl,Julho
683,August::N,august,Agosto
684,September::N,september,Setembro
685,Oktober::N,október,Outubro
686,November::N,november,Novembro
687,Dezember::N,december,Dezembro
688,Montag::N,pondelok,segunda-feira
689,Dienstag::N,utorok,terça-feira
690,Mittwoch::N,streda,quarta-feira
691,Donnerstag::N,štvrtok,quinta-feira
692,Freitag::N,piatok,sexta-feira
693,Samstag::N,sobota,sábado
694,Sonntag::N,nedeľa,domingo
695,groß::A,veľký,grande
696,klein::A,malý,pequeno
697,lang::A,dlhý,comprido
698,kurz::A,krátky,curto
699,breit::A,široký,largo
700,schmal::A,úzky,estreito
701,dicht::A,hustý,denso
702,dick[Gegenstand]::A,tlstý,grosso
703,dünn::A,tenký,delgado
704,fein::A,jemný,fino
705,fein::A,jemný,subtil
706,fest::A,pevný,firme
707,fest::A,pevný,sólido
708,flach::A,rovný,plano
709,flach::A,plochý,plano
710,glatt::A,hladký,liso
711,hart::A,tvrdý,duro
712,weich::A,mäkký,mole
713,rund::A,guľatý,redondo
714,rund::A,okrúhly,redondo
715,spitz::A,končitý,agudo
716,scharf::A,ostrý,afiado
717,stumpf::A,tupý,rombo
718,schwer::A,ťažký,pesado
719,schön::A,pekný,belo
720,schön::A,pekný,bonito
721,schön::A,krásny,belo
722,schön::A,krásny,bonito
723,heiß::A,horúci,quente
724,warm::A,teplý,quente
725,kalt::A,studený,frio
726,kühl::A,chladný,fresco
727,frisch::A,svieži,fresco
728,feucht::A,vlhký,húmido
729,feucht::A,zvlhnutý,húmido
730,nass::A,mokrý,molhado
731,trocken::A,suchý,seco
732,voll::A,plný,cheio
733,leer::A,prázdny,vazio
734,offen::A,otvorený,aberto
735,geschlossen::A,zavretý,fechado
736,sauber::A,čistý,limpo
737,schmutzig::A,špinavý,sujo
738,roh::A,surový,cru
739,reif::A,zrelý,maduro
740,lecker::A,chutný,delicioso
741,süß::A,sladký,doce
742,bitter::A,horký,amargo
743,sauer::A,kyslý,azedo
744,hell::A,jasný,claro
745,hell::A,svetlý,claro
746,dunkel::A,temný,escuro
747,dunkel::A,temný,sombrio
748,schwarz::A,čierny,preto
749,weiß::A,biely,branco
750,rot::A,červený,vermelho
751,gelb::A,žltý,amarelo
752,blau::A,modrý,azul
753,blau::A,belasý,azul
754,grün::A,zelený,verde
755,grau::A,šedý,cinzento
756,bunt::A,pestrý,colorido
757,billig::A,lacný,barato
758,teuer::A,drahý,caro
759,wertvoll::A,cenný,valioso
760,wertvoll::A,cenný,precioso
761,blind::A,slepý,cego
762,taub::A,hluchý,surdo
763,kräftig::A,silný,forte
764,kräftig::A,silný,poderoso
765,stark::A,silný,forte
766,stark::A,silný,robusto
767,schwach::A,slabý,débil
768,schwach::A,bezvládny,débil
769,fett::A,tučný,gordo
770,schlank::A,štíhly,esbelto
771,hübsch::A,šumný,giro
772,hübsch::A,šumný,bonito
773,hübsch::A,švárny,giro
774,hübsch::A,švárny,bonito
775,böse::A,zlý,mau
776,dumm::A,hlúpy,parvo
777,dumm::A,hlúpy,estúpido
778,faul::A,lenivý,preguiçoso
779,fleißig::A,snaživý,aplicado
780,fleißig::A,snaživý,diligente
781,fleißig::A,usilovný,aplicado
782,fleißig::A,usilovný,diligente
783,geizig::A,skupý,avarento
784,geizig::A,lakomý,avarento
785,klug::A,múdry,prudente
786,klug::A,múdry,inteligente
787,klug::A,bystrý,prudente
788,klug::A,bystrý,inteligente
789,geschickt::A,zručný,hábil
790,geschickt::A,šikovný,hábil
791,lieb::A,milý,caro
792,lieb::A,milý,querido
793,lustig::A,veselý,alegre
794,sanft::A,nežný,suave
795,sanft::A,nežný,brando
796,hungrig::A,lačný,faminto
797,hungrig::A,hladný,faminto
798,krank::A,chorý,doente
799,krank::A,chorý,enfermo
800,krank::A,nemocný,doente
801,krank::A,nemocný,enfermo
802,nackt::A,nahý,nu
803,nackt::A,nahý,despido
804,traurig::A,smutný,triste
805,lebendig::A,živý,vivo
806,gut::A,dobrý,bom
807,schlecht::A,zlý,mau
808,schlecht::A,zlý,ruim
809,richtig::A,správny,justo
810,richtig::A,správny,correcto
811,schlimm::A,zlý,mau
812,schlimm::A,zlý,grave
813,schlimm::A,nepríjemný,mau
814,schlimm::A,nepríjemný,grave
815,wahr::A,pravý,verdadeiro
816,wahr::A,pravdivý,verdadeiro
817,alt::A,starý,velho
818,alt::A,starý,antigo
819,neu::A,nový,novo
820,ehemalig::A,bývalý,antigo
821,alt[Lebewesen]::A,starý,velho
822,jung::A,mladý,jovem
823,arm::A,chudobný,pobre
824,reich::A,bohatý,rico
825,bekannt::A,známy,conhecido
826,berühmt::A,slávny,famoso
827,berühmt::A,slávny,célebre
828,berühmt::A,povestný,famoso
829,berühmt::A,povestný,célebre
830,fremd::A,cudzí,alheio
831,fremd::A,cudzí,estranho
832,verschieden::A,rôzny,diverso
833,verschieden::A,rôzny,diferente
834,verschieden::A,rozličný,diverso
835,verschieden::A,rozličný,diferente
836,nah::A,blízky,próximo
837,fern::A,ďaleký,remoto
838,fern::A,ďaleký,distante
839,linker::A,ľavý,esquerdo
840,rechter::A,pravý,direito
841,anderer::A,iný,outro
842,anderer::A,druhý,outro
843,erster::A,prvý,primeiro
