,Concept_ID,ce,lez
769,beginnen::V,доло,башламиш хьун
770,enden::V,дӏадерза,куьтягь хьун
771,wechseln::V,хийца,дегиш хьун
772,aufgehen[Sonne]::V,кхета,экъечӏун
773,untergehen[Sonne]::V,чубуза,акӏун
774,scheinen[Sonne]::V,серло яла,ишигь гун
775,donnern::V,къекъа,къукърумар авун
776,wehen::V,хьекха,
777,strömen::V,эха,авахьун
778,fließen::V,охьаэха,авахьун
779,sich drehen::V,хьийза,элкъуьн
780,schwanken::V,леста,юзун
781,schwingen::V,лесто,галтад хьун
782,fallen::V,охьакхета,аватун
783,brennen::V,дага,кун
784,brennen::V,дага,ккун
785,rauchen::V,оза,
786,regnen::V,догlа догlу,къун
787,gefrieren::V,гӏоро,муркӏади кьун
788,tauen::V,даша,цӏурун
789,schmelzen::V,лала,цӏурун
790,trocknen::V,дакъо,кьурун
791,sieden::V,кхехка,ругун
792,faulen::V,дахкадала,кутӏун
793,verfaulen::V,дахкадала,чуьруьтмиш хьун
794,verfaulen::V,дахкадала,кутӏун
795,reißen::V,хеда,атӏун
796,reißen::V,хеда,къазунун
797,versinken::V,хичудаха,батмиш хьун
798,vergehen::V,дlаэха,алатун
799,erscheinen::V,схьадала,майдандиз акъатун
800,erscheinen::V,ӏоттадала,майдандиз акъатун
801,verschwinden::V,къайладала,квахьун
802,sinken::V,лахдала,элекьун
803,zunehmen::V,лакхадала,артух хьун
804,steigen::V,хьаладала,хкаж хьун
805,wachsen::V,кхиа,экъечӏун
806,glänzen::V,лепа,цӏарцӏар гун
807,funkeln::V,къега,нур гун
808,lärmen::V,гӏовгӏаян,ван авун
809,läuten::V,детта,зенг ягъун
810,klingeln::V,дека,зенг ягъун
811,klirren::V,дека,зигринг авун
812,brausen::V,хьаьдда даха,къати хьун
813,rauschen::V,леста,вишриш авун
814,klingen::V,дека,ван авун
815,bellen::V,лета,элуькьун
816,heulen::V,угӏа,къув ягъун
817,blasen::V,хӏуп баха,уф гун
818,pfeifen::V,шок етта,уьфт ягъун
819,schreien::V,мохь бетта,гьараюн
820,stöhnen::V,узарш дан,суза авун
821,zittern::V,дега,зурзун
822,leben::V,даха,яшамиш хьун
823,geboren werden::V,хила,хьун
824,atmen::V,садеӏа,нефес чӏугун
825,trinken::V,мала,хъун
826,essen::V,кхалла,тӏуьн
827,schlucken::V,къурдбан,туькьуьнун
828,müde werden::V,кӏаддала,галатун
829,müde werden::V,кӏаддала,юргъун хьун
830,einschlafen::V,наб кхета,ксун
831,schlafen::V,вижа,ксун
832,schlafen::V,наб ян,ксун
833,schlafen::V,дижина хила,ксун
834,aufwachen::V,самадала,ахварай аватун
835,aufstehen::V,гӏатта,къарагъун
836,sich erholen::V,садаӏа,ял ягъун
837,krank werden::V,цомгуш хила,кефсуз хьун
838,krank sein::V,цомгуш хила,тӏа хьун
839,schmerzen::V,лаза,тӏа хьун
840,schmerzen::V,ӏийжа,тӏа хьун
841,husten::V,йовхарш етта,уьгьуь ягъун
842,genesen::V,тадала,сагъ хъхьун
843,sterben::V,дала,кьин
844,umkommen::V,хӏаллакхила,терг хьун
845,sich bewegen::V,лела,юзун
846,sich rühren::V,меттахъхьен,юзун
847,sich erheben::V,хьалагlатта,къарагъун
848,sich setzen::V,хаа,ацукьун
849,hinfallen::V,дожа,алукьун
850,hinfallen::V,охьакхета,алукьун
851,laufen::V,вада,къекъуьн
852,laufen::V,хьада,къекъуьн
853,schreiten::V,болар дан,ккамар къачун
854,schreiten::V,ког баккха,ккамар къачун
855,spazierengehen::V,доладала,сейр авун
856,eilen::V,сихдала,тади авун
857,sich beeilen::V,сихдала,гьерекатун
858,rennen::V,дада,катун
859,rennen::V,дада,зверун
860,springen::V,ирхкхийсадала,хкадарун
861,klettern::V,тӏедийла,акьахун
862,schaukeln::V,техко,
863,kriechen::V,такха,капаралди фин
864,schwimmen::V,некадан,сирнав авун
865,tauchen::V,чулелха,кьилихъди циз вегьин
866,rudern::V,дига лело,кьусуйралди лодка гьалун
867,rudern::V,дига лело,цуьруьгъуьлдалди кӏватӏун
868,rudern::V,кема лело,кьусуйралди лодка гьалун
869,rudern::V,кема лело,цуьруьгъуьлдалди кӏватӏун
870,fahren::V,хахка,фин
871,fliegen::V,тӏемадала,лув гун
872,fliegen::V,тӏемадала,цавай фин
873,gehen::V,лeла,фин
874,weggehen::V,дӏадаха,хъфин
875,abfahren::V,дӏадаха,фин
876,abfahren::V,дӏадаха,рекье гьатун
877,anhalten::V,саца,акъвазун
878,hineingehen::V,чудала,гьахьун
879,eintreten::V,чудала,гьахьун
880,kommen::V,кхача,атун
881,kommen::V,дӏакхача,атун
882,kommen::V,схьакхача,атун
883,ankommen::V,кхача,атун
884,ankommen::V,схьакхача,атун
885,zurückkommen::V,юхада,хтун
886,bleiben::V,диса,амукьун
887,warten::V,хьежа,гуьзлемишун
888,warten::V,cобар дан,гуьзлемишун
889,erwarten::V,хьоьжуш ӏан,вил алаз акъвазун
890,suchen::V,леха,къекъуьн
891,finden::V,каро,жугъун
892,versuchen::V,дан хьажа,алахъун
893,vorbereiten::V,кечъян,гьазурун
894,lieben::V,деза,кӏан хьун
895,mögen::V,безамхила,рикӏ ацукьун
896,lachen::V,дела,хъуьруьн
897,rühren::V,хьедан,
898,weinen::V,делха,шехьун
899,schimpfen::V,чехо,сеперар гун
900,schimpfen::V,чехо,экъуьгъунар авун
901,sich ärgern::V,оьгӏазъэха,хъел акатун
902,sich fürchten::V,кхера,кичӏе хьун
903,fürchten::V,кхера,къурхутмиш хьун
904,fliehen::V,дӏадада,катун
905,flüchten::V,дӏадада,катун
906,sehen::V,ган,акун
907,anschauen::V,хьажа,вил вегьин
908,anschauen::V,хьежа,вил вегьин
909,ansehen::V,хьовса,килигун
910,hören::V,хаза,ван хьун
911,zuhören::V,ладогӏа,яб гун
912,probieren::V,хьажа,дад акун
913,riechen::V,хьожа яха,ни чӏугун
914,fühlen::V,хаадала,гьисс авун
915,scheinen::V,мотта,
916,zu sehen sein::V,гуш хила,
917,vernehmen::V,бартхатта,
918,frieren::V,гӏоро,кьун
919,frieren::V,гӏоро,мекьи хьун
920,tun::V,дан,авун
921,können::V,дадала,хьун
922,können::V,дадала,акъакьун
923,wollen::V,тӏергӏа,кӏан хьун
924,anfangen::V,доло,башламишун
925,beenden::V,довла,куьтягьун
926,aufhören::V,саца,акъвазун
927,gelingen::V,кадала,арадал атун
928,geraten::V,хила,акъатун
929,öffnen::V,дӏаделла,ахъаюн
930,öffnen::V,схьаделла,ахъаюн
931,schließen::V,къовла,акьалун
932,schließen::V,дӏачӏагӏа,акьалун
933,stellen::V,хlотто,эцигун
934,setzen::V,дийгӏа,ацукьарун
935,legen::V,охьадилла,эцигун
936,berühren::V,хьедан,хкӏурун
937,verbinden::V,вовшахтаса,гилигун
938,bedecken::V,тилла,кӏевун
939,bedecken::V,тӏетаса,кӏевун
940,aufhängen::V,хьалаолла,куьрсарун
941,anzünden::V,лато,куькӏуьрун
942,aufheben::V,айа,хкажун
943,zurücklassen::V,дита,тун
944,verlieren::V,дайа,квадарун
945,fallen lassen::V,охьадожо,авадрун
946,machen::V,дан,авун
947,machen::V,дан,кар авун
948,herstellen::V,дан,расун
949,bauen::V,гӏишлоян,туькӏуьрун
950,reparieren::V,тадан,расун
951,verbessern::V,нисдан,хъсанрун
952,ändern::V,хийца,табдил авун
953,graben::V,ахка,эгъуьнун
954,beugen::V,сатто,акӏажарун
955,beugen::V,сатто,кангур авун
956,biegen::V,сатто,патахъарун
957,drehen::V,хьовзо,алчударун
958,umdrehen::V,хьовзo,элкъуьрун
959,heben::V,айа,хкажун
960,heben::V,хьалаайа,хкажун
961,hochheben::V,хьалаайа,хкажун
962,ergreifen::V,дӏалаца,агалчна кьун
963,halten::V,латто,кьун
964,drücken::V,тӏетаӏо,чуькьуьн
965,schieben::V,татта,хуртӏ гун
966,kratzen::V,мӏараш тийса,къадгъунун
967,lecken::V,мотт хьекха,мез гун
968,beißen::V,катoха,кӏасун
969,abreißen::V,схьадаккха,галудун
970,abschneiden::V,кхада,атӏун
971,binden::V,дӏадехка,
972,binden::V,вовшахтаса,
973,stecken::V,чудахийта,сухун
974,brechen::V,кагдан,хун
975,brechen::V,кагдан,кукӏварун
976,klopfen::V,детта,тахъ-тахъ авун
977,hauen::V,етта,ягъун
978,kleben::V,тӏелато,алкӏурун
979,kleben::V,тӏелато,кукӏурун
980,reiben::V,хьекхо,тӏушунун
981,streichen::V,тlехьакха,алтадун
982,schleifen::V,ирдан,кӏвенкӏв авун
983,schneiden::V,ларга,атӏун
984,rütteln::V,лесто,къарсурун
985,schütteln::V,лесто,къарсурун
986,schwenken::V,лесто,элягъун
987,schwenken::V,лесто,галтадун
988,schütten::V,дотта,цун
989,füllen::V,дуза,ацӏурун
990,einwickeln::V,хьарчо,кутун
991,einwickeln::V,хьарчо,элкъуьрун
992,tragen::V,дахьа,тухун
993,schleppen::V,ийзо,галчӏурун
994,ziehen::V,озо,ялун
995,ziehen::V,озо,чӏугун
996,aufbewahren::V,ӏалашдан,хуьн
997,werfen::V,кхосса,гадрун
998,fangen::V,леца,кьун
999,packen::V,леца,кьун
1000,verstecken::V,къайладаккха,кӏевун
1001,teilen::V,декъа,паюн
1002,schicken::V,дӏадахьийта,ракъурун
1003,bringen::V,дан,гъун
1004,hinzufügen::V,тӏетоха,алава авун
1005,bekommen::V,даккха,къачун
1006,bekommen::V,даккха,жугъурун
1007,erhalten::V,даккха,къачун
1008,nehmen::V,схьаэца,къачун
1009,wählen::V,харжа,хкягъун
1010,auswählen::V,харжа,хкягъун
1011,bewahren::V,lалашдан,хуьн
1012,behindern::V,новкъарло ян,манийвал авун
1013,verderben::V,талхо,чӏурун
1014,beschädigen::V,дохо,нукьсанвал гун
1015,zerbrechen::V,дохо,хун
1016,zerbrechen::V,кагдан,хун
1017,zerreißen::V,хадо,къазунун
1018,zerstören::V,дохо,чӏурун
1019,zerstören::V,дохо,барбатӏун
1020,zerstören::V,кагдан,чӏурун
1021,zerstören::V,кагдан,барбатӏун
1022,verbrennen::V,даго,ккун
1023,geben::V,яла,гун
1024,reichen::V,дӏадала,вугун
1025,reichen::V,дӏадала,гун
1026,reichen::V,дӏакховдо,вугун
1027,reichen::V,дӏакховдо,гун
1028,schenken::V,совгӏат дан,пишкеш авун
1029,versprechen::V,ваӏда дан,гаф гун
1030,wünschen::V,лаа,дуьа авун
1031,loben::V,хасто,тариф авун
1032,küssen::V,оба яккха,темен гун
1033,wiegen::V,тахка,эчӏягъун
1034,zudecken::V,тӏетаса,гьалдун
1035,wecken::V,самадаккха,ахварай авудун
1036,zeigen::V,гайта,къалурун
1037,führen::V,дига,тухун
1038,lehren::V,ӏамо,кӏелиз тун
1039,unterrichten::V,хьеха,тарс гун
1040,aufziehen::V,кхио,тербия гун
1041,aufziehen::V,кхио,тербияламишун
1042,leiten::V,урхалла дан,идара авун
1043,antreiben::V,сихдан,тади кутун
1044,lassen::V,-йта,
1045,einladen::V,кхайкха,теклиф авун
1046,vereinigen::V,цхьаьнатоха,сад авун
1047,besuchen::V,хьажахIотта,кьилив атун
1048,treffen::V,дуьхьалкхета,гьалтун
1049,sich versammeln::V,гулдан,алтӏушун
1050,spielen::V,ловза,къугъун
1051,singen::V,лакха,лугьун
1052,singen::V,лакха,мани лугьун
1053,tanzen::V,хелхадала,кьуьл авун
1054,sich trennen::V,къаста,къакъатун
1055,verlassen::V,дита,гъил къачун
1056,retten::V,кӏелхьардаккха,къутармишун
1057,bewachen::V,ха дан,хуьн
1058,schützen::V,лардан,хуьн
1059,verteidigen::V,лардан,хуьн
1060,sich schlagen::V,етта,кукӏун
1061,schießen::V,детта,акъатун
1062,siegen::V,тола,гъалиб хьун
1063,ärgern::V,оьгӏаздахийта,хъел гъун
1064,ärgern::V,оьгӏаздахийта,хъел кутун
1065,schlagen::V,тоха,ягъун
1066,schlagen::V,тоха,галукьарун
1067,treten::V,мийра тоха,кьуьл къекъягъун
1068,treten::V,мийра тоха,кьуьл эцягъун
1069,stechen::V,ӏотта,акьадарун
1070,stechen::V,къовзо,акьадарун
1071,stoßen::V,татта,эцягъун
1072,stehlen::V,лачкъо,чуьнуьхун
1073,stören::V,новкъарло ян,хкуьрун
1074,belästigen::V,сагатдан,хкуьрун
1075,belästigen::V,сагатдан,азият гун
1076,verbergen::V,къайладаккха,далдаламишун
1077,täuschen::V,ӏexo,алцурарун
1078,täuschen::V,ӏexo,алцуррун
1079,betrügen::V,ледан,алцурарун
1080,betrügen::V,ледан,гьарамзадавал авун
1081,töten::V,ден,яна кьин
1082,wohnen::V,даха,дуланмиш хьун
1083,arbeiten::V,къахьега,кӏвалахун
1084,arbeiten::V,къахьега,кӏвалах авун
1085,sammeln::V,гулдан,кӏватӏун
1086,pflücken::V,даха,атӏун
1087,jagen::V,талла,гъуьрч авун
1088,fischen::V,чӏерий леца,гъетер кьун
1089,fassen::V,лаца,кьун
1090,fassen::V,схьалаца,кьун
1091,hüten::V,лардан,чӏура хуьн
1092,treiben::V,лахка,гьалун
1093,anbinden::V,дӏадехка,акалун
1094,füttern::V,хӏума яла,ем гун
1095,melken::V,оза,ацун
1096,gießen::V,хи тоха,яд гун
1097,reifen::V,хьекъа,чурун
1098,reifen::V,хьекъа,агакьун
1099,zubereiten::V,кечъян,гьазурун
1100,zubereiten::V,кхача бан,гьазурун
1101,kochen::V,кхача бан,ругун
1102,backen::V,датта,чурун
1103,braten::V,кхарза,чурун
1104,umrühren::V,кего,какадарун
1105,nähen::V,тега,цун
1106,färben::V,басардан,шир ягъун
1107,reinigen::V,цӏандан,михьун
1108,waschen::V,йила,чуьхуьн
1109,waschen::V,йитта,чуьхуьн
1110,waschen::V,дӏадайа,чуьхуьн
1111,abwischen::V,дӏадайа,гуьцӏун
1112,spülen::V,хи кхарза,экъуьрун
1113,fegen::V,нуй хьакха,шуткун
1114,kehren::V,нуй хьакха,кул алтадун
1115,baden::V,лийча,эхъуьн
1116,sich waschen::V,юьхь йила,жендек чуьхуьн
1117,ausziehen::V,духар дӏадаккха,хутӏунун
1118,ausziehen::V,духар дӏадаккха,галудун
1119,sich anziehen::V,духа,алукӏун
1120,sich anziehen::V,духа,парталар алукӏун
1121,kämmen::V,ехк хьакха,эвягъун
1122,schmücken::V,хаздан,безетмишун
1123,schmücken::V,хаздан,гуьрчегарун
1124,sagen::V,ала,лугьун
1125,sprechen::V,баха,рахун
1126,sprechen::V,мотт бийца,рахун
1127,reden::V,къамел дан,рахун
1128,sich unterhalten::V,къамел дан,ихтилат авун
1129,fragen::V,хатта,жузун
1130,bitten::V,деха,тӏалабун
1131,erzählen::V,дийца,ахъаюн
1132,mitteilen::V,хаам бан,хабар гун
1133,nennen::V,цӏе яккха,тӏвар гун
1134,rufen::V,кхайкха,эверун
1135,prahlen::V,куралла ян,яцӏу гафар авун
1136,prahlen::V,дозалла дан,яцӏу гафар авун
1137,übersetzen::V,гоч дан,таржума авун
1138,übersetzen::V,гоч дан,гафладун
1139,denken::V,ойла ян,фикир авун
1140,glauben::V,теша,агъун
1141,bemerken::V,ган,фикир гун
1142,erkennen::V,довза,
1143,begreifen::V,кхета,гъавурда акьун
1144,verstehen::V,кхета,
1145,lernen::V,деша,кӏелун
1146,wissen::V,хаа,чир хьун
1147,wissen::V,хаа,чирхьун
1148,sich erinnern an::V,дагадан,рикӏел хуьн
1149,vergessen::V,дицдала,рикӏелай фин
1150,vergessen::V,дицдала,рикӏелай алатун
1151,messen::V,дуста,алцумун
1152,zählen::V,дагардан,гьисабун
1153,rechnen::V,лара,гьисабун
1154,lesen::V,еша,кӏелун
1155,malen::V,сурт дилла,кхьин
1156,malen::V,сурт дилла,шикилар чӏугун
1157,zeichnen::V,сурт дилла,чӏугун
1158,schreiben::V,яздан,кхьин
1159,besitzen::V,доладан,иеси хьун
1160,kaufen::V,эца,къачун
1161,kaufen::V,эца,маса къачун
1162,verkaufen::V,дохка,гун
1163,verkaufen::V,дохка,маса гун
1164,bezahlen::V,мах бала,къимет гун
1165,bezahlen::V,мах бала,эвезда авун
1166,bezahlen::V,мах бала,гьакъи агакьрун
1167,zahlen::V,мах бала,къимет гун
1168,zahlen::V,мах бала,эвезда авун
1169,zahlen::V,мах бала,гьакъи агакьрун
1170,beherrschen::V,собаре хила,иеси хьун
1171,ertragen::V,лан,таб гун
1172,ertragen::V,сатоха,таб гун
1173,ertragen::V,садетта,таб гун
1174,Schwarm::N,,луж
1175,Schlinge::N,,гьалкъа
1176,Art::N,,жуьре
1177,Entfernung::N,,мензил
1178,Griff::N,,ттум
1179,Figur::N,,фигура
1180,Bogen[Waffe]::N,,чӏемерук
1181,so::ADV,,икӏ
1182,abnehmen::V,,тӏимил хьун
1183,abnehmen::V,,гъвечӏи хьун
1184,sausen::V,,чкурун
1185,hacken::V,,куьткуьнун
1186,stricken::V,,хурун
1187,anziehen::V,,алукӏун
