,Concept_ID,mrj,uk
765,ein wenig::ADV,изиш,трохи
766,ein wenig::ADV,изиш,небагато
767,ein wenig::ADV,иклаштык,трохи
768,ein wenig::ADV,иклаштык,небагато
769,kaum::ADV,цылик,ледве
770,kaum::ADV,чучок-чучок,ледве
771,sehr::ADV,чоте,дуже
772,so::ADV,тенге,так
773,so::ADV,тенгелӓ,так
774,noch::ADV,мол,ще
775,noch::ADV,моло,ще
776,nur::ADV,веле,лише
777,nur::ADV,веле,тільки
778,schon::ADV,уже,вже
779,schon::ADV,ӹнде,вже
780,wieder::ADV,уэш,знову
781,vergebens::ADV,зря,дарма
782,vergebens::ADV,ӹзрӓ,дарма
783,vergebens::ADV,ӹзӹрӓ,дарма
784,vor::PRP,анзыц,перед
785,vor::PRP,анзыцын,перед
786,hinter::PRP,шайылан,ззаду
787,hinter::PRP,шайылан,позаду
788,hinter::PRP,шайылный,ззаду
789,hinter::PRP,шайылный,позаду
790,unter::PRP,лӹвӓкӹ,під
791,durch::PRP,вашт,крізь
792,neben::PRP,сага,біля
793,zwischen::PRP,лош,між
794,zwischen::PRP,лошкы,між
795,wegen::PRP,мычыц,з-за
796,wegen::PRP,мычыц,через
797,dies::PRN,тидӹ,це
798,dies::PRN,ти,це
799,das::PRN,тидӹ,то
800,das::PRN,ти,то
801,alles::PRN,цилӓ,все
802,ich::PRN,мый,я
803,du::PRN,тӹнь,ти
804,er::PRN,тӹдӹ,він
805,wir::PRN,мӓ,ми
806,ihr::PRN,вӓ,ви
807,sie::PRN,нӹнӹ,вони
808,was::FPRN,ма,що
809,wer::FPRN,кӱ,хто
810,wo::FADV,кышан,де
811,wo::FADV,кыштакен,де
812,wohin::FADV,кышкы,куди
813,wie::FADV,кыце,як
814,warum::FADV,малын,чому
815,wieviel::FNUM,кынар,скільки
816,wieviel::FNUM,кынары,скільки
817,wieviel::FNUM,кынаркы,скільки
818,eins::NUM,иктӹ,один
819,eins::NUM,иктӹт,один
820,zwei::NUM,кок,два
821,zwei::NUM,кокты,два
822,drei::NUM,кым,три
823,drei::NUM,кымыт,три
824,vier::NUM,нӹл,чотири
825,fünf::NUM,вӹц,п’ять
826,sechs::NUM,куд,шість
827,sechs::NUM,кудытмозн,шість
828,sieben::NUM,шӹм,сім
829,sieben::NUM,шӹмӹт,сім
830,acht::NUM,кӓндӓкш,вісім
831,acht::NUM,кӓндӓкшӹ,вісім
832,neun::NUM,ӹндекшшӱдӹ,дев’ять
833,zehn::NUM,лу,десять
834,elf::NUM,луатик,одинадцять
835,elf::NUM,луатиктӹ,одинадцять
836,zwölf::NUM,луаткок,дванадцять
837,zwölf::NUM,луаткокты,дванадцять
838,zwanzig::NUM,коклы,двадцять
839,dreißig::NUM,кымлы,тридцять
840,vierzig::NUM,нӹллӹ,сорок
841,fünfzig::NUM,вӹцлӹ,п’ятдесят
842,sechzig::NUM,кудлу,шістдесят
843,siebzig::NUM,шӹмлу,сімдесят
844,achtzig::NUM,кӓндӓкшлу,вісімдесят
845,neunzig::NUM,ӹндекшлу,дев’яносто
846,hundert::NUM,шӱдӹ,сто
847,tausend::NUM,тӹжем,тисяча
848,und::CNJ,дöн,і
849,oder::CNJ,льывы,або
850,stehen::V,шалшаг,стояти
851,sitzen::V,шӹнзӓш,сидіти
852,liegen::V,киӓш,лежати
853,hängen::V,кечӓш,висіти
854,werden::V,шагалаш,стати
855,werden::V,шагалаш,робитися
856,passieren::V,ӹштӓ́лтӓш,трапитися
857,beginnen::V,тӹнгӓлӓлтӓш,початися
858,enden::V,пӹтӓш,кінчитися
859,wechseln::V,весемӓш,мінятися
860,wechseln::V,весемӓлтӓш,мінятися
861,aufgehen[Sonne]::V,авараш,зійти
862,untergehen[Sonne]::V,шӹ́нзӓш,зайти
863,scheinen[Sonne]::V,сотемдӓрӓш,світити
864,donnern::V,хӹдӹртӓш,гриміти
865,wehen::V,ӹфӹлӓш,віяти
866,strömen::V,йогащ,литися
867,fließen::V,йогащ,текти
868,sich drehen::V,пöрдӓш,обертатися
869,schwanken::V,лыпшалташ,коливатися
870,schwingen::V,кӓчӓйӓш,хитатися
871,schwingen::V,кӓчӓйӓш,гойдатися
872,fallen::V,кенвазаш,падати
873,fallen::V,шынгалташ,падати
874,brennen::V,йылаш,горіти
875,rauchen::V,шыпшаш,диміти
876,regnen::V,юраш,дощити
877,gefrieren::V,гӓш,змерзнути
878,gefrieren::V,кӹлмаш,змерзнути
879,tauen::V,шылаш,танути
880,schmelzen::V,шӹрӓнӓш,плавитися
881,trocknen::V,кошкаш,сохнути
882,sieden::V,шолаш,кипіти
883,faulen::V,шӱӓш,гнити
884,verfaulen::V,йӓнгӓрӓлтӓш,згнити
885,reißen::V,кышкедӓлтӓш,рватися
886,versinken::V,ва́лаш,тонути
887,vergehen::V,эртӓш,проходити
888,erscheinen::V,каяш,з’явитися
889,verschwinden::V,ямаш,щезнути
890,verschwinden::V,ямаш,зникнути
891,sinken::V,пычаш,спадати
892,abnehmen::V,чӹдемӓш,поменшитися
893,abnehmen::V,кöтӹргӓш,поменшитися
894,zunehmen::V,когоэмӓш,збільшуватися
895,steigen::V,лӱлта́лташ,підніматися
896,wachsen::V,кушкаш,рости
897,glänzen::V,йӹлгӹжӓш,блищати
898,funkeln::V,валгалташ,блискати
899,lärmen::V,юкланаш,шуміти
900,läuten::V,цоргаш,дзвонити
901,klingeln::V,цоргаш,дзвонити
902,klirren::V,цонгырталгаш,дзвякати
903,brausen::V,ышдымыла́наш,бушувати
904,rauschen::V,шу́жгаш,шелестіти
905,klingen::V,йо́нгаш,лунати
906,klingen::V,йо́нгаш,звучати
907,bellen::V,опташ,гавкати
908,heulen::V,урмыжаш,вити
909,blasen::V,ӹфӹлӓш,дунути
910,pfeifen::V,ши́шкаш,свистіти
911,schreien::V,уташ,кричати
912,schreien::V,саслаш,кричати
913,schreien::V,варгынзаш,кричати
914,stöhnen::V,ӹнгӹрӓш,стогнати
915,zittern::V,цӹтӹрӓш,тремтіти
916,leben::V,ӹлӓш,жити
917,geboren werden::V,шачаш,народитися
918,atmen::V,шӱлӓш,дихати
919,trinken::V,йӱӓш,пити
920,essen::V,качкаш,їсти
921,schlucken::V,нелӓш,ковтати
922,müde werden::V,янгылаш,втомитися
923,einschlafen::V,амален кеӓш,заснути
924,schlafen::V,амалаш,спати
925,aufwachen::V,понгыжалташ,прокинутися
926,aufstehen::V,кӹньӹл шагалаш,встати
927,sich erholen::V,кӓнаш,відпочивати
928,krank werden::V,церлӓнен вазаш,захворіти
929,krank sein::V,церлӓнӓш,хворіти
930,krank sein::V,ясланаш,хворіти
931,krank sein::V,ясыланаш,хворіти
932,schmerzen::V,каршташ,боліти
933,husten::V,кахыраш,кашляти
934,genesen::V,паремӓш,одужати
935,genesen::V,паремӓш,видужати
936,genesen::V,тöрлӓнӓш,одужати
937,genesen::V,тöрлӓнӓш,видужати
938,sterben::V,вазын колаш,померти
939,umkommen::V,пӹтӓш,згинути
940,sich bewegen::V,кашташ,рухатися
941,sich rühren::V,тӓрвӓнӓш,ворушитися
942,sich erheben::V,кӹньӹлӓш,встати
943,sich setzen::V,шӹнзӓш,сісти
944,hinfallen::V,кенвазаш,упасти
945,hinfallen::V,шынгалташ,упасти
946,laufen::V,кашташ,ходити
947,schreiten::V,ашкедӓш,крокувати
948,spazierengehen::V,мадын кашташ,гуляти
949,eilen::V,вӓшкӓш,спішити
950,sich beeilen::V,вӓшкӓш,поспішати
951,sich beeilen::V,талашаш,поспішати
952,sausen::V,хойхаланаш,мчатися
953,sausen::V,хояш,мчатися
954,rennen::V,кыргыжаш,бігати
955,springen::V,тӹршештӓш,скакати
956,springen::V,тӹршештӓш,стрибати
957,klettern::V,ку́заш,лазити
958,schaukeln::V,лыпшалташ,гойдатися
959,kriechen::V,авалянаш,повзати
960,kriechen::V,ньыжиклӓш,повзати
961,schwimmen::V,илӓш,пливти
962,schwimmen::V,илӓш,плавати
963,tauchen::V,цымаш,пірнати
964,rudern::V,шуалташ,гребти
965,rudern::V,шуалташ,веслувати
966,fahren::V,кеӓш,їхати
967,fliegen::V,чонгештӓш,літати
968,gehen::V,кеӓш,іти
969,weggehen::V,кеӓш,піти
970,abfahren::V,кеӓш,від’їхати
971,abfahren::V,кеӓш,відправитися
972,anhalten::V,цӓрнӓш,зупинитися
973,hineingehen::V,пыраш,входити
974,eintreten::V,пыраш,увійти
975,kommen::V,толаш,прийти
976,ankommen::V,шоаш,прибути
977,zurückkommen::V,пöртӹлӓш,повернутися
978,bleiben::V,кодаш,залишитися
979,warten::V,вычаш,чекати
980,erwarten::V,вычаш,чекати
981,suchen::V,кӹчӓлӓш,шукати
982,finden::V,моаш,знайти
983,versuchen::V,путаяш,випробовувати
984,versuchen::V,цацаш,випробовувати
985,vorbereiten::V,поспейӹктӓш,підготувати
986,lieben::V,яраташ,любити
987,mögen::V,яраташ,любити
988,mögen::V,яраташ,подобатися
989,lachen::V,ваштылаш,сміятися
990,rühren::V,тӓрвӓтӓш,розчулити
991,weinen::V,мӓгӹрӓш,плакати
992,schimpfen::V,свырседӓлӓш,лаятися
993,sich ärgern::V,шӹдешкӓш,сердитися
994,sich fürchten::V,лӱдӓш,боятися
995,fürchten::V,лӱдӓш,боятися
996,fliehen::V,кыргыжаш,тікати
997,flüchten::V,кыргыж шӹлӓш,утекти
998,sehen::V,ужаш,бачити
999,anschauen::V,анжалаш,поглянути
1000,ansehen::V,анжаш,дивитися на
1001,hören::V,колаш,чути
1002,zuhören::V,колышташ,слухати
1003,probieren::V,тотештӓш,покуштувати
1004,probieren::V,подыл анжаш,покуштувати
1005,riechen::V,ӱпшӹнзӓш,нюхати
1006,fühlen::V,шижӓш,відчувати
1007,scheinen::V,каяш,здаватися
1008,zu sehen sein::V,каяш,виднітися
1009,vernehmen::V,колын колташ,почути
1010,frieren::V,кӹлмаш,мерзнути
1011,frieren::V,тӹнгӹргӓш,мерзнути
1012,tun::V,ӹштӓш,робити
1013,können::V,кердӓш,могти
1014,wollen::V,жалаяш,хотіти
1015,anfangen::V,тӹнгӓлӓш,почати
1016,beenden::V,пӹтӓрӓш,закінчити
1017,aufhören::V,цӓрнӓш,перестати
1018,gelingen::V,цӓш лиӓш,вдатися
1019,geraten::V,лиӓш,опинитися
1020,öffnen::V,пачаш,відкрити
1021,schließen::V,чӱчӓш,закрити
1022,stellen::V,шӹндӓш,поставити
1023,setzen::V,шӹндӓш,посадити
1024,legen::V,опташ,класти
1025,legen::V,пиштӓш,класти
1026,berühren::V,тӹкӓлӓш,чіпати
1027,verbinden::V,пидӓш,зв’язати
1028,bedecken::V,леведӓш,покрити
1029,aufhängen::V,сӓкӓш,повісити
1030,anzünden::V,чӱктӓш,запалити
1031,aufheben::V,кузыкташ,підняти
1032,zurücklassen::V,кодаш,залишити
1033,verlieren::V,ямдаш,загубити
1034,fallen lassen::V,кенвацтараш,упустити
1035,machen::V,ӹштӓш,зробити
1036,herstellen::V,йӓмдӹлӓш,виготовити
1037,bauen::V,ӹштӓш,будувати
1038,reparieren::V,чиняш,лагодити
1039,reparieren::V,алалаш,лагодити
1040,verbessern::V,яжоэмден шӹндӓш,поліпшити
1041,ändern::V,вашталташ,змінити
1042,graben::V,капаяш,копати
1043,beugen::V,лывырташ,зігнути
1044,beugen::V,каклярташ,зігнути
1045,biegen::V,лывырташ,погнути
1046,drehen::V,сӓрӓш,вертіти
1047,drehen::V,сӓрӹкӓлӓш,вертіти
1048,wenden::V,сӓрӓлӓш,повернути
1049,umdrehen::V,сӓрӓлӓш,перевернути
1050,heben::V,лӱктӓш,піднімати
1051,hochheben::V,кузыкташ,підняти
1052,ergreifen::V,хватяш,схопити
1053,halten::V,кычаш,тримати
1054,drücken::V,темдӓш,натискати
1055,schieben::V,шӹкӓш,пхати
1056,schieben::V,шӹкӓш,штовхати
1057,kratzen::V,нӹжӓш,шкребти
1058,lecken::V,нылаш,лизати
1059,beißen::V,пыралаш,кусати
1060,abreißen::V,кӹрӓш,відірвати
1061,abreißen::V,кышкед нӓлӓш,відірвати
1062,abschneiden::V,шулаш,відрізати
1063,abschneiden::V,лаштыклаш,відрізати
1064,binden::V,пидӓш,в’язати
1065,stecken::V,шыралаш,увіткнути
1066,brechen::V,тодылаш,зламати
1067,brechen::V,пыдырташ,зламати
1068,klopfen::V,рушткаш,стукати
1069,hauen::V,шелӹштӓш,бити
1070,kleben::V,клейӓш,клеїти
1071,reiben::V,нӹжӓш,терти
1072,streichen::V,шӹрӓш,намазати
1073,schleifen::V,шымаш,точити
1074,schneiden::V,пӹчкӓш,різати
1075,rütteln::V,мыльгыкташ,хитати
1076,schütteln::V,цӹтӹртӓш,трясти
1077,schütteln::V,мыльгыкташ,трясти
1078,schwenken::V,машыяш,махати
1079,schütten::V,опталаш,налити
1080,füllen::V,темӓш,наповнити
1081,einwickeln::V,пӹтӹрӓ́лӓш,загорнути
1082,tragen::V,намалаш,нести
1083,schleppen::V,шӹдӹрӓш,тягти
1084,ziehen::V,шыпшаш,тягнути
1085,aufbewahren::V,перегӓш,зберігати
1086,werfen::V,кӹшкӓш,кидати
1087,fangen::V,кычаш,ловити
1088,packen::V,хватяш,схопити
1089,verstecken::V,шӹлтӓш,сховати
1090,teilen::V,пайылаш,розділити
1091,schicken::V,колташ,посилати
1092,bringen::V,кандаш,принести
1093,bekommen::V,лыкташ,дістати
1094,erhalten::V,получаяш,одержати
1095,nehmen::V,налаш,взяти
1096,wählen::V,айыраш,вибрати
1097,auswählen::V,айыраш,відібрати
1098,bewahren::V,перегӓш,зберегти
1099,behindern::V,мешӓйӓш,перешкоджати
1100,verderben::V,портяш,зіпсувати
1101,beschädigen::V,шушырташ,зашкодити
1102,zerbrechen::V,пыдырташ,розбити
1103,zerreißen::V,кӹрӓш,розірвати
1104,zerstören::V,шӓлӓтӓш,зруйнувати
1105,verbrennen::V,йылаташ,спалити
1106,verbrennen::V,йылалташ,спалити
1107,geben::V,пуаш,дати
1108,reichen::V,пуаш,передати
1109,schenken::V,подараш,дарувати
1110,versprechen::V,сöрӓш,обіцяти
1111,wünschen::V,жалаяш,бажати
1112,loben::V,хваляш,хвалити
1113,küssen::V,шышшалаш,цілувати
1114,wiegen::V,лӱнгӓлтӓш,качати
1115,zudecken::V,пиштӓш,накрити
1116,wecken::V,понгыжалтараш,розбудити
1117,zeigen::V,анжыкташ,показати
1118,führen::V,видӓш,вести
1119,lehren::V,тымдаш,вчити
1120,unterrichten::V,тымдаш,викладати
1121,aufziehen::V,кушташ,виховати
1122,leiten::V,видӓш,керувати
1123,leiten::V,вуйлаташ,керувати
1124,leiten::V,вуйлалташ,керувати
1125,antreiben::V,талаштараш,підганяти
1126,lassen::V,-ыкт,змусити
1127,einladen::V,ӱжӓш,запросити
1128,vereinigen::V,иктештӓш,об’єднати
1129,besuchen::V,толаш,завітати
1130,besuchen::V,толаш,відвідати
1131,treffen::V,вӓшлиӓш,зустріти
1132,treffen::V,вӓшлиӓлтӓш,зустріти
1133,sich versammeln::V,цымыргаш,зібратися
1134,spielen::V,мадаш,грати
1135,singen::V,мыраш,співати
1136,tanzen::V,кушташ,танцювати
1137,sich trennen::V,айырлаш,розлучитися
1138,verlassen::V,шуаш,покинути
1139,retten::V,ытараш,врятувати
1140,bewachen::V,оролаш,охороняти
1141,schützen::V,перегӓш,уберігати
1142,verteidigen::V,перегӓш,захистити
1143,sich schlagen::V,шидӓлӓш,битися
1144,sich schlagen::V,шидӓлӓш,дратися
1145,sich schlagen::V,шиэдӓлӓш,битися
1146,sich schlagen::V,шиэдӓлӓш,дратися
1147,schießen::V,лӱӓш,стріляти
1148,siegen::V,сӹнгӓш,перемогти
1149,ärgern::V,шӹдештӓрӓш,сердити
1150,schlagen::V,пӓрен колташ,ударити
1151,schlagen::V,хӹрӹктен колташ,ударити
1152,treten::V,чымаш,штовхати
1153,stechen::V,пышкылаш,вколоти
1154,stoßen::V,шыркедӓш,штовхнути
1155,stehlen::V,шолышт толаш,украсти
1156,stören::V,ӓрештӹлӓш,перешкодити
1157,belästigen::V,кӓньӹсӹрлӓндӓрӓш,докучати
1158,belästigen::V,шытырланыкташ,докучати
1159,verbergen::V,шӹлтӓш,сховати
1160,täuschen::V,алталаш,обдурити
1161,täuschen::V,аталаш,обдурити
1162,betrügen::V,мошеньӹчӓйӓш,зшахраювати
1163,töten::V,пуштын шуаш,убити
1164,wohnen::V,ӹлӓш,жити
1165,wohnen::V,ӹлӓш,мешкати
1166,arbeiten::V,пӓшӓлӓш,працювати
1167,arbeiten::V,ровотаяш,працювати
1168,sammeln::V,погаш,зібрати
1169,pflücken::V,кӹрӓш,зривати
1170,jagen::V,охотничӓйӓш,полювати
1171,fischen::V,кол кычаш,рибалити
1172,fassen::V,кычаш,піймати
1173,hüten::V,кӹтӓш,пасти
1174,treiben::V,шуруяш,гнати
1175,anbinden::V,ялшташ,прив’язати
1176,anbinden::V,ялышташ,прив’язати
1177,füttern::V,пукшаш,годувати
1178,füttern::V,пукшаш,харчувати
1179,melken::V,шыпшылаш,доїти
1180,hacken::V,роаш,рубати
1181,gießen::V,шӓвӓш,полити
1182,reifen::V,кӱӓш,дозріти
1183,reifen::V,поспейӓш,дозріти
1184,zubereiten::V,йӓмдӹлӓш,зготовити
1185,zubereiten::V,йӓмдӹлӓш,приготувати
1186,kochen::V,шолташ,варити
1187,kochen::V,шолташ,готувати
1188,backen::V,кӱктӓш,пекти
1189,braten::V,жӓрӓш,смажити
1190,umrühren::V,намалаш,переміщати
1191,stricken::V,пидӓш,в’язати
1192,nähen::V,ыргаш,шити
1193,färben::V,пидӓш,пофарбувати
1194,reinigen::V,чиӓлтӓш,очистити
1195,waschen::V,мышкаш,мити
1196,abwischen::V,ӹштӓш,витерти
1197,spülen::V,шӱӓлтӓш,полоскати
1198,fegen::V,ӹштӓш,підмітати
1199,kehren::V,ӹштӓш,мести
1200,baden::V,нӱштӹлӓш,купатися
1201,sich waschen::V,мышкылташ,митися
1202,ausziehen::V,кыдашаш,зняти
1203,anziehen::V,чиӓш,надіти
1204,sich anziehen::V,чиӓш,одягтися
1205,sich anziehen::V,чиӓш,одягнутися
1206,kämmen::V,шерӓш,зачесати
1207,schmücken::V,цеверемдӓш,оздобити
1208,sagen::V,манаш,сказати
1209,sagen::V,келесӓш,сказати
1210,sprechen::V,манаш,говорити
1211,reden::V,шайышташ,розмовляти
1212,sich unterhalten::V,хытыраш,бесідувати
1213,sich unterhalten::V,хытыргаш,бесідувати
1214,fragen::V,ядаш,запитати
1215,bitten::V,ядаш,просити
1216,erzählen::V,келесӓш,розповісти
1217,mitteilen::V,попаш,повідомити
1218,mitteilen::V,увертӓш,повідомити
1219,mitteilen::V,увертӓрӓш,повідомити
1220,nennen::V,лӹмдӓш,назвати
1221,rufen::V,ӱжӓш,кликати
1222,prahlen::V,хайзаш,хвалитися
1223,prahlen::V,шаргаланаш,хвалитися
1224,übersetzen::V,вашташ,перекласти
1225,denken::V,машанаш,думати
1226,denken::V,машанаш,мислити
1227,glauben::V,ӹнянӓш,вірити
1228,bemerken::V,цаклаш,помітити
1229,erkennen::V,пӓлӓш,пізнати
1230,begreifen::V,ынгылаш,осягнути
1231,verstehen::V,ынгылаш,почути
1232,lernen::V,тыменяш,навчатися
1233,wissen::V,пӓлӓш,знати
1234,sich erinnern an::V,ышештӓрӓш,пам’ятати
1235,vergessen::V,монден кодаш,забути
1236,messen::V,висӓш,міряти
1237,zählen::V,шотаяш,лічити
1238,rechnen::V,шотаяш,рахувати
1239,lesen::V,лыдаш,читати
1240,malen::V,рисуяш,малювати
1241,zeichnen::V,ыдырка́лаш,рисувати
1242,schreiben::V,вазаш,писати
1243,besitzen::V,кы́чаш,мати
1244,kaufen::V,нӓлӓш,купити
1245,verkaufen::V,выжалаш,продати
1246,bezahlen::V,тӱлӓш,заплатити
1247,zahlen::V,тӱлӓш,платити
1248,beherrschen::V,кы́чаш,володіти
1249,ertragen::V,цӹтӓш,витерпіти
1250,Linie::N,,лінія
1251,Strich::N,,штрих
1252,jetzt::ADV,,тепер
1253,hinzufügen::V,,додати
