,Concept_ID,sl,es
116,Höhle::N,votlína,cueva
117,Höhle::N,votlína,caverna
118,Abhang::N,pobóčje,cuesta
119,Abhang::N,pobóčje,declive
120,Quelle::N,izvír,fuente
121,Quelle::N,izvír,manantial
122,Bach::N,pôtok,arroyo
123,Fluss::N,réka,río
124,Ufer::N,brég,orilla
125,Küste::N,obála,costa
126,Küste::N,obréžje,costa
127,Festland::N,celína,tierra firme
128,Festland::N,kopnína,tierra firme
129,Meer::N,mórje,mar
130,Bucht::N,zalív,cala
131,Bucht::N,zalív,bahía
132,Insel::N,ôtok,isla
133,Blume::N,cvetlíca,flor
134,Gras::N,tráva,hierba
135,Wurzel::N,korenína,raíz
136,Baum::N,drevó,árbol
137,Stamm::N,dêblo,tronco
138,Rinde::N,lúbje,corteza
139,Rinde::N,skórja,corteza
140,Ast::N,véja,rama
141,Zweig::N,véja,ramo
142,Blatt::N,líst,hoja
143,Birke::N,bréza,abedul
144,Kiefer[Baum]::N,bòr,pino
145,Weide[Baum]::N,vŕba,sauce
146,Tanne::N,hója,abeto
147,Horn::N,róg,asta
148,Horn::N,róg,cuerno
149,Feder::N,peró,pluma
150,Fell::N,kŕzno,piel
151,Flügel::N,krílo,ala
152,Klaue::N,párkelj,garra
153,Kralle::N,krémpelj,uña
154,Kralle::N,krémpelj,garra
155,Schwanz::N,rèp,cola
156,Ei::N,jájce,huevo
157,Nest::N,gnézdo,nido
158,Bau::N,brlòg,madriguera
159,Tier::N,živál,animal
160,Herde::N,čréda,rebaño
161,Kuh::N,kráva,vaca
162,Bulle::N,bìk,toro
163,Pferd::N,kònj,caballo
164,Schaf::N,ôvca,oveja
165,Schwein::N,svínja,cerdo
166,Hund::N,pès,perro
167,Katze::N,máčka,gato
168,Bär::N,mêdved,oso
169,Eichhörnchen::N,véverica,ardilla
170,Elch::N,lós,alce
171,Fuchs::N,lisíca,zorro
172,Hase::N,zájec,liebre
173,Maus::N,mìš,ratón
174,Wolf::N,vólk,lobo
175,Vogel::N,ptìč,ave
176,Vogel::N,ptìč,pájaro
177,Vogel::N,ptíca,ave
178,Vogel::N,ptíca,pájaro
179,Schwarm::N,játa,bandada
180,Huhn::N,kokóš,gallina
181,Hahn::N,petêlin,gallo
182,Gans::N,gós,oca
183,Gans::N,gós,ganso
184,Adler::N,ôrel,águila
185,Ente::N,ráca,pato
186,Eule::N,sôva,lechuza
187,Kranich::N,žerjàv,grulla
188,Krähe::N,vrána,corneja
189,Kuckuck::N,kúkavica,cuco
190,Schwan::N,labód,cisne
191,Fisch::N,ríba,pez
192,Barsch::N,ostríž,perca
193,Hecht::N,ščúka,lucio
194,Schlange[Tier]::N,káča,serpiente
195,Wurm::N,čr̀v,gusano
196,Wurm::N,glísta,gusano
197,Spinne::N,pájek,araña
198,Ameise::N,mrávlja,hormiga
199,Laus::N,úš,piojo
200,Mücke::N,komár,mosquito
201,Fliege::N,múha,mosca
202,Schmetterling::N,metúlj,mariposa
203,Beere::N,jágoda,baya
204,Apfel::N,jábolko,manzana
205,Pilz::N,góba,seta
206,Pilz::N,góba,hongo
207,Zwiebel::N,čebúla,cebolla
208,Saat::N,séme,siembra
209,Korn::N,zŕno,grano
210,Heu::N,senó,heno
211,Schale::N,lupína,cáscara
212,Grube::N,jáma,foso
213,Falle::N,pást,trampa
214,Schlinge::N,zánka,lazo
215,Schlinge::N,pêtlja,lazo
216,Spur::N,sléd,huella
217,Asche::N,pepél,ceniza
218,Dreck::N,bláto,suciedad
219,Eisen::N,želézo,hierro
220,Gold::N,zlató,oro
221,Silber::N,srebró,plata
222,Kohle::N,ógel,carbón
223,Glas::N,stêklo,vidrio
224,Glas::N,stêklo,cristal
225,Lehm::N,ílo,barro
226,Sand::N,pések,arena
227,Mensch::N,člôvek,hombre
228,Mensch::N,člôvek,ser humano
229,Mann::N,móž,hombre
230,Mann::N,môški,hombre
231,Frau::N,gospá,mujer
232,Frau::N,žénska,mujer
233,Kind::N,déte,niño
234,Kind::N,otròk,niño
235,Junge::N,fànt,chico
236,Junge::N,fànt,muchacho
237,Junge::N,déček,chico
238,Junge::N,déček,muchacho
239,Mädchen::N,deklè,chica
240,Mädchen::N,deklè,muchacha
241,Mädchen::N,déklica,chica
242,Mädchen::N,déklica,muchacha
243,Familie::N,družína,familia
244,Großvater::N,dèd,abuelo
245,Großvater::N,dédek,abuelo
246,Großmutter::N,bábica,abuela
247,Eltern::N,stárši,padres
248,Vater::N,ôče,padre
249,Mutter::N,máma,madre
250,Sohn::N,sín,hijo
251,Tochter::N,hčí,hija
252,Tochter::N,hčérka,hija
253,Bruder::N,bràt,hermano
254,Schwester::N,sêstra,hermana
255,Onkel::N,újec,tío
256,Onkel::N,stríc,tío
257,Tante::N,têta,tía
258,Tante::N,strína,tía
259,Ehemann::N,móž,esposo
260,Ehemann::N,sopróg,esposo
261,Ehefrau::N,žêna,esposa
262,Ehefrau::N,sopróga,esposa
263,Freude::N,rádost,placer
264,Freude::N,rádost,alegría
265,Freude::N,vesêlje,placer
266,Freude::N,vesêlje,alegría
267,Gelächter::N,sméh,risa
268,Gelächter::N,sméh,carcajada
269,Gelächter::N,grohòt,risa
270,Gelächter::N,grohòt,carcajada
271,Glück::N,sréča,felicidad
272,Kummer::N,gorjé,pena
273,Wunsch::N,žêlja,deseo
274,Lust::N,poželênje,ganas
275,Geist::N,dúša,mente
276,Geist::N,dúša,espíritu
277,Gedanke::N,mísel,idea
278,Gedanke::N,mísel,pensamiento
279,Gedächtnis::N,pámet,memoria
280,Sinn::N,pomèn,sentido
281,Sinn::N,pomèn,significado
282,Sinn::N,smísel,sentido
283,Sinn::N,smísel,significado
284,Grund::N,vzròk,causa
285,Wahrheit::N,resníca,verdad
286,Gespräch::N,pogóvor,conversación
287,Märchen::N,právljica,cuento
288,Erzählung::N,povést,cuento
289,Erzählung::N,povést,narración
290,Nachricht::N,sporočílo,mensaje
291,Neuigkeit::N,novóst,noticia
292,Name::N,imé,nombre
293,Rätsel::N,ugánka,acertijo
294,Rätsel::N,ugánka,adivinanza
295,Rede::N,góvor,discurso
296,Sprache::N,jêzik,lengua
297,Stimme::N,glás,voz
298,Wort::N,beséda,palabra
299,Zeichen::N,znák,señal
300,Ruf::N,klíc,llamada
301,Lärm::N,hrúp,ruido
302,Lärm::N,hrúp,barullo
303,Lärm::N,trúšč,ruido
304,Lärm::N,trúšč,barullo
305,Laut::N,glás,sonido
306,Ton::N,tón,tono
307,Lied::N,pésem,canción
308,Ruhe::N,pokòj,calma
309,Ruhe::N,pokòj,silencio
310,Leute::N,ljudjé,gente
311,Volk::N,národ,pueblo
312,Arbeit::N,délo,trabajo
313,Gast::N,gòst,huésped
314,Gast::N,gòst,invitado
315,Geschenk::N,darílo,regalo
316,Spiel::N,ígra,juego
317,Gesellschaft::N,drúžba,compañía
318,Hilfe::N,pomóč,ayuda
319,Hilfe::N,pomóč,socorro
320,Freund::N,prijátelj,amigo
321,Kamerad::N,továriš,camarada
322,Kamerad::N,továriš,compañero
323,Angelegenheit::N,zadéva,asunto
324,Anzahl::N,števílo,cantidad
325,Art::N,vŕsta,tipo
326,Art::N,vŕsta,clase
327,Stück::N,kós,pieza
328,Teil::N,dél,parte
329,Hälfte::N,polovíca,mitad
330,Kreis::N,króg,círculo
331,Kreis::N,kolobár,círculo
332,Kreuz::N,kríž,cruz
333,Linie::N,próga,línea
334,Strich::N,čŕta,raya
335,Strich::N,čŕta,trazo
336,Abstand::N,preslédek,distancia
337,Entfernung::N,oddáljenost,distancia
338,Gegend::N,kràj,región
339,Gegend::N,kràj,comarca
340,Gegend::N,dežêla,región
341,Gegend::N,dežêla,comarca
342,Platz::N,prôstor,espacio
343,Ort::N,mésto,sitio
344,Seite::N,bòk,lado
345,Seite::N,bòk,costado
346,Seite::N,strán,lado
347,Seite::N,strán,costado
348,Mitte::N,sredína,medio
349,Mitte::N,sredína,centro
350,Gegenstand::N,prédmet,objeto
351,Sache::N,réč,cosa
352,Sache::N,stvár,cosa
353,Rand::N,kràj,borde
354,Kante::N,rób,borde
355,Ecke::N,vogál,esquina
356,Spitze::N,óst,punta
357,Ende::N,kônec,cabo
358,Ende::N,kônec,extremo
359,Loch::N,lúknja,agujero
360,Loch::N,lúknja,abertura
361,Winkel::N,kót,ángulo
362,Muster::N,vzórec,dibujo
363,Größe::N,veličína,tamaño
364,Länge::N,dolžína,longitud
365,Höhe::N,vršína,altura
366,Höhe::N,vršína,altitud
367,Gewicht::N,téža,peso
368,Menge::N,količína,cantidad
369,Haufen::N,kùp,montón
370,Haufen::N,kopíca,montón
371,Reihe::N,níz,fila
372,Reihe::N,vŕsta,fila
373,Boot::N,čóln,bote
374,Boot::N,čóln,barca
375,Ruder::N,vêslo,remo
376,Schlitten::N,saní,trineo
377,Ski::N,smučí,esquí
378,Lagerfeuer::N,táborni ôgenj,hoguera
379,Last::N,tôvor,carga
380,Gang::N,hòd,marcha
381,Schritt::N,korák,paso
382,Norden::N,séver,norte
383,Süden::N,júg,sur
384,Westen::N,zapàd,oeste
385,Osten::N,vzhòd,este
386,Holz::N,lés,madera
387,Brett::N,deskà,tabla
388,Platte::N,plôča,placa
389,Platte::N,plôča,plancha
390,Stütze::N,opóra,sostén
391,Stütze::N,opóra,soporte
392,Stütze::N,zaslómba,sostén
393,Stütze::N,zaslómba,soporte
394,Stange::N,gréd,vara
395,Stange::N,gréd,percha
396,Stock::N,pálica,palo
397,Stock::N,pálica,bastón
398,Stab::N,pálica,vara
399,Stab::N,pálica,bastón
400,Rohr::N,cév,tubo
401,Haus::N,híša,casa
402,Heim::N,dóm,hogar
403,Ofen::N,péč,estufa
404,Fußboden::N,pòd,suelo
405,Tisch::N,míza,mesa
406,Stuhl::N,stòl,silla
407,Wiege::N,zíbel,cuna
408,Bett::N,póstelja,cama
409,Regal::N,políca,estantería
410,Kiste::N,zabòj,caja
411,Fenster::N,ôkno,ventana
412,Tür::N,vráta,puerta
413,Tor::N,velíka vráta,puerta
414,Zaun::N,ográja,valla
415,Zaun::N,ográja,cercado
416,Dach::N,stréha,techo
417,Dach::N,stréha,tejado
418,Leiter::N,léstev,escalera
419,Besen::N,mêtla,escoba
420,Spaten::N,lopáta,pala
421,Schaufel::N,lopáta,pala
422,Schaufel::N,lopáta,paleta
423,Gabel::N,vílice,tenedor
424,Löffel::N,žlíca,cuchara
425,Messer::N,nòž,cuchillo
426,Nagel::N,žebèlj,clavo
427,Netz::N,mréža,red
428,Haken::N,kljúka,gancho
429,Haken::N,kljúka,corchete
430,Griff::N,ročáj,asa
431,Griff::N,ročáj,mango
432,Griff::N,oprijèm,asa
433,Griff::N,oprijèm,mango
434,Schloss::N,ključávnica,cerradura
435,Bild::N,slíka,imagen
436,Figur::N,figúra,figura
437,Figur::N,postáva,figura
438,Puppe::N,lútka,muñeca
439,Beutel::N,môšnja,bolsa
440,Bündel::N,cúla,haz
441,Bündel::N,svéženj,haz
442,Tasche::N,tórba,bolso
443,Tasche::N,tobôlec,bolso
444,Eimer::N,vêdro,cubo
445,Deckel::N,pokròv,tapa
446,Deckel::N,pokròv,tapadera
447,Deckel::N,poklópec,tapa
448,Deckel::N,poklópec,tapadera
449,Geschirr::N,posóda,vajilla
450,Sack::N,vréča,saco
451,Tasse::N,skodélica,taza
452,Topf::N,lônec,olla
453,Topf::N,lônec,marmita
454,Kessel::N,kôtel,caldera
455,Essen::N,hrána,comida
456,Nahrung::N,živílo,alimento
457,Speise::N,jéd,plato
458,Fleisch::N,mesó,carne
459,Getreide::N,žíto,cereales
460,Brei::N,káša,puré
461,Brei::N,káša,papilla
462,Brot::N,krùh,pan
463,Scheibe::N,réženj,lonja
464,Scheibe::N,réženj,rebanada
465,Fett::N,mást,grasa
466,Fett::N,maščôba,grasa
467,Butter::N,máslo,mantequilla
468,Öl::N,ólje,aceite
469,Salz::N,sól,sal
470,Suppe::N,júha,sopa
471,Honig::N,méd,miel
472,Milch::N,mléko,leche
473,Tee::N,čáj,té
474,Leder::N,úsnje,cuero
475,Wolle::N,vólna,lana
476,Stoff::N,blagó,tela
477,Stoff::N,blagó,tejido
478,Nadel::N,ígla,aguja
479,Faden::N,nít,hilo
480,Knopf::N,gúmb,botón
481,Knoten::N,vôzel,nudo
482,Farbe::N,bárva,pintura
483,Kleidung::N,obléka,ropa
484,Kleidung::N,obléka,vestidos
485,Hemd::N,srájca,camisa
486,Kragen::N,ovrátnik,cuello
487,Ärmel::N,rokáv,manga
488,Hose::N,hláče,pantalón
489,Gürtel::N,pás,cinturón
490,Mütze::N,kápa,gorro
491,Mütze::N,čépica,gorro
492,Schuh::N,čévelj,zapato
493,Stiefel::N,škórenj,bota
494,Ring::N,pŕstan,anillo
495,Band::N,trák,cinta
496,Kamm::N,glavník,peine
497,Spiegel::N,zrcálo,espejo
498,Spiegel::N,ogledálo,espejo
499,Riemen::N,jêrmen,correa
500,Schnur::N,vŕvca,cuerda
501,Leine::N,konôpec,correa
502,Decke::N,odéja,manta
503,Kissen::N,blazína,almohada
504,Tuch::N,pŕt,pañuelo
505,Tuch::N,rúta,pañuelo
506,Handtuch::N,brisáča,toalla
507,Kraft::N,síla,fuerza
508,Stärke::N,jákost,fuerza
509,Gesundheit::N,zdrávje,salud
510,Krankheit::N,bolézen,enfermedad
511,Schmerz::N,ból,dolor
512,Schmerz::N,bolečína,dolor
513,Wunde::N,rána,llaga
514,Wunde::N,rána,herida
515,Fieber::N,vročína,fiebre
516,Arznei::N,lék,medicina
517,Arznei::N,lék,medicamento
518,Arznei::N,zdravílo,medicina
519,Arznei::N,zdravílo,medicamento
520,Brücke::N,móst,puente
521,Brunnen::N,vodnják,pozo
522,Weide::N,páša,pasto
523,Pfad::N,stezà,sendero
524,Weg::N,pót,camino
525,Straße::N,césta,vía
526,Straße::N,césta,carretera
527,Dorf::N,vás,aldea
528,Dorf::N,vás,pueblo
529,Stadt::N,mésto,ciudad
530,Brief::N,písmo,carta
531,Buch::N,knjíga,libro
532,Buchstabe::N,čŕka,letra
533,Buchstabe::N,čŕka,carácter
534,Zeitung::N,čásnik,diario
535,Zeitung::N,čásnik,periódico
536,Leben::N,življênje,vida
537,Tod::N,smŕt,muerte
538,Grab::N,gròb,tumba
539,Grab::N,gròb,sepulcro
540,Kirche::N,cérkev,iglesia
541,Sünde::N,gréh,pecado
542,Gott::N,bóg,dios
543,Arbeiter::N,délavec,obrero
544,Arbeiter::N,délavec,trabajador
545,Chef::N,šéf,jefe
546,Meister::N,mójster,maestro
547,Arzt::N,zdravník,médico
548,Lehrer::N,učítelj,profesor
549,Geld::N,denár,dinero
550,Geschäft::N,kupčíja,negocio
551,Laden::N,trgovína,tienda
552,Preis::N,céna,precio
553,Ware::N,róba,mercancía
554,Nutzen::N,príd,provecho
555,Reichtum::N,bogástvo,riqueza
556,Welt::N,svét,mundo
557,Land::N,dežêla,país
558,Staat::N,držáva,Estado
559,König::N,králj,rey
560,Macht::N,oblást,poder
561,Macht::N,oblást,potencia
562,Grenze::N,mêja,frontera
563,Krieg::N,vôjna,guerra
564,Feind::N,sovrážnik,enemigo
565,Gewalt::N,nasílje,violencia
566,Kampf::N,bòj,lucha
567,Kampf::N,bòj,combate
568,Kampf::N,bórba,lucha
569,Kampf::N,bórba,combate
570,Bogen[Waffe]::N,lók,arco
571,Pfeil::N,puščíca,flecha
572,Gewehr::N,púška,fusil
573,Gewehr::N,púška,escopeta
574,Fehler::N,zmóta,error
575,Lüge::N,láž,mentira
576,Schaden::N,okvára,daño
577,Unglück::N,nesréča,desgracia
578,Schuld::N,krívda,culpa
579,Alter::N,dôba,edad
580,Schluss::N,kônec,fin
581,Schluss::N,kônec,final
582,Zeit::N,čàs,tiempo
583,Tag::N,dán,día
584,Morgen::N,jútro,mañana
585,Mittag::N,póldan,mediodía
586,Abend::N,večér,noche
587,Nacht::N,nóč,noche
588,Woche::N,téden,semana
589,Monat::N,mésec,mes
590,Jahr::N,léto,año
591,Frühling::N,pomlád,primavera
592,Sommer::N,polétje,verano
593,Herbst::N,jesén,otoño
594,Winter::N,zíma,invierno
595,Januar::N,jánuar,enero
596,Februar::N,fébruar,febrero
597,März::N,márec,marzo
598,April::N,apríl,abril
599,Mai::N,máj,mayo
600,Juni::N,júnij,junio
601,Juli::N,júlij,julio
602,August::N,avgúst,agosto
603,September::N,septêmber,septiembre
604,Oktober::N,október,octubre
605,November::N,novêmber,noviembre
606,Dezember::N,decémber,diciembre
607,Montag::N,ponedéljek,lunes
608,Dienstag::N,tôrek,martes
609,Mittwoch::N,sréda,miércoles
610,Donnerstag::N,četŕtek,jueves
611,Freitag::N,pétek,viernes
612,Samstag::N,sobóta,sábado
613,Sonntag::N,nedélja,domingo
614,groß::A,vêlik,grande
615,klein::A,májhen,pequeño
616,lang::A,dólg,largo
617,kurz::A,krátek,corto
618,breit::A,širòk,ancho
619,schmal::A,ózek,estrecho
620,dicht::A,góst,denso
621,dick[Gegenstand]::A,dêbel,grueso
622,dünn::A,tánek,fino
623,dünn::A,tánek,delgado
624,fein::A,drôben,fino
625,fein::A,drôben,delicado
626,fest::A,tŕden,firme
627,fest::A,tŕden,sólido
628,flach::A,plán,plano
629,flach::A,plòsk,plano
630,glatt::A,gládek,liso
631,hart::A,tŕd,duro
632,weich::A,mehák,muelle
633,rund::A,okrógel,redondo
634,spitz::A,šílast,agudo
635,spitz::A,šílast,apuntado
636,scharf::A,óster,agudo
637,scharf::A,óster,afilado
638,stumpf::A,tóp,sin filo
639,stumpf::A,skŕhan,sin filo
640,schwer::A,têžek,pesado
641,schön::A,lép,bello
642,schön::A,lép,hermoso
643,schön::A,krásen,bello
644,schön::A,krásen,hermoso
645,heiß::A,vròč,caluroso
646,warm::A,tôpel,cálido
647,warm::A,tôpel,caliente
648,kalt::A,mŕzel,frío
649,kalt::A,hláden,frío
650,kühl::A,hláden,fresco
651,frisch::A,svéž,fresco
652,feucht::A,vlážen,húmedo
653,nass::A,móker,mojado
654,trocken::A,súh,seco
655,voll::A,póln,lleno
656,leer::A,prázen,vacío
657,offen::A,odpŕt,abierto
658,geschlossen::A,zapŕt,cerrado
659,sauber::A,číst,limpio
660,sauber::A,líčen,limpio
661,schmutzig::A,umázan,sucio
662,roh::A,suròv,crudo
663,reif::A,zrèl,maduro
664,lecker::A,okúsen,rico
665,lecker::A,okúsen,sabroso
666,süß::A,sládek,dulce
667,bitter::A,grenák,amargo
668,sauer::A,kísel,agrio
669,hell::A,svetèl,claro
670,dunkel::A,temèn,oscuro
671,schwarz::A,čŕn,negro
672,weiß::A,bél,blanco
673,rot::A,rdèč,rojo
674,gelb::A,žólt,amarillo
675,gelb::A,rumèn,amarillo
676,blau::A,móder,azul
677,grün::A,zelèn,verde
678,grau::A,sív,gris
679,bunt::A,písan,multicolor
680,billig::A,pocéni,barato
681,teuer::A,drág,caro
682,wertvoll::A,dragocén,valioso
683,wertvoll::A,dragocén,precioso
684,blind::A,slép,ciego
685,taub::A,glúh,sordo
686,kräftig::A,močán,fuerte
687,stark::A,ják,fuerte
688,stark::A,ják,vigoroso
689,schwach::A,šíbek,débil
690,fett::A,dêbel,obeso
691,schlank::A,vítek,esbelto
692,hübsch::A,lép,mono
693,hübsch::A,lép,guapo
694,böse::A,zèl,malo
695,böse::A,hudôben,malo
696,dumm::A,glúp,tonto
697,dumm::A,glúp,estúpido
698,dumm::A,bédast,tonto
699,dumm::A,bédast,estúpido
700,faul::A,lén,vago
701,faul::A,lén,perezoso
702,fleißig::A,marljív,aplicado
703,fleißig::A,marljív,diligente
704,geizig::A,škŕt,avaro
705,klug::A,pámeten,sensato
706,klug::A,pámeten,inteligente
707,geschickt::A,spréten,hábil
708,lieb::A,míl,querido
709,lieb::A,ljúb,querido
710,lustig::A,vesél,alegre
711,sanft::A,láhek,suave
712,hungrig::A,láčen,hambriento
713,krank::A,bolán,enfermo
714,nackt::A,nág,desnudo
715,traurig::A,túžen,triste
716,lebendig::A,žív,vivo
717,lebendig::A,žív,viviente
718,gut::A,dóber,bueno
719,schlecht::A,malopríden,malo
720,richtig::A,pravílen,justo
721,richtig::A,pravílen,correcto
722,schlimm::A,húd,malo
723,schlimm::A,húd,grave
724,wahr::A,resníčen,verídico
725,wahr::A,resníčen,verdadero
726,alt::A,stàr,viejo
727,neu::A,nòv,nuevo
728,ehemalig::A,nekdánji,antiguo
729,alt[Lebewesen]::A,stàr,viejo
730,jung::A,mlád,joven
731,arm::A,ubóg,pobre
732,arm::A,réven,pobre
733,reich::A,bogàt,rico
734,bekannt::A,znán,conocido
735,berühmt::A,sláven,famoso
736,berühmt::A,sláven,célebre
737,berühmt::A,znamenít,famoso
738,berühmt::A,znamenít,célebre
739,fremd::A,túj,extraño
740,verschieden::A,razlíčen,diverso
741,verschieden::A,razlíčen,distinto
742,verschieden::A,razlíčen,diferente
743,nah::A,blížnji,cercano
744,fern::A,dáleč,lejano
745,linker::A,lévi,izquierdo
746,rechter::A,désni,derecho
747,anderer::A,drúgi,otro
748,erster::A,pŕvi,primero
749,zweiter::A,drúgi,segundo
750,dritter::A,trétji,tercero
751,letzter::A,poslédnji,último
752,allein::ADV,sám,a solo
753,auf einmal::ADV,obênem,de una vez
754,zusammen::ADV,skúpaj,juntos
755,lange::ADV,dólgo,mucho tiempo
756,plötzlich::ADV,náglo,de repente
757,plötzlich::ADV,nenádoma,de repente
758,sofort::ADV,prècej,en seguida
759,später::ADV,poznêje,más tarde
760,jetzt::ADV,zdàj,ahora
761,heute::ADV,dánes,hoy
762,morgen::ADV,jútri,mañana
763,bald::ADV,kmálu,pronto
764,bald::ADV,kmálu,en breve
765,dann::ADV,nató,luego
766,dann::ADV,nató,entonces
767,gestern::ADV,včéraj,ayer
768,einst::ADV,nékdaj,antaño
769,damals::ADV,tedàj,entonces
770,damals::ADV,takràt,entonces
771,danach::ADV,potèm,después
772,vorher::ADV,poprèj,antes
773,zuerst::ADV,spŕva,primero
774,einmal::ADV,ênkrat,una vez
775,manchmal::ADV,včásih,a veces
776,oft::ADV,pogósto,a menudo
777,oft::ADV,pogósto,con frecuencia
778,immer::ADV,védno,siempre
779,immer::ADV,zméraj,siempre
780,niemals::ADV,nikdàr,jamás
781,hier::ADV,tù,aquí
782,hier::ADV,túkaj,aquí
783,hierhin::ADV,sèmkaj,acá
784,von hier::ADV,od tú,desde aquí
785,dort::ADV,tàm,ahí
786,dort::ADV,tàm,allí
787,dorthin::ADV,tjà,allí
788,dorthin::ADV,tjà,hacia allí
789,geradeaus::ADV,rávno napréj,todo derecho
790,vorwärts::ADV,napréj,adelante
791,rückwärts::ADV,zádaj,hacia atrás
792,zurück::ADV,nazáj,atrás
793,unten::ADV,dôli,abajo
794,unten::ADV,spôdaj,abajo
795,hinab::ADV,dôl,hacia abajo
796,oben::ADV,gôri,arriba
797,oben::ADV,zgôraj,arriba
798,hinauf::ADV,gôr,hacia arriba
799,überall::ADV,povsód,por todas partes
800,nicht::ADV,ne,no
801,ein wenig::ADV,málo,un poco
802,kaum::ADV,kómaj,apenas
803,sehr::ADV,zeló,muy
804,sehr::ADV,zeló,mucho
805,so::ADV,takó,tan
806,noch::ADV,še,aún
807,noch::ADV,še,todavía
808,nur::ADV,samó,solamente
809,schon::ADV,žè,ya
810,wieder::ADV,spét,de nuevo
811,vergebens::ADV,zamàn,en vano
812,vergebens::ADV,zastónj,en vano
813,vor::PRP,pred,antes de
814,vor::PRP,pred,delante de
815,hinter::PRP,za,tras
816,hinter::PRP,za,detrás de
817,unter::PRP,pod,bajo
818,unter::PRP,pod,debajo de
819,durch::PRP,skózi,por
820,durch::PRP,skózi,a través de
821,neben::PRP,kràj,al lado de
822,neben::PRP,póleg,al lado de
823,zwischen::PRP,med,entre
824,zwischen::PRP,izmed,entre
825,wegen::PRP,zarádi,por
826,wegen::PRP,zarádi,a causa de
