,Concept_ID,udm,br
797,dreißig::NUM,куамын,tregont
798,vierzig::NUM,ньыльдон,daou-ugent
799,fünfzig::NUM,витьтон,hanter-kant
800,sechzig::NUM,куатьтон,tri-ugent
801,siebzig::NUM,сизьымдон,dek ha tri-ugent
802,achtzig::NUM,тямыстон,pevar-ugent
803,neunzig::NUM,укмыстон,dek ha pevar-ugent
804,hundert::NUM,сю,kant
805,tausend::NUM,сюрс,mil
806,und::CNJ,и,ha
807,und::CNJ,но,ha
808,oder::CNJ,яке,pe
809,stehen::V,сылыны,bezañ a-sav
810,sitzen::V,пукыны,azezañ
811,sitzen::V,пукыны,bezañ en e goazez
812,liegen::V,кылльыны,bezañ en e c'hourvez
813,hängen::V,ошкыса улыны,krougañ
814,werden::V,луыны,dazonet
815,passieren::V,луыны,c'hoarvezout
816,beginnen::V,кутскыны,stagañ
817,enden::V,бырыны,achuiñ
818,wechseln::V,воштӥськыны,cheñch
819,aufgehen[Sonne]::V,ӝужаны,dirouzañ
820,untergehen[Sonne]::V,пуксьыны,
821,scheinen[Sonne]::V,пиштыны,lugernañ
822,scheinen[Sonne]::V,чиляны,lugernañ
823,donnern::V,гудыръяны,taranal
824,wehen::V,пелляськыны,c'hwezhañ
825,strömen::V,киськыны,deredek
826,strömen::V,исьтӥськыны,deredek
827,fließen::V,бызьыны,redek
828,sich drehen::V,берганы,troiñ
829,schwanken::V,вошъяськыны,trantellat
830,schwingen::V,шонаськыны,froumal
831,fallen::V,усьыны,kouezhañ
832,brennen::V,ӝуаны,deviñ
833,rauchen::V,ӵындыны,divogedañ
834,regnen::V,зорыны,glavañ
835,gefrieren::V,кынмыны,reviñ
836,tauen::V,шунаны,diskornañ
837,schmelzen::V,шунаны,teuziñ
838,trocknen::V,куасьмыны,sec'hañ
839,sieden::V,пӧзьыны,berviñ
840,faulen::V,сисьмыны,breinañ
841,verfaulen::V,сисьмыны,breinañ
842,reißen::V,кеськыны,darnaouiñ
843,versinken::V,выйыны,sodellañ
844,vergehen::V,ортчыны,tremen
845,erscheinen::V,адскыны,donet war-wel
846,verschwinden::V,бырыны,monet diwar wel
847,sinken::V,усьыны,en em izelat
848,abnehmen::V,синыны,nebeutaat
849,zunehmen::V,йылыны,kreskiñ
850,steigen::V,лӧпкыны,sevel
851,wachsen::V,будыны,kreskiñ
852,glänzen::V,чиляны,lugernañ
853,glänzen::V,пиштыны,lugernañ
854,funkeln::V,чилекъяны,elieniñ
855,lärmen::V,уретыны,rabotat
856,lärmen::V,ӵашетыны,rabotat
857,läuten::V,жингыртыны,
858,klingeln::V,жингыртыны,
859,klirren::V,жильккетыны,diridignat
860,klirren::V,жильккетыны,sterlinkañ
861,brausen::V,лекъяськыны,gwegal
862,rauschen::V,ӵашетыны,trouzal
863,klingen::V,кылӥськыны,seniñ
864,bellen::V,утыны,harzhal
865,heulen::V,вузыны,yudal
866,blasen::V,пельтыны,c'hwezhañ
867,pfeifen::V,шуланы,c'hwitellat
868,schreien::V,черекъяны,huchal
869,schreien::V,кесяськыны,huchal
870,stöhnen::V,ӝуштыны,hirvoudiñ
871,zittern::V,дырекъяны,krenañ
872,zittern::V,куалекъяны,krenañ
873,leben::V,улыны,bevañ
874,geboren werden::V,вордӥськыны,genel
875,atmen::V,шоканы,tennañ e anal
876,trinken::V,юыны,evañ
877,essen::V,сиыны,debriñ
878,schlucken::V,ньылыны,lonkañ
879,müde werden::V,жадьыны,skuizhañ
880,einschlafen::V,умме усьыны,menel kousket
881,schlafen::V,кӧлыны,kousket
882,aufwachen::V,сайканы,dihuniñ
883,aufstehen::V,султыны,sevel
884,sich erholen::V,шутэтскыны,diskuizhañ
885,krank werden::V,висьыны,klañviñ
886,krank sein::V,висьыны,bezañ klañv
887,schmerzen::V,висьыны,skourjezañ
888,husten::V,кызыны,pasaat
889,husten::V,кызыны,peudal
890,genesen::V,юнматскыны,pareañ
891,genesen::V,бурмытскылыны,pareañ
892,sterben::V,кулыны,mervel
893,umkommen::V,бырыны,perisañ
894,sich bewegen::V,вырыны,bouljal
895,sich rühren::V,вырӟыны,fiñval
896,sich rühren::V,вырӟылыны,fiñval
897,sich erheben::V,султыны,sevel
898,sich setzen::V,пуксьыны,azezañ
899,sich setzen::V,пуксьыны,mont en e goazez
900,hinfallen::V,усьыны,kouezhañ
901,laufen::V,мыныны,redek
902,schreiten::V,вамышъяны,kerzhet
903,spazierengehen::V,мыныны,pourmen
904,spazierengehen::V,ветлыны,pourmen
905,eilen::V,дыртыны,hastañ
906,sich beeilen::V,дыртыны,hastañ
907,sausen::V,туж ӝог мыныны,karzhañ
908,rennen::V,бызьылыны,redek
909,springen::V,тэтчаны,lammat
910,klettern::V,тубаны,krimpat
911,schaukeln::V,лэйканы,brañsellat
912,schaukeln::V,шонаськыны,brañsellat
913,kriechen::V,нюж ветлыны,skrampañ
914,schwimmen::V,уяны,neuial
915,tauchen::V,зумылыны,splujañ
916,rudern::V,полсаны,roeñvat
917,fahren::V,ветлыны,kas
918,fahren::V,ветлыны,bleniañ
919,fliegen::V,лобаны,nijal
920,gehen::V,мыныны,mont
921,weggehen::V,кошкыны,mont kuit
922,abfahren::V,кошкыны,mont kuit
923,anhalten::V,дугдыны,chom a-sav
924,hineingehen::V,пырыны,monet e-barzh
925,eintreten::V,пырыны,monet e-barzh
926,kommen::V,вуыны,dont
927,kommen::V,лыктыны,dont
928,ankommen::V,вуыны,erruout
929,zurückkommen::V,берытскыны,addonet
930,bleiben::V,кыльыны,chom
931,warten::V,витьыны,gortoz
932,erwarten::V,витьыны,gortoz
933,erwarten::V,возьманы,gortoz
934,suchen::V,утчаны,klask
935,finden::V,шедьтыны,kavout
936,versuchen::V,турттыны,klask
937,vorbereiten::V,дасяны,aozañ
938,lieben::V,гажаны,karout
939,mögen::V,яратыны,karout
940,lachen::V,серекъяны,c'hoarzin
941,rühren::V,сюлме йӧтыны,tenerañ
942,weinen::V,бӧрдыны,gouelañ
943,schimpfen::V,даллашыны,krozal
944,sich ärgern::V,лекъяськыны,fachañ
945,sich ärgern::V,лекъяськыны,en em fachañ
946,sich fürchten::V,кышканы,
947,sich fürchten::V,курданы,
948,fürchten::V,курданы,
949,fürchten::V,кышканы,
950,fliehen::V,пегӟыны,tec'het
951,flüchten::V,пегӟыны,tuzañ
952,sehen::V,адӟыны,gwelet
953,anschauen::V,учкыны,sellout ouzh
954,ansehen::V,учкыны,sellout ouzh
955,hören::V,кылыны,klevet
956,zuhören::V,кылзыны,selaou
957,probieren::V,веръяны,blasa
958,riechen::V,зынъяны,klevet
959,fühlen::V,шӧдыны,santout
960,scheinen::V,адскыны,diskouez bezañ
961,zu sehen sein::V,адӟиськыны,bezañ gwelus
962,vernehmen::V,кылыны,merzhañ
963,frieren::V,кынмыны,anoued
964,tun::V,карыны,ober
965,können::V,быгатыны,gouzout
966,wollen::V,потыны,fellout da
967,wollen::V,потыны,kaout c'hoant da
968,anfangen::V,кутскыны,kregiñ
969,beenden::V,быдтыны,achuiñ
970,beenden::V,быдэстыны,achuiñ
971,aufhören::V,дугдыны,paouez
972,gelingen::V,быгатыны,
973,gelingen::V,луыны,
974,geraten::V,лэсяны,
975,öffnen::V,усьтыны,digeriñ
976,schließen::V,пытсаны,serriñ
977,stellen::V,пуктыны,lakaat
978,setzen::V,пуктыны,lakaat
979,legen::V,поныны,lakaat
980,berühren::V,исаны,touch
981,verbinden::V,герӟаны,eren
982,bedecken::V,пытсаны,goloiñ
983,aufhängen::V,ошыны,istribilhañ
984,anzünden::V,ӝуатыны,alumiñ
985,anzünden::V,ӝуатыны,c'hwezzañ
986,aufheben::V,ӝутыны,dastum
987,zurücklassen::V,кельтыны,lezel
988,verlieren::V,ыштыны,koll
989,fallen lassen::V,уськытыны,laoskel
990,fallen lassen::V,уськытыны,lezel da gouezhel
991,machen::V,лэсьтыны,ober
992,herstellen::V,лэсьтыны,fardañ
993,bauen::V,пуктыны,sevel
994,reparieren::V,тупатыны,adaozañ
995,verbessern::V,умоятыны,gwellaat
996,ändern::V,воштыны,cheñch
997,graben::V,копаны,kleuzañ
998,beugen::V,губыртыны,plegañ
999,biegen::V,куасаны,krommañ
1000,drehen::V,бергатыны,treiñ
1001,wenden::V,берыктыны,treiñ
1002,umdrehen::V,берыктыны,treiñ
1003,heben::V,ӝутыны,sevel
1004,hochheben::V,ӝутъяны,sevel
1005,ergreifen::V,кутыны,kemer
1006,ergreifen::V,кырмыны,kemer
1007,halten::V,возьыны,dalc'hen
1008,drücken::V,зӥбыны,bountañ
1009,drücken::V,пачкатыны,bountañ
1010,schieben::V,донганы,poulzañ
1011,kratzen::V,вуштыны,skrabat
1012,lecken::V,нюлыны,lipat
1013,beißen::V,куртчыны,kregiñ
1014,abreißen::V,ишкалтыны,diframmañ
1015,abschneiden::V,шорыны,troc'hañ
1016,abschneiden::V,вандыны,troc'hañ
1017,binden::V,керттыны,stagañ
1018,stecken::V,мертчытыны,sankañ
1019,brechen::V,тӥяны,darnaouiñ
1020,klopfen::V,йыганы,skoiñ
1021,klopfen::V,шарккетыны,skoiñ
1022,hauen::V,жугыны,dornañ
1023,hauen::V,тышканы,dornañ
1024,kleben::V,лякыны,pegañ
1025,reiben::V,зыраны,taravat
1026,reiben::V,зыраны,trekiñ
1027,reiben::V,вуштыны,taravat
1028,reiben::V,вуштыны,trekiñ
1029,streichen::V,зыраны,toazañ
1030,schleifen::V,шерыны,lemmañ
1031,schneiden::V,вандыны,troc'hañ
1032,rütteln::V,зуркатыны,tordorosañ
1033,schütteln::V,куалекъятыны,hejañ
1034,schwenken::V,шонаны,
1035,schütten::V,лэзьыны,diskargañ
1036,füllen::V,тырмытыны,kargañ
1037,einwickeln::V,биньыны,gronnañ
1038,tragen::V,нуыны,dougen
1039,schleppen::V,кыскыны,stlejal
1040,ziehen::V,кыскыны,sachañ
1041,aufbewahren::V,возьыны,miret
1042,werfen::V,куяны,teuler
1043,werfen::V,лэзяны,teuler
1044,fangen::V,кутыны,tapañ
1045,packen::V,кутыны,krapat
1046,packen::V,кырмыны,krapat
1047,verstecken::V,ватыны,kuzhat
1048,teilen::V,люкыны,rannañ
1049,schicken::V,ыстыны,kas
1050,bringen::V,вайыны,degas
1051,hinzufügen::V,ватсаны,lakat ouzhpenn
1052,bekommen::V,басьтыны,kaout
1053,erhalten::V,басьтыны,kaout
1054,nehmen::V,кутыны,kemer
1055,nehmen::V,басьтыны,kemer
1056,wählen::V,бырйыны,choaz
1057,auswählen::V,бырйыны,dibab
1058,bewahren::V,возьыны,mirout
1059,behindern::V,могӟытыны,diaezañ
1060,verderben::V,сӧрыны,lovrañ
1061,beschädigen::V,урод лэсьтыны,gwallegañ
1062,zerbrechen::V,сӧрыны,torriñ
1063,zerreißen::V,кесяны,diroegiñ
1064,zerstören::V,куашкатыны,distrujañ
1065,verbrennen::V,сутыны,deviñ
1066,geben::V,сётыны,reiñ
1067,reichen::V,сётыны,
1068,schenken::V,кузьманы,donezonañ
1069,versprechen::V,кыл сётыны,prometiñ
1070,wünschen::V,сӥзьыны,hetiñ
1071,loben::V,ушъяны,feurmiñ
1072,küssen::V,чупаны,pokat
1073,wiegen::V,веттаны,pouezañ
1074,wiegen::V,лэйкатыны,pouezañ
1075,zudecken::V,шобыртыны,goloiñ
1076,wecken::V,сайкатыны,dihuniñ
1077,zeigen::V,возьматыны,diskouez
1078,führen::V,нуыны,kas
1079,lehren::V,дышетыны,deskiñ
1080,unterrichten::V,дышетыны,kelenn
1081,aufziehen::V,будэтыны,
1082,leiten::V,кивалтыны,bleinañ
1083,antreiben::V,дыртытыны,poulzañ
1084,lassen::V,-ытыны,leuskel
1085,einladen::V,ӧтьыны,pediñ
1086,vereinigen::V,огазеяны,unisañ
1087,besuchen::V,адӟыськыны,gweladenniñ
1088,treffen::V,пумитаны,kejal
1089,treffen::V,пумитаны,ankontrañ
1090,sich versammeln::V,люкаськыны,bodennañ
1091,spielen::V,шудыны,c'hoari
1092,singen::V,кырӟаны,kanañ
1093,tanzen::V,эктыны,dañsal
1094,sich trennen::V,люкиськыны,dispartiañ
1095,verlassen::V,куштыны,lezel
1096,retten::V,утьыны,saveteiñ
1097,bewachen::V,возьманы,mesa
1098,schützen::V,утялтыны,diwall
1099,verteidigen::V,возьманы,difenn
1100,sich schlagen::V,жугиськыны,lopañ
1101,schießen::V,ыбылӥськны,
1102,siegen::V,вормыны,trec'hiñ
1103,ärgern::V,вожпоттыны,hegasiñ
1104,schlagen::V,жуккыны,skeiñ
1105,treten::V,лёганы,botaouiñ
1106,stechen::V,бышкалтыны,pikat
1107,stoßen::V,донгыны,stokañ
1108,stehlen::V,вораны,laerezh
1109,stehlen::V,лушканы,laerezh
1110,stören::V,люкетыны,direnkañ
1111,belästigen::V,акыльтыны,dregasiñ
1112,belästigen::V,вукылмыны,dregasiñ
1113,verbergen::V,ватыны,skoachañ
1114,täuschen::V,алданы,tromplañ
1115,betrügen::V,пӧяны,lorbañ
1116,töten::V,виыны,lazhañ
1117,wohnen::V,улыны,bezañ o chom
1118,arbeiten::V,ужаны,labourat
1119,sammeln::V,бичаны,dastum
1120,pflücken::V,ишкыны,kuntuilhañ
1121,jagen::V,пӧйшураны,chaseal
1122,fischen::V,чорыганы,pesketa
1123,fassen::V,кутыны,pakañ
1124,hüten::V,возьманы,geota
1125,treiben::V,улляны,
1126,anbinden::V,думыны,stagañ
1127,füttern::V,сюдыны,boueta
1128,melken::V,кыскыны,goro
1129,hacken::V,кораны,difrakal
1130,gießen::V,киськаны,dourañ
1131,reifen::V,вуыны,azviñ
1132,reifen::V,кисьманы,azviñ
1133,zubereiten::V,лесьтыны,keginañ
1134,kochen::V,пӧзьтыны,poazhañ
1135,backen::V,пыжыны,fritañ
1136,braten::V,пыжыны,rostañ
1137,umrühren::V,сураны,
1138,stricken::V,керттыны,stammañ
1139,nähen::V,вурыны,gwriat
1140,färben::V,буяны,livañ
1141,reinigen::V,сузяны,naetañ
1142,waschen::V,мисьтаськыны,gwalc'hiñ
1143,abwischen::V,ӵушылыны,torchañ
1144,spülen::V,гылъяны,disgwalc'hiñ
1145,fegen::V,ӵужыны,skubañ
1146,kehren::V,ӵужыны,skubañ
1147,baden::V,пыласькыны,kouronkañ
1148,sich waschen::V,пыласькыны,en em walc'hiñ
1149,ausziehen::V,кыльыны,
1150,anziehen::V,дӥсяны,
1151,sich anziehen::V,дӥсьяськыны,gwiskañ
1152,kämmen::V,сынаны,kribat
1153,schmücken::V,чеберъяны,kinklañ
1154,sagen::V,шуыны,larêt
1155,sagen::V,шуыны,lavaret
1156,sagen::V,вераны,larêt
1157,sagen::V,вераны,lavaret
1158,sprechen::V,вераськыны,komz
1159,reden::V,вераськыны,kaozeal
1160,sich unterhalten::V,вераськыны,balbotal
1161,fragen::V,юаны,goulenn
1162,bitten::V,курыны,goulenn
1163,erzählen::V,вераны,kontañ
1164,erzählen::V,мадьыны,kontañ
1165,mitteilen::V,ивортыны,kemenn
1166,nennen::V,шуыны,anviñ
1167,rufen::V,ӧтьыны,gelver
1168,prahlen::V,ушъяськыны,fougeal
1169,übersetzen::V,берыктыны,treiñ
1170,denken::V,малпаны,soñjal
1171,glauben::V,оскыны,krediñ
1172,bemerken::V,адӟыны,apresevañ
1173,erkennen::V,тодыны,anavout
1174,begreifen::V,валаны,meizañ
1175,verstehen::V,валаны,kompren
1176,lernen::V,дышетскыны,deskiñ
1177,wissen::V,тодыны,gouzout
1178,sich erinnern an::V,тодэ вайыны,kaout soñj e
1179,vergessen::V,вунэтыны,ankouaat
1180,messen::V,мертаны,muzuliañ
1181,zählen::V,лыдъяны,kontañ
1182,rechnen::V,лыдъяны,jedañ
1183,lesen::V,лыдӟыны,lenn
1184,malen::V,суреданы,livañ
1185,zeichnen::V,суреданы,tresañ
1186,schreiben::V,гожъяны,skrivañ
1187,besitzen::V,луыны,kaout
1188,kaufen::V,басьтыны,prenañ
1189,verkaufen::V,вузаны,gwerzhañ
1190,bezahlen::V,тырыны,paeañ
1191,zahlen::V,тырыны,paeañ
1192,beherrschen::V,кузёяськыны,mestroniañ
1193,ertragen::V,чиданы,anduriñ
