,Concept_ID,kl,ro
231,Dreck::N,minguk,noroi
232,Dreck::N,minguk,murdărie
233,Eisen::N,savimineq,fier
234,Eisen::N,saffiugassaq,fier
235,Gold::N,kuulti,aur
236,Silber::N,siilviuvoq,argint
237,Kohle::N,aamarsuit aamaruutissat,cărbune
238,Glas::N,igalaaq,sticlă
239,Glas::N,imertarfik,sticlă
240,Glas::N,igalaamineq,sticlă
241,Lehm::N,marraq,lut
242,Lehm::N,marraq,humă
243,Sand::N,sioqqat,nisip
244,Mensch::N,inuk,om
245,Mensch::N,inuk,persoană
246,Mensch::N,silamiu,om
247,Mensch::N,silamiu,persoană
248,Mann::N,angut,om
249,Mann::N,angut,bărbat
250,Frau::N,arnaq,femeie
251,Kind::N,meeraq,copil
252,Junge::N,nukappiaraq,băiat
253,Junge::N,nukappiaraq,flăcău
254,Mädchen::N,arnannguaq,fată
255,Familie::N,ilaqutakka,familie
256,Familie::N,ilaqutariit,familie
257,Großvater::N,aatak,bunic
258,Großvater::N,aatak,tată mare
259,Großmutter::N,aanaq,bunică
260,Großmutter::N,aanaq,mamă mare
261,Eltern::N,angajoqqaat,părinți
262,Vater::N,ataata,tată
263,Vater::N,ataata,părinte
264,Vater::N,ataataq,tată
265,Vater::N,ataataq,părinte
266,Mutter::N,anaana,mamă
267,Sohn::N,erneq,fiu
268,Sohn::N,erneq,fecior
269,Tochter::N,panik,fiică
270,Bruder::N,ani,frate
271,Bruder::N,aqqaluk,frate
272,Bruder::N,qatanngut,frate
273,Schwester::N,naja,soră
274,Schwester::N,aleqa,soră
275,Schwester::N,qatanngut,soră
276,Onkel::N,akkak,unchi
277,Tante::N,aja,mătușă
278,Tante::N,ajak,mătușă
279,Tante::N,atsak,mătușă
280,Ehemann::N,ui,soț
281,Ehemann::N,ui,bărbat
282,Ehefrau::N,nuliaq,soție
283,Freude::N,tipaatsussuseq,bucurie
284,Gelächter::N,illaq,râset
285,Glück::N,usornaat,fericire
286,Glück::N,usornarsuseq,fericire
287,Wunsch::N,kissaat,dorință
288,Wunsch::N,kissaat,deziderat
289,Lust::N,illigussuseq,poftă
290,Lust::N,illigussuseq,înclinare
291,Lust::N,piummaseq,poftă
292,Lust::N,piummaseq,înclinare
293,Geist::N,anerneq,duh
294,Geist::N,anerneq,minte
295,Geist::N,anerneq,suflet
296,Geist::N,toornaq,duh
297,Geist::N,toornaq,minte
298,Geist::N,toornaq,suflet
299,Gedanke::N,isumassaq,gând
300,Gedanke::N,isumassaq,cuget
301,Gedächtnis::N,eqqaamannissuseq,memorie
302,Verstand::N,isuma,minte
303,Verstand::N,isuma,intelect
304,Verstand::N,sianissut,minte
305,Verstand::N,sianissut,intelect
306,Verstand::N,misigissut,minte
307,Verstand::N,misigissut,intelect
308,Verstand::N,sianissuseq,minte
309,Verstand::N,sianissuseq,intelect
310,Verstand::N,silaqassuseq,minte
311,Verstand::N,silaqassuseq,intelect
312,Sinn::N,isuma,sens
313,Sinn::N,isuma,înțeles
314,Grund::N,patsit,cauză
315,Grund::N,patsit,pricină
316,Wahrheit::N,sallusuissut,adevăr
317,Märchen::N,oqalualaarut,basm
318,Märchen::N,oqalualaarut,poveste
319,Märchen::N,oqaluasaaq,basm
320,Märchen::N,oqaluasaaq,poveste
321,Erzählung::N,oqaluttuaq,poveste
322,Nachricht::N,oqaassut,veste
323,Nachricht::N,oqqersuut,veste
324,Neuigkeit::N,tusarnartaq,noutate
325,Neuigkeit::N,tusarnartaq,actualitate
326,Name::N,ateq,nume
327,Rätsel::N,nalorsitsaarut,ghicitoare
328,Rede::N,oqaluuseq,discurs
329,Sprache::N,oqaatsit,limbă
330,Sprache::N,oqaatsit,limbaj
331,Stimme::N,erinaq,glas
332,Stimme::N,qarluuseq,glas
333,Wort::N,oqaasii,cuvânt
334,Zeichen::N,nalunaaqqut,semn
335,Zeichen::N,nalunaaqqut,semnal
336,Ruf::N,qaaqqussut,chemare
337,Lärm::N,perpaluk,zgomot
338,Lärm::N,perpaluk,tărăboi
339,Laut::N,torsukattak,sunet
340,Ton::N,erinaq,ton
341,Lied::N,taalliaq,cântec
342,Lied::N,erinarsuut,cântec
343,Ruhe::N,qatsunganeq,odihnă
344,Ruhe::N,qatsunganeq,liniște
345,Leute::N,inuiak,lume
346,Leute::N,inuiak,oameni
347,Leute::N,inuiaqatigiit,lume
348,Leute::N,inuiaqatigiit,oameni
349,Volk::N,inuiaat,popor
350,Volk::N,inuiaat,națiune
351,Arbeit::N,suliaq,lucru
352,Gast::N,qaaqqusaq,musafir
353,Geschenk::N,pajugut,dar
354,Geschenk::N,pajugut,cadou
355,Hilfe::N,annertoqqut,ajutor
356,Freund::N,tiliaq,amic
357,Freund::N,tiliaq,prieten
358,Freund::N,ikinngut,amic
359,Freund::N,ikinngut,prieten
360,Kamerad::N,tiliaq,tovarăș
361,Kamerad::N,ikinngut,tovarăș
362,Art::N,ileqquuseq,fel
363,Art::N,ileqquuseq,specie
364,Stück::N,nakkaalaniku,bucată
365,Teil::N,tassiaasat,parte
366,Teil::N,tassiaasat,porție
367,Hälfte::N,affaq,jumătate
368,Kreis::N,kaajaluinneq or kaajaluitsoq,cerc
369,Kreuz::N,sanningasulik,cruce
370,Linie::N,tittaq,linie
371,Linie::N,titarneq,linie
372,Abstand::N,aku,distanță
373,Abstand::N,aku,depărtare
374,Abstand::N,ikiaq,distanță
375,Abstand::N,ikiaq,depărtare
376,Entfernung::N,asi,distanță
377,Entfernung::N,asi,depărtare
378,Gegend::N,nuna,regiune
379,Platz::N,ini,loc
380,Platz::N,inissaq,loc
381,Ort::N,sumiiffik,loc
382,Seite::N,saneraq,latură
383,Mitte::N,qiteq,centru
384,Sache::N,pigisaq,lucru
385,Sache::N,pigisaq,chestie
386,Rand::N,sini,bordură
387,Rand::N,akerfineq,bordură
388,Kante::N,akerfineq,muchie
389,Kante::N,akerfineq,bordură
390,Ecke::N,teqeqqoq,colț
391,Ecke::N,tikeqqoq,colț
392,Spitze::N,inngik,vârf
393,Spitze::N,inngik,creștet
394,Ende::N,isu,capăt
395,Loch::N,putu,gaură
396,Winkel::N,teqeqqorissaat,colț
397,Muster::N,ilisserut,desen
398,Größe::N,angissuseq,mărime
399,Länge::N,takissuseq,lungime
400,Gewicht::N,oqimaalutaq,greutate
401,Menge::N,amerlassuseq,cantitate
402,Haufen::N,eqimattat,grămadă
403,Reihe::N,allunaasaq,șir
404,Reihe::N,allunaasaq,rând
405,Boot::N,qajaq,barcă
406,Boot::N,qajaq,luntre
407,Boot::N,angallat,barcă
408,Boot::N,angallat,luntre
409,Boot::N,umiatsiaq,barcă
410,Boot::N,umiatsiaq,luntre
411,Ruder::N,iput,vâslă
412,Ruder::N,iput,lopată
413,Schlitten::N,qamutit,sanie
414,Schlitten::N,qimusseq,sanie
415,Ski::N,ataarut,schi
416,Last::N,nammagaq,povară
417,Last::N,nammagaq,sarcină
418,Schritt::N,allorneq,pas
419,Norden::N,avannaq,nord
420,Norden::N,avannaq,miazănoapte
421,Süden::N,qava,sud
422,Süden::N,qava,miazăzi
423,Süden::N,kujat,sud
424,Süden::N,kujat,miazăzi
425,Süden::N,kujataa,sud
426,Süden::N,kujataa,miazăzi
427,Westen::N,kitaa,apus
428,Osten::N,kangi,est
429,Osten::N,kangi,răsărit
430,Holz::N,qisuk,lemn
431,Brett::N,salliligaq,scândură
432,Platte::N,qaateq,placă
433,Stütze::N,ajagutaq,proptea
434,Stütze::N,ajaagutaq,proptea
435,Stange::N,kaaviffik,bară
436,Stange::N,kaaviffik,prăjină
437,Stock::N,ajaappissat,băț
438,Stock::N,ajaappissat,baston
439,Stab::N,ajaappissat,baston
440,Stab::N,ajaappissat,prăjină
441,Rohr::N,sullulik,tub
442,Rohr::N,sullulik,țeavă
443,Haus::N,illu,casă
444,Ofen::N,kissarsuut,sobă
445,Fußboden::N,nateq,podea
446,Fußboden::N,nateq,dușumea
447,Tisch::N,allattarfik,masă
448,Stuhl::N,issiavik,scaun
449,Stuhl::N,issiaffik,scaun
450,Wiege::N,uaasoq,leagăn
451,Bett::N,nallavik,pat
452,Regal::N,ilisivik,rafturi
453,Kiste::N,sakissat,ladă
454,Kiste::N,sakissat,cutie
455,Kiste::N,illerfiusaq,ladă
456,Kiste::N,illerfiusaq,cutie
457,Fenster::N,aki,fereastră
458,Fenster::N,igalaaq,fereastră
459,Tür::N,matu,ușă
460,Tor::N,isaaffik,poartă
461,Zaun::N,saputit,gard
462,Dach::N,qaliaq,acoperiș
463,Leiter::N,tummeqqat,scară
464,Leiter::N,majuartarfiit,scară
465,Besen::N,saligutit,mătură
466,Spaten::N,nivaataq,cazma
467,Spaten::N,nivaataq,hârleț
468,Schaufel::N,nivaataq,lopată
469,Gabel::N,qilluaq,furculiță
470,Gabel::N,ajassaatit,furculiță
471,Löffel::N,alussaat,lingură
472,Messer::N,savik,cuțit
473,Nagel::N,kukik,cui
474,Netz::N,anguffaseq,plasă
475,Haken::N,nissik,cârlig
476,Haken::N,qarsorsaq,cârlig
477,Haken::N,qarsorsartoq,cârlig
478,Griff::N,ipi,mâner
479,Schloss::N,illussaarsuaq,lacăt
480,Bild::N,assiliaq,tablou
481,Bild::N,assiliaq,imagine
482,Figur::N,kisitsit,chip
483,Figur::N,kisitsit,figură
484,Puppe::N,inuusaq,păpușă
485,Bündel::N,qilertaq,mănunchi
486,Tasche::N,pooqattaq,geantă
487,Deckel::N,matu,capac
488,Geschirr::N,anut,vase
489,Geschirr::N,anut,tacâmuri
490,Tasse::N,tiitorfik,ceașcă
491,Tasse::N,tiitorfiup ilorlia,ceașcă
492,Topf::N,qoqqoq,oală
493,Kessel::N,uunnaavik,cazan
494,Kessel::N,uunnaavik,căldare
495,Essen::N,igaaq,mâncare
496,Nahrung::N,neqissaq,hrană
497,Nahrung::N,neqissaq,aliment
498,Speise::N,nerisassat,bucate
499,Speise::N,nerisassat,fel de bucate
500,Fleisch::N,neqi,carne
501,Getreide::N,maannineq,cereale
502,Brot::N,iffit,pâine
503,Brot::N,iffiaq,pâine
504,Scheibe::N,igalaassiaq,felie
505,Scheibe::N,igalaassiaq,bucată
506,Fett::N,tarnutissaq,untură
507,Fett::N,tarnutissaq,grăsime
508,Fett::N,tarnutissiaq,untură
509,Fett::N,tarnutissiaq,grăsime
510,Butter::N,punneq,unt
511,Öl::N,uulia,ulei
512,Salz::N,taratsut,sare
513,Suppe::N,qajoq,supă
514,Suppe::N,qajoq,ciorbă
515,Honig::N,tungusunnitsuut,miere
516,Milch::N,immuk,lapte
517,Tee::N,tii,ceai
518,Tee::N,teeq,ceai
519,Wolle::N,nuersagassiaq,lână
520,Stoff::N,milliaq,stofă
521,Stoff::N,qarlissiaq,stofă
522,Nadel::N,meqqut,ac
523,Faden::N,ujalussiaq,ață
524,Knopf::N,attat,buton
525,Knoten::N,akeroq,nod
526,Knoten::N,qilerneq,nod
527,Farbe::N,qalipaat,vopsea
528,Kleidung::N,atisat,haine
529,Kleidung::N,atisat,îmbrăcăminte
530,Kleidung::N,annoraaq,haine
531,Kleidung::N,annoraaq,îmbrăcăminte
532,Hemd::N,ilupaaq,cămașă
533,Kragen::N,qungasiinnaq,guler
534,Ärmel::N,aaq,mânecă
535,Hose::N,qarliit,pantaloni
536,Gürtel::N,qiterut,cordon
537,Gürtel::N,unngersaq,cordon
538,Mütze::N,nasaq,șapcă
539,Schuh::N,skuu,gheată
540,Schuh::N,ikernuk,gheată
541,Schuh::N,ateraasaq,gheată
542,Stiefel::N,kamik,cizmă
543,Ring::N,assammiu,inel
544,Ring::N,assammiu,verigă
545,Band::N,qilerutissiaq,panglică
546,Band::N,qilerutissiaq,șiret
547,Kamm::N,illaagutit,pieptene
548,Kamm::N,illaajaatit pl.,pieptene
549,Spiegel::N,tarrarsuut,oglindă
550,Riemen::N,allunaaq,curea
551,Schnur::N,kujaaq,funie
552,Schnur::N,kujaaq,sfoară
553,Schnur::N,allunaasaq,funie
554,Schnur::N,allunaasaq,sfoară
555,Leine::N,aleq,lesă
556,Leine::N,aleq,curea
557,Decke::N,qipik,pătură
558,Kissen::N,akit,pernă
559,Tuch::N,qarlissiaq,batic
560,Handtuch::N,allarut,prosop
561,Handtuch::N,allarut,ștergar
562,Handtuch::N,allarterut,prosop
563,Handtuch::N,allarterut,ștergar
564,Kraft::N,pissak,forță
565,Kraft::N,pissak,putere
566,Stärke::N,qerattarsaat,tărie
567,Stärke::N,qerattarsaat,vigoare
568,Gesundheit::N,peqqisusseq,sănătate
569,Krankheit::N,nappaat,boală
570,Krankheit::N,nappaat,maladie
571,Schmerz::N,anniaat,durere
572,Wunde::N,iki,rană
573,Fieber::N,nappaat qanimanartoq,febră
574,Arznei::N,imigassaq,leac
575,Arznei::N,imigassaq,medicament
576,Brücke::N,ikaartarfik,pod
577,Brücke::N,ikaartarfik,punte
578,Brunnen::N,tissaluttuliaq,puț
579,Weide::N,masarsuk,izlaz
580,Weide::N,masarsuk,pășune
581,Pfad::N,aqqut,cărare
582,Weg::N,aggerfik,drum
583,Straße::N,aqqusineq,cale
584,Straße::N,aqqusineq,stradă
585,Dorf::N,nunaqarfik,sat
586,Stadt::N,illorpaat,oraș
587,Stadt::N,illorpalik,oraș
588,Brief::N,allagarsiaq,scrisoare
589,Buch::N,atuakkat,carte
590,Buch::N,mappersagaq,carte
591,Buchstabe::N,naqinneq,literă
592,Buchstabe::N,naqinneq,caracter
593,Zeitung::N,aviisi,ziar
594,Zeitung::N,aviisi,gazetă
595,Leben::N,inuussuseq,viață
596,Tod::N,toqu,moarte
597,Tod::N,toquneq,moarte
598,Grab::N,iliveq,groapă
599,Grab::N,iliveq,mormânt
600,Grab::N,illissat,groapă
601,Grab::N,illissat,mormânt
602,Kirche::N,oqaluffik,biserică
603,Sünde::N,ajorti,păcat
604,Arbeiter::N,sulisoq,muncitor
605,Chef::N,ittoqut,șef
606,Meister::N,naalagaq,meșter
607,Meister::N,naalagaq,maestru
608,Arzt::N,katsorsaasoq,medic
609,Arzt::N,katsorsaasoq,doctor
610,Lehrer::N,ilinniartitsisoq,profesor
611,Lehrer::N,ilinniartitsisoq,învățător
612,Geld::N,aningaasat,bani
613,Geld::N,aningaasat,parale
614,Geschäft::N,niuertarfik,treabă
615,Geschäft::N,niuertarfik,afacere
616,Laden::N,niuertarfik,magazin
617,Laden::N,niuertarfik,prăvălie
618,Preis::N,aki,preț
619,Ware::N,qaliata pii,marfă
620,Ware::N,nioqqutissaq,marfă
621,Nutzen::N,iluaqut,folos
622,Nutzen::N,iluaqut,profit
623,Welt::N,nunarsuaq,lume
624,Land::N,nuna,țară
625,König::N,kunngi,rege
626,Macht::N,pissaassuseq,putere
627,Macht::N,pissaassuseq,putință
628,Grenze::N,killik,hotar
629,Grenze::N,killik,graniță
630,Grenze::N,killik,frontieră
631,Krieg::N,sorsunneq,război
632,Feind::N,akeraq,dușman
633,Feind::N,akerartorti,dușman
634,Feind::N,qinngarsuisoq,dușman
635,Kampf::N,sorsunneq,luptă
636,Pfeil::N,qalugiusaq,săgeată
637,Gewehr::N,aallaat,armă
638,Gewehr::N,aallaat,pușcă
639,Fehler::N,kukkuneq,eroare
640,Fehler::N,kukkuneq,greșeală
641,Fehler::N,paarlaappaa,eroare
642,Fehler::N,paarlaappaa,greșeală
643,Unglück::N,perluut,nenorocire
644,Schuld::N,akiitsugaq,vină
645,Schuld::N,akiligassaq,vină
646,Alter::N,utoqqaq,etate
647,Alter::N,utoqqaq,vârstă
648,Schluss::N,isu,sfârșit
649,Zeit::N,ulloq,timp
650,Zeit::N,ulloq,vreme
651,Zeit::N,akuttoqatigiinneq,timp
652,Zeit::N,akuttoqatigiinneq,vreme
653,Tag::N,ulloq,zi
654,Morgen::N,ullaaq,dimineață
655,Mittag::N,ulloqeqqa,prânz
656,Mittag::N,ulloqeqqa,amiază
657,Abend::N,unnuk,seară
658,Nacht::N,unnuaq,noapte
659,Woche::N,sapaatip akunnera,săptămână
660,Monat::N,qaammat,lună
661,Jahr::N,ukioq,an
662,Frühling::N,upernaaq,primăvară
663,Sommer::N,aasaq,vară
664,Herbst::N,ukiaq,toamnă
665,Winter::N,ukioq,iarnă
666,Januar::N,siulleeq,ianuarie
667,Januar::N,qaammaliaq,ianuarie
668,Februar::N,aarlaat,februarie
669,März::N,marsi,martie
670,März::N,martsi,martie
671,Mai::N,maaji,mai
672,Juni::N,juuni,iunie
673,Juli::N,juuli,iulie
674,August::N,aggusti,august
675,September::N,septembari,septembrie
676,Oktober::N,oktobari,octombrie
677,November::N,novembari,noiembrie
678,Dezember::N,detsembari,decembrie
679,Montag::N,ataasinngortoq,luni
680,Dienstag::N,marlunngorneq,marți
681,Mittwoch::N,pingasunngorneq,miercuri
682,Donnerstag::N,sisamanngorneq,joi
683,Freitag::N,tallimanngorneq,vineri
684,Samstag::N,arfininngorneq,sâmbătă
685,Sonntag::N,sapaat,duminică
686,Sonntag::N,sapaati,duminică
687,groß::A,angivoq,mare
688,klein::A,mikivoq,mic
689,lang::A,takisooq,lung
690,kurz::A,naatsoq,scurt
691,breit::A,silippoq,lat
692,breit::A,silippoq,larg
693,schmal::A,amitsoq,strâmt
694,dicht::A,torsusooq,des
695,dick[Gegenstand]::A,issuvoq,gros
696,dick[Gegenstand]::A,issusooq,gros
697,dünn::A,amitsoq,subțire
698,fein::A,mamarpoq,fin
699,fein::A,mamarpoq,subțire
700,fest::A,tangeqarpoq,tare
701,fest::A,tangeqarpoq,solid
702,flach::A,nalimmappoq,șes
703,flach::A,nalimmappoq,plan
704,glatt::A,quasak,lins
705,hart::A,mattusooq,dur
706,hart::A,manngerpoq,dur
707,hart::A,titeqquluppoq,dur
708,weich::A,nerumaarpoq,moale
709,rund::A,ammallorippoq,rotund
710,rund::A,ammallorippoq,circular
711,spitz::A,qummukujooq,ascuțit
712,scharf::A,ipippoq,tăios
713,scharf::A,ipippoq,ascuțit
714,stumpf::A,anngerpoq,tocit
715,schwer::A,oqimaappoq,greu
716,schön::A,kusanarpoq,frumos
717,heiß::A,kiappoq,cald
718,heiß::A,kiappoq,fierbinte
719,warm::A,oqorpoq,cald
720,warm::A,oqorpoq,fierbinte
721,kalt::A,issippoq,rece
722,kühl::A,pueqqortippoq,rece
723,kühl::A,pueqqortippoq,răcoros
724,feucht::A,isugutavoq,umed
725,feucht::A,isugutavoq,jilav
726,feucht::A,qaasernarpoq,umed
727,feucht::A,qaasernarpoq,jilav
728,nass::A,imerorpoq,ud
729,trocken::A,panerpoq,sec
730,trocken::A,panerpoq,uscat
731,voll::A,ulikkaarpoq,plin
732,leer::A,imaattuarpoq,gol
733,offen::A,ammavoq,deschis
734,geschlossen::A,matuvoq,închis
735,sauber::A,eqqippoq,curat
736,sauber::A,sukuluippoq,curat
737,sauber::A,ipeqanngilaq,curat
738,schmutzig::A,tapappoq,murdar
739,schmutzig::A,minguppoq,murdar
740,roh::A,aapavoq,crud
741,reif::A,qaarulerpoq,copt
742,süß::A,tungusunnippoq,dulce
743,bitter::A,qasilippoq,amar
744,hell::A,qaamavoq,clar
745,hell::A,qaamavoq,luminos
746,dunkel::A,qernerpoq,obscur
747,dunkel::A,qernerpoq,întunecos
748,schwarz::A,qernerpoq,negru
749,weiß::A,qaqorpoq,alb
750,rot::A,aappaluppoq,roșu
751,gelb::A,sungaarpoq,galben
752,blau::A,tungujorpoq,albastru
