,Concept_ID,zh,el
283,Hilfe::N,帮助,βοήθεια
284,Freund::N,朋友,φίλος
285,Kamerad::N,同志,σύντροφος
286,Angelegenheit::N,事情,υπόθεση
287,Anzahl::N,数目,αριθμός
288,Art::N,种类,είδος
289,Stück::N,块,κομμάτι
290,Teil::N,部分,μέρος
291,Hälfte::N,一半,μισό
292,Kreis::N,圆,κύκλος
293,Kreuz::N,十字架,σταυρός
294,Linie::N,线条,γραμμή
295,Strich::N,划,γραμμή
296,Abstand::N,距离,απόσταση
297,Entfernung::N,距离,απόσταση
298,Gegend::N,地区,περιοχή
299,Gegend::N,地区,τοποθεσία
300,Platz::N,场所,χώρος
301,Ort::N,地点,τόπος
302,Seite::N,面,πλευρά
303,Mitte::N,中间,μέση
304,Gegenstand::N,物品,αντικείμενο
305,Sache::N,物,πράγμα
306,Rand::N,边,άκρη
307,Rand::N,边,χείλος
308,Kante::N,棱,άκρη
309,Ecke::N,角,γωνιά
310,Spitze::N,尖,μύτη
311,Ende::N,结尾,άκρη
312,Loch::N,洞,τρύπα
313,Winkel::N,角度,γωνία
314,Muster::N,模型,σχέδιο
315,Größe::N,大小,μέγεθος
316,Länge::N,长度,μήκος
317,Höhe::N,高度,ύψος
318,Gewicht::N,重量,βάρος
319,Menge::N,数量,ποσότητα
320,Haufen::N,堆,σωρός
321,Reihe::N,行,αράδα
322,Boot::N,小船,βάρκα
323,Ruder::N,奖,κουπί
324,Schlitten::N,雪橇,έλκηθρο
325,Ski::N,雪板,σκι
326,Lagerfeuer::N,营火,φωτιά
327,Last::N,负担,φορτίο
328,Gang::N,行走,δρόμος
329,Schritt::N,步伐,βήμα
330,Norden::N,北,βορράς
331,Süden::N,南,νότος
332,Westen::N,西,δύση
333,Osten::N,东,ανατολή
334,Holz::N,木材,ξύλο
335,Brett::N,木板,σανίδι
336,Platte::N,平板,πλάκα
337,Stütze::N,支架,στήριγμα
338,Stange::N,杆,ραβδί
339,Stange::N,杆,κοντός
340,Stock::N,棒,ξύλο
341,Stock::N,棒,μπαστούνι
342,Stab::N,棍,ραβδί
343,Rohr::N,管子,σωλήνας
344,Haus::N,房屋,σπίτι
345,Heim::N,家,σπίτι
346,Ofen::N,炉子,σόμπα
347,Ofen::N,炉子,θερμάστρα
348,Fußboden::N,地板,πάτωμα
349,Tisch::N,桌子,τραπέζι
350,Stuhl::N,椅子,καρέκλα
351,Wiege::N,摇蓝,κούνια
352,Bett::N,床,κρεβάτι
353,Regal::N,架子,ράφι
354,Kiste::N,箱子,κιβώτιο
355,Fenster::N,窗户,παράθυρο
356,Tür::N,门,πόρτα
357,Tor::N,大门,πύλη
358,Zaun::N,篱笆,φράχτης
359,Dach::N,屋顶,στέγη
360,Leiter::N,梯子,σκάλα
361,Leiter::N,梯子,κλίμακα
362,Besen::N,扫帚,σκούπα
363,Spaten::N,铁锹,φτυάρι
364,Schaufel::N,铁锹,φτυάρι
365,Gabel::N,叉,πιρούνι
366,Löffel::N,食匙,κουτάλι
367,Messer::N,刀,μαχαίρι
368,Nagel::N,钉子,καρφί
369,Netz::N,网,δίχτυ
370,Haken::N,钩子,γάντζος
371,Haken::N,钩子,αγκίστρι
372,Griff::N,把柄,λαβή
373,Schloss::N,锁,κλειδαριά
374,Bild::N,图画,εικόνα
375,Figur::N,人像,ανάστημα
376,Puppe::N,娃娃,κούκλα
377,Beutel::N,袋子,πουγγί
378,Bündel::N,捆,δεμάτι
379,Tasche::N,手提包,τσάντα
380,Eimer::N,桶,κουβάς
381,Deckel::N,盖子,καπάκι
382,Geschirr::N,餐具,σκεύη
383,Sack::N,袋子,σάκος
384,Tasse::N,杯子,φλιτζάνι
385,Topf::N,锅,χύτρα
386,Kessel::N,水壶,καζάνι
387,Essen::N,进餐,φαγητό
388,Nahrung::N,食物,τροφή
389,Speise::N,菜肴,φαγητό
390,Fleisch::N,肉,κρέας
391,Getreide::N,谷物,σιτάρι
392,Brei::N,粥,χυλός
393,Brot::N,面包,ψωμί
394,Brot::N,面包,άρτος
395,Scheibe::N,片,φέτα
396,Fett::N,脂肪,πάχος
397,Butter::N,黄油,βούτυρο
398,Öl::N,油,λάδι
399,Salz::N,盐,αλάτι
400,Suppe::N,汤,σούπα
401,Honig::N,蜂蜜,μέλι
402,Milch::N,奶,γάλα
403,Tee::N,茶,τσάι
404,Leder::N,皮革,πετσί
405,Wolle::N,毛线,μαλλί
406,Stoff::N,织物,ύφασμα
407,Nadel::N,针,βελόνα
408,Faden::N,线,κλωστή
409,Knopf::N,纽扣,κουμπί
410,Knoten::N,结,κόμπος
411,Farbe::N,颜色,μπογιά
412,Kleidung::N,衣服,ρούχα
413,Kleidung::N,衣服,ενδυμασία
414,Hemd::N,衬衫,πουκάμισο
415,Kragen::N,领子,κολάρο
416,Ärmel::N,袖子,μανίκι
417,Hose::N,裤子,πανταλόνι
418,Gürtel::N,腰带,ζώνη
419,Mütze::N,帽子,σκούφος
420,Schuh::N,鞋,παπούτσι
421,Stiefel::N,靴子,μπότα
422,Ring::N,戒指,δαχτυλίδι
423,Band::N,带子,κορδέλα
424,Kamm::N,梳子,χτένα
425,Spiegel::N,镜子,καθρέφτης
426,Riemen::N,皮带,λουρί
427,Schnur::N,绳子,κορδόνι
428,Leine::N,皮带,σχοινί
429,Decke::N,被子,κουβέρτα
430,Kissen::N,软垫,μαξιλάρι
431,Tuch::N,巾,πανί
432,Tuch::N,巾,μαντήλι
433,Handtuch::N,手巾,πετσέτα
434,Kraft::N,力,δύναμη
435,Stärke::N,力量,ισχύς
436,Stärke::N,力量,δύναμη
437,Gesundheit::N,健康,υγεία
438,Krankheit::N,病,αρρώστια
439,Schmerz::N,痛,πόνος
440,Wunde::N,伤口,πληγή
441,Fieber::N,发烧,πυρετός
442,Arznei::N,药,φάρμακο
443,Brücke::N,桥,γέφυρα
444,Brunnen::N,井,πηγάδι
445,Weide::N,牧场,βοσκή
446,Pfad::N,小路,μονοπάτι
447,Weg::N,路,δρόμος
448,Straße::N,街,οδός
449,Straße::N,街,δρόμος
450,Dorf::N,村庄,χωριό
451,Stadt::N,城市,πόλη
452,Brief::N,信,γράμμα
453,Brief::N,信,επιστολή
454,Buch::N,书,βιβλίο
455,Buchstabe::N,字母,γράμμα
456,Zeitung::N,报纸,εφημερίδα
457,Leben::N,生命,ζωή
458,Leben::N,生命,βίος
459,Tod::N,死亡,θάνατος
460,Grab::N,坟墓,τάφος
461,Kirche::N,教堂,εκκλησία
462,Sünde::N,罪,αμαρτία
463,Gott::N,上帝,θεός
464,Arbeiter::N,工人,εργάτης
465,Chef::N,上司,προϊστάμενος
466,Meister::N,师傅,μάστορας
467,Meister::N,师傅,αρχιτεχνίτης
468,Arzt::N,医生,γιατρός
469,Lehrer::N,教师,δάσκαλος
470,Geld::N,钱,λεφτά
471,Geld::N,钱,χρήματα
472,Geschäft::N,交易,συναλλαγή
473,Laden::N,商店,μαγαζί
474,Laden::N,商店,κατάστημα
475,Preis::N,价格,τιμή
476,Ware::N,商品,εμπόρευμα
477,Nutzen::N,好处,όφελος
478,Reichtum::N,财富,πλούτος
479,Welt::N,世界,κόσμος
480,Land::N,国家,χώρα
481,Staat::N,国家,κράτος
482,Staat::N,国家,πολιτεία
483,König::N,国王,βασιλιάς
484,Macht::N,权力,εξουσία
485,Grenze::N,边界,σύνορα
486,Krieg::N,战争,πόλεμος
487,Feind::N,敌人,εχθρός
488,Gewalt::N,暴力,βία
489,Kampf::N,战斗,αγώνας
490,Bogen[Waffe]::N,弓,τόξο
491,Pfeil::N,箭,σαΐτα
492,Gewehr::N,枪,τουφέκι
493,Fehler::N,错误,λάθος
494,Fehler::N,错误,σφάλμα
495,Lüge::N,谎话,ψέμα
496,Lüge::N,谎话,ψεύδος
497,Schaden::N,损失,ζημία
498,Unglück::N,不幸,δυστυχία
499,Schuld::N,过错,ενοχή
500,Schuld::N,过错,φταίξιμο
501,Alter::N,年龄,ηλικία
502,Schluss::N,结束,τέλος
503,Zeit::N,时间,χρόνος
504,Tag::N,天,μέρα
505,Tag::N,天,ημέρα
506,Morgen::N,早晨,πρωί
507,Mittag::N,中午,μεσημέρι
508,Abend::N,晚上,βράδυ
509,Nacht::N,夜,νύχτα
510,Woche::N,星期,εβδομάδα
511,Monat::N,月,μήνας
512,Jahr::N,年,έτος
513,Jahr::N,年,χρόνος
514,Frühling::N,春天,άνοιξη
515,Sommer::N,夏天,καλοκαίρι
516,Herbst::N,秋天,φθινόπωρο
517,Winter::N,冬天,χειμώνας
518,Januar::N,一月,Ιανουάριος
519,Februar::N,二月,Φεβρουάριος
520,März::N,三月,Μάρτιος
521,April::N,四月,Απρίλιος
522,Mai::N,五月,Μάιος
523,Juni::N,六月,Ιούνιος
524,Juli::N,七月,Ιούλιος
525,August::N,八月,Αύγουστος
526,September::N,九月,Σεπτέμβριος
527,Oktober::N,十月,Οκτώβριος
528,November::N,十一月,Νοέμβριος
529,Dezember::N,十二月,Δεκέμβριος
530,Montag::N,星期一,Δευτέρα
531,Dienstag::N,星期二,Τρίτη
532,Mittwoch::N,星期三,Τετάρτη
533,Donnerstag::N,星期四,Πέμπτη
534,Freitag::N,星期五,Παρασκευή
535,Samstag::N,星期六,Σάββατο
536,Sonntag::N,星期日,Κυριακή
537,groß::A,大,μεγάλος
538,klein::A,小,μικρός
539,lang::A,长,μακρύς
540,kurz::A,短,κοντός
541,breit::A,宽,φαρδύς
542,schmal::A,细长的,στενός
543,dicht::A,密,πυκνός
544,dick[Gegenstand]::A,厚,παχύς
545,dick[Gegenstand]::A,厚,χοντρός
546,dünn::A,薄,ψιλός
547,dünn::A,薄,λεπτός
548,fein::A,细小,ψιλός
549,fest::A,固体,στερεός
550,flach::A,平坦,επίπεδος
551,glatt::A,光滑,λείος
552,glatt::A,光滑,ομαλός
553,hart::A,硬,σκληρός
554,weich::A,软,μαλακός
555,rund::A,圆,στρογγυλός
556,spitz::A,尖,μυτερός
557,scharf::A,锋利,κοφτερός
558,stumpf::A,钝,αμβλύς
559,schwer::A,重,βαρύς
560,schön::A,美丽,ωραίος
561,schön::A,美丽,όμορφος
562,heiß::A,烫,ζεστός
563,warm::A,暖和,θερμός
564,kalt::A,冷,κρύος
565,kalt::A,冷,ψυχρός
566,kühl::A,凉,δροσερός
567,frisch::A,新鲜,νωπός
568,frisch::A,新鲜,φρέσκος
569,feucht::A,潮湿,υγρός
570,nass::A,湿,βρεγμένος
571,trocken::A,干,ξηρός
572,trocken::A,干,στεγνός
573,voll::A,满,γεμάτος
574,leer::A,空,άδειος
575,offen::A,敞开,ανοιχτός
576,geschlossen::A,关闭,κλειστός
577,sauber::A,干净,καθαρός
578,schmutzig::A,肮脏,βρώμικος
579,schmutzig::A,肮脏,λερωμένος
580,roh::A,生,ωμός
581,reif::A,成熟,ώριμος
582,lecker::A,好吃,νόστιμος
583,süß::A,甜,γλυκός
584,bitter::A,苦,πικρός
585,sauer::A,酸,ξινός
586,hell::A,亮,φωτεινός
587,dunkel::A,阴暗,σκοτεινός
588,schwarz::A,黑,μαύρος
589,schwarz::A,黑,μελανός
590,weiß::A,白,άσπρος
591,rot::A,红,κόκκινος
592,gelb::A,黄,κίτρινος
593,blau::A,蓝,μπλε
594,blau::A,蓝,γαλανός
595,grün::A,绿,πράσινος
596,grau::A,灰色,γκρίζος
597,bunt::A,五彩,ποικιλόχρωπος
598,billig::A,便宜,φτηνός
599,teuer::A,贵,ακριβός
600,wertvoll::A,贵重,πολύτιμος
601,blind::A,瞎,τυφλός
602,taub::A,聋,κουφός
603,kräftig::A,强壮,δυνατός
604,stark::A,强壮,γερός
605,schwach::A,弱,αδύνατος
606,fett::A,胖,παχύς
607,schlank::A,苗条,λεπτός
608,schlank::A,苗条,λυγερός
609,hübsch::A,漂亮,όμορφος
610,hübsch::A,漂亮,χαριτωμένος
611,böse::A,邪恶,κακός
612,dumm::A,笨,κουτός
613,dumm::A,笨,ανόητος
614,faul::A,懒惰,τεμπέλης
615,fleißig::A,勤奋,εργατικός
616,geizig::A,吝啬,τσιγγούνης
617,klug::A,聪明,έξυπνος
618,geschickt::A,灵巧,επιδέξιος
619,lieb::A,可爱,φίλος
620,lieb::A,可爱,αγαπητός
621,lustig::A,快乐,εύθυμος
622,lustig::A,快乐,χαρούμενος
623,sanft::A,柔和,ήπιος
624,hungrig::A,饥饿,πεινασμένος
625,krank::A,患病,άρρωστος
626,nackt::A,裸体,γυμνός
627,traurig::A,悲哀,λυπημένος
628,lebendig::A,活,ζωντανός
629,gut::A,好,καλός
630,schlecht::A,坏,κακός
631,richtig::A,正确,σωστός
632,schlimm::A,糟糕,άσχημος
633,wahr::A,真,αληθής
634,wahr::A,真,αληθινός
635,alt::A,旧,παλιός
636,neu::A,新,νέος
637,neu::A,新,καινούργιος
638,ehemalig::A,以前,παλιός
639,alt[Lebewesen]::A,老,γέρος
640,jung::A,年轻,νέος
641,arm::A,贫穷,φτωχός
642,reich::A,富裕,πλούσιος
643,bekannt::A,出名,γνωστός
644,berühmt::A,著名,περίφημος
645,berühmt::A,著名,ξακουσμένος
646,fremd::A,陌生,ξένος
647,verschieden::A,不同,διαφορετικός
648,nah::A,近,κοντινός
649,fern::A,遥远,μακριά
650,linker::A,左,αριστερός
651,rechter::A,右,δεξιός
652,anderer::A,别的,άλλος
653,erster::A,第一,πρώτος
654,zweiter::A,第二,δεύτερος
655,dritter::A,第三,τρίτος
656,letzter::A,最后,τελευταίος
657,allein::ADV,单独,μόνος
658,auf einmal::ADV,同时,εφάπαξ
659,zusammen::ADV,一起,μαζί
660,lange::ADV,许久,πολύν καιρό
661,plötzlich::ADV,忽然,έξαφνα
662,sofort::ADV,立刻,αμέσως
663,später::ADV,以后,αργότερα
664,jetzt::ADV,现在,τώρα
665,heute::ADV,今天,σήμερα
666,morgen::ADV,明天,αύριο
667,bald::ADV,即将,σε λίγο
668,bald::ADV,即将,εντός ολίγου
669,dann::ADV,然后,ύστερα
670,gestern::ADV,昨天,χτες
671,einst::ADV,曾经,ποτέ
672,einst::ADV,曾经,άλλοτε
673,damals::ADV,当时,τότε
674,danach::ADV,随后,μετά
675,danach::ADV,随后,ύστερα
676,vorher::ADV,事先,πριν
677,vorher::ADV,事先,προηγουμένως
678,zuerst::ADV,首先,πρώτα
679,einmal::ADV,一次,μία φορά
680,manchmal::ADV,有时,κάποτε
681,oft::ADV,时常,συχνά
682,oft::ADV,时常,πολλές φορές
683,immer::ADV,总是,πάντα
684,immer::ADV,总是,πάντοτε
685,niemals::ADV,从未,ποτέ
686,hier::ADV,这里,εδώ
687,hierhin::ADV,到这里,εδώ
688,von hier::ADV,由此,από δω
689,dort::ADV,那里,εκεί
690,dorthin::ADV,到那里,προς τα κει
691,geradeaus::ADV,一直往前,κατευθείαν
692,vorwärts::ADV,向前,εμπρός
693,rückwärts::ADV,向后,πίσω
694,zurück::ADV,退后,πίσω
695,unten::ADV,下面,κάτω
696,hinab::ADV,向下,προς τα κάτω
697,oben::ADV,上面,πάνω
698,oben::ADV,上面,επάνω
699,hinauf::ADV,向上,προς τα πάνω
700,überall::ADV,到处,παντού
701,nicht::ADV,不,δεν
702,ein wenig::ADV,一点儿,λιγάκι
703,kaum::ADV,几乎不,μόλις
704,sehr::ADV,很,πολύ
705,so::ADV,如此,έτσι
706,noch::ADV,还,ακόμα
707,nur::ADV,只,μόνο
708,schon::ADV,已经,ήδη
709,schon::ADV,已经,κιόλας
710,wieder::ADV,又,ξανά
711,vor::PRP,在...面前,μπροστά σε
712,vor::PRP,在...面前,μπροστά από
713,hinter::PRP,在...背后,πίσω από 
714,unter::PRP,在...下面,υπό
715,unter::PRP,在...下面,κάτω από
716,durch::PRP,穿过,διά
717,durch::PRP,穿过,διά μέσου
718,neben::PRP,在...旁,δίπλα σε
719,zwischen::PRP,在...之间,μεταξύ
720,zwischen::PRP,在...之间,ανάμεσα σε
721,wegen::PRP,由于,για
722,wegen::PRP,由于,λόγω
723,dies::PRN,这,αυτό
724,das::PRN,那,το
725,alles::PRN,一切,όλα
726,ich::PRN,我,εγώ
727,du::PRN,你,σύ
728,du::PRN,你,εσύ
729,er::PRN,他,αυτός
730,wir::PRN,我们,εμείς
731,ihr::PRN,你们,εσείς
732,sie::PRN,她,αυτοί
733,was::FPRN,什么,τι
734,wer::FPRN,谁,ποιος
735,wo::FADV,哪里,πού
736,wohin::FADV,去哪里,πού
737,wohin::FADV,去哪里,για πού
738,wie::FADV,怎么,πώς
739,warum::FADV,为什么,γιατί
740,wieviel::FNUM,多少,πόσος
741,eins::NUM,一,ένα
742,zwei::NUM,二,δύο
743,drei::NUM,三,τρία
744,drei::NUM,三,τρεις
745,vier::NUM,四,τέσσερα
746,vier::NUM,四,τέσσερις
747,fünf::NUM,五,πέντε
748,sechs::NUM,六,έξι
749,sieben::NUM,七,εφτά
750,acht::NUM,八,οχτώ
751,neun::NUM,九,εννιά
752,zehn::NUM,十,δέκα
753,elf::NUM,十一,έντεκα
754,zwölf::NUM,十二,δώδεκα
755,zwanzig::NUM,二十,είκοσι
756,dreißig::NUM,三十,τριάντα
757,vierzig::NUM,四十,σαράντα
758,fünfzig::NUM,五十,πενήντα
759,sechzig::NUM,六十,εξήντα
760,siebzig::NUM,七十,εβδομήντα
761,achtzig::NUM,八十,ογδόντα
762,neunzig::NUM,九十,ενενήντα
