,Concept_ID,sq,ka
725,böse::A,keq,ავი
726,böse::A,keq,ბოროტი
727,dumm::A,teveqel,ბოთე
728,dumm::A,teveqel,სულელი
729,faul::A,dembel,ზანტი
730,faul::A,dembel,ზარმაცი
731,fleißig::A,zellshëm,ბეჯითი
732,fleißig::A,zellshëm,მუყაითი
733,geizig::A,kurnac,ძუნწი
734,geizig::A,dorështrënguar,ძუნწი
735,klug::A,mençur,ჭკვიანი
736,geschickt::A,aftë,მარჯვე
737,geschickt::A,aftë,გაწაფული
738,lieb::A,dashur,სატრფიალო
739,lustig::A,gëzuar,მხიარული
740,sanft::A,butë,ალერსიანი
741,sanft::A,butë,გრძნობიერი
742,hungrig::A,uritur,მშიერი
743,krank::A,sëmurë,სნეული
744,krank::A,sëmurë,ავადმყოფი
745,nackt::A,lakuriq,ტიტველი
746,nackt::A,zhveshur,ტიტველი
747,traurig::A,trishtuar,მწუხარე
748,traurig::A,trishtuar,სევდიანი
749,lebendig::A,gjallë,ცოცხალი
750,gut::A,mirë,კარგი
751,schlecht::A,keq,უხეირო
752,richtig::A,drejtë,ნამდვილი
753,schlimm::A,keq,ცუდი
754,wahr::A,vërtetë,სწორი
755,wahr::A,vërtetë,ჭეშმარიტი
756,alt::A,vjetër,ძველი
757,neu::A,i ri,ახალი
758,ehemalig::A,dikurshëm,ყოფილი
759,alt[Lebewesen]::A,plak,ბებერი
760,jung::A,i ri,ნორჩი
761,jung::A,i ri,ახალგაზრდა
762,arm::A,varfër,ღარიბი
763,arm::A,vobektë,ღარიბი
764,reich::A,pasur,მდიდარი
765,bekannt::A,njohur,ცნობილი
766,berühmt::A,famshëm,გამოჩენილი
767,fremd::A,huaj,უცხო
768,fremd::A,huaj,გარეშე
769,verschieden::A,ndryshëm,სხვაგვარი
770,nah::A,afërt,ახლო
771,fern::A,largët,შორი
772,fern::A,largët,შორეული
773,linker::A,majtë,მარცხენა
774,rechter::A,djathtë,მარჯვენა
775,anderer::A,tjetër,სხვა
776,erster::A,parë,პირველი
777,zweiter::A,dytë,მეორე
778,dritter::A,i tretë,მესამე
779,letzter::A,fundit,ბოლო
780,letzter::A,fundit,უკანასკნელი
781,allein::ADV,vetëm,მარტო
782,auf einmal::ADV,njëkohësisht,ერთდროულად
783,zusammen::ADV,bashkë,ერთად
784,zusammen::ADV,së bashku,ერთად
785,lange::ADV,për një kohë të gjatë,დიდხანს
786,plötzlich::ADV,befas,მოულოდნელად
787,sofort::ADV,menjëherë,ახლავე
788,sofort::ADV,aty për aty,ახლავე
789,später::ADV,më vonë,მოგვიანებით
790,jetzt::ADV,tash,ახლა
791,heute::ADV,sot,დღეს
792,morgen::ADV,nesër,ხვალ
793,bald::ADV,shpejt,მალე
794,bald::ADV,së shpejti,მალე
795,dann::ADV,pastaj,მერე
796,gestern::ADV,dje,გუშინ
797,einst::ADV,dikur,ოდესღაც
798,damals::ADV,atëherë,მაშინ
799,danach::ADV,mandej,მერმე
800,danach::ADV,mandej,შემდეგ
801,vorher::ADV,më parë,ადრე
802,vorher::ADV,më parë,წინათ
803,zuerst::ADV,së pari,ჯერ
804,einmal::ADV,njëherë,ერთხელ
805,manchmal::ADV,nganjëherë,ხან
806,manchmal::ADV,nganjëherë,ზოგჯერ
807,oft::ADV,shpesh,ხშირად
808,immer::ADV,përherë,მუდამ
809,immer::ADV,përherë,ყოველთვის
810,immer::ADV,gjithnjë,მუდამ
811,immer::ADV,gjithnjë,ყოველთვის
812,niemals::ADV,kurrë,არასდროს
813,niemals::ADV,asnjëherë,არასდროს
814,hier::ADV,këtu,აქ
815,hierhin::ADV,knej,აქეთ
816,von hier::ADV,që këtej,აქედან
817,von hier::ADV,prej këtej,აქედან
818,dort::ADV,aty,იქ
819,dort::ADV,atje,იქ
820,dorthin::ADV,anej,იქით
821,geradeaus::ADV,drejt,პირდაპირ
822,vorwärts::ADV,mbroth,წინ
823,vorwärts::ADV,përpara,წინ
824,rückwärts::ADV,mbrapsht,უკან
825,zurück::ADV,prapa,უკანვე
826,zurück::ADV,mbrapsht,უკანვე
827,unten::ADV,poshtë,დაბლა
828,unten::ADV,poshtë,ქვევით
829,hinab::ADV,përposh,ძირს
830,oben::ADV,lart,ზემოთ
831,oben::ADV,sipër,ზემოთ
832,hinauf::ADV,lart,ზევით
833,hinauf::ADV,përpjetë,ზევით
834,überall::ADV,kudo,ყველგან
835,nicht::ADV,s',არ
836,nicht::ADV,nuk,არ
837,ein wenig::ADV,një tis,ცოტა
838,kaum::ADV,mezi,ძლივს
839,sehr::ADV,fort,მეტად
840,sehr::ADV,fort,ძალიან
841,sehr::ADV,shumë,მეტად
842,sehr::ADV,shumë,ძალიან
843,so::ADV,ashtu,ისე
844,so::ADV,kështu,ისე
845,noch::ADV,ende,ჯერ
846,noch::ADV,akoma,ჯერ
847,nur::ADV,vetëm,მხოლოდ
848,schon::ADV,tashmë,უკვე
849,wieder::ADV,përsëri,ისევ
850,wieder::ADV,përsëri,კიდევ
851,vergebens::ADV,kot,ამაოდ
852,vergebens::ADV,kot,ტყუილად
853,vor::PRP,para,წინ
854,hinter::PRP,prapa,უკან
855,hinter::PRP,prapa,მიღმა
856,hinter::PRP,mbrapa,უკან
857,hinter::PRP,mbrapa,მიღმა
858,unter::PRP,nën,ქვეშ
859,unter::PRP,nën,ქვევით
860,durch::PRP,nëpër,გავლით
861,neben::PRP,pranë,გვერდით
862,neben::PRP,përbri,გვერდით
863,zwischen::PRP,midis,შუა
864,zwischen::PRP,midis,შორის
865,zwischen::PRP,ndërmjet,შუა
866,zwischen::PRP,ndërmjet,შორის
867,wegen::PRP,për,გამო
868,wegen::PRP,për,შედეგად
869,dies::PRN,ky,ეს
870,das::PRN,ky,ეგ
871,alles::PRN,gjithçka,ყველაფერი
872,ich::PRN,unë,მე
873,du::PRN,ti,შენ
874,er::PRN,ai,ის
875,er::PRN,ai,იგი
876,wir::PRN,ne,ჩვენ
877,ihr::PRN,ju,თქვენ
878,sie::PRN,ata,ისინი
879,was::FPRN,ç',რა
880,was::FPRN,çfarë,რა
881,wer::FPRN,kush,ვინ
882,wo::FADV,ku,სად
883,wohin::FADV,për ku,საით
884,wie::FADV,si,როგორ
885,warum::FADV,pse,რაზე
886,warum::FADV,pse,რატომ
887,warum::FADV,përse,რაზე
888,warum::FADV,përse,რატომ
889,wieviel::FNUM,sa,რამდენი
890,eins::NUM,një,ერთი
891,zwei::NUM,dy,ორი
892,drei::NUM,tre,სამი
893,vier::NUM,katër,ოთხი
894,fünf::NUM,pesë,ხუთი
895,sechs::NUM,gjashtë,ექვსი
896,sieben::NUM,shtatë,შვიდი
897,acht::NUM,tetë,რვა
898,neun::NUM,nëntë,ცხრა
899,zehn::NUM,dhjetë,ათი
900,elf::NUM,njëmbëdhjetë,თერთმეტი
901,zwölf::NUM,dymbëdhjetë,თორმეტი
902,zwanzig::NUM,njëzet,ოცი
903,dreißig::NUM,tridhjetë,ოცდაათი
904,vierzig::NUM,dyzet,ორმოცი
905,fünfzig::NUM,pesëdhjetë,ორმოცდაათი
906,sechzig::NUM,gjashtëdhjetë,სამოცი
907,siebzig::NUM,shtatëdhjetë,სამოცდაათი
908,achtzig::NUM,tetëdhjetë,ოთხმოცი
909,neunzig::NUM,nëntëdhjetë,ოთხმოცდაათი
910,hundert::NUM,qind,ასი
911,tausend::NUM,mijë,ათასი
912,und::CNJ,e,და
913,und::CNJ,dhe,და
914,oder::CNJ,a,ან
915,oder::CNJ,apo,ან
916,stehen::V,rri,დგას
917,sitzen::V,rri,ზის
918,liegen::V,rri shtrirë,აწევს
919,hängen::V,varem,კიდია
920,werden::V,bëhem,გახდება
921,passieren::V,ndodh,მოხდება
922,beginnen::V,filloj,იწყება
923,enden::V,përfundoj,გათავდება
924,wechseln::V,ndërroj,იცვლება
925,aufgehen[Sonne]::V,hapem,ამოდის
926,untergehen[Sonne]::V,hyj,ჩადის
927,untergehen[Sonne]::V,perëndoj,ჩადის
928,scheinen[Sonne]::V,ndriçoj,ანათებს
929,donnern::V,gjëmoj,ქუხს
930,donnern::V,bubulloj,ქუხს
931,wehen::V,fryj,ქრის
932,wehen::V,fryj,დაუბერავს
933,strömen::V,derdh,იღვრება
934,fließen::V,rrjedh,დის
935,fließen::V,rrjedh,მიედინება
936,sich drehen::V,rrotullohem,ტრიალებს
937,schwanken::V,dyzoj,ირხევა
938,schwingen::V,dridhem,ირხევა
939,fallen::V,bie,დავარდება
940,brennen::V,digjem,იწვის
941,rauchen::V,nxjerr tym,ბოლავს
942,rauchen::V,nxjerr tym,აბოლებს
943,regnen::V,bie shi,წვიმს
944,gefrieren::V,ngrij,იყინება
945,tauen::V,shkrij,დნება
946,schmelzen::V,shkrij,დნება
947,trocknen::V,thaj,გაშრება
948,sieden::V,ziej,დუღს
949,faulen::V,kalbem,ლპება
950,faulen::V,prishem,ლპება
951,verfaulen::V,kalbem,ლპება
952,reißen::V,grisem,დაიხევა
953,reißen::V,shqyhem,დაიხევა
954,versinken::V,humboj,ეფლობა
955,versinken::V,humboj,ჩაიძირება
956,vergehen::V,kaloj,გადის
957,erscheinen::V,dukem,გამოჩნდება
958,verschwinden::V,zhdukem,გააქრება
959,verschwinden::V,zhdukem,დაიკარგება
960,sinken::V,ulem,დაიწევს
961,abnehmen::V,pakësohem,შემცირდება
962,abnehmen::V,zvogëlohem,შემცირდება
963,zunehmen::V,shtohem,გასუქდება
964,steigen::V,rritem,მოიმატებს
965,wachsen::V,rritem,იზრდება
966,wachsen::V,rritem,მრავლდება
967,glänzen::V,vezulloj,ბრწყინავს
968,funkeln::V,xixoj,კაშკაშებს
969,funkeln::V,xixëlloj,კაშკაშებს
970,lärmen::V,oshtij,ხმაურობს
971,lärmen::V,zhurmoj,ხმაურობს
972,läuten::V,bie,დარეკავს
973,klingeln::V,i bie ziles,დარეკავს
974,klirren::V,kërcëlloj,დააწკარუნებს
975,brausen::V,gjëmoj,ბობოქრობს
976,rauschen::V,fëshfërij,შრიალებს
977,klingen::V,tingëlloj,ხმას გამოსცემს
978,bellen::V,leh,უყეფს
979,heulen::V,ulërij,ღმუის
980,blasen::V,fryj,დაუბერავს
981,pfeifen::V,fishkëllej,უსტვენს
982,schreien::V,bërtas,ყვირის
983,stöhnen::V,rënkoj,კვნესის
984,zittern::V,trembem,აძაგძაგებს
985,leben::V,rroj,ცოცხლობს
986,leben::V,jetoj,ცოცხლობს
987,geboren werden::V,lind,იშვება
988,geboren werden::V,lind,იბადება
989,atmen::V,marr frymë,სუნთქავს
990,trinken::V,pi,სვამს
991,trinken::V,pi,დალევს
992,essen::V,ha,შეჭამს
993,schlucken::V,gëlltis,ყლაპავს
994,schlucken::V,kapërdij,ყლაპავს
995,müde werden::V,lodhem,დაიქანცება
996,einschlafen::V,bie të fle,დაიძინებს
997,schlafen::V,fle,სძინავს
998,aufwachen::V,zgjohem,გაიღვიძებს
999,aufstehen::V,çohem,ადგება
1000,aufstehen::V,ngrihem,ადგება
1001,sich erholen::V,qetësohem,დაისვენებს
1002,sich erholen::V,shtendosem,დაისვენებს
1003,krank werden::V,bie i sëmurë,ავად გახდება
1004,krank sein::V,jam i sëmurë,ავადმყოფობს
1005,schmerzen::V,dhemb,სტკივა
1006,husten::V,kollitem,ახველებს
1007,genesen::V,shërohem,მორჩება
1008,sterben::V,vdes,კვდება
1009,umkommen::V,vdes,დაიღუპება
1010,umkommen::V,mbaroj,დაიღუპება
1011,sich bewegen::V,shkundem,იძვრის
1012,sich bewegen::V,shkundem,მოძრაობს
1013,sich rühren::V,lëviz,გაინძრევა
1014,sich erheben::V,ngrihem,ადგება
1015,sich setzen::V,ulem,დაჯდება
1016,hinfallen::V,gremisem,დაეცემა
1017,laufen::V,eci,დადის
1018,schreiten::V,çapem,აბიჯებს
1019,spazierengehen::V,shëtis,დასეირნობს
1020,eilen::V,ngas,მიიჩქარის
1021,sich beeilen::V,nxitoj,აჩქარდება
1022,sausen::V,eci shpejt,მიქრის
1023,rennen::V,vrapoj,დარბის
1024,springen::V,kërcej,ხტის
1025,klettern::V,hipi,ძვრება
1026,schaukeln::V,kolovitem,ქანაობს
1027,kriechen::V,zvarritem,დაბობღავს
1028,schwimmen::V,notoj,ცურავს
1029,tauchen::V,zhytem,ჩაიძირება
1030,rudern::V,vozis,ნიჩაბს უსვამს
1031,fahren::V,shkoj,დადის
1032,fahren::V,shkoj,მგზავრობს
1033,fliegen::V,fluturoj,იფრენს
1034,fliegen::V,fluturoj,გაფრინდება
1035,gehen::V,eci,მიდის
1036,gehen::V,shkoj,მიდის
1037,weggehen::V,vete,წამოდის
1038,abfahren::V,nisem,მიემგზავრება
1039,anhalten::V,ndalem,ჩერდება
1040,hineingehen::V,futem,შედის
1041,eintreten::V,hyj,შედის
1042,kommen::V,vij,მოდის
1043,ankommen::V,arrij,ჩადის
1044,ankommen::V,mbërrij,ჩადის
1045,zurückkommen::V,kthehem,დაბრუნდება
1046,bleiben::V,mbetem,დარჩება
1047,bleiben::V,qëndroj,დარჩება
1048,warten::V,pres,ელოდება
1049,erwarten::V,pres,ელის
1050,erwarten::V,pres,დაიცდის
1051,suchen::V,kërkoj,ეძებს
1052,suchen::V,kërkoj,მოძებნის
1053,finden::V,gjej,მიაგნებს
1054,finden::V,gjej,გამოძებნის
1055,versuchen::V,mundohem,ცდის
1056,versuchen::V,mundohem,ცდილობს
1057,vorbereiten::V,përgatis,მოამზადებს
1058,lieben::V,dashuroj,უყვარს
1059,mögen::V,dua,ეტრფის
1060,lachen::V,qesh,იცინის
1061,rühren::V,mallëngjej,გულს აუჩუყებს
1062,weinen::V,qaj,ტირის
1063,schimpfen::V,shaj,შეიგინება
1064,sich ärgern::V,bëhem verem,გაბრაზობს
1065,sich fürchten::V,kam frikë,შიშობს
1066,sich fürchten::V,frikësohem,შიშობს
1067,fürchten::V,kam frikë nga,ფრთხილობს
1068,fliehen::V,arratisem,გაიქცევა
1069,flüchten::V,iki,გაიქცევა
1070,sehen::V,shoh,ხედავს
1071,anschauen::V,shikoj,ნახავს
1072,ansehen::V,shikoj,უყურებს
1073,hören::V,dëgjoj,ისმენს
1074,zuhören::V,veshtoj,მოისმენს
1075,probieren::V,provoj,გასინჯავს
1076,riechen::V,nuhas,ყნოსავს
1077,fühlen::V,ndiej,გრძნობს
1078,scheinen::V,ndriçoj,ეჩვენება
1079,zu sehen sein::V,dukem,მოჩანს
1080,vernehmen::V,dëgjoj,გაიგებს
1081,frieren::V,mërdhij,იყინება
1082,tun::V,bëj,აკეთებს
1083,können::V,mund,შეიძლება
1084,wollen::V,dua,უნდა
1085,wollen::V,dëshiroj,უნდა
1086,anfangen::V,filloj,დაიწყებს
1087,beenden::V,kryej,ამთავრებს
1088,beenden::V,mbaroj,ამთავრებს
1089,aufhören::V,pushoj,შეწყვეტს
1090,gelingen::V,më shkon mbarë,მოახერხებს
1091,geraten::V,del,გამოდის
1092,öffnen::V,hap,გახსნის
1093,schließen::V,mbyll,ხურავს
1094,schließen::V,mbyll,დაკეტავს
1095,stellen::V,vë,დადგამს
1096,setzen::V,vë,დასვამს
1097,legen::V,vë,დადებს
1098,berühren::V,rrok,შეახებს
1099,berühren::V,rrok,მიაკარებს
1100,verbinden::V,bashkoj,შეაერთებს
1101,bedecken::V,mbuloj,გადააფარებს
1102,aufhängen::V,var,დაკიდებს
1103,anzünden::V,ndez,დაანთებს
1104,anzünden::V,ndez,მოუკიდებს
1105,aufheben::V,ngre,აიღებს
1106,aufheben::V,ngre,აიყვანს
1107,zurücklassen::V,lë pas,დატოვებს
1108,verlieren::V,humb,დაკარგავს
1109,fallen lassen::V,lëshoj,გაუვარდება
1110,machen::V,bëj,გააკეთებს
1111,machen::V,bëj,გამოიწვევს
1112,herstellen::V,prodhoj,დაამზადებს
1113,bauen::V,ndërtoj,ააშენებს
1114,reparieren::V,ndreq,შეაკეთებს
1115,reparieren::V,ndreq,გაარემონტებს
1116,reparieren::V,meremetoj,შეაკეთებს
1117,reparieren::V,meremetoj,გაარემონტებს
1118,verbessern::V,përmirësoj,გამოაკეთებს
1119,verbessern::V,përmirësoj,გააუმჯობესებს
1120,ändern::V,ndërroj,შეცვლის
1121,graben::V,gërmoj,თხრის
1122,beugen::V,kërrus,ხრის
1123,biegen::V,përkul,გაღუნავს
1124,drehen::V,dredh,ატრიალებს
1125,drehen::V,rrotulloj,ატრიალებს
1126,wenden::V,kthej,მოაბრუნებს
1127,umdrehen::V,kthej,შეატრიალებს
1128,heben::V,ngre,ასწევს
1129,hochheben::V,ngre,აიყვანს
1130,ergreifen::V,rrëmbej,სტაცებს
1131,halten::V,mbaj,უჭირავს
1132,drücken::V,shtyp,დააწვება
1133,schieben::V,shtyj,მისწევს
1134,kratzen::V,kruaj,მოფხანს
1135,kratzen::V,gërvisht,მოფხანს
1136,lecken::V,lëpij,ლოკავს
1137,beißen::V,kafshoj,უკბენს
1138,abreißen::V,shkëpus,გლეჯს
1139,abreißen::V,shkëpus,მოწყვეტს
1140,abschneiden::V,cungoj,გაჭრის
1141,binden::V,lidh,შეკრავს
1142,binden::V,lidh,გადააბამს
1143,stecken::V,fus,ჩაასობს
1144,stecken::V,ngul,ჩაასობს
1145,brechen::V,thyej,მოიტეხს
1146,klopfen::V,trokas,აკაკუნებს
1147,hauen::V,godas,ლეწავს
1148,kleben::V,ngjis,წებავს
1149,kleben::V,ngjis,დააწებებს
1150,reiben::V,fërkoj,დაზელს
1151,streichen::V,lyej,უსვამს
1152,schleifen::V,mpreh,ლესავს
1153,schneiden::V,pres,გაჭრის
1154,rütteln::V,shkund,არხევს
1155,schütteln::V,lëkund,არყევს
1156,schütteln::V,lëkund,ანძრევს
1157,schwenken::V,valëvit,აქნევს
1158,schütten::V,mbush,ღვრის
1159,schütten::V,mbush,დააქცევს
1160,füllen::V,mbush,გაავსებს
1161,einwickeln::V,mbështjell,შეახვევს
1162,tragen::V,mbaj,მიიტანს
1163,tragen::V,mbart,მიიტანს
1164,schleppen::V,heq,მიათრევს
1165,schleppen::V,zhgërryej,მიათრევს
1166,ziehen::V,tërheq,წევს
1167,ziehen::V,tërheq,ათრევს
1168,aufbewahren::V,ruaj,შეინახავს
1169,werfen::V,hedh,ისვრის
1170,fangen::V,kap,დაიჭერს
1171,packen::V,rrëmbej,სტაცებს
1172,verstecken::V,fsheh,მალავს
1173,teilen::V,ndaj,დაყოფს
1174,schicken::V,dërgoj,გაგზავნის
1175,bringen::V,sjell,მოიტანს
1176,hinzufügen::V,shtoj,დაამატებს
1177,bekommen::V,kap,ამოიღებს
1178,erhalten::V,marr,იღებს
1179,nehmen::V,marr,აიღებს
1180,wählen::V,zgjedh,გადაარჩევს
1181,auswählen::V,përzgjedh,ამოარჩევს
1182,bewahren::V,ruaj,ინარჩუნებს
1183,behindern::V,pengoj,აბრკოლებს
1184,behindern::V,pengoj,გააძნელებს
1185,verderben::V,prish,გააფუჭებს
1186,beschädigen::V,dëmtoj,დააზიანებს
1187,zerbrechen::V,thyej,დაამტვრევს
1188,zerreißen::V,çjerr,გახევს
1189,zerreißen::V,zheloj,გახევს
1190,zerstören::V,prish,მოსპობს
1191,zerstören::V,prish,დაანგრევს
1192,zerstören::V,shkatërroj,მოსპობს
1193,zerstören::V,shkatërroj,დაანგრევს
1194,verbrennen::V,djeg,დაწვავს
1195,geben::V,jap,აძლევს
1196,reichen::V,jap,მიაწოდებს
1197,schenken::V,fal,აჩუქებს
1198,schenken::V,dhuroj,აჩუქებს
1199,versprechen::V,premtoj,აღუთქვამს
1200,wünschen::V,uroj,უსურვებს
1201,loben::V,lëvdoj,აქებს
1202,loben::V,lëvdoj,ამკობს
1203,loben::V,lavdëroj,აქებს
1204,loben::V,lavdëroj,ამკობს
1205,küssen::V,puth,აკოცებს
1206,wiegen::V,tund,არხევს
1207,zudecken::V,mbuloj,გადახურავს
1208,wecken::V,zgjoj,გააღვიძებს
1209,zeigen::V,dëftej,დაანახვებს
1210,führen::V,çoj,მიჰყავს
1211,lehren::V,arsej,ასწავლის
1212,unterrichten::V,arsimoj,ასწავლის
1213,aufziehen::V,rris,აღზრდის
1214,leiten::V,udhëheq,აწარმოებს
1215,leiten::V,udhëheq,ხელმძღვანელობს
1216,antreiben::V,nxis,დააჩქარებს
1217,lassen::V,detyroj,ა--ინებს
1218,einladen::V,ftoj,მოიპატიჟებს
1219,vereinigen::V,bashkoj,შეაერთებს
1220,besuchen::V,vizitoj,სანახავად მიდის
1221,treffen::V,ndesh,შეხვდება
1222,sich versammeln::V,tubohem,შეიკრიბება
1223,spielen::V,loz,ეთამაშება
1224,spielen::V,luaj,ეთამაშება
1225,singen::V,këndoj,მღერის
1226,tanzen::V,kërcej,ცეკვავს
1227,tanzen::V,vallëzoj,ცეკვავს
1228,sich trennen::V,ndahem,მოშორდება
1229,verlassen::V,braktis,მიატოვებს
1230,retten::V,shpëtoj,იხსნის
1231,retten::V,shpëtoj,გადაარჩენს
1232,bewachen::V,ruaj,დარაჯობს
1233,bewachen::V,ruaj,უთვალთვალებს
1234,schützen::V,ruaj,დაიფარავს
1235,schützen::V,mbroj,დაიფარავს
1236,verteidigen::V,mbroj,დაიცავს
1237,sich schlagen::V,zihem,იჩხუბებს
1238,schießen::V,shtie,ისვრის
1239,siegen::V,fitoj,გაიმარჯვებს
1240,siegen::V,ngadhënjej,გაიმარჯვებს
1241,ärgern::V,zemëroj,აჯავრებს
1242,schlagen::V,rrah,ცემს
1243,schlagen::V,godas,ცემს
1244,treten::V,shtyj,პანღურს ამოჰკრავს
1245,treten::V,shtyj më këmbë,პანღურს ამოჰკრავს
1246,stechen::V,ther,სჩხვლეტს
1247,stechen::V,shpoj,სჩხვლეტს
1248,stoßen::V,shtyj,დაეჯახება
1249,stehlen::V,vjedh,ქურდობს
1250,stehlen::V,vjedh,მოიპარავს
1251,stören::V,pengoj,შეაწუხებს
1252,belästigen::V,bezdis,მობეზრდება
1253,verbergen::V,fsheh,დამალავს
1254,täuschen::V,mashtroj,შეცდებს
1255,betrügen::V,kobis,მოატყუებს
1256,töten::V,vras,მოკლავს
1257,wohnen::V,banoj,ცხოვრობს
1258,wohnen::V,banoj,ბინადრობს
1259,arbeiten::V,punoj,მუშაობს
1260,arbeiten::V,vardoj,მუშაობს
1261,sammeln::V,mbledh,შეკრებს
1262,sammeln::V,grumbulloj,შეკრებს
1263,pflücken::V,vjel,კრეფს
1264,pflücken::V,mbledh,კრეფს
1265,jagen::V,gjuaj,ნადირობს
1266,fischen::V,peshkoj,თევზაობს
1267,fischen::V,gjuaj peshk,თევზაობს
1268,fassen::V,zë,დააჭერს
1269,hüten::V,kullos,მწყემსავს
1270,treiben::V,vë përpara,მიერეკება
1271,anbinden::V,lidh,მიაბამს
1272,füttern::V,grazhdoj,აჭმევს
1273,melken::V,mjel,წველის
1274,hacken::V,grij,კეპავს
1275,gießen::V,ujis,რწყავს
1276,reifen::V,piqem,მწიფდება
1277,zubereiten::V,gatuaj,მოამზადებს
1278,kochen::V,ziej,მოხარშავს
1279,backen::V,pjek,გამოაცხობს
1280,backen::V,furroj,გამოაცხობს
1281,braten::V,fërgoj,შეწვავს
1282,braten::V,tiganis,შეწვავს
1283,umrühren::V,trazoj,შეურევს
1284,umrühren::V,trazoj,გათქვეფს
1285,stricken::V,thur,ქსოვს
1286,nähen::V,qep,გაკერავს
1287,färben::V,ngjyej,შეღებავს
1288,färben::V,bojatis,შეღებავს
1289,reinigen::V,qëroj,გაწმენდს
1290,reinigen::V,qëroj,გასუფთავებს
1291,reinigen::V,pastroj,გაწმენდს
1292,reinigen::V,pastroj,გასუფთავებს
1293,waschen::V,laj,გარეცხავს
1294,waschen::V,finjos,გარეცხავს
1295,abwischen::V,fshij,წაშლის
1296,spülen::V,kulloj,გაავლებს
1297,fegen::V,fshij,დაბლანდავს
1298,kehren::V,fshij,დაგვის
1299,baden::V,lahem,ბანაობს
1300,sich waschen::V,lahem,იბანება
1301,ausziehen::V,heq,გაიხდის
1302,ausziehen::V,zbath,გაიხდის
1303,anziehen::V,vesh,ჩაიცვამს
1304,anziehen::V,mbath,ჩაიცვამს
1305,sich anziehen::V,vishem,ჩაიცვამს
1306,kämmen::V,kreh,დავარცხნის
1307,schmücken::V,hijeshoj,მორთავს
1308,sagen::V,them,იტყვის
1309,sprechen::V,flas,ლაპარაკობს
1310,reden::V,fjalos,საუბრობს
1311,reden::V,fjalëtoj,საუბრობს
1312,sich unterhalten::V,bisedoj,ბაასობს
1313,sich unterhalten::V,bisedoj,მუსაიფობს
1314,fragen::V,pyes,ჰკითხავს
1315,bitten::V,lus,სთხოვს
1316,bitten::V,lutem,სთხოვს
1317,erzählen::V,rrëfej,მოუთხრობს
1318,mitteilen::V,kumtoj,აუწყებს
1319,mitteilen::V,kumtoj,აცნობებს
1320,nennen::V,quaj,უწოდებს
1321,rufen::V,thërras,დაუძახებს
1322,prahlen::V,mburrem,ტრაბახობს
1323,prahlen::V,kapardisem,ტრაბახობს
1324,übersetzen::V,përkthej,გადათარგმნის
1325,denken::V,mendoj,ფიქრობს
1326,denken::V,mendoj,აზროვნებს
1327,glauben::V,besoj,სჯერა
1328,bemerken::V,vërej,შენიშვნავს
1329,erkennen::V,njoh,გამოიცნობს
1330,erkennen::V,shquaj,გამოიცნობს
1331,begreifen::V,marr vesh,გაიგებს
1332,verstehen::V,marr vesh,გაიგონებს
1333,lernen::V,mësoj,ისწავლის
1334,wissen::V,di,ეცოდინება
1335,sich erinnern an::V,kujtoj,მოიგონებს
1336,sich erinnern an::V,kujtoj,გაიხსენებს
1337,vergessen::V,harroj,ივიწყებს
1338,messen::V,mas,ზომავს
1339,zählen::V,njeh,ითვლის
1340,rechnen::V,llogaris,გაიანგარიშებს
1341,lesen::V,lexoj,კითხულობს
1342,lesen::V,këndoj,კითხულობს
1343,malen::V,lyej,ხატავს
1344,zeichnen::V,vizatoj,ხაზავს
1345,schreiben::V,shkruaj,დაწერს
1346,besitzen::V,kam,ექნება
1347,kaufen::V,blej,ყიდულობს
1348,verkaufen::V,shes,გაყიდის
1349,bezahlen::V,paguaj,გადაიხდის
1350,zahlen::V,paguaj,გადაიხდის
1351,beherrschen::V,zotëroj,ფლობს
1352,ertragen::V,duroj,მოითმენს
