,Concept_ID,nl,tr
216,Korn::N,graan,tane
217,Korn::N,korrel,tane
218,Heu::N,hooi,kuru ot
219,Schale::N,schil,kabuk
220,Grube::N,kuil,çukur
221,Falle::N,val,tuzak
222,Schlinge::N,strop,ilmik
223,Spur::N,spoor,iz
224,Asche::N,as,kül
225,Dreck::N,drek,pislik
226,Eisen::N,ijzer,demir
227,Gold::N,goud,altın
228,Silber::N,zilver,gümüş
229,Kohle::N,kool,kömür
230,Glas::N,glas,cam
231,Lehm::N,klei,balçık
232,Sand::N,zand,kum
233,Mensch::N,mens,insan
234,Mann::N,man,adam
235,Mann::N,man,erkek
236,Frau::N,vrouw,bayan
237,Kind::N,kind,çocuk
238,Junge::N,jongen,erkek çocuk
239,Mädchen::N,meisje,kız
240,Familie::N,gezin,aile
241,Familie::N,familie,aile
242,Großvater::N,grootvader,dede
243,Großvater::N,grootvader,büyükbaba
244,Großmutter::N,grootmoeder,nine
245,Großmutter::N,grootmoeder,büyükanne
246,Eltern::N,ouders,ebeveyn
247,Eltern::N,ouders,ana baba
248,Vater::N,vader,ata
249,Vater::N,vader,baba
250,Mutter::N,moeder,ana
251,Mutter::N,moeder,anne
252,Sohn::N,zoon,oğul
253,Tochter::N,dochter,kız
254,Tochter::N,dochter,kız evlât
255,Bruder::N,broer,abi
256,Bruder::N,broer,erkek kardeş
257,Bruder::N,broeder,abi
258,Bruder::N,broeder,erkek kardeş
259,Schwester::N,zus,abla
260,Schwester::N,zus,kız kardeş
261,Schwester::N,zuster,abla
262,Schwester::N,zuster,kız kardeş
263,Onkel::N,oom,dayı
264,Tante::N,tante,hala
265,Tante::N,tante,teyze
266,Ehemann::N,echtgenoot,koca
267,Ehefrau::N,echtgenote,karı
268,Freude::N,vreugde,neşe
269,Freude::N,vreugde,sevinç
270,Gelächter::N,gelach,gülme
271,Gelächter::N,gelach,kahkaha
272,Glück::N,geluk,mutluluk
273,Kummer::N,verdriet,dert
274,Kummer::N,verdriet,keder
275,Wunsch::N,wens,arzu
276,Wunsch::N,wens,istek
277,Wunsch::N,verlangen,arzu
278,Wunsch::N,verlangen,istek
279,Lust::N,zin,arzu
280,Lust::N,zin,heves
281,Lust::N,lust,arzu
282,Lust::N,lust,heves
283,Geist::N,geest,tin
284,Gedanke::N,gedachte,fikir
285,Gedanke::N,gedachte,düşünce
286,Gedächtnis::N,geheugen,bellek
287,Verstand::N,verstand,zekâ
288,Sinn::N,betekenis,anlam
289,Grund::N,reden,sebep
290,Wahrheit::N,waarheid,doğruluk
291,Wahrheit::N,waarheid,gerçeklik
292,Gespräch::N,gesprek,görüşme
293,Märchen::N,sprookje,masal
294,Erzählung::N,verhaal,öykü
295,Erzählung::N,verhaal,hikâye
296,Nachricht::N,tijding,haber
297,Neuigkeit::N,nieuws,haber
298,Neuigkeit::N,nieuwtje,haber
299,Name::N,naam,ad
300,Name::N,naam,isim
301,Rätsel::N,raadsel,bilmece
302,Rede::N,rede,söylev
303,Rede::N,rede,konuşma
304,Sprache::N,taal,dil
305,Sprache::N,taal,lisan
306,Stimme::N,stem,ses
307,Wort::N,woord,kelime
308,Zeichen::N,teken,işaret
309,Ruf::N,roep,çağırma
310,Lärm::N,lawaai,şamata
311,Lärm::N,lawaai,gürültü
312,Laut::N,klank,ses
313,Laut::N,geluid,ses
314,Ton::N,toon,ses
315,Ton::N,klank,ses
316,Lied::N,lied,türkü
317,Ruhe::N,rust,sakinlik
318,Ruhe::N,stilte,sakinlik
319,Leute::N,lui,halk
320,Leute::N,lui,insanlar
321,Leute::N,mensen,halk
322,Leute::N,mensen,insanlar
323,Volk::N,volk,ulus
324,Volk::N,volk,millet
325,Arbeit::N,werk,iş
326,Arbeit::N,werk,çalışma
327,Arbeit::N,arbeid,iş
328,Arbeit::N,arbeid,çalışma
329,Gast::N,gast,konuk
330,Gast::N,gast,misafir
331,Geschenk::N,cadeau,hediye
332,Geschenk::N,cadeau,armağan
333,Geschenk::N,geschenk,hediye
334,Geschenk::N,geschenk,armağan
335,Spiel::N,spel,oyun
336,Gesellschaft::N,gezelschap,çevre
337,Gesellschaft::N,gezelschap,arkadaşlık
338,Hilfe::N,hulp,yardım
339,Freund::N,vriend,dost
340,Freund::N,vriend,arkadaş
341,Kamerad::N,maat,arkadaş
342,Kamerad::N,metgezel,arkadaş
343,Angelegenheit::N,zaak,iş
344,Angelegenheit::N,zaak,husus
345,Angelegenheit::N,aangelegenheid,iş
346,Angelegenheit::N,aangelegenheid,husus
347,Anzahl::N,tal,sayı
348,Anzahl::N,aantal,sayı
349,Art::N,slag,çeşit
350,Art::N,soort,çeşit
351,Stück::N,stuk,tane
352,Stück::N,stuk,parça
353,Teil::N,deel,kısım
354,Hälfte::N,helft,yarı
355,Kreis::N,kring,daire
356,Kreis::N,cirkel,daire
357,Kreuz::N,kruis,haç
358,Linie::N,lijn,hat
359,Linie::N,lijn,çizgi
360,Strich::N,haal,çizgi
361,Strich::N,streep,çizgi
362,Abstand::N,afstand,aralık
363,Entfernung::N,afstand,mesafe
364,Entfernung::N,afstand,uzaklık
365,Gegend::N,streek,yöre
366,Platz::N,ruimte,yer
367,Ort::N,oord,yer
368,Ort::N,plaats,yer
369,Seite::N,zij,yan
370,Seite::N,zij,taraf
371,Seite::N,kant,yan
372,Seite::N,kant,taraf
373,Seite::N,zijde,yan
374,Seite::N,zijde,taraf
375,Mitte::N,midden,orta
376,Mitte::N,midden,merkez
377,Gegenstand::N,voorwerp,şey
378,Sache::N,zaak,iş
379,Sache::N,zaak,şey
380,Rand::N,rand,kenar
381,Rand::N,boord,kenar
382,Kante::N,kant,kenar
383,Ecke::N,hoek,köşe
384,Spitze::N,punt,uç
385,Spitze::N,punt,baş
386,Spitze::N,spits,uç
387,Spitze::N,spits,baş
388,Ende::N,einde,uç
389,Ende::N,uiteinde,uç
390,Loch::N,gat,oyuk
391,Loch::N,gat,delik
392,Winkel::N,hoek,köşe
393,Muster::N,dessin,örnek
394,Muster::N,patroon,örnek
395,Größe::N,grootte,büyüklük
396,Länge::N,lengte,uzunluk
397,Höhe::N,hoogte,yükseklik
398,Gewicht::N,gewicht,ağırlık
399,Menge::N,hoeveelheid,miktar
400,Haufen::N,hoop,küme
401,Haufen::N,hoop,yığın
402,Reihe::N,rij,sıra
403,Reihe::N,reeks,sıra
404,Boot::N,boot,kayık
405,Boot::N,boot,sandal
406,Ruder::N,roeiriem,kürek
407,Schlitten::N,slee,kızak
408,Schlitten::N,slede,kızak
409,Ski::N,ski,kayak
410,Lagerfeuer::N,kampvuur,kamp ateşi
411,Last::N,last,yük
412,Last::N,vracht,yük
413,Gang::N,wandeling,gidiş
414,Gang::N,wandeling,yürüyüş
415,Schritt::N,stap,adım
416,Schritt::N,schrede,adım
417,Norden::N,noorden,kuzey
418,Süden::N,zuiden,güney
419,Westen::N,westen,batı
420,Osten::N,oosten,doğu
421,Holz::N,hout,ağaç
422,Holz::N,hout,tahta
423,Brett::N,plank,tahta
424,Platte::N,plaat,levha
425,Stütze::N,stut,dayak
426,Stütze::N,stut,destek
427,Stütze::N,steun,dayak
428,Stütze::N,steun,destek
429,Stange::N,stang,çubuk
430,Stock::N,stok,sopa
431,Stock::N,stok,değnek
432,Stab::N,staf,sırık
433,Stab::N,staf,baston
434,Rohr::N,pijp,boru
435,Haus::N,huis,ev
436,Heim::N,tehuis,ev
437,Heim::N,tehuis,yurt
438,Ofen::N,kachel,soba
439,Fußboden::N,vloer,taban
440,Fußboden::N,vloer,döşeme
441,Tisch::N,tafel,masa
442,Stuhl::N,stoel,iskemle
443,Stuhl::N,stoel,sandalye
444,Wiege::N,wieg,beşik
445,Bett::N,bed,yatak
446,Regal::N,rek,raf
447,Kiste::N,kist,sandık
448,Fenster::N,raam,pencere
449,Fenster::N,venster,pencere
450,Tür::N,deur,kapı
451,Tor::N,poort,kapı
452,Zaun::N,omheining,çit
453,Dach::N,dak,dam
454,Dach::N,dak,çatı
455,Leiter::N,ladder,merdiven
456,Besen::N,bezem,süpürge
457,Spaten::N,schop,bel
458,Schaufel::N,schep,kürek
459,Gabel::N,vork,çatal
460,Löffel::N,lepel,kaşık
461,Messer::N,mes,bıçak
462,Nagel::N,spijker,çivi
463,Netz::N,net,ağ
464,Haken::N,haak,çengel
465,Griff::N,handvat,kulp
466,Griff::N,handvat,tutamak
467,Schloss::N,slot,kilit
468,Bild::N,beeld,imaj
469,Bild::N,beeld,resim
470,Figur::N,figuur,şekil
471,Figur::N,figuur,heykel
472,Puppe::N,pop,kukla
473,Beutel::N,zak,kese
474,Beutel::N,zak,torba
475,Beutel::N,buidel,kese
476,Beutel::N,buidel,torba
477,Bündel::N,pak,deste
478,Bündel::N,bundel,deste
479,Tasche::N,tas,çanta
480,Eimer::N,emmer,kova
481,Deckel::N,deksel,kapak
482,Geschirr::N,vaatwerk,kap kacak
483,Sack::N,zak,torba
484,Tasse::N,kop,fincan
485,Topf::N,pan,tencere
486,Kessel::N,ketel,kazan
487,Essen::N,eten,yemek
488,Nahrung::N,voedsel,gıda
489,Nahrung::N,voedsel,besin
490,Speise::N,spijs,yemek
491,Fleisch::N,vlees,et
492,Getreide::N,graan,tahıl
493,Getreide::N,graan,hububat
494,Brei::N,pap,ezme
495,Brei::N,brij,ezme
496,Brot::N,brood,ekmek
497,Scheibe::N,plak,dilim
498,Scheibe::N,snede,dilim
499,Fett::N,vet,yağ
500,Butter::N,boter,tereyağı
501,Öl::N,olie,yağ
502,Öl::N,olie,akar yağ
503,Salz::N,zout,tuz
504,Suppe::N,soep,çorba
505,Honig::N,honing,bal
506,Milch::N,melk,süt
507,Tee::N,thee,çay
508,Leder::N,leer,deri
509,Leder::N,leer,meşin
510,Leder::N,leder,deri
511,Leder::N,leder,meşin
512,Wolle::N,wol,yün
513,Stoff::N,stof,kumaş
514,Nadel::N,naald,iğne
515,Faden::N,draad,tire
516,Faden::N,draad,iplik
517,Knopf::N,knoop,düğme
518,Knoten::N,knoop,düğüm
519,Farbe::N,verf,boya
520,Kleidung::N,kledij,giyim
521,Kleidung::N,kleding,giyim
522,Hemd::N,hemd,gömlek
523,Kragen::N,kraag,yaka
524,Ärmel::N,mouw,yen
525,Ärmel::N,mouw,elbise kolu
526,Hose::N,broek,pantolon
527,Hose::N,pantalon,pantolon
528,Gürtel::N,riem,kuşak
529,Gürtel::N,gordel,kuşak
530,Mütze::N,muts,bere
531,Mütze::N,muts,kasket
532,Schuh::N,schoen,kundura
533,Schuh::N,schoen,ayakkabı
534,Stiefel::N,laars,çizme
535,Ring::N,ring,yüzük
536,Band::N,lint,bağ
537,Band::N,lint,şerit
538,Kamm::N,kam,tarak
539,Spiegel::N,spiegel,ayna
540,Riemen::N,riem,kayış
541,Schnur::N,koord,ip
542,Schnur::N,koord,sicim
543,Leine::N,lijn,kayış
544,Decke::N,deken,örtü
545,Decke::N,deken,yorgan
546,Kissen::N,kussen,yastık
547,Tuch::N,doek,bez
548,Handtuch::N,handdoek,havlu
549,Kraft::N,kracht,güç
550,Kraft::N,kracht,kuvvet
551,Stärke::N,sterkte,kuvvet
552,Gesundheit::N,gezondheid,sağlık
553,Krankheit::N,ziekte,hastalık
554,Schmerz::N,pijn,ağrı
555,Schmerz::N,pijn,sancı
556,Wunde::N,wond,yara
557,Fieber::N,koorts,ateş
558,Arznei::N,medicament,ilâç
559,Arznei::N,geneesmiddel,ilâç
560,Brücke::N,brug,köprü
561,Brunnen::N,put,kuyu
562,Brunnen::N,put,çeşme
563,Brunnen::N,bron,kuyu
564,Brunnen::N,bron,çeşme
565,Weide::N,wei,otlak
566,Weide::N,weide,otlak
567,Pfad::N,pad,patika
568,Pfad::N,pad,keçiyolu
569,Weg::N,weg,yol
570,Straße::N,baan,yol
571,Straße::N,baan,cadde
572,Straße::N,straat,yol
573,Straße::N,straat,cadde
574,Dorf::N,dorp,köy
575,Stadt::N,stad,kent
576,Stadt::N,stad,şehir
577,Brief::N,brief,mektup
578,Buch::N,boek,kitap
579,Buchstabe::N,letter,harf
580,Zeitung::N,krant,gazete
581,Zeitung::N,dagblad,gazete
582,Leben::N,leven,hayat
583,Tod::N,dood,ölüm
584,Grab::N,graf,kabir
585,Kirche::N,kerk,kilise
586,Sünde::N,zonde,günah
587,Gott::N,god,tanrı
588,Arbeiter::N,arbeider,işçi
589,Chef::N,chef,şef
590,Chef::N,chef,müdür
591,Meister::N,meester,usta
592,Arzt::N,arts,hekim
593,Arzt::N,arts,doktor
594,Arzt::N,dokter,hekim
595,Arzt::N,dokter,doktor
596,Lehrer::N,leraar,hoca
597,Lehrer::N,leraar,öğretmen
598,Lehrer::N,onderwijzer,hoca
599,Lehrer::N,onderwijzer,öğretmen
600,Geld::N,geld,para
601,Geschäft::N,zaak,ticaret
602,Laden::N,winkel,dükkân
603,Preis::N,prijs,fiyat
604,Ware::N,waar,mal
605,Nutzen::N,nut,fayda
606,Nutzen::N,voordeel,fayda
607,Reichtum::N,rijkdom,servet
608,Reichtum::N,rijkdom,zenginlik
609,Welt::N,wereld,dünya
610,Land::N,land,ülke
611,Staat::N,staat,devlet
612,König::N,koning,kral
613,Macht::N,macht,kudret
614,Macht::N,macht,iktidar
615,Grenze::N,grens,had
616,Grenze::N,grens,sınır
617,Krieg::N,oorlog,savaş
618,Feind::N,vijand,düşman
619,Gewalt::N,geweld,zor
620,Gewalt::N,geweld,cebir
621,Kampf::N,strijd,savaş
622,Kampf::N,gevecht,savaş
623,Bogen[Waffe]::N,boog,yay
624,Pfeil::N,pijl,ok
625,Gewehr::N,geweer,tüfek
626,Fehler::N,fout,hata
627,Fehler::N,fout,yanlış
628,Lüge::N,leugen,yalan
629,Schaden::N,schade,zarar
630,Unglück::N,tegenspoed,felâket
631,Unglück::N,tegenspoed,talihsizlik
632,Schuld::N,schuld,suç
633,Schuld::N,schuld,kabahat
634,Alter::N,leeftijd,yaş
635,Schluss::N,slot,son
636,Zeit::N,tijd,zaman
637,Tag::N,dag,gün
638,Morgen::N,morgen,sabah
639,Morgen::N,ochtend,sabah
640,Mittag::N,middag,öğle
641,Abend::N,avond,akşam
642,Nacht::N,nacht,gece
643,Woche::N,week,hafta
644,Monat::N,maand,ay
645,Jahr::N,jaar,yıl
646,Jahr::N,jaar,sene
647,Frühling::N,lente,ilkbahar
648,Frühling::N,voorjaar,ilkbahar
649,Sommer::N,zomer,yaz
650,Herbst::N,herfst,güz
651,Herbst::N,herfst,sonbahar
652,Winter::N,winter,kış
653,Januar::N,januari,ocak
654,Februar::N,februari,şubat
655,März::N,maart,mart
656,April::N,april,nisan
657,Mai::N,mei,mayıs
658,Juni::N,juni,haziran
659,Juli::N,juli,temmuz
660,August::N,augustus,ağustos
661,September::N,september,eylül
662,Oktober::N,oktober,ekim
663,November::N,november,kasım
664,Dezember::N,december,aralık
665,Montag::N,maandag,pazartesi
666,Dienstag::N,dinsdag,salı
667,Mittwoch::N,woensdag,çarşamba
668,Donnerstag::N,donderdag,perşembe
669,Freitag::N,vrijdag,cuma
670,Samstag::N,zaterdag,cumartesi
671,Sonntag::N,zondag,pazar
672,groß::A,groot,büyük
673,klein::A,klein,ufak
674,klein::A,klein,küçük
675,lang::A,lang,uzun
676,kurz::A,kort,kısa
677,breit::A,breed,enli
678,breit::A,breed,geniş
679,schmal::A,smal,dar
680,dicht::A,dicht,sık
681,dicht::A,dicht,yoğun
682,dick[Gegenstand]::A,dik,kalın
683,dick[Gegenstand]::A,dik,iri
684,dünn::A,dun,ince
685,fein::A,fijn,ince
686,fein::A,fijn,narin
687,fest::A,vast,sabit
688,fest::A,vast,sağlam
689,flach::A,plat,düz
690,flach::A,plat,yassı
691,glatt::A,glad,düz
692,hart::A,hard,katı
693,weich::A,week,yumuşak
694,rund::A,rond,yuvarlak
695,spitz::A,spits,sivri
696,spitz::A,puntig,sivri
697,scharf::A,scherp,keskin
698,stumpf::A,stomp,kör
699,schwer::A,zwaar,ağır
700,schön::A,mooi,güzel
701,schön::A,fraai,güzel
702,heiß::A,heet,kızgın
703,warm::A,warm,sıcak
704,kalt::A,koud,soğuk
705,kühl::A,koel,serin
706,frisch::A,fris,taze
707,feucht::A,vochtig,nemli
708,feucht::A,vochtig,rutubetli
709,nass::A,nat,yaş
710,nass::A,nat,ıslak
711,trocken::A,droog,kuru
712,voll::A,vol,dolu
713,voll::A,vol,dolmuş
714,leer::A,leeg,boş
715,offen::A,open,açık
716,geschlossen::A,gesloten,kapalı
717,sauber::A,net,pak
718,sauber::A,net,temiz
719,sauber::A,schoon,pak
720,sauber::A,schoon,temiz
721,schmutzig::A,vuil,pis
722,schmutzig::A,vuil,kirli
723,roh::A,rauw,çiğ
724,reif::A,rijp,olgun
725,lecker::A,lekker,lezzetli
726,süß::A,zoet,tatlı
727,süß::A,zoet,şekerli
728,bitter::A,bitter,acı
729,sauer::A,zuur,ekşi
730,hell::A,licht,aydınlık
731,hell::A,helder,aydınlık
732,dunkel::A,donker,karanlık
733,schwarz::A,zwart,kara
734,schwarz::A,zwart,siyah
735,weiß::A,wit,ak
736,weiß::A,wit,beyaz
737,rot::A,rood,kırmızı
738,gelb::A,geel,sarı
739,blau::A,blauw,mavi
740,grün::A,groen,yeşil
741,grau::A,grijs,boz
742,bunt::A,bont,renkli
743,billig::A,goedkoop,ucuz
744,teuer::A,duur,pahalı
745,wertvoll::A,kostbaar,değerli
746,wertvoll::A,waardevol,değerli
747,blind::A,blind,kör
748,taub::A,doof,sağır
749,kräftig::A,krachtig,dinç
750,kräftig::A,krachtig,kuvvetli
751,stark::A,sterk,güçlü
752,stark::A,sterk,kuvvetli
753,schwach::A,zwak,zayıf
754,schwach::A,zwak,güçsüz
755,fett::A,vet,şişman
756,schlank::A,slank,narin
757,hübsch::A,leuk,güzel
758,hübsch::A,leuk,sevimli
759,böse::A,kwaad,kötü
760,dumm::A,dom,aptal
761,faul::A,lui,tembel
762,fleißig::A,vlijtig,çalışkan
763,geizig::A,gierig,cimri
764,klug::A,slim,zekî
765,klug::A,slim,akıllı
766,klug::A,schrander,zekî
767,klug::A,schrander,akıllı
768,klug::A,verstandig,zekî
769,klug::A,verstandig,akıllı
770,geschickt::A,handig,becerikli
771,geschickt::A,vaardig,becerikli
772,lieb::A,lief,sevimli
773,lustig::A,vrolijk,neşeli
774,sanft::A,zacht,nazik
775,hungrig::A,hongerig,aç
776,krank::A,ziek,hasta
777,krank::A,ziek,rahatsız
778,nackt::A,naakt,çıplak
779,traurig::A,treurig,kederli
780,traurig::A,treurig,üzüntülü
781,traurig::A,bedroefd,kederli
782,traurig::A,bedroefd,üzüntülü
783,lebendig::A,levend,canlı
784,gut::A,goed,iyi
785,schlecht::A,slecht,kötü
786,richtig::A,juist,doğru
787,schlimm::A,erg,kötü
788,schlimm::A,kwaad,kötü
789,wahr::A,waar,doğru
790,wahr::A,waar,gerçek
791,alt::A,oud,eski
792,neu::A,nieuw,yeni
793,ehemalig::A,voormalig,önceki
794,alt[Lebewesen]::A,oud,yaşlı
795,jung::A,jong,genç
796,arm::A,arm,fakir
797,reich::A,rijk,zengin
798,bekannt::A,bekend,bilinen
799,berühmt::A,beroemd,ünlü
800,berühmt::A,beroemd,meşhur
801,fremd::A,vreemd,yabancı
802,verschieden::A,verscheiden,ayrı
803,verschieden::A,verscheiden,farklı
804,verschieden::A,verschillend,ayrı
805,verschieden::A,verschillend,farklı
806,nah::A,nabij,yakın
807,nah::A,nabij,bitişik
808,nah::A,nabijgelegen,yakın
809,nah::A,nabijgelegen,bitişik
810,fern::A,ver,uzak
811,linker::A,linker,sol
812,rechter::A,rechter,sağ
813,anderer::A,andere,diğer
814,erster::A,eerste,ilk
815,erster::A,eerste,birinci
816,zweiter::A,tweede,ikinci
817,dritter::A,derde,üçüncü
818,letzter::A,laatste,son
819,letzter::A,laatste,sonuncu
820,allein::ADV,alleen,yalnız
821,allein::ADV,alleen,tek başına
822,auf einmal::ADV,ineens,birden
823,auf einmal::ADV,tegelijk,birden
824,zusammen::ADV,samen,beraber
825,zusammen::ADV,samen,birlikte
826,zusammen::ADV,bijeen,beraber
827,zusammen::ADV,bijeen,birlikte
828,lange::ADV,lang,çok
829,lange::ADV,lang,uzun
830,plötzlich::ADV,eensklaps,ansızın
831,plötzlich::ADV,eensklaps,birdenbire
832,plötzlich::ADV,plotsklaps,ansızın
833,plötzlich::ADV,plotsklaps,birdenbire
834,sofort::ADV,terstond,hemen
835,sofort::ADV,terstond,derhal
836,sofort::ADV,aanstonds,hemen
837,sofort::ADV,aanstonds,derhal
838,sofort::ADV,onmiddelijk,hemen
839,sofort::ADV,onmiddelijk,derhal
840,später::ADV,later,daha sonra
841,jetzt::ADV,nu,şimdi
