,Concept_ID,el,he
727,zurück::ADV,πίσω,אחורנית
728,unten::ADV,κάτω,למטה
729,hinab::ADV,προς τα κάτω,למטה
730,oben::ADV,πάνω,מעל
731,oben::ADV,πάνω,למעלה
732,oben::ADV,επάνω,מעל
733,oben::ADV,επάνω,למעלה
734,hinauf::ADV,προς τα πάνω,למעלה
735,überall::ADV,παντού,בכל מקום
736,nicht::ADV,δεν,לא
737,ein wenig::ADV,λιγάκι,קצת
738,kaum::ADV,μόλις,בקשי
739,sehr::ADV,πολύ,מאוד
740,so::ADV,έτσι,כך
741,so::ADV,έτσι,ככה
742,noch::ADV,ακόμα,עוד
743,noch::ADV,ακόμα,עדין
744,nur::ADV,μόνο,רק
745,schon::ADV,ήδη,כבר
746,schon::ADV,κιόλας,כבר
747,wieder::ADV,ξανά,שוב
748,vergebens::ADV,μάταια,לריק
749,vergebens::ADV,μάταια,לשוא
750,vor::PRP,μπροστά σε,מול
751,vor::PRP,μπροστά από,מול
752,hinter::PRP,πίσω από ,מאחורי
753,unter::PRP,υπό,מתחת
754,unter::PRP,κάτω από,מתחת
755,durch::PRP,διά,דרך
756,durch::PRP,διά μέσου,דרך
757,neben::PRP,δίπλα σε,ליד
758,neben::PRP,δίπλα σε,על-יד
759,zwischen::PRP,μεταξύ,בין
760,zwischen::PRP,ανάμεσα σε,בין
761,wegen::PRP,για,בשל
762,wegen::PRP,για,בגלל
763,wegen::PRP,λόγω,בשל
764,wegen::PRP,λόγω,בגלל
765,dies::PRN,αυτό,זה
766,das::PRN,το,זה
767,alles::PRN,όλα,הכל
768,ich::PRN,εγώ,אני
769,du::PRN,σύ,את
770,du::PRN,σύ,אתה
771,du::PRN,εσύ,את
772,du::PRN,εσύ,אתה
773,er::PRN,αυτός,הוא
774,wir::PRN,εμείς,אנחנו
775,ihr::PRN,εσείς,לה
776,sie::PRN,αυτοί,הם
777,was::FPRN,τι,מה
778,wer::FPRN,ποιος,מי
779,wo::FADV,πού,איפה
780,wohin::FADV,πού,לאן
781,wohin::FADV,για πού,לאן
782,wie::FADV,πώς,איך
783,warum::FADV,γιατί,למה
784,wieviel::FNUM,πόσος,כמה
785,eins::NUM,ένα,אחד
786,zwei::NUM,δύο,שתים
787,drei::NUM,τρία,שלושה
788,drei::NUM,τρεις,שלושה
789,vier::NUM,τέσσερα,ארבעה
790,vier::NUM,τέσσερις,ארבעה
791,fünf::NUM,πέντε,חמשה
792,sechs::NUM,έξι,ששה
793,sieben::NUM,εφτά,שבעה
794,acht::NUM,οχτώ,שמונה
795,neun::NUM,εννιά,תשעה
796,zehn::NUM,δέκα,עשרה
797,elf::NUM,έντεκα,אחת עשרה
798,zwölf::NUM,δώδεκα,שתים עשרה
799,zwanzig::NUM,είκοσι,עשרים
800,dreißig::NUM,τριάντα,שלושים
801,vierzig::NUM,σαράντα,ארבעים
802,fünfzig::NUM,πενήντα,חמשים
803,sechzig::NUM,εξήντα,ששים
804,siebzig::NUM,εβδομήντα,שבעים
805,achtzig::NUM,ογδόντα,שמונים
806,neunzig::NUM,ενενήντα,תשעים
807,hundert::NUM,εκατό,מאה
808,tausend::NUM,χίλιοι,אלף
809,und::CNJ,και,ו
810,oder::CNJ,ή,או
811,stehen::V,στέκομαι,עמד
812,stehen::V,είμαι όρθιος,עמד
813,sitzen::V,κάθομαι,ישב
814,liegen::V,είμαι ξαπλωμένος,שכב
815,hängen::V,κρέμομαι,היה תלוי
816,werden::V,γίνομαι,הפך ל
817,passieren::V,συμβαίνω,קרה
818,beginnen::V,αρχίζω,התחיל
819,enden::V,τελειώνω,הסתים
820,wechseln::V,αλλάζω,השתנה
821,aufgehen[Sonne]::V,βγαίνω,זרח
822,aufgehen[Sonne]::V,ανατέλλω,זרח
823,untergehen[Sonne]::V,δύω,שקע
824,untergehen[Sonne]::V,βασιλεύω,שקע
825,scheinen[Sonne]::V,λάμπω,בהק
826,donnern::V,βροντώ,רעם
827,wehen::V,φυσώ,נשב
828,strömen::V,ρέω,זרם
829,strömen::V,τρέχω,זרם
830,fließen::V,ρέω,זרם
831,sich drehen::V,γυρίζω,הסתובב
832,sich drehen::V,στρέφομαι,הסתובב
833,schwanken::V,ταλαντεύομαι,התנודד
834,schwingen::V,αιωρούμαι,התנענע
835,schwingen::V,ταλαντεύομαι,התנענע
836,fallen::V,πέφτω,נפל
837,brennen::V,καίω,בער
838,rauchen::V,καπνίζω,עשן
839,regnen::V,βρέχω,ירד גשם
840,gefrieren::V,παγώνω,קפא
841,tauen::V,λειώνω,נמס
842,schmelzen::V,λειώνω,התיך
843,trocknen::V,στεγνώνω,התיבש
844,sieden::V,βράζω,רתח
845,faulen::V,σαπίζω,רקב
846,verfaulen::V,σαπίζω,רקב
847,reißen::V,σχίζω,נקרע
848,versinken::V,βουλιάζω,טבע
849,versinken::V,βυθίζομαι,טבע
850,vergehen::V,περνώ,עבר
851,erscheinen::V,εμφανίζομαι,נגלה
852,erscheinen::V,εμφανίζομαι,הופיע
853,verschwinden::V,χάνομαι,נעלם
854,verschwinden::V,εξαφανίζομαι,נעלם
855,sinken::V,κατεβαίνω,ירד
856,abnehmen::V,μειώνομαι ,הפחית
857,zunehmen::V,αυξάνω,רבה
858,zunehmen::V,μεγαλώνω,רבה
859,steigen::V,ανεβαίνω,עלה
860,wachsen::V,μεγαλώνω,גדל
861,glänzen::V,γυαλίζω,נצץ
862,glänzen::V,γυαλίζω,בהק
863,funkeln::V,αστράφτω,נצנץ
864,funkeln::V,σπιθοβολώ,נצנץ
865,lärmen::V,θορυβώ,רעש
866,läuten::V,χτυπώ ,צלצל
867,klingeln::V,κουδουνίζω,צלצל
868,klirren::V,κουδουνίζω,קרקש
869,brausen::V,βουΐζω,געש
870,rauschen::V,βουΐζω,רשרש
871,klingen::V,ηχώ,נשמע
872,bellen::V,γαυγίζω,נבח
873,heulen::V,ουρλιάζω,ילל
874,blasen::V,φυσώ,נשף
875,pfeifen::V,σφυρίζω,שרק
876,schreien::V,κραυγάζω,צעק
877,stöhnen::V,βογγώ,נאנק
878,zittern::V,τρέμω,רעד
879,leben::V,ζω,חי
880,geboren werden::V,γεννιέμαι,נולד
881,atmen::V,αναπνέω,נשם
882,trinken::V,πίνω,שתה
883,essen::V,τρώω,אכל
884,schlucken::V,καταπίνω,בלע
885,müde werden::V,κουράζομαι,התעיף
886,einschlafen::V,αποκοιμιέμαι,נרדם
887,schlafen::V,κοιμάμαι,ישן
888,aufwachen::V,ξυπνώ,התעורר
889,aufstehen::V,σηκώνομαι,קם
890,sich erholen::V,ξεκουράζομαι,נפש
891,krank werden::V,αρρωσταίνω,חלה
892,krank sein::V,ασθενώ,היה חולה
893,schmerzen::V,πονώ,כאב
894,husten::V,βήχω,השתעל
895,genesen::V,θεραπεύομαι,הבריא
896,sterben::V,πεθαίνω,מת
897,umkommen::V,πεθαίνω,נספה
898,sich bewegen::V,κουνιέμαι,נע
899,sich rühren::V,σαλεύω,זז
900,sich erheben::V,επαναστατώ,קם
901,sich setzen::V,κάθομαι,התישב
902,hinfallen::V,πέφτω κάτω,נפל
903,laufen::V,τρέχω,הלך ברגל
904,schreiten::V,βαδίζω,פסע
905,spazierengehen::V,κάνω βόλτα,טיל
906,spazierengehen::V,πηγαίνω περίπατο,טיל
907,eilen::V,σπεύδω,אץ
908,eilen::V,σπεύδω,מהר
909,sich beeilen::V,βιάζομαι,מהר
910,sausen::V,τρέχω γρήγορα,אץ
911,rennen::V,τρέχω,רץ
912,springen::V,πηδώ,קפץ
913,klettern::V,σκαρφαλώνω,טפס
914,schaukeln::V,κουνιέμαι,התנדנד
915,kriechen::V,έρπω,זחל
916,kriechen::V,σέρνομαι,זחל
917,schwimmen::V,κολυμπώ,שחה
918,tauchen::V,βουτώ,צלל
919,rudern::V,κωπηλατώ,חתר
920,fahren::V,πηγαίνω,נסע
921,fliegen::V,πετώ,עף
922,gehen::V,βαδίζω,הלך
923,gehen::V,πηγαίνω,הלך
924,weggehen::V,φεύγω,עזב
925,abfahren::V,ξεκινώ,יצא
926,abfahren::V,αναχωρώ,יצא
927,anhalten::V,σταματώ,עצר
928,hineingehen::V,μπαίνω,נכנס
929,eintreten::V,μπαίνω,נכנס
930,eintreten::V,εισέρχομαι,נכנס
931,kommen::V,έρχομαι,בא
932,ankommen::V,φτάνω,הגיע
933,zurückkommen::V,επιστρέφω,שב
934,zurückkommen::V,επιστρέφω,חזר
935,bleiben::V,μένω,נשאר
936,warten::V,περιμένω,חכה
937,warten::V,περιμένω,המתין
938,erwarten::V,αναμένω,צפה
939,erwarten::V,περιμένω,צפה
940,suchen::V,ψάχνω,חפש
941,finden::V,βρίσκω,מצא
942,versuchen::V,προσπαθώ,נסה
943,vorbereiten::V,προετοιμάζω,הכין
944,lieben::V,αγαπώ,אהב
945,mögen::V,μου αρέσει,אהב
946,lachen::V,γελώ,צחק
947,rühren::V,συγκινώ,נגע ללב
948,weinen::V,κλαίω,בכה
949,schimpfen::V,βρίζω,גער
950,sich ärgern::V,θυμώνω,זעם
951,sich ärgern::V,θυμώνω,כעס
952,sich fürchten::V,φοβάμαι,פחד
953,sich fürchten::V,φοβάμαι,חשש
954,fürchten::V,φοβάμαι,פחד מ
955,fürchten::V,φοβάμαι,חשש מ
956,fliehen::V,φεύγω,ברח
957,flüchten::V,δραπετεύω,נמלט
958,sehen::V,βλέπω,ראה
959,anschauen::V,κοιτάζω,הביט
960,ansehen::V,βλέπω,התבונן
961,hören::V,ακούω,שמע
962,zuhören::V,ακούω,הקשיב
963,probieren::V,δοκιμάζω,נסה
964,riechen::V,μυρίζω,הריח
965,riechen::V,οσφραίνομαι,הריח
966,fühlen::V,αισθάνομαι,חש
967,scheinen::V,φαίνομαι,נדמה
968,zu sehen sein::V,φαίνομαι,נראה
969,vernehmen::V,ακούω,נודע ל
970,vernehmen::V,μαθαίνω,נודע ל
971,frieren::V,κρυώνω,קר ל
972,tun::V,κάνω,פעל
973,können::V,ξέρω,יכל
974,können::V,μπορώ,יכל
975,wollen::V,θέλω,רצה
976,anfangen::V,αρχίζω,התחיל
977,beenden::V,τελειώνω,גמר
978,aufhören::V,παύω,סים
979,gelingen::V,πετυχαίνω,הצליח
980,geraten::V,γίνομαι,עלה
981,öffnen::V,ανοίγω,פתח
982,schließen::V,κλείνω,סגר
983,stellen::V,θέτω,העמיד
984,setzen::V,θέτω,הושיב
985,legen::V,θέτω,שם
986,berühren::V,εγγίζω,נגע
987,verbinden::V,συνδέω,קשר
988,bedecken::V,σκεπάζω,כסה
989,aufhängen::V,κρεμώ,תלה
990,anzünden::V,ανάβω,הצית
991,aufheben::V,σηκώνω,אסף
992,zurücklassen::V,εγκαταλείπω,השאיר
993,verlieren::V,χάνω,אבד
994,fallen lassen::V,αφήνω να πέσει,שמט
995,fallen lassen::V,αφήνω να πέσει,הפיל
996,machen::V,κάνω,עשה
997,machen::V,φτιάχνω,עשה
998,herstellen::V,κατασκευάζω,יצר
999,bauen::V,χτίζω,בנה
1000,bauen::V,οικοδομώ,בנה
1001,reparieren::V,επισκευάζω,תקן
1002,reparieren::V,επιδιορθώνω,תקן
1003,verbessern::V,βελτιώνω,שפר
1004,verbessern::V,καλυτερεύω,שפר
1005,ändern::V,αλλάζω,שנה
1006,graben::V,σκάβω,חפר
1007,beugen::V,λυγίζω,כפף
1008,biegen::V,κάμπτω,כופף
1009,drehen::V,στρέφω,סובב
1010,wenden::V,γυρίζω,הפך
1011,umdrehen::V,γυρίζω,סובב
1012,heben::V,υψώνω,הרים
1013,heben::V,σηκώνω,הרים
1014,hochheben::V,υψώνω,הרים
1015,hochheben::V,σηκώνω,הרים
1016,ergreifen::V,πιάνω,אחז
1017,ergreifen::V,αρπάζω,אחז
1018,halten::V,βαστώ,החזיק
1019,drücken::V,πιέζω,לחץ
1020,schieben::V,σπρώχνω,הזיז
1021,kratzen::V,γρατσουνίζω,שרט
1022,kratzen::V,γρατσουνίζω,שפשף
1023,lecken::V,γλείφω,לקק
1024,beißen::V,δαγκάνω,נשך
1025,abreißen::V,κόβω,קרע
1026,abreißen::V,σχίζω,קרע
1027,abschneiden::V,αποκόπτω,חתך
1028,binden::V,δένω,קשר
1029,stecken::V,χώνω,תקע
1030,brechen::V,σπάζω,שבר
1031,klopfen::V,χτυπώ,נקש
1032,klopfen::V,τινάζω,נקש
1033,hauen::V,χτυπώ,הכה
1034,kleben::V,κολλώ,הדביק
1035,reiben::V,τρίβω,שפשף
1036,streichen::V,αλείφω,מרח
1037,schleifen::V,ακονίζω,השחיז
1038,schneiden::V,κόβω,גזר
1039,rütteln::V,σείω,נענע
1040,rütteln::V,τινάζω,נענע
1041,schütteln::V,σείω,נער
1042,schütteln::V,κουνώ,נער
1043,schwenken::V,κουνώ,נופף
1044,schwenken::V,κουνώ,טלטל
1045,schütten::V,χύνω,שפך
1046,füllen::V,γεμίζω,מלא
1047,einwickeln::V,τυλίγω,עטף
1048,tragen::V,φέρνω,נשא
1049,schleppen::V,κουβαλώ,סחב
1050,ziehen::V,τραβώ,משך
1051,aufbewahren::V,φυλάω,שמר
1052,werfen::V,ρίχνω,זרק
1053,fangen::V,πιάνω,תפס
1054,packen::V,τσακώνω,אחז
1055,verstecken::V,κρύβω,החביא
1056,teilen::V,μερίζω,חלק
1057,schicken::V,στέλνω,שלח
1058,bringen::V,φέρνω,הביא
1059,hinzufügen::V,προσθέτω,הוסיף
1060,bekommen::V,προσκομίζω,תפס
1061,erhalten::V,παίρνω,קבל
1062,erhalten::V,λαμβάνω,קבל
1063,nehmen::V,πιάνω,אחז
1064,nehmen::V,παίρνω,אחז
1065,wählen::V,εκλέγω,בחר
1066,auswählen::V,διαλέγω,בחר ב
1067,bewahren::V,διατηρώ,קים
1068,behindern::V,εμποδίζω,מנע
1069,verderben::V,χαλώ,מנע
1070,beschädigen::V,ζημιώνω,הזיק
1071,zerbrechen::V,σπάζω,נשבר
1072,zerreißen::V,σχίζω,קרע
1073,zerstören::V,καταστρέφω,הרס
1074,zerstören::V,καταστρέφω,השמיד
1075,verbrennen::V,καίω,שרף
1076,geben::V,δίνω,נתן
1077,reichen::V,δίνω,העביר
1078,schenken::V,χαρίζω,נתן במתנה
1079,versprechen::V,υπόσχομαι,הבטיח
1080,wünschen::V,εύχομαι,אחל
1081,loben::V,επαινώ,שבח
1082,küssen::V,φιλώ,נשק
1083,wiegen::V,κουνώ,נדנד
1084,wiegen::V,νανουρίζω,נדנד
1085,zudecken::V,σκεπάζω,כסה
1086,wecken::V,ξυπνώ,עורר
1087,zeigen::V,δείχνω,הראה
1088,führen::V,οδηγώ,הביא
1089,führen::V,οδηγώ,הוביל
1090,lehren::V,διδάσκω,למד
1091,unterrichten::V,διδάσκω,למד
1092,aufziehen::V,ανατρέφω,רומם
1093,leiten::V,ηγούμαι,נהל
1094,leiten::V,διευθύνω,נהל
1095,antreiben::V,σπρώχνω,המרץ
1096,antreiben::V,παρακινώ,המרץ
1097,lassen::V,αφήνω,נתן
1098,einladen::V,προσκαλώ,הזמין
1099,vereinigen::V,ενώνω,אחד
1100,vereinigen::V,ενώνω,לכד
1101,besuchen::V,επισκέπτομαι,בקר
1102,treffen::V,συναντώ,פגש
1103,sich versammeln::V,μαζεύομαι,התאסף
1104,spielen::V,παίζω,שחק
1105,singen::V,τραγουδώ,שר
1106,tanzen::V,χορεύω,רקד
1107,sich trennen::V,αποχωρίζομαι,נפרד
1108,verlassen::V,εγκαταλείπω,עזב
1109,retten::V,σώζω,הציל
1110,bewachen::V,φρουρώ,שמר
1111,schützen::V,προστατεύω,אבטח
1112,verteidigen::V,υπερασπίζω,הגן
1113,sich schlagen::V,χτυπιέμαι,התכתש
1114,schießen::V,πυροβολώ,ירה
1115,siegen::V,νικώ,גבר
1116,siegen::V,νικώ,נצח
1117,ärgern::V,τσαντίζω,עצבן
1118,schlagen::V,χτυπώ,הכה
1119,schlagen::V,χτυπώ,הלקה
1120,treten::V,κλοτσώ,בעט
1121,stechen::V,τρυπώ,דקר
1122,stoßen::V,ωθώ,דחק
1123,stoßen::V,σπρώχνω,דחק
1124,stehlen::V,κλέβω,גנב
1125,stören::V,διαταράσσω,קטע
1126,stören::V,διαταράσσω,הפריע
1127,belästigen::V,ενοχλώ,הציק
1128,belästigen::V,ενοχλώ,הטריד
1129,verbergen::V,κρύβω,הצניע
1130,täuschen::V,παραπλανώ,שגע
1131,betrügen::V,απατώ,הונה
1132,töten::V,σκοτώνω,הרג
1133,töten::V,θανατώνω,הרג
1134,wohnen::V,μένω,גר
1135,wohnen::V,κατοικώ,גר
1136,arbeiten::V,δουλεύω,עבד
1137,arbeiten::V,εργάζομαι,עבד
1138,sammeln::V,μαζεύω,אסף
1139,sammeln::V,συλλέγω,אסף
1140,pflücken::V,κόβω,קטף
1141,jagen::V,κυνηγώ,צד
1142,fischen::V,ψαρεύω,דג
1143,fassen::V,πιάνω,תפס
1144,hüten::V,φυλάγω,רעה
1145,hüten::V,προσέχω,רעה
1146,treiben::V,οδηγώ,הוציא
1147,anbinden::V,δένω,קשר
1148,füttern::V,ταΐζω,הלעיט
1149,melken::V,αρμέγω,חלב
1150,hacken::V,κόβω,קצץ
1151,gießen::V,ποτίζω,השקה
1152,reifen::V,ωριμάζω,בשל
1153,zubereiten::V,ετοιμάζω,הכין
1154,kochen::V,βράζω,בשל
1155,backen::V,ψήνω,אפה
1156,braten::V,τηγανίζω,צלה
1157,braten::V,τηγανίζω,טגן
1158,umrühren::V,ανακατεύω,ערבב
1159,stricken::V,πλέκω,סרג
1160,nähen::V,ράβω,תפר
1161,färben::V,βάφω,צבע
1162,färben::V,χρωματίζω,צבע
1163,reinigen::V,καθαρίζω,נקה
1164,waschen::V,πλένω,רחץ
1165,waschen::V,πλένω,כבס
1166,abwischen::V,σφουγγίζω,נגב
1167,spülen::V,ξεπλένω,שטף
1168,fegen::V,σκουπίζω,טאטא
1169,kehren::V,σκουπίζω,טאטא
1170,baden::V,κάνω μπάνιο,טבל
1171,baden::V,κάνω μπάνιο,שחה
1172,sich waschen::V,πλένομαι,התרחץ
1173,ausziehen::V,βγάζω,הוריד
1174,anziehen::V,φορώ,לבש
1175,sich anziehen::V,ντύνομαι,התלבש
1176,kämmen::V,χτενίζω,סרק
1177,schmücken::V,στολίζω,קשט
1178,sagen::V,λέω,אמר
1179,sprechen::V,μιλώ,דבר
1180,reden::V,μιλώ,דבר
1181,reden::V,κουβεντιάζω,דבר
1182,sich unterhalten::V,συνομιλώ,שוחח
1183,sich unterhalten::V,κουβεντιάζω,שוחח
1184,fragen::V,ρωτώ,שאל
1185,bitten::V,ζητώ,בקש
1186,bitten::V,παρακαλώ,בקש
1187,erzählen::V,διηγούμαι,ספר
1188,mitteilen::V,πληροφορώ,מסר
1189,mitteilen::V,πληροφορώ,הודיע
1190,nennen::V,ονομάζω,קרא בשם
1191,rufen::V,φωνάζω,גיס
1192,rufen::V,φωνάζω,הזמין לבוא
1193,prahlen::V,καυχιέμαι,התרברב
1194,übersetzen::V,μεταφράζω,תרגם
1195,denken::V,σκέφτομαι,חשב
1196,glauben::V,πιστεύω,האמין
1197,bemerken::V,παρατηρώ,הבחין
1198,erkennen::V,αναγνωρίζω,זהה
1199,begreifen::V,καταλαβαίνω,קלט
1200,begreifen::V,καταλαβαίνω,הבין
1201,verstehen::V,ακούω,הבין
1202,lernen::V,μαθαίνω,למד
1203,wissen::V,ξέρω,ידע
1204,sich erinnern an::V,θυμάμαι,זכר
1205,vergessen::V,ξεχνώ,שכח
1206,messen::V,μετρώ,מדד
1207,zählen::V,μετρώ,ספר
1208,rechnen::V,λογαριάζω,חשב
1209,lesen::V,διαβάζω,קרא
1210,malen::V,ζωγραφίζω,ציר
1211,zeichnen::V,σχεδιάζω,שרטט
1212,schreiben::V,γράφω,כתב
1213,besitzen::V,κατέχω,היה בעל של
1214,kaufen::V,αγοράζω,קנה
1215,kaufen::V,αγοράζω,רכש
1216,verkaufen::V,πουλώ,מכר
1217,bezahlen::V,πληρώνω,שלם
1218,zahlen::V,πληρώνω,שלם
1219,beherrschen::V,κυριαρχώ,שלט
1220,ertragen::V,βαστώ,סבל
1221,ertragen::V,αντέχω,סבל
