,Concept_ID,bn,ce
698,elf::NUM,এগারো,цхьайтта
699,zwölf::NUM,দ্বাদশ,шийтта
700,zwanzig::NUM,বিশ,ткъа
701,dreißig::NUM,ত্রিশ,ткъе итт
702,vierzig::NUM,চল্লিশ,шовзткъа
703,fünfzig::NUM,পঞ্চাশ,шовзткъе итт
704,sechzig::NUM,ষাট,кхузткъа
705,siebzig::NUM,সত্তর,кхузткъе итт
706,achtzig::NUM,আশি,дезткъа
707,neunzig::NUM,নব্বুই,дезткъе итт
708,hundert::NUM,শত,бӏе
709,tausend::NUM,হাজার,эзар
710,und::CNJ,আর,a
711,und::CNJ,এবং,a
712,oder::CNJ,বা,я
713,stehen::V,দাঁড়ানো,латта
714,sitzen::V,বসা,хиъна ӏан
715,liegen::V,শোয়া,ӏилла
716,hängen::V,ঝোলা,кхаза
717,werden::V,হইয়া উঠা,хила
718,passieren::V,ঘটা,хила
719,beginnen::V,আরম্ভ হওয়া,доло
720,enden::V,শেষ হওয়া,дӏадерза
721,wechseln::V,রূপাস্তর করা,хийца
722,aufgehen[Sonne]::V,উদিত হওয়া,кхета
723,untergehen[Sonne]::V,অস্ত যাওয়া,чубуза
724,scheinen[Sonne]::V,আলো দেওয়া,серло яла
725,donnern::V,বজ্রধ্বনি করা,къекъа
726,wehen::V,প্রবাহিত হওয়া,хьекха
727,strömen::V,প্রবাহিত হওয়া,эха
728,fließen::V,ছুটা,охьаэха
729,sich drehen::V,পাক খাওয়া,хьийза
730,schwanken::V,দোলা,леста
731,schwingen::V,দোলা,лесто
732,fallen::V,পড়া,охьакхета
733,brennen::V,সেঁকা,дага
734,rauchen::V,ধোঁয়া ছড়ান,оза
735,regnen::V,বর্ষণ_করা,догlа догlу
736,gefrieren::V,হিমায়িত হওয়া,гӏоро
737,tauen::V,গলা,даша
738,schmelzen::V,গলা,лала
739,trocknen::V,শুষ্ক করা,дакъо
740,sieden::V,ফোঁড়া,кхехка
741,faulen::V,ক্ষয় হওয়া,дахкадала
742,verfaulen::V,ক্ষয় হওয়া ,дахкадала
743,reißen::V,ছিঁড়া,хеда
744,versinken::V,ডুবা,хичудаха
745,vergehen::V,যাওয়া,дlаэха
746,erscheinen::V,আসা,схьадала
747,erscheinen::V,আসা,ӏоттадала
748,verschwinden::V,অদৃশ্য হওয়া,къайладала
749,sinken::V,হ্রাস হওয়া,лахдала
750,abnehmen::V,হ্রাস হওয়া,
751,zunehmen::V,বৃদ্ধি পাওয়া,лакхадала
752,steigen::V,ওঠা,хьаладала
753,wachsen::V,বড় হওয়া,кхиа
754,glänzen::V,জ্বলা,лепа
755,funkeln::V,জ্বল্জ্বল করা,къега
756,läuten::V,রুসুঝুসু করা,детта
757,klingeln::V,বাজা,дека
758,klirren::V,টুংটাং-শব্দ করা,дека
759,brausen::V,গর্জন করা,хьаьдда даха
760,rauschen::V,মর্মরধ্বনি করা,леста
761,klingen::V,শব্দ করা,дека
762,bellen::V,ঘেউ ঘেউ করা,лета
763,heulen::V,গর্জন করা,угӏа
764,blasen::V,ফুঁ দেওয়া,хӏуп баха
765,pfeifen::V,শিস্ দেওয়া,шок етта
766,schreien::V,চিৎকার করা,мохь бетта
767,stöhnen::V,গোঁ-গো করা,узарш дан
768,zittern::V,কাঁপা,дега
769,leben::V,বাঁচা,даха
770,geboren werden::V,জন্মানো,хила
771,atmen::V,শ্বাস ফেলা,садеӏа
772,trinken::V,পান করা,мала
773,essen::V,ভক্ষণ করা,кхалла
774,schlucken::V,গেলা,къурдбан
775,müde werden::V,পরিশ্রান্ত হওয়া,кӏаддала
776,einschlafen::V,নিদ্রামগ্ন হওয়া,наб кхета
777,schlafen::V,নিদ্রা যাওয়া,вижа
778,schlafen::V,নিদ্রা যাওয়া,наб ян
779,schlafen::V,নিদ্রা যাওয়া,дижина хила
780,aufwachen::V,জাগা,самадала
781,aufstehen::V,জাগা,гӏатта
782,sich erholen::V,আরাম করা,садаӏа
783,krank werden::V,অসুস্থ হত্তয়া,цомгуш хила
784,krank sein::V,রূগ্ণ হত্তয়া,цомгуш хила
785,schmerzen::V,কন্কন করা,лаза
786,schmerzen::V,কন্কন করা,ӏийжа
787,husten::V,কাশা,йовхарш етта
788,genesen::V,আরোগ্য হওয়া,тадала
789,sterben::V,মারা যাওয়া,дала
790,umkommen::V,মারা যাওয়া,хӏаллакхила
791,sich bewegen::V,চলা,лела
792,sich rühren::V,নড়া,меттахъхьен
793,sich erheben::V,উদিত হওয়া,хьалагlатта
794,sich setzen::V,বসা,хаа
795,hinfallen::V,পড়া,дожа
796,hinfallen::V,পড়া,охьакхета
797,laufen::V,হাঁটা,вада
798,laufen::V,হাঁটা,хьада
799,schreiten::V,হাঁটা,болар дан
800,schreiten::V,হাঁটা,ког баккха
801,spazierengehen::V,পায়চারি করা,доладала
802,eilen::V,ত্বরাম্বিত করা,сихдала
803,sich beeilen::V,ত্বরাম্বিত করা,сихдала
804,sausen::V,ধেয়ে যাওয়া,
805,rennen::V,চলা,дада
806,springen::V,লাফানো,ирхкхийсадала
807,klettern::V,আরোহণ করা,тӏедийла
808,schaukeln::V,দোলা,техко
809,kriechen::V,হামাগুড়ি দেওয়া,такха
810,schwimmen::V,সাঁতার কাটা,некадан
811,tauchen::V,ডোবা,чулелха
812,rudern::V,দাঁড় টানা,дига лело
813,rudern::V,দাঁড় টানা,кема лело
814,fahren::V,চালান,хахка
815,fliegen::V,ওড়া,тӏемадала
816,gehen::V,যাওয়া,лeла
817,weggehen::V,প্রস্থান করা,дӏадаха
818,abfahren::V,প্রস্থান করা,дӏадаха
819,anhalten::V,থামা,саца
820,hineingehen::V,ঢোকা,чудала
821,eintreten::V,ঢোকা,чудала
822,kommen::V,আসা,кхача
823,kommen::V,আসা,дӏакхача
824,kommen::V,আসা,схьакхача
825,ankommen::V,আসা,кхача
826,ankommen::V,আসা,схьакхача
827,zurückkommen::V,ফিরা,юхада
828,bleiben::V,থাকা,диса
829,warten::V,অপেক্ষা করা,хьежа
830,warten::V,অপেক্ষা করা,cобар дан
831,erwarten::V,অপেক্ষা করা,хьоьжуш ӏан
832,suchen::V,খোঁজ করা,леха
833,finden::V,পাওয়া,каро
834,versuchen::V,পরখ করা,дан хьажа
835,vorbereiten::V,প্রস্তুত করা,кечъян
836,lieben::V,ভালবাসা,деза
837,mögen::V,পছন্দ করা,безамхила
838,lachen::V,হাসা,дела
839,rühren::V,হৃদয়ম্পর্শ করা,хьедан
840,weinen::V,কাঁদা,делха
841,schimpfen::V,নালিশ করা,чехо
842,sich ärgern::V,রাগ হত্তয়া,оьгӏазъэха
843,sich fürchten::V,ভয় করা,кхера
844,fürchten::V,ডরা,кхера
845,fliehen::V,পালানো,дӏадада
846,flüchten::V,পালানো,дӏадада
847,sehen::V,দেখা,ган
848,anschauen::V,দেখা,хьажа
849,anschauen::V,দেখা,хьежа
850,ansehen::V,দেখা,хьовса
851,hören::V,শোনা,хаза
852,zuhören::V,শোনা,ладогӏа
853,probieren::V,পরখ করা,хьажа
854,riechen::V,শুঁকা,хьожа яха
855,fühlen::V,অনুভব করা,хаадала
856,scheinen::V,মনে হত্তয়া,мотта
857,zu sehen sein::V,দেখা দেত্তয়া,гуш хила
858,vernehmen::V,শোনা,бартхатта
859,frieren::V,শীত লাগা,гӏоро
860,tun::V,করা,дан
861,können::V,পারা,дадала
862,wollen::V,ইচ্ছা করা,тӏергӏа
863,anfangen::V,আরম্ভ করা,доло
864,beenden::V,শেষ করা,довла
865,aufhören::V,থামা,саца
866,gelingen::V,সিদ্ধিলাভ করা,кадала
867,geraten::V,পরিণত হত্তয়া,хила
868,öffnen::V,খোলা,дӏаделла
869,öffnen::V,খোলা,схьаделла
870,schließen::V,বন্ধ করা,къовла
871,schließen::V,বন্ধ করা,дӏачӏагӏа
872,stellen::V,স্থাপন করা,хlотто
873,setzen::V,স্থাপন করা,дийгӏа
874,legen::V,স্থাপন করা,охьадилла
875,berühren::V,স্পর্শ করা,хьедан
876,verbinden::V,সংযুক্ত করা,вовшахтаса
877,bedecken::V,ঢাকা,тилла
878,bedecken::V,ঢাকা,тӏетаса
879,aufhängen::V,ঝুলানো,хьалаолла
880,anzünden::V,জ্বালান,лато
881,aufheben::V,কুড়াইয়া তোলা,айа
882,zurücklassen::V,পরিত্যাগ করা,дита
883,verlieren::V,হারান,дайа
884,fallen lassen::V,ফেলা,охьадожо
885,machen::V,গঠন করা,дан
886,herstellen::V,সৃষ্টি করা,дан
887,bauen::V,নির্মাণ করা,гӏишлоян
888,reparieren::V,মেরামত করা,тадан
889,verbessern::V,উন্নতিলাভ করা,нисдан
890,ändern::V,পরিবর্তিত করা,хийца
891,graben::V,খনন করা,ахка
892,beugen::V,নোয়া,сатто
893,biegen::V,নোয়া,сатто
894,drehen::V,ঘোরান,хьовзо
895,wenden::V,উলটাইয়া দেত্তয়া,
896,umdrehen::V,উলটানো,хьовзo
897,heben::V,উত্তোলন করা,айа
898,heben::V,উত্তোলন করা,хьалаайа
899,hochheben::V,উঁচু করা,хьалаайа
900,ergreifen::V,দখল করা,дӏалаца
901,halten::V,ধরা,латто
902,drücken::V,টেপা,тӏетаӏо
903,schieben::V,ঠেলা,татта
904,kratzen::V,চাঁচা,мӏараш тийса
905,lecken::V,চাটা,мотт хьекха
906,beißen::V,দংশন করা,катoха
907,abreißen::V,বিচ্ছিন্ন করা,схьадаккха
908,abschneiden::V,বিচ্ছিন্ন করা,кхада
909,binden::V,বন্ধন করা,дӏадехка
910,binden::V,বন্ধন করা,вовшахтаса
911,stecken::V,বিদ্ধ করা,чудахийта
912,brechen::V,ভাঙা,кагдан
913,klopfen::V,আঘাত করা,детта
914,hauen::V,আঘাত করা,етта
915,kleben::V,সাঁটা,тӏелато
916,reiben::V,ঘষা,хьекхо
917,streichen::V,ছড়াইয়া,тlехьакха
918,schleifen::V,ধার দেওয়া,ирдан
919,schneiden::V,কাটা,ларга
920,rütteln::V,নাড়ান,лесто
921,schütteln::V,নড়া,лесто
922,schwenken::V,দোলা,лесто
923,schütten::V,বর্ষণ করা,дотта
924,füllen::V,পরিপূর্ণ করা,дуза
925,einwickeln::V,মুড়া,хьарчо
926,tragen::V,বহন করা,дахьа
927,schleppen::V,টানা,ийзо
928,ziehen::V,টানা,озо
929,aufbewahren::V,রাখা,ӏалашдан
930,werfen::V,ছুড়া,кхосса
931,fangen::V,লোফা,леца
932,packen::V,ধরা,леца
933,verstecken::V,গোপন করা,къайладаккха
934,teilen::V,বিভক্ত করা,декъа
935,schicken::V,প্রেরণ করা,дӏадахьийта
936,bringen::V,আনা,дан
937,hinzufügen::V,একত্র করা,тӏетоха
938,bekommen::V,পাওয়া,даккха
939,erhalten::V,পাওয়া,даккха
940,nehmen::V,নেওয়া,схьаэца
941,wählen::V,বাছা,харжа
942,auswählen::V,বাছা,харжа
943,bewahren::V,বাঁচাইয়া রাখা,lалашдан
944,behindern::V,বাধা দেওয়া,новкъарло ян
945,verderben::V,নষ্ট করা,талхо
946,beschädigen::V,ক্ষতি করা,дохо
947,zerbrechen::V,ভাঙ্গিয়া যাওয়া,дохо
948,zerbrechen::V,ভাঙ্গিয়া যাওয়া,кагдан
949,zerreißen::V,ছিঁড়া,хадо
950,zerstören::V,বিনাশ করা,дохо
951,zerstören::V,বিনাশ করা,кагдан
952,verbrennen::V,দহন করা,даго
953,geben::V,দেওয়া,яла
954,reichen::V,দেওয়া,дӏадала
955,reichen::V,দেওয়া,дӏакховдо
956,schenken::V,উপহার দেত্তয়া,совгӏат дан
957,versprechen::V,প্রতিশ্রুতি দেওয়া,ваӏда дан
958,wünschen::V,আকাঙ্ক্ষা করা,лаа
959,loben::V,প্রশংসা করা,хасто
960,küssen::V,চুম্বন করা,оба яккха
961,wiegen::V,দুলানো,тахка
962,zudecken::V,ঢাকা,тӏетаса
963,wecken::V,জাগানো,самадаккха
964,zeigen::V,দেখানো,гайта
965,führen::V,পথ দেখানো,дига
966,lehren::V,শেখানো,ӏамо
967,unterrichten::V,শিক্ষা দেওয়া,хьеха
968,aufziehen::V,পালন করা,кхио
969,leiten::V,পরিচালনা করা,урхалла дан
970,antreiben::V,চালনা করা,сихдан
971,lassen::V,অনুমতি দেওয়া,-йта
972,einladen::V,নিমন্ত্রণ করা,кхайкха
973,vereinigen::V,এক করা,цхьаьнатоха
974,besuchen::V,দেখিতে যাওয়া,хьажахIотта
975,treffen::V,সন্মুখীন হওয়া,дуьхьалкхета
976,sich versammeln::V,জড়ো হওয়া,гулдан
977,spielen::V,খেলা,ловза
978,singen::V,গাওয়া,лакха
979,tanzen::V,নাচা,хелхадала
980,sich trennen::V,পৃথক করা,къаста
981,verlassen::V,পরিত্যাগ করা,дита
982,retten::V,উদ্ধার করা,кӏелхьардаккха
983,bewachen::V,পাহারা দেওয়া,ха дан
984,schützen::V,রক্ষা করা,лардан
985,verteidigen::V,রক্ষা করা,лардан
986,sich schlagen::V,লড়াই করা,етта
987,schießen::V,তীরবেগে ছোটা,детта
988,siegen::V,জেতা,тола
989,ärgern::V,বিরক্ত করা,оьгӏаздахийта
990,schlagen::V,আঘাত করা,тоха
991,treten::V,লাথি মারা,мийра тоха
992,stechen::V,দংশন করা,ӏотта
993,stechen::V,দংশন করা,къовзо
994,stoßen::V,ঠেলা,татта
995,stehlen::V,অপহরণ করা,лачкъо
996,stören::V,ঘাঁটান,новкъарло ян
997,belästigen::V,বিরক্ত করা,сагатдан
998,verbergen::V,গোপন করা,къайладаккха
999,täuschen::V,প্রবঞ্চনা করা,ӏexo
1000,betrügen::V,প্রতারণা করা,ледан
1001,töten::V,হত্যা করা,ден
1002,wohnen::V,বাস করা,даха
1003,arbeiten::V,কাজ করা,къахьега
1004,sammeln::V,সংগ্রহ করা,гулдан
1005,pflücken::V,চয়ন করা,даха
1006,jagen::V,শিকার করা,талла
1007,fischen::V,মাছ ধরা,чӏерий леца
1008,fassen::V,ধরা,лаца
1009,fassen::V,ধরা,схьалаца
1010,hüten::V,যুথভুক্ত করা,лардан
1011,treiben::V,চালনা করা,лахка
1012,anbinden::V,বন্ধন করা,дӏадехка
1013,füttern::V,ভোজন করানো,хӏума яла
1014,melken::V,দুগ্ধ দোহন করা,оза
1015,hacken::V,কাটা,
1016,gießen::V,বর্ষণ করা,хи тоха
1017,reifen::V,পাকা,хьекъа
1018,zubereiten::V,রন্ধন করা,кечъян
1019,zubereiten::V,রন্ধন করা,кхача бан
1020,kochen::V,রন্ধন করা,кхача бан
1021,backen::V,সেকা,датта
1022,braten::V,ভাজা,кхарза
1023,umrühren::V,নড়ানো,кего
1024,stricken::V,বোনা,
1025,nähen::V,সেলাই করা,тега
1026,färben::V,রঞ্জিত করা,басардан
1027,reinigen::V,পরিষ্কার করা,цӏандан
1028,waschen::V,পরিষ্কার করা,йила
1029,waschen::V,পরিষ্কার করা,йитта
1030,waschen::V,পরিষ্কার করা,дӏадайа
1031,abwischen::V,মুছা,дӏадайа
1032,spülen::V,পরিষ্কার করা,хи кхарза
1033,fegen::V,ঝাঁট দেওয়া,нуй хьакха
1034,kehren::V,ঝাঁট দেওয়া,нуй хьакха
1035,baden::V,অবগাহন করা,лийча
1036,sich waschen::V,ধোয়া,юьхь йила
1037,ausziehen::V,খুলা,духар дӏадаккха
1038,anziehen::V,গায়ে দেত্তয়া,
1039,sich anziehen::V,পোশাক পরা,духа
1040,kämmen::V,আঁচড়ানো,ехк хьакха
1041,schmücken::V,সাজান করা,хаздан
1042,sagen::V,উচ্চারণ করা,ала
1043,sprechen::V,বলা,баха
1044,sprechen::V,বলা,мотт бийца
1045,reden::V,আলাপ করা,къамел дан
1046,sich unterhalten::V,আড্ডা দেওয়া,къамел дан
1047,fragen::V,জিজ্ঞাসা করা,хатта
1048,bitten::V,প্রার্থনা করা,деха
1049,erzählen::V,বর্ণনা করা,дийца
1050,mitteilen::V,বলা,хаам бан
1051,nennen::V,নাম দেওয়া,цӏе яккха
1052,rufen::V,আমন্ত্রণ করা,кхайкха
1053,prahlen::V,বড়াই করা,куралла ян
1054,prahlen::V,বড়াই করা,дозалла дан
1055,übersetzen::V,ভাষাস্তরিত করা,гоч дан
1056,denken::V,ভাবা,ойла ян
1057,glauben::V,বিশ্বাস করা,теша
1058,bemerken::V,লক্ষ্য করা,ган
1059,erkennen::V,চিনিতে পারা,довза
1060,begreifen::V,উপলব্ধি করা,кхета
1061,verstehen::V,উপলব্ধি করা,кхета
1062,lernen::V,শেখা,деша
1063,wissen::V,জানা,хаа
1064,sich erinnern an::V,মনে করা,дагадан
1065,vergessen::V,বিস্মৃত হওয়া,дицдала
1066,messen::V,মাপা,дуста
1067,zählen::V,গণনা করা,дагардан
1068,rechnen::V,হিসাব করা,лара
1069,lesen::V,পাঠ করা,еша
1070,malen::V,আঁকা,сурт дилла
1071,zeichnen::V,ছকা,сурт дилла
1072,schreiben::V,লেখা,яздан
1073,besitzen::V,অধিকার করা,доладан
1074,kaufen::V,ক্রয় করা,эца
1075,verkaufen::V,বেচা,дохка
1076,bezahlen::V,প্রদান করা,мах бала
1077,zahlen::V,প্রদান করা,мах бала
1078,beherrschen::V,শাসন করা,собаре хила
1079,ertragen::V,বহন করা,лан
1080,ertragen::V,বহন করা,сатоха
1081,ertragen::V,বহন করা,садетта
1082,lärmen::V,,гӏовгӏаян
