,Concept_ID,cy,mn
95,Frost::N,rhew,хүйт
96,Kälte::N,oerni,хүйт
97,Kälte::N,annwyd,хүйт
98,Hitze::N,gwres,халуун
99,Raureif::N,barrug,цан
100,Raureif::N,barrug,хяруу
101,Regenbogen::N,enfys,солонго
102,Donner::N,tyrfau,тэнгэрийн дуу
103,Strömung::N,cerrynt,урсгал
104,Tropfen::N,dafn,дусал
105,Tropfen::N,diferyn,дусал
106,Schaum::N,ewyn,хөөс
107,Schmutz::N,baw,хир
108,Schmutz::N,baw,шавхай
109,Schmutz::N,budreddi,хир
110,Schmutz::N,budreddi,шавхай
111,See::N,llyn,нуур
112,Sumpf::N,cors,намаг
113,Sumpf::N,cors,балчиг
114,Moor::N,rhos,хүлрийн намаг
115,Wiese::N,dôl,нуга
116,Wald::N,coedwig,ой
117,Hügel::N,bryn,болдог
118,Anhöhe::N,bryn,гүвээ
119,Berg::N,mynydd,уул
120,Gipfel::N,copa,орой
121,Gipfel::N,copa,оргил
122,Höhle::N,ogof,агуй
123,Abhang::N,llethr,хүр
124,Quelle::N,tarddiad,булаг
125,Quelle::N,ffynhonnell,булаг
126,Bach::N,nant,горхи
127,Bach::N,afonig,горхи
128,Bach::N,cornant,горхи
129,Fluss::N,afon,гол
130,Fluss::N,afon,мөрөн
131,Ufer::N,glan,эрэг
132,Küste::N,traeth,эрэг
133,Küste::N,arfordir,эрэг
134,Festland::N,tir,хуурай газар
135,Meer::N,môr,далай
136,Meer::N,môr,тэнгис
137,Bucht::N,bae,булан
138,Bucht::N,bae,далайн тохой
139,Insel::N,ynys,арал
140,Blume::N,blodyn,цэцэг
141,Gras::N,glaswellt,өвс
142,Gras::N,glaswellt,ногоо
143,Wurzel::N,gwreiddyn,үндэс
144,Baum::N,coeden,мод
145,Stamm::N,colfen,иш
146,Stamm::N,colfen,гуалин
147,Stamm::N,boncyff,иш
148,Stamm::N,boncyff,гуалин
149,Rinde::N,rhisgl,холтос
150,Ast::N,cangen,гишүү
151,Zweig::N,cainc,салаа
152,Zweig::N,cangen,салаа
153,Blatt::N,deilen,навч
154,Birke::N,bedwen,хус
155,Kiefer[Baum]::N,pinwydden,нарс
156,Weide[Baum]::N,helygen,уд
157,Weide[Baum]::N,helygen,бургас
158,Tanne::N,ffynidwydden,гачуур
159,Horn::N,corn,эвэр
160,Feder::N,plufyn,өд
161,Fell::N,ffwr,арьс
162,Flügel::N,adain,жигүүр
163,Flügel::N,adain,далавч
164,Klaue::N,crafanc,савар
165,Klaue::N,crafanc,хумс
166,Kralle::N,ewin,савар
167,Schwanz::N,cwt,сүүл
168,Schwanz::N,cynffon,сүүл
169,Ei::N,wy,өндөг
170,Nest::N,nyth,үүр
171,Bau::N,ffau,нүх
172,Bau::N,ffau,элүү
173,Tier::N,anifail,амьтан
174,Tier::N,anifail,адгуус
175,Herde::N,praidd,сүрэг
176,Herde::N,diadell,сүрэг
177,Kuh::N,buwch,үнээ
178,Bulle::N,tarw,бух
179,Pferd::N,ceffyl,морь
180,Pferd::N,ceffyl,адуу
181,Schaf::N,dafad,хонь
182,Schwein::N,mochyn,гахай
183,Hund::N,ci,нохой
184,Katze::N,cath,муур
185,Katze::N,cath,мигуй
186,Bär::N,arth,баавгай
187,Eichhörnchen::N,gwiwer,хэрэм
188,Elch::N,elc,хандгай
189,Fuchs::N,cadno,үнэг
190,Hase::N,ysgyfarnog,туулай
191,Maus::N,llygoden,хулгана
192,Wolf::N,blaidd,чоно
193,Vogel::N,aderyn,шувуу
194,Schwarm::N,haid,сүрэг
195,Huhn::N,cyw,тахиа
196,Hahn::N,ceiliog,эр тахиа
197,Gans::N,gŵydd,галуу
198,Adler::N,eryr,бүргэд
199,Ente::N,hwyad,нугас
200,Eule::N,tylluan,ууль
201,Kranich::N,garan,тогоруу
202,Kranich::N,crychydd,тогоруу
203,Krähe::N,brân,хэрээ
204,Kuckuck::N,cog,хөхөө
205,Kuckuck::N,cwcw,хөхөө
206,Schwan::N,alarch,хун
207,Fisch::N,pysgod,загас
208,Barsch::N,draenog,алгана
209,Hecht::N,penhwyad,цурхай
210,Schlange[Tier]::N,neidr,могой
211,Wurm::N,abwydyn,өт
212,Wurm::N,abwydyn,хорхой
213,Wurm::N,pryf genwair,өт
214,Wurm::N,pryf genwair,хорхой
215,Spinne::N,cor,аалз
216,Spinne::N,pryf copyn,аалз
217,Ameise::N,morgrugyn,шоргоолж
218,Laus::N,lleuen,бөөс
219,Mücke::N,gwybedyn,шумуул
220,Fliege::N,cleren,ялаа
221,Schmetterling::N,glöyn byw,эрвээхэй
222,Schmetterling::N,iâr fach yr haf,эрвээхэй
223,Beere::N,aeronen,жимсгэнэ
224,Apfel::N,afal,алим
225,Pilz::N,madarch,мөөг
226,Zwiebel::N,nionyn,сонгино
227,Zwiebel::N,winwnsyn,сонгино
228,Saat::N,had,тариа
229,Korn::N,grawn,үр
230,Korn::N,grawn,мөхлөг
231,Heu::N,gwair,өвс
232,Schale::N,croen,хальс
233,Schale::N,plisgyn,хальс
234,Grube::N,pwll,алам
235,Grube::N,pwll,нүх
236,Grube::N,pydew,алам
237,Grube::N,pydew,нүх
238,Falle::N,magl,хавх
239,Falle::N,magl,занга
240,Schlinge::N,cwlwm rhedeg,урхи
241,Spur::N,ôl,мөр
242,Asche::N,lludw,үнс
243,Dreck::N,baw,хир
244,Dreck::N,budreddi,хир
245,Eisen::N,haearn,төмөр
246,Gold::N,aur,алт
247,Silber::N,arian,мөнгө
248,Kohle::N,glo,нүүрс
249,Glas::N,gwydr,шил
250,Lehm::N,clai,шавар
251,Sand::N,tywod,элс
252,Mensch::N,dyn,хүн
253,Mann::N,dyn,эр
254,Mann::N,dyn,эрэгтэй
255,Frau::N,merch,эмэгтэй
256,Frau::N,merch,хатагтай
257,Frau::N,gwraig,эмэгтэй
258,Frau::N,gwraig,хатагтай
259,Kind::N,plentyn,хүүхэд
260,Junge::N,hogyn,хүү
261,Junge::N,bachgen,хүү
262,Mädchen::N,merch,охин
263,Mädchen::N,merch,бүсгүй
264,Mädchen::N,geneth,охин
265,Mädchen::N,geneth,бүсгүй
266,Familie::N,teulu,айл
267,Familie::N,tylwyth,айл
268,Großvater::N,taid,өвгөн аав
269,Großvater::N,tad-cu,өвгөн аав
270,Großmutter::N,nain,эмэг эх
271,Großmutter::N,nain,эмгээ
272,Großmutter::N,mam-gu,эмэг эх
273,Großmutter::N,mam-gu,эмгээ
274,Eltern::N,rhieni,эцэг эх
275,Vater::N,tad,аав
276,Vater::N,tad,эцэг
277,Mutter::N,mam,эх
278,Mutter::N,mam,ээж
279,Sohn::N,mab,хүү
280,Tochter::N,merch,охин
281,Bruder::N,brawd,ах
282,Bruder::N,brawd,дүү
283,Schwester::N,chwaer,эгч
284,Schwester::N,chwaer,охин дүү
285,Onkel::N,ewythr,авга ах
286,Onkel::N,ewythr,нагац ах
287,Tante::N,modryb,авга эгч
288,Tante::N,modryb,нагац эгч
289,Ehemann::N,gŵr,нөхөр
290,Ehefrau::N,gwraig,эхнэр
291,Ehefrau::N,gwraig,гэргий
292,Freude::N,gorfoledd,баяр
293,Freude::N,gorfoledd,баясгалан
294,Gelächter::N,chwerthin,инээдэм
295,Glück::N,hapusrwydd,жаргалан
296,Kummer::N,galar,гаслан
297,Wunsch::N,dymuniad,ерөөл
298,Lust::N,chwant,дур
299,Lust::N,chwant,хүсэл
300,Geist::N,ysbryd,оюун
301,Gedanke::N,meddwl,сэтгэл
302,Gedächtnis::N,cof,ой
303,Gedächtnis::N,cof,цээж
304,Verstand::N,meddwl,ухаан
305,Sinn::N,ystyr,утга
306,Grund::N,achos,учир
307,Grund::N,rheswm,учир
308,Wahrheit::N,gwir,үнэн
309,Wahrheit::N,gwirionedd,үнэн
310,Gespräch::N,sgwrs,яриа
311,Märchen::N,chwedl werin,явган үлгэр
312,Erzählung::N,stori,тууж
313,Nachricht::N,neges,мэдээ
314,Neuigkeit::N,newydd,сонин
315,Name::N,enw,нэр
316,Rätsel::N,pos,оньсого
317,Rede::N,araith,хэлсэн үг
318,Sprache::N,iaith,хэл
319,Stimme::N,llais,дуу
320,Wort::N,gair,үг
321,Zeichen::N,arwydd,тамга
322,Zeichen::N,arwydd,тэмдэг
323,Ruf::N,galwad,дуудлага
324,Lärm::N,trwst,шуугиан
325,Lärm::N,trwst,чимээ
326,Laut::N,sain,анир
327,Laut::N,sain,дуу
328,Ton::N,tôn,авиа
329,Ton::N,tôn,аялгуу
330,Lied::N,cân,дуу
331,Ruhe::N,tawelwch,энх
332,Ruhe::N,tawelwch,тайван
333,Leute::N,pobl,хүмүүс
334,Volk::N,pobl,улс
335,Arbeit::N,gwaith,ажил
336,Arbeit::N,gwaith,хөдөлмөр
337,Gast::N,gwestai,зочин
338,Gast::N,gwestai,айлчин
339,Geschenk::N,rhodd,бэлэг
340,Geschenk::N,anrheg,бэлэг
341,Spiel::N,chwarae,наадам
342,Spiel::N,chwarae,тоглоом
343,Gesellschaft::N,cwmni,хамт байх
344,Hilfe::N,cymorth,тусламж
345,Freund::N,cyfaill,найз
346,Freund::N,cyfaill,нөхөр
347,Kamerad::N,cydymaith,хань
348,Kamerad::N,cydymaith,нөхөр
349,Angelegenheit::N,pwnc,хэрэг
350,Anzahl::N,cyfrif,тоо
351,Art::N,bath,төрөл
352,Art::N,bath,янз
353,Stück::N,darn,хэсэг
354,Teil::N,rhan,хувь
355,Teil::N,rhan,хэсэг
356,Hälfte::N,hanner,хагас
357,Kreis::N,cylch,тойрог
358,Kreis::N,cylch,хүрээ
359,Kreuz::N,croes,загалмай
360,Linie::N,llinell,шугам
361,Strich::N,strôc,зураас
362,Strich::N,trawiad,зураас
363,Abstand::N,bwlch,зай
364,Abstand::N,pellter,зай
365,Entfernung::N,pellter,зай
366,Entfernung::N,pellter,хол ойр
367,Gegend::N,cylch,хавь
368,Gegend::N,cylch,газар
369,Platz::N,lle,зай
370,Platz::N,lle,завсар
371,Ort::N,lle,газар
372,Ort::N,lle,байр
373,Seite::N,ochr,тал
374,Seite::N,ochr,этгээд
375,Mitte::N,canol,төв
376,Mitte::N,canol,дунд
377,Gegenstand::N,eitem,юм
378,Sache::N,peth,үйл
379,Sache::N,peth,хэрэг
380,Rand::N,cwr,зах
381,Rand::N,cwr,хөвөө
382,Rand::N,ymyl,зах
383,Rand::N,ymyl,хөвөө
384,Kante::N,min,ирмэг
385,Kante::N,ymyl,ирмэг
386,Ecke::N,cornel,өнцөг
387,Spitze::N,blaen,үзүүр
388,Ende::N,pen,зах
389,Ende::N,pen,үзүүр
390,Loch::N,twll,цоорхой
391,Loch::N,twll,онгорхой
392,Winkel::N,congl,өнцөг
393,Muster::N,patrwm,хээ
394,Muster::N,patrwm,угалз
395,Größe::N,maint,хэмжээ
396,Größe::N,maintioli,хэмжээ
397,Länge::N,hyd,урт
398,Höhe::N,uchder,өндөр
399,Gewicht::N,pwysau,жин
400,Menge::N,swm,тоо
401,Menge::N,maint,тоо
402,Haufen::N,pentwr,бөөн
403,Reihe::N,rhes,эгнээ
404,Boot::N,cwch,завь
405,Ruder::N,rhwyf,сэлүүр
406,Schlitten::N,sled,чарга
407,Schlitten::N,car llusg,чарга
408,Ski::N,sgi,цана
409,Lagerfeuer::N,coelcerth,түүдэг
410,Last::N,llwyth,ачаа
411,Gang::N,tro,явдал
412,Schritt::N,cam,алхам
413,Norden::N,gogledd,умар
414,Süden::N,de,урд
415,Süden::N,de,өмнө
416,Westen::N,gorllewin,өрнө
417,Westen::N,gorllewin,баруун
418,Osten::N,dwyrain,зүүн
419,Osten::N,dwyrain,дорно
420,Holz::N,pren,мод
421,Brett::N,bwrdd,банз
422,Brett::N,astell,банз
423,Platte::N,llech,хавтан
424,Stütze::N,ateg,тулгуур
425,Stütze::N,ateg,тулга
426,Stütze::N,cynhalydd,тулгуур
427,Stütze::N,cynhalydd,тулга
428,Stange::N,polyn,сургааг
429,Stock::N,ffon,саваа
430,Stock::N,brigyn,саваа
431,Stab::N,ffon,таяг
432,Rohr::N,pibell,хоолой
433,Haus::N,tŷ,гэр
434,Haus::N,tŷ,байшин
435,Heim::N,cartref,гэр
436,Ofen::N,stof,зуух
437,Ofen::N,stof,пийшин
438,Fußboden::N,llawr,шал
439,Tisch::N,bwrdd,ширээ
440,Stuhl::N,cadair,сандал
441,Wiege::N,crud,өлгий
442,Bett::N,gwely,ор
443,Regal::N,silff,тавиур
444,Kiste::N,bocs,авдар
445,Kiste::N,bocs,хайрцаг
446,Kiste::N,blwch,авдар
447,Kiste::N,blwch,хайрцаг
448,Fenster::N,ffenestr,гэгээвч
449,Tür::N,drws,үүд
450,Tür::N,drws,хаалга
451,Tor::N,porth,хаалга
452,Zaun::N,ffens,хашаа
453,Dach::N,to,дээвэр
454,Leiter::N,ysgol,шат
455,Besen::N,ysgub,хамуур
456,Besen::N,ysgub,туужуу
457,Spaten::N,rhaw,хүрз
458,Schaufel::N,rhaw,хүрз
459,Gabel::N,fforc,сэрээ
460,Löffel::N,llwy,халбага
461,Messer::N,cyllell,хутга
462,Nagel::N,hoel,хадаас
463,Netz::N,gwe,өөш
464,Netz::N,gwe,тор
465,Netz::N,rhwyd,өөш
466,Netz::N,rhwyd,тор
467,Haken::N,bach,гох
468,Griff::N,carn,иш
469,Griff::N,carn,сэнж
470,Schloss::N,clo,цуурга
471,Schloss::N,clo,цоож
472,Bild::N,llun,зураг
473,Bild::N,pictiwr,зураг
474,Figur::N,ffigur,баримал
475,Puppe::N,dol,хүүхэлдэй
476,Beutel::N,cwd,агсаа
477,Beutel::N,cwd,уут
478,Bündel::N,bwndel,боодол
479,Bündel::N,coflaid,боодол
480,Tasche::N,cod,цүнх
481,Eimer::N,bwced,хөнөг
482,Eimer::N,bwced,хувин
483,Eimer::N,cunnog,хөнөг
484,Eimer::N,cunnog,хувин
485,Deckel::N,caead,таг
486,Deckel::N,caead,хавхаг
487,Geschirr::N,llestri,сав суулга
488,Sack::N,sach,шуудай
489,Tasse::N,cwpan,аяга
490,Topf::N,pot,тогоо
491,Topf::N,crochan,тогоо
492,Kessel::N,tegell,тогоо
493,Essen::N,pryd o fwyd,идээ
494,Nahrung::N,bwyd,хүнс
495,Speise::N,saig,идээ
496,Fleisch::N,cig,мах
497,Getreide::N,ŷd,будаа
498,Getreide::N,llafur,будаа
499,Brei::N,uwd,богшмол
500,Brei::N,uwd,будаа
501,Brot::N,bara,талх
502,Scheibe::N,tafell,зүсэм
503,Scheibe::N,tafell,хэрчим
504,Fett::N,saim,өөх
505,Fett::N,braster,өөх
506,Butter::N,ymenyn,тос
507,Öl::N,olew,тос
508,Salz::N,halen,давс
509,Suppe::N,cawl,шөл
510,Honig::N,mêl,бал
511,Milch::N,llaeth,сүү
512,Milch::N,llefrith,сүү
513,Tee::N,te,цай
514,Leder::N,lledr,арьс
515,Leder::N,lledr,савхи
516,Wolle::N,gwlân,ноос
517,Wolle::N,gwlân,унгас
518,Stoff::N,lliain,бөс
519,Stoff::N,brethyn,бөс
520,Nadel::N,nodwydd,зүү
521,Faden::N,edau,боолт
522,Faden::N,edau,утас
523,Faden::N,edefyn,боолт
524,Faden::N,edefyn,утас
525,Knopf::N,botwm,товч
526,Knoten::N,cwlwm,зангилаа
527,Farbe::N,paent,будаг
528,Kleidung::N,dillad,хувцас
529,Kleidung::N,gwisgoedd,хувцас
530,Hemd::N,crys,цамц
531,Kragen::N,coler,зах заам
532,Ärmel::N,llawes,ханцуй
533,Hose::N,trowsus,өмд
534,Gürtel::N,gwregys,бүс
535,Mütze::N,cap,малгай
536,Mütze::N,cap,бүрх
537,Schuh::N,esgid,туфли
538,Stiefel::N,botasen,гутал
539,Ring::N,modrwy,бөгж
540,Band::N,rhuban,тууз
541,Kamm::N,crib,сам
542,Spiegel::N,drych,толь
543,Riemen::N,strap,тасам
544,Riemen::N,strap,сур
545,Schnur::N,llinyn,татлага
546,Leine::N,tennyn,оосор
547,Decke::N,blanced,хөнжил
548,Decke::N,blanced,хучлага
549,Decke::N,gwrthban,хөнжил
550,Decke::N,gwrthban,хучлага
551,Kissen::N,clustog,дэр
552,Kissen::N,gobennydd,дэр
553,Tuch::N,sgarff,алчуур
554,Tuch::N,sgarff,даавуу
555,Handtuch::N,tywel,алчуур
556,Handtuch::N,lliain sychu,алчуур
557,Kraft::N,grym,чадал
558,Kraft::N,grym,хүч
559,Stärke::N,nerth,эрч
560,Stärke::N,nerth,тэнхээ
561,Stärke::N,cryfder,эрч
562,Stärke::N,cryfder,тэнхээ
563,Gesundheit::N,iechyd,бие
564,Gesundheit::N,iechyd,эрүүл мэнд
565,Krankheit::N,afiechyd,эмгэг
566,Krankheit::N,anhwylder,эмгэг
567,Schmerz::N,poen,өвчин
568,Schmerz::N,gwayw,өвчин
569,Wunde::N,clwyf,шарх
570,Fieber::N,twymyn,халуун
571,Arznei::N,meddyginiaeth,эм
572,Brücke::N,pont,гүүр
573,Brunnen::N,ffynnon,худаг
574,Weide::N,porfa,бэлчээр
575,Pfad::N,llwybr,жим
576,Pfad::N,llwybr,зөрөг
577,Weg::N,ffordd,зам
578,Weg::N,ffordd,харгуй
579,Straße::N,heol,зам
580,Straße::N,heol,харгуй
581,Straße::N,ffordd,зам
582,Straße::N,ffordd,харгуй
583,Dorf::N,pentref,тосгон
584,Dorf::N,pentref,гацаа
585,Stadt::N,tref,хот
586,Brief::N,llythyr,захидал
587,Brief::N,llythyr,захиа
588,Buch::N,llyfr,ном
589,Buch::N,llyfr,бичиг
590,Buchstabe::N,llythyren,үсэг
591,Zeitung::N,papur newydd,сонин
592,Leben::N,bywyd,амь
593,Leben::N,bywyd,амьдрал
594,Tod::N,marwolaeth,үхэл
595,Grab::N,bedd,булш
596,Kirche::N,eglwys,сүм
597,Sünde::N,pechod,нүгэл
598,Sünde::N,pechod,хилэнц
599,Gott::N,duw,бурхан
600,Arbeiter::N,gweithiwr,ажилчин
601,Arbeiter::N,gweithiwr,хөдөлмөрчин
602,Chef::N,pennaeth,дарга
603,Meister::N,meistr,дархан
604,Arzt::N,meddyg,эмч
605,Lehrer::N,athro,багш
606,Geld::N,pres,цаас
607,Geld::N,pres,мөнгө
608,Geld::N,arian,цаас
609,Geld::N,arian,мөнгө
610,Geschäft::N,busnes,наймаа
611,Laden::N,siop,дэлгүүр
612,Preis::N,pris,үнэ
613,Ware::N,nwydd,таваар
614,Ware::N,nwydd,бараа
615,Nutzen::N,elw,ашиг
616,Nutzen::N,budd,ашиг
617,Reichtum::N,cyfoeth,баялаг
618,Welt::N,byd,дэлхий
619,Welt::N,byd,орчлон
620,Land::N,gwlad,улс
621,Land::N,gwlad,орон
622,Staat::N,gwladwriaeth,төр
623,Staat::N,gwladwriaeth,гүрэн
624,König::N,brenin,ван
625,Macht::N,grym,засаг
626,Macht::N,awdurdod,засаг
627,Grenze::N,ffin,хил
628,Grenze::N,goror,хил
629,Krieg::N,rhyfel,дайн
630,Feind::N,gelyn,дайсан
631,Gewalt::N,ffyrnigrwydd,хүчирхэх
632,Kampf::N,brwydr,тэмцэл
633,Kampf::N,brwydr,байлдаан
634,Bogen[Waffe]::N,bwa,нум
635,Pfeil::N,saeth,годил
636,Pfeil::N,saeth,сум
637,Gewehr::N,dryll,буу
638,Fehler::N,gwall,эндэл
639,Fehler::N,gwall,алдаа
640,Fehler::N,camgymeriad,эндэл
641,Fehler::N,camgymeriad,алдаа
642,Lüge::N,celwydd,худал
643,Lüge::N,anwiredd,худал
644,Schaden::N,niwed,хор
645,Schaden::N,niwed,хөнөөл
646,Schaden::N,difrod,хор
647,Schaden::N,difrod,хөнөөл
648,Unglück::N,anffawd,гай
649,Unglück::N,anffawd,гамшиг
650,Schuld::N,bai,гэм
651,Schuld::N,bai,буруу
652,Alter::N,oed,нас
653,Schluss::N,diwedd,эцэс
654,Schluss::N,diwedd,төгсгөл
655,Zeit::N,amser,цаг
656,Tag::N,dydd,өдөр
657,Tag::N,diwrnod,өдөр
658,Morgen::N,bore,өглөө
659,Mittag::N,nawn,үд
660,Abend::N,noswaith,үдэш
661,Nacht::N,nos,шөнө
662,Woche::N,wythnos,долоо хоног
663,Monat::N,mis,сар
664,Jahr::N,blwyddyn,жил
665,Frühling::N,gwanwyn,хавар
666,Sommer::N,haf,зун
667,Herbst::N,hydref,намар
668,Winter::N,gaeaf,өвөл
669,Januar::N,Ionawr,нэгдүгээр сар
670,Februar::N,Chwefror,хоёрдугаар сар
671,März::N,Mawrth,гуравдугаар сар
672,April::N,Ebrill,дөрөвдүгээр сар
673,Mai::N,Mai,тавдугаар сар
674,Juni::N,Mehefin,зургаадугаар сар
675,Juli::N,Gorffennaf,долдугаар сар
676,August::N,Awst,наймдугаар сар
677,September::N,Medi,есдүгээр сар
678,Oktober::N,Hydref,аравдугаар сар
679,November::N,Tachwedd,арван нэгдүгээр сар
680,Dezember::N,Rhagfyr,арван хоёрдугаар сар
681,Montag::N,dydd Llun,даваа
682,Dienstag::N,dydd Mawrth,мягмар
683,Mittwoch::N,dydd Mercher,лхагва
684,Donnerstag::N,dydd Iau,пүрэв
685,Freitag::N,dydd Gwener,баасан
686,Samstag::N,dydd Sadwrn,бямба
687,Sonntag::N,dydd Sul,ням
688,groß::A,mawr,их
689,groß::A,mawr,том
690,klein::A,bach,бага
691,klein::A,bach,жаахан
692,lang::A,hir,урт
693,kurz::A,byr,охор
694,kurz::A,byr,богино
695,kurz::A,cwta,охор
696,kurz::A,cwta,богино
697,breit::A,llydan,өргөн
698,schmal::A,cul,уйтан
699,schmal::A,cul,нарийн
700,dicht::A,dwys,нягт
701,dicht::A,dwys,чигжүү
702,dick[Gegenstand]::A,trwchus,зузаан
703,dünn::A,tenau,нимгэн
704,fein::A,main,нарийн
705,fest::A,cadarn,бөх
706,fest::A,cadarn,хатуу
707,flach::A,gwastad,хавтгай
708,glatt::A,llyfn,цагаан
709,hart::A,caled,хатуу
710,weich::A,meddal,зөөлөн
711,rund::A,crwn,дугуй
712,rund::A,crwn,дугариг
713,spitz::A,pigfain,шовх
714,spitz::A,pigfain,шовгор
715,scharf::A,miniog,хурц
716,scharf::A,miniog,иртэй
717,stumpf::A,pŵl,мохоо
718,schwer::A,trwm,хүнд
719,schön::A,teg,гуа
720,schön::A,teg,сайхан
721,schön::A,hardd,гуа
722,schön::A,hardd,сайхан
723,schön::A,prydferth,гуа
724,schön::A,prydferth,сайхан
725,heiß::A,poeth,халуун
726,warm::A,twym,дулаан
727,warm::A,cynnes,дулаан
728,kalt::A,oer,хүйтэн
729,kühl::A,oeraidd,сэрүүн
730,frisch::A,iach,эрүүл
731,frisch::A,iach,жихүүн
732,feucht::A,llaith,чийгтэй
733,nass::A,gwlyb,нойтон
734,trocken::A,sych,хатсан
735,voll::A,llawn,дүүрэн
736,leer::A,gwag,хоосон
737,offen::A,agored,онгорхой
738,geschlossen::A,caead,битүү
739,geschlossen::A,caead,хаалтай
740,geschlossen::A,caeëdig,битүү
741,geschlossen::A,caeëdig,хаалтай
742,sauber::A,glân,цэвэр
743,sauber::A,glân,хиргүй
744,schmutzig::A,budr,бохир
745,schmutzig::A,budr,хиртэй
746,schmutzig::A,brwnt,бохир
747,schmutzig::A,brwnt,хиртэй
748,roh::A,amrwd,түүхий
749,reif::A,aeddfed,болсон
750,lecker::A,blasus,амттай
751,lecker::A,danteithiol,амттай
752,süß::A,melys,амттай
753,süß::A,melys,чихэрлэг
754,bitter::A,chwerw,гашуун
755,sauer::A,sur,эсгэлэн
756,hell::A,disglair,гэгээн
757,hell::A,disglair,гэрэлтэй
758,dunkel::A,tywyll,бараан
759,dunkel::A,tywyll,харанхуй
760,schwarz::A,du,хар
761,weiß::A,gwyn,цагаан
762,rot::A,coch,улаан
763,gelb::A,melyn,шар
764,blau::A,glas,хөх
765,blau::A,glas,цэнхэр
766,grün::A,gwyrdd,ногоон
767,grau::A,llwyd,орог
768,grau::A,llwyd,саарал
769,bunt::A,lliwgar,эрээн
770,billig::A,rhad,хямд
771,teuer::A,drud,үнэтэй
772,wertvoll::A,gwerthfawr,үнэт
773,blind::A,dall,сохор
774,taub::A,byddar,чих хатуу
775,kräftig::A,nerthol,чийрэг
776,kräftig::A,grymus,чийрэг
777,stark::A,cryf,хүчтэй
778,stark::A,cryf,чадалтай
779,stark::A,cadarn,хүчтэй
780,stark::A,cadarn,чадалтай
781,schwach::A,gwan,сул
782,fett::A,tew,тарган
783,fett::A,tew,голигор
784,schlank::A,main,голшиг
