,Concept_ID,mhr,tr
94,Kälte::N,йӱ́штӧ,soğukluk
95,Hitze::N,шо́кшо,sıcaklık
96,Raureif::N,пӧрш,kırç
97,Raureif::N,по́кшым,kırç
98,Regenbogen::N,шонанпы́л,gökkuşağı
99,Donner::N,кӱ́дырчӧ,gök gürlemesi
100,Strömung::N,йо́гын,akıntı
101,Strömung::N,йо́гын,cereyan
102,Tropfen::N,чӱча́лтыш,damla
103,Schaum::N,шоҥ,köpük
104,Schmutz::N,лавыра́,çamur
105,Schmutz::N,лавыра́,pislik
106,See::N,ер,göl
107,Sumpf::N,лӱ́кӧ,batak
108,Moor::N,куп,cılgıt
109,Wiese::N,о́лык,çimen
110,Wald::N,чодыра́,koru
111,Wald::N,чодыра́,orman
112,Hügel::N,арка́,tepe
113,Anhöhe::N,тӧва́,tümsek
114,Anhöhe::N,тӧва́,yükseklik
115,Anhöhe::N,кӱкшака́,tümsek
116,Anhöhe::N,кӱкшака́,yükseklik
117,Berg::N,ку́рык,dağ
118,Gipfel::N,чаҥга́,zirve
119,Gipfel::N,курыкву́й,zirve
120,Höhle::N,пеще́р,in
121,Höhle::N,пеще́р,mağara
122,Höhle::N,курыкпо́мыш,in
123,Höhle::N,курыкпо́мыш,mağara
124,Abhang::N,та́йыл,bayır
125,Quelle::N,важ,pınar
126,Quelle::N,важ,kaynak
127,Quelle::N,вӱдшинча́,pınar
128,Quelle::N,вӱдшинча́,kaynak
129,Bach::N,изэҥе́р,çay
130,Bach::N,изэҥе́р,dere
131,Fluss::N,эҥе́р,nehir
132,Ufer::N,сер,kıyı
133,Ufer::N,сер,sahil
134,Küste::N,вӱдтӱ́р,kıyı
135,Küste::N,вӱдтӱ́р,sahil
136,Festland::N,мла́нде,kara
137,Meer::N,те́ҥыз,deniz
138,Bucht::N,икса́,koy
139,Bucht::N,икса́,körfez
140,Insel::N,отро́,ada
141,Blume::N,пеле́дыш,çiçek
142,Gras::N,шу́до,ot
143,Gras::N,шу́до,çim
144,Wurzel::N,вож,kök
145,Baum::N,пуше́ҥге,ağaç
146,Stamm::N,йы́тыр,gövde
147,Rinde::N,шӱм,kabuk
148,Ast::N,укш,dal
149,Ast::N,укш,budak
150,Zweig::N,торма́к,dal
151,Blatt::N,лышта́ш,yaprak
152,Birke::N,куэ́,huş
153,Kiefer[Baum]::N,пӱ́нчӧ,çam
154,Weide[Baum]::N,уа́,söğüt
155,Tanne::N,кож,çam
156,Tanne::N,кож,köknar
157,Horn::N,шур,boynuz
158,Feder::N,пы́стыл,tüy
159,Fell::N,кова́ште,post
160,Flügel::N,шу́лдыр,kanat
161,Klaue::N,кӱч,pençe
162,Kralle::N,ла́па,tırnak
163,Kralle::N,копа́,tırnak
164,Schwanz::N,поч,kuyruk
165,Ei::N,му́но,yumurta
166,Nest::N,пыжа́ш,yuva
167,Bau::N,пыжа́ш,in
168,Tier::N,я́нлык,hayvan
169,Tier::N,живо́тный,hayvan
170,Herde::N,кӱ́тӱ,sürü
171,Herde::N,тӱшка́,sürü
172,Kuh::N,ушка́л,inek
173,Bulle::N,ӱ́шкыж,boğa
174,Pferd::N,и́мне,at
175,Pferd::N,и́мне,beygir
176,Schaf::N,шо́рык,koyun
177,Schwein::N,сӧсна́,domuz
178,Hund::N,пий,it
179,Hund::N,пий,köpek
180,Katze::N,пы́рыс,kedi
181,Bär::N,маска́,ayı
182,Eichhörnchen::N,ур,sincap
183,Elch::N,шо́рдо,büyük kuzey geyiği
184,Fuchs::N,ры́выж,tilki
185,Hase::N,мера́ҥ,tavşan
186,Maus::N,коля́,fare
187,Maus::N,коля́,sıçan
188,Wolf::N,пи́ре,kurt
189,Vogel::N,ка́йык,kuş
190,Schwarm::N,каша́к,sürü
191,Huhn::N,чы́ве,tavuk
192,Hahn::N,агыта́н,horoz
193,Gans::N,ко́мбо,kaz
194,Adler::N,карагу́ш,kartal
195,Adler::N,карагу́ш,karakuş
196,Ente::N,лу́до,ördek
197,Eule::N,тумна́,baykuş
198,Kranich::N,турня́,turna
199,Krähe::N,кора́к,karga
200,Kuckuck::N,куку́,guguk
201,Schwan::N,йӱ́ксӧ,kuğu
202,Fisch::N,кол,balık
203,Barsch::N,ола́ҥге,hani
204,Barsch::N,ола́ҥге,levrek
205,Hecht::N,нуж,turnabalığı
206,Hecht::N,чорта́н,turnabalığı
207,Schlange[Tier]::N,ки́шке,yılan
208,Wurm::N,шукш,kurt
209,Wurm::N,шукш,solucan
210,Spinne::N,эҥыре́мыш,örümcek
211,Ameise::N,ку́тко,karınca
212,Laus::N,тий,bit
213,Mücke::N,шыҥа́,sivrisinek
214,Fliege::N,ка́рме,sinek
215,Schmetterling::N,лы́ве,kelebek
216,Beere::N,мӧр,tane
217,Apfel::N,олма́,elma
218,Pilz::N,по́ҥго,mantar
219,Zwiebel::N,шога́н,soğan
220,Saat::N,нӧ́шмӧ,ekin
221,Saat::N,туш,ekin
222,Korn::N,шу́рно,tane
223,Heu::N,шу́до,kuru ot
224,Schale::N,шӱм,kabuk
225,Grube::N,выне́м,çukur
226,Falle::N,лӧ́дӧ,tuzak
227,Schlinge::N,о́птыш,ilmik
228,Schlinge::N,шӧрга́лтыш,ilmik
229,Spur::N,кыша́,iz
230,Asche::N,ло́мыж,kül
231,Dreck::N,лавыра́,pislik
232,Eisen::N,кӱ́ртньӧ,demir
233,Gold::N,шӧ́ртньӧ,altın
234,Silber::N,ший,gümüş
235,Kohle::N,мландышӱ́й,kömür
236,Glas::N,янда́,cam
237,Lehm::N,шун,balçık
238,Sand::N,ошма́,kum
239,Mensch::N,еҥ,insan
240,Mensch::N,айде́ме,insan
241,Mann::N,пӧръе́ҥ,adam
242,Mann::N,пӧръе́ҥ,erkek
243,Frau::N,ӱдырама́ш,bayan
244,Kind::N,аза́,çocuk
245,Junge::N,рве́зе,erkek çocuk
246,Mädchen::N,ӱдыра́ш,kız
247,Familie::N,еш,aile
248,Großvater::N,коча́,dede
249,Großvater::N,коча́,büyükbaba
250,Großmutter::N,кова́,nine
251,Großmutter::N,кова́,büyükanne
252,Eltern::N,ача́-ава́,ebeveyn
253,Eltern::N,ача́-ава́,ana baba
254,Vater::N,ача́,ata
255,Vater::N,ача́,baba
256,Mutter::N,ава́,ana
257,Mutter::N,ава́,anne
258,Sohn::N,э́рге,oğul
259,Tochter::N,ӱ́дыр,kız
260,Tochter::N,ӱ́дыр,kız evlât
261,Bruder::N,иза́,abi
262,Bruder::N,иза́,erkek kardeş
263,Bruder::N,шо́льо,abi
264,Bruder::N,шо́льо,erkek kardeş
265,Schwester::N,ака́,abla
266,Schwester::N,ака́,kız kardeş
267,Onkel::N,иза́,dayı
268,Tante::N,кока́,hala
269,Tante::N,кока́,teyze
270,Ehemann::N,мари́й,koca
271,Ehefrau::N,ва́те,karı
272,Freude::N,куа́н,neşe
273,Freude::N,куа́н,sevinç
274,Freude::N,куаныма́ш,neşe
275,Freude::N,куаныма́ш,sevinç
276,Gelächter::N,во́штылтыш,gülme
277,Gelächter::N,во́штылтыш,kahkaha
278,Glück::N,пиа́л,mutluluk
279,Kummer::N,о́йго,dert
280,Kummer::N,о́йго,keder
281,Wunsch::N,ку́мыл,arzu
282,Wunsch::N,ку́мыл,istek
283,Lust::N,ку́мыл,arzu
284,Lust::N,ку́мыл,heves
285,Geist::N,ӧрт,tin
286,Geist::N,чон,tin
287,Gedanke::N,ой,fikir
288,Gedanke::N,ой,düşünce
289,Gedanke::N,шоныма́ш,fikir
290,Gedanke::N,шоныма́ш,düşünce
291,Gedächtnis::N,шарныма́ш,bellek
292,Verstand::N,уш,zekâ
293,Sinn::N,смысл,anlam
294,Grund::N,ама́л,sebep
295,Wahrheit::N,чын,doğruluk
296,Wahrheit::N,чын,gerçeklik
297,Gespräch::N,мутланыма́ш,görüşme
298,Märchen::N,йома́к,masal
299,Erzählung::N,ойлыма́ш,öykü
300,Erzählung::N,ойлыма́ш,hikâye
301,Nachricht::N,увертарыма́ш,haber
302,Neuigkeit::N,уве́р,haber
303,Name::N,лӱм,ad
304,Name::N,лӱм,isim
305,Rätsel::N,ту́што,bilmece
306,Rede::N,ойлыма́ш,söylev
307,Rede::N,ойлыма́ш,konuşma
308,Sprache::N,йы́лме,dil
309,Sprache::N,йы́лме,lisan
310,Stimme::N,йӱк,ses
311,Wort::N,ой,kelime
312,Wort::N,мут,kelime
313,Zeichen::N,ти́ште,işaret
314,Zeichen::N,знак,işaret
315,Ruf::N,ӱжма́ш,çağırma
316,Lärm::N,лӱшкыма́ш,şamata
317,Lärm::N,лӱшкыма́ш,gürültü
318,Lärm::N,йӱк-йӱа́н,şamata
319,Lärm::N,йӱк-йӱа́н,gürültü
320,Laut::N,йӱк,ses
321,Ton::N,йӱксе́м,ses
322,Lied::N,му́ро,türkü
323,Ruhe::N,ты́мык,sakinlik
324,Leute::N,еҥ-влак,halk
325,Leute::N,еҥ-влак,insanlar
326,Volk::N,ка́лык,ulus
327,Volk::N,ка́лык,millet
328,Arbeit::N,паша́,iş
329,Arbeit::N,паша́,çalışma
330,Gast::N,уна́,konuk
331,Gast::N,уна́,misafir
332,Geschenk::N,пӧле́к,hediye
333,Geschenk::N,пӧле́к,armağan
334,Spiel::N,мо́дыш,oyun
335,Spiel::N,модма́ш,oyun
336,Gesellschaft::N,тӱшка́,çevre
337,Gesellschaft::N,тӱшка́,arkadaşlık
338,Hilfe::N,по́лыш,yardım
339,Freund::N,таҥ,dost
340,Freund::N,таҥ,arkadaş
341,Freund::N,йолта́ш,dost
342,Freund::N,йолта́ш,arkadaş
343,Kamerad::N,таҥ,arkadaş
344,Angelegenheit::N,паша́,iş
345,Angelegenheit::N,паша́,husus
346,Anzahl::N,чот,sayı
347,Art::N,вид,çeşit
348,Stück::N,ка́тыш,tane
349,Stück::N,ка́тыш,parça
350,Stück::N,ла́стык,tane
351,Stück::N,ла́стык,parça
352,Teil::N,ужа́ш,kısım
353,Hälfte::N,пел,yarı
354,Hälfte::N,пе́ле,yarı
355,Kreis::N,ты́ртыш,daire
356,Kreuz::N,ыре́с,haç
357,Linie::N,ли́ний,hat
358,Linie::N,ли́ний,çizgi
359,Strich::N,коре́ш,çizgi
360,Abstand::N,кокла́,aralık
361,Entfernung::N,тора́,mesafe
362,Entfernung::N,тора́,uzaklık
363,Entfernung::N,ку́жыт,mesafe
364,Entfernung::N,ку́жыт,uzaklık
365,Gegend::N,кунде́м,yöre
366,Platz::N,ку́мдык,yer
367,Ort::N,вер,yer
368,Ort::N,о́лмо,yer
369,Seite::N,ӧ́рдыж,yan
370,Seite::N,ӧ́рдыж,taraf
371,Mitte::N,покше́л,orta
372,Mitte::N,покше́л,merkez
373,Gegenstand::N,наста́,şey
374,Sache::N,наста́,iş
375,Sache::N,наста́,şey
376,Rand::N,тӱр,kenar
377,Kante::N,тӱр,kenar
378,Ecke::N,лук,köşe
379,Spitze::N,вуй,uç
380,Spitze::N,вуй,baş
381,Ende::N,муча́ш,uç
382,Loch::N,рож,oyuk
383,Loch::N,рож,delik
384,Winkel::N,лук,köşe
385,Muster::N,пеза́к,örnek
386,Muster::N,узо́р,örnek
387,Muster::N,ӱ́лгӧ,örnek
388,Größe::N,кӱ́кшыт,büyüklük
389,Länge::N,ку́тыш,uzunluk
390,Höhe::N,кӱ́кшыт,yükseklik
391,Gewicht::N,не́лыт,ağırlık
392,Menge::N,чот,miktar
393,Haufen::N,кы́шыл,küme
394,Haufen::N,кы́шыл,yığın
395,Reihe::N,рада́м,sıra
396,Boot::N,пуш,kayık
397,Boot::N,пуш,sandal
398,Ruder::N,эшка́к,kürek
399,Schlitten::N,тер,kızak
400,Schlitten::N,изде́р,kızak
401,Ski::N,е́че,kayak
402,Lagerfeuer::N,туло́то,kamp ateşi
403,Last::N,нӧ́лтыш,yük
404,Gang::N,ошкылма́ш,gidiş
405,Gang::N,ошкылма́ш,yürüyüş
406,Schritt::N,о́шкыл,adım
407,Norden::N,йӱдйыма́л,kuzey
408,Süden::N,кечывалве́л,güney
409,Westen::N,касве́л,batı
410,Osten::N,эрве́л,doğu
411,Holz::N,пу,ağaç
412,Holz::N,пу,tahta
413,Brett::N,оҥа́,tahta
414,Platte::N,аста́р,levha
415,Stütze::N,чара́к,dayak
416,Stütze::N,чара́к,destek
417,Stange::N,лома́ш,çubuk
418,Stock::N,тоя́,sopa
419,Stock::N,тоя́,değnek
420,Stab::N,вара́,sırık
421,Stab::N,вара́,baston
422,Stab::N,кашта́,sırık
423,Stab::N,кашта́,baston
424,Rohr::N,пуч,boru
425,Haus::N,пӧрт,ev
426,Heim::N,мӧ́ҥгӧ,ev
427,Heim::N,мӧ́ҥгӧ,yurt
428,Ofen::N,комака́,soba
429,Fußboden::N,кӱва́р,taban
430,Fußboden::N,кӱва́р,döşeme
431,Tisch::N,ӱсте́л,masa
432,Stuhl::N,пӱке́н,iskemle
433,Stuhl::N,пӱке́н,sandalye
434,Wiege::N,шепка́,beşik
435,Bett::N,ва́кшыш,yatak
436,Regal::N,шӧ́рлык,raf
437,Kiste::N,шо́ндык,sandık
438,Kiste::N,я́шлык,sandık
439,Fenster::N,окна́,pencere
440,Tür::N,омса́,kapı
441,Tor::N,капка́,kapı
442,Zaun::N,сава́р,çit
443,Dach::N,леве́дыш,dam
444,Dach::N,леве́дыш,çatı
445,Leiter::N,тошка́лтыш,merdiven
446,Besen::N,ӱштерво́штыр,süpürge
447,Spaten::N,ко́льмо,bel
448,Schaufel::N,сово́к,kürek
449,Schaufel::N,су́ско,kürek
450,Gabel::N,ви́лке,çatal
451,Löffel::N,па́не,kaşık
452,Löffel::N,совла́,kaşık
453,Messer::N,кӱ́зӧ,bıçak
454,Nagel::N,пуда́,çivi
455,Netz::N,вапш,ağ
456,Haken::N,са́гыле,çengel
457,Griff::N,кыл,kulp
458,Griff::N,кыл,tutamak
459,Schloss::N,кӧгӧ́н,kilit
460,Bild::N,сӱре́т,imaj
461,Bild::N,сӱре́т,resim
462,Figur::N,фигу́р,şekil
463,Figur::N,фигу́р,heykel
464,Puppe::N,курча́к,kukla
465,Beutel::N,меша́к,kese
466,Beutel::N,меша́к,torba
467,Bündel::N,арша́ш,deste
468,Tasche::N,сумка́,çanta
469,Eimer::N,ведра́,kova
470,Deckel::N,ко́мдыш,kapak
471,Geschirr::N,а́те,kap kacak
472,Sack::N,куль,torba
473,Sack::N,меша́к,torba
474,Tasse::N,чу́кыр,fincan
475,Tasse::N,чашка́,fincan
476,Topf::N,ми́ске,tencere
477,Kessel::N,под,kazan
478,Essen::N,ко́чкыш,yemek
479,Nahrung::N,ку́рго,gıda
480,Nahrung::N,ку́рго,besin
481,Speise::N,ко́чкыш,yemek
482,Fleisch::N,шыл,et
483,Getreide::N,шу́рно,tahıl
484,Getreide::N,шу́рно,hububat
485,Brei::N,пу́чымыш,ezme
486,Brot::N,ки́нде,ekmek
487,Scheibe::N,ка́тыш,dilim
488,Fett::N,коя́,yağ
489,Butter::N,ӱй,tereyağı
490,Öl::N,ӱй,yağ
491,Öl::N,ӱй,akar yağ
492,Salz::N,шинча́л,tuz
493,Suppe::N,шӱр,çorba
494,Honig::N,мӱй,bal
495,Milch::N,шӧр,süt
496,Tee::N,чай,çay
497,Leder::N,сура́н,deri
498,Leder::N,сура́н,meşin
499,Leder::N,шӱ́штӧ,deri
500,Leder::N,шӱ́штӧ,meşin
501,Wolle::N,пун,yün
502,Stoff::N,куэ́м,kumaş
503,Stoff::N,посто́,kumaş
504,Nadel::N,и́ме,iğne
505,Faden::N,шӱ́ртӧ,tire
506,Faden::N,шӱ́ртӧ,iplik
507,Knopf::N,по́лдыш,düğme
508,Knoten::N,пышке́м,düğüm
509,Farbe::N,чия́,boya
510,Kleidung::N,чие́м,giyim
511,Kleidung::N,вурге́м,giyim
512,Hemd::N,ту́выр,gömlek
513,Kragen::N,сога́,yaka
514,Ärmel::N,шокш,yen
515,Ärmel::N,шокш,elbise kolu
516,Hose::N,йола́ш,pantolon
517,Gürtel::N,ӱ́штӧ,kuşak
518,Mütze::N,упш,bere
519,Mütze::N,упш,kasket
520,Schuh::N,боти́нке,kundura
521,Schuh::N,боти́нке,ayakkabı
522,Stiefel::N,кем,çizme
523,Ring::N,шерга́ш,yüzük
524,Band::N,тасма́,bağ
525,Band::N,тасма́,şerit
526,Band::N,ле́нте,bağ
527,Band::N,ле́нте,şerit
528,Kamm::N,шерге́,tarak
529,Spiegel::N,вошто́нчыш,ayna
530,Riemen::N,кӱзанӱ́штӧ,kayış
531,Schnur::N,кере́м,ip
532,Schnur::N,кере́м,sicim
533,Schnur::N,кандыра́,ip
534,Schnur::N,кандыра́,sicim
535,Leine::N,вӱра́ҥ,kayış
536,Decke::N,леве́дыш,örtü
537,Decke::N,леве́дыш,yorgan
538,Decke::N,одея́л,örtü
539,Decke::N,одея́л,yorgan
540,Kissen::N,кӱ́пчык,yastık
541,Tuch::N,шо́выч,bez
542,Handtuch::N,со́лык,havlu
543,Kraft::N,вий,güç
544,Kraft::N,вий,kuvvet
545,Kraft::N,куа́т,güç
546,Kraft::N,куа́т,kuvvet
547,Stärke::N,куа́т,kuvvet
548,Stärke::N,карма́н,kuvvet
549,Gesundheit::N,таза́лык,sağlık
550,Krankheit::N,чер,hastalık
551,Schmerz::N,ко́рштыш,ağrı
552,Schmerz::N,ко́рштыш,sancı
553,Wunde::N,су́сыр,yara
554,Fieber::N,йӱштыму́ж,ateş
555,Fieber::N,лихора́дке,ateş
556,Arznei::N,эм,ilâç
557,Brücke::N,кӱва́р,köprü
558,Brunnen::N,вӱдвыне́м,kuyu
559,Brunnen::N,вӱдвыне́м,çeşme
560,Weide::N,нурше́р,otlak
561,Pfad::N,йолго́рно,patika
562,Pfad::N,йолго́рно,keçiyolu
563,Pfad::N,сокма́к,patika
564,Pfad::N,сокма́к,keçiyolu
565,Weg::N,ко́рно,yol
566,Straße::N,ко́рно,yol
567,Straße::N,ко́рно,cadde
568,Dorf::N,ял,köy
569,Stadt::N,ола́,kent
570,Stadt::N,ола́,şehir
571,Brief::N,се́рыш,mektup
572,Buch::N,книга́,kitap
573,Buchstabe::N,буква́,harf
574,Zeitung::N,газе́т,gazete
575,Leben::N,и́лыш,hayat
576,Tod::N,колыма́ш,ölüm
577,Grab::N,шӱга́р,kabir
578,Kirche::N,че́рке,kilise
579,Sünde::N,су́лык,günah
580,Gott::N,ю́мо,tanrı
581,Arbeiter::N,паша́зе,işçi
582,Chef::N,тӧра́,şef
583,Chef::N,тӧра́,müdür
584,Meister::N,маста́р,usta
585,Arzt::N,врач,hekim
586,Arzt::N,врач,doktor
587,Lehrer::N,ту́ныктышо,hoca
588,Lehrer::N,ту́ныктышо,öğretmen
589,Geld::N,окса́,para
590,Geschäft::N,сатулыма́ш,ticaret
591,Laden::N,ке́выт,dükkân
592,Preis::N,ак,fiyat
593,Ware::N,сату́,mal
594,Nutzen::N,пайда́,fayda
595,Reichtum::N,поя́нлык,servet
596,Reichtum::N,поя́нлык,zenginlik
597,Welt::N,тӱня́,dünya
598,Land::N,эл,ülke
599,Staat::N,кугыжа́ныш,devlet
600,König::N,кугыжа́,kral
601,Macht::N,власть,kudret
602,Macht::N,власть,iktidar
603,Grenze::N,грани́ца,had
604,Grenze::N,грани́ца,sınır
605,Krieg::N,сар,savaş
606,Feind::N,тушма́н,düşman
607,Gewalt::N,виешлыма́ш,zor
608,Gewalt::N,виешлыма́ш,cebir
609,Kampf::N,кредалма́ш,savaş
610,Bogen[Waffe]::N,юҥе́ж,yay
611,Pfeil::N,пикш,ok
612,Gewehr::N,пыча́л,tüfek
613,Fehler::N,йо́ҥылыш,hata
614,Fehler::N,йо́ҥылыш,yanlış
615,Lüge::N,шоя́к,yalan
616,Schaden::N,зия́н,zarar
617,Unglück::N,эҥге́к,felâket
618,Unglück::N,эҥге́к,talihsizlik
619,Schuld::N,тита́к,suç
620,Schuld::N,тита́к,kabahat
621,Schuld::N,йола́,suç
622,Schuld::N,йола́,kabahat
623,Alter::N,ийго́т,yaş
624,Schluss::N,муча́ш,son
625,Zeit::N,жап,zaman
626,Zeit::N,па́гыт,zaman
627,Tag::N,ке́че,gün
628,Morgen::N,эр,sabah
629,Mittag::N,кечыва́л,öğle
630,Abend::N,кас,akşam
631,Nacht::N,йӱд,gece
632,Woche::N,арня́,hafta
633,Monat::N,ты́лзе,ay
634,Jahr::N,ий,yıl
635,Jahr::N,ий,sene
636,Frühling::N,шо́шо,ilkbahar
637,Sommer::N,кеҥе́ж,yaz
638,Herbst::N,шы́же,güz
639,Herbst::N,шы́же,sonbahar
640,Winter::N,те́ле,kış
641,Januar::N,шоркыйол,ocak
642,Januar::N,идалыкву́й,ocak
643,Januar::N,янва́рь,ocak
644,Februar::N,пургыж,şubat
645,Februar::N,февра́ль,şubat
646,März::N,ӱярня,mart
647,März::N,март,mart
648,April::N,апре́ль,nisan
649,Mai::N,ага,mayıs
650,Mai::N,май,mayıs
651,Juni::N,пеледыш,haziran
652,Juni::N,ию́нь,haziran
653,Juli::N,сӱрем,temmuz
654,Juli::N,ию́ль,temmuz
655,August::N,сорла,ağustos
656,August::N,агарма́н,ağustos
657,August::N,а́вгуст,ağustos
658,September::N,идым,eylül
659,September::N,сентя́брь,eylül
660,Oktober::N,шыжа,ekim
661,Oktober::N,октя́брь,ekim
662,November::N,кылме тылзе,kasım
663,November::N,ноя́брь,kasım
664,Dezember::N,дека́брь,aralık
665,Montag::N,шо́чмо,pazartesi
666,Dienstag::N,ку́шкыжмо,salı
667,Mittwoch::N,вӱрге́че,çarşamba
668,Donnerstag::N,изарня́,perşembe
669,Freitag::N,кугарня́,cuma
670,Samstag::N,шуматке́че,cumartesi
671,Sonntag::N,рушарня́,pazar
672,groß::A,кугу́,büyük
673,klein::A,изи́,ufak
674,klein::A,изи́,küçük
675,lang::A,кужу́,uzun
676,kurz::A,кӱ́чык,kısa
677,breit::A,кумда́,enli
678,breit::A,кумда́,geniş
679,schmal::A,а́ҥысыр,dar
680,dicht::A,ну́гыдо,sık
681,dicht::A,ну́гыдо,yoğun
682,dick[Gegenstand]::A,кӱ́жгӧ,kalın
683,dick[Gegenstand]::A,кӱ́жгӧ,iri
684,dünn::A,ви́чкыж,ince
685,fein::A,ты́гыде,ince
686,fein::A,ты́гыде,narin
687,fest::A,чо́ткыдо,sabit
688,fest::A,чо́ткыдо,sağlam
689,flach::A,лапка́,düz
690,flach::A,лапка́,yassı
691,glatt::A,яклака́,düz
692,hart::A,пе́ҥгыде,katı
693,weich::A,пу́шкыдо,yumuşak
694,rund::A,йырге́шке,yuvarlak
695,spitz::A,коша́р,sivri
696,scharf::A,пӱ́сӧ,keskin
697,stumpf::A,токма́к,kör
698,schwer::A,не́ле,ağır
699,schön::A,сы́лне,güzel
700,heiß::A,шо́кшо,kızgın
701,warm::A,ле́ве,sıcak
702,kalt::A,йӱ́штӧ,soğuk
703,kühl::A,юа́лге,serin
704,kühl::A,южгата́,serin
705,frisch::A,свежа́,taze
706,feucht::A,вӱ́дыжгӧ,nemli
707,feucht::A,вӱ́дыжгӧ,rutubetli
708,nass::A,нӧ́рӧ,yaş
709,nass::A,нӧ́рӧ,ıslak
710,trocken::A,ку́кшо,kuru
711,voll::A,тич,dolu
712,voll::A,тич,dolmuş
713,leer::A,яра́,boş
714,offen::A,виш,açık
715,geschlossen::A,пе́тырыме,kapalı
716,geschlossen::A,тӱ́чмӧ,kapalı
717,sauber::A,ару́,pak
718,sauber::A,ару́,temiz
719,sauber::A,янда́р,pak
720,sauber::A,янда́р,temiz
721,schmutzig::A,лавыра́н,pis
722,schmutzig::A,лавыра́н,kirli
723,schmutzig::A,ла́выргыше,pis
724,schmutzig::A,ла́выргыше,kirli
725,roh::A,кӱ́чымӧ,çiğ
726,reif::A,лӧза́,olgun
727,lecker::A,ту́тло,lezzetli
728,süß::A,ше́ре,tatlı
729,süß::A,ше́ре,şekerli
730,bitter::A,ко́чо,acı
731,sauer::A,шо́по,ekşi
732,hell::A,во́лгыдо,aydınlık
733,dunkel::A,пычке́мыш,karanlık
734,schwarz::A,шола́,kara
735,schwarz::A,шола́,siyah
736,weiß::A,ош,ak
737,weiß::A,ош,beyaz
738,rot::A,йошка́р,kırmızı
739,gelb::A,сар,sarı
740,blau::A,ка́нде,mavi
