,Concept_ID,uz,he
784,trinken::V,ichmoq,שתה
785,essen::V,emoq,אכל
786,schlucken::V,yutmoq,בלע
787,müde werden::V,horimoq,התעיף
788,einschlafen::V,uxlab qolmoq,נרדם
789,schlafen::V,uxlamoq,ישן
790,aufwachen::V,uyg'onmoq,התעורר
791,aufstehen::V,qo'pmoq,קם
792,sich erholen::V,dam olmoq,נפש
793,krank werden::V,kasallanmoq,חלה
794,krank sein::V,betob yotmoq,היה חולה
795,schmerzen::V,og'rimoq,כאב
796,husten::V,yo'talmoq,השתעל
797,genesen::V,tuzalmoq,הבריא
798,sterben::V,o'lmoq,מת
799,umkommen::V,halok bo'lmoq,נספה
800,sich bewegen::V,harakat qilmoq,נע
801,sich rühren::V,qimirlamoq,זז
802,sich erheben::V,qo'pmoq,קם
803,sich setzen::V,o'tirmoq,התישב
804,hinfallen::V,yiqilmoq,נפל
805,laufen::V,yurmoq,הלך ברגל
806,schreiten::V,yurmoq,פסע
807,spazierengehen::V,sayr ätmoq,טיל
808,eilen::V,tezlamoq,אץ
809,eilen::V,tezlamoq,מהר
810,sich beeilen::V,shoshmoq,מהר
811,sausen::V,chopqillamoq,אץ
812,rennen::V,yugurmoq,רץ
813,springen::V,sakramoq,קפץ
814,klettern::V,yuqorilamoq,טפס
815,schaukeln::V,irg'amoq,התנדנד
816,kriechen::V,ämaklamoq,זחל
817,schwimmen::V,suzmoq,שחה
818,tauchen::V,chu'mmoq,צלל
819,rudern::V,eshkak eshmoq,חתר
820,fahren::V,haydamoq,נסע
821,fliegen::V,uchmoq,עף
822,gehen::V,bormoq,הלך
823,weggehen::V,ketoq,עזב
824,abfahren::V,jo'namoq,יצא
825,anhalten::V,to'xtamoq,עצר
826,hineingehen::V,kirmoq,נכנס
827,eintreten::V,kirmoq,נכנס
828,kommen::V,kelmoq,בא
829,ankommen::V,etib kelmoq,הגיע
830,zurückkommen::V,qaytib kelmoq,שב
831,zurückkommen::V,qaytib kelmoq,חזר
832,bleiben::V,qolmoq,נשאר
833,warten::V,poylamoq,חכה
834,warten::V,poylamoq,המתין
835,erwarten::V,kutmoq,צפה
836,suchen::V,izlamoq,חפש
837,finden::V,topmoq,מצא
838,versuchen::V,chalishmoq,נסה
839,vorbereiten::V,hozirlamoq,הכין
840,lieben::V,sevmoq,אהב
841,mögen::V,ardoqlamoq,אהב
842,lachen::V,kulmoq,צחק
843,rühren::V,ta'sirlantirmoq,נגע ללב
844,weinen::V,yig'lamoq,בכה
845,schimpfen::V,koyinmoq,גער
846,sich ärgern::V,g'azab qilmoq,זעם
847,sich ärgern::V,g'azab qilmoq,כעס
848,sich fürchten::V,hurkmoq,פחד
849,sich fürchten::V,hurkmoq,חשש
850,fürchten::V,qo'rqmoq,פחד מ
851,fürchten::V,qo'rqmoq,חשש מ
852,fliehen::V,qochmoq,ברח
853,flüchten::V,qochmoq,נמלט
854,sehen::V,ko'rmoq,ראה
855,anschauen::V,razm solmoq,הביט
856,ansehen::V,razm qilmoq,התבונן
857,hören::V,äshitmoq,שמע
858,zuhören::V,tinglamoq,הקשיב
859,probieren::V,tatib ko'rmoq,נסה
860,riechen::V,iskamoq,הריח
861,fühlen::V,sezmoq,חש
862,scheinen::V,tuyilmoq,נדמה
863,zu sehen sein::V,ko'rinmoq,נראה
864,vernehmen::V,äshitmoq,נודע ל
865,frieren::V,sovuq qotmoq,קר ל
866,tun::V,ätmoq,פעל
867,können::V,-a olmoq,יכל
868,können::V,-y olmoq,יכל
869,wollen::V,istamoq,רצה
870,anfangen::V,boshlamoq,התחיל
871,beenden::V,bitirmoq,גמר
872,aufhören::V,tinmoq,סים
873,gelingen::V,muvaffaqiyat qozonmoq,הצליח
874,geraten::V,bo'lmoq,עלה
875,öffnen::V,ochmoq,פתח
876,schließen::V,yopmoq,סגר
877,stellen::V,qo'ymoq,העמיד
878,setzen::V,o'tqazmoq,הושיב
879,legen::V,yotqizmoq,שם
880,berühren::V,tegmoq,נגע
881,verbinden::V,ulamoq,קשר
882,bedecken::V,bekitmoq,כסה
883,aufhängen::V,ildirmoq,תלה
884,anzünden::V,yondirmoq,הצית
885,aufheben::V,ko'tarmoq,אסף
886,zurücklassen::V,ayrilmoq,השאיר
887,verlieren::V,yo'qotmoq,אבד
888,fallen lassen::V,tushirmoq,שמט
889,fallen lassen::V,tushirmoq,הפיל
890,machen::V,qilmoq,עשה
891,herstellen::V,chiqarmoq,יצר
892,bauen::V,solmoq,בנה
893,reparieren::V,tuzatmoq,תקן
894,verbessern::V,isloh qilmoq,שפר
895,ändern::V,o'zgartirmoq,שנה
896,graben::V,qazimoq,חפר
897,beugen::V,bukmoq,כפף
898,biegen::V,bukmoq,כופף
899,drehen::V,aylantirmoq,סובב
900,wenden::V,burmoq,הפך
901,umdrehen::V,ag'darmoq,סובב
902,heben::V,yuksaltirmoq,הרים
903,hochheben::V,ko'tarmoq,הרים
904,ergreifen::V,tutamlamoq,אחז
905,halten::V,tutmoq,החזיק
906,drücken::V,bosmoq,לחץ
907,schieben::V,surmoq,הזיז
908,kratzen::V,qashimoq,שרט
909,kratzen::V,qashimoq,שפשף
910,lecken::V,mijimoq,לקק
911,beißen::V,tishlamoq,נשך
912,abreißen::V,emirmoq,קרע
913,abschneiden::V,cho'rt kesmoq,חתך
914,binden::V,bog'lamoq,קשר
915,stecken::V,suqmoq,תקע
916,brechen::V,sindirmoq,שבר
917,klopfen::V,dukurlamoq,נקש
918,hauen::V,urmoq,הכה
919,kleben::V,yopishtirmoq,הדביק
920,reiben::V,surkamoq,שפשף
921,streichen::V,surkamoq,מרח
922,schleifen::V,qayramoq,השחיז
923,schneiden::V,kesmoq,גזר
924,rütteln::V,chayqamoq,נענע
925,schütteln::V,chayqamoq,נער
926,schwenken::V,chayqatmoq,נופף
927,schwenken::V,chayqatmoq,טלטל
928,schütten::V,quymoq,שפך
929,füllen::V,to'ldirmoq,מלא
930,einwickeln::V,chulg'amoq,עטף
931,tragen::V,tashimoq,נשא
932,schleppen::V,sudramoq,סחב
933,ziehen::V,tortmoq,משך
934,aufbewahren::V,tutmoq,שמר
935,werfen::V,tashlamoq,זרק
936,fangen::V,tutmoq,תפס
937,packen::V,opqochmoq,אחז
938,verstecken::V,yashirmoq,החביא
939,teilen::V,bo'lmoq,חלק
940,schicken::V,yubormoq,שלח
941,bringen::V,keltirmoq,הביא
942,hinzufügen::V,tirkamoq,הוסיף
943,bekommen::V,olmoq,תפס
944,erhalten::V,olmoq,קבל
945,nehmen::V,olmoq,אחז
946,wählen::V,saylamoq,בחר
947,auswählen::V,saylamoq,בחר ב
948,bewahren::V,saqlamoq,קים
949,behindern::V,xalal bermoq,מנע
950,verderben::V,xazon qilmoq,מנע
951,beschädigen::V,buzmoq,הזיק
952,zerbrechen::V,sindirmoq,נשבר
953,zerreißen::V,yirtmoq,קרע
954,zerstören::V,vayron qilmoq,הרס
955,zerstören::V,vayron qilmoq,השמיד
956,verbrennen::V,kuydirmoq,שרף
957,geben::V,bermoq,נתן
958,reichen::V,bermoq,העביר
959,schenken::V,sovg'a qilmoq,נתן במתנה
960,versprechen::V,va'da bermoq,הבטיח
961,wünschen::V,orziqmoq,אחל
962,loben::V,maqtamoq,שבח
963,küssen::V,o'pmoq,נשק
964,wiegen::V,tebratmoq,נדנד
965,zudecken::V,yopmoq,כסה
966,wecken::V,uyg'otmoq,עורר
967,zeigen::V,ko'rsatmoq,הראה
968,führen::V,boshlik bo'lmoq,הביא
969,führen::V,boshlik bo'lmoq,הוביל
970,lehren::V,o'rgatmoq,למד
971,unterrichten::V,dars bermoq,למד
972,aufziehen::V,o'stirmoq,רומם
973,leiten::V,boshqarmoq,נהל
974,antreiben::V,shoshiltirmoq,המרץ
975,lassen::V,ruxsat bermoq,נתן
976,einladen::V,taklif kilmoq,הזמין
977,vereinigen::V,qo'shmoq,אחד
978,vereinigen::V,qo'shmoq,לכד
979,besuchen::V,mehmonga bormoq,בקר
980,treffen::V,duchor bo'lmoq,פגש
981,sich versammeln::V,to'planmoq,התאסף
982,spielen::V,o'ynamoq,שחק
983,singen::V,yalla qilmoq,שר
984,tanzen::V,raqs qilmoq,רקד
985,sich trennen::V,yakkalanmoq,נפרד
986,verlassen::V,qoldirmoq,עזב
987,retten::V,qutqazmoq,הציל
988,bewachen::V,qo'rimoq,שמר
989,schützen::V,yoniga olmoq,אבטח
990,verteidigen::V,yoqlamoq,הגן
991,sich schlagen::V,yoqalashmoq,התכתש
992,schießen::V,otmoq,ירה
993,siegen::V,engmoq,גבר
994,siegen::V,engmoq,נצח
995,ärgern::V,jahl chiqarmoq,עצבן
996,schlagen::V,urmoq,הכה
997,schlagen::V,urmoq,הלקה
998,treten::V,tepmoq,בעט
999,stechen::V,qadamoq,דקר
1000,stoßen::V,turtmoq,דחק
1001,stehlen::V,o'g'rilamoq,גנב
1002,stören::V,tebratmoq,קטע
1003,stören::V,tebratmoq,הפריע
1004,belästigen::V,g'ashini keltirmoq,הציק
1005,belästigen::V,g'ashini keltirmoq,הטריד
1006,verbergen::V,berkitmoq,הצניע
1007,täuschen::V,aldamoq,שגע
1008,betrügen::V,tirriq qilmoq,הונה
1009,töten::V,o'ldirmoq,הרג
1010,wohnen::V,istiqomat qilmoq,גר
1011,arbeiten::V,ishlamoq,עבד
1012,sammeln::V,yig'moq,אסף
1013,pflücken::V,termoq,קטף
1014,jagen::V,ov qilmoq,צד
1015,fischen::V,baliq ovlamoq,דג
1016,fassen::V,ilinmoq,תפס
1017,hüten::V,boqtirmoq,רעה
1018,treiben::V,haydamoq,הוציא
1019,anbinden::V,bog'lamoq,קשר
1020,füttern::V,edirmoq,הלעיט
1021,melken::V,sog'moq,חלב
1022,hacken::V,chopmoq,קצץ
1023,gießen::V,oqizmoq,השקה
1024,reifen::V,qizarmoq,בשל
1025,zubereiten::V,pishirmoq,הכין
1026,kochen::V,qaynatmoq,בשל
1027,backen::V,yopmoq,אפה
1028,braten::V,qovurmoq,צלה
1029,braten::V,qovurmoq,טגן
1030,umrühren::V,atalamoq,ערבב
1031,stricken::V,to'qimoq,סרג
1032,nähen::V,tikmoq,תפר
1033,färben::V,bo'yoqlamoq,צבע
1034,reinigen::V,tozalamoq,נקה
1035,waschen::V,yuvmoq,רחץ
1036,waschen::V,yuvmoq,כבס
1037,abwischen::V,surkamoq,נגב
1038,spülen::V,chaymoq,שטף
1039,fegen::V,cho'tkalamoq,טאטא
1040,kehren::V,supurmoq,טאטא
1041,baden::V,cho'milmoq,טבל
1042,baden::V,cho'milmoq,שחה
1043,sich waschen::V,yuvinmoq,התרחץ
1044,ausziehen::V,echintirmoq,הוריד
1045,anziehen::V,kiymoq,לבש
1046,sich anziehen::V,kiyinmoq,התלבש
1047,kämmen::V,taramoq,סרק
1048,schmücken::V,yasatmoq,קשט
1049,sagen::V,aytmoq,אמר
1050,sprechen::V,so'zlamoq,דבר
1051,reden::V,gapirmoq,דבר
1052,sich unterhalten::V,suhbatlashmoq,שוחח
1053,fragen::V,so'ramoq,שאל
1054,bitten::V,iltimos qilmoq,בקש
1055,erzählen::V,aytib bermoq,ספר
1056,mitteilen::V,bildirmoq,מסר
1057,mitteilen::V,bildirmoq,הודיע
1058,nennen::V,atamoq,קרא בשם
1059,rufen::V,chaqirmoq,גיס
1060,rufen::V,chaqirmoq,הזמין לבוא
1061,prahlen::V,gerdaymoq,התרברב
1062,übersetzen::V,tarjima qilmoq,תרגם
1063,denken::V,o'ylamoq,חשב
1064,glauben::V,ishonmoq,האמין
1065,bemerken::V,payqamoq,הבחין
1066,erkennen::V,tanimoq,זהה
1067,begreifen::V,tushunmoq,קלט
1068,begreifen::V,tushunmoq,הבין
1069,verstehen::V,anglamoq,הבין
1070,lernen::V,o'qimoq,למד
1071,wissen::V,bilmoq,ידע
1072,sich erinnern an::V,äsni tanimoq,זכר
1073,vergessen::V,unutmoq,שכח
1074,messen::V,o'lchamoq,מדד
1075,zählen::V,raqamlamoq,ספר
1076,rechnen::V,cho'tlamoq,חשב
1077,lesen::V,o'qimoq,קרא
1078,malen::V,rasm solmoq,ציר
1079,zeichnen::V,chizmoq,שרטט
1080,schreiben::V,yozmoq,כתב
1081,besitzen::V,ägalamoq,היה בעל של
1082,kaufen::V,olmoq,קנה
1083,kaufen::V,olmoq,רכש
1084,verkaufen::V,sotmoq,מכר
1085,bezahlen::V,to'lamoq,שלם
1086,zahlen::V,to'lamoq,שלם
1087,beherrschen::V,ägalamoq,שלט
1088,ertragen::V,chidamoq,סבל
