,Concept_ID,av,ru
765,schwanken::V,хьвагӏезе,колебаться
766,schwanken::V,багъа-бачаризе,колебаться
767,schwingen::V,щвартӏезе,качаться
768,fallen::V,бортизе,падать
769,brennen::V,рекӏине,гореть
770,rauchen::V,кӏкӏуй буризе,дымить
771,regnen::V,базе,дождить
772,gefrieren::V,гӏу́низе,замерзнуть
773,tauen::V,биаризе,таять
774,schmelzen::V,биине,плавиться
775,trocknen::V,бакъвазе,сохнуть
776,sieden::V,гьалдезе,кипеть
777,faulen::V,махӏцине,гнить
778,verfaulen::V,туризе,сгнить
779,reißen::V,бихъизе,рваться
780,versinken::V,гъанкъизе,тонуть
781,vergehen::V,базе,проходить
782,vergehen::V,бахъизе,проходить
783,vergehen::V,ине,проходить
784,erscheinen::V,баккизе,появиться
785,verschwinden::V,къине,исчезнуть
786,verschwinden::V,билизе,исчезнуть
787,sinken::V,гӏодо́бе ккезе,спадать
788,abnehmen::V,тӏаса камизе,уменьшиться
789,zunehmen::V,гӏемерлъизе,увеличиваться
790,steigen::V,бахине,подниматься
791,wachsen::V,кӏодолъизе,расти
792,glänzen::V,цӏвакизе,блестеть
793,funkeln::V,паркъезе,сверкать
794,lärmen::V,хъудизе,шуметь
795,lärmen::V,чӏиргъдизе,шуметь
796,läuten::V,кьабизе,звонить
797,klingeln::V,кьабизе,звонить
798,klirren::V,зваргъизе,звякать
799,brausen::V,гьалаглъизе,бушевать
800,rauschen::V,шуршудизе,шелестеть
801,klingen::V,бахъине,звучать
802,bellen::V,гъанчдезе,лаять
803,heulen::V,рурудизе,выть
804,blasen::V,гьохьизе,дунуть
805,pfeifen::V,гьещтӏезе,свистеть
806,schreien::V,ахӏизе,кричать
807,schreien::V,ахӏдезе,кричать
808,stöhnen::V,зигардизе,стонать
809,zittern::V,дарран,дрожать
810,zittern::V,гьаргьадизе,дрожать
811,leben::V,бетӏербахъизе,жить
812,geboren werden::V,лъугьине,родиться
813,atmen::V,хӏухьел биччазе,дышать
814,trinken::V,гьекъезе,пить
815,essen::V,квине,есть
816,essen::V,квине,кушать
817,essen::V,кваназе,есть
818,essen::V,кваназе,кушать
819,schlucken::V,кӏкӏвине,глотать
820,schlucken::V,къулчӏизе,глотать
821,müde werden::V,сваказе,устать
822,einschlafen::V,кьижизе,заснуть
823,einschlafen::V,гъапуллъизе,заснуть
824,schlafen::V,кьижизе,спать
825,aufwachen::V,бигьине,проснуться
826,aufstehen::V,бахъине,встать
827,aufstehen::V,тӏадебахъине,встать
828,sich erholen::V,хьи бахъизе,отдыхать
829,sich erholen::V,хӏалхьи гьабизе,отдыхать
830,krank werden::V,унтизе,заболеть
831,krank sein::V,унтизе,болеть
832,schmerzen::V,унтизе,болеть
833,husten::V,хъегӏизе,кашлять
834,genesen::V,лъилъизе,поправиться
835,sterben::V,хвезе,умереть
836,umkommen::V,гьалаглъизе,погибнуть
837,sich bewegen::V,багъаризе,двигаться
838,sich bewegen::V,багъаргъизе,двигаться
839,sich rühren::V,багъаризе,шевельнуться
840,sich erheben::V,тӏадебахъине,встать
841,sich erheben::V,бахъине,встать
842,sich setzen::V,гӏодов чӏезе,сесть
843,hinfallen::V,щапизе,упасть
844,laufen::V,хьвадизе,ходить
845,schreiten::V,чӏезе,шагать
846,spazierengehen::V,тира-сверизе,гулять
847,eilen::V,ракӏхӏалакине,спешить
848,eilen::V,дуризе,спешить
849,sich beeilen::V,дуризе,торопиться
850,sich beeilen::V,гӏедегӏизе,торопиться
851,sausen::V,тӏуризе,мчаться
852,rennen::V,бекеризе,бегать
853,springen::V,кӏанцӏизе,прыгать
854,klettern::V,хархадизе,лазать
855,schaukeln::V,гьерщезе,раскачиваться
856,kriechen::V,хъурщизе,ползать
857,schwimmen::V,лъедезе,плавать
858,tauchen::V,букъардизе,нырять
859,rudern::V,хазе,грести
860,fahren::V,ине,ехать
861,fliegen::V,боржине,летать
862,gehen::V,ине,идти
863,weggehen::V,ине,уйти
864,abfahren::V,къокъине,отправиться
865,anhalten::V,чӏезе,остановиться
866,anhalten::V,тархъизе,остановиться
867,anhalten::V,лъалхъизе,остановиться
868,hineingehen::V,тӏаделъугьине,входить
869,eintreten::V,лъугьине,войти
870,kommen::V,бачӏине,прийти
871,ankommen::V,щвезе,прибыть
872,ankommen::V,тӏадебачӏине,прибыть
873,zurückkommen::V,тадбуссине,возвратиться
874,zurückkommen::V,тӏадбуссине,возвратиться
875,bleiben::V,чӏезе,остаться
876,bleiben::V,хутӏизе,остаться
877,warten::V,чӏезе,ждать
878,erwarten::V,балагьизе,ожидать
879,suchen::V,балагьизе,искать
880,finden::V,батизе,найти
881,versuchen::V,хӏалбихьизе,пытаться
882,vorbereiten::V,хӏадурлъизабизе,подготовить
883,lieben::V,балай бегьизе,любить
884,mögen::V,бокьизе,любить
885,lachen::V,белъизе,смеяться
886,weinen::V,гӏодизе,плакать
887,schimpfen::V,гъанчдезе,ругаться
888,sich ärgern::V,вагъизе,сердиться
889,sich ärgern::V,ццида́хине,сердиться
890,sich fürchten::V,хӏинкъизе,бояться
891,fürchten::V,беркъазе,бояться
892,fürchten::V,хӏинкъа-къазе,бояться
893,fliehen::V,лъутизе,убегать
894,flüchten::V,лъутизе,убежать
895,sehen::V,бихьизе,видеть
896,anschauen::V,бертӏамизе,посмотреть
897,anschauen::V,балагьизе,посмотреть
898,ansehen::V,бала-гъалагьизе,смотреть
899,hören::V,рагӏизе,слышать
900,zuhören::V,гӏенеккизе,слушать
901,probieren::V,кӏалдиб хъва́зе,пробовать
902,probieren::V,чӏамизе,пробовать
903,riechen::V,су́нтӏизе,нюхать
904,fühlen::V,чӏвазе,чувствовать
905,zu sehen sein::V,бихьизе,виднеться
906,vernehmen::V,рагӏизе,услышать
907,frieren::V,цӏорозе,мерзнуть
908,tun::V,гьабизе,делать
909,können::V,кӏвезе,мочь
910,können::V,кӏвезе,уметь
911,können::V,лъазе,мочь
912,können::V,лъазе,уметь
913,wollen::V,бокьизе,хотеть
914,anfangen::V,байбихьизе,начать
915,beenden::V,тӏубазабизе,закончить
916,beenden::V,лъугӏизабизе,закончить
917,aufhören::V,бахъизе,перестать
918,gelingen::V,бахъизе,удаться
919,geraten::V,бахъизе,оказаться
920,öffnen::V,рагьизе,открыть
921,schließen::V,къазе,закрыть
922,stellen::V,чӏвазе,поставить
923,setzen::V,рекӏинабизе,посадить
924,setzen::V,гӏодор чӏезаризе,посадить
925,legen::V,лъезе,класть
926,berühren::V,хъвазе,трогать
927,verbinden::V,хьухьине,связать
928,verbinden::V,бухьине,связать
929,bedecken::V,кквезе,покрыть
930,aufhängen::V,базе,повесить
931,anzünden::V,бакизе,зажечь
932,anzünden::V,рекӏинабизе,зажечь
933,zurücklassen::V,тезе,оставить
934,verlieren::V,билизабизе,потерять
935,fallen lassen::V,бортизабизе,уронить
936,machen::V,гьабизе,сделать
937,herstellen::V,гьабизе,изготовить
938,herstellen::V,хӏадурлъизабизе,изготовить
939,bauen::V,базе,строить
940,bauen::V,гьабизе,строить
941,reparieren::V,къачӏазе,чинить
942,verbessern::V,лъикӏлъизабизе,улучшить
943,ändern::V,хисизабизе,изменить
944,graben::V,бухъизе,копать
945,beugen::V,хьетӏизабизе,согнуть
946,biegen::V,гьетӏизабизе,погнуть
947,drehen::V,тиризабизе,вертеть
948,drehen::V,свердизабизе,вертеть
949,wenden::V,бегизе,повернуть
950,umdrehen::V,бегизе,перевернуть
951,umdrehen::V,бега-битӏизе,перевернуть
952,heben::V,борхизе,поднимать
953,hochheben::V,борхалъизабизе,поднять
954,hochheben::V,борхизе,поднять
955,ergreifen::V,кквезе,схватить
956,halten::V,кквезе,держать
957,drücken::V,къазе,нажимать
958,drücken::V,къанцӏу́зе,нажимать
959,drücken::V,къвал ба́зе,нажимать
960,schieben::V,хъилдизе,толкать
961,kratzen::V,хачазе,скрести
962,lecken::V,чӏикӏизе,лизать
963,beißen::V,хӏанчӏизе,кусать
964,beißen::V,хӏанчӏизабизе,кусать
965,abreißen::V,тӏезе,оторвать
966,abreißen::V,тӏезабизе,оторвать
967,abschneiden::V,къотӏизе,отрезать
968,binden::V,бухьине,вязать
969,stecken::V,къазабизе,воткнуть
970,brechen::V,бекизе,сломать
971,klopfen::V,дванкезе,стучать
972,hauen::V,базе,бить
973,kleben::V,бацӏцӏине,клеить
974,reiben::V,хачазе,тереть
975,streichen::V,бахине,намазать
976,streichen::V,жужазе,намазать
977,schleifen::V,лъухьизе,точить
978,schneiden::V,къотӏизе,резать
979,rütteln::V,багъа-бачаризабизе,шатать
980,schütteln::V,кӏобокӏизе,трясти
981,schwenken::V,гьесадизе,махать
982,schwenken::V,хьвагӏезабизе,махать
983,schütten::V,тӏезе,налить
984,füllen::V,цӏезабизе,наполнить
985,einwickeln::V,жемизе,завернуть
986,tragen::V,баччизе,нести
987,schleppen::V,бехъерхъизе,тащить
988,ziehen::V,цӏазе,тянуть
989,aufbewahren::V,цӏунизе,хранить
990,werfen::V,рехизе,бросать
991,fangen::V,кквезе,ловить
992,packen::V,кквезе,схватить
993,verstecken::V,бахчизе,спрятать
994,teilen::V,бикьизе,разделить
995,schicken::V,битӏизе,посылать
996,bringen::V,баччизе,принести
997,hinzufügen::V,жубазе,добавить
998,bekommen::V,щвезе,достать
999,erhalten::V,щвезе,получить
1000,erhalten::V,босизе,получить
1001,nehmen::V,босизе,взять
1002,wählen::V,бищизе,выбрать
1003,auswählen::V,тӏасабищизе,отобрать
1004,bewahren::V,цӏунизе,сохранить
1005,behindern::V,квекӏен гьабизе,препятствовать
1006,verderben::V,хвезабизе,испортить
1007,beschädigen::V,галгъазабизе,повредить
1008,zerbrechen::V,щущазабизе,разбить
1009,zerreißen::V,бихъизе,разорвать
1010,zerstören::V,биххизабизе,разрушить
1011,verbrennen::V,бухӏизе,сжечь
1012,geben::V,кьезе,дать
1013,reichen::V,кьезе,передать
1014,schenken::V,кьезе,дарить
1015,versprechen::V,назру гьабизе,обещать
1016,wünschen::V,бокьизе,желать
1017,loben::V,беццизе,хвалить
1018,loben::V,бецца-бекъизе,хвалить
1019,küssen::V,баизе,целовать
1020,wiegen::V,чӏучӏадизабизе,качать
1021,zudecken::V,тӏадбигъине,накрыть
1022,wecken::V,бигьинабизе,разбудить
1023,zeigen::V,бихьизабизе,показать
1024,führen::V,бачине,вести
1025,lehren::V,малъизе,учить
1026,lehren::V,цӏализабизе,учить
1027,unterrichten::V,цӏализабизе,преподавать
1028,aufziehen::V,гӏезабизе,воспитать
1029,leiten::V,нухмалъи гьабизе,руководить
1030,antreiben::V,гӏедегӏизабизе,подгонять
1031,einladen::V,ахӏизе,пригласить
1032,einladen::V,тӏадеахӏизе,пригласить
1033,vereinigen::V,цолъизабизе,объединить
1034,besuchen::V,баккизе,посетить
1035,besuchen::V,хьвадизе,посетить
1036,treffen::V,дандчӏвазе,встретить
1037,sich versammeln::V,данделъизе,собраться
1038,sich versammeln::V,бакӏаризе,собраться
1039,spielen::V,басандизе,играть
1040,singen::V,ахӏизе,петь
1041,tanzen::V,кьурдизе,плясать
1042,tanzen::V,кьурдизе,танцевать
1043,sich trennen::V,батӏалъизе,расстаться
1044,verlassen::V,тезе,покинуть
1045,verlassen::V,рехунтезе,покинуть
1046,retten::V,хвасар гьабизе,спасти
1047,retten::V,хвасарлъизабизе,спасти
1048,bewachen::V,цӏунизе,охранять
1049,schützen::V,цӏунизе,уберегать
1050,verteidigen::V,цӏунизе,защитить
1051,sich schlagen::V,багъизе,драться
1052,schießen::V,речӏчӏизе,стрелять
1053,siegen::V,бергьине,победить
1054,ärgern::V,вагъизавизе,сердить
1055,schlagen::V,кьабизе,ударить
1056,treten::V,мал тункизе,пинать
1057,stechen::V,къазабизе,уколоть
1058,stoßen::V,тункизе,толкнуть
1059,stoßen::V,хъилдизе,толкнуть
1060,stehlen::V,щинкӏизабизе,украсть
1061,stören::V,квекӏен гьабизе,помешать
1062,stören::V,татубахъи гьабизе,помешать
1063,belästigen::V,рахӏатхвезабизе,надоедать
1064,verbergen::V,бахчизе,скрыть
1065,verbergen::V,балъго тезе,скрыть
1066,täuschen::V,божуда рекӏкӏ гьабизе,обмануть
1067,täuschen::V,гуккизе,обмануть
1068,betrügen::V,хӏилла гьабизе,смошенничать
1069,betrügen::V,сандирахълъи гьабизе,смошенничать
1070,töten::V,чӏвазе,убить
1071,wohnen::V,яшав гьабизе,проживать
1072,arbeiten::V,хӏалтӏизе,работать
1073,sammeln::V,бакӏаризе,собрать
1074,pflücken::V,бетӏизе,рвать
1075,pflücken::V,бетӏизе,срывать
1076,jagen::V,чан гьабизе,охотиться
1077,fischen::V,ччугӏа кквезе,рыбачить
1078,fassen::V,кквезе,поймать
1079,hüten::V,кваназабизе,пасти
1080,treiben::V,гъезе,гнать
1081,anbinden::V,бухьине,привязать
1082,füttern::V,кваназабизе,кормить
1083,melken::V,бечӏчӏизе,доить
1084,hacken::V,чӏвазе,рубить
1085,gießen::V,лъалъазе,полить
1086,reifen::V,барщизе,созреть
1087,zubereiten::V,бежа-белъине,приготовить
1088,kochen::V,белъине,варить
1089,backen::V,базе,печь
1090,braten::V,бежизе,жарить
1091,umrühren::V,багъаризе,перемешать
1092,stricken::V,хьухьине,вязать
1093,nähen::V,букъизе,шить
1094,färben::V,кьер гьабизе,покрасить
1095,reinigen::V,бацӏцӏине,очистить
1096,waschen::V,чуризе,стирать
1097,abwischen::V,бацӏцӏине,вытереть
1098,spülen::V,хулизе,полоскать
1099,fegen::V,лъухьизе,подметать
1100,kehren::V,лъухьизе,мести
1101,baden::V,чордезе,купаться
1102,ausziehen::V,бахъизе,снять
1103,anziehen::V,ретӏине,надеть
1104,sich anziehen::V,ретӏине,одеться
1105,kämmen::V,хазе,причесать
1106,schmücken::V,чӏухӏизабизе,украсить
1107,sagen::V,бицине,сказать
1108,sprechen::V,бицине,говорить
1109,reden::V,гаргадизе,разговаривать
1110,sich unterhalten::V,гаргадизе,беседовать
1111,fragen::V,цӏехезе,спросить
1112,fragen::V,гьикъизе,спросить
1113,bitten::V,гьаризе,просить
1114,erzählen::V,бицине,рассказать
1115,mitteilen::V,лъазабизе,сообщить
1116,nennen::V,цӏар лъезе,назвать
1117,rufen::V,ахӏизе,звать
1118,prahlen::V,беццаризе,хвастаться
1119,übersetzen::V,буссинабизе,перевести
1120,denken::V,ургъизе,думать
1121,glauben::V,божизе,верить
1122,bemerken::V,берречӏчӏизе,заметить
1123,erkennen::V,лъазе,узнать
1124,erkennen::V,батӏаго бахъизе,узнать
1125,begreifen::V,бичӏчӏизе,понять
1126,begreifen::V,бичӏчӏизе,постичь
1127,lernen::V,цӏализе,учиться
1128,wissen::V,лъазе,знать
1129,sich erinnern an::V,ракӏалде щвезе,вспомнить
1130,vergessen::V,кӏочене,забыть
1131,messen::V,борцине,мерить
1132,zählen::V,рикӏкӏине,считать
1133,rechnen::V,рикӏкӏине,считать
1134,lesen::V,цӏализе,читать
1135,malen::V,бахъизе,рисовать
1136,zeichnen::V,бахъизе,рисовать
1137,schreiben::V,хъвазе,писать
1138,besitzen::V,щвезе,иметь
1139,besitzen::V,бу́кӏине,иметь
1140,kaufen::V,босизе,купить
1141,verkaufen::V,бичизе,продать
1142,bezahlen::V,кьезе,заплатить
1143,zahlen::V,кьезе,платить
1144,ertragen::V,баччизе,вытерпеть
1145,Auge::N,,глаз
1146,Sehne::N,,жила
1147,Sehne::N,,тетива
1148,Sehne::N,,сухожилие
1149,Funke::N,,искра
1150,Moor::N,,болото
1151,Elch::N,,лось
1152,Beere::N,,ягода
1153,Gedächtnis::N,,память
1154,Ton::N,,звучание
1155,Winkel::N,,угол
1156,Menge::N,,количество
1157,Stütze::N,,подпорка
1158,Figur::N,,фигура
1159,Schuh::N,,ботинок
1160,Schnur::N,,веревка
1161,Leine::N,,поводок
1162,Geschäft::N,,занятие
1163,voll::A,,полный
1164,voll::A,,наполненный
1165,lange::ADV,,долго
1166,später::ADV,,позже
1167,nicht::ADV,,не
1168,schon::ADV,,уже
1169,durch::PRP,,сквозь
1170,alles::PRN,,все
1171,rühren::V,,растрогать
1172,scheinen::V,,казаться
1173,aufheben::V,,поднять
1174,lassen::V,,заставить
1175,sich waschen::V,,мыться
1176,verstehen::V,,услышать
1177,beherrschen::V,,владеть
