,Concept_ID,av,ru
171,Krähe::N,гъеду,ворона
172,Kuckuck::N,гагу,кукушка
173,Schwan::N,хӏанкъва,лебедь
174,Fisch::N,ччугӏа,рыба
175,Barsch::N,окунь,окунь
176,Hecht::N,щука,щука
177,Schlange[Tier]::N,борохь,змея
178,Wurm::N,хӏапара,червяк
179,Spinne::N,хъанхъра,паук
180,Ameise::N,цӏунцӏра,муравей
181,Laus::N,нацӏ,вошь
182,Mücke::N,кӏкӏара,комар
183,Fliege::N,тӏутӏ,муха
184,Schmetterling::N,кӏалкӏучӏ,бабочка
185,Apfel::N,гӏеч,яблоко
186,Pilz::N,гӏурдахӏан,гриб
187,Zwiebel::N,кӏочӏопер,луковица
188,Saat::N,хьон,семя
189,Korn::N,мугь,зерно
190,Heu::N,хер,сено
191,Schale::N,хъал,шелуха
192,Grube::N,гвенд,яма
193,Falle::N,къор,ловушка
194,Falle::N,къотен,ловушка
195,Schlinge::N,кӏичӏ,силок
196,Spur::N,лъалкӏ,след
197,Asche::N,рахъу,зола
198,Asche::N,рахъу,пепел
199,Dreck::N,гъиз,грязь
200,Dreck::N,хӏарщ,грязь
201,Eisen::N,махх,железо
202,Gold::N,месед,золото
203,Silber::N,гӏарац,серебро
204,Kohle::N,тӏурччи,уголь
205,Glas::N,цӏер,стекло
206,Lehm::N,хӏатӏ,глина
207,Sand::N,сали,песок
208,Mensch::N,чи,человек
209,Mann::N,бихьинчи,мужчина
210,Frau::N,гӏадан,женщина
211,Kind::N,лъимер,ребенок
212,Junge::N,вас,мальчик
213,Mädchen::N,яс,девочка
214,Familie::N,хъизан,семья
215,Großvater::N,кӏудада,дедушка
216,Großmutter::N,кӏодо,бабушка
217,Eltern::N,эбел-эмен,родители
218,Vater::N,эмен,отец
219,Mutter::N,эбел,мать
220,Sohn::N,вас,сын
221,Tochter::N,яс,дочь
222,Bruder::N,вац,брат
223,Schwester::N,яц,сестра
224,Onkel::N,даци,дядя
225,Tante::N,ада,тетя
226,Ehemann::N,рос,муж
227,Ehefrau::N,чӏужу,жена
228,Freude::N,ракӏбохи,радость
229,Gelächter::N,релъи,смех
230,Glück::N,талихӏ,счастье
231,Glück::N,талихӏ-рохел,счастье
232,Kummer::N,хӏалкъай,горе
233,Wunsch::N,къасд,желание
234,Lust::N,гъира,влечение
235,Geist::N,чӏанкӏ,дух
236,Geist::N,рухӏ-жан,дух
237,Gedanke::N,пикру,мысль
238,Verstand::N,лумалъи,ум
239,Verstand::N,цӏодорлъи,ум
240,Sinn::N,магӏна,смысл
241,Grund::N,багьана,повод
242,Wahrheit::N,ритӏухълъи,правда
243,Gespräch::N,накъит,беседа
244,Märchen::N,маргьа,сказка
245,Erzählung::N,къиса,рассказ
246,Nachricht::N,хабар,сообщение
247,Neuigkeit::N,хабар-гӏазаб,новость
248,Name::N,цӏар,имя
249,Rätsel::N,бицанкӏо,загадка
250,Rede::N,речь,речь
251,Rede::N,калам,речь
252,Sprache::N,мацӏ,язык
253,Stimme::N,гьаракь,голос
254,Wort::N,рагӏи,слово
255,Zeichen::N,ишара,знак
256,Zeichen::N,гӏаламат,знак
257,Ruf::N,ахӏи,зов
258,Lärm::N,хъуй,шум
259,Lärm::N,хъуди,шум
260,Laut::N,гьаракь,звук
261,Laut::N,сас,звук
262,Lied::N,кечӏ,песня
263,Ruhe::N,рахӏат,покой
264,Leute::N,гӏадамал,люди
265,Volk::N,халкъ,народ
266,Arbeit::N,хӏалтӏи,работа
267,Gast::N,гьобол,гость
268,Geschenk::N,сайигъат,подарок
269,Spiel::N,хӏай,игра
270,Spiel::N,расанди,игра
271,Gesellschaft::N,жамагӏат,общество
272,Hilfe::N,кумек,помощь
273,Freund::N,гьудул,друг
274,Kamerad::N,гьалмагъ,приятель
275,Angelegenheit::N,къваригӏел,дело
276,Anzahl::N,рикӏкӏен,количество
277,Art::N,жинс,вид
278,Stück::N,кесек,кусок
279,Teil::N,пай,часть
280,Hälfte::N,бащдаб,половина
281,Kreis::N,гор,круг
282,Kreuz::N,хъанч,крест
283,Linie::N,мухъ,линия
284,Strich::N,хӏучч,черта
285,Abstand::N,манзил,промежуток
286,Entfernung::N,манзил,расстояние
287,Gegend::N,рахъ,местность
288,Platz::N,бакӏ,пространство
289,Ort::N,бакӏ,место
290,Seite::N,рахъ,сторона
291,Mitte::N,бакьулъбакӏ,середина
292,Gegenstand::N,жо,предмет
293,Sache::N,жо,вещь
294,Rand::N,мицӏир,край
295,Kante::N,рагӏал,ребро
296,Kante::N,рагӏа-ракьан,ребро
297,Ecke::N,цили,угол
298,Spitze::N,тӏогь,кончик
299,Ende::N,кӏал,конец
300,Loch::N,каратӏ,дыра
301,Muster::N,накъиш,узор
302,Größe::N,кӏодо́лъи,размер
303,Länge::N,халалъи,длина
304,Höhe::N,борхалъи,высота
305,Gewicht::N,бакӏлъи,вес
306,Haufen::N,гъуни,куча
307,Reihe::N,ирга́,ряд
308,Boot::N,раса,лодка
309,Ruder::N,раххан,весло
310,Schlitten::N,чанагъ,сани
311,Ski::N,лыжаби,лыжа
312,Lagerfeuer::N,цӏа,костер
313,Last::N,бакӏлъи,тяжесть
314,Gang::N,хьвади,ход
315,Gang::N,хьвада-чӏвади,ход
316,Schritt::N,гали,шаг
317,Norden::N,шимал,север
318,Süden::N,юг,юг
319,Süden::N,къибла,юг
320,Westen::N,гъарб,запад
321,Westen::N,магъриб,запад
322,Osten::N,шаркъ,восток
323,Osten::N,машрикъ,восток
324,Holz::N,цӏул,древесина
325,Brett::N,хъарщи,доска
326,Platte::N,къоно,плита
327,Stange::N,гӏер,жердь
328,Stock::N,тӏил,палка
329,Stab::N,гӏер,шест
330,Rohr::N,турба,труба
331,Haus::N,ригь,дом
332,Haus::N,рукъзал,дом
333,Heim::N,рукъ,дом
334,Ofen::N,печь,печь
335,Fußboden::N,чӏабар,пол
336,Tisch::N,стол,стол
337,Stuhl::N,бакӏу,стул
338,Wiege::N,кини,колыбель
339,Bett::N,кровать,постель
340,Regal::N,хъарщи,полка
341,Kiste::N,ящик,ящик
342,Kiste::N,тӏалагъуд,ящик
343,Fenster::N,гордо,окно
344,Tür::N,нуцӏа,дверь
345,Tor::N,каву,ворота
346,Zaun::N,раци,забор
347,Dach::N,тӏох,крыша
348,Leiter::N,мали,лестница
349,Besen::N,жул,метла
350,Spaten::N,бел,лопата
351,Schaufel::N,раххан,совок
352,Gabel::N,гӏучӏ,вилка
353,Löffel::N,гъуд,ложка
354,Messer::N,нус,нож
355,Nagel::N,магӏ,гвоздь
356,Netz::N,гьин,сеть
357,Haken::N,гъанцӏа,крюк
358,Griff::N,гӏоркь,ручка
359,Schloss::N,кӏулал,замок
360,Bild::N,сурат,картина
361,Puppe::N,нани,кукла
362,Beutel::N,таргьа,мешок
363,Bündel::N,къай,связка
364,Tasche::N,сумка,сумка
365,Tasche::N,къвачӏа,сумка
366,Eimer::N,ведро,ведро
367,Deckel::N,тӏалъел,крышка
368,Deckel::N,дадитӏалъел,крышка
369,Geschirr::N,цӏарагӏ,посуда
370,Sack::N,хъап,мешок
371,Sack::N,къандалъо,мешок
372,Tasse::N,чашка,чашка
373,Topf::N,хьаг,кастрюля
374,Kessel::N,хьаг,котел
375,Kessel::N,гереги,котел
376,Essen::N,тӏагӏам,еда
377,Nahrung::N,квен,пища
378,Speise::N,квен,блюдо
379,Speise::N,квен,кушанье
380,Fleisch::N,гьан,мясо
381,Getreide::N,бугӏа-ролъ,хлеб
382,Getreide::N,могьолабл_культураби,хлеб
383,Brei::N,карщ,каша
384,Brot::N,чед,хлеб
385,Scheibe::N,мочӏу,ломоть
386,Fett::N,беэнлъи,жир
387,Butter::N,нах,масло
388,Öl::N,нах,масло
389,Salz::N,цӏам,соль
390,Suppe::N,чурпа,суп
391,Honig::N,гьоцӏо,мед
392,Milch::N,рахь,молоко
393,Tee::N,чай,чай
394,Leder::N,тӏом,кожа
395,Wolle::N,квас,шерсть
396,Stoff::N,ххам,ткань
397,Nadel::N,рокӏкӏен,игла
398,Faden::N,кун,нитка
399,Knopf::N,маргъал,пуговица
400,Knoten::N,гарацӏ,узел
401,Farbe::N,релъен,краска
402,Kleidung::N,ретӏел,одежда
403,Hemd::N,гурде,рубашка
404,Kragen::N,габур,воротник
405,Ärmel::N,къвал,рукав
406,Hose::N,тӏажу,брюки
407,Gürtel::N,рачел,пояс
408,Mütze::N,тӏагъур,шапка
409,Stiefel::N,этек,сапог
410,Stiefel::N,чакма,сапог
411,Ring::N,баргъич,кольцо
412,Band::N,лента,лента
413,Kamm::N,гьоркьо,расческа
414,Spiegel::N,матӏу,зеркало
415,Riemen::N,рижу,ремень
416,Decke::N,одея́ло,одеяло
417,Kissen::N,къандалъо,подушка
418,Tuch::N,квархьи,платок
419,Handtuch::N,беркӏалрацӏцӏ,полотенце
420,Kraft::N,гуч,сила
421,Kraft::N,къуват,сила
422,Stärke::N,хӏалкӏвей,крепость
423,Gesundheit::N,сахлъи́,здоровье
424,Krankheit::N,унти,болезнь
425,Krankheit::N,щокълъи,болезнь
426,Schmerz::N,унти,боль
427,Wunde::N,ругъун,рана
428,Fieber::N,цӏа-кан,лихорадка
429,Fieber::N,цӏа-кан,температура
430,Arznei::N,дару,лекарство
431,Brücke::N,кьо,мост
432,Brunnen::N,гъуй,колодец
433,Weide::N,рицӏцӏ,пастбище
434,Weide::N,лъичӏирма,пастбище
435,Weide::N,гӏурдаллъи,пастбище
436,Weide::N,ри́цӏигъветӏ,пастбище
437,Weide::N,рицӏцӏигъветӏ,пастбище
438,Pfad::N,сухъмахъ,тропа
439,Weg::N,нух,путь
440,Weg::N,нух,дорога
441,Straße::N,нух,улица
442,Straße::N,нух,дорога
443,Dorf::N,росу,деревня
444,Stadt::N,шагьар,город
445,Brief::N,кагъат,письмо
446,Brief::N,рисалат,письмо
447,Buch::N,тӏехь,книга
448,Buchstabe::N,хӏарп,буква
449,Zeitung::N,газет,газета
450,Leben::N,яшав,жизнь
451,Tod::N,хвел,смерть
452,Grab::N,хоб,могила
453,Kirche::N,килиса,церковь
454,Sünde::N,хӏакъ,грех
455,Sünde::N,мунагь,грех
456,Gott::N,бичас,бог
457,Gott::N,аллагь,бог
458,Arbeiter::N,хӏалтӏухъан,рабочий
459,Chef::N,хӏаким,начальник
460,Chef::N,начальник,начальник
461,Meister::N,устар,мастер
462,Meister::N,мастер,мастер
463,Meister::N,махщалилав,мастер
464,Arzt::N,жайрахӏ,врач
465,Lehrer::N,мугӏалим,учитель
466,Geld::N,гӏарац,деньги
467,Laden::N,тукен,магазин
468,Preis::N,багьа,цена
469,Ware::N,къайи,товар
470,Nutzen::N,мунпагӏат,выгода
471,Reichtum::N,бечелъи,богатство
472,Welt::N,дуниял,мир
473,Land::N,улка,страна
474,Land::N,икълим,страна
475,Staat::N,пачалихъ,государство
476,König::N,пача,король
477,König::N,малик,король
478,König::N,къирал,король
479,König::N,падишагь,король
480,Macht::N,кверщел,власть
481,Grenze::N,гӏорхъи,граница
482,Krieg::N,рагъ,война
483,Feind::N,тушман,враг
484,Gewalt::N,зулму,насилие
485,Kampf::N,къеркьей,борьба
486,Bogen[Waffe]::N,газаргъо,лук
487,Pfeil::N,чӏор,стрела
488,Gewehr::N,туманкӏ,ружье
489,Fehler::N,гъалатӏ,ошибка
490,Lüge::N,гьереси,ложь
491,Schaden::N,зиян,вред
492,Schaden::N,зарал,вред
493,Unglück::N,балагь,беда
494,Schuld::N,гӏайиб,вина
495,Alter::N,гӏумру,возраст
496,Schluss::N,ахир,окончание
497,Zeit::N,заман,время
498,Tag::N,къо,день
499,Morgen::N,радалмех,утро
500,Mittag::N,къадемех,полдень
501,Abend::N,релъедамех,вечер
502,Nacht::N,сордо,ночь
503,Woche::N,анкь,неделя
504,Monat::N,моцӏ,месяц
505,Jahr::N,сон,год
506,Jahr::N,лъагӏел,год
507,Frühling::N,их,весна
508,Sommer::N,рии,лето
509,Herbst::N,хасалихълъи,осень
510,Winter::N,кьин,зима
511,Januar::N,январь,январь
512,Februar::N,февра́ль,февраль
513,März::N,март,март
514,April::N,апрель,апрель
515,Mai::N,май,май
516,Juni::N,июнь,июнь
517,Juli::N,июль,июль
518,August::N,август,август
519,September::N,сентябрь,сентябрь
520,Oktober::N,октябрь,октябрь
521,November::N,ноябрь,ноябрь
522,Dezember::N,декабрь,декабрь
523,Montag::N,итни,понедельник
524,Dienstag::N,талат,вторник
525,Mittwoch::N,арбагӏ,среда
526,Donnerstag::N,хамиз,четверг
527,Freitag::N,рузман,пятница
528,Samstag::N,щамат,суббота
529,Sonntag::N,гьатӏан,воскресенье
530,groß::A,кӏудияб,большой
531,klein::A,гьитӏинаб,маленький
532,lang::A,халатаб,длинный
533,kurz::A,къокъаб,короткий
534,breit::A,гӏебаб,широкий
535,schmal::A,къваридаб,узкий
536,dicht::A,ризаб,густой
537,dick[Gegenstand]::A,бицатаб,толстый
538,dünn::A,тӏеренаб,тонкий
539,fein::A,тӏеренаб,тонкий
540,fest::A,къвакӏараб,крепкий
541,flach::A,чӏепараб,плоский
542,glatt::A,цӏвакараб,гладкий
543,hart::A,кьварараб,твердый
544,weich::A,тамахаб,мягкий
545,rund::A,гургинаб,круглый
546,spitz::A,бегӏераб,остроконечный
547,scharf::A,рекӏараб,острый
548,stumpf::A,тӏехӏараб,тупой
549,stumpf::A,рекӏинчӏеб,тупой
550,schwer::A,бакӏаб,тяжелый
551,schön::A,берцинаб,красивый
552,heiß::A,лагьараб,жаркий
553,warm::A,хинаб,теплый
554,kalt::A,квачараб,холодный
555,kühl::A,квачараб,прохладный
556,frisch::A,цӏияб,свежий
557,feucht::A,рагьараб,влажный
558,nass::A,би́ччараб,мокрый
559,trocken::A,бакъвараб,сухой
560,leer::A,чӏобогояб,пустой
561,offen::A,рагьараб,открытый
562,geschlossen::A,рахараб-къараб,закрытый
563,sauber::A,бацӏцӏадаб,чистый
564,schmutzig::A,гъизараб,грязный
565,roh::A,хамаб,сырой
566,roh::A,гӏатӏгояб,сырой
567,reif::A,барщараб,зрелый
568,lecker::A,тӏагӏамаб,вкусный
569,süß::A,гьуинаб,сладкий
570,bitter::A,кьогӏаб,горький
571,sauer::A,цӏекӏаб,кислый
572,hell::A,канаб,светлый
573,dunkel::A,бецӏаб,темный
574,schwarz::A,чӏегӏераб,черный
575,weiß::A,хъахӏаб,белый
576,rot::A,багӏараб,красный
577,gelb::A,гӏобилаб,желтый
578,gelb::A,тӏогьилаб,желтый
579,blau::A,хъахӏилаб,синий
580,grün::A,гӏурччинаб,зеленый
581,grau::A,накӏкӏуяб,серый
582,bunt::A,къвекӏаб,пестрый
583,bunt::A,чара-гъараб,пестрый
584,billig::A,учузаб,дешевый
585,teuer::A,хири́яб,дорогой
586,wertvoll::A,къиматаб,ценный
587,blind::A,беццаб,слепой
588,taub::A,гъугъаб,глухой
589,kräftig::A,гучаб,могучий
590,stark::A,къуватаб,сильный
591,schwach::A,гӏажизаб,слабый
592,fett::A,кьарияб,жирный
593,schlank::A,чергесаб,стройный
594,hübsch::A,гьайбатаб,прелестный
595,böse::A,ракӏквешаб,злой
596,dumm::A,гьагаб,глупый
597,dumm::A,гӏантаб,глупый
598,faul::A,кӏохӏалаб,ленивый
599,faul::A,кӏухӏа́лаб,ленивый
600,fleißig::A,хӏаракатаб,прилежный
601,geizig::A,къарумаб,жадный
602,klug::A,лумияб,умный
603,geschickt::A,махщел бугев,искусный
604,lieb::A,гӏазизаб,милый
605,lustig::A,кепаб,веселый
606,sanft::A,хӏалимаб,нежный
607,sanft::A,хӏере́наб,нежный
608,hungrig::A,бакъараб,голодный
609,krank::A,щокъаб,больной
610,krank::A,унтараб,больной
611,nackt::A,гӏицӏаб,голый
612,nackt::A,чӏанкӏараб,голый
613,traurig::A,пашманаб,грустный
614,lebendig::A,чӏагояб,живой
615,gut::A,лъикӏаб,хороший
616,schlecht::A,къадараб,плохой
617,richtig::A,битӏараб,правильный
618,schlimm::A,нажасаб,отвратительный
619,schlimm::A,нажасаб,мерзкий
620,schlimm::A,къабихӏаб,отвратительный
621,schlimm::A,къабихӏаб,мерзкий
622,wahr::A,хӏакъаб,настоящий
623,wahr::A,битӏараб,настоящий
624,alt::A,басрияб,старый
625,neu::A,цӏияб,новый
626,ehemalig::A,цебе́госеб,бывший
627,alt[Lebewesen]::A,хераб,пожилой
628,jung::A,тӏинчӏаб,молодой
629,jung::A,гӏолохъанаб,молодой
630,arm::A,пакъираб,бедный
631,reich::A,бечедаб,богатый
632,bekannt::A,лъалеб,знакомый
633,berühmt::A,машгьураб,знаменитый
634,fremd::A,чияр,чужой
635,verschieden::A,батӏи-батӏияб,разный
636,nah::A,гӏагарда бугеб,близкий
637,fern::A,рикӏкӏадаб,далекий
638,linker::A,квегӏаб,левый
639,rechter::A,кваранаб,правый
640,anderer::A,батӏияб,другой
641,erster::A,тӏоцебесеб,первый
642,zweiter::A,кӏиабилеб,второй
643,dritter::A,лъабабилеб,третий
644,letzter::A,ахирисеб,последний
645,allein::ADV,ялгъузго,один
646,auf einmal::ADV,цихӏинтӏаго,сразу
647,zusammen::ADV,цойида,вместе
648,plötzlich::ADV,цойидасанго,вдруг
649,sofort::ADV,гьебсагӏат,тотчас
650,jetzt::ADV,гьанже,сейчас
651,heute::ADV,жакъа,сегодня
652,morgen::ADV,метер,завтра
653,bald::ADV,гьабсагӏаталъ,скоро
654,dann::ADV,цинги,потом
655,gestern::ADV,сон,вчера
656,einst::ADV,цин,однажды
657,damals::ADV,гьебмехалъ,тогда
658,damals::ADV,гьебмехалда,тогда
659,danach::ADV,цинги,затем
660,danach::ADV,хадуса,затем
661,vorher::ADV,цебе,раньше
662,zuerst::ADV,тӏоцебе,сперва
663,einmal::ADV,цинцӏул,раз
664,einmal::ADV,цихӏин,раз
665,einmal::ADV,цоцӏул,раз
666,manchmal::ADV,олоцӏул,иногда
667,oft::ADV,гӏемерго,часто
668,immer::ADV,кидаго,всегда
669,niemals::ADV,киданиги,никогда
670,hier::ADV,аниб,здесь
671,hierhin::ADV,анибехун,сюда
672,von hier::ADV,гьаниса,отсюда
673,dort::ADV,гьениб,там
674,dorthin::ADV,гьадаба,туда
675,geradeaus::ADV,битӏутӏа,прямо
676,vorwärts::ADV,цебехун,вперед
677,rückwärts::ADV,нахъ-нахъ,назад
678,zurück::ADV,нахъе,обратно
679,unten::ADV,ахакь,внизу
680,unten::ADV,гъоркь,внизу
681,hinab::ADV,эхебе,вниз
682,oben::ADV,тӏад,наверху
683,oben::ADV,тӏадехун,наверху
684,hinauf::ADV,эхеде,вверх
685,überall::ADV,кибго,везде
686,ein wenig::ADV,дагьабго,немного
687,kaum::ADV,хӏалалъ,едва
688,sehr::ADV,кутакалда,очень
689,so::ADV,гьедин,так
690,noch::ADV,жеги,еще
691,nur::ADV,гӏӣцӏго,только
692,wieder::ADV,на́хъеги,опять
693,vergebens::ADV,чӏалгӏаде,напрасно
694,vor::PRP,цебе,перед
695,hinter::PRP,хадуса,за
696,hinter::PRP,хадуса,позади
697,unter::PRP,ахакь,под
698,unter::PRP,гъоркь,под
699,neben::PRP,аскӏо,возле
700,zwischen::PRP,гьоркьоб,между
701,wegen::PRP,гьелда,из-за
702,dies::PRN,гьаб,это
703,dies::PRN,гьеб,это
704,das::PRN,доб,то
705,ich::PRN,дун,я
706,du::PRN,дуца,ты
707,er::PRN,доб,он
708,wir::PRN,ниж,мы
709,ihr::PRN,нуж,вы
710,sie::PRN,дол,они
711,sie::PRN,эл,они
712,was::FPRN,щиб,что
713,wer::FPRN,щиб,кто
714,wo::FADV,киб,где
715,wo::FADV,кибехун,где
716,wohin::FADV,кибехун,куда
717,wie::FADV,кин,как
718,warum::FADV,щай,почему
719,wieviel::FNUM,кигӏан,сколько
720,eins::NUM,цо,один
721,zwei::NUM,кӏиго,два
722,drei::NUM,лъабго,три
723,vier::NUM,ункъо,четыре
724,fünf::NUM,щуго,пять
725,sechs::NUM,анлъго,шесть
726,sieben::NUM,анкьго,семь
727,acht::NUM,микьго,восемь
728,neun::NUM,ичӏго,девять
729,zehn::NUM,анцӏго,десять
730,elf::NUM,анцӏила цо,одиннадцать
731,zwölf::NUM,кӏиго-анцӏила,двенадцать
732,zwanzig::NUM,къого,двадцать
733,dreißig::NUM,лъеберго,тридцать
734,vierzig::NUM,кӏикъого,сорок
735,fünfzig::NUM,кӏикъо́ялда анцӏго,пятьдесят
736,sechzig::NUM,лъабкъого,шестьдесят
737,siebzig::NUM,лъабкъо́ялда анцӏго,семьдесят
738,achtzig::NUM,ункъого,восемьдесят
739,neunzig::NUM,ункъоялда а́нцӏила,девяносто
740,hundert::NUM,нусго,сто
741,tausend::NUM,азарго,тысяча
742,und::CNJ,ва,и
743,und::CNJ,-ги,и
744,oder::CNJ,ялъуни,или
745,oder::CNJ,ялъуни,либо
746,stehen::V,бахъунчӏезе,стоять
747,sitzen::V,гӏодов чӏезе,сидеть
748,liegen::V,бегизе,лежать
749,hängen::V,базе,висеть
750,werden::V,бахъине,стать
751,passieren::V,лъугьине,случиться
752,passieren::V,лъугьа-бахъине,случиться
753,beginnen::V,байбихьизе,начаться
754,enden::V,лъугӏизе,кончиться
755,wechseln::V,хиса-басизе,меняться
756,wechseln::V,хисизе,меняться
757,aufgehen[Sonne]::V,баккизе,взойти
758,untergehen[Sonne]::V,щинкӏизе,зайти
759,scheinen[Sonne]::V,къалъ-къалъизе,светить
760,donnern::V,гъугъазе,греметь
761,wehen::V,пуйзе,дуть
762,strömen::V,чвахизе,литься
763,fließen::V,чвахизе,течь
764,sich drehen::V,сверизе,вращаться
