,Concept_ID,uk,ko
844,schwimmen::V,пливти,헤엄치다
845,schwimmen::V,плавати,헤엄치다
846,tauchen::V,пірнати,잠기다
847,rudern::V,гребти,물을헤치다
848,rudern::V,веслувати,물을헤치다
849,fahren::V,їхати,가다
850,fahren::V,їхати,나르다
851,fliegen::V,літати,날다
852,gehen::V,іти,가다
853,weggehen::V,піти,팔리다
854,abfahren::V,від’їхати,출발하다
855,abfahren::V,відправитися,출발하다
856,anhalten::V,зупинитися,멈추다
857,hineingehen::V,входити,(그리로)가다
858,eintreten::V,увійти,들러가다
859,kommen::V,прийти,오다
860,ankommen::V,прибути,고챀하다
861,zurückkommen::V,повернутися,보기
862,bleiben::V,залишитися,체류
863,warten::V,чекати,기다리다
864,erwarten::V,чекати,기대하다
865,suchen::V,шукати,찾다
866,suchen::V,шукати,구하다
867,finden::V,знайти,찾아내다
868,versuchen::V,випробовувати,시험하다
869,vorbereiten::V,підготувати,재비하다
870,lieben::V,любити,사랑하다
871,mögen::V,любити,줗아하다
872,mögen::V,подобатися,줗아하다
873,lachen::V,сміятися,웃다
874,rühren::V,розчулити,건드리다
875,weinen::V,плакати,울다
876,schimpfen::V,лаятися,꾸짖다
877,sich ärgern::V,сердитися,화를내게 하다
878,sich fürchten::V,боятися,두려원하다
879,fürchten::V,боятися,두려원하다
880,fliehen::V,тікати,도망치다
881,flüchten::V,утекти,도주하다
882,sehen::V,бачити,보다
883,anschauen::V,поглянути,바라보다
884,ansehen::V,дивитися на,바라보다
885,hören::V,чути,듣다
886,zuhören::V,слухати,듣다
887,probieren::V,покуштувати,시식하다
888,riechen::V,нюхати,내새를맡다
889,fühlen::V,відчувати,느끼다
890,scheinen::V,здаватися,...것같다
891,zu sehen sein::V,виднітися,보이는
892,vernehmen::V,почути,듣다
893,vernehmen::V,почути,들어서일다
894,frieren::V,мерзнути,춥다
895,tun::V,робити,하다
896,können::V,могти,할주릴다
897,wollen::V,хотіти,바라다
898,anfangen::V,почати,시작하다
899,beenden::V,закінчити,다하다
900,aufhören::V,перестати,그만두다
901,gelingen::V,вдатися,성국하다
902,geraten::V,опинитися,잘되어가다
903,öffnen::V,відкрити,열다
904,schließen::V,закрити,추측하다
905,stellen::V,поставити,세우다
906,setzen::V,посадити,놓다
907,legen::V,класти,눕히다
908,berühren::V,чіпати,대다
909,verbinden::V,зв’язати,옝열하다
910,bedecken::V,покрити,덮다
911,aufhängen::V,повісити,매달다
912,anzünden::V,запалити,점화하다
913,aufheben::V,підняти,위로올리다
914,zurücklassen::V,залишити,튀에남기다
915,verlieren::V,загубити,잃다
916,fallen lassen::V,упустити,떨어뜨리다
917,machen::V,зробити,하다
918,herstellen::V,виготовити,제조하다
919,bauen::V,будувати,짓다
920,reparieren::V,лагодити,수셩자다
921,verbessern::V,поліпшити,정정하다
922,ändern::V,змінити,바꾸다
923,graben::V,копати,파다
924,beugen::V,зігнути,구부리다
925,biegen::V,погнути,굽히다
926,drehen::V,вертіти,회전
927,wenden::V,повернути,회전시키다
928,umdrehen::V,перевернути,회전시키다
929,heben::V,піднімати,일으아키다
930,hochheben::V,підняти,틀어올리다
931,ergreifen::V,схопити,잡다
932,halten::V,тримати,잡다
933,drücken::V,натискати,누르다
934,schieben::V,пхати,밀다
935,schieben::V,штовхати,밀다
936,kratzen::V,шкребти,긁다
937,lecken::V,лизати,핥다
938,beißen::V,кусати,물다
939,abreißen::V,відірвати,
940,abschneiden::V,відрізати,귾어내다
941,binden::V,в’язати,매다
942,stecken::V,увіткнути,찌르다
943,brechen::V,зламати,금
944,klopfen::V,стукати,치다
945,hauen::V,бити,때리다
946,kleben::V,клеїти,들러붙다
947,reiben::V,терти,문지르다
948,streichen::V,намазати,쓰다듬다
949,schleifen::V,точити,갈다
950,schneiden::V,різати,베다
951,rütteln::V,хитати,흔들다
952,schütteln::V,трясти,흔들다
953,schwenken::V,махати,흔들다
954,schütten::V,налити,따르다
955,füllen::V,наповнити,담다
956,einwickeln::V,загорнути,싸다
957,tragen::V,нести,지우다
958,schleppen::V,тягти,끌다
959,ziehen::V,тягнути,당기다
960,aufbewahren::V,зберігати,간직하다
961,werfen::V,кидати,던지다
962,fangen::V,ловити,밥다
963,packen::V,схопити,쥐다
964,verstecken::V,сховати,숨기다
965,teilen::V,розділити,나누다
966,schicken::V,посилати,보내다
967,bringen::V,принести,가겨
968,hinzufügen::V,додати,부가하다
969,bekommen::V,дістати,얻다
970,erhalten::V,одержати,지니다
971,nehmen::V,взяти,잡다
972,wählen::V,вибрати,선거하다
973,auswählen::V,відібрати,선출하다
974,bewahren::V,зберегти,저장보종
975,behindern::V,перешкоджати,훼방하다
976,verderben::V,зіпсувати,못쓰게 되다
977,beschädigen::V,зашкодити,상하게하다
978,zerbrechen::V,розбити,깨뜨리다
979,zerreißen::V,розірвати,잡아쫓다
980,zerstören::V,зруйнувати,파괴하다
981,verbrennen::V,спалити,소실하다
982,geben::V,дати,주다
983,reichen::V,передати,내일다
984,schenken::V,дарувати,주다
985,versprechen::V,обіцяти,약속하다
986,wünschen::V,бажати,바라다
987,loben::V,хвалити,칭찬하다
988,küssen::V,цілувати,키스하다
989,wiegen::V,качати,어르다
990,zudecken::V,накрити,뚜꺼을하다
991,wecken::V,розбудити,깨우다
992,zeigen::V,показати,보이다
993,führen::V,вести,가게하다
994,lehren::V,вчити,가르치다
995,unterrichten::V,викладати,가르지다
996,aufziehen::V,виховати,사육하다
997,leiten::V,керувати,이끌다
998,antreiben::V,підганяти,몰다
999,lassen::V,змусити,내버려두다
1000,einladen::V,запросити,초청하다
1001,vereinigen::V,об’єднати,하나로하다
1002,besuchen::V,завітати,방문하다
1003,besuchen::V,відвідати,방문하다
1004,treffen::V,зустріти,만나다
1005,sich versammeln::V,зібратися,조립하다
1006,spielen::V,грати,눌다
1007,singen::V,співати,노래하다
1008,tanzen::V,танцювати,춤추하다
1009,sich trennen::V,розлучитися,가르다
1010,verlassen::V,покинути,버림받은
1011,retten::V,врятувати,구조하다
1012,bewachen::V,охороняти,치키다
1013,schützen::V,уберігати,보호하다
1014,verteidigen::V,захистити,막다
1015,sich schlagen::V,битися,치다
1016,sich schlagen::V,дратися,치다
1017,schießen::V,стріляти,쏘다
1018,siegen::V,перемогти,이기다
1019,ärgern::V,сердити,성을내게하다
1020,schlagen::V,ударити,치다
1021,treten::V,штовхати,디디다
1022,stechen::V,вколоти,찌르다
1023,stoßen::V,штовхнути,찌르다
1024,stehlen::V,украсти,훔치다
1025,stören::V,перешкодити,움직이다
1026,belästigen::V,докучати,괴롭히다
1027,verbergen::V,сховати,숨기다
1028,täuschen::V,обдурити,속이다
1029,betrügen::V,зшахраювати,속이다
1030,töten::V,убити,죽이다
1031,wohnen::V,жити,실다
1032,wohnen::V,мешкати,실다
1033,arbeiten::V,працювати,일하다
1034,sammeln::V,зібрати,모으다
1035,pflücken::V,зривати,꿔다
1036,jagen::V,полювати,사냥하다
1037,fischen::V,рибалити,고기를잡다
1038,fassen::V,піймати,움켜쥐다
1039,hüten::V,пасти,망보다
1040,treiben::V,гнати,몰아세우다
1041,anbinden::V,прив’язати,묶다
1042,füttern::V,годувати,사료를주다
1043,füttern::V,харчувати,사료를주다
1044,melken::V,доїти,젖을짜다
1045,hacken::V,рубати,자르다
1046,gießen::V,полити,물을대다
1047,reifen::V,дозріти,성숙하다
1048,zubereiten::V,зготовити,조제하다
1049,zubereiten::V,приготувати,조제하다
1050,kochen::V,варити,요리하다
1051,kochen::V,готувати,요리하다
1052,backen::V,пекти,쿱다
1053,braten::V,смажити,굽다
1054,umrühren::V,переміщати,교반하다
1055,stricken::V,в’язати,뜨개질하다
1056,nähen::V,шити,꿰매다
1057,färben::V,пофарбувати,채색하다
1058,reinigen::V,очистити,청소하다
1059,waschen::V,мити,씻다
1060,abwischen::V,витерти,닦다
1061,spülen::V,полоскати,씻다
1062,fegen::V,підмітати,소체하다
1063,kehren::V,мести,청소하다
1064,baden::V,купатися,감다
1065,sich waschen::V,митися,모믈 씻다
1066,ausziehen::V,зняти,벗다
1067,anziehen::V,надіти,끌어움직이다
1068,sich anziehen::V,одягтися,
1069,sich anziehen::V,одягнутися,
1070,kämmen::V,зачесати,빗다
1071,schmücken::V,оздобити,치레하다
1072,sagen::V,сказати,말하다
1073,sprechen::V,говорити,말하다
1074,reden::V,розмовляти,이야기하다
1075,sich unterhalten::V,бесідувати,
1076,fragen::V,запитати,질문하다
1077,bitten::V,просити,원하다
1078,erzählen::V,розповісти,이야기하다
1079,mitteilen::V,повідомити,이야기하다
1080,nennen::V,назвати,부르다
1081,rufen::V,кликати,불러내다
1082,prahlen::V,хвалитися,자랑하다
1083,übersetzen::V,перекласти,번역하다
1084,denken::V,думати,생각하다
1085,denken::V,мислити,생각하다
1086,glauben::V,вірити,믿다
1087,bemerken::V,помітити,인자하다
1088,erkennen::V,пізнати,인식하다
1089,begreifen::V,осягнути,파악하다
1090,verstehen::V,почути,이해하다
1091,lernen::V,навчатися,배우다
1092,wissen::V,знати,알다
1093,sich erinnern an::V,пам’ятати,상기하다
1094,vergessen::V,забути,잊다
1095,messen::V,міряти,측정하다
1096,zählen::V,лічити,세다
1097,rechnen::V,рахувати,게산하다
1098,lesen::V,читати,읽다
1099,malen::V,малювати,그리다
1100,zeichnen::V,рисувати,소묘하다
1101,schreiben::V,писати,쓰다
1102,besitzen::V,мати,소유하다
1103,kaufen::V,купити,사다
1104,verkaufen::V,продати,팔다
1105,bezahlen::V,заплатити,지불하다
1106,zahlen::V,платити,치르다
1107,beherrschen::V,володіти,지배하다
1108,ertragen::V,витерпіти,참다
