,Concept_ID,el,av
190,Vogel::N,πουλί,хӏинчӏ
191,Schwarm::N,σμήνος,тӏел
192,Huhn::N,κότα,гӏанкӏу
193,Huhn::N,όρνιθα,гӏанкӏу
194,Hahn::N,πετεινός,хӏелеко
195,Gans::N,χήνα,хъаз
196,Adler::N,αετός,цӏум
197,Ente::N,πάπια,ордек
198,Eule::N,κουκουβάγια,беццаруз
199,Kranich::N,γερανός,къункъра
200,Krähe::N,καρακάξα,гъеду
201,Kuckuck::N,κούκος,гагу
202,Schwan::N,κύκνος,хӏанкъва
203,Fisch::N,ψάρι,ччугӏа
204,Barsch::N,πέρκα,окунь
205,Hecht::N,λούτσος,щука
206,Schlange[Tier]::N,φίδι,борохь
207,Wurm::N,σκουλήκι,хӏапара
208,Spinne::N,αράχνη,хъанхъра
209,Ameise::N,μυρμήγκι,цӏунцӏра
210,Laus::N,ψείρα,нацӏ
211,Mücke::N,κουνούπι,кӏкӏара
212,Fliege::N,μύγα,тӏутӏ
213,Schmetterling::N,πεταλούδα,кӏалкӏучӏ
214,Beere::N,ρόγα,
215,Apfel::N,μήλο,гӏеч
216,Pilz::N,μανιτάρι,гӏурдахӏан
217,Zwiebel::N,κρεμμύδι,кӏочӏопер
218,Saat::N,σπόρος,хьон
219,Korn::N,σπυρί,мугь
220,Heu::N,σανός,хер
221,Schale::N,τσόφλι,хъал
222,Grube::N,λάκκος,гвенд
223,Falle::N,παγίδα,къор
224,Falle::N,παγίδα,къотен
225,Schlinge::N,θηλειά,кӏичӏ
226,Spur::N,ίχνος,лъалкӏ
227,Asche::N,στάχτη,рахъу
228,Dreck::N,βρωμιά,гъиз
229,Dreck::N,βρωμιά,хӏарщ
230,Eisen::N,σίδερο,махх
231,Gold::N,μάλαμα,месед
232,Gold::N,χρυσάφι,месед
233,Silber::N,ασήμι,гӏарац
234,Silber::N,άργυρος,гӏарац
235,Kohle::N,κάρβουνο,тӏурччи
236,Glas::N,γυαλί,цӏер
237,Lehm::N,πηλός,хӏатӏ
238,Sand::N,άμμος,сали
239,Mensch::N,άνθρωπος,чи
240,Mann::N,άνδρας,бихьинчи
241,Frau::N,γυναίκα,гӏадан
242,Kind::N,παιδί,лъимер
243,Junge::N,αγόρι,вас
244,Mädchen::N,κοπέλα,яс
245,Mädchen::N,κορίτσι,яс
246,Familie::N,οικογένεια,хъизан
247,Großvater::N,παππούς,кӏудада
248,Großmutter::N,γιαγιά,кӏодо
249,Eltern::N,γονείς,эбел-эмен
250,Vater::N,πατέρας,эмен
251,Mutter::N,μητέρα,эбел
252,Sohn::N,γιος,вас
253,Tochter::N,κόρη,яс
254,Bruder::N,αδελφός,вац
255,Schwester::N,αδελφή,яц
256,Onkel::N,θείος,даци
257,Tante::N,θεία,ада
258,Ehemann::N,σύζυγος,рос
259,Ehefrau::N,σύζυγος,чӏужу
260,Freude::N,χαρά,ракӏбохи
261,Gelächter::N,γέλια,релъи
262,Glück::N,ευτυχία,талихӏ
263,Glück::N,ευτυχία,талихӏ-рохел
264,Kummer::N,έγνοια,хӏалкъай
265,Wunsch::N,επιθυμία,къасд
266,Lust::N,όρεξη,гъира
267,Geist::N,πνέυμα,чӏанкӏ
268,Geist::N,πνέυμα,рухӏ-жан
269,Gedanke::N,σκέψη,пикру
270,Gedächtnis::N,μνήμη,
271,Verstand::N,νους,лумалъи
272,Verstand::N,νους,цӏодорлъи
273,Sinn::N,νόημα,магӏна
274,Grund::N,λόγος,багьана
275,Wahrheit::N,αλήθεια,ритӏухълъи
276,Gespräch::N,συνομιλία,накъит
277,Märchen::N,παραμύθι,маргьа
278,Erzählung::N,διήγημα,къиса
279,Nachricht::N,είδηση,хабар
280,Neuigkeit::N,νέο,хабар-гӏазаб
281,Name::N,όνομα,цӏар
282,Rätsel::N,αίνιγμα,бицанкӏо
283,Rede::N,λόγος,речь
284,Rede::N,λόγος,калам
285,Rede::N,ομιλία,речь
286,Rede::N,ομιλία,калам
287,Sprache::N,γλώσσα,мацӏ
288,Stimme::N,φωνή,гьаракь
289,Wort::N,λέξη,рагӏи
290,Zeichen::N,σημείο,ишара
291,Zeichen::N,σημείο,гӏаламат
292,Ruf::N,κραυγή,ахӏи
293,Lärm::N,θόρυβος,хъуй
294,Lärm::N,θόρυβος,хъуди
295,Laut::N,ήχος,гьаракь
296,Laut::N,ήχος,сас
297,Ton::N,ήχος,
298,Ton::N,τόνος,
299,Lied::N,τραγούδι,кечӏ
300,Ruhe::N,ησυχία,рахӏат
301,Leute::N,κόσμος,гӏадамал
302,Leute::N,άνθρωποι,гӏадамал
303,Volk::N,λαός,халкъ
304,Arbeit::N,εργασία,хӏалтӏи
305,Gast::N,επισκέπτης,гьобол
306,Geschenk::N,δώρο,сайигъат
307,Spiel::N,παιχνίδι,хӏай
308,Spiel::N,παιχνίδι,расанди
309,Gesellschaft::N,κοινωνία,жамагӏат
310,Hilfe::N,βοήθεια,кумек
311,Freund::N,φίλος,гьудул
312,Kamerad::N,σύντροφος,гьалмагъ
313,Angelegenheit::N,υπόθεση,къваригӏел
314,Anzahl::N,αριθμός,рикӏкӏен
315,Art::N,είδος,жинс
316,Stück::N,κομμάτι,кесек
317,Teil::N,μέρος,пай
318,Hälfte::N,μισό,бащдаб
319,Kreis::N,κύκλος,гор
320,Kreuz::N,σταυρός,хъанч
321,Linie::N,γραμμή,мухъ
322,Strich::N,γραμμή,хӏучч
323,Abstand::N,απόσταση,манзил
324,Entfernung::N,απόσταση,манзил
325,Gegend::N,περιοχή,рахъ
326,Gegend::N,τοποθεσία,рахъ
327,Platz::N,χώρος,бакӏ
328,Ort::N,τόπος,бакӏ
329,Seite::N,πλευρά,рахъ
330,Mitte::N,μέση,бакьулъбакӏ
331,Gegenstand::N,αντικείμενο,жо
332,Sache::N,πράγμα,жо
333,Rand::N,άκρη,мицӏир
334,Rand::N,χείλος,мицӏир
335,Kante::N,άκρη,рагӏал
336,Kante::N,άκρη,рагӏа-ракьан
337,Ecke::N,γωνιά,цили
338,Spitze::N,μύτη,тӏогь
339,Ende::N,άκρη,кӏал
340,Loch::N,τρύπα,каратӏ
341,Winkel::N,γωνία,
342,Muster::N,σχέδιο,накъиш
343,Größe::N,μέγεθος,кӏодо́лъи
344,Länge::N,μήκος,халалъи
345,Höhe::N,ύψος,борхалъи
346,Gewicht::N,βάρος,бакӏлъи
347,Menge::N,ποσότητα,
348,Haufen::N,σωρός,гъуни
349,Reihe::N,αράδα,ирга́
350,Boot::N,βάρκα,раса
351,Ruder::N,κουπί,раххан
352,Schlitten::N,έλκηθρο,чанагъ
353,Ski::N,σκι,лыжаби
354,Lagerfeuer::N,φωτιά,цӏа
355,Last::N,φορτίο,бакӏлъи
356,Gang::N,δρόμος,хьвади
357,Gang::N,δρόμος,хьвада-чӏвади
358,Schritt::N,βήμα,гали
359,Norden::N,βορράς,шимал
360,Süden::N,νότος,юг
361,Süden::N,νότος,къибла
362,Westen::N,δύση,гъарб
363,Westen::N,δύση,магъриб
364,Osten::N,ανατολή,шаркъ
365,Osten::N,ανατολή,машрикъ
366,Holz::N,ξύλο,цӏул
367,Brett::N,σανίδι,хъарщи
368,Platte::N,πλάκα,къоно
369,Stütze::N,στήριγμα,
370,Stange::N,ραβδί,гӏер
371,Stange::N,κοντός,гӏер
372,Stock::N,ξύλο,тӏил
373,Stock::N,μπαστούνι,тӏил
374,Stab::N,ραβδί,гӏер
375,Rohr::N,σωλήνας,турба
376,Haus::N,σπίτι,ригь
377,Haus::N,σπίτι,рукъзал
378,Heim::N,σπίτι,рукъ
379,Ofen::N,σόμπα,печь
380,Ofen::N,θερμάστρα,печь
381,Fußboden::N,πάτωμα,чӏабар
382,Tisch::N,τραπέζι,стол
383,Stuhl::N,καρέκλα,бакӏу
384,Wiege::N,κούνια,кини
385,Bett::N,κρεβάτι,кровать
386,Regal::N,ράφι,хъарщи
387,Kiste::N,κιβώτιο,ящик
388,Kiste::N,κιβώτιο,тӏалагъуд
389,Fenster::N,παράθυρο,гордо
390,Tür::N,πόρτα,нуцӏа
391,Tor::N,πύλη,каву
392,Zaun::N,φράχτης,раци
393,Dach::N,στέγη,тӏох
394,Leiter::N,σκάλα,мали
395,Leiter::N,κλίμακα,мали
396,Besen::N,σκούπα,жул
397,Spaten::N,φτυάρι,бел
398,Schaufel::N,φτυάρι,раххан
399,Gabel::N,πιρούνι,гӏучӏ
400,Löffel::N,κουτάλι,гъуд
401,Messer::N,μαχαίρι,нус
402,Nagel::N,καρφί,магӏ
403,Netz::N,δίχτυ,гьин
404,Haken::N,γάντζος,гъанцӏа
405,Haken::N,αγκίστρι,гъанцӏа
406,Griff::N,λαβή,гӏоркь
407,Schloss::N,κλειδαριά,кӏулал
408,Bild::N,εικόνα,сурат
409,Figur::N,ανάστημα,
410,Puppe::N,κούκλα,нани
411,Beutel::N,πουγγί,таргьа
412,Bündel::N,δεμάτι,къай
413,Tasche::N,τσάντα,сумка
414,Tasche::N,τσάντα,къвачӏа
415,Eimer::N,κουβάς,ведро
416,Deckel::N,καπάκι,тӏалъел
417,Deckel::N,καπάκι,дадитӏалъел
418,Geschirr::N,σκεύη,цӏарагӏ
419,Sack::N,σάκος,хъап
420,Sack::N,σάκος,къандалъо
421,Tasse::N,φλιτζάνι,чашка
422,Topf::N,χύτρα,хьаг
423,Kessel::N,καζάνι,хьаг
424,Kessel::N,καζάνι,гереги
425,Essen::N,φαγητό,тӏагӏам
426,Nahrung::N,τροφή,квен
427,Speise::N,φαγητό,квен
428,Fleisch::N,κρέας,гьан
429,Getreide::N,σιτάρι,бугӏа-ролъ
430,Getreide::N,σιτάρι,могьолабл_культураби
431,Brei::N,χυλός,карщ
432,Brot::N,ψωμί,чед
433,Brot::N,άρτος,чед
434,Scheibe::N,φέτα,мочӏу
435,Fett::N,πάχος,беэнлъи
436,Butter::N,βούτυρο,нах
437,Öl::N,λάδι,нах
438,Salz::N,αλάτι,цӏам
439,Suppe::N,σούπα,чурпа
440,Honig::N,μέλι,гьоцӏо
441,Milch::N,γάλα,рахь
442,Tee::N,τσάι,чай
443,Leder::N,πετσί,тӏом
444,Wolle::N,μαλλί,квас
445,Stoff::N,ύφασμα,ххам
446,Nadel::N,βελόνα,рокӏкӏен
447,Faden::N,κλωστή,кун
448,Knopf::N,κουμπί,маргъал
449,Knoten::N,κόμπος,гарацӏ
450,Farbe::N,μπογιά,релъен
451,Kleidung::N,ρούχα,ретӏел
452,Kleidung::N,ενδυμασία,ретӏел
453,Hemd::N,πουκάμισο,гурде
454,Kragen::N,κολάρο,габур
455,Ärmel::N,μανίκι,къвал
456,Hose::N,πανταλόνι,тӏажу
457,Gürtel::N,ζώνη,рачел
458,Mütze::N,σκούφος,тӏагъур
459,Schuh::N,παπούτσι,
460,Stiefel::N,μπότα,этек
461,Stiefel::N,μπότα,чакма
462,Ring::N,δαχτυλίδι,баргъич
463,Band::N,κορδέλα,лента
464,Kamm::N,χτένα,гьоркьо
465,Spiegel::N,καθρέφτης,матӏу
466,Riemen::N,λουρί,рижу
467,Schnur::N,κορδόνι,
468,Leine::N,σχοινί,
469,Decke::N,κουβέρτα,одея́ло
470,Kissen::N,μαξιλάρι,къандалъо
471,Tuch::N,πανί,квархьи
472,Tuch::N,μαντήλι,квархьи
473,Handtuch::N,πετσέτα,беркӏалрацӏцӏ
474,Kraft::N,δύναμη,гуч
475,Kraft::N,δύναμη,къуват
476,Stärke::N,ισχύς,хӏалкӏвей
477,Stärke::N,δύναμη,хӏалкӏвей
478,Gesundheit::N,υγεία,сахлъи́
479,Krankheit::N,αρρώστια,унти
480,Krankheit::N,αρρώστια,щокълъи
481,Schmerz::N,πόνος,унти
482,Wunde::N,πληγή,ругъун
483,Fieber::N,πυρετός,цӏа-кан
484,Arznei::N,φάρμακο,дару
485,Brücke::N,γέφυρα,кьо
486,Brunnen::N,πηγάδι,гъуй
487,Weide::N,βοσκή,рицӏцӏ
488,Weide::N,βοσκή,лъичӏирма
489,Weide::N,βοσκή,гӏурдаллъи
490,Weide::N,βοσκή,ри́цӏигъветӏ
491,Weide::N,βοσκή,рицӏцӏигъветӏ
492,Pfad::N,μονοπάτι,сухъмахъ
493,Weg::N,δρόμος,нух
494,Straße::N,οδός,нух
495,Straße::N,δρόμος,нух
496,Dorf::N,χωριό,росу
497,Stadt::N,πόλη,шагьар
498,Brief::N,γράμμα,кагъат
499,Brief::N,γράμμα,рисалат
500,Brief::N,επιστολή,кагъат
501,Brief::N,επιστολή,рисалат
502,Buch::N,βιβλίο,тӏехь
503,Buchstabe::N,γράμμα,хӏарп
504,Zeitung::N,εφημερίδα,газет
505,Leben::N,ζωή,яшав
506,Leben::N,βίος,яшав
507,Tod::N,θάνατος,хвел
508,Grab::N,τάφος,хоб
509,Kirche::N,εκκλησία,килиса
510,Sünde::N,αμαρτία,хӏакъ
511,Sünde::N,αμαρτία,мунагь
512,Gott::N,θεός,бичас
513,Gott::N,θεός,аллагь
514,Arbeiter::N,εργάτης,хӏалтӏухъан
515,Chef::N,προϊστάμενος,хӏаким
516,Chef::N,προϊστάμενος,начальник
517,Meister::N,μάστορας,устар
518,Meister::N,μάστορας,мастер
519,Meister::N,μάστορας,махщалилав
520,Meister::N,αρχιτεχνίτης,устар
521,Meister::N,αρχιτεχνίτης,мастер
522,Meister::N,αρχιτεχνίτης,махщалилав
523,Arzt::N,γιατρός,жайрахӏ
524,Lehrer::N,δάσκαλος,мугӏалим
525,Geld::N,λεφτά,гӏарац
526,Geld::N,χρήματα,гӏарац
527,Geschäft::N,συναλλαγή,
528,Laden::N,μαγαζί,тукен
529,Laden::N,κατάστημα,тукен
530,Preis::N,τιμή,багьа
531,Ware::N,εμπόρευμα,къайи
532,Nutzen::N,όφελος,мунпагӏат
533,Reichtum::N,πλούτος,бечелъи
534,Welt::N,κόσμος,дуниял
535,Land::N,χώρα,улка
536,Land::N,χώρα,икълим
537,Staat::N,κράτος,пачалихъ
538,Staat::N,πολιτεία,пачалихъ
539,König::N,βασιλιάς,пача
540,König::N,βασιλιάς,малик
541,König::N,βασιλιάς,къирал
542,König::N,βασιλιάς,падишагь
543,Macht::N,εξουσία,кверщел
544,Grenze::N,σύνορα,гӏорхъи
545,Krieg::N,πόλεμος,рагъ
546,Feind::N,εχθρός,тушман
547,Gewalt::N,βία,зулму
548,Kampf::N,αγώνας,къеркьей
549,Bogen[Waffe]::N,τόξο,газаргъо
550,Pfeil::N,σαΐτα,чӏор
551,Gewehr::N,τουφέκι,туманкӏ
552,Fehler::N,λάθος,гъалатӏ
553,Fehler::N,σφάλμα,гъалатӏ
554,Lüge::N,ψέμα,гьереси
555,Lüge::N,ψεύδος,гьереси
556,Schaden::N,ζημία,зиян
557,Schaden::N,ζημία,зарал
558,Unglück::N,δυστυχία,балагь
559,Schuld::N,ενοχή,гӏайиб
560,Schuld::N,φταίξιμο,гӏайиб
561,Alter::N,ηλικία,гӏумру
562,Schluss::N,τέλος,ахир
563,Zeit::N,χρόνος,заман
564,Tag::N,μέρα,къо
565,Tag::N,ημέρα,къо
566,Morgen::N,πρωί,радалмех
567,Mittag::N,μεσημέρι,къадемех
568,Abend::N,βράδυ,релъедамех
569,Nacht::N,νύχτα,сордо
570,Woche::N,εβδομάδα,анкь
571,Monat::N,μήνας,моцӏ
572,Jahr::N,έτος,сон
573,Jahr::N,έτος,лъагӏел
574,Jahr::N,χρόνος,сон
575,Jahr::N,χρόνος,лъагӏел
576,Frühling::N,άνοιξη,их
577,Sommer::N,καλοκαίρι,рии
578,Herbst::N,φθινόπωρο,хасалихълъи
579,Winter::N,χειμώνας,кьин
580,Januar::N,Ιανουάριος,январь
581,Februar::N,Φεβρουάριος,февра́ль
582,März::N,Μάρτιος,март
583,April::N,Απρίλιος,апрель
584,Mai::N,Μάιος,май
585,Juni::N,Ιούνιος,июнь
586,Juli::N,Ιούλιος,июль
587,August::N,Αύγουστος,август
588,September::N,Σεπτέμβριος,сентябрь
589,Oktober::N,Οκτώβριος,октябрь
590,November::N,Νοέμβριος,ноябрь
591,Dezember::N,Δεκέμβριος,декабрь
592,Montag::N,Δευτέρα,итни
593,Dienstag::N,Τρίτη,талат
594,Mittwoch::N,Τετάρτη,арбагӏ
595,Donnerstag::N,Πέμπτη,хамиз
596,Freitag::N,Παρασκευή,рузман
597,Samstag::N,Σάββατο,щамат
598,Sonntag::N,Κυριακή,гьатӏан
599,groß::A,μεγάλος,кӏудияб
600,klein::A,μικρός,гьитӏинаб
601,lang::A,μακρύς,халатаб
602,kurz::A,κοντός,къокъаб
603,breit::A,φαρδύς,гӏебаб
604,schmal::A,στενός,къваридаб
605,dicht::A,πυκνός,ризаб
606,dick[Gegenstand]::A,παχύς,бицатаб
607,dick[Gegenstand]::A,χοντρός,бицатаб
608,dünn::A,ψιλός,тӏеренаб
609,dünn::A,λεπτός,тӏеренаб
610,fein::A,ψιλός,тӏеренаб
611,fest::A,στερεός,къвакӏараб
612,flach::A,επίπεδος,чӏепараб
613,glatt::A,λείος,цӏвакараб
614,glatt::A,ομαλός,цӏвакараб
615,hart::A,σκληρός,кьварараб
616,weich::A,μαλακός,тамахаб
617,rund::A,στρογγυλός,гургинаб
618,spitz::A,μυτερός,бегӏераб
619,scharf::A,κοφτερός,рекӏараб
620,stumpf::A,αμβλύς,тӏехӏараб
621,stumpf::A,αμβλύς,рекӏинчӏеб
622,schwer::A,βαρύς,бакӏаб
623,schön::A,ωραίος,берцинаб
624,schön::A,όμορφος,берцинаб
625,heiß::A,ζεστός,лагьараб
626,warm::A,θερμός,хинаб
627,kalt::A,κρύος,квачараб
628,kalt::A,ψυχρός,квачараб
629,kühl::A,δροσερός,квачараб
630,frisch::A,νωπός,цӏияб
631,frisch::A,φρέσκος,цӏияб
632,feucht::A,υγρός,рагьараб
633,nass::A,βρεγμένος,би́ччараб
634,trocken::A,ξηρός,бакъвараб
635,trocken::A,στεγνός,бакъвараб
636,voll::A,γεμάτος,
637,leer::A,άδειος,чӏобогояб
638,offen::A,ανοιχτός,рагьараб
639,geschlossen::A,κλειστός,рахараб-къараб
640,sauber::A,καθαρός,бацӏцӏадаб
641,schmutzig::A,βρώμικος,гъизараб
642,schmutzig::A,λερωμένος,гъизараб
643,roh::A,ωμός,хамаб
644,roh::A,ωμός,гӏатӏгояб
645,reif::A,ώριμος,барщараб
646,lecker::A,νόστιμος,тӏагӏамаб
647,süß::A,γλυκός,гьуинаб
648,bitter::A,πικρός,кьогӏаб
649,sauer::A,ξινός,цӏекӏаб
650,hell::A,φωτεινός,канаб
651,dunkel::A,σκοτεινός,бецӏаб
652,schwarz::A,μαύρος,чӏегӏераб
653,schwarz::A,μελανός,чӏегӏераб
654,weiß::A,άσπρος,хъахӏаб
655,rot::A,κόκκινος,багӏараб
656,gelb::A,κίτρινος,гӏобилаб
657,gelb::A,κίτρινος,тӏогьилаб
658,blau::A,μπλε,хъахӏилаб
659,blau::A,γαλανός,хъахӏилаб
660,grün::A,πράσινος,гӏурччинаб
661,grau::A,γκρίζος,накӏкӏуяб
662,bunt::A,ποικιλόχρωπος,къвекӏаб
663,bunt::A,ποικιλόχρωπος,чара-гъараб
664,billig::A,φτηνός,учузаб
665,teuer::A,ακριβός,хири́яб
666,wertvoll::A,πολύτιμος,къиматаб
667,blind::A,τυφλός,беццаб
668,taub::A,κουφός,гъугъаб
669,kräftig::A,δυνατός,гучаб
670,stark::A,γερός,къуватаб
671,schwach::A,αδύνατος,гӏажизаб
672,fett::A,παχύς,кьарияб
673,schlank::A,λεπτός,чергесаб
674,schlank::A,λυγερός,чергесаб
675,hübsch::A,όμορφος,гьайбатаб
676,hübsch::A,χαριτωμένος,гьайбатаб
677,böse::A,κακός,ракӏквешаб
678,dumm::A,κουτός,гьагаб
679,dumm::A,κουτός,гӏантаб
680,dumm::A,ανόητος,гьагаб
681,dumm::A,ανόητος,гӏантаб
682,faul::A,τεμπέλης,кӏохӏалаб
683,faul::A,τεμπέλης,кӏухӏа́лаб
684,fleißig::A,εργατικός,хӏаракатаб
685,geizig::A,τσιγγούνης,къарумаб
686,klug::A,έξυπνος,лумияб
687,geschickt::A,επιδέξιος,махщел бугев
