,Concept_ID,et,el
748,dann::ADV,siis,ύστερα
749,gestern::ADV,eile,χτες
750,einst::ADV,vanasti,ποτέ
751,einst::ADV,vanasti,άλλοτε
752,damals::ADV,tookord,τότε
753,danach::ADV,seejärel,μετά
754,danach::ADV,seejärel,ύστερα
755,vorher::ADV,enne,πριν
756,vorher::ADV,enne,προηγουμένως
757,zuerst::ADV,enne,πρώτα
758,zuerst::ADV,esmalt,πρώτα
759,einmal::ADV,kord,μία φορά
760,einmal::ADV,üks kord,μία φορά
761,manchmal::ADV,mõnikord,κάποτε
762,oft::ADV,tihti,συχνά
763,oft::ADV,tihti,πολλές φορές
764,oft::ADV,sageli,συχνά
765,oft::ADV,sageli,πολλές φορές
766,immer::ADV,ikka,πάντα
767,immer::ADV,ikka,πάντοτε
768,immer::ADV,alati,πάντα
769,immer::ADV,alati,πάντοτε
770,niemals::ADV,mitte kunagi,ποτέ
771,hier::ADV,siin,εδώ
772,hierhin::ADV,siia,εδώ
773,von hier::ADV,siit,από δω
774,dort::ADV,seal,εκεί
775,dorthin::ADV,sinna,προς τα κει
776,geradeaus::ADV,otse edasi,κατευθείαν
777,vorwärts::ADV,edasi,εμπρός
778,rückwärts::ADV,tagurpidi,πίσω
779,zurück::ADV,tagasi,πίσω
780,unten::ADV,all,κάτω
781,unten::ADV,allpool,κάτω
782,hinab::ADV,alla,προς τα κάτω
783,oben::ADV,ülal,πάνω
784,oben::ADV,ülal,επάνω
785,hinauf::ADV,üles,προς τα πάνω
786,überall::ADV,kõikjal,παντού
787,nicht::ADV,ei,δεν
788,nicht::ADV,mitte,δεν
789,ein wenig::ADV,veidi,λιγάκι
790,ein wenig::ADV,natuke,λιγάκι
791,kaum::ADV,vaevalt,μόλις
792,sehr::ADV,väga,πολύ
793,so::ADV,nii,έτσι
794,noch::ADV,veel,ακόμα
795,nur::ADV,ainult,μόνο
796,schon::ADV,juba,ήδη
797,schon::ADV,juba,κιόλας
798,wieder::ADV,jälle,ξανά
799,vergebens::ADV,asjata,μάταια
800,vor::PRP,ees,μπροστά σε
801,vor::PRP,ees,μπροστά από
802,hinter::PRP,taha,πίσω από 
803,unter::PRP,all,υπό
804,unter::PRP,all,κάτω από
805,durch::PRP,läbi,διά
806,durch::PRP,läbi,διά μέσου
807,durch::PRP,kaudu,διά
808,durch::PRP,kaudu,διά μέσου
809,neben::PRP,kõrval,δίπλα σε
810,zwischen::PRP,vahel,μεταξύ
811,zwischen::PRP,vahel,ανάμεσα σε
812,wegen::PRP,tõttu,για
813,wegen::PRP,tõttu,λόγω
814,wegen::PRP,pärast,για
815,wegen::PRP,pärast,λόγω
816,dies::PRN,see,αυτό
817,das::PRN,see,το
818,alles::PRN,kõik,όλα
819,ich::PRN,mina,εγώ
820,du::PRN,sina,σύ
821,du::PRN,sina,εσύ
822,er::PRN,tema,αυτός
823,wir::PRN,me,εμείς
824,ihr::PRN,te,εσείς
825,sie::PRN,nad,αυτοί
826,was::FPRN,mis,τι
827,wer::FPRN,kes,ποιος
828,wo::FADV,kus,πού
829,wohin::FADV,kuhu,πού
830,wohin::FADV,kuhu,για πού
831,wie::FADV,kuidas,πώς
832,warum::FADV,miks,γιατί
833,wieviel::FNUM,mitu,πόσος
834,wieviel::FNUM,kui palju,πόσος
835,eins::NUM,üks,ένα
836,zwei::NUM,kaks,δύο
837,drei::NUM,kolm,τρία
838,drei::NUM,kolm,τρεις
839,vier::NUM,neli,τέσσερα
840,vier::NUM,neli,τέσσερις
841,fünf::NUM,viis,πέντε
842,sechs::NUM,kuus,έξι
843,sieben::NUM,seitse,εφτά
844,acht::NUM,kaheksa,οχτώ
845,neun::NUM,üheksa,εννιά
846,zehn::NUM,kümme,δέκα
847,elf::NUM,üksteist,έντεκα
848,zwölf::NUM,kaksteist,δώδεκα
849,zwanzig::NUM,kakskümmend,είκοσι
850,dreißig::NUM,kolmkümmend,τριάντα
851,vierzig::NUM,nelikümmend,σαράντα
852,fünfzig::NUM,viiskümmend,πενήντα
853,sechzig::NUM,kuuskümmend,εξήντα
854,siebzig::NUM,seitsekümmend,εβδομήντα
855,achtzig::NUM,kaheksakümmend,ογδόντα
856,neunzig::NUM,üheksakümmend,ενενήντα
857,hundert::NUM,sada,εκατό
858,tausend::NUM,tuhat,χίλιοι
859,und::CNJ,ja,και
860,oder::CNJ,või,ή
861,stehen::V,seisma,στέκομαι
862,stehen::V,seisma,είμαι όρθιος
863,sitzen::V,istuma,κάθομαι
864,liegen::V,lamama,είμαι ξαπλωμένος
865,hängen::V,rippuma,κρέμομαι
866,werden::V,saama,γίνομαι
867,werden::V,hakkama,γίνομαι
868,passieren::V,juhtuma,συμβαίνω
869,beginnen::V,algama,αρχίζω
870,beginnen::V,hakkama,αρχίζω
871,enden::V,lõppema,τελειώνω
872,wechseln::V,vahelduma,αλλάζω
873,aufgehen[Sonne]::V,tõusma,βγαίνω
874,aufgehen[Sonne]::V,tõusma,ανατέλλω
875,untergehen[Sonne]::V,loojuma,δύω
876,untergehen[Sonne]::V,loojuma,βασιλεύω
877,scheinen[Sonne]::V,paistma,λάμπω
878,donnern::V,kõmisema,βροντώ
879,wehen::V,puhuma,φυσώ
880,strömen::V,voolama,ρέω
881,strömen::V,voolama,τρέχω
882,fließen::V,voolama,ρέω
883,sich drehen::V,pöörduma,γυρίζω
884,sich drehen::V,pöörduma,στρέφομαι
885,schwanken::V,kõikuma,ταλαντεύομαι
886,schwingen::V,võnkuma,αιωρούμαι
887,schwingen::V,võnkuma,ταλαντεύομαι
888,fallen::V,langema,πέφτω
889,brennen::V,põlema,καίω
890,rauchen::V,suitsema,καπνίζω
891,regnen::V,sadama,βρέχω
892,gefrieren::V,kinni külmuma,παγώνω
893,tauen::V,sulama,λειώνω
894,schmelzen::V,sulama,λειώνω
895,trocknen::V,kuivama,στεγνώνω
896,sieden::V,keema,βράζω
897,faulen::V,mädanema,σαπίζω
898,verfaulen::V,mädanema,σαπίζω
899,reißen::V,rebenema,σχίζω
900,versinken::V,uppuma,βουλιάζω
901,versinken::V,uppuma,βυθίζομαι
902,vergehen::V,mööduma,περνώ
903,erscheinen::V,ilmuma,εμφανίζομαι
904,verschwinden::V,kaduma,χάνομαι
905,verschwinden::V,kaduma,εξαφανίζομαι
906,sinken::V,vajuma,κατεβαίνω
907,sinken::V,langema,κατεβαίνω
908,abnehmen::V,vähenema,μειώνομαι 
909,abnehmen::V,kahenema,μειώνομαι 
910,zunehmen::V,kasvama,αυξάνω
911,zunehmen::V,kasvama,μεγαλώνω
912,steigen::V,tõusma,ανεβαίνω
913,steigen::V,üles minema,ανεβαίνω
914,wachsen::V,kasvama,μεγαλώνω
915,glänzen::V,läikimä,γυαλίζω
916,funkeln::V,sädelema,αστράφτω
917,funkeln::V,sädelema,σπιθοβολώ
918,lärmen::V,lärmama,θορυβώ
919,läuten::V,helisema,χτυπώ 
920,klingeln::V,helisema,κουδουνίζω
921,klirren::V,kõlisema,κουδουνίζω
922,brausen::V,kohisema,βουΐζω
923,rauschen::V,kohisema,βουΐζω
924,klingen::V,kõlama,ηχώ
925,bellen::V,haukuma,γαυγίζω
926,heulen::V,uluma,ουρλιάζω
927,blasen::V,puhuma,φυσώ
928,pfeifen::V,vilistama,σφυρίζω
929,schreien::V,karjuma,κραυγάζω
930,stöhnen::V,oigama,βογγώ
931,zittern::V,värisema,τρέμω
932,leben::V,elama,ζω
933,leben::V,elus olema,ζω
934,geboren werden::V,sündima,γεννιέμαι
935,atmen::V,hingama,αναπνέω
936,trinken::V,jooma,πίνω
937,essen::V,sööma,τρώω
938,schlucken::V,neelama,καταπίνω
939,müde werden::V,väsima,κουράζομαι
940,einschlafen::V,uinuma,αποκοιμιέμαι
941,schlafen::V,magama,κοιμάμαι
942,aufwachen::V,ärkama,ξυπνώ
943,aufstehen::V,ärkama,σηκώνομαι
944,aufstehen::V,üles tõusma,σηκώνομαι
945,sich erholen::V,puhkama,ξεκουράζομαι
946,krank werden::V,haigestuma,αρρωσταίνω
947,krank werden::V,haigeks jääma,αρρωσταίνω
948,krank sein::V,haige olema,ασθενώ
949,schmerzen::V,valutama,πονώ
950,husten::V,köhima,βήχω
951,genesen::V,toibuma,θεραπεύομαι
952,sterben::V,surema,πεθαίνω
953,umkommen::V,surma saama,πεθαίνω
954,sich bewegen::V,liikuma,κουνιέμαι
955,sich rühren::V,liikuma,σαλεύω
956,sich erheben::V,kerkima,επαναστατώ
957,sich setzen::V,istet võtma,κάθομαι
958,hinfallen::V,kukkuma,πέφτω κάτω
959,hinfallen::V,maha kukkuma,πέφτω κάτω
960,laufen::V,kõndima,τρέχω
961,schreiten::V,astuma,βαδίζω
962,spazierengehen::V,jalutama,κάνω βόλτα
963,spazierengehen::V,jalutama,πηγαίνω περίπατο
964,eilen::V,ruttama,σπεύδω
965,eilen::V,kiirustama,σπεύδω
966,sich beeilen::V,ruttama,βιάζομαι
967,sich beeilen::V,kiirustama,βιάζομαι
968,sausen::V,kihutama,τρέχω γρήγορα
969,sausen::V,tormama,τρέχω γρήγορα
970,rennen::V,jooksma,τρέχω
971,rennen::V,kihutama,τρέχω
972,springen::V,hüppama,πηδώ
973,klettern::V,ronima,σκαρφαλώνω
974,schaukeln::V,kiikuma,κουνιέμαι
975,kriechen::V,roomama,έρπω
976,kriechen::V,roomama,σέρνομαι
977,schwimmen::V,ujuma,κολυμπώ
978,tauchen::V,sukelduma,βουτώ
979,rudern::V,sõudma,κωπηλατώ
980,fahren::V,sõitma,πηγαίνω
981,fliegen::V,lendama,πετώ
982,gehen::V,käima,βαδίζω
983,gehen::V,käima,πηγαίνω
984,gehen::V,minema,βαδίζω
985,gehen::V,minema,πηγαίνω
986,weggehen::V,ära minema,φεύγω
987,weggehen::V,välja minema,φεύγω
988,abfahren::V,väljuma,ξεκινώ
989,abfahren::V,väljuma,αναχωρώ
990,abfahren::V,ära sõitma,ξεκινώ
991,abfahren::V,ära sõitma,αναχωρώ
992,anhalten::V,peatuma,σταματώ
993,hineingehen::V,sisenema,μπαίνω
994,hineingehen::V,sisse minema,μπαίνω
995,eintreten::V,sisenema,μπαίνω
996,eintreten::V,sisenema,εισέρχομαι
997,eintreten::V,sisse astuma,μπαίνω
998,eintreten::V,sisse astuma,εισέρχομαι
999,kommen::V,tulema,έρχομαι
1000,ankommen::V,saabuma,φτάνω
1001,zurückkommen::V,tagasi tulema,επιστρέφω
1002,bleiben::V,jääma,μένω
1003,warten::V,ootama,περιμένω
1004,erwarten::V,ootama,αναμένω
1005,erwarten::V,ootama,περιμένω
1006,erwarten::V,lootma,αναμένω
1007,erwarten::V,lootma,περιμένω
1008,suchen::V,otsima,ψάχνω
1009,finden::V,leidma,βρίσκω
1010,versuchen::V,püüdma,προσπαθώ
1011,versuchen::V,üritama,προσπαθώ
1012,versuchen::V,katsetama,προσπαθώ
1013,vorbereiten::V,valmistama,προετοιμάζω
1014,lieben::V,armastama,αγαπώ
1015,mögen::V,sallima,μου αρέσει
1016,mögen::V,meeldima,μου αρέσει
1017,lachen::V,naerma,γελώ
1018,rühren::V,liigutama,συγκινώ
1019,rühren::V,heldima panema,συγκινώ
1020,weinen::V,nutma,κλαίω
1021,schimpfen::V,sõimama,βρίζω
1022,sich ärgern::V,ärrituma,θυμώνω
1023,sich ärgern::V,vihastuma,θυμώνω
1024,sich fürchten::V,kartma,φοβάμαι
1025,sich fürchten::V,hirmu tundma,φοβάμαι
1026,fürchten::V,kartma,φοβάμαι
1027,fliehen::V,põgenema,φεύγω
1028,flüchten::V,põgenema,δραπετεύω
1029,sehen::V,nägema,βλέπω
1030,anschauen::V,vaatama,κοιτάζω
1031,ansehen::V,vaatama,βλέπω
1032,hören::V,kuulma,ακούω
1033,zuhören::V,kuulama,ακούω
1034,probieren::V,proovima,δοκιμάζω
1035,riechen::V,nuusutama,μυρίζω
1036,riechen::V,nuusutama,οσφραίνομαι
1037,fühlen::V,tundma,αισθάνομαι
1038,scheinen::V,näida,φαίνομαι
1039,scheinen::V,ilmuda,φαίνομαι
1040,zu sehen sein::V,ilmuma,φαίνομαι
1041,vernehmen::V,üle kuulama,ακούω
1042,vernehmen::V,üle kuulama,μαθαίνω
1043,frieren::V,külmetada,κρυώνω
1044,tun::V,tegema,κάνω
1045,können::V,võima,ξέρω
1046,können::V,võima,μπορώ
1047,können::V,oskama,ξέρω
1048,können::V,oskama,μπορώ
1049,wollen::V,tahtma,θέλω
1050,anfangen::V,hakkama,αρχίζω
1051,anfangen::V,alustama,αρχίζω
1052,beenden::V,lõpetama,τελειώνω
1053,aufhören::V,lakkama,παύω
1054,gelingen::V,õnnestuma,πετυχαίνω
1055,geraten::V,jõudma,γίνομαι
1056,öffnen::V,avama,ανοίγω
1057,schließen::V,sulgema,κλείνω
1058,stellen::V,panema,θέτω
1059,stellen::V,asetama,θέτω
1060,setzen::V,panema,θέτω
1061,legen::V,panema,θέτω
1062,legen::V,asetama,θέτω
1063,berühren::V,riivama,εγγίζω
1064,berühren::V,puudutama,εγγίζω
1065,verbinden::V,ühendama,συνδέω
1066,bedecken::V,katma,σκεπάζω
1067,aufhängen::V,riputama,κρεμώ
1068,anzünden::V,süütama,ανάβω
1069,aufheben::V,üles tõstma,σηκώνω
1070,zurücklassen::V,jätma,εγκαταλείπω
1071,verlieren::V,kaotama,χάνω
1072,fallen lassen::V,maha pillama,αφήνω να πέσει
1073,fallen lassen::V,kukkuda laskma,αφήνω να πέσει
1074,machen::V,tegema,κάνω
1075,machen::V,tegema,φτιάχνω
1076,herstellen::V,valmistama,κατασκευάζω
1077,bauen::V,ehitama,χτίζω
1078,bauen::V,ehitama,οικοδομώ
1079,reparieren::V,parandama,επισκευάζω
1080,reparieren::V,parandama,επιδιορθώνω
1081,verbessern::V,parandama,βελτιώνω
1082,verbessern::V,parandama,καλυτερεύω
1083,ändern::V,muutma,αλλάζω
1084,ändern::V,ümber tegema,αλλάζω
1085,graben::V,kaevama,σκάβω
1086,beugen::V,painutama,λυγίζω
1087,biegen::V,painutama,κάμπτω
1088,drehen::V,keerama,στρέφω
1089,wenden::V,ümber pöörama,γυρίζω
1090,umdrehen::V,ümber keerama,γυρίζω
1091,heben::V,tõstma,υψώνω
1092,heben::V,tõstma,σηκώνω
1093,hochheben::V,üles tõstma,υψώνω
1094,hochheben::V,üles tõstma,σηκώνω
1095,hochheben::V,kõrgele tõstma,υψώνω
1096,hochheben::V,kõrgele tõstma,σηκώνω
1097,ergreifen::V,haarama,πιάνω
1098,ergreifen::V,haarama,αρπάζω
1099,halten::V,hoidma,βαστώ
1100,drücken::V,pigistama,πιέζω
1101,schieben::V,lükkama,σπρώχνω
1102,kratzen::V,kraapima,γρατσουνίζω
1103,lecken::V,lakkuma,γλείφω
1104,beißen::V,purema,δαγκάνω
1105,beißen::V,hammustama,δαγκάνω
1106,abreißen::V,rebima,κόβω
1107,abreißen::V,rebima,σχίζω
1108,abreißen::V,ära rebima,κόβω
1109,abreißen::V,ära rebima,σχίζω
1110,abschneiden::V,ära lõikama,αποκόπτω
1111,binden::V,siduma,δένω
1112,stecken::V,pistma,χώνω
1113,brechen::V,murdma,σπάζω
1114,klopfen::V,koputama,χτυπώ
1115,klopfen::V,koputama,τινάζω
1116,hauen::V,lööma,χτυπώ
1117,kleben::V,kleepima,κολλώ
1118,reiben::V,hõõruma,τρίβω
1119,streichen::V,silitama,αλείφω
1120,schleifen::V,lihvima,ακονίζω
1121,schleifen::V,teritama,ακονίζω
1122,schneiden::V,lõikama,κόβω
1123,rütteln::V,raputama,σείω
1124,rütteln::V,raputama,τινάζω
1125,schütteln::V,raputama,σείω
1126,schütteln::V,raputama,κουνώ
1127,schütteln::V,loksutama,σείω
1128,schütteln::V,loksutama,κουνώ
1129,schwenken::V,vehkima,κουνώ
1130,schwenken::V,lehvitama,κουνώ
1131,schütten::V,kallama,χύνω
1132,füllen::V,täitma,γεμίζω
1133,einwickeln::V,sisse mähkima,τυλίγω
1134,tragen::V,kandma,φέρνω
1135,schleppen::V,tassima,κουβαλώ
1136,schleppen::V,lohistama,κουβαλώ
1137,ziehen::V,vedama,τραβώ
1138,ziehen::V,tõmbama,τραβώ
1139,aufbewahren::V,säilitama,φυλάω
1140,aufbewahren::V,alal hoidma,φυλάω
1141,werfen::V,viskama,ρίχνω
1142,fangen::V,püüdma,πιάνω
1143,packen::V,kinni haarama,τσακώνω
1144,packen::V,kinni võtma,τσακώνω
1145,verstecken::V,peitma,κρύβω
1146,teilen::V,jagama,μερίζω
1147,teilen::V,jaotama,μερίζω
1148,schicken::V,saatma,στέλνω
1149,bringen::V,viima,φέρνω
1150,hinzufügen::V,lisama,προσθέτω
1151,bekommen::V,saama,προσκομίζω
1152,erhalten::V,saama,παίρνω
1153,erhalten::V,saama,λαμβάνω
1154,nehmen::V,võtma,πιάνω
1155,nehmen::V,võtma,παίρνω
1156,wählen::V,valima,εκλέγω
1157,auswählen::V,valima,διαλέγω
1158,bewahren::V,hoidma,διατηρώ
1159,behindern::V,takistama,εμποδίζω
1160,verderben::V,rikkuma,χαλώ
1161,beschädigen::V,rikkuma,ζημιώνω
1162,zerbrechen::V,katki tegema,σπάζω
1163,zerreißen::V,katki rebima,σχίζω
1164,zerstören::V,purustama,καταστρέφω
1165,verbrennen::V,põletama,καίω
1166,geben::V,andma,δίνω
1167,reichen::V,andma,δίνω
1168,reichen::V,ulatama,δίνω
1169,schenken::V,kinkima,χαρίζω
1170,versprechen::V,lubama,υπόσχομαι
1171,versprechen::V,tõotama,υπόσχομαι
1172,wünschen::V,soovima,εύχομαι
1173,loben::V,kiitma,επαινώ
1174,küssen::V,suudlema,φιλώ
1175,wiegen::V,hällitama,κουνώ
1176,wiegen::V,hällitama,νανουρίζω
1177,zudecken::V,kaanetama,σκεπάζω
1178,zudecken::V,kinni katma,σκεπάζω
1179,wecken::V,äratama,ξυπνώ
1180,zeigen::V,näitama,δείχνω
1181,führen::V,juhatama,οδηγώ
1182,lehren::V,õpetama,διδάσκω
1183,unterrichten::V,õpetama,διδάσκω
1184,aufziehen::V,üles kasvatama,ανατρέφω
1185,leiten::V,juhtima,ηγούμαι
1186,leiten::V,juhtima,διευθύνω
1187,antreiben::V,ergutama,σπρώχνω
1188,antreiben::V,ergutama,παρακινώ
1189,lassen::V,laskma,αφήνω
1190,einladen::V,kutsuma,προσκαλώ
1191,vereinigen::V,ühendama,ενώνω
1192,besuchen::V,külastama,επισκέπτομαι
1193,treffen::V,kohtama,συναντώ
1194,sich versammeln::V,kogunema,μαζεύομαι
1195,spielen::V,mängima,παίζω
1196,singen::V,laulma,τραγουδώ
1197,tanzen::V,tantsima,χορεύω
1198,sich trennen::V,lahku minema,αποχωρίζομαι
1199,verlassen::V,maha jätma,εγκαταλείπω
1200,retten::V,päästma,σώζω
1201,bewachen::V,valvama,φρουρώ
1202,schützen::V,kaitsma,προστατεύω
1203,verteidigen::V,kaitsma,υπερασπίζω
1204,sich schlagen::V,kaklema,χτυπιέμαι
1205,schießen::V,tulistama,πυροβολώ
1206,siegen::V,võitma,νικώ
1207,ärgern::V,ärritama,τσαντίζω
1208,ärgern::V,vihastama,τσαντίζω
1209,schlagen::V,lööma,χτυπώ
1210,treten::V,sõtkuma,κλοτσώ
1211,stechen::V,pistma,τρυπώ
1212,stechen::V,torkama,τρυπώ
1213,stoßen::V,tõukama,ωθώ
1214,stoßen::V,tõukama,σπρώχνω
1215,stehlen::V,varastama,κλέβω
1216,stören::V,segama,διαταράσσω
1217,stören::V,häirima,διαταράσσω
1218,belästigen::V,ahistama,ενοχλώ
1219,verbergen::V,peitma,κρύβω
1220,verbergen::V,varjama,κρύβω
1221,täuschen::V,petma,παραπλανώ
1222,täuschen::V,tüssama,παραπλανώ
1223,betrügen::V,petma,απατώ
1224,betrügen::V,tüssama,απατώ
1225,betrügen::V,truudust murtma,απατώ
1226,töten::V,tapma,σκοτώνω
1227,töten::V,tapma,θανατώνω
1228,töten::V,surmama,σκοτώνω
1229,töten::V,surmama,θανατώνω
1230,wohnen::V,elama,μένω
1231,wohnen::V,elama,κατοικώ
1232,arbeiten::V,töötama,δουλεύω
1233,arbeiten::V,töötama,εργάζομαι
1234,sammeln::V,koguma,μαζεύω
1235,sammeln::V,koguma,συλλέγω
1236,sammeln::V,korjama,μαζεύω
1237,sammeln::V,korjama,συλλέγω
1238,pflücken::V,noppima,κόβω
1239,jagen::V,jahtima,κυνηγώ
1240,fischen::V,kalastama,ψαρεύω
1241,fischen::V,kala püüdma,ψαρεύω
1242,fassen::V,püüdma,πιάνω
1243,hüten::V,karjatama,φυλάγω
1244,hüten::V,karjatama,προσέχω
1245,treiben::V,ajama,οδηγώ
1246,anbinden::V,kinni siduma,δένω
1247,füttern::V,söötma,ταΐζω
1248,melken::V,lüpsma,αρμέγω
1249,hacken::V,raiuma,κόβω
1250,hacken::V,lõhkuma,κόβω
1251,gießen::V,kastma,ποτίζω
1252,reifen::V,valmima,ωριμάζω
1253,zubereiten::V,valmistama,ετοιμάζω
1254,kochen::V,keetma,βράζω
1255,backen::V,küpsetama,ψήνω
1256,braten::V,praadima,τηγανίζω
1257,umrühren::V,segama,ανακατεύω
1258,stricken::V,kuduma,πλέκω
1259,nähen::V,õmblema,ράβω
1260,färben::V,värvima,βάφω
1261,färben::V,värvima,χρωματίζω
1262,reinigen::V,puhastama,καθαρίζω
1263,waschen::V,pesema,πλένω
1264,abwischen::V,puhtaks pühkima,σφουγγίζω
1265,spülen::V,uhtma,ξεπλένω
1266,fegen::V,pühkima,σκουπίζω
1267,kehren::V,pühkima,σκουπίζω
1268,baden::V,suplema,κάνω μπάνιο
1269,baden::V,kümblema,κάνω μπάνιο
1270,sich waschen::V,end pesema,πλένομαι
1271,ausziehen::V,käest võtma,βγάζω
1272,ausziehen::V,jalast võtma,βγάζω
1273,ausziehen::V,seljast võtma,βγάζω
1274,anziehen::V,jalga panema,φορώ
1275,sich anziehen::V,riietuma,ντύνομαι
1276,kämmen::V,kammima,χτενίζω
1277,schmücken::V,kaunistama,στολίζω
1278,sagen::V,ütlema,λέω
1279,sprechen::V,rääkima,μιλώ
1280,sprechen::V,kõnelema,μιλώ
1281,reden::V,kõnelema,μιλώ
1282,reden::V,kõnelema,κουβεντιάζω
1283,sich unterhalten::V,vestlema,συνομιλώ
1284,sich unterhalten::V,vestlema,κουβεντιάζω
1285,fragen::V,küsima,ρωτώ
1286,bitten::V,paluma,ζητώ
1287,bitten::V,paluma,παρακαλώ
1288,erzählen::V,jutustama,διηγούμαι
1289,mitteilen::V,teatama,πληροφορώ
1290,mitteilen::V,teada andma,πληροφορώ
1291,nennen::V,nimetama,ονομάζω
1292,rufen::V,kutsuma,φωνάζω
1293,prahlen::V,hooplema,καυχιέμαι
1294,übersetzen::V,tõlkima,μεταφράζω
1295,denken::V,mõtlema,σκέφτομαι
1296,glauben::V,uskuma,πιστεύω
1297,bemerken::V,märkama,παρατηρώ
1298,erkennen::V,ära tundma,αναγνωρίζω
1299,begreifen::V,aru saama,καταλαβαίνω
1300,verstehen::V,mõistma,ακούω
1301,lernen::V,õppima,μαθαίνω
1302,wissen::V,teadma,ξέρω
1303,sich erinnern an::V,mäletama,θυμάμαι
1304,vergessen::V,unustama,ξεχνώ
1305,messen::V,mõõtma,μετρώ
1306,zählen::V,loendama,μετρώ
1307,rechnen::V,arvutama,λογαριάζω
1308,lesen::V,lugema,διαβάζω
1309,malen::V,maalima,ζωγραφίζω
1310,zeichnen::V,joonistama,σχεδιάζω
1311,schreiben::V,kirjutama,γράφω
1312,besitzen::V,omama,κατέχω
1313,kaufen::V,ostma,αγοράζω
1314,verkaufen::V,müüma,πουλώ
1315,bezahlen::V,tasuma,πληρώνω
1316,zahlen::V,maksma,πληρώνω
1317,beherrschen::V,valitsema,κυριαρχώ
1318,ertragen::V,taluma,βαστώ
1319,ertragen::V,taluma,αντέχω
