,Concept_ID,uz,tt
796,versinken::V,g'arq bo'lmoq,бату
797,vergehen::V,o'tmoq,авышу
798,erscheinen::V,zuhur ätmoq,пәйда булу
799,verschwinden::V,yo'qolmoq,югалу
800,verschwinden::V,yo'qolmoq,юк булу
801,sinken::V,pasaymoq,кимү
802,sinken::V,pasaymoq,кайту
803,abnehmen::V,kamaymoq,азаю
804,zunehmen::V,urchimoq,арту
805,zunehmen::V,urchimoq,күбәю
806,zunehmen::V,urchimoq,ишәю
807,steigen::V,oshmoq,үсү
808,wachsen::V,o'smoq,үсү
809,glänzen::V,porlamoq,ялкылдау
810,funkeln::V,yalt ätmoq,ялтырау
811,lärmen::V,taraq ätmoq,шаулау
812,läuten::V,jiringlamoq,шалтырату
813,klingeln::V,jiringlamoq,шалтырату
814,klirren::V,sharaqlamoq,чылтырау
815,brausen::V,vag'illamoq,давыллау
816,brausen::V,vag'illamoq,дулау
817,rauschen::V,shitirlamoq,кыштырдау
818,klingen::V,yangramoq,ишетелү
819,bellen::V,hurmoq,өрү
820,heulen::V,uvlamoq,улау
821,blasen::V,puflamoq,өрү
822,pfeifen::V,xushtak chalmoq ,сызгырту
823,schreien::V,qiyqirmoq,кычкыру
824,stöhnen::V,nola qilmoq,ыңгырашу
825,zittern::V,titramoq,калтырау
826,zittern::V,titramoq,калтырану
827,leben::V,yashamoq,яшәү
828,leben::V,yashamoq,гомер итү
829,geboren werden::V,tug'ilmoq,туу
830,atmen::V,nafas chiqarmoq,сулау
831,trinken::V,ichmoq,эчү
832,essen::V,emoq,ашау
833,schlucken::V,yutmoq,йоту
834,müde werden::V,horimoq,ялыгу
835,müde werden::V,horimoq,йөгенү
836,einschlafen::V,uxlab qolmoq,йокыга китү
837,schlafen::V,uxlamoq,йоклау
838,aufwachen::V,uyg'onmoq,уяну
839,aufstehen::V,qo'pmoq,тору
840,sich erholen::V,dam olmoq,ял алу
841,sich erholen::V,dam olmoq,истирахәт итү
842,krank werden::V,kasallanmoq,чирләү
843,krank sein::V,betob yotmoq,чирләү
844,schmerzen::V,og'rimoq,авырту
845,husten::V,yo'talmoq,ютәлләү
846,genesen::V,tuzalmoq,савыгу
847,genesen::V,tuzalmoq,сәламәтләнү
848,sterben::V,o'lmoq,үлү
849,sterben::V,o'lmoq,дөнья кую
850,sterben::V,o'lmoq,вафат булу
851,umkommen::V,halok bo'lmoq,үлү
852,sich bewegen::V,harakat qilmoq,йөрү
853,sich rühren::V,qimirlamoq,кыймылдау
854,sich erheben::V,qo'pmoq,басу
855,sich setzen::V,o'tirmoq,утыру
856,hinfallen::V,yiqilmoq,егылу
857,laufen::V,yurmoq,җәяүләү
858,schreiten::V,yurmoq,атлау
859,spazierengehen::V,sayr ätmoq,йөрү
860,spazierengehen::V,sayr ätmoq,йөргенү
861,eilen::V,tezlamoq,ашыгу
862,sich beeilen::V,shoshmoq,ашыгу
863,sich beeilen::V,shoshmoq,кызулау
864,sausen::V,chopqillamoq,җилдерү
865,rennen::V,yugurmoq,йөгерү
866,springen::V,sakramoq,сикерү
867,klettern::V,yuqorilamoq,үрмәләү
868,schaukeln::V,irg'amoq,атыну
869,kriechen::V,ämaklamoq,шуышу
870,kriechen::V,ämaklamoq,үрмәләү
871,schwimmen::V,suzmoq,йөзү
872,tauchen::V,chu'mmoq,чуму
873,rudern::V,eshkak eshmoq,ишү
874,fahren::V,haydamoq,бару
875,fliegen::V,uchmoq,очу
876,gehen::V,bormoq,йөрү
877,weggehen::V,ketoq,китү
878,abfahren::V,jo'namoq,кузгалу
879,anhalten::V,to'xtamoq,тукталу
880,hineingehen::V,kirmoq,инү
881,eintreten::V,kirmoq,инү
882,kommen::V,kelmoq,килү
883,ankommen::V,etib kelmoq,бару
884,zurückkommen::V,qaytib kelmoq,кире кайту
885,bleiben::V,qolmoq,калу
886,warten::V,poylamoq,көтү
887,erwarten::V,kutmoq,көтү
888,suchen::V,izlamoq,эзләү
889,finden::V,topmoq,табу
890,versuchen::V,chalishmoq,маташу
891,vorbereiten::V,hozirlamoq,хәзерләү
892,lieben::V,sevmoq,сөю
893,lieben::V,sevmoq,ярату
894,mögen::V,ardoqlamoq,өнәү
895,lachen::V,kulmoq,көлү
896,rühren::V,ta'sirlantirmoq,дулкынландыру
897,weinen::V,yig'lamoq,елау
898,schimpfen::V,koyinmoq,сүгү
899,schimpfen::V,koyinmoq,сүгенү
900,sich ärgern::V,g'azab qilmoq,ачулану
901,sich fürchten::V,hurkmoq,курку
902,fürchten::V,qo'rqmoq,калтырау
903,fürchten::V,qo'rqmoq,калтырану
904,fliehen::V,qochmoq,арка бирү
905,flüchten::V,qochmoq,качу
906,sehen::V,ko'rmoq,күрү
907,anschauen::V,razm solmoq,карау
908,ansehen::V,razm qilmoq,карау
909,ansehen::V,razm qilmoq,күзәтү
910,hören::V,äshitmoq,ишетү
911,zuhören::V,tinglamoq,тыңлау
912,probieren::V,tatib ko'rmoq,тату
913,riechen::V,iskamoq,иснәү
914,fühlen::V,sezmoq,тою
915,fühlen::V,sezmoq,сизү
916,scheinen::V,tuyilmoq,күренү
917,zu sehen sein::V,ko'rinmoq,күренү
918,vernehmen::V,äshitmoq,ишетү
919,frieren::V,sovuq qotmoq,өшү
920,frieren::V,sovuq qotmoq,күшегү
921,tun::V,ätmoq,итү
922,können::V,-a olmoq,алу
923,können::V,-y olmoq,алу
924,wollen::V,istamoq,теләү
925,anfangen::V,boshlamoq,керешү
926,beenden::V,bitirmoq,бетерү
927,beenden::V,bitirmoq,тәмамлау
928,aufhören::V,tinmoq,бетү
929,gelingen::V,muvaffaqiyat qozonmoq,уңу
930,geraten::V,bo'lmoq,сабышу
931,öffnen::V,ochmoq,ачу
932,schließen::V,yopmoq,ябу
933,stellen::V,qo'ymoq,кую
934,setzen::V,o'tqazmoq,утырту
935,legen::V,yotqizmoq,яткыру
936,berühren::V,tegmoq,тию
937,verbinden::V,ulamoq,ялгау
938,bedecken::V,bekitmoq,өрту
939,bedecken::V,bekitmoq,каплау
940,bedecken::V,bekitmoq,томалау
941,aufhängen::V,ildirmoq,асу
942,anzünden::V,yondirmoq,кабызу
943,aufheben::V,ko'tarmoq,күтәрү
944,zurücklassen::V,ayrilmoq,калдыру
945,verlieren::V,yo'qotmoq,югалту
946,fallen lassen::V,tushirmoq,төшерү
947,machen::V,qilmoq,ясау
948,machen::V,qilmoq,эшләү
949,herstellen::V,chiqarmoq,ясау
950,bauen::V,solmoq,кору
951,reparieren::V,tuzatmoq,төзәтү
952,verbessern::V,isloh qilmoq,яхшырту
953,ändern::V,o'zgartirmoq,үзгәртү
954,graben::V,qazimoq,казу
955,beugen::V,bukmoq,ию
956,biegen::V,bukmoq,бөгү
957,drehen::V,aylantirmoq,бору
958,drehen::V,aylantirmoq,бөтерү
959,wenden::V,burmoq,бору
960,umdrehen::V,ag'darmoq,түнтәрү
961,heben::V,yuksaltirmoq,күтәрү
962,hochheben::V,ko'tarmoq,күтәрү
963,ergreifen::V,tutamlamoq,эләктерү
964,halten::V,tutmoq,тоту
965,drücken::V,bosmoq,кысу
966,schieben::V,surmoq,кузгату
967,kratzen::V,qashimoq,тырнау
968,lecken::V,mijimoq,ялау
969,beißen::V,tishlamoq,тешләү
970,abreißen::V,emirmoq,өзү
971,abschneiden::V,cho'rt kesmoq,кыю
972,abschneiden::V,cho'rt kesmoq,кисү
973,binden::V,bog'lamoq,бәйләү
974,stecken::V,suqmoq,төртү
975,stecken::V,suqmoq,тыгу
976,brechen::V,sindirmoq,сындыру
977,klopfen::V,dukurlamoq,шаку
978,klopfen::V,dukurlamoq,шакылдау
979,hauen::V,urmoq,кыйнау
980,kleben::V,yopishtirmoq,ябыштыру
981,reiben::V,surkamoq,ышку
982,streichen::V,surkamoq,ягу
983,schleifen::V,qayramoq,кайрау
984,schneiden::V,kesmoq,кисү
985,rütteln::V,chayqamoq,селкетү
986,schütteln::V,chayqamoq,селкетү
987,schwenken::V,chayqatmoq,болгау
988,schütten::V,quymoq,кою
989,füllen::V,to'ldirmoq,тутыру
990,einwickeln::V,chulg'amoq,төрү
991,tragen::V,tashimoq,ташу
992,schleppen::V,sudramoq,сөйрәү
993,schleppen::V,sudramoq,өстерәү
994,ziehen::V,tortmoq,тарту
995,aufbewahren::V,tutmoq,саклау
996,werfen::V,tashlamoq,ыргыту
997,fangen::V,tutmoq,тоту
998,packen::V,opqochmoq,эләктерү
999,verstecken::V,yashirmoq,яшерү
1000,teilen::V,bo'lmoq,бүлү
1001,schicken::V,yubormoq,җибәрү
1002,bringen::V,keltirmoq,китерү
1003,hinzufügen::V,tirkamoq,өстәү
1004,bekommen::V,olmoq,алу
1005,erhalten::V,olmoq,алу
1006,nehmen::V,olmoq,алу
1007,wählen::V,saylamoq,сайлау
1008,auswählen::V,saylamoq,сайлау
1009,bewahren::V,saqlamoq,саклау
1010,behindern::V,xalal bermoq,комачаулау
1011,verderben::V,xazon qilmoq,бозу
1012,beschädigen::V,buzmoq,бозу
1013,zerbrechen::V,sindirmoq,вату
1014,zerreißen::V,yirtmoq,өзү
1015,zerreißen::V,yirtmoq,ерту
1016,zerstören::V,vayron qilmoq,җимерү
1017,verbrennen::V,kuydirmoq,яндыру
1018,verbrennen::V,kuydirmoq,көйдерү
1019,geben::V,bermoq,бирү
1020,reichen::V,bermoq,тапшыру
1021,schenken::V,sovg'a qilmoq,бүләкләү
1022,versprechen::V,va'da bermoq,вәгъдә бирү
1023,wünschen::V,orziqmoq,котлау
1024,loben::V,maqtamoq,мактау
1025,küssen::V,o'pmoq,үбү
1026,wiegen::V,tebratmoq,тирбәтү
1027,zudecken::V,yopmoq,ябу
1028,zudecken::V,yopmoq,бөркәү
1029,wecken::V,uyg'otmoq,уяту
1030,zeigen::V,ko'rsatmoq,күрсәтү
1031,führen::V,boshlik bo'lmoq,йөртү
1032,lehren::V,o'rgatmoq,өйрәтү
1033,unterrichten::V,dars bermoq,укыту
1034,aufziehen::V,o'stirmoq,асрау
1035,leiten::V,boshqarmoq,җитәкләү
1036,antreiben::V,shoshiltirmoq,куалау
1037,antreiben::V,shoshiltirmoq,әйдәләү
1038,antreiben::V,shoshiltirmoq,ашыктыру
1039,lassen::V,ruxsat bermoq,мәҗбүр итү
1040,einladen::V,taklif kilmoq,чакыру
1041,vereinigen::V,qo'shmoq,берләштерү
1042,besuchen::V,mehmonga bormoq,керешү
1043,treffen::V,duchor bo'lmoq,очрату
1044,sich versammeln::V,to'planmoq,җыелышу
1045,spielen::V,o'ynamoq,уйнау
1046,singen::V,yalla qilmoq,җырлау
1047,tanzen::V,raqs qilmoq,бию
1048,sich trennen::V,yakkalanmoq,аерылу
1049,sich trennen::V,yakkalanmoq,ташлашу
1050,verlassen::V,qoldirmoq,ташлау
1051,verlassen::V,qoldirmoq,калдыру
1052,retten::V,qutqazmoq,коткару
1053,bewachen::V,qo'rimoq,каравыллау
1054,schützen::V,yoniga olmoq,ышыклау
1055,verteidigen::V,yoqlamoq,яклау
1056,verteidigen::V,yoqlamoq,саклау
1057,sich schlagen::V,yoqalashmoq,сугышу
1058,schießen::V,otmoq,ату
1059,siegen::V,engmoq,җиңү
1060,ärgern::V,jahl chiqarmoq,ачуландыру
1061,schlagen::V,urmoq,ору
1062,schlagen::V,urmoq,бәрү
1063,schlagen::V,urmoq,тукмау
1064,treten::V,tepmoq,тибү
1065,stechen::V,qadamoq,кадау
1066,stoßen::V,turtmoq,этү
1067,stehlen::V,o'g'rilamoq,урлау
1068,stören::V,tebratmoq,комачаулау
1069,belästigen::V,g'ashini keltirmoq,борчу
1070,belästigen::V,g'ashini keltirmoq,билмазалау
1071,verbergen::V,berkitmoq,яшерү
1072,täuschen::V,aldamoq,алдату
1073,betrügen::V,tirriq qilmoq,хәрәмләшү
1074,töten::V,o'ldirmoq,үтерү
1075,wohnen::V,istiqomat qilmoq,яшәү
1076,arbeiten::V,ishlamoq,эшләү
1077,sammeln::V,yig'moq,туплау
1078,pflücken::V,termoq,өзү
1079,jagen::V,ov qilmoq,аулау
1080,fischen::V,baliq ovlamoq,балык тоту
1081,fassen::V,ilinmoq,тоту
1082,hüten::V,boqtirmoq,көтү
1083,treiben::V,haydamoq,куалау
1084,anbinden::V,bog'lamoq,бәйләү
1085,füttern::V,edirmoq,туйдыру
1086,melken::V,sog'moq,саву
1087,hacken::V,chopmoq,чабу
1088,gießen::V,oqizmoq,сугару
1089,reifen::V,qizarmoq,җитешү
1090,zubereiten::V,pishirmoq,пешеренү
1091,kochen::V,qaynatmoq,пешерү
1092,kochen::V,qaynatmoq,кайнату
1093,backen::V,yopmoq,пешерү
1094,braten::V,qovurmoq,куыру
1095,braten::V,qovurmoq,кыздыру
1096,umrühren::V,atalamoq,бутау
1097,umrühren::V,atalamoq,болгату
1098,stricken::V,to'qimoq,бәйләү
1099,nähen::V,tikmoq,тегү
1100,färben::V,bo'yoqlamoq,ману
1101,reinigen::V,tozalamoq,чистарту
1102,waschen::V,yuvmoq,юу
1103,abwischen::V,surkamoq,сөртү
1104,spülen::V,chaymoq,чайкау
1105,fegen::V,cho'tkalamoq,себерү
1106,kehren::V,supurmoq,себерү
1107,baden::V,cho'milmoq,коену
1108,sich waschen::V,yuvinmoq,юыну
1109,ausziehen::V,echintirmoq,чишенү
1110,anziehen::V,kiymoq,кию
1111,sich anziehen::V,kiyinmoq,киенү
1112,kämmen::V,taramoq,тарау
1113,schmücken::V,yasatmoq,бизәү
1114,schmücken::V,yasatmoq,бизәкләү
1115,sagen::V,aytmoq,дию
1116,sagen::V,aytmoq,әйтү
1117,sprechen::V,so'zlamoq,сөйләү
1118,sprechen::V,so'zlamoq,сөйләшү
1119,reden::V,gapirmoq,сөйләү
1120,sich unterhalten::V,suhbatlashmoq,сөйләшү
1121,fragen::V,so'ramoq,сорау
1122,fragen::V,so'ramoq,сорашу
1123,bitten::V,iltimos qilmoq,үтенү
1124,erzählen::V,aytib bermoq,сөйләү
1125,mitteilen::V,bildirmoq,белдерү
1126,nennen::V,atamoq,дию
1127,rufen::V,chaqirmoq,дәшү
1128,prahlen::V,gerdaymoq,мактану
1129,prahlen::V,gerdaymoq,шапырыну
1130,übersetzen::V,tarjima qilmoq,күчерү
1131,denken::V,o'ylamoq,уйлау
1132,glauben::V,ishonmoq,инану
1133,bemerken::V,payqamoq,искәрү
1134,erkennen::V,tanimoq,тану
1135,begreifen::V,tushunmoq,аңлау
1136,begreifen::V,tushunmoq,төшенү
1137,verstehen::V,anglamoq,аңлау
1138,verstehen::V,anglamoq,төшенү
1139,lernen::V,o'qimoq,уку
1140,lernen::V,o'qimoq,өйрәнү
1141,wissen::V,bilmoq,белү
1142,sich erinnern an::V,äsni tanimoq,хәтерләү
1143,vergessen::V,unutmoq,оныту
1144,messen::V,o'lchamoq,үлчәү
1145,zählen::V,raqamlamoq,санау
1146,rechnen::V,cho'tlamoq,исәпләү
1147,lesen::V,o'qimoq,уку
1148,malen::V,rasm solmoq,рәсем ясау
1149,malen::V,rasm solmoq,сурәт ясау
1150,malen::V,rasm solmoq,сурәтләү
1151,zeichnen::V,chizmoq,язу-сызу
1152,zeichnen::V,chizmoq,сурәт ясау
1153,schreiben::V,yozmoq,язу
1154,besitzen::V,ägalamoq,биләү
1155,kaufen::V,olmoq,алу
1156,verkaufen::V,sotmoq,сату
1157,bezahlen::V,to'lamoq,түләү
1158,zahlen::V,to'lamoq,түләү
1159,beherrschen::V,ägalamoq,ия булу
1160,ertragen::V,chidamoq,чыдау
