,Concept_ID,ku,en
279,Stück::N,parçe,piece
280,Teil::N,parçe,part
281,Hälfte::N,nîvî,half
282,Kreis::N,çemil,circle
283,Kreuz::N,xaç,cross
284,Linie::N,xezik,line
285,Strich::N,xezik,stroke
286,Abstand::N,dûrahî,gap
287,Entfernung::N,dûrahî,distance
288,Gegend::N,dever,area
289,Platz::N,çih,space
290,Ort::N,dever,place
291,Seite::N,rûpel,side
292,Mitte::N,nav,middle
293,Mitte::N,nabênê,middle
294,Gegenstand::N,tişt,item
295,Sache::N,tişt,thing
296,Rand::N,kevî,fringe
297,Kante::N,kevî,edge
298,Ecke::N,qunç,corner
299,Spitze::N,derzî,tip
300,Ende::N,talî,end
301,Loch::N,qul,hole
302,Winkel::N,kurnîşk,angle
303,Muster::N,desen,pattern
304,Größe::N,mezinî,size
305,Länge::N,dirêjahî,length
306,Höhe::N,bilindayî,height
307,Gewicht::N,giranî,weight
308,Menge::N,qas,amount
309,Haufen::N,lod,heap
310,Reihe::N,rêz,row
311,Boot::N,kelek,boat
312,Ruder::N,bêrik,oar
313,Schlitten::N,xîjik,sleigh
314,Ski::N,lakan,ski
315,Lagerfeuer::N,agir,campfire
316,Last::N,bar,load
317,Gang::N,fîtêz,walk
318,Schritt::N,gav,step
319,Norden::N,bakur,north
320,Süden::N,başur,south
321,Westen::N,rojava,west
322,Osten::N,rojhilat,east
323,Holz::N,dep,wood
324,Brett::N,dep,board
325,Platte::N,dep,slab
326,Stütze::N,destek,bracket
327,Stange::N,sing,pole
328,Stock::N,çam,stick
329,Stab::N,qat,staff
330,Rohr::N,borî,pipe
331,Haus::N,mal,house
332,Haus::N,xanî,house
333,Heim::N,mal,home
334,Ofen::N,sobe,stove
335,Fußboden::N,binpê,floor
336,Tisch::N,mase,table
337,Stuhl::N,kursî,chair
338,Wiege::N,derguş,cradle
339,Bett::N,qerewêle,bed
340,Regal::N,rêbaz,shelf
341,Kiste::N,sindoq,box
342,Fenster::N,çam,window
343,Fenster::N,şibeke,window
344,Tür::N,derî,door
345,Tor::N,derge,gate
346,Zaun::N,hejik,fence
347,Dach::N,sere xanî,roof
348,Leiter::N,pêling,ladder
349,Besen::N,melkes,broom
350,Spaten::N,mer,spade
351,Schaufel::N,bêr,shovel
352,Gabel::N,çetel,fork
353,Löffel::N,kevçî,spoon
354,Messer::N,kêr,knife
355,Nagel::N,bizmar,nail
356,Netz::N,tor,net
357,Haken::N,çenqel,hook
358,Griff::N,destî,handle
359,Schloss::N,qonax,lock
360,Bild::N,dimen,picture
361,Figur::N,figûr,figure
362,Puppe::N,bûk,doll
363,Beutel::N,kîsik,pouch
364,Bündel::N,pêçek,bundle
365,Tasche::N,bêrîk,bag
366,Eimer::N,dewl,bucket
367,Deckel::N,devik,cover
368,Geschirr::N,ferax,dishes
369,Sack::N,tûr,sack
370,Tasse::N,kada,cup
371,Topf::N,beroş,pot
372,Kessel::N,şîril,kettle
373,Essen::N,xwarin,meal
374,Nahrung::N,xwarin,food
375,Speise::N,xwarin,dish
376,Fleisch::N,goşt,meat
377,Getreide::N,zad,corn
378,Brei::N,hewdêl,mush
379,Brot::N,,bread
380,Scheibe::N,parçe,slice
381,Fett::N,rûn,fat
382,Butter::N,rûn,butter
383,Öl::N,rûn,oil
384,Salz::N,xwe,salt
385,Suppe::N,şorbe,soup
386,Honig::N,hingiv,honey
387,Milch::N,şîr,milk
388,Tee::N,çay,tea
389,Leder::N,çerm,leather
390,Wolle::N,herî,wool
391,Stoff::N,paç,cloth
392,Nadel::N,derzî,needle
393,Faden::N,ta,thread
394,Knopf::N,bişkok,button
395,Knoten::N,girêk,knot
396,Farbe::N,boyax,paint
397,Kleidung::N,çil,clothes
398,Hemd::N,qutik,shirt
399,Hemd::N,miltan,shirt
400,Kragen::N,stûvang,collar
401,Ärmel::N,hûçik,sleeve
402,Hose::N,şewel,trousers
403,Gürtel::N,qayiş,belt
404,Mütze::N,fîno,cap
405,Schuh::N,şêkal,shoe
406,Stiefel::N,gizme,boot
407,Stiefel::N,çizme,boot
408,Ring::N,xelek,ring
409,Band::N,band,ribbon
410,Kamm::N,şeh,comb
411,Spiegel::N,eynik,mirror
412,Riemen::N,qayiş,strap
413,Schnur::N,doxin,string
414,Leine::N,şirît,leash
415,Decke::N,bataniye,blanket
416,Kissen::N,balgî,pillow
417,Tuch::N,şar,scarf
418,Handtuch::N,dezmal,towel
419,Kraft::N,hêz,force
420,Kraft::N,qewet,force
421,Stärke::N,xurtî,strength
422,Gesundheit::N,nojdarî,health
423,Krankheit::N,nexweşî,illness
424,Schmerz::N,êş,pain
425,Wunde::N,kul,wound
426,Fieber::N,ta,fever
427,Arznei::N,derman,medicine
428,Brücke::N,kopî,bridge
429,Brunnen::N,çal,well
430,Brunnen::N,kani,well
431,Weide::N,beyar,pasture
432,Pfad::N,xaçirek,path
433,Weg::N,rê,way
434,Straße::N,rê,road
435,Dorf::N,gund,village
436,Stadt::N,baçar,town
437,Brief::N,name,letter
438,Buch::N,kitêb,book
439,Buch::N,pirtûk,book
440,Buchstabe::N,herf,character
441,Zeitung::N,rojname,newspaper
442,Leben::N,jiyan,life
443,Tod::N,mirin,death
444,Grab::N,mezel,grave
445,Kirche::N,gilyas,church
446,Sünde::N,guneh,sin
447,Gott::N,xwedê,god
448,Arbeiter::N,hîşçî,worker
449,Chef::N,bêg,boss
450,Meister::N,hoste,master
451,Arzt::N,doktor,doctor
452,Lehrer::N,mamoste,teacher
453,Geld::N,pere,money
454,Geschäft::N,firoşgeh,business
455,Laden::N,dikan,shop
456,Preis::N,buha,price
457,Ware::N,tişt,ware
458,Nutzen::N,fêde,profit
459,Reichtum::N,serwet,wealth
460,Welt::N,dinya,world
461,Land::N,welat,country
462,Staat::N,dewlet,state
463,König::N,şah,king
464,König::N,qral,king
465,Macht::N,qewet,power
466,Macht::N,destihilat,power
467,Grenze::N,kevî,border
468,Krieg::N,çeng,war
469,Krieg::N,sêwaş,war
470,Feind::N,dijmin,enemy
471,Gewalt::N,zor,violence
472,Kampf::N,şer,fight
473,Bogen[Waffe]::N,kêvan,bow
474,Pfeil::N,çîrik,arrow
475,Gewehr::N,tifing,gun
476,Fehler::N,şaşî,mistake
477,Lüge::N,derew,lie
478,Schaden::N,xisar,damage
479,Unglück::N,bêbextî,misfortune
480,Schuld::N,suç,fault
481,Alter::N,temen,age
482,Schluss::N,girtin,conclusion
483,Zeit::N,çax,time
484,Tag::N,roj,day
485,Morgen::N,sibeh,morning
486,Mittag::N,nîro,noon
487,Abend::N,êvar,evening
488,Nacht::N,şev,night
489,Woche::N,heftî,week
490,Monat::N,meh,month
491,Jahr::N,sal,year
492,Frühling::N,bihar,spring
493,Sommer::N,havîn,summer
494,Herbst::N,payîz,autumn
495,Winter::N,zistan,winter
496,Januar::N,çile,January
497,Februar::N,sibat,February
498,März::N,adar,March
499,April::N,nîsan,April
500,Mai::N,gûlan,May
501,Juni::N,hezîran,June
502,Juli::N,tîmeh,July
503,August::N,tebax,August
504,September::N,îlon,September
505,Oktober::N,çotmeh,October
506,November::N,mijdar,November
507,Dezember::N,kanûn,December
508,Montag::N,duşemb,Monday
509,Dienstag::N,sêşem,Tuesday
510,Mittwoch::N,çarşemb,Wednesday
511,Donnerstag::N,pêşemb,Thursday
512,Freitag::N,în,Friday
513,Samstag::N,şemî,Saturday
514,Sonntag::N,yekşemb,Sunday
515,groß::A,mezin,big
516,klein::A,çûçik,little
517,lang::A,dirêj,long
518,kurz::A,kin,short
519,breit::A,fireh,wide
520,schmal::A,tenik,narrow
521,dicht::A,gir,dense
522,dick[Gegenstand]::A,şîşman,thick
523,dünn::A,zirav,thin
524,fein::A,tenik,delicate
525,fest::A,saxlem,firm
526,flach::A,pahn,flat
527,glatt::A,dûz,smooth
528,glatt::A,şayîk,smooth
529,hart::A,hişk,hard
530,weich::A,nerm,soft
531,rund::A,gilover,round
532,spitz::A,pîj,pointed
533,scharf::A,tûj,sharp
534,stumpf::A,ne tûj,blunt
535,schwer::A,giran,heavy
536,schön::A,xweş,beautiful
537,schön::A,xweşik,beautiful
538,heiß::A,kelandî,hot
539,warm::A,germ,warm
540,kalt::A,sar,cold
541,kühl::A,jemîrî,cool
542,frisch::A,ter,fresh
543,feucht::A,şil,damp
544,nass::A,şilek,wet
545,trocken::A,zuwa,dry
546,voll::A,tijî,full
547,leer::A,vala,empty
548,offen::A,vekirî,open
549,geschlossen::A,asê,closed
550,sauber::A,pakij,clean
551,schmutzig::A,lewitî,dirty
552,roh::A,xav,raw
553,reif::A,gihaştî,ripe
554,lecker::A,xweş,delicious
555,süß::A,şîrîn,sweet
556,bitter::A,tahl,bitter
557,sauer::A,tirş,sour
558,hell::A,ronî,bright
559,dunkel::A,tarî,dark
560,schwarz::A,reş,black
561,weiß::A,sipî,white
562,rot::A,sor,red
563,gelb::A,zer,yellow
564,blau::A,şîn,blue
565,grün::A,şîn,green
566,grau::A,gewr,grey
567,bunt::A,rengîn,colourful
568,bunt::A,rengîn,colorful
569,billig::A,erzan,cheap
570,teuer::A,biha,dear
571,wertvoll::A,hêja,precious
572,wertvoll::A,giranbiha,precious
573,blind::A,kor,blind
574,taub::A,kerr,deaf
575,kräftig::A,gir,powerful
576,kräftig::A,xurt,powerful
577,stark::A,xurt,strong
578,schwach::A,kesad,weak
579,fett::A,qelew,fat
580,schlank::A,zirav,slim
581,hübsch::A,xweşik,pretty
582,böse::A,xerab,evil
583,böse::A,aciz,evil
584,dumm::A,gêj,stupid
585,faul::A,têmbêl,lazy
586,fleißig::A,jêhatî,diligent
587,geizig::A,destgirtî,stingy
588,klug::A,baqil,clever
589,geschickt::A,zîrek,skilful
590,geschickt::A,zîrek,skillful
591,geschickt::A,ziring,skilful
592,geschickt::A,ziring,skillful
593,lieb::A,delal,dear
594,lustig::A,kêfxweş,merry
595,sanft::A,nazenîn,gentle
596,hungrig::A,birçî,hungry
597,krank::A,nexweş,sick
598,nackt::A,rût,naked
599,nackt::A,tazî,naked
600,traurig::A,xemgîn,sad
601,lebendig::A,bisaxî,living
602,gut::A,baş,good
603,schlecht::A,xerab,bad
604,richtig::A,rast,correct
605,richtig::A,saxlem,correct
606,schlimm::A,nebaş,nasty
607,wahr::A,rast,true
608,alt::A,pîr,old
609,alt::A,kevn,old
610,neu::A,nû,new
611,ehemalig::A,kevnar,former
612,ehemalig::A,peşidar,former
613,alt[Lebewesen]::A,pîr,aged
614,jung::A,xort,young
615,arm::A,feqîr,poor
616,arm::A,desteng,poor
617,reich::A,dewlemend,rich
618,bekannt::A,naskirî,familiar
619,berühmt::A,navdar,famous
620,fremd::A,xerîb,foreign
621,verschieden::A,çîhê,different
622,nah::A,nêzîk,near
623,fern::A,dûr,far
624,linker::A,çepê,left
625,rechter::A,rastê,right
626,anderer::A,yê din,other
627,erster::A,yekemîn,first
628,zweiter::A,duda,second
629,dritter::A,sisêya,third
630,letzter::A,paşîn,last
631,allein::ADV,tenê,alone
632,auf einmal::ADV,jar kê,at once
633,zusammen::ADV,tev,together
634,zusammen::ADV,bi hev re,together
635,lange::ADV,dirêj,long
636,plötzlich::ADV,ji nişkave,suddenly
637,sofort::ADV,yekser,instantly
638,später::ADV,paşiyê,later
639,jetzt::ADV,nuha,now
640,heute::ADV,îro,today
641,morgen::ADV,sibeh,tomorrow
642,bald::ADV,nêzîk,soon
643,dann::ADV,paşê,then
644,gestern::ADV,do,yesterday
645,einst::ADV,jar ke,once
646,damals::ADV,hîngî,at that time
647,danach::ADV,piştra,afterwards
648,vorher::ADV,pîşî,before
649,zuerst::ADV,bere,at first
650,einmal::ADV,çarik,once
651,manchmal::ADV,çarna,sometimes
652,oft::ADV,gelek çaran,often
653,immer::ADV,daîm,always
654,niemals::ADV,tu çar,never
655,hier::ADV,li vir,here
656,hierhin::ADV,vir,hither
657,hierhin::ADV,vir,to here
658,hierhin::ADV,vir,here
659,von hier::ADV,ji vir,hence
660,dort::ADV,li wê derê,there
661,dorthin::ADV,wêda,thither
662,dorthin::ADV,wêda,there
663,dorthin::ADV,wêda,to there
664,geradeaus::ADV,rastê rast,ahead
665,vorwärts::ADV,ber bi pêş,forward
666,rückwärts::ADV,paşpê,backward
667,zurück::ADV,paşdo,back
668,zurück::ADV,paşvê,back
669,unten::ADV,jêrî,below
670,hinab::ADV,berjêr,down
671,oben::ADV,banî,above
672,hinauf::ADV,banî,up
673,überall::ADV,li her derê,everywhere
674,nicht::ADV,ne,not
675,nicht::ADV,nîn,not
676,nicht::ADV,tine,not
677,ein wenig::ADV,hebkî,a little
678,kaum::ADV,tema,hardly
679,kaum::ADV,himangi,hardly
680,sehr::ADV,gelek,very
681,so::ADV,weha,so
682,noch::ADV,hêj,still
683,noch::ADV,dîsa,still
684,nur::ADV,tenê,only
685,nur::ADV,bes,only
686,schon::ADV,hew,already
687,wieder::ADV,jar din,again
688,wieder::ADV,dîsa,again
689,vergebens::ADV,deya çun,in vain
690,vergebens::ADV,îfleh bûn,in vain
691,vor::PRP,li ber,in front of
692,hinter::PRP,li pişt,behind
693,unter::PRP,li bin,under
694,durch::PRP,kura,through
695,neben::PRP,li ba,next to
696,zwischen::PRP,nabeyne,between
697,zwischen::PRP,di nav...da,between
698,wegen::PRP,ji bo,because of
699,wegen::PRP,ji ber,because of
700,dies::PRN,ev,this
701,das::PRN,ev,that
702,alles::PRN,hemû,everything
703,ich::PRN,ez,I
704,du::PRN,tu,you
705,du::PRN,tu,thou
706,er::PRN,wî,he
707,wir::PRN,êm,we
708,ihr::PRN,hûn,you
709,sie::PRN,we,they
710,was::FPRN,çi,what
711,wer::FPRN,ki,who
712,wo::FADV,li ku dere,where
713,wohin::FADV,li ku dere,where ... to
714,wohin::FADV,li ku dere,where to
715,wohin::FADV,li ku dere,where
716,wie::FADV,çawa,how
717,warum::FADV,çima,why
718,wieviel::FNUM,çend,how much
719,eins::NUM,yek,one
720,zwei::NUM,didu,two
721,drei::NUM,sisê,three
722,vier::NUM,çar,four
723,fünf::NUM,penç,five
724,sechs::NUM,şeş,six
725,sieben::NUM,heft,seven
726,acht::NUM,heşt,eight
727,neun::NUM,neh,nine
728,zehn::NUM,deh,ten
729,elf::NUM,yazdeh,eleven
730,zwölf::NUM,diwazdeh,twelve
731,zwanzig::NUM,bîst,twenty
732,dreißig::NUM,sih,thirty
733,vierzig::NUM,çil,forty
734,fünfzig::NUM,pençi,fifty
735,sechzig::NUM,şêst,sixty
736,siebzig::NUM,heftê,seventy
737,achtzig::NUM,heştê,eighty
738,neunzig::NUM,nod,ninety
739,hundert::NUM,sêd,a hundred
740,tausend::NUM,hezar,a thousand
741,und::CNJ,û,and
742,oder::CNJ,an,or
743,oder::CNJ,yan,or
744,stehen::V,sekinîn,stand
745,sitzen::V,rûniştin,sit
746,liegen::V,paldan,lie
747,hängen::V,darve kirin,hang
748,werden::V,bûn,become
749,passieren::V,hatin holê,happen
750,passieren::V,hatin serê kesî,happen
751,beginnen::V,li dest pêkirin,begin
752,enden::V,xalas bû,end
753,wechseln::V,guherandin,change
754,wechseln::V,dêgiş kirin,change
755,aufgehen[Sonne]::V,hilatin,rise
756,untergehen[Sonne]::V,çun ava,set
757,scheinen[Sonne]::V,şewk de,shine
758,donnern::V,gire-gir,thunder
759,wehen::V,ba le de,blow
760,strömen::V,xwe girtin,stream
761,fließen::V,herikîn,flow
762,sich drehen::V,xwe zivirandin,revolve
763,schwanken::V,hejandin,sway
764,schwingen::V,libakirin,swing
765,fallen::V,ketin,fall
766,brennen::V,şewitîn,burn
767,rauchen::V,kişandin,smoke
768,regnen::V,bahran tê,rain
769,gefrieren::V,qefilandin,freeze
770,tauen::V,helandin,thaw
771,schmelzen::V,helandin,melt
772,trocknen::V,zuwabûn,dry
773,sieden::V,kelîn,boil
774,faulen::V,xerabûn,rot
775,verfaulen::V,xerabûn,decay
776,reißen::V,jêkirin,snap
777,versinken::V,xerq bûn,sink
778,vergehen::V,derbas bûn,pass
779,erscheinen::V,peyda bûn,appear
780,verschwinden::V,wendabûn,disappear
781,sinken::V,noq bûn,drop
782,abnehmen::V,kêm bûn,decrease
783,zunehmen::V,qelew bûn,increase
784,steigen::V,hildan,rise
785,wachsen::V,mezin bûn,grow
786,glänzen::V,biriqîn,shine
787,funkeln::V,çikisîn,sparkle
788,lärmen::V,guşîn,be noisy
789,läuten::V,lê de,chime
790,klingeln::V,sîl dan,ring
791,klingeln::V,ringerin,ring
792,klirren::V,zingzing hat,tinkle
793,brausen::V,guşîn,roar
794,rauschen::V,guşîn,rustle
795,klingen::V,deng pe ketin,sound
796,bellen::V,kewtîn,bark
797,heulen::V,ûrîn,howl
798,blasen::V,puf kirin,blow
799,pfeifen::V,fîkandin,whistle
800,schreien::V,qîrîn,shout
801,stöhnen::V,nalîn,groan
802,zittern::V,hejîn,tremble
803,leben::V,jihîn,be alive
804,geboren werden::V,hatin dinyê,be born
805,geboren werden::V,bûn,be born
806,atmen::V,hilmijîn,breathe
807,trinken::V,vexwarin,drink
808,essen::V,xwarin,eat
809,schlucken::V,daqulbandin,swallow
810,müde werden::V,betilîln,get tired
811,müde werden::V,qerimîn,get tired
812,einschlafen::V,razan,fall asleep
813,schlafen::V,razan,sleep
814,schlafen::V,razandin,sleep
815,aufwachen::V,şiyarbûn,wake up
816,aufstehen::V,rabûn,get up
817,sich erholen::V,baş bûn,relax
818,krank werden::V,nexweş kêt,fall ill
819,krank sein::V,nexweş bû,be ill
820,schmerzen::V,êşandin,ache
821,husten::V,kuxin,cough
822,genesen::V,baş bûn,recover
823,sterben::V,mirin,die
824,umkommen::V,mirin,perish
825,sich bewegen::V,leqîn,move
826,sich rühren::V,leqîn,budge
827,sich erheben::V,rabûn,stand up
828,sich setzen::V,runiştin,sit down
829,hinfallen::V,kêtin,tumble
830,laufen::V,meşîn,walk
831,schreiten::V,meşkirin,pace
832,spazierengehen::V,gerandin,go for a walk
833,eilen::V,lezandin,rush
834,sich beeilen::V,zûkirin,hurry
835,sausen::V,fîzîn,dash
836,rennen::V,baz dan,run
837,springen::V,hilpekîn,jump
838,klettern::V,hilperikîn,climb
839,schaukeln::V,lorandin,seesaw
840,kriechen::V,xuşandin,creep
841,schwimmen::V,avjenîn,swim
842,tauchen::V,qutxuyardin,dive
843,tauchen::V,noqîn,dive
844,rudern::V,qaîq ajotin,row
845,fahren::V,ajotin,drive
846,fliegen::V,firîn,fly
847,gehen::V,çûn,go
848,weggehen::V,çûn,go away
849,abfahren::V,çûyin,depart
850,anhalten::V,rawestîn,stop
851,hineingehen::V,ketin hundir,go in
852,eintreten::V,têketin,enter
853,kommen::V,hatin,come
854,ankommen::V,gihan,arrive
855,ankommen::V,gihîştin,arrive
856,zurückkommen::V,vegerandin,come back
857,bleiben::V,sekinîn,stay
858,warten::V,payîn,wait
859,erwarten::V,payîn,wait for
