,Concept_ID,de,kk
370,Stütze::N,Stütze,тіреу
371,Stange::N,Stange,қада
372,Stock::N,Stock,сойыл
373,Stab::N,Stab,сырық
374,Rohr::N,Rohr,құбыр
375,Haus::N,Haus,үй
376,Heim::N,Heim,үйлі
377,Heim::N,Heim,шаңырақ
378,Ofen::N,Ofen,ошақ
379,Ofen::N,Ofen,пеш
380,Fußboden::N,Fußboden,еден
381,Tisch::N,Tisch,үстел
382,Stuhl::N,Stuhl,орындық
383,Wiege::N,Wiege,бесік
384,Bett::N,Bett,кереует
385,Regal::N,Regal,сөре
386,Kiste::N,Kiste,жәшік
387,Fenster::N,Fenster,терезе
388,Tür::N,Tür,есік
389,Tor::N,Tor,дарбаза
390,Zaun::N,Zaun,дуал
391,Dach::N,Dach,шатыр
392,Leiter::N,Leiter,саты
393,Leiter::N,Leiter,басқыш
394,Besen::N,Besen,сыпырғыш
395,Spaten::N,Spaten,күрек
396,Schaufel::N,Schaufel,қалақ
397,Gabel::N,Gabel,аша
398,Gabel::N,Gabel,шанышқы
399,Löffel::N,Löffel,қасық
400,Messer::N,Messer,пышақ
401,Nagel::N,Nagel,мық
402,Nagel::N,Nagel,шеге
403,Netz::N,Netz,керегекөз
404,Haken::N,Haken,ілмек
405,Griff::N,Griff,сап
406,Griff::N,Griff,тұтқа
407,Schloss::N,Schloss,құлып
408,Schloss::N,Schloss,бекіткіш
409,Bild::N,Bild,сурет
410,Figur::N,Figur,тұлға
411,Puppe::N,Puppe,қуыршақ
412,Beutel::N,Beutel,қапшық
413,Bündel::N,Bündel,байлам
414,Tasche::N,Tasche,дорба
415,Eimer::N,Eimer,шелек
416,Deckel::N,Deckel,жапқыш
417,Geschirr::N,Geschirr,ыдыс
418,Sack::N,Sack,қап
419,Tasse::N,Tasse,шыныаяқ
420,Topf::N,Topf,кәстрөл
421,Kessel::N,Kessel,қазан
422,Essen::N,Essen,ас
423,Nahrung::N,Nahrung,ас
424,Nahrung::N,Nahrung,тамақ
425,Speise::N,Speise,тағам
426,Fleisch::N,Fleisch,ет
427,Getreide::N,Getreide,дәнді
428,Brei::N,Brei,ботқа
429,Brot::N,Brot,күлше
430,Scheibe::N,Scheibe,тілім
431,Fett::N,Fett,май
432,Butter::N,Butter,май
433,Öl::N,Öl,май
434,Salz::N,Salz,тұз
435,Suppe::N,Suppe,көже
436,Honig::N,Honig,бал
437,Milch::N,Milch,сүт
438,Tee::N,Tee,шай
439,Leder::N,Leder,көн
440,Wolle::N,Wolle,жүн
441,Stoff::N,Stoff,мата
442,Stoff::N,Stoff,кездеме
443,Nadel::N,Nadel,ине
444,Faden::N,Faden,жіп
445,Knopf::N,Knopf,түйме
446,Knoten::N,Knoten,түйін
447,Farbe::N,Farbe,рең
448,Kleidung::N,Kleidung,киім
449,Hemd::N,Hemd,жейде
450,Kragen::N,Kragen,жаға
451,Ärmel::N,Ärmel,жең
452,Hose::N,Hose,шалбар
453,Gürtel::N,Gürtel,белбеу
454,Mütze::N,Mütze,қалпақ
455,Schuh::N,Schuh,кебіс
456,Stiefel::N,Stiefel,етік
457,Ring::N,Ring,жүзік
458,Band::N,Band,таспа
459,Kamm::N,Kamm,тарақ
460,Spiegel::N,Spiegel,айна
461,Riemen::N,Riemen,қайыс
462,Schnur::N,Schnur,жіп
463,Leine::N,Leine,тізгін
464,Decke::N,Decke,көрпе
465,Kissen::N,Kissen,жастық
466,Tuch::N,Tuch,орамал
467,Handtuch::N,Handtuch,сүлгі
468,Kraft::N,Kraft,қуат
469,Kraft::N,Kraft,қарқын
470,Kraft::N,Kraft,әл-шама
471,Kraft::N,Kraft,әл-дәрмен
472,Stärke::N,Stärke,әл
473,Stärke::N,Stärke,күш
474,Gesundheit::N,Gesundheit,денсаулык
475,Krankheit::N,Krankheit,ауру
476,Schmerz::N,Schmerz,ауру
477,Wunde::N,Wunde,зақым
478,Wunde::N,Wunde,жарақат
479,Fieber::N,Fieber,безгек
480,Fieber::N,Fieber,қалтырау
481,Fieber::N,Fieber,қызу көтерілуі
482,Arznei::N,Arznei,дәрі
483,Arznei::N,Arznei,дәрі-дәрмек
484,Brücke::N,Brücke,көпір
485,Brunnen::N,Brunnen,құдық
486,Weide::N,Weide,өріс
487,Weide::N,Weide,жайылым
488,Pfad::N,Pfad,жол
489,Weg::N,Weg,жол
490,Straße::N,Straße,жол
491,Dorf::N,Dorf,ауыл
492,Stadt::N,Stadt,қала
493,Stadt::N,Stadt,шаһар
494,Brief::N,Brief,хат
495,Brief::N,Brief,жазу
496,Buch::N,Buch,кітап
497,Buchstabe::N,Buchstabe,әріп
498,Buchstabe::N,Buchstabe,қаріп
499,Zeitung::N,Zeitung,газет
500,Leben::N,Leben,өмір
501,Leben::N,Leben,тіршілік
502,Tod::N,Tod,опат
503,Grab::N,Grab,мола
504,Grab::N,Grab,мазар
505,Kirche::N,Kirche,шіркеу
506,Sünde::N,Sünde,күнә
507,Gott::N,Gott,алла
508,Gott::N,Gott,құдай
509,Gott::N,Gott,тәңірі
510,Gott::N,Gott,пәруардігер
511,Gott::N,Gott,жаратқан тәңірі
512,Arbeiter::N,Arbeiter,жүмысшы
513,Chef::N,Chef,басшы
514,Chef::N,Chef,жұмыс басқарушысы
515,Meister::N,Meister,шебер
516,Meister::N,Meister,өнерпаз
517,Arzt::N,Arzt,дәрігер
518,Lehrer::N,Lehrer,мұғалім
519,Geld::N,Geld,пұл
520,Geschäft::N,Geschäft,бизнес
521,Laden::N,Laden,дүкен
522,Preis::N,Preis,ақы
523,Preis::N,Preis,құны
524,Preis::N,Preis,нарық
525,Ware::N,Ware,тауар
526,Nutzen::N,Nutzen,пайда
527,Reichtum::N,Reichtum,бақ-дәулет
528,Welt::N,Welt,әлем
529,Welt::N,Welt,жиһан
530,Land::N,Land,аймақ
531,Staat::N,Staat,мемлекет
532,König::N,König,патша
533,Macht::N,Macht,өкімет
534,Macht::N,Macht,қожалық
535,Grenze::N,Grenze,шек
536,Krieg::N,Krieg,соғыс
537,Feind::N,Feind,жау
538,Feind::N,Feind,дұшпан
539,Gewalt::N,Gewalt,зорлык
540,Gewalt::N,Gewalt,зорлық-зомбылык
541,Kampf::N,Kampf,күрес
542,Kampf::N,Kampf,алыспақ
543,Bogen[Waffe]::N,Bogen,саржа
544,Pfeil::N,Pfeil,жебе
545,Gewehr::N,Gewehr,қару
546,Fehler::N,Fehler,әбес
547,Fehler::N,Fehler,қаталық
548,Lüge::N,Lüge,өтірік
549,Schaden::N,Schaden,зиян
550,Schaden::N,Schaden,зарар
551,Unglück::N,Unglück,пәле
552,Unglück::N,Unglück,қасырет
553,Unglück::N,Unglück,ауыртпалық
554,Schuld::N,Schuld,айыптылық
555,Alter::N,Alter,жас
556,Alter::N,Alter,жас шамасы
557,Schluss::N,Schluss,ада
558,Schluss::N,Schluss,бітуі
559,Zeit::N,Zeit,уақыт
560,Tag::N,Tag,күн
561,Morgen::N,Morgen,таң
562,Morgen::N,Morgen,таңертең
563,Mittag::N,Mittag,талтүс
564,Abend::N,Abend,кеш
565,Nacht::N,Nacht,түн
566,Woche::N,Woche,апта
567,Monat::N,Monat,ай
568,Jahr::N,Jahr,жыл
569,Frühling::N,Frühling,көктем
570,Sommer::N,Sommer,жаз
571,Herbst::N,Herbst,күз
572,Winter::N,Winter,қыс
573,Januar::N,Januar,каңтар
574,Februar::N,Februar,ақпан
575,März::N,März,наурыз
576,April::N,April,сәуір
577,Mai::N,Mai,мамыр
578,Juni::N,Juni,маусым
579,Juli::N,Juli,шілде
580,August::N,August,сүмбіле
581,August::N,August,тамыз
582,September::N,September,қыркүйек
583,Oktober::N,Oktober,ақырап
584,November::N,November,қараша
585,Dezember::N,Dezember,желтоқсан
586,Montag::N,Montag,дүйсенбі
587,Dienstag::N,Dienstag,сейсенбі
588,Mittwoch::N,Mittwoch,сәрсенбі
589,Donnerstag::N,Donnerstag,бейсенбі
590,Freitag::N,Freitag,жұма
591,Samstag::N,Samstag,сенбі
592,Sonntag::N,Sonntag,жексембі
593,groß::A,groß,алпамсадай
594,klein::A,klein,кішкене
595,klein::A,klein,қарғадай
596,lang::A,lang,сопақ
597,lang::A,lang,сорайған
598,kurz::A,kurz,кеспелтек
599,breit::A,breit,айдынды
600,schmal::A,schmal,қысық
601,dicht::A,dicht,жиі
602,dick[Gegenstand]::A,dick,шомбал
603,dünn::A,dünn,жұқа
604,dünn::A,dünn,жіңішке
605,fein::A,fein,қаңылтақ
606,fest::A,fest,берік
607,fest::A,fest,мызғымас
608,flach::A,flach,жалпак
609,glatt::A,glatt,типыл
610,hart::A,hart,қатты
611,weich::A,weich,жұмсақ
612,rund::A,rund,домалақ
613,spitz::A,spitz,үшкір
614,scharf::A,scharf,сүйрік
615,stumpf::A,stumpf,доғал
616,stumpf::A,stumpf,өтпейтін
617,schwer::A,schwer,салмақты
618,schön::A,schön,сұлу
619,heiß::A,heiß,ыссы
620,warm::A,warm,жылы
621,kalt::A,kalt,аязды
622,kühl::A,kühl,салқын
623,frisch::A,frisch,таза
624,frisch::A,frisch,жаңа
625,feucht::A,feucht,нам
626,feucht::A,feucht,дымқылды
627,nass::A,nass,сулы
628,trocken::A,trocken,құрғақ
629,voll::A,voll,толы
630,leer::A,leer,бос
631,offen::A,offen,ашып қойылған
632,geschlossen::A,geschlossen,жабулы
633,sauber::A,sauber,дақсыз
634,sauber::A,sauber,мұнтаздай
635,schmutzig::A,schmutzig,айғыз
636,schmutzig::A,schmutzig,сатпақ
637,schmutzig::A,schmutzig,сатал-сатал
638,roh::A,roh,шикі
639,reif::A,reif,піскен
640,lecker::A,lecker,дәмді
641,süß::A,süß,тәтті
642,bitter::A,bitter,ащы
643,sauer::A,sauer,қышқыл
644,hell::A,hell,жарық
645,hell::A,hell,жарқын
646,dunkel::A,dunkel,қараңғы
647,schwarz::A,schwarz,қара
648,weiß::A,weiß,ақ
649,rot::A,rot,қызыл
650,gelb::A,gelb,сары
651,blau::A,blau,көк
652,grün::A,grün,жасыл
653,grau::A,grau,бозамық
654,bunt::A,bunt,алабажак
655,billig::A,billig,арзан
656,teuer::A,teuer,бағалы
657,wertvoll::A,wertvoll,құнды
658,wertvoll::A,wertvoll,қымбат
659,blind::A,blind,көзсіз
660,blind::A,blind,көр
661,blind::A,blind,көр_соқыр
662,taub::A,taub,керең
663,taub::A,taub,саңырау
664,kräftig::A,kräftig,қуатты
665,kräftig::A,kräftig,қарымды
666,stark::A,stark,білекті
667,schwach::A,schwach,әлсіз
668,schwach::A,schwach,күшсіз
669,schwach::A,schwach,қайратсыз
670,fett::A,fett,семіз
671,schlank::A,schlank,ашаң
672,hübsch::A,hübsch,ажарлы
673,hübsch::A,hübsch,шырайлы
674,böse::A,böse,өш
675,böse::A,böse,сұм
676,böse::A,böse,жауыз
677,dumm::A,dumm,көкми
678,dumm::A,dumm,ақымақ
679,dumm::A,dumm,миы жоқ
680,faul::A,faul,жалқау
681,faul::A,faul,еріншек
682,fleißig::A,fleißig,ұқыпты
683,geizig::A,geizig,сараң
684,klug::A,klug,жетік
685,klug::A,klug,ақылды
686,geschickt::A,geschickt,шебер
687,lieb::A,lieb,абзал
688,lieb::A,lieb,айналайын
689,lustig::A,lustig,көңілді
690,sanft::A,sanft,жуас
691,hungrig::A,hungrig,аш
692,krank::A,krank,кеселді
693,nackt::A,nackt,жалаңаш
694,traurig::A,traurig,қапа
695,lebendig::A,lebendig,тірі
696,lebendig::A,lebendig,жанды
697,gut::A,gut,жақсы
698,schlecht::A,schlecht,жаман
699,richtig::A,richtig,дұрыс
700,schlimm::A,schlimm,жаман
701,wahr::A,wahr,нағыз
702,alt::A,alt,ескі
703,neu::A,neu,жаңа
704,ehemalig::A,ehemalig,өткен
705,ehemalig::A,ehemalig,бұрынғы
706,alt[Lebewesen]::A,alt,кексе
707,jung::A,jung,науша
708,arm::A,arm,кедей
709,arm::A,arm,дәулетсіз
710,reich::A,reich,малды
711,bekannt::A,bekannt,таныс
712,bekannt::A,bekannt,көзтаныс
713,berühmt::A,berühmt,атақты
714,fremd::A,fremd,бөтен
715,verschieden::A,verschieden,түрлі
716,nah::A,nah,жуық
717,nah::A,nah,етене
718,fern::A,fern,алыс
719,fern::A,fern,алыстағы
720,linker::A,linker,сол
721,linker::A,linker,солшыл
722,rechter::A,rechter,оң
723,anderer::A,anderer,өзге
724,anderer::A,anderer,былайғы
725,erster::A,erster,алғашқы
726,zweiter::A,zweiter,екінші
727,dritter::A,dritter,үшінші
728,letzter::A,letzter,артқы
729,letzter::A,letzter,кейінгі
730,allein::ADV,allein,серіксіз
731,auf einmal::ADV,auf einmal,бірден
732,zusammen::ADV,zusammen,бірлесіп
733,lange::ADV,lange,ұзақ
734,plötzlich::ADV,plötzlich,кенет
735,sofort::ADV,sofort,әне-міне дегенше
736,später::ADV,später,артынан
737,jetzt::ADV,jetzt,енді
738,jetzt::ADV,jetzt,қазір
739,heute::ADV,heute,бүгін
740,morgen::ADV,morgen,ертең
741,bald::ADV,bald,тез
742,dann::ADV,dann,онан соң
743,dann::ADV,dann,сонан соң
744,gestern::ADV,gestern,кеше
745,einst::ADV,einst,бірде
746,einst::ADV,einst,бір кезде
747,damals::ADV,damals,анада
748,danach::ADV,danach,онан соң
749,danach::ADV,danach,сонан соң
750,vorher::ADV,vorher,бұрын
751,zuerst::ADV,zuerst,әуелі
752,zuerst::ADV,zuerst,алдымен
753,einmal::ADV,einmal,бір жолы
754,manchmal::ADV,manchmal,кейде
755,oft::ADV,oft,ылғи
756,immer::ADV,immer,өнебойы
757,niemals::ADV,niemals,ешуақытта
758,hier::ADV,hier,бұнда
759,hier::ADV,hier,осында
760,hierhin::ADV,hierhin,бермен
761,von hier::ADV,von hier,бер жақтан
762,dort::ADV,dort,анда
763,dorthin::ADV,dorthin,әрі
764,geradeaus::ADV,geradeaus,тура
765,vorwärts::ADV,vorwärts,ілгері
766,rückwärts::ADV,rückwärts,артқа
767,zurück::ADV,zurück,кейін қарай
768,unten::ADV,unten,төменде
769,hinab::ADV,hinab,астына
770,hinab::ADV,hinab,төмен
771,oben::ADV,oben,жоғарыда
772,hinauf::ADV,hinauf,өрге
773,überall::ADV,überall,әрқайда
774,nicht::ADV,nicht,емес
775,ein wenig::ADV,ein wenig,азырақ
776,ein wenig::ADV,ein wenig,аздаған
777,ein wenig::ADV,ein wenig,азғантай
