,Concept_ID,no,hi
520,Menge::N,mengde,मात्रा
521,Haufen::N,haug,ढेर
522,Haufen::N,haug,अंबार
523,Haufen::N,bunke,ढेर
524,Haufen::N,bunke,अंबार
525,Reihe::N,rekke,क़तार
526,Reihe::N,rekke,पंक्ति
527,Boot::N,båt,नाव
528,Boot::N,båt,नौका
529,Ruder::N,åre,चप्पू
530,Schlitten::N,slede,बर्फ़-गाड़ी
531,Schlitten::N,kjelke,बर्फ़-गाड़ी
532,Ski::N,ski,स्की
533,Lagerfeuer::N,leirbål,अलाव
534,Lagerfeuer::N,leirbål,कैंप-फ़ायर
535,Last::N,bør,भार
536,Last::N,last,भार
537,Gang::N,gang,चाल
538,Schritt::N,steg,डग
539,Schritt::N,steg,क़दम
540,Schritt::N,skritt,डग
541,Schritt::N,skritt,क़दम
542,Norden::N,nord,उत्तर
543,Süden::N,sør,दक्खिन
544,Westen::N,vest,पश्चिम
545,Osten::N,øst,पूरब
546,Holz::N,tre,काठ
547,Holz::N,tre,काष्ठ
548,Brett::N,fjøl,पटरा
549,Brett::N,fjøl,तख़्ता
550,Brett::N,brett,पटरा
551,Brett::N,brett,तख़्ता
552,Platte::N,plate,फलक
553,Platte::N,plate,तख़्ता
554,Stütze::N,støtte,टेक
555,Stütze::N,støtte,थूनी
556,Stange::N,stang,छड़
557,Stange::N,stang,बाँस
558,Stock::N,pinne,लाठी
559,Stab::N,stav,लग्गा
560,Stab::N,kjepp,लग्गा
561,Rohr::N,rør,नल
562,Haus::N,hus,घर
563,Haus::N,hus,मकान
564,Heim::N,hjem,घर
565,Heim::N,hjem,गृह
566,Ofen::N,ovn,चूल्हा
567,Fußboden::N,gulv,फ़र्श
568,Tisch::N,bord,मेज़
569,Stuhl::N,stol,कुरसी
570,Wiege::N,vogge,पालना
571,Wiege::N,vogge,हिंडोला
572,Bett::N,seng,खाट
573,Bett::N,seng,पलंग
574,Regal::N,reol,शेल्फ़
575,Regal::N,hylle,शेल्फ़
576,Kiste::N,kasse,पेटी
577,Kiste::N,kasse,डिब्बा
578,Fenster::N,vindu,खिड़की
579,Tür::N,dør,द्वार
580,Tür::N,dør,दरवाज़ा
581,Tor::N,port,फाटक
582,Zaun::N,gjerde,बाड़ा
583,Dach::N,tak,छत
584,Dach::N,tak,छप्पर
585,Leiter::N,stige,सीढ़ी
586,Besen::N,kost,झाड़ू
587,Besen::N,kost,बुहारी
588,Spaten::N,spade,कुदाल
589,Schaufel::N,skuffe,बेलचा
590,Schaufel::N,skuffe,फावड़ा
591,Gabel::N,gaffel,काँटा
592,Löffel::N,skje,चम्मच
593,Messer::N,kniv,छुरा
594,Messer::N,kniv,चाक़ू
595,Nagel::N,spiker,कील
596,Nagel::N,spiker,मेख़
597,Netz::N,nett,जाल
598,Haken::N,krok,अंकुश
599,Griff::N,tak,मूठ
600,Griff::N,tak,हत्था
601,Griff::N,håndtak,मूठ
602,Griff::N,håndtak,हत्था
603,Schloss::N,lås,ताला
604,Bild::N,bilde,चित्र
605,Figur::N,figur,मूर्ति
606,Puppe::N,dukke,पुतली
607,Puppe::N,dukke,गुड़िया
608,Beutel::N,pose,झोला
609,Bündel::N,bylt,पुलिंदा
610,Tasche::N,veske,बेग
611,Tasche::N,veske,बस्ता
612,Eimer::N,bøtte,बाल्टी
613,Deckel::N,lokk,ढक्कन
614,Geschirr::N,kjøkkentøy,बरतन-भाँड़े
615,Sack::N,sekk,बोरा
616,Tasse::N,kopp,प्याला
617,Topf::N,gryte,देग़चा
618,Kessel::N,kjele,देग़
619,Kessel::N,kjele,बटलोई
620,Essen::N,mål,खाना
621,Nahrung::N,mat,भोजन
622,Nahrung::N,næring,भोजन
623,Speise::N,matrett,खाना
624,Speise::N,matrett,व्यंजन
625,Fleisch::N,kjøtt,मांस
626,Fleisch::N,kjøtt,गोश्त
627,Getreide::N,korn,अनाज
628,Brei::N,grøt,भरता
629,Brei::N,grøt,दलिया
630,Brot::N,brød,रोटी
631,Scheibe::N,skive,कतला
632,Fett::N,fett,वसा
633,Fett::N,fett,चरबी
634,Butter::N,smør,मक्खन
635,Öl::N,olje,तेल
636,Salz::N,salt,नमक
637,Suppe::N,suppe,सूप
638,Suppe::N,suppe,शोरबा
639,Honig::N,honning,शहद
640,Milch::N,melk,दूध
641,Tee::N,te,चाय
642,Leder::N,lær,चमड़ा
643,Leder::N,skinn,चमड़ा
644,Wolle::N,ull,ऊन
645,Stoff::N,tøy,कपड़ा
646,Stoff::N,stoff,कपड़ा
647,Nadel::N,nål,सूई
648,Faden::N,tråd,डोरा
649,Knopf::N,knapp,बटन
650,Knopf::N,knapp,घुंडी
651,Knoten::N,knute,गाँठ
652,Knoten::N,knute,गुत्थी
653,Farbe::N,farge,रंग
654,Farbe::N,farge,वर्ण
655,Kleidung::N,påkledning,पहनावा
656,Hemd::N,skjorte,कुरता
657,Hemd::N,skjorte,क़मीज़
658,Kragen::N,krage,गरदनी
659,Kragen::N,krage,गरेबान
660,Ärmel::N,erme,आस्तीन
661,Hose::N,bukse,पैंट
662,Hose::N,bukse,पतलून
663,Gürtel::N,belte,पेटी
664,Gürtel::N,belte,मेखला
665,Mütze::N,lue,टोपी
666,Schuh::N,sko,जूता
667,Stiefel::N,støvel,बूट
668,Ring::N,ring,अँगूठी
669,Band::N,band,पट्टी
670,Kamm::N,kam,कंघी
671,Spiegel::N,speil,आईना
672,Spiegel::N,speil,दर्पण
673,Riemen::N,rem,तसमा
674,Riemen::N,rem,पट्टा
675,Schnur::N,snor,डोरी
676,Schnur::N,snor,सुतली
677,Leine::N,line,रस्सी
678,Decke::N,teppe,रज़ाई
679,Kissen::N,pute,तकिया
680,Kissen::N,pute,गाद्दा
681,Tuch::N,tøy,रूमाल
682,Tuch::N,tøy,वस्त्र
683,Handtuch::N,håndkle,अँगोछा
684,Kraft::N,kraft,ज़ोर
685,Kraft::N,kraft,शक्ति
686,Stärke::N,styrke,बल
687,Stärke::N,styrke,ताक़त
688,Gesundheit::N,helse,स्वास्थ्य
689,Gesundheit::N,helse,तंदुरुस्ती
690,Gesundheit::N,sunnhet,स्वास्थ्य
691,Gesundheit::N,sunnhet,तंदुरुस्ती
692,Krankheit::N,syke,रोग
693,Krankheit::N,syke,बीमारी
694,Krankheit::N,sykdom,रोग
695,Krankheit::N,sykdom,बीमारी
696,Schmerz::N,smerte,दर्द
697,Schmerz::N,smerte,पीड़ा
698,Wunde::N,sår,घाव
699,Wunde::N,sår,ज़ख़्म
700,Fieber::N,feber,ज्वर
701,Fieber::N,feber,बुख़ार
702,Arznei::N,medisin,दवा
703,Arznei::N,medisin,औषाधि
704,Arznei::N,legemiddel,दवा
705,Arznei::N,legemiddel,औषाधि
706,Brücke::N,bro,पुल
707,Brücke::N,bro,सेतु
708,Brunnen::N,brønn,कुआँ
709,Weide::N,beite,चरागाह
710,Pfad::N,sti,पथ
711,Pfad::N,sti,पगडंडी
712,Weg::N,vei,मार्ग
713,Straße::N,gate,राह
714,Straße::N,gate,रास्ता
715,Dorf::N,landsby,गाँव
716,Dorf::N,landsby,ग्राम
717,Stadt::N,by,शहर
718,Brief::N,brev,ख़त
719,Brief::N,brev,पत्र
720,Brief::N,brev,चिट्ठी
721,Buch::N,bok,किताब
722,Buch::N,bok,पुस्तक
723,Buchstabe::N,bokstav,अक्षर
724,Zeitung::N,avis,अख़बार
725,Zeitung::N,avis,समाचार-पत्र
726,Leben::N,liv,जीवन
727,Leben::N,liv,ज़िंदगी
728,Tod::N,død,मौत
729,Tod::N,død,मृत्यु
730,Grab::N,grav,क़ब्र
731,Kirche::N,kirke,चर्च
732,Kirche::N,kirke,गिरजा
733,Sünde::N,synd,पाप
734,Sünde::N,synd,गुनाह
735,Gott::N,gud,देव
736,Gott::N,gud,ईश्वर
737,Arbeiter::N,arbeider,मज़दूर
738,Chef::N,sjef,अध्यक्ष
739,Meister::N,mester,शिल्पज्ञ
740,Arzt::N,lege,वैद्य
741,Arzt::N,lege,डॉक्टर
742,Arzt::N,lege,चिकित्सक
743,Lehrer::N,lærer,शिक्षक
744,Lehrer::N,lærer,अध्यापक
745,Geld::N,penger,धन
746,Geld::N,penger,पैसा
747,Geschäft::N,forretning,सौदा
748,Geschäft::N,forretning,व्यापार
749,Laden::N,butikk,दुकान
750,Preis::N,pris,दाम
751,Preis::N,pris,मूल्य
752,Ware::N,vare,माल
753,Ware::N,vare,पण्य
754,Nutzen::N,nytte,लाभ
755,Nutzen::N,nytte,फ़ायदा
756,Reichtum::N,rikdom,धन
757,Reichtum::N,rikdom,दौलत
758,Welt::N,verden,विश्व
759,Welt::N,verden,दुनिया
760,Land::N,land,देश
761,Land::N,land,मुल्क
762,Staat::N,stat,राज्य
763,Staat::N,stat,राष्ट्र
764,König::N,konge,राजा
765,König::N,konge,बादशाह
766,Macht::N,makt,शासन
767,Macht::N,makt,सत्ता
768,Grenze::N,grense,सरहद
769,Krieg::N,krig,जंग
770,Krieg::N,krig,युद्ध
771,Feind::N,fiende,शत्रु
772,Feind::N,fiende,दुश्मन
773,Gewalt::N,vold,हिंसा
774,Kampf::N,kamp,लड़ाई
775,Kampf::N,kamp,संघर्ष
776,Bogen[Waffe]::N,bue,कमान
777,Pfeil::N,pil,बान
778,Gewehr::N,gevær,बंदूक़
779,Fehler::N,feil,भूल
