,Concept_ID,bg,xal
820,sehr::ADV,много,йир
821,sehr::ADV,твърде,йир
822,so::ADV,тъй,иигҗ
823,so::ADV,така,иигҗ
824,noch::ADV,още,ода чигн
825,nur::ADV,само,һанцхн
826,schon::ADV,вече,одх
827,wieder::ADV,пак,бас
828,wieder::ADV,отново,бас
829,vergebens::ADV,напразно,киидән
830,vor::PRP,пред,урд
831,hinter::PRP,зад,ца
832,unter::PRP,под,дор
833,durch::PRP,през,ивт
834,durch::PRP,през,дундаһур
835,neben::PRP,до,хаҗуд
836,neben::PRP,при,хаҗуд
837,zwischen::PRP,между,хоорнд
838,zwischen::PRP,помежду,хоорнд
839,wegen::PRP,заради,көлтә
840,wegen::PRP,заради,деерәс
841,dies::PRN,този,эн
842,das::PRN,туй,тер
843,das::PRN,това,тер
844,alles::PRN,всичко,цуһар
845,ich::PRN,аз,би
846,du::PRN,ти,чи
847,er::PRN,той,тер
848,wir::PRN,ние,мадн
849,ihr::PRN,вие,та
850,sie::PRN,те,тедн
851,was::FPRN,що,юн
852,was::FPRN,какво,юн
853,wer::FPRN,кой,кен
854,wo::FADV,къде,хама
855,wohin::FADV,накъде,хамаран
856,wohin::FADV,накъдето,хамаран
857,wie::FADV,как,яһҗ
858,wie::FADV,как,яһад
859,warum::FADV,защо,юңгад
860,wieviel::FNUM,колко,кедү
861,eins::NUM,един,негн
862,zwei::NUM,два,хойр
863,drei::NUM,три,һурвн
864,vier::NUM,четири,дөрвн
865,fünf::NUM,пет,тавн
866,sechs::NUM,шест,зурһан
867,sieben::NUM,седем,долан
868,acht::NUM,осем,нәәмн
869,neun::NUM,девет,йисн
870,zehn::NUM,десет,арвн
871,elf::NUM,единайсет,арвн негн
872,elf::NUM,единадесет,арвн негн
873,zwölf::NUM,дванайсет,арвн хойр
874,zwölf::NUM,дванадесет,арвн хойр
875,zwanzig::NUM,двайсет,хөрн
876,zwanzig::NUM,двадесет,хөрн
877,dreißig::NUM,тридесет,һучн
878,vierzig::NUM,четиридесет,дөчн
879,fünfzig::NUM,петдесет,тәвн
880,sechzig::NUM,шестдесет,җирн
881,siebzig::NUM,седемдесет,далн
882,achtzig::NUM,осемдесет,найн
883,neunzig::NUM,деветдесет,йирн
884,hundert::NUM,сто,зун
885,tausend::NUM,хиляда,миңһн
886,und::CNJ,а,болн
887,und::CNJ,та,болн
888,oder::CNJ,или,эс гиҗ
889,oder::CNJ,или,эс гихлә
890,stehen::V,стоя,зогсх
891,sitzen::V,седя,суух
892,liegen::V,лежа,кевтх
893,hängen::V,вися,өлгәтә бәәх
894,werden::V,бъда,болх
895,werden::V,стана,болх
896,passieren::V,случа се,болх
897,beginnen::V,започна,эклх
898,enden::V,свърша,төгсх
899,wechseln::V,променям,хүврх
900,aufgehen[Sonne]::V,изгрея,һарх
901,untergehen[Sonne]::V,заляза,орх
902,untergehen[Sonne]::V,заляза,сүүрлх
903,scheinen[Sonne]::V,грея,герлтх
904,scheinen[Sonne]::V,светя,герлтх
905,donnern::V,гърмя,күрҗңнх
906,wehen::V,вея,сальклх
907,wehen::V,духам,сальклх
908,strömen::V,тека,һооҗх
909,strömen::V,лея се,һооҗх
910,fließen::V,тека,урсх
911,sich drehen::V,въртя се,эргх
912,schwanken::V,клатя се,дәәвлх
913,schwingen::V,трептя,нәәхлх
914,fallen::V,падам,унх
915,fallen::V,падам,киисх
916,brennen::V,горя,шатх
917,rauchen::V,димя,ута һарһх
918,regnen::V,вали дъжд,орх
919,gefrieren::V,замръзна,мөстх
920,tauen::V,топя се,хәәлх
921,schmelzen::V,разтопя се,хәәлх
922,schmelzen::V,разтопя се,хәәлгдх
923,trocknen::V,съхна,эврх
924,sieden::V,вря,буслх
925,sieden::V,кипя,буслх
926,faulen::V,гния,үмкәрх
927,verfaulen::V,изгния,илҗрх
928,reißen::V,напукам се,тасрх
929,versinken::V,потъна,чивх
930,vergehen::V,минавам,болх
931,erscheinen::V,явя се,һарх
932,verschwinden::V,изчезна,уга болх
933,sinken::V,падна,татгдх
934,abnehmen::V,отслабна,хасгдх
935,zunehmen::V,нарасна,өсх
936,steigen::V,увелича се,немх
937,steigen::V,покачвам се,немх
938,wachsen::V,раста,өсх
939,wachsen::V,раста,урһх
940,glänzen::V,лъщя,гилвкх
941,glänzen::V,блестя,гилвкх
942,funkeln::V,искря,цәклх
943,lärmen::V,шумя,шууглдх
944,läuten::V,звъня,хоңх
945,klingeln::V,звъня,җиңнулх
946,klirren::V,звънтя,җиңнх
947,klirren::V,дрънкам,җиңнх
948,brausen::V,буча,догшрхх
949,rauschen::V,шумя,сарҗңнх
950,klingen::V,звуча,ә һарх
951,bellen::V,лая,хуцх
952,heulen::V,вия,уульх
953,heulen::V,рева,уульх
954,blasen::V,духна,үләх
955,pfeifen::V,свиря,ишкрх
956,schreien::V,крещя,хәәкрх
957,stöhnen::V,стена,түңшх
958,stöhnen::V,пъшкам,түңшх
959,zittern::V,треперя,дагҗннх
960,leben::V,живея,бәәх
961,geboren werden::V,родя се,төрх
962,atmen::V,дишам,әмсхлх
963,trinken::V,пия,уух
964,essen::V,ям,идх
965,schlucken::V,гълтам,зальгх
966,müde werden::V,уморя се,көшх
967,einschlafen::V,заспя,унтх
968,schlafen::V,спя,нөөрсх
969,aufwachen::V,събудя се,серх
970,aufstehen::V,стана,босх
971,sich erholen::V,отдъхвам си,амрх
972,krank werden::V,заболея,гемтх
973,krank sein::V,боледувам,шалтглх
974,schmerzen::V,боля,өвдх
975,husten::V,кашлям,ханях
976,genesen::V,оздравея,эдгх
977,sterben::V,умра,үкх
978,sterben::V,умра,өңгрх
979,umkommen::V,загина,үкх
980,sich bewegen::V,движа се,көдлх
981,sich bewegen::V,движа се,көндрх
982,sich bewegen::V,мърдам се,көдлх
983,sich bewegen::V,мърдам се,көндрх
984,sich rühren::V,движа се,көндрх
985,sich erheben::V,стана,босх
986,sich setzen::V,седна,суух
987,hinfallen::V,падна,унх
988,hinfallen::V,падна,киисх
989,laufen::V,ходя,йовх
990,schreiten::V,крача,алхх
991,spazierengehen::V,разхождам се,сергҗ йовх
992,eilen::V,бързам,шулудх
993,sich beeilen::V,побързам,адһх
994,sich beeilen::V,побързам,шамдх
995,sausen::V,тичам,хурдлх
996,sausen::V,тичам,йир_хурдар_гүүх
997,sausen::V,тичам,йир_хурдар_йовх
998,rennen::V,бягам,гүүх
999,springen::V,скачам,һәрәдх
1000,klettern::V,катеря се,давшх
1001,schaukeln::V,люлея се,дүүдңндх
1002,kriechen::V,лазя,мөлкх
1003,kriechen::V,пълзя,мөлкх
1004,schwimmen::V,плувам,усчх
1005,tauchen::V,гмуркам се,булхх
1006,rudern::V,греба,хәәвдх
1007,fahren::V,пътувам,йовх
1008,fliegen::V,летя,нисх
1009,fliegen::V,хвърча,нисх
1010,gehen::V,ида,йовх
1011,gehen::V,вървя,йовх
1012,weggehen::V,отида си,йовх
1013,weggehen::V,отида си,одх
1014,weggehen::V,отида си,һарх
1015,weggehen::V,отида си,мөрлх
1016,abfahren::V,отпътувам,мордх
1017,anhalten::V,спра се,зогсх
1018,hineingehen::V,влизам,орх
1019,eintreten::V,вляза,орх
1020,kommen::V,ида,ирх
1021,kommen::V,дойда,ирх
1022,ankommen::V,пристигна,ирх
1023,zurückkommen::V,върна се,орх
1024,bleiben::V,остана,бәәх
1025,warten::V,чакам,күләх
1026,erwarten::V,очаквам,күләх
1027,suchen::V,търся,хәәх
1028,finden::V,намеря,олх
1029,versuchen::V,опитам,седх
1030,vorbereiten::V,подготвя,белдх
1031,lieben::V,любя,дурлх
1032,mögen::V,обичам,таассгдх
1033,lachen::V,смея се,инәх
1034,rühren::V,трогна,уйрах
1035,weinen::V,плача,уульх
1036,schimpfen::V,ругая,харах
1037,schimpfen::V,псувам,харах
1038,sich ärgern::V,ядосам се,уурлх
1039,sich fürchten::V,боя се,әәх
1040,sich fürchten::V,страхувам се,әәх
1041,fürchten::V,боя се от,әәх
1042,fürchten::V,боя се от,сүрдх
1043,fürchten::V,страхувам се от,әәх
1044,fürchten::V,страхувам се от,сүрдх
1045,fliehen::V,бягам,зулх
1046,flüchten::V,бягам,орһх
1047,flüchten::V,бягам,зулх
1048,flüchten::V,избягам,орһх
1049,flüchten::V,избягам,зулх
1050,sehen::V,видя,үзх
1051,anschauen::V,гледам,харх
1052,ansehen::V,поглеждам,хәләх
1053,ansehen::V,поглеждам,үзх
1054,hören::V,чувам,соңсх
1055,zuhören::V,слушам,соңсх
1056,probieren::V,опитам,амсх
1057,riechen::V,подуша,үнрчлх
1058,fühlen::V,усещам,медх
1059,fühlen::V,чувствувам,медх
1060,scheinen::V,изглеждам,болҗ медгдх
1061,scheinen::V,изглеждам,миниһәр болхла
1062,scheinen::V,изглеждам,болад бәәх
1063,zu sehen sein::V,виждам се,үзгдх
1064,vernehmen::V,доловя,соңсх
1065,frieren::V,мръзна,даарх
1066,tun::V,правя,кех
1067,können::V,мога,чадх
1068,wollen::V,ща,дурлх
1069,wollen::V,искам,дурлх
1070,anfangen::V,започна,эклх
1071,beenden::V,свърша,дуусх
1072,beenden::V,завърша,дуусх
1073,aufhören::V,престана,уурх
1074,gelingen::V,успея,бүтх
1075,gelingen::V,успея,күцәх
1076,gelingen::V,сполуча,бүтх
1077,gelingen::V,сполуча,күцәх
1078,geraten::V,удам се,болх
1079,öffnen::V,отворя,секх
1080,schließen::V,затворя,хаах
1081,stellen::V,поставя,тәвх
1082,setzen::V,туря,суулһх
1083,legen::V,сложа,тәвх
1084,legen::V,слагам,тәвх
1085,berühren::V,докосна,көндәх
1086,verbinden::V,свържа,боох
1087,bedecken::V,покрия,хучх
1088,bedecken::V,покрия,бүркх
1089,aufhängen::V,закача,өлгх
1090,anzünden::V,запаля,асах
1091,anzünden::V,запаля,шатах
1092,aufheben::V,вдигна,өөдән өргх
1093,aufheben::V,повдигна,өөдән өргх
1094,zurücklassen::V,оставя,үлдәх
1095,verlieren::V,загубя,геех
1096,fallen lassen::V,изпусна,алдх
1097,machen::V,направя,кех
1098,herstellen::V,произведа,кех
1099,bauen::V,строя,тосхх
1100,reparieren::V,поправя,ясх
1101,verbessern::V,подобря,сәәрүлх
1102,ändern::V,променя,хүврәх
1103,graben::V,копая,малтх
1104,beugen::V,прегъна,нуһлх
1105,biegen::V,прегъна,матилһх
1106,drehen::V,въртя,эргүлх
1107,wenden::V,обърна,көмрх
1108,wenden::V,обърна,эргүлх
1109,umdrehen::V,обърна,эргүлх
1110,heben::V,вдигам,өргх
1111,heben::V,вдигам,деер өргх
1112,hochheben::V,издигна,өргх
1113,ergreifen::V,хвана,бәрх
1114,ergreifen::V,обхвана,бәрх
1115,halten::V,държа,бәрх
1116,drücken::V,натискам,шахх
1117,drücken::V,притискам,шахх
1118,schieben::V,тикам,түлкх
1119,kratzen::V,одраскам,мааҗх
1120,lecken::V,лижа,долах
1121,lecken::V,ближа,долах
1122,beißen::V,хапя,хазх
1123,beißen::V,ухапя,хазх
1124,abreißen::V,откъсна,таслх
1125,abschneiden::V,отрежа,тәәрх
1126,binden::V,вържа,боох
1127,stecken::V,пъхна,шаах
1128,stecken::V,пъхна,хатхх
1129,brechen::V,троша,хамхлх
1130,klopfen::V,чукам,цокх
1131,hauen::V,бия,цокх
1132,kleben::V,лепя,наах
1133,kleben::V,залепя,наах
1134,reiben::V,трия,зүлгх
1135,reiben::V,търкам,зүлгх
1136,streichen::V,намажа,наах
1137,streichen::V,намажа,лашх
1138,streichen::V,намажа,түркх
1139,schleifen::V,остря,хурцлх
1140,schneiden::V,режа,хәәчлх
1141,rütteln::V,разтърсвам,дәәвлүлх
1142,schütteln::V,клатя,сегсрх
1143,schütteln::V,друсам,сегсрх
1144,schwenken::V,размахам,дайлх
1145,schütten::V,сипя,кех
1146,füllen::V,напълня,дүүргх
1147,einwickeln::V,увия,орах
1148,einwickeln::V,завия,орах
1149,tragen::V,нося,зөөх
1150,schleppen::V,влача,чирх
1151,ziehen::V,тегля,татх
1152,ziehen::V,дръпна,татх
1153,aufbewahren::V,съхраня,хадһлх
1154,werfen::V,хвърля,хайх
1155,fangen::V,ловя,бәрх
1156,fangen::V,ловя,хавлх
1157,fangen::V,уловя,бәрх
1158,fangen::V,уловя,хавлх
1159,packen::V,хвана,бәрх
1160,verstecken::V,крия,дүрх
1161,verstecken::V,крия,бултулх
1162,verstecken::V,скрия,дүрх
1163,verstecken::V,скрия,бултулх
1164,teilen::V,разделя,хувах
1165,schicken::V,изпращам,илгәх
1166,bringen::V,донеса,авч ирх
1167,hinzufügen::V,прибавя,немх
1168,bekommen::V,сдобия се,авх
1169,erhalten::V,получа,авх 
1170,nehmen::V,взема,авх
1171,wählen::V,избирам,шүүх
1172,auswählen::V,избера,шүүх
1173,bewahren::V,пазя,хадһлх
1174,bewahren::V,пазя,кевтнь үлдәх
1175,bewahren::V,пазя,кевтнь бәәлһх
1176,behindern::V,преча,харшлх
1177,behindern::V,спъвам,харшлх
1178,verderben::V,разваля,үрәх
1179,beschädigen::V,повредя,эвдх
1180,zerbrechen::V,счупя,күүлх
1181,zerbrechen::V,счупя,хамхлх
1182,zerreißen::V,скъсам,шуучх
1183,zerstören::V,разруша,эвдх
1184,verbrennen::V,изгоря,шатах
1185,geben::V,дам,өгх
1186,reichen::V,подам,өгх
1187,schenken::V,подаря,белглх
1188,versprechen::V,обещая,амлх
1189,wünschen::V,желая,сә хәәх
1190,loben::V,хваля,магтх
1191,küssen::V,целувам,үмсх
1192,wiegen::V,люлея,саатулх
1193,zudecken::V,покрия,бүркх
1194,wecken::V,събудя,серүлх
1195,zeigen::V,покажа,үзүлх
1196,führen::V,водя,көтлх
1197,führen::V,заведа,көтлх
1198,lehren::V,уча,заах
1199,lehren::V,уча,сурһх
1200,unterrichten::V,преподавам,сурһх
1201,unterrichten::V,преподавам,багшлх
1202,aufziehen::V,отгледам,өскәх
1203,leiten::V,ръководя,һардх
1204,leiten::V,ръководя,толһалх
1205,leiten::V,управлявам,һардх
1206,leiten::V,управлявам,толһалх
1207,antreiben::V,подкарвам,шамдах
1208,lassen::V,накарам,күч үзүлх
1209,einladen::V,поканя,үрх
1210,vereinigen::V,съединя,хамцулх
1211,besuchen::V,посетя,одх
1212,treffen::V,срещна,харһх
1213,sich versammeln::V,събера се,цуглрх
1214,sich versammeln::V,събера се,хурх
1215,spielen::V,играя,наадх
1216,singen::V,пея,дуулх
1217,tanzen::V,танцувам,биилх
1218,sich trennen::V,разделя се,хаһцх
1219,verlassen::V,напусна,хайх
1220,retten::V,спася,әм аврх
1221,retten::V,спася,әәмшгәс харсх
1222,bewachen::V,охранявам,харх
1223,bewachen::V,охранявам,манх
1224,schützen::V,запазя,харсх
1225,verteidigen::V,защитя,харсх
1226,sich schlagen::V,бия се,гүвдлдх
1227,schießen::V,стрелям,хах
1228,siegen::V,победя,диилх
1229,ärgern::V,ядосам,уурлулх
1230,schlagen::V,бия,цокх
1231,schlagen::V,бия,гүвдх
1232,schlagen::V,ударя,цокх
1233,schlagen::V,ударя,гүвдх
1234,treten::V,ритам,
1235,stechen::V,бодна,хатхх
1236,stoßen::V,бутна,түлкчкх
1237,stoßen::V,блъсна,түлкчкх
1238,stören::V,смутя,һә болх
1239,belästigen::V,отегча,амр эс өгх
1240,belästigen::V,безпокоя,амр эс өгх
1241,verbergen::V,скрия,нуух
1242,verbergen::V,скрия,бултулх
1243,täuschen::V,измамя,меклх
1244,betrügen::V,измамя,меклх
1245,betrügen::V,измамя,мек һарһх
1246,töten::V,убия,алх
1247,töten::V,умъртвя,алх
1248,wohnen::V,живея,бәәх
1249,arbeiten::V,работя,көдлх
1250,sammeln::V,събера,түүх
1251,pflücken::V,бера,түүх
1252,pflücken::V,бера,хурах
1253,pflücken::V,откъсна,түүх
1254,pflücken::V,откъсна,хурах
1255,jagen::V,ловувам,аңнх
1256,jagen::V,ловувам,аңһучлх
1257,fischen::V,ловя риба,заһс аңнх
1258,fassen::V,хвана,бәрх
1259,hüten::V,пазя,хәрүлх
1260,treiben::V,карам,туух
1261,anbinden::V,завържа,уйх
1262,füttern::V,храня,теҗәх
1263,melken::V,доя,саах
1264,hacken::V,сека,чавчх
1265,gießen::V,полея,услх
1266,reifen::V,узрея,болх
1267,reifen::V,узрея,болвсрх
1268,zubereiten::V,приготвя,белдх
1269,kochen::V,варя,чанх
1270,kochen::V,варя,болһх
1271,backen::V,пека,болһх
1272,braten::V,пържа,хуурх
1273,umrühren::V,разбъркам,самрх
1274,stricken::V,плета,өлгх
1275,nähen::V,шия,уйх
1276,färben::V,боядисам,будх
1277,reinigen::V,почистя,цеврлх
1278,waschen::V,мия,уһах
1279,waschen::V,пера,уһах
1280,abwischen::V,избърша,арчх
1281,spülen::V,плакна,зәәлх
1282,fegen::V,измета,сәвүрдх
1283,kehren::V,мета,сәвүрдх
1284,baden::V,къпя се,өөмх
1285,sich waschen::V,мия се,уһах
1286,sich waschen::V,мия се,бийән уһаҗ
1287,ausziehen::V,съблека,тәәлх
1288,anziehen::V,облека,өмсх
1289,sich anziehen::V,облека се,хувцлх
1290,kämmen::V,реша,самлх
1291,kämmen::V,вчеша,самлх
1292,schmücken::V,накича,чимх
1293,schmücken::V,накича,кеерүлх
1294,sagen::V,кажа,келх
1295,sprechen::V,говоря,келх
1296,reden::V,говоря,күүндх
1297,reden::V,говоря,күр_кех
1298,sich unterhalten::V,разговарям,күүндх
1299,fragen::V,запитам,сурх
1300,bitten::V,моля,эрх
1301,erzählen::V,разкажа,келх
1302,erzählen::V,разкажа,келҗ өгх
1303,mitteilen::V,съобщя,медүлх
1304,nennen::V,нарека,нерәдх
1305,nennen::V,нарека,нер өгх
1306,rufen::V,викам,дуудх
1307,rufen::V,повикам,дуудх
1308,prahlen::V,хваля се,көөрх
1309,übersetzen::V,преведа,орчулх
1310,denken::V,мисля,санх
1311,glauben::V,вярвам,шүтх
1312,glauben::V,вярвам,нәәлх
1313,bemerken::V,забележа,темдглх
1314,erkennen::V,позная,таньх
1315,erkennen::V,позная,медх
1316,begreifen::V,схвана,медх
1317,verstehen::V,разбера,соңсх
1318,lernen::V,уча се,сурх
1319,wissen::V,зная,медх
1320,sich erinnern an::V,спомня си за,санх
1321,vergessen::V,забравя,мартх
1322,messen::V,меря,кемҗәлх
1323,zählen::V,броя,тоолх
1324,rechnen::V,сметна,тоолх
1325,lesen::V,чета,умшх
1326,malen::V,рисувам,зурх
1327,zeichnen::V,рисувам,зурх
1328,schreiben::V,пиша,бичх
1329,besitzen::V,имам,эзлх
1330,besitzen::V,притежавам,эзлх
1331,kaufen::V,купя,хулдҗ авх
1332,kaufen::V,купувам,хулдҗ авх
1333,verkaufen::V,продам,хулдх
1334,verkaufen::V,продам,гүүлгх
1335,bezahlen::V,заплатя,өгх
1336,zahlen::V,платя,өгх
1337,beherrschen::V,владея,эзлх
1338,ertragen::V,понеса,даах
1339,Platte::N,,хавтха чолун
1340,Stütze::N,,тулг
1341,stehlen::V,,хулхалх
