,Concept_ID,os,es
764,geschickt::A,хӕрзарӕхст,hábil
765,lieb::A,уарзон,querido
766,lustig::A,хъӕлдзӕг,alegre
767,sanft::A,мынчын,suave
768,hungrig::A,ӕххормаг,hambriento
769,krank::A,нӕфӕразгӕ,enfermo
770,nackt::A,бӕгънӕг,desnudo
771,traurig::A,ӕрхӕндӕг,triste
772,lebendig::A,цардӕгас,vivo
773,lebendig::A,цардӕгас,viviente
774,gut::A,хорз,bueno
775,schlecht::A,цауд,malo
776,richtig::A,раст,justo
777,richtig::A,раст,correcto
778,schlimm::A,ӕвзӕр,malo
779,schlimm::A,ӕвзӕр,grave
780,wahr::A,ӕцӕг,verídico
781,wahr::A,ӕцӕг,verdadero
782,alt::A,зӕронд,viejo
783,neu::A,ног,nuevo
784,ehemalig::A,раздӕры,antiguo
785,alt[Lebewesen]::A,ацӕргӕ,viejo
786,jung::A,ӕрыгон,joven
787,arm::A,мӕгуыр,pobre
788,reich::A,хъӕздыг,rico
789,bekannt::A,зонгӕ,conocido
790,berühmt::A,номдзыд,famoso
791,berühmt::A,номдзыд,célebre
792,fremd::A,æцæгæлон,extraño
793,verschieden::A,æндæр æмæ æндæр,diverso
794,verschieden::A,æндæр æмæ æндæр,distinto
795,verschieden::A,æндæр æмæ æндæр,diferente
796,verschieden::A,алы,diverso
797,verschieden::A,алы,distinto
798,verschieden::A,алы,diferente
799,verschieden::A,алыхуызон,diverso
800,verschieden::A,алыхуызон,distinto
801,verschieden::A,алыхуызон,diferente
802,nah::A,хӕстӕг,cercano
803,fern::A,дард,lejano
804,fern::A,дӕрддаг,lejano
805,linker::A,галиу,izquierdo
806,rechter::A,рахиз,derecho
807,anderer::A,иннӕ,otro
808,anderer::A,ӕндӕр,otro
809,erster::A,фыццаг,primero
810,erster::A,фыццӕгӕм,primero
811,zweiter::A,дыккаг,segundo
812,zweiter::A,дыккæгæм,segundo
813,dritter::A,æртыккаг,tercero
814,dritter::A,æртыккæгæм,tercero
815,letzter::A,фӕстаг,último
816,allein::ADV,иунæг,a solo
817,auf einmal::ADV,уайтагъд,de una vez
818,auf einmal::ADV,æвиппайды,de una vez
819,auf einmal::ADV,æваст,de una vez
820,zusammen::ADV,иумӕ,juntos
821,lange::ADV,бирæ рæстæг,mucho tiempo
822,plötzlich::ADV,æвиппайды,de repente
823,plötzlich::ADV,æваст,de repente
824,sofort::ADV,уыцы сахат,en seguida
825,sofort::ADV,уайтагъд,en seguida
826,später::ADV,фæстæдæр,más tarde
827,jetzt::ADV,ныр,ahora
828,heute::ADV,абон,hoy
829,morgen::ADV,райсом,mañana
830,bald::ADV,тагъд,pronto
831,bald::ADV,тагъд,en breve
832,bald::ADV,рæхджы,pronto
833,bald::ADV,рæхджы,en breve
834,dann::ADV,стæй,luego
835,dann::ADV,стæй,entonces
836,gestern::ADV,знон,ayer
837,einst::ADV,кӕддӕр,antaño
838,damals::ADV,уæд,entonces
839,danach::ADV,стæй,después
840,danach::ADV,уый фæстæ,después
841,vorher::ADV,раздæр,antes
842,zuerst::ADV,фыццаг,primero
843,einmal::ADV,иу хатт,una vez
844,manchmal::ADV,хатт,a veces
845,oft::ADV,арæх,a menudo
846,oft::ADV,арæх,con frecuencia
847,immer::ADV,ӕдзух,siempre
848,niemals::ADV,никуы,jamás
849,niemals::ADV,никæд,jamás
850,hier::ADV,ам,aquí
851,hierhin::ADV,ардӕм,acá
852,von hier::ADV,ардыгæй,desde aquí
853,dort::ADV,уым,ahí
854,dort::ADV,уым,allí
855,dorthin::ADV,уырдӕм,allí
856,dorthin::ADV,уырдӕм,hacia allí
857,geradeaus::ADV,æргом,todo derecho
858,vorwärts::ADV,размӕ,adelante
859,rückwärts::ADV,фӕстӕмӕ,hacia atrás
860,zurück::ADV,фӕстӕмӕ,atrás
861,unten::ADV,дæлæ,abajo
862,unten::ADV,дæлейы,abajo
863,unten::ADV,бынæй,abajo
864,hinab::ADV,дӕлӕмӕ,hacia abajo
865,hinab::ADV,уырдыгмӕ,hacia abajo
866,oben::ADV,уӕле,arriba
867,hinauf::ADV,уӕлӕмӕ,hacia arriba
868,überall::ADV,алыран,por todas partes
869,überall::ADV,алкæм,por todas partes
870,überall::ADV,кæмдæриддæр,por todas partes
871,nicht::ADV,нӕ,no
872,ein wenig::ADV,чысыл,un poco
873,kaum::ADV,цъус,apenas
874,sehr::ADV,тынг,muy
875,sehr::ADV,тынг,mucho
876,sehr::ADV,иттӕг,muy
877,sehr::ADV,иттӕг,mucho
878,so::ADV,афтӕ,tan
879,noch::ADV,ма,aún
880,noch::ADV,ма,todavía
881,nur::ADV,канд,solamente
882,nur::ADV,ӕрмӕст,solamente
883,schon::ADV,нырид,ya
884,wieder::ADV,ногӕй,de nuevo
885,vergebens::ADV,дзæгъæлы,en vano
886,vergebens::ADV,уæгъды,en vano
887,vergebens::ADV,æнæхъуаджы,en vano
888,vor::PRP,разы,antes de
889,vor::PRP,разы,delante de
890,hinter::PRP,фӕстӕ,tras
891,hinter::PRP,фӕстӕ,detrás de
892,unter::PRP,бын,bajo
893,unter::PRP,бын,debajo de
894,durch::PRP,æхсæнты,por
895,durch::PRP,æхсæнты,a través de
896,neben::PRP,цур,al lado de
897,zwischen::PRP,астӕу,entre
898,wegen::PRP,тыххай,por
899,wegen::PRP,тыххай,a causa de
900,dies::PRN,ай,esto
901,das::PRN,уый,eso
902,das::PRN,уый,esto
903,alles::PRN,алцы,todo
904,alles::PRN,æппæтдæр,todo
905,alles::PRN,иууылдӕр,todo
906,ich::PRN,æз,yo
907,du::PRN,ды,tú
908,er::PRN,уый,él
909,wir::PRN,мах,nosotros
910,ihr::PRN,сымах,vosotros
911,sie::PRN,уыдон,ellos
912,was::FPRN,цы,qué
913,wer::FPRN,чи,quién
914,wo::FADV,кӕм,dónde
915,wohin::FADV,кӕдӕм,adónde
916,wohin::FADV,кӕдӕм,hacia dónde
917,wie::FADV,куыд,cómo
918,warum::FADV,цӕмӕн,por qué
919,wieviel::FNUM,цал,cuánto
920,eins::NUM,иу,uno
921,zwei::NUM,дыууӕ,dos
922,drei::NUM,ӕртӕ,tres
923,vier::NUM,цыппар,cuatro
924,fünf::NUM,фондз,cinco
925,sechs::NUM,ӕхсӕз,seis
926,sieben::NUM,авд,siete
927,acht::NUM,аст,ocho
928,neun::NUM,фараст,nueve
929,zehn::NUM,дӕс,diez
930,elf::NUM,иуæндæс,once
931,zwölf::NUM,дыууадæс,doce
932,zwanzig::NUM,дыууын,veinte
933,dreißig::NUM,æртын,treinta
934,dreißig::NUM,дæсæмæссæдз,treinta
935,vierzig::NUM,цыппор,cuarenta
936,vierzig::NUM,цыппур,cuarenta
937,vierzig::NUM,дыууиссæдзы,cuarenta
938,fünfzig::NUM,фӕндзай,cincuenta
939,sechzig::NUM,æхсай,sesenta
940,sechzig::NUM,æртиссæдзы,sesenta
941,siebzig::NUM,æвдай,setenta
942,siebzig::NUM,дæс æмæ æртиссæдзы,setenta
943,achtzig::NUM,цыппарыссæдзы,ochenta
944,achtzig::NUM,æстай,ochenta
945,neunzig::NUM,нæуæдз,noventa
946,neunzig::NUM,дæс æмæ цыппарыссæдзы,noventa
947,hundert::NUM,сӕдӕ,cien
948,hundert::NUM,сӕдӕ,ciento
949,tausend::NUM,мин,mil
950,und::CNJ,ӕмӕ,y
951,oder::CNJ,кӕнӕ,o
952,stehen::V,лӕууын,estar de pie
953,sitzen::V,бадын,estar sentado
954,liegen::V,хуыссын,yacer
955,liegen::V,хуыссын,estar acostado
956,hängen::V,ауыгъд уын,pender
957,werden::V,суӕвын,hacerse
958,passieren::V,æрцæуын,suceder
959,beginnen::V,райдайын,iniciarse
960,beginnen::V,райдайын,principiar
961,enden::V,фæуын,acabar
962,enden::V,фæуын,terminar
963,wechseln::V,ивын,variar
964,wechseln::V,ивын,alternar
965,aufgehen[Sonne]::V,скæсын,salir
966,untergehen[Sonne]::V, аныгуылын,ponerse
967,untergehen[Sonne]::V, аныгуылын,descender
968,scheinen[Sonne]::V,рухс кӕнын,brillar
969,donnern::V,нæрын,tronar
970,wehen::V,дымын,soplar
971,strömen::V,кӕлын,afluir
972,fließen::V,цæуын,fluir
973,fließen::V,цæуын,correr
974,fließen::V,уайын,fluir
975,fließen::V,уайын,correr
976,fließen::V,кæлын,fluir
977,fließen::V,кæлын,correr
978,sich drehen::V,зилын,girar
979,schwanken::V,æнкъуысын,vacilar
980,schwingen::V,æнкъуысын,oscilar
981,schwingen::V,змæлын,oscilar
982,fallen::V,хауын,caer
983,brennen::V,судзын,arder
984,brennen::V,судзын,quemar
985,rauchen::V,фæздæг кæнын,humear
986,rauchen::V,фæздæг кæнын,echar humo
987,regnen::V,уарын,llover
988,gefrieren::V,сӕлын,helarse
989,tauen::V,стайын,deshelarse
990,schmelzen::V,тайын,fundirse
991,schmelzen::V,тайын,derretirse
992,trocknen::V,хус кæнын,secarse
993,sieden::V,фыцын,hervir
994,faulen::V,ӕмбийын,pudrirse
995,verfaulen::V,бамбийын,pudrirse
996,reißen::V,скъуийын,romperse
997,versinken::V,дӕлдон_кӕнын,hundirse
998,vergehen::V,аивгъуийын,pasar
999,erscheinen::V,разынын,aparecer
1000,verschwinden::V,фæтары уын,desaparecer
1001,verschwinden::V,фæдæлдзæх уын,desaparecer
1002,verschwinden::V,фесæфын,desaparecer
1003,verschwinden::V,æрбайсæфын,desaparecer
1004,sinken::V,дæлæмæ æрхауын,bajar
1005,abnehmen::V,фæкъаддæр уын,decrecer
1006,abnehmen::V,фæкъаддæр уын,disminuir
1007,abnehmen::V,фæцух уын,decrecer
1008,abnehmen::V,фæцух уын,disminuir
1009,zunehmen::V,фæфылдæр уын,crecer
1010,zunehmen::V,фæфылдæр уын,aumentar
1011,zunehmen::V,сбирæ уын,crecer
1012,zunehmen::V,сбирæ уын,aumentar
1013,zunehmen::V,сахадын,crecer
1014,zunehmen::V,сахадын,aumentar
1015,steigen::V,сыстын,subir
1016,steigen::V,сыстын,ascender
1017,wachsen::V,рӕзын,crecer
1018,glänzen::V,ӕрттивын,brillar
1019,glänzen::V,ӕрттивын,resplandecer
1020,funkeln::V,тыбар-тыбур_кӕнын,chispear
1021,lärmen::V,хъæлæба кæнын,hacer ruido
1022,läuten::V,цæгъдын,sonar
1023,läuten::V,цæгъдын,repicar
1024,klingeln::V,цæгъдын,tocar el timbre
1025,klirren::V,дзыгъал-мыгъул кæнын,tintinear
1026,klirren::V,дзæгъ-дзæгъ кæнын,tintinear
1027,brausen::V,абухын,zumbar
1028,klingen::V,зæлын,sonar
1029,klingen::V,азæлын,sonar
1030,klingen::V,хъуысын,sonar
1031,bellen::V,рæйын,ladrar
1032,heulen::V,ниуын,ulular
1033,blasen::V,фу кӕнын,soplar
1034,pfeifen::V,æхситт кæнын,silbar
1035,pfeifen::V,къуыззитт кæнын,silbar
1036,schreien::V,хъӕр кӕнын,gritar
1037,stöhnen::V,хъæрзын,gemir
1038,stöhnen::V,дзыназын,gemir
1039,zittern::V,ризын,temblar
1040,leben::V,цӕрын,vivir
1041,geboren werden::V,райгуырын,nacer
1042,atmen::V,улӕфын,respirar
1043,trinken::V,нуазын,beber
1044,essen::V,хӕрын,comer
1045,schlucken::V,ныхъуырын,tragar
1046,müde werden::V,бафæллайын,cansarse
1047,müde werden::V,бафæллайын,fatigarse
1048,müde werden::V,бафæлмæцын,cansarse
1049,müde werden::V,бафæлмæцын,fatigarse
1050,müde werden::V,сфæлмæцын,cansarse
1051,müde werden::V,сфæлмæцын,fatigarse
1052,einschlafen::V,бафынæй уын,dormirse
1053,schlafen::V,хуыссын,dormir
1054,schlafen::V,фынӕй кӕнын,dormir
1055,aufwachen::V,райхъал уын,despertarse
1056,aufstehen::V,стын,levantarse
1057,sich erholen::V,фæллад уадзын,reposar
1058,sich erholen::V,фæллад уадзын,descansar
1059,sich erholen::V,улæфын,reposar
1060,sich erholen::V,улæфын,descansar
1061,krank werden::V,фӕрынчын уын,caer enfermo
1062,krank sein::V,сӕйын,estar enfermo
1063,schmerzen::V,риссын,doler
1064,husten::V,хуыфын,toser
1065,genesen::V,сдзæбæх уын,convalecer
1066,genesen::V,сдзæбæх уын,restablecerse
1067,genesen::V,рандидзын,convalecer
1068,genesen::V,рандидзын,restablecerse
1069,genesen::V,сæндидзын,convalecer
1070,genesen::V,сæндидзын,restablecerse
1071,sterben::V,мӕлын,morir
1072,umkommen::V,фесæфын,perecer
1073,umkommen::V,байсæфын,perecer
1074,umkommen::V,бабын уын,perecer
1075,umkommen::V,мард фæуын,perecer
1076,sich bewegen::V,тæлфын,moverse
1077,sich bewegen::V,цæуын,moverse
1078,sich rühren::V,змӕлын,rebullir
1079,sich erheben::V,стын,levantarse
1080,sich setzen::V,сбадын,sentarse
1081,hinfallen::V,ӕрхауын,caerse
1082,laufen::V,цӕуын,andar
1083,laufen::V,рацу-бацу_кӕнын,andar
1084,schreiten::V,къахдзæф кæнын,proceder
1085,schreiten::V,санчъех кæнын,proceder
1086,schreiten::V,цæуын,proceder
1087,spazierengehen::V,озер кæнын,pasear
1088,spazierengehen::V,озер кæнын,pasearse
1089,spazierengehen::V,тезгъо кæнын,pasear
1090,spazierengehen::V,тезгъо кæнын,pasearse
1091,eilen::V,тагъд кæнын,correr prisa
1092,eilen::V,тындзын,correr prisa
1093,sich beeilen::V,тагъд кæнын,darse prisa
1094,sich beeilen::V,тындзын,darse prisa
1095,sausen::V,уайын,correr
1096,sausen::V,тæхын,correr
1097,rennen::V,згъорын,correr
1098,springen::V,гæпп кæнын,saltar
1099,springen::V,сæррæтт кæнын,saltar
1100,springen::V,лиуырын,saltar
1101,klettern::V,хилын,trepar
1102,klettern::V,хилын,escalar
1103,schaukeln::V,хецъро кæнын,bambolearse
1104,schaukeln::V,херыйыл бадын,bambolearse
1105,kriechen::V,бырын,reptar
1106,kriechen::V,бырын,arrastrarse
1107,schwimmen::V,ленк кӕнын,nadar
1108,tauchen::V,ныгъуылын,bucear
1109,tauchen::V,ныгъуылын,sumergirse
1110,rudern::V,бæлæгъ тæрын,remar
1111,rudern::V,чема тæрын,remar
1112,fahren::V,цӕуын,ir
1113,fliegen::V,тӕхын,volar
1114,gehen::V,цӕуын,ir
1115,gehen::V,цӕуын,andar
1116,weggehen::V,ацӕуын,irse
1117,weggehen::V,ацӕуын,marcharse
1118,abfahren::V,араст уын,salir
1119,abfahren::V,араст уын,partir
1120,anhalten::V,æрлæууын,parar
1121,anhalten::V,æрлæууын,pararse
1122,hineingehen::V,мидæмæ цæуын,entrar
1123,eintreten::V,бацӕуын,entrar
1124,kommen::V,æрцæуын,venir
1125,ankommen::V,æрцæуын,llegar
1126,zurückkommen::V,раздæхын,volver
1127,zurückkommen::V,раздæхын,regresar
1128,zurückkommen::V,фæстæмæ_раздæхын,volver
1129,zurückkommen::V,фæстæмæ_раздæхын,regresar
1130,zurückkommen::V,æрбаздæхын,volver
1131,zurückkommen::V,æрбаздæхын,regresar
1132,zurückkommen::V,аздæхын,volver
1133,zurückkommen::V,аздæхын,regresar
1134,bleiben::V,лӕууын,quedarse
1135,warten::V,ӕнхъӕлмӕ кӕсын,esperar
1136,erwarten::V,ӕнхъӕлмӕ кӕсын,esperar
1137,suchen::V,агурын,buscar
1138,finden::V,ссарын,hallar
1139,finden::V,ссарын,encontrar
1140,versuchen::V,фӕлварын,intentar
1141,vorbereiten::V,бацаттæ кæнын,preparar
1142,vorbereiten::V,æрæввонг кæнын,preparar
1143,lieben::V,уарзын,amar
1144,lieben::V,уарзын,querer
1145,mögen::V,зæрдæмæ цæуын,querer
1146,lachen::V,худын,reír
1147,rühren::V,зæрдæ суынгæг кæнын,conmover
1148,weinen::V,кӕуын,llorar
1149,schimpfen::V,æлгъитын,regañar
1150,sich ärgern::V,мæсты кæнын,enfadarse
1151,sich fürchten::V,тæрсын,tener miedo
1152,fürchten::V,тæрсын,temer
1153,fürchten::V,тæрсын,tener miedo a
1154,fliehen::V,лидзын,huir
1155,flüchten::V,алидзын,escaparse
1156,sehen::V,уынын,ver
1157,anschauen::V,акӕсын,mirar
1158,ansehen::V,кӕсын,mirar
1159,hören::V,хъусын,oír
1160,zuhören::V,хъусын,escuchar
1161,probieren::V,уынын,probar
1162,probieren::V,уынын,degustar
1163,probieren::V,аходын,probar
1164,probieren::V,аходын,degustar
1165,riechen::V,смудын,oler
1166,fühlen::V,ӕнкъарын,sentir
1167,scheinen::V,зынын,parecer
1168,zu sehen sein::V,зынын,poder verse
1169,vernehmen::V,фехъусын,oír
1170,vernehmen::V,фехъусын,percibir
1171,frieren::V,сийын,tener frío
1172,tun::V,кӕнын,hacer
1173,können::V,фӕразын,poder
1174,wollen::V,фӕндын,querer
1175,anfangen::V,райдайын,iniciar
1176,beenden::V,фӕуын,acabar
1177,beenden::V,фӕуын,terminar
1178,aufhören::V,банцайын,cesar
1179,aufhören::V,фенцайын,cesar
1180,gelingen::V,бантысын,salir bien
1181,geraten::V,разынын,salir
1182,geraten::V,разынын,dar resultado
1183,öffnen::V,гом кӕнын,abrir
1184,schließen::V,ӕхгӕнын,cerrar
1185,stellen::V,ӕвӕрын,poner
1186,stellen::V,ӕвӕрын,colocar
1187,setzen::V,сбадын кӕнын,poner
1188,setzen::V,сбадын кӕнын,colocar
1189,legen::V,ӕрӕвӕрын,poner
1190,berühren::V,агайын,tocar
1191,verbinden::V,бӕттын,unir
1192,verbinden::V,бӕттын,juntar
1193,bedecken::V,ӕмбӕрзын,tapar
1194,bedecken::V,ӕмбӕрзын,cubrir
1195,aufhängen::V,ауындзын,colgar
1196,anzünden::V,ссудзын,encender
1197,aufheben::V,сисын,recoger
1198,zurücklassen::V,ныууадзын,dejar
1199,verlieren::V,фесафын,perder
1200,fallen lassen::V,ӕрӕппарын,dejar caer
1201,fallen lassen::V,къухтӕй феуӕгъд кӕнын,dejar caer
1202,machen::V,саразын,hacer
1203,herstellen::V,сцæттæ кæнын,fabricar
1204,herstellen::V,саразын,fabricar
1205,bauen::V,амайын,construir
1206,reparieren::V,æмпъузын,reparar
1207,reparieren::V,цалцæг кæнын,reparar
1208,verbessern::V,фæхуыздæр кæнын,mejorar
1209,ändern::V,аивын,mudar
1210,ändern::V,аивын,modificar
1211,graben::V,къахын,cavar
1212,beugen::V,æркъæдз кæнын,doblar
1213,beugen::V,æркъæдз кæнын,inclinar
1214,beugen::V,æртасын кæнын,doblar
1215,beugen::V,æртасын кæнын,inclinar
1216,biegen::V,тасын кӕнын,doblar
1217,drehen::V,здухын,volver
1218,drehen::V,здухын,hacer girar
1219,wenden::V,афæлдахын,volver
1220,wenden::V,рафæлдахын,volver
1221,umdrehen::V,афæлдахын,revolver
1222,heben::V,сдарын,levantar
1223,heben::V,схæцын,levantar
1224,hochheben::V,уæлæмæ хæцын,alzar
1225,ergreifen::V,фӕлӕбурын,coger
1226,halten::V,дарын,tener
1227,drücken::V,æлхъивын,apretar
1228,drücken::V,хæцын,apretar
1229,schieben::V,схойын,empujar
1230,kratzen::V,хафын,rascar
1231,lecken::V,сдæрын,lamer
1232,beißen::V,хæцын,morder
1233,abreißen::V,ратонын,arrancar
1234,abschneiden::V,ралыг кӕнын,cortar
1235,binden::V,бабӕттын,atar
1236,stecken::V,ныссадзын,meter
1237,brechen::V,асæттын,romper
1238,brechen::V,асæттын,quebrar
1239,brechen::V,басæттын,romper
1240,brechen::V,басæттын,quebrar
1241,brechen::V,ныссæттын,romper
1242,brechen::V,ныссæттын,quebrar
1243,klopfen::V,хойын,golpear
1244,klopfen::V,гуыпп-гуыпп кæнын,golpear
1245,klopfen::V,къуырцц-къуырцц кæнын,golpear
1246,hauen::V,цӕвын,pegar
1247,hauen::V,нӕмын,pegar
1248,kleben::V,ныхасын,pegar
1249,kleben::V,ныхасын,encolar
1250,kleben::V,æндадзын,pegar
1251,kleben::V,æндадзын,encolar
1252,reiben::V,сӕрфын,frotar
1253,reiben::V,хафын,frotar
1254,streichen::V,байсæрдын,untar
1255,streichen::V,байсæрдын,recubrir
1256,streichen::V,сахорын,untar
1257,streichen::V,сахорын,recubrir
1258,schleifen::V,ссын,afilar
1259,schleifen::V,цыргъ кӕнын,afilar
1260,schneiden::V,кӕрдын,cortar
1261,rütteln::V,æнкъусын,agitar
1262,schütteln::V,уигъын,agitar
1263,schütteln::V,уигъын,sacudir
1264,schwenken::V,тилын,menear
1265,schwenken::V,уигъын,menear
1266,schütten::V,ныккӕнын,verter
1267,füllen::V,байдзаг кæнын,llenar
1268,einwickeln::V,батухын,envolver
1269,tragen::V,хӕссын,llevar
1270,schleppen::V,ласын,arrastrar
1271,ziehen::V,ласын,tirar
1272,aufbewahren::V,æвæрын,conservar
1273,werfen::V,зыввытт кӕнын,echar
1274,werfen::V,зыввытт кӕнын,lanzar
1275,fangen::V,ӕрцахсын,coger
1276,packen::V,рацахсын,agarrar
1277,verstecken::V,æмбæхсын,esconder
1278,verstecken::V,нымæхсын,esconder
1279,teilen::V,уарын,partir
1280,teilen::V,уарын,dividir
1281,schicken::V,ӕрвитын,enviar
1282,bringen::V,æрхæссын,traer
1283,bringen::V,æрбахæссын,traer
1284,hinzufügen::V,ӕфтауын,añadir
1285,bekommen::V,ссарын,obtener
1286,bekommen::V,ссарын,conseguir
1287,bekommen::V,сфæрæз кæнын,obtener
1288,bekommen::V,сфæрæз кæнын,conseguir
1289,bekommen::V,самал кæнын,obtener
1290,bekommen::V,самал кæнын,conseguir
1291,erhalten::V,райсын,recibir
1292,nehmen::V,райсын,tomar
1293,wählen::V,равзарын,elegir
1294,auswählen::V,авзарын,escoger
1295,auswählen::V,авзарын,seleccionar
1296,bewahren::V,бавæрын,guardar
1297,bewahren::V,бавæрын,preservar
1298,bewahren::V,нывæрын,guardar
1299,bewahren::V,нывæрын,preservar
1300,behindern::V,цæлхдур æвæрын,estorbar
1301,behindern::V,цæлхдур æвæрын,obstaculizar
1302,behindern::V,ныхдур æвæрын,estorbar
1303,behindern::V,ныхдур æвæрын,obstaculizar
1304,behindern::V,къуылымпы кæнын,estorbar
1305,behindern::V,къуылымпы кæнын,obstaculizar
1306,behindern::V,хъыг дарын,estorbar
1307,behindern::V,хъыг дарын,obstaculizar
1308,verderben::V,фесафын,estropear
1309,beschädigen::V,халын,deteriorar
1310,zerbrechen::V,асӕттын,romper
1311,zerbrechen::V,асӕттын,quebrar
1312,zerreißen::V,аскъуынын,desgarrar
1313,zerreißen::V,аскъуынын,despedazar
1314,zerstören::V,фехалын,destruir
1315,zerstören::V,фехалын,destrozar
1316,verbrennen::V,басудзын,quemar
1317,geben::V,дӕттын,dar
1318,reichen::V,адæттын,pasar
1319,schenken::V,лæвар кæнын,regalar
1320,versprechen::V,дзырд раттын,prometer
1321,versprechen::V,зӕрдӕ бавӕрын,prometer
1322,wünschen::V,зæрдæ зæгъы,desear
1323,loben::V,раппӕлын,alabar
1324,küssen::V,пъа кæнын,besar
1325,küssen::V,ба кæнын,besar
1326,wiegen::V,узын,mecer
1327,zudecken::V,бамбӕрзын,tapar
1328,zudecken::V,бамбӕрзын,cubrir
1329,wecken::V,райхъал кӕнын,despertar
1330,zeigen::V,амонын,mostrar
1331,führen::V,кӕнын,guiar
1332,führen::V,кӕнын,conducir
1333,führen::V,фæкæнын,guiar
1334,führen::V,фæкæнын,conducir
1335,lehren::V,ахуыр кæнын,enseñar
1336,lehren::V,ахуыр кæнын,instruir
1337,unterrichten::V,ахуыр кæнын,enseñar
1338,aufziehen::V,хъомыл кӕнын,criar
1339,leiten::V,разамынд дӕттын,guiar
1340,leiten::V,разамынд дӕттын,dirigir
1341,antreiben::V,тагъд кæнын,impeler
1342,antreiben::V,тагъд кæнын,impulsar
1343,antreiben::V,рог кæнын,impeler
1344,antreiben::V,рог кæнын,impulsar
1345,lassen::V,кæнын,hacer
1346,einladen::V,ӕрхонын,invitar
1347,einladen::V,ӕрбахонын,invitar
1348,vereinigen::V,баиу кӕнын,unir
1349,besuchen::V,абæрæг кæнын,visitar
1350,besuchen::V,абæрæг кæнын,ir a ver
1351,besuchen::V,бабæрæг кæнын,visitar
1352,besuchen::V,бабæрæг кæнын,ir a ver
1353,besuchen::V,бауайын,visitar
1354,besuchen::V,бауайын,ir a ver
1355,treffen::V,фембæлын,encontrar
1356,sich versammeln::V,æрæмбырд уын,reunirse
1357,sich versammeln::V,æрæмбырд уын,congregarse
1358,spielen::V,хъазын,jugar
1359,singen::V,зарын,cantar
1360,tanzen::V,кафын,bailar
1361,sich trennen::V,фæйнæрдæм фæцæуын айхæлын,separarse
1362,verlassen::V,ныууадзын,dejar
1363,verlassen::V,ныууадзын,abandonar
1364,retten::V,фервӕзын кӕнын,salvar
1365,bewachen::V,хъахъхъӕнын,vigilar
1366,schützen::V,хъахъхъӕнын,proteger
1367,verteidigen::V,бахизын,defender
1368,sich schlagen::V,хыл кæнын,batirse
1369,schießen::V,ӕхсын,tirar
1370,schießen::V,ӕхсын,disparar
1371,siegen::V,басӕттын,vencer
1372,siegen::V,фӕуӕлахиз уӕвын,vencer
1373,ärgern::V,мӕсты кӕнын,enojar
1374,ärgern::V,мӕсты кӕнын,enfadar
1375,schlagen::V,ныццæвын,pegar
1376,schlagen::V,ныццæвын,golpear
1377,stechen::V,фæрæхойын,pinchar
1378,stoßen::V,риуыгъын,empujar
1379,stehlen::V,давын,robar
1380,stehlen::V,давын,hurtar
1381,stören::V,хъыгдарын,molestar
1382,belästigen::V,хъыгдарын,molestar
1383,belästigen::V,хъыгдарын,importunar
1384,verbergen::V,бамбӕхсын,ocultar
1385,verbergen::V,бамбӕхсын,esconder
1386,verbergen::V,басусӕг кӕнын,ocultar
1387,verbergen::V,басусӕг кӕнын,esconder
1388,täuschen::V,фӕливын,engañar
1389,täuschen::V,асайын,engañar
1390,betrügen::V,асайын,engañar
1391,töten::V,амарын,matar
1392,wohnen::V,цӕрын,vivir
1393,wohnen::V,цӕрын,habitar
1394,arbeiten::V,кусын,trabajar
1395,sammeln::V,æртонын,recoger
1396,sammeln::V,æртонын,coleccionar
1397,pflücken::V,тонын,coger
1398,jagen::V,цуан кæнын,cazar
1399,fischen::V,кæсаг ахсын æнгуырæй,pescar
1400,fischen::V,æнгуыр дарын,pescar
1401,fassen::V,ӕрцахсын,atrapar
1402,fassen::V,ӕрцахсын,capturar
1403,hüten::V,хизын,guardar
1404,treiben::V,скъӕрын,aballar
1405,anbinden::V,бабæттын,atar
1406,anbinden::V,æрбæттын,atar
1407,füttern::V,холлаг дæттын,echar de comer
1408,füttern::V,холлаг æвæрын,echar de comer
1409,füttern::V,дарын,echar de comer
1410,melken::V,дуцын,ordeñar
1411,hacken::V,кæрдын,picar
1412,hacken::V,кæрдын,cortar
1413,hacken::V,лыгтæ кæнын,picar
1414,hacken::V,лыгтæ кæнын,cortar
1415,gießen::V,бакалын,regar
1416,reifen::V,срæгъæд уын,madurar
1417,reifen::V,сцæттæ уын,madurar
1418,zubereiten::V,сцӕттӕ кӕнын,preparar
1419,kochen::V,фыцын,cocer
1420,kochen::V,фыцын,guisar
1421,backen::V,фыцын,hornear
1422,backen::V,фыцын,cocer al horno
1423,braten::V,цурын,asar
1424,braten::V,цурын,freír
1425,umrühren::V,ахæццæ кæнын,remover
1426,umrühren::V,азмæнтын,remover
1427,umrühren::V,астауын,remover
1428,stricken::V,кæнын,hacer punto
1429,stricken::V,кæнын,hacer calceta
1430,stricken::V,бийын,hacer punto
1431,stricken::V,бийын,hacer calceta
1432,nähen::V,хуыйын,coser
1433,färben::V,ахорын,teñir
1434,färben::V,ахорын,colorear
1435,reinigen::V,ссыгъдæг кæнын,limpiar
1436,reinigen::V,ныссыгъдæг кæнын,limpiar
1437,reinigen::V,ныссæрфын,limpiar
1438,waschen::V,ӕхсын,lavar
1439,abwischen::V,сӕрфын,fregar
