,Concept_ID,kv,sv
823,strömen::V,киссьыны,strömma
824,fließen::V,визывтны,flyta
825,sich drehen::V,бергавны,snurra
826,schwanken::V,кӧвьясьны,vackla
827,schwingen::V,дюттясьны,svinga
828,fallen::V,усьны,falla
829,brennen::V,сотчыны,brinna
830,rauchen::V,тшынасьны,ryka
831,regnen::V,зэрны,regna
832,gefrieren::V,гегдыны,frysa
833,tauen::V,сывны,töa
834,schmelzen::V,сывны,smälta
835,trocknen::V,косьмыны,torka
836,sieden::V,пизьны,koka
837,sieden::V,пизьны,sjuda
838,faulen::V,нёльзьыны,ruttna
839,verfaulen::V,тӧрмыны,ruttna
840,verfaulen::V,сiсьмыны,ruttna
841,reißen::V,косясьны,brista
842,versinken::V,вӧйны,sjunka
843,vergehen::V,мунны,förgå
844,erscheinen::V,мыччисьны,synas
845,erscheinen::V,мыччисьны,visa sig
846,verschwinden::V,ӧшны,försvinna
847,sinken::V,ямны,sjunka
848,abnehmen::V,ямны,avta
849,abnehmen::V,ямны,minskas
850,zunehmen::V,паськавны,tilltaga
851,steigen::V,лэбтiсьны,stiga
852,wachsen::V,быдмыны,växa
853,glänzen::V,свиттявны,glimma
854,funkeln::V,югйовтлыны,tindra
855,funkeln::V,югйовтлыны,gnistra
856,funkeln::V,югйӧв-керны,tindra
857,funkeln::V,югйӧв-керны,gnistra
858,lärmen::V,чавзыны,bråka
859,lärmen::V,чавзыны,väsnas
860,läuten::V,диньгыны,ringa
861,klingeln::V,силькӧтны,ringa
862,klirren::V,жольӧтны,klirra
863,brausen::V,гуасьны,brusa
864,rauschen::V,кышӧтны,susa
865,klingen::V,горавны,låta
866,klingen::V,горавны,klinga
867,bellen::V,увтны,skälla
868,bellen::V,вувтны,skälla
869,heulen::V,уннявны,yla
870,heulen::V,уннявны,tjuta
871,blasen::V,пӧлявны,blåsa
872,pfeifen::V,пиксыны,vissla
873,schreien::V,айзыны,skrika
874,stöhnen::V,ойзыны,stöna
875,stöhnen::V,ружтыны,stöna
876,zittern::V,легьявны,darra
877,zittern::V,легьявны,skälva
878,leben::V,овны,leva
879,geboren werden::V,шогмыны,födas
880,atmen::V,лолавны,andas
881,trinken::V,юны,dricka
882,essen::V,сёйны,äta
883,schlucken::V,ньылавны,svälja
884,müde werden::V,мыдзны,tröttna
885,einschlafen::V,ланьтны,somna
886,schlafen::V,узьны,sova
887,aufwachen::V,саймыны,vakna
888,aufwachen::V,пальмыны,vakna
889,aufstehen::V,сувтны,stiga upp
890,sich erholen::V,шоччисьлыны,repa sig
891,sich erholen::V,шоччисьлыны,hämta sig
892,krank werden::V,моржитны,insjukna
893,krank sein::V,шогавны,vara sjuk
894,krank sein::V,визьӧтны,vara sjuk
895,schmerzen::V,висьны,smärta
896,schmerzen::V,висьны,göra ont
897,husten::V,кашляйтны,hosta
898,genesen::V,бурдны,tillfriskna
899,sterben::V,кувны,dö
900,umkommen::V,вийсьыны,omkomma
901,sich bewegen::V,локны,röra sig
902,sich bewegen::V,ветлӧтны,röra sig
903,sich rühren::V,вӧрзьӧтчыны,röra på sig
904,sich erheben::V,сувтны,resa sig
905,sich setzen::V,пуксьыны,sätta sig
906,hinfallen::V,пӧрласьны,falla omkull
907,laufen::V,мунны,löpa
908,schreiten::V,тальччавны,skrida
909,spazierengehen::V,котрасьны,promenera
910,eilen::V,тэрмасьны,ila
911,sich beeilen::V,тэрмасьны,skynda sig
912,sausen::V,вирдавны-котӧртны,susa
913,springen::V,чеччавны,hoppa
914,klettern::V,кышасьны,klättra
915,schaukeln::V,чурликасьны,gunga
916,kriechen::V,кыскасьны-мунны,kräla
917,schwimmen::V,вартчыны,simma
918,tauchen::V,сунгисьны ваӧ,dyka
919,rudern::V,сынны,ro
920,fahren::V,мунны,köra
921,fliegen::V,лэбавны,flyga
922,gehen::V,мунны,gå
923,weggehen::V,мунны,gå bort
924,abfahren::V,иньдӧтчыны,resa
925,abfahren::V,иньдӧтчыны,avresa
926,abfahren::V,мунны,resa
927,abfahren::V,мунны,avresa
928,anhalten::V,сувтны,stanna
929,hineingehen::V,пырны,gå in
930,eintreten::V,пырны,träda in
931,kommen::V,локны,komma
932,ankommen::V,локны,ankomma
933,zurückkommen::V,бертны,återkomma
934,zurückkommen::V,панӧвтсьыны,återkomma
935,bleiben::V,кольччыны,bli
936,bleiben::V,кольччыны,förbli
937,warten::V,видзчисьны,vänta
938,erwarten::V,видзчисьны,vänta
939,suchen::V,кошшыны,leta
940,finden::V,адззыны,finna
941,versuchen::V,пондыны,försöka
942,versuchen::V,пондӧтны,försöka
943,vorbereiten::V,лӧсьӧтны,förbereda
944,lieben::V,милуйтны,älska
945,mögen::V,радейтны,tycka om
946,lachen::V,серавны,skratta
947,rühren::V,сьӧлӧм вӧрзьӧтны,röra
948,weinen::V,горзыны,gråta
949,schimpfen::V,видчыны,skälla
950,sich ärgern::V,лёкавны,förargas
951,sich fürchten::V,повны,vara rädd
952,fürchten::V,повны,frukta
953,fliehen::V,пышшыны,fly
954,fliehen::V,пышшыны,rymma
955,flüchten::V,пышшыны,fly
956,sehen::V,адззыны,se
957,anschauen::V,видзӧтны,se på
958,anschauen::V,видзӧтны,betrakta
959,ansehen::V,видзӧтны,åse
960,hören::V,кывны,höra
961,zuhören::V,кывзыны,höra på
962,zuhören::V,кывзыны,lyssna till
963,probieren::V,пешлыны,smaka
964,probieren::V,пешлыны,smaka på
965,riechen::V,дукавны,lukta
966,fühlen::V,кывны,känna
967,scheinen::V,декуйтчыны,verka
968,scheinen::V,декуйтчыны,tyckas
969,zu sehen sein::V,тыдавны,synas
970,zu sehen sein::V,тыдавны,kunna ses
971,vernehmen::V,тӧдмавны,få veta
972,vernehmen::V,тӧдмавны,förnimma
973,frieren::V,гегдыны,frysa
974,tun::V,керны,göra
975,können::V,вермыны,kunna
976,wollen::V,мӧдны,vilja
977,anfangen::V,петны,börja
978,beenden::V,ештӧтны,avsluta
979,beenden::V,керыштны,avsluta
980,aufhören::V,дугдыны,sluta
981,aufhören::V,дугдыны,upphöra
982,gelingen::V,шогмыны,lyckas
983,geraten::V,мыччисьны,bli
984,öffnen::V,осьтны,öppna
985,schließen::V,пӧднавны,låsa
986,schließen::V,пӧднавны,stänga
987,stellen::V,сувтӧтны,ställa
988,setzen::V,пуксьӧтны,sätta
989,legen::V,пуктыны,lägga
990,berühren::V,вӧрзьӧтны,beröra
991,verbinden::V,йитны,förbinda
992,bedecken::V,вевттьыны,täcka
993,bedecken::V,вевттьыны,betäcka
994,aufhängen::V,ӧшӧтны,hänga
995,aufhängen::V,ӧшӧтны,hänga upp
996,anzünden::V,ӧзтыны,tända
997,anzünden::V,ӧзтыны,antända
998,anzünden::V,ӧзтыны,tända på
999,aufheben::V,лэбтыны,lyfta
1000,zurücklassen::V,кольны,lämna
1001,zurücklassen::V,кольны,efterlämna
1002,verlieren::V,ӧштыны,mista
1003,verlieren::V,ӧштыны,förlora
1004,fallen lassen::V,уськӧтны,tappa
1005,fallen lassen::V,уськӧтны,släppa
1006,machen::V,керны,göra
1007,herstellen::V,вӧчны,tillverka
1008,herstellen::V,вӧчны,framställa
1009,bauen::V,строитны,bygga
1010,reparieren::V,вочны,reparera
1011,verbessern::V,бурсьӧтны,rätta
1012,verbessern::V,бурсьӧтны,förbättra
1013,ändern::V,вежны,ändra
1014,ändern::V,вежны,förändra
1015,graben::V,гарйыны,gräva
1016,beugen::V,кусіньтны,böja
1017,biegen::V,чукыльтыштны,böja
1018,biegen::V,чукыльтыштны,kröka
1019,drehen::V,бергӧтны,vrida
1020,wenden::V,бергӧтны,vända
1021,umdrehen::V,бергӧтны,vrida om
1022,heben::V,лэбтыны,häva
1023,hochheben::V,лэбтыны,lyfta
1024,ergreifen::V,кватитны,gripa
1025,halten::V,видзны,hålla
1026,drücken::V,личкыны,trycka
1027,schieben::V,тойлавны,skjuta
1028,kratzen::V,шаркӧтны,riva
1029,kratzen::V,шаркӧтны,skrapa
1030,lecken::V,нювны,slicka
1031,beißen::V,йирны,bita
1032,abreißen::V,орӧтны,slita_av
1033,abreißen::V,орӧтны,riva_av
1034,abschneiden::V,шӧрыштны,skära av
1035,abschneiden::V,вундыштны,skära av
1036,binden::V,гӧрдззыны,binda
1037,stecken::V,мӧртны,sticka
1038,brechen::V,жугдыны,bryta
1039,brechen::V,жугдыны,brista
1040,klopfen::V,зукӧтны,banka
1041,klopfen::V,зукӧтны,klappa
1042,hauen::V,желльыны,hugga
1043,kleben::V,лякӧтны,klistra
1044,reiben::V,зыртны,gnida
1045,streichen::V,мавтны,smörja
1046,schleifen::V,кыскыны,slipa
1047,schneiden::V,вундавны,skära
1048,schneiden::V,вундавны,klippa
1049,rütteln::V,шатлавны,skaka
1050,schütteln::V,зыбӧтны,rista
1051,schwenken::V,ӧвтны,svänga
1052,schwenken::V,макайтны,svänga
1053,schütten::V,кисьтны,hälla
1054,füllen::V,тыртны,fylla
1055,füllen::V,тырсьӧтны,fylla
1056,einwickeln::V,тубны,slå in
1057,einwickeln::V,тубны,veckla in
1058,tragen::V,новйӧтны,bära
1059,schleppen::V,кыскыны,släpa
1060,ziehen::V,кыскыны,dra
1061,aufbewahren::V,видзны,förvara
1062,aufbewahren::V,видзны,ta vara på
1063,werfen::V,шентывлыны,kasta
1064,fangen::V,кутны,fånga
1065,packen::V,кутасьны,gripa
1066,packen::V,кутасьны,gripa tag
1067,packen::V,кватитны,gripa
1068,packen::V,кватитны,gripa tag
1069,verstecken::V,дзебны,gömma
1070,teilen::V,торйӧтны,dela
1071,schicken::V,иньдыны,skicka
1072,bringen::V,вайны,bringa
1073,hinzufügen::V,содтыны,tillägga
1074,bekommen::V,получитны,få
1075,bekommen::V,получитны,erhålla
1076,erhalten::V,получитны,få
1077,erhalten::V,получитны,erhålla
1078,nehmen::V,босьтны,ta
1079,nehmen::V,босьтны,taga
1080,wählen::V,бӧрйыны,välja
1081,auswählen::V,бӧрйыны,utvälja
1082,bewahren::V,видзны,bevara
1083,behindern::V,падтыны,hindra
1084,behindern::V,падтыны,förhindra
1085,verderben::V,изводавны,förstöra
1086,beschädigen::V,паздыны,skada
1087,zerbrechen::V,паздыны,bryta isär
1088,zerbrechen::V,паздыны,bryta sönder
1089,zerreißen::V,косявны,riva sönder
1090,zerreißen::V,косявны,slita sönder
1091,zerstören::V,паздыны,förstöra
1092,verbrennen::V,сотны,bränna
1093,verbrennen::V,сотны,bränna upp
1094,geben::V,сетны,ge
1095,reichen::V,сетны,räcka
1096,schenken::V,козьнавны,skänka
1097,versprechen::V,кӧсйыны,lova
1098,wünschen::V,бурсьыны,önska
1099,loben::V,ошкыны,lova
1100,loben::V,ошкыны,beröma
1101,küssen::V,окавны,pussa
1102,wiegen::V,тюттьӧтны,vagga
1103,zudecken::V,вевттьыны,täcka
1104,wecken::V,саймӧтны,väcka
1105,zeigen::V,мыччавны,visa
1106,führen::V,нуӧтны,föra
1107,lehren::V,велӧтны,lära
1108,unterrichten::V,велӧтны,undervisa
1109,aufziehen::V,быдтыны,uppfostra
1110,leiten::V,юравны,leda
1111,leiten::V,веськӧтлыны,leda
1112,antreiben::V,тэрмӧтны,driva på
1113,lassen::V,-ӧтыны,få att
1114,einladen::V,корны,bjuda
1115,einladen::V,корны,inbjuda
1116,vereinigen::V,ӧтувтны,förena
1117,vereinigen::V,ӧтлаавны,förena
1118,besuchen::V,пыравлыны,besöka
1119,treffen::V,пантавны,möta
1120,treffen::V,пантавны,träffa
1121,sich versammeln::V,ӧксьыны,församla sig
1122,spielen::V,орсны,leka
1123,spielen::V,орсны,spela
1124,singen::V,сьывны,sjunga
1125,tanzen::V,йӧктыны,dansa
1126,sich trennen::V,торьясьны,skiljas
1127,verlassen::V,кольны,lämna
1128,verlassen::V,кольны,överge
1129,retten::V,мынтны,rädda
1130,bewachen::V,смекайтны,bevaka
1131,schützen::V,дорйыны,skydda
1132,schützen::V,дорйыны,beskydda
1133,verteidigen::V,дорйыны,försvara
1134,sich schlagen::V,тышкасьны,slåss
1135,schießen::V,лыйны,skjuta
1136,siegen::V,вермыны,segra
1137,ärgern::V,лӧгӧтны,förarga
1138,schlagen::V,базнитны,slå
1139,treten::V,чужьявны,sparka
1140,stechen::V,бытшкыны,sticka
1141,stoßen::V,тапкыны,stöta
1142,stoßen::V,тойыштны,stöta
1143,stehlen::V,гусявны,stjäla
1144,stören::V,костіавны,störa
1145,belästigen::V,назыляйтны,genera
1146,belästigen::V,назыляйтны,besvära
1147,verbergen::V,дзебны,dölja
1148,täuschen::V,бӧбӧтны,vilseleda
1149,täuschen::V,пӧрьявны,vilseleda
1150,betrügen::V,муклачитны,bedra
1151,töten::V,вийны,döda
1152,wohnen::V,овны,bo
1153,arbeiten::V,уджавны,arbeta
1154,sammeln::V,ӧктыны,samla
1155,pflücken::V,судзлавны,plocka
1156,jagen::V,вӧравны,jaga
1157,fischen::V,чериавны,fiska
1158,fassen::V,кутны,fånga
1159,hüten::V,вердны,vakta
1160,hüten::V,йирсьӧтны,vakta
1161,treiben::V,вашӧтны,driva
1162,anbinden::V,кӧртавны,binda fast
1163,füttern::V,вердны,fodra
1164,melken::V,высьтыны,mjölka
1165,melken::V,чилькӧтны,mjölka
1166,hacken::V,керавны,hacka
1167,gießen::V,киськавны,hälla
1168,gießen::V,киськавны,vattna
1169,reifen::V,кисьмыны,mogna
1170,zubereiten::V,лӧсьӧтны,tillaga
1171,zubereiten::V,лӧсьӧтны,tillreda
1172,kochen::V,пуны,koka
1173,backen::V,пӧжавны,baka
1174,braten::V,жаритны,steka
1175,umrühren::V,соравны,röra om
1176,stricken::V,домавны,sticka
1177,nähen::V,вурны,sy
1178,färben::V,краситны,färga
1179,reinigen::V,весӧтны,rensa
1180,reinigen::V,весӧтны,rengöra
1181,waschen::V,пеславны,tvätta
1182,abwischen::V,чышкыны,torka av
1183,spülen::V,гывьявны,spola
1184,spülen::V,гывьявны,skölja
1185,fegen::V,чышкыны,feja
1186,kehren::V,чышкыны,sopa
1187,baden::V,купайтчыны ,bada
1188,sich waschen::V,миссьыны,tvätta sig
1189,ausziehen::V,гыжтӧтны,ta av
1190,ausziehen::V,пӧрччавны,ta av
1191,anziehen::V,пасьтавны,ta på
1192,sich anziehen::V,пасьтасьны,klä på sig
1193,kämmen::V,сынавны,kamma
1194,schmücken::V,баситны,pynta
1195,schmücken::V,баситны,smycka
1196,sagen::V,висьтавны,säga
1197,sprechen::V,шуны,tala
1198,reden::V,баитны,tala
1199,reden::V,баитны,prata
1200,sich unterhalten::V,сёрнитны,prata
1201,fragen::V,юавны,fråga
1202,fragen::V,юавны,spörja
1203,bitten::V,корны,be
1204,erzählen::V,висьтавны,berätta
1205,mitteilen::V,висьтавны,meddela
1206,nennen::V,нимтны,kalla
1207,rufen::V,китсавны,ropa
1208,rufen::V,корны,ropa
1209,rufen::V,чукӧстны,ropa
1210,prahlen::V,ошшасьны,pråla
1211,prahlen::V,ошшасьны,skryta
1212,übersetzen::V,вуджӧтны,tolka
1213,übersetzen::V,вуджӧтны,översätta
1214,denken::V,чайтны,tänka
1215,glauben::V,веритны,tro
1216,bemerken::V,казявны,uppmärksamma
1217,bemerken::V,казявны,lägga märke till
1218,erkennen::V,тӧдсавны,känna igen
1219,begreifen::V,вежӧртны,begripa
1220,verstehen::V,кывны,förstå
1221,lernen::V,велӧтчыны,lära sig
1222,wissen::V,тӧдны,veta
1223,sich erinnern an::V,касьтывны,minnas
1224,sich erinnern an::V,касьтывны,komma ihåg
1225,vergessen::V,вунӧтны,glömma
1226,messen::V,меряйтны,mäta
1227,zählen::V,лыддьыны,räkna
1228,rechnen::V,лыддьыны,räkna
1229,lesen::V,лыддьӧтны,läsa
1230,zeichnen::V,гижмавны,teckna
1231,schreiben::V,гижны,skriva
1232,besitzen::V,лоны,äga
1233,besitzen::V,лоны,besitta
1234,kaufen::V,небны,köpa
1235,verkaufen::V,вузавны,sälja
1236,bezahlen::V,вештыны,betala
1237,zahlen::V,вештыны,betala
1238,ertragen::V,терпитны,tåla
1239,ertragen::V,терпитны,uthärda
1240,Insel::N,,ö
1241,Menge::N,,mängd
1242,Gewalt::N,,våld
1243,Alter::N,,ålder
1244,richtig::A,,riktig
1245,wahr::A,,sann
1246,berühmt::A,,berömd
1247,allein::ADV,,allena
1248,rennen::V,,löpa
1249,rennen::V,,springa
1250,malen::V,,måla
1251,beherrschen::V,,behärska
