,Concept_ID,fi,kv
794,das::PRN,se,сiя
795,alles::PRN,kaikki,быдӧс
796,ich::PRN,minä,ме
797,du::PRN,sinä,тэ
798,er::PRN,hän,сiя
799,wir::PRN,me,мийӧ
800,ihr::PRN,te,ті
801,sie::PRN,he,нія
802,was::FPRN,mikä,мый
803,wer::FPRN,ken,кин
804,wer::FPRN,kuka,кин
805,wo::FADV,missä,кытӧн
806,wohin::FADV,mihin,кытчӧ
807,wie::FADV,miten,дзик
808,wie::FADV,kuinka,дзик
809,warum::FADV,miksi,мыля
810,warum::FADV,miksi,мыйсянь
811,wieviel::FNUM,paljonko,мымда
812,wieviel::FNUM,kuinka paljon,мымда
813,eins::NUM,yksi,ӧт
814,zwei::NUM,kaksi,кык
815,drei::NUM,kolme,куим
816,vier::NUM,neljä,нёль
817,fünf::NUM,viisi,вит
818,sechs::NUM,kuusi,квать
819,sieben::NUM,seitsemän,сизим
820,acht::NUM,kahdeksan,кыкьямыс
821,neun::NUM,yhdeksän,ӧкмыс
822,zehn::NUM,kymmenen,дас
823,elf::NUM,yksitoista,дасотік
824,zwölf::NUM,kaksitoista,даскык
825,zwanzig::NUM,kaksikymmentä,кыкдас
826,dreißig::NUM,kolmekymmentä,куимдас
827,vierzig::NUM,neljäkymmentä,нёльдас
828,fünfzig::NUM,viisikymmentä,витдас
829,sechzig::NUM,kuusikymmentä,кватьдас
830,siebzig::NUM,seitsemänkymmentä,сизимдас
831,achtzig::NUM,kahdeksankymmentä,кыкьямысдас
832,neunzig::NUM,yhdeksänkymmentä,ӧкмысдас
833,hundert::NUM,sata,сто
834,tausend::NUM,tuhat,тысяча
835,und::CNJ,ja,и
836,und::CNJ,ja,да
837,oder::CNJ,tai,или
838,stehen::V,seisoa,сулавны
839,sitzen::V,istua,пукавны
840,liegen::V,maata,куйлыны
841,hängen::V,riippua,ӧшавны
842,werden::V,tulla,лоны
843,werden::V,joutua,лоны
844,passieren::V,sattua,аркмыны
845,passieren::V,tapahtua,аркмыны
846,beginnen::V,alkaa,петны
847,enden::V,loppua,-сь
848,enden::V,loppua,бырны
849,enden::V,päättyä,-сь
850,enden::V,päättyä,бырны
851,wechseln::V,vaihtua,вежсьыны
852,wechseln::V,vaihdella,вежсьыны
853,aufgehen[Sonne]::V,nousta,петавны
854,untergehen[Sonne]::V,laskea,пуксьыны
855,scheinen[Sonne]::V,paistaa,югьявны
856,donnern::V,jyristä,гымавны
857,wehen::V,tuulla,пӧлявны
858,wehen::V,puhaltaa,пӧлявны
859,strömen::V,virrata,киссьыны
860,fließen::V,valua,визывтны
861,fließen::V,juosta,визывтны
862,sich drehen::V,pyöriä,бергавны
863,schwanken::V,horjua,кӧвьясьны
864,schwingen::V,heilua,дюттясьны
865,schwingen::V,värähdellä,дюттясьны
866,fallen::V,pudota,усьны
867,fallen::V,langeta,усьны
868,brennen::V,palaa,сотчыны
869,rauchen::V,savuta,тшынасьны
870,regnen::V,sataa,зэрны
871,gefrieren::V,jäätyä,гегдыны
872,tauen::V,sulaa,сывны
873,schmelzen::V,sulaa,сывны
874,trocknen::V,kuivua,косьмыны
875,sieden::V,kiehua,пизьны
876,faulen::V,mädätä,нёльзьыны
877,verfaulen::V,mädätä,тӧрмыны
878,verfaulen::V,mädätä,сiсьмыны
879,verfaulen::V,mädäntyä,тӧрмыны
880,verfaulen::V,mädäntyä,сiсьмыны
881,reißen::V,revetä,косясьны
882,versinken::V,upota,вӧйны
883,versinken::V,vajota,вӧйны
884,vergehen::V,kulua,мунны
885,erscheinen::V,ilmestyä,мыччисьны
886,verschwinden::V,kadota,ӧшны
887,sinken::V,vajota,ямны
888,abnehmen::V,vähetä,ямны
889,zunehmen::V,kasvaa,паськавны
890,zunehmen::V,lisääntyä,паськавны
891,steigen::V,nousta,лэбтiсьны
892,wachsen::V,kasvaa,быдмыны
893,glänzen::V,kiiltää,свиттявны
894,funkeln::V,kipinöidä,югйовтлыны
895,funkeln::V,kipinöidä,югйӧв-керны
896,lärmen::V,meluta,чавзыны
897,läuten::V,soida,диньгыны
898,klingeln::V,soida,силькӧтны
899,klirren::V,kalista,жольӧтны
900,brausen::V,kohista,гуасьны
901,rauschen::V,kohista,кышӧтны
902,klingen::V,soida,горавны
903,bellen::V,haukkua,увтны
904,bellen::V,haukkua,вувтны
905,heulen::V,ulvoa,уннявны
906,blasen::V,puhaltaa,пӧлявны
907,pfeifen::V,viheltää,пиксыны
908,schreien::V,kirkua,айзыны
909,stöhnen::V,voihkia,ойзыны
910,stöhnen::V,voihkia,ружтыны
911,zittern::V,vapista,легьявны
912,leben::V,elää,овны
913,geboren werden::V,syntyä,шогмыны
914,atmen::V,hengittää,лолавны
915,trinken::V,juoda,юны
916,essen::V,syödä,сёйны
917,schlucken::V,niellä,ньылавны
918,müde werden::V,uupua,мыдзны
919,einschlafen::V,uinahtaa,ланьтны
920,schlafen::V,maata,узьны
921,schlafen::V,nukkua,узьны
922,aufwachen::V,herätä,саймыны
923,aufwachen::V,herätä,пальмыны
924,aufstehen::V,nousta,сувтны
925,aufstehen::V,nousta ylös,сувтны
926,sich erholen::V,levätä,шоччисьлыны
927,krank werden::V,sairastua,моржитны
928,krank sein::V,potea,шогавны
929,krank sein::V,potea,визьӧтны
930,krank sein::V,sairastaa,шогавны
931,krank sein::V,sairastaa,визьӧтны
932,schmerzen::V,särkeä,висьны
933,schmerzen::V,kivistää,висьны
934,husten::V,yskiä,кашляйтны
935,genesen::V,toipua,бурдны
936,sterben::V,kuolla,кувны
937,umkommen::V,saada surmansa,вийсьыны
938,umkommen::V,kuolla,вийсьыны
939,sich bewegen::V,liikkua,локны
940,sich bewegen::V,liikkua,ветлӧтны
941,sich rühren::V,liikahtaa,вӧрзьӧтчыны
942,sich erheben::V,nousta,сувтны
943,sich setzen::V,istuutua,пуксьыны
944,hinfallen::V,kaatua,пӧрласьны
945,laufen::V,kävellä,мунны
946,schreiten::V,astua,тальччавны
947,schreiten::V,astella,тальччавны
948,spazierengehen::V,kävellä,котрасьны
949,eilen::V,kiirehtiä,тэрмасьны
950,sich beeilen::V,kiirehtiä,тэрмасьны
951,sich beeilen::V,olla kiireissään,тэрмасьны
952,sausen::V,rynnätä,вирдавны-котӧртны
953,sausen::V,viilettää,вирдавны-котӧртны
954,rennen::V,juosta,
955,springen::V,hypätä,чеччавны
956,klettern::V,kiivetä,кышасьны
957,schaukeln::V,kiikkua,чурликасьны
958,kriechen::V,ryömiä,кыскасьны-мунны
959,schwimmen::V,uida,вартчыны
960,tauchen::V,sukeltaa,сунгисьны ваӧ
961,rudern::V,soutaa,сынны
962,fahren::V,ajaa,мунны
963,fahren::V,kulkea,мунны
964,fliegen::V,lentää,лэбавны
965,gehen::V,käydä,мунны
966,weggehen::V,lähteä,мунны
967,weggehen::V,poistua,мунны
968,abfahren::V,lähteä,иньдӧтчыны
969,abfahren::V,lähteä,мунны
970,anhalten::V,pysähtyä,сувтны
971,anhalten::V,seisahtua,сувтны
972,hineingehen::V,mennä sisään,пырны
973,eintreten::V,astua sisään,пырны
974,kommen::V,tulla,локны
975,ankommen::V,saapua,локны
976,zurückkommen::V,palata,бертны
977,zurückkommen::V,palata,панӧвтсьыны
978,bleiben::V,jäädä,кольччыны
979,bleiben::V,viipyä,кольччыны
980,warten::V,odottaa,видзчисьны
981,erwarten::V,odottaa,видзчисьны
982,suchen::V,etsiä,кошшыны
983,finden::V,löytää,адззыны
984,versuchen::V,yrittää,пондыны
985,versuchen::V,yrittää,пондӧтны
986,vorbereiten::V,valmistaa,лӧсьӧтны
987,lieben::V,pitää,милуйтны
988,lieben::V,rakastaa,милуйтны
989,mögen::V,pitää,радейтны
990,mögen::V,tykätä,радейтны
991,lachen::V,nauraa,серавны
992,rühren::V,liikuttaa,сьӧлӧм вӧрзьӧтны
993,weinen::V,itkeä,горзыны
994,schimpfen::V,haukkua,видчыны
995,sich ärgern::V,suuttua,лёкавны
996,sich fürchten::V,pelätä,повны
997,fürchten::V,pelätä,повны
998,fliehen::V,paeta,пышшыны
999,flüchten::V,paeta,пышшыны
1000,sehen::V,nähdä,адззыны
1001,anschauen::V,katsoa,видзӧтны
1002,ansehen::V,katsoa,видзӧтны
1003,hören::V,kuulla,кывны
1004,zuhören::V,kuunnella,кывзыны
1005,probieren::V,maistaa,пешлыны
1006,riechen::V,haistaa,дукавны
1007,fühlen::V,tuntea,кывны
1008,scheinen::V,tuntua,декуйтчыны
1009,zu sehen sein::V,näkyä,тыдавны
1010,vernehmen::V,kuulla,тӧдмавны
1011,frieren::V,palella,гегдыны
1012,tun::V,tehdä,керны
1013,können::V,osata,вермыны
1014,wollen::V,tahtoa,мӧдны
1015,anfangen::V,ruveta,петны
1016,anfangen::V,aloittaa,петны
1017,beenden::V,lopettaa,ештӧтны
1018,beenden::V,lopettaa,керыштны
1019,aufhören::V,loppua,дугдыны
1020,gelingen::V,onnistua,шогмыны
1021,geraten::V,sujua,мыччисьны
1022,geraten::V,joutua,мыччисьны
1023,öffnen::V,avata,осьтны
1024,öffnen::V,aukaista,осьтны
1025,schließen::V,sulkea,пӧднавны
1026,stellen::V,panna,сувтӧтны
1027,stellen::V,asettaa,сувтӧтны
1028,setzen::V,panna,пуксьӧтны
1029,setzen::V,istuttaa,пуксьӧтны
1030,legen::V,panna,пуктыны
1031,legen::V,asettaa,пуктыны
1032,berühren::V,koskea,вӧрзьӧтны
1033,berühren::V,koskettaa,вӧрзьӧтны
1034,verbinden::V,liittää,йитны
1035,verbinden::V,yhdistää,йитны
1036,bedecken::V,kattaa,вевттьыны
1037,bedecken::V,peittää,вевттьыны
1038,aufhängen::V,ripustaa,ӧшӧтны
1039,anzünden::V,sytyttää,ӧзтыны
1040,aufheben::V,ylös nostaa,лэбтыны
1041,aufheben::V,nostaa,лэбтыны
1042,zurücklassen::V,jättää,кольны
1043,verlieren::V,kadottaa,ӧштыны
1044,fallen lassen::V,pudottaa,уськӧтны
1045,machen::V,tehdä,керны
1046,herstellen::V,tuottaa,вӧчны
1047,herstellen::V,valmistaa,вӧчны
1048,bauen::V,rakentaa,строитны
1049,reparieren::V,korjata,вочны
1050,verbessern::V,parantaa,бурсьӧтны
1051,ändern::V,muuttaa,вежны
1052,graben::V,kaivaa,гарйыны
1053,beugen::V,taivuttaa,кусіньтны
1054,biegen::V,taivuttaa,чукыльтыштны
1055,drehen::V,kääntää,бергӧтны
1056,wenden::V,kääntää,бергӧтны
1057,umdrehen::V,kääntää,бергӧтны
1058,heben::V,nostaa,лэбтыны
1059,heben::V,kohottaa,лэбтыны
1060,hochheben::V,nostaa,лэбтыны
1061,ergreifen::V,tarttua,кватитны
1062,halten::V,pitää,видзны
1063,drücken::V,painaa,личкыны
1064,drücken::V,puristaa,личкыны
1065,schieben::V,työntää,тойлавны
1066,kratzen::V,raapia,шаркӧтны
1067,lecken::V,nuolla,нювны
1068,beißen::V,purra,йирны
1069,abreißen::V,repiä,орӧтны
1070,abschneiden::V,leikata poikki,шӧрыштны
1071,abschneiden::V,leikata poikki,вундыштны
1072,abschneiden::V,leikata,шӧрыштны
1073,abschneiden::V,leikata,вундыштны
1074,binden::V,sitoa,гӧрдззыны
1075,stecken::V,pistää,мӧртны
1076,brechen::V,murtaa,жугдыны
1077,klopfen::V,koputtaa,зукӧтны
1078,klopfen::V,kolkuttaa,зукӧтны
1079,hauen::V,lyödä,желльыны
1080,kleben::V,liimata,лякӧтны
1081,reiben::V,hieroa,зыртны
1082,reiben::V,hangata,зыртны
1083,streichen::V,sivellä,мавтны
1084,schleifen::V,hioa,кыскыны
1085,schneiden::V,leikata,вундавны
1086,rütteln::V,ravistaa,шатлавны
1087,schütteln::V,pudistaa,зыбӧтны
1088,schwenken::V,heiluttaa,ӧвтны
1089,schwenken::V,heiluttaa,макайтны
1090,schütten::V,kaataa,кисьтны
1091,füllen::V,täyttää,тыртны
1092,füllen::V,täyttää,тырсьӧтны
1093,einwickeln::V,kääriä,тубны
1094,tragen::V,kantaa,новйӧтны
1095,schleppen::V,raahata,кыскыны
1096,ziehen::V,vetää,кыскыны
1097,aufbewahren::V,säilyttää,видзны
1098,werfen::V,viskata,шентывлыны
1099,fangen::V,napata,кутны
1100,fangen::V,ottaa kiinni,кутны
1101,packen::V,tarttua,кутасьны
1102,packen::V,tarttua,кватитны
1103,verstecken::V,kätkeä,дзебны
1104,verstecken::V,piilottaa,дзебны
1105,teilen::V,jakaa,торйӧтны
1106,schicken::V,lähettää,иньдыны
1107,bringen::V,viedä,вайны
1108,hinzufügen::V,lisätä,содтыны
1109,bekommen::V,saada,получитны
1110,erhalten::V,saada,получитны
1111,nehmen::V,ottaa,босьтны
1112,wählen::V,valita,бӧрйыны
1113,auswählen::V,valikoida,бӧрйыны
1114,bewahren::V,säilyttää,видзны
1115,behindern::V,estää,падтыны
1116,verderben::V,pilata,изводавны
1117,verderben::V,turmella,изводавны
1118,beschädigen::V,vioittaa,паздыны
1119,beschädigen::V,vahingoittaa,паздыны
1120,zerbrechen::V,rikkoa,паздыны
1121,zerreißen::V,repiä rikki,косявны
1122,zerreißen::V,repiä palasiksi,косявны
1123,zerstören::V,hävittää,паздыны
1124,verbrennen::V,polttaa,сотны
1125,geben::V,antaa,сетны
1126,reichen::V,ojentaa,сетны
1127,schenken::V,lahjoittaa,козьнавны
1128,versprechen::V,luvata,кӧсйыны
1129,wünschen::V,toivottaa,бурсьыны
1130,loben::V,ylistää,ошкыны
1131,küssen::V,suudella,окавны
1132,wiegen::V,tuudittaa,тюттьӧтны
1133,wiegen::V,keinuttaa,тюттьӧтны
1134,zudecken::V,peittää,вевттьыны
1135,wecken::V,herättää,саймӧтны
1136,zeigen::V,näyttää,мыччавны
1137,zeigen::V,osoittaa,мыччавны
1138,führen::V,johdattaa,нуӧтны
1139,lehren::V,opettaa,велӧтны
1140,unterrichten::V,opettaa,велӧтны
1141,aufziehen::V,kasvattaa,быдтыны
1142,leiten::V,johtaa,юравны
1143,leiten::V,johtaa,веськӧтлыны
1144,antreiben::V,hoputtaa,тэрмӧтны
1145,lassen::V,antaa,-ӧтыны
1146,einladen::V,kutsua,корны
1147,vereinigen::V,yhdistää,ӧтувтны
1148,vereinigen::V,yhdistää,ӧтлаавны
1149,besuchen::V,vierailla,пыравлыны
1150,treffen::V,tavata,пантавны
1151,sich versammeln::V,kokoontua,ӧксьыны
1152,spielen::V,pelata,орсны
1153,spielen::V,leikkiä,орсны
1154,singen::V,laulaa,сьывны
1155,tanzen::V,tanssia,йӧктыны
1156,sich trennen::V,erota,торьясьны
1157,verlassen::V,jättää,кольны
1158,retten::V,pelastaa,мынтны
1159,bewachen::V,vartioida,смекайтны
1160,schützen::V,suojella,дорйыны
1161,verteidigen::V,puolustaa,дорйыны
1162,sich schlagen::V,tapella,тышкасьны
1163,schießen::V,ampua,лыйны
1164,siegen::V,voittaa,вермыны
1165,ärgern::V,ärsyttää,лӧгӧтны
1166,schlagen::V,lyödä,базнитны
1167,treten::V,potkaista,чужьявны
1168,stechen::V,pistää,бытшкыны
1169,stoßen::V,sysätä,тапкыны
1170,stoßen::V,sysätä,тойыштны
1171,stoßen::V,työntää,тапкыны
1172,stoßen::V,työntää,тойыштны
1173,stehlen::V,varastaa,гусявны
1174,stören::V,häiritä,костіавны
1175,belästigen::V,häiritä,назыляйтны
1176,verbergen::V,kätkeä,дзебны
1177,täuschen::V,harhauttaa,бӧбӧтны
1178,täuschen::V,harhauttaa,пӧрьявны
1179,betrügen::V,pettää,муклачитны
1180,betrügen::V,petkuttaa,муклачитны
1181,töten::V,tappaa,вийны
1182,wohnen::V,asua,овны
1183,arbeiten::V,tehdä työtä,уджавны
1184,arbeiten::V,työskennellä,уджавны
1185,sammeln::V,koota,ӧктыны
1186,sammeln::V,kerätä,ӧктыны
1187,pflücken::V,poimia,судзлавны
1188,jagen::V,metsästää,вӧравны
1189,fischen::V,kalastaa,чериавны
1190,fassen::V,pyydystää,кутны
1191,fassen::V,saalistaa,кутны
1192,hüten::V,paimentaa,вердны
1193,hüten::V,paimentaa,йирсьӧтны
1194,treiben::V,ajaa,вашӧтны
1195,anbinden::V,kytkeä,кӧртавны
1196,füttern::V,ruokkia,вердны
1197,melken::V,lypsää,высьтыны
1198,melken::V,lypsää,чилькӧтны
1199,hacken::V,hakata,керавны
1200,gießen::V,kastella,киськавны
1201,reifen::V,kypsyä,кисьмыны
1202,zubereiten::V,valmistaa,лӧсьӧтны
1203,kochen::V,keittää,пуны
1204,backen::V,leipoa,пӧжавны
1205,braten::V,paistaa,жаритны
1206,umrühren::V,hämmentää,соравны
1207,stricken::V,kutoa,домавны
1208,stricken::V,neuloa,домавны
1209,nähen::V,ommella,вурны
1210,färben::V,värjätä,краситны
1211,färben::V,värittää,краситны
1212,reinigen::V,puhdistaa,весӧтны
1213,waschen::V,pestä,пеславны
1214,abwischen::V,pyyhkiä,чышкыны
1215,spülen::V,huuhtoa,гывьявны
1216,fegen::V,pyyhkäistä,чышкыны
1217,kehren::V,lakaista,чышкыны
1218,baden::V,kylpeä,купайтчыны 
1219,sich waschen::V,peseytyä,миссьыны
1220,ausziehen::V,riisua,гыжтӧтны
1221,ausziehen::V,riisua,пӧрччавны
1222,anziehen::V,pukea ylleen,пасьтавны
1223,sich anziehen::V,pukeutua,пасьтасьны
1224,kämmen::V,kammata,сынавны
1225,schmücken::V,koristaa,баситны
1226,schmücken::V,kaunistaa,баситны
1227,sagen::V,sanoa,висьтавны
1228,sprechen::V,puhua,шуны
1229,reden::V,keskustella,баитны
1230,sich unterhalten::V,jutella,сёрнитны
1231,fragen::V,kysyä,юавны
1232,bitten::V,pyytää,корны
1233,erzählen::V,kertoa,висьтавны
1234,mitteilen::V,ilmoittaa,висьтавны
1235,nennen::V,kutsua,нимтны
1236,nennen::V,nimittää,нимтны
1237,rufen::V,kutsua,китсавны
1238,rufen::V,kutsua,корны
1239,rufen::V,kutsua,чукӧстны
1240,prahlen::V,kerskailla,ошшасьны
1241,übersetzen::V,kääntää,вуджӧтны
1242,denken::V,miettiä,чайтны
1243,denken::V,ajatella,чайтны
1244,glauben::V,uskoa,веритны
1245,bemerken::V,huomata,казявны
1246,erkennen::V,tunnistaa,тӧдсавны
1247,begreifen::V,ymmärtää,вежӧртны
1248,verstehen::V,ymmärtää,кывны
1249,lernen::V,oppia,велӧтчыны
1250,wissen::V,tietää,тӧдны
1251,sich erinnern an::V,muistaa,касьтывны
1252,vergessen::V,unohtaa,вунӧтны
1253,messen::V,mitata,меряйтны
1254,zählen::V,laskea,лыддьыны
1255,rechnen::V,laskea,лыддьыны
1256,lesen::V,lukea,лыддьӧтны
1257,malen::V,maalata,
1258,zeichnen::V,piirtää,гижмавны
1259,zeichnen::V,piirustaa,гижмавны
1260,schreiben::V,kirjoittaa,гижны
1261,besitzen::V,omistaa,лоны
1262,kaufen::V,ostaa,небны
1263,verkaufen::V,myydä,вузавны
1264,bezahlen::V,maksaa,вештыны
1265,zahlen::V,maksaa,вештыны
1266,beherrschen::V,hallita,
1267,ertragen::V,kestää,терпитны
