,Concept_ID,myv,sl
92,Hitze::N,пси,pripéka
93,Raureif::N,лекш,ívje
94,Raureif::N,лекш,slána
95,Regenbogen::N,пурьгинечирьке,mávrica
96,Regenbogen::N,пурьгинеёнкс,mávrica
97,Donner::N,пурьгине,gròm
98,Strömung::N,чудема,strúja
99,Strömung::N,чудевкс,strúja
100,Tropfen::N,петнявкс,káplja
101,Schaum::N,чов,péna
102,Schmutz::N,рудаз,nesnága
103,See::N,эрьке,jézero
104,Sumpf::N,чей,močvírje
105,Moor::N,чей,bárje
106,Wiese::N,луга,trávnik
107,Wald::N,вирь,lés
108,Wald::N,вирь,gòzd
109,Hügel::N,губорь,brég
110,Hügel::N,губорь,goríca
111,Hügel::N,пандыне,brég
112,Hügel::N,пандыне,goríca
113,Anhöhe::N,губорь,gríč
114,Anhöhe::N,губорь,višína
115,Anhöhe::N,пандыне,gríč
116,Anhöhe::N,пандыне,višína
117,Berg::N,пандо,gôra
118,Berg::N,пандо,planína
119,Gipfel::N,пря,vŕh
120,Höhle::N,пещера,jáma
121,Höhle::N,пещера,votlína
122,Abhang::N,пандочама,pobóčje
123,Quelle::N,ушодкс,izvír
124,Bach::N,чудикерькс,pôtok
125,Fluss::N,лей,réka
126,Ufer::N,чире,brég
127,Küste::N,лейчире,obála
128,Küste::N,лейчире,obréžje
129,Festland::N,мода,celína
130,Festland::N,мода,kopnína
131,Meer::N,моря,mórje
132,Bucht::N,усия,zalív
133,Insel::N,усия,ôtok
134,Blume::N,цеця,cvetlíca
135,Gras::N,тикше,tráva
136,Wurzel::N,юр,korenína
137,Wurzel::N,ундокс,korenína
138,Baum::N,чувто,drevó
139,Stamm::N,рунго,dêblo
140,Rinde::N,суд,lúbje
141,Rinde::N,суд,skórja
142,Rinde::N,керь,lúbje
143,Rinde::N,керь,skórja
144,Ast::N,морго,véja
145,Zweig::N,тарад,véja
146,Blatt::N,лопа,líst
147,Birke::N,килей,bréza
148,Kiefer[Baum]::N,пиче,bòr
149,Weide[Baum]::N,каль,vŕba
150,Tanne::N,куз,hója
151,Horn::N,сюро,róg
152,Feder::N,толга,peró
153,Fell::N,пона,kŕzno
154,Flügel::N,сёлмо,krílo
155,Klaue::N,кенже,párkelj
156,Kralle::N,кенже,krémpelj
157,Schwanz::N,пуло,rèp
158,Ei::N,ал,jájce
159,Nest::N,пизэ,gnézdo
160,Bau::N,варя,brlòg
161,Bau::N,пизе,brlòg
162,Tier::N,ракша,živál
163,Herde::N,стада,čréda
164,Kuh::N,скал,kráva
165,Bulle::N,бука,bìk
166,Pferd::N,лишме,kònj
167,Schaf::N,реве,ôvca
168,Schwein::N,туво,svínja
169,Hund::N,пине,pès
170,Hund::N,киска,pès
171,Katze::N,псака,máčka
172,Bär::N,овто,mêdved
173,Eichhörnchen::N,ур,véverica
174,Elch::N,сярдо,lós
175,Fuchs::N,ривезь,lisíca
176,Hase::N,нумоло,zájec
177,Maus::N,чеерь,mìš
178,Wolf::N,верьгиз,vólk
179,Vogel::N,нармунь,ptìč
180,Vogel::N,нармунь,ptíca
181,Schwarm::N,полк,játa
182,Schwarm::N,стада,játa
183,Huhn::N,сараз,kokóš
184,Hahn::N,атякш,petêlin
185,Gans::N,гала,gós
186,Gans::N,мацей,gós
187,Adler::N,куцькан,ôrel
188,Adler::N,тумоатякш,ôrel
189,Ente::N,яксярго,ráca
190,Eule::N,корж,sôva
191,Kranich::N,карго,žerjàv
192,Krähe::N,варака,vrána
193,Kuckuck::N,куко,kúkavica
194,Schwan::N,локсей,labód
195,Fisch::N,кал,ríba
196,Barsch::N,окунь,ostríž
197,Hecht::N,щука,ščúka
198,Schlange[Tier]::N,гуй,káča
199,Wurm::N,сукс,čr̀v
200,Wurm::N,сукс,glísta
201,Spinne::N,шанжав,pájek
202,Ameise::N,коткудав,mrávlja
203,Laus::N,сий,úš
204,Mücke::N,сеське,komár
205,Fliege::N,карво,múha
206,Schmetterling::N,нимиляв,metúlj
207,Beere::N,умарь,jágoda
208,Apfel::N,умарь,jábolko
209,Pilz::N,панго,góba
210,Zwiebel::N,чурька,čebúla
211,Saat::N,видьметь,séme
212,Korn::N,сюро,zŕno
213,Heu::N,тикше,senó
214,Schale::N,кедь,lupína
215,Schale::N,ваткавкс,lupína
216,Grube::N,латко,jáma
217,Falle::N,тувор,pást
218,Falle::N,кундамка,pást
219,Schlinge::N,килькш,zánka
220,Schlinge::N,килькш,pêtlja
221,Spur::N,челькс,sléd
222,Spur::N,пильгеки,sléd
223,Asche::N,кулов,pepél
224,Dreck::N,рудаз,bláto
225,Eisen::N,кшни,želézo
226,Gold::N,сырне,zlató
227,Silber::N,сия,srebró
228,Kohle::N,сэдь,ógel
229,Kohle::N,уголия,ógel
230,Glas::N,сулика,stêklo
231,Lehm::N,сёвонь,ílo
232,Sand::N,човар,pések
233,Mensch::N,ломань,člôvek
234,Mann::N,аля,móž
235,Mann::N,аля,môški
236,Mann::N,цёраломань,móž
237,Mann::N,цёраломань,môški
238,Frau::N,ава,gospá
239,Frau::N,ава,žénska
240,Kind::N,эйкакш,déte
241,Kind::N,эйкакш,otròk
242,Junge::N,цёрыне,fànt
243,Junge::N,цёрыне,déček
244,Mädchen::N,тейтерне,deklè
245,Mädchen::N,тейтерне,déklica
246,Familie::N,семия,družína
247,Großvater::N,покштя,dèd
248,Großvater::N,покштя,dédek
249,Großmutter::N,баба,bábica
250,Eltern::N,тетят-ават,stárši
251,Vater::N,тетя,ôče
252,Mutter::N,ава,máma
253,Sohn::N,цёра,sín
254,Tochter::N,тейтерь,hčí
255,Tochter::N,тейтерь,hčérka
256,Bruder::N,леля,bràt
257,Bruder::N,ялакс,bràt
258,Schwester::N,сазор,sêstra
259,Onkel::N,леля,újec
260,Onkel::N,леля,stríc
261,Tante::N,патя,têta
262,Tante::N,патя,strína
263,Ehemann::N,мирде,móž
264,Ehemann::N,мирде,sopróg
265,Ehefrau::N,ни,žêna
266,Ehefrau::N,ни,sopróga
267,Freude::N,кеняркс,rádost
268,Freude::N,кеняркс,vesêlje
269,Gelächter::N,ракамо,sméh
270,Gelächter::N,ракамо,grohòt
271,Gelächter::N,пейдема,sméh
272,Gelächter::N,пейдема,grohòt
273,Glück::N,уцяска,sréča
274,Kummer::N,рискс,gorjé
275,Kummer::N,мелявкс,gorjé
276,Wunsch::N,мель,žêlja
277,Wunsch::N,бажамо,žêlja
278,Lust::N,бажамо,poželênje
279,Geist::N,ойме,dúša
280,Gedanke::N,мель,mísel
281,Gedächtnis::N,мель,pámet
282,Verstand::N,прев,
283,Sinn::N,толк,pomèn
284,Sinn::N,толк,smísel
285,Sinn::N,смысла,pomèn
286,Sinn::N,смысла,smísel
287,Grund::N,тувтал,vzròk
288,Wahrheit::N,видечи,resníca
289,Gespräch::N,кортнема,pogóvor
290,Märchen::N,ёвкс,právljica
291,Erzählung::N,ёвтнема,povést
292,Nachricht::N,куля,sporočílo
293,Neuigkeit::N,куля,novóst
294,Name::N,лем,imé
295,Rätsel::N,содамоёвкс,ugánka
296,Rede::N,кортамо,góvor
297,Sprache::N,кель,jêzik
298,Stimme::N,ваигель,glás
299,Wort::N,вал,beséda
300,Zeichen::N,теште,znák
301,Ruf::N,тердема,klíc
302,Lärm::N,шалнома,hrúp
303,Lärm::N,шалнома,trúšč
304,Laut::N,вайгель,glás
305,Ton::N,гайнема,tón
306,Lied::N,моро,pésem
307,Ruhe::N,оймамо,pokòj
308,Leute::N,ломанть,ljudjé
309,Volk::N,народ,národ
310,Arbeit::N,тев,délo
311,Gast::N,инже,gòst
312,Geschenk::N,казне,darílo
313,Spiel::N,налксема,ígra
314,Gesellschaft::N,община,drúžba
315,Hilfe::N,лездамо,pomóč
316,Freund::N,оя,prijátelj
317,Freund::N,ялга,prijátelj
318,Kamerad::N,оя,továriš
319,Kamerad::N,ялга,továriš
320,Angelegenheit::N,тев,zadéva
321,Anzahl::N,ламоксчи,števílo
322,Art::N,вид,vŕsta
323,Stück::N,пакш,kós
324,Stück::N,пелькс,kós
325,Teil::N,часть,dél
326,Teil::N,пелькс,dél
327,Hälfte::N,пель,polovíca
328,Hälfte::N,пелькс,polovíca
329,Kreis::N,кирькс,króg
330,Kreis::N,кирькс,kolobár
331,Kreuz::N,крёст,kríž
332,Linie::N,кикс,próga
333,Strich::N,межа,čŕta
334,Abstand::N,ютко,preslédek
335,Entfernung::N,ютко,oddáljenost
336,Gegend::N,тарка,kràj
337,Gegend::N,тарка,dežêla
338,Gegend::N,пертьпелькс,kràj
339,Gegend::N,пертьпелькс,dežêla
340,Platz::N,васолкс,prôstor
341,Ort::N,тарка,mésto
342,Seite::N,ён,bòk
343,Seite::N,ён,strán
344,Seite::N,чире,bòk
345,Seite::N,чире,strán
346,Mitte::N,куншка,sredína
347,Gegenstand::N,предмет,prédmet
348,Sache::N,тев,réč
349,Sache::N,тев,stvár
350,Sache::N,веща,réč
351,Sache::N,веща,stvár
352,Rand::N,пе,kràj
353,Rand::N,чире,kràj
354,Kante::N,ирдез,rób
355,Ecke::N,ужо,vogál
356,Spitze::N,пряне,óst
357,Spitze::N,пе,óst
358,Ende::N,пе,kônec
359,Loch::N,варя,lúknja
360,Winkel::N,ужо,kót
361,Muster::N,сёрма,vzórec
362,Größe::N,сэрь,veličína
363,Größe::N,покшолма,veličína
364,Länge::N,кувалмо,dolžína
365,Höhe::N,сэрь,vršína
366,Höhe::N,пандо,vršína
367,Gewicht::N,сталмо,téža
368,Menge::N,лововкс,količína
369,Haufen::N,мар,kùp
370,Haufen::N,мар,kopíca
371,Haufen::N,валявкс,kùp
372,Haufen::N,валявкс,kopíca
373,Reihe::N,ряд,níz
374,Reihe::N,ряд,vŕsta
375,Boot::N,венч,čóln
376,Ruder::N,милё,vêslo
377,Schlitten::N,нурдт,saní
378,Ski::N,сокс,smučí
379,Lagerfeuer::N,толбандя,táborni ôgenj
380,Last::N,сталмо,tôvor
381,Last::N,кандома,tôvor
382,Gang::N,молема,hòd
383,Gang::N,якамо,hòd
384,Schritt::N,эскелькс,korák
385,Norden::N,якшамо ёнкс,séver
386,Süden::N,лембе ёнкс,júg
387,Westen::N,чивалгома,zapàd
388,Osten::N,чилисема,vzhòd
389,Holz::N,чувто,lés
390,Brett::N,лаз,deskà
391,Platte::N,плита,plôča
392,Stütze::N,неже,opóra
393,Stütze::N,неже,zaslómba
394,Stange::N,олга,gréd
395,Stock::N,мандо,pálica
396,Stab::N,олога,pálica
397,Rohr::N,турба,cév
398,Haus::N,кудо,híša
399,Heim::N,кудо,dóm
400,Ofen::N,каштомо,péč
401,Fußboden::N,киякс,pòd
402,Tisch::N,столь,míza
403,Stuhl::N,стул,stòl
404,Wiege::N,лавсь,zíbel
405,Wiege::N,нурямот,zíbel
406,Bett::N,ацамо,póstelja
407,Regal::N,лався,políca
408,Regal::N,лавсяланго,políca
409,Kiste::N,горобия,zabòj
410,Kiste::N,сундук,zabòj
411,Fenster::N,вальма,ôkno
412,Tür::N,кенкш,vráta
413,Tor::N,ортат,velíka vráta
414,Zaun::N,пирявт,ográja
415,Zaun::N,пирвякс,ográja
416,Dach::N,кудопря,stréha
417,Leiter::N,кузтема,léstev
418,Besen::N,тенсть,mêtla
419,Spaten::N,койме,lopáta
420,Schaufel::N,кече,lopáta
421,Schaufel::N,келей койме,lopáta
422,Gabel::N,сянгине,vílice
423,Löffel::N,пенч,žlíca
424,Messer::N,пеель,nòž
425,Nagel::N,эске,žebèlj
426,Netz::N,алтыма,mréža
427,Haken::N,кечказ,kljúka
428,Griff::N,кедне,ročáj
429,Griff::N,кедне,oprijèm
430,Schloss::N,замок,ključávnica
431,Schloss::N,панжома,ključávnica
432,Bild::N,картина,slíka
433,Figur::N,рунго,figúra
434,Figur::N,рунго,postáva
435,Puppe::N,няка,lútka
436,Beutel::N,кескав,môšnja
437,Bündel::N,керькс,cúla
438,Bündel::N,керькс,svéženj
439,Tasche::N,юдма,tórba
440,Tasche::N,юдма,tobôlec
441,Eimer::N,ведра,vêdro
442,Deckel::N,велькс,pokròv
443,Deckel::N,велькс,poklópec
444,Geschirr::N,кедьге,posóda
445,Sack::N,кескав,vréča
446,Tasse::N,чакш,skodélica
447,Topf::N,кастрюля,lônec
448,Kessel::N,котёл,kôtel
449,Essen::N,ярсамо,hrána
450,Nahrung::N,ярсамопель,živílo
451,Speise::N,ярсамопель,jéd
452,Fleisch::N,сывель,mesó
453,Getreide::N,сюро,žíto
454,Brei::N,каша,káša
455,Brot::N,кши,krùh
456,Scheibe::N,кочом,réženj
457,Scheibe::N,сускомо,réženj
458,Fett::N,куя,mást
459,Fett::N,куя,maščôba
460,Butter::N,ой,máslo
461,Öl::N,ой,ólje
462,Salz::N,сал,sól
463,Suppe::N,ям,júha
464,Honig::N,медь,méd
465,Milch::N,ловсо,mléko
466,Tee::N,чай,čáj
467,Leder::N,киське,úsnje
468,Wolle::N,пона,vólna
469,Stoff::N,коцт,blagó
470,Nadel::N,салмукс,ígla
471,Faden::N,суре,nít
472,Knopf::N,пов,gúmb
473,Knoten::N,сюлмо,vôzel
474,Farbe::N,артомапель,bárva
475,Kleidung::N,оршамот,obléka
476,Hemd::N,панар,srájca
477,Kragen::N,сиве,ovrátnik
478,Ärmel::N,ожа,rokáv
479,Hose::N,понкст,hláče
480,Gürtel::N,каркс,pás
481,Mütze::N,чапка,kápa
482,Mütze::N,чапка,čépica
483,Schuh::N,туфля,čévelj
484,Stiefel::N,кем,škórenj
485,Ring::N,суркс,pŕstan
486,Band::N,лента,trák
487,Kamm::N,сурсеме,glavník
488,Spiegel::N,чавачамо,zrcálo
489,Spiegel::N,чавачамо,ogledálo
490,Riemen::N,кшнань каркс,jêrmen
491,Schnur::N,пикс,vŕvca
492,Leine::N,ведьме,konôpec
493,Decke::N,вельтямо,odéja
494,Kissen::N,тодов,blazína
495,Tuch::N,паця,pŕt
496,Tuch::N,паця,rúta
497,Handtuch::N,нардамо,brisáča
498,Kraft::N,вий,síla
499,Stärke::N,виевчи,jákost
500,Gesundheit::N,шумбрачи,zdrávje
501,Krankheit::N,орма,bolézen
502,Krankheit::N,сэредема,bolézen
503,Schmerz::N,сэредькс,ból
504,Schmerz::N,сэредькс,bolečína
505,Wunde::N,керявкс,rána
506,Fieber::N,маштыкс,vročína
507,Arznei::N,ормаменькс,lék
508,Arznei::N,ормаменькс,zdravílo
509,Brücke::N,сэдь,móst
510,Brücke::N,мадамо,móst
511,Brunnen::N,лисьма,vodnják
512,Weide::N,ракшань ванома тарка,páša
513,Pfad::N,ян,stezà
514,Weg::N,ки,pót
515,Straße::N,ки,césta
516,Dorf::N,веле,vás
517,Stadt::N,ош,mésto
518,Brief::N,сёрма,písmo
519,Buch::N,книга,knjíga
520,Buchstabe::N,буква,čŕka
521,Zeitung::N,газета,čásnik
522,Leben::N,эрямо,življênje
523,Tod::N,кулома,smŕt
524,Grab::N,калмо,gròb
525,Kirche::N,церькова,cérkev
526,Sünde::N,чумочи,gréh
527,Gott::N,паз,bóg
528,Arbeiter::N,робочей,délavec
529,Chef::N,прявт,šéf
530,Meister::N,кол тевень тенця,mójster
531,Arzt::N,врач,zdravník
532,Lehrer::N,учитель,učítelj
533,Lehrer::N,тонавтыця,učítelj
534,Geld::N,ярмак,denár
535,Geschäft::N,ладязь тев,kupčíja
536,Laden::N,лавка,trgovína
537,Preis::N,питне,céna
538,Ware::N,миевкс,róba
539,Ware::N,рамавкс,róba
540,Nutzen::N,паро,príd
541,Nutzen::N,лезэ,príd
542,Reichtum::N,сюпавчи,bogástvo
543,Welt::N,мир,svét
544,Welt::N,мастор ланго,svét
545,Land::N,мастор,dežêla
546,Staat::N,государства,držáva
547,König::N,король,králj
548,Macht::N,азорксчи,oblást
549,Grenze::N,буен тешкс,mêja
550,Krieg::N,война,vôjna
551,Feind::N,душман,sovrážnik
552,Gewalt::N,нарьгамо,nasílje
553,Kampf::N,тюрема,bòj
554,Kampf::N,тюрема,bórba
555,Bogen[Waffe]::N,нал,lók
556,Pfeil::N,нал,puščíca
557,Gewehr::N,ружия,púška
558,Gewehr::N,винтовка,púška
559,Fehler::N,ильведькс,zmóta
560,Fehler::N,ильведевкс,zmóta
561,Lüge::N,манчема,láž
562,Lüge::N,кенгелема,láž
563,Schaden::N,зыян,okvára
564,Unglück::N,зыян,nesréča
565,Schuld::N,чумочи,krívda
566,Alter::N,шка,dôba
567,Schluss::N,пе,kônec
568,Zeit::N,шка,čàs
569,Zeit::N,пинге,čàs
570,Tag::N,чи,dán
571,Morgen::N,валске,jútro
572,Mittag::N,чикуншка,póldan
573,Abend::N,чокшнэ,večér
574,Nacht::N,ве,nóč
575,Woche::N,недля,téden
576,Monat::N,ков,mésec
577,Jahr::N,ие,léto
578,Frühling::N,тундо,pomlád
579,Sommer::N,кизэ,polétje
580,Herbst::N,сёксь,jesén
581,Winter::N,теле,zíma
582,Januar::N,якшамков,jánuar
583,Februar::N,февраль,fébruar
584,März::N,март,márec
585,April::N,апрель,apríl
586,Mai::N,май,máj
587,Juni::N,июнь,júnij
588,Juli::N,июль,júlij
589,August::N,август,avgúst
590,September::N,сентября,septêmber
591,Oktober::N,октября,október
592,November::N,ноября,novêmber
593,Dezember::N,декабря,decémber
594,Montag::N,пондельник,ponedéljek
595,Dienstag::N,овторник,tôrek
596,Mittwoch::N,серёда,sréda
597,Donnerstag::N,цетьверьг,četŕtek
598,Freitag::N,пеця,pétek
599,Samstag::N,субута,sobóta
600,Samstag::N,шлямочи,sobóta
601,Sonntag::N,недлячи,nedélja
602,groß::A,ине,vêlik
603,groß::A,покш,vêlik
604,klein::A,вишка,májhen
605,lang::A,кувака,dólg
606,kurz::A,нурькине,krátek
607,breit::A,келей,širòk
608,schmal::A,теине,ózek
609,dicht::A,тусто,góst
610,dick[Gegenstand]::A,эчке,dêbel
611,dünn::A,човине,tánek
612,fein::A,човине,drôben
613,fest::A,кеме,tŕden
614,flach::A,лапужа,plán
615,flach::A,лапужа,plòsk
616,glatt::A,валаня,gládek
617,hart::A,калгодо,tŕd
618,weich::A,чевте,mehák
619,rund::A,кеверь,okrógel
620,spitz::A,пшти,šílast
621,scharf::A,пшти,óster
622,stumpf::A,ношка,tóp
623,stumpf::A,ношка,skŕhan
624,schwer::A,стака,têžek
625,schön::A,мазый,lép
626,schön::A,мазый,krásen
627,heiß::A,пси,vròč
628,warm::A,лембе,tôpel
629,kalt::A,якшамо,mŕzel
630,kalt::A,якшамо,hláden
631,kühl::A,экше,hláden
632,frisch::A,свежа,svéž
633,feucht::A,летьке,vlážen
634,nass::A,начко,móker
635,trocken::A,коське,súh
636,voll::A,пешксе,póln
637,leer::A,чаво,prázen
638,offen::A,панжадо,odpŕt
639,offen::A,виде,odpŕt
640,geschlossen::A,пекстазь,zapŕt
641,geschlossen::A,сёлгозь,zapŕt
642,sauber::A,ванькс,číst
643,sauber::A,ванькс,líčen
644,schmutzig::A,ливезев,umázan
645,roh::A,верек,suròv
646,reif::A,кенерезь,zrèl
647,lecker::A,тантей,okúsen
648,süß::A,ламбамо,sládek
649,bitter::A,сэпей,grenák
650,sauer::A,чапамо,kísel
651,hell::A,валдо,svetèl
652,dunkel::A,чопода,temèn
653,schwarz::A,раужо,čŕn
654,weiß::A,ашо,bél
655,rot::A,якстере,rdèč
656,gelb::A,ожо,žólt
657,gelb::A,ожо,rumèn
658,blau::A,сэнь,móder
659,grün::A,пиже,zelèn
660,grau::A,шержев,sív
661,bunt::A,сёрмав,písan
662,billig::A,аволь питней,pocéni
663,teuer::A,питней,drág
664,wertvoll::A,питней,dragocén
665,blind::A,сокор,slép
666,taub::A,амариця,glúh
667,kräftig::A,пек виев,močán
668,stark::A,виев,ják
669,schwach::A,лавшо,šíbek
670,fett::A,куя,dêbel
671,schlank::A,виде ронга,vítek
672,hübsch::A,мазый,lép
673,böse::A,кежей,zèl
674,böse::A,кежей,hudôben
675,dumm::A,чавола,glúp
676,dumm::A,чавола,bédast
677,dumm::A,превтеме,glúp
678,dumm::A,превтеме,bédast
679,faul::A,нузякс,lén
680,fleißig::A,мелень путыця,marljív
681,geizig::A,скупой,škŕt
682,klug::A,превей,pámeten
683,geschickt::A,маштозь теезь,spréten
684,lieb::A,вадря,míl
685,lieb::A,вадря,ljúb
686,lustig::A,весёла,vesél
687,sanft::A,сэтьме,láhek
688,hungrig::A,вачо,láčen
689,krank::A,сэредиця,bolán
690,nackt::A,штапо,nág
691,traurig::A,нусманя,túžen
692,lebendig::A,эриця,žív
693,gut::A,паро,dóber
694,schlecht::A,берянь,malopríden
695,richtig::A,виде,pravílen
696,schlimm::A,берянь,húd
697,wahr::A,алкуксонь,resníčen
698,alt::A,ташто,stàr
699,neu::A,од,nòv
700,ehemalig::A,икелень,nekdánji
701,alt[Lebewesen]::A,сыре,stàr
702,jung::A,од,mlád
703,arm::A,кажов,ubóg
704,arm::A,кажов,réven
705,reich::A,сюпав,bogàt
706,bekannt::A,содавикс,znán
707,berühmt::A,содавикс,sláven
708,berühmt::A,содавикс,znamenít
709,fremd::A,лия,túj
710,fremd::A,асодавикс,túj
711,verschieden::A,эрьва,razlíčen
712,nah::A,а васолонь,blížnji
713,fern::A,умонь,dáleč
714,fern::A,кезэрень,dáleč
715,linker::A,керш,lévi
716,rechter::A,вить,désni
717,anderer::A,лия,drúgi
718,erster::A,васень,pŕvi
719,erster::A,васенце,pŕvi
720,zweiter::A,омбоце,drúgi
721,dritter::A,колмоце,trétji
722,letzter::A,меельце,poslédnji
723,allein::ADV,башка,sám
724,allein::ADV,ськамонзо,sám
725,auf einmal::ADV,вейсэ,obênem
726,zusammen::ADV,вейс,skúpaj
727,zusammen::ADV,вейсэ,skúpaj
728,lange::ADV,кувать,dólgo
729,plötzlich::ADV,апак учо,náglo
730,plötzlich::ADV,апак учо,nenádoma
731,sofort::ADV,курок,prècej
732,sofort::ADV,нейке,prècej
733,später::ADV,мейле,poznêje
734,jetzt::ADV,ней,zdàj
735,heute::ADV,течи,dánes
736,morgen::ADV,ванды,jútri
737,bald::ADV,курок,kmálu
738,dann::ADV,мейле,nató
739,dann::ADV,седе мейле,nató
740,gestern::ADV,исяк,včéraj
741,einst::ADV,весть,nékdaj
742,einst::ADV,зярдо-бути,nékdaj
743,damals::ADV,сестэ,tedàj
744,damals::ADV,сестэ,takràt
745,danach::ADV,мейле,potèm
746,danach::ADV,седе мейле,potèm
747,vorher::ADV,васняяк,poprèj
748,zuerst::ADV,васня,spŕva
749,einmal::ADV,весть,ênkrat
750,manchmal::ADV,лиясто,včásih
751,oft::ADV,сеетьстэ,pogósto
752,immer::ADV,свал,védno
753,immer::ADV,свал,zméraj
754,niemals::ADV,а зярдояк,nikdàr
755,hier::ADV,тесэ,tù
756,hier::ADV,тесэ,túkaj
757,hierhin::ADV,тей,sèmkaj
758,von hier::ADV,тестэ,od tú
759,dort::ADV,тосо,tàm
760,dorthin::ADV,тов,tjà
761,geradeaus::ADV,витьстэ,rávno napréj
762,vorwärts::ADV,икелев,napréj
763,rückwärts::ADV,мекев,zádaj
764,zurück::ADV,мекев,nazáj
765,unten::ADV,ало,dôli
766,unten::ADV,ало,spôdaj
767,hinab::ADV,алов,dôl
768,oben::ADV,вере,gôri
769,oben::ADV,вере,zgôraj
770,hinauf::ADV,верев,gôr
771,überall::ADV,эрьва косо,povsód
772,nicht::ADV,а,ne
773,ein wenig::ADV,аламошка,málo
774,kaum::ADV,ансяк,kómaj
775,sehr::ADV,пек,zeló
776,sehr::ADV,вельть,zeló
777,so::ADV,истя,takó
778,noch::ADV,таго,še
779,nur::ADV,ансяк,samó
780,schon::ADV,уш,žè
781,wieder::ADV,таго,spét
782,vergebens::ADV,стяко,zamàn
783,vergebens::ADV,стяко,zastónj
784,vor::PRP,икеле,pred
785,hinter::PRP,вельде,za
786,unter::PRP,ало,pod
787,durch::PRP,пачк,skózi
788,neben::PRP,вакссо,kràj
789,neben::PRP,вакссо,póleg
790,zwischen::PRP,ютксо,med
791,zwischen::PRP,ютксо,izmed
792,wegen::PRP,кис,zarádi
793,wegen::PRP,коряс,zarádi
794,wegen::PRP,кувалт,zarádi
795,dies::PRN,те,tó
796,das::PRN,те,tó
797,das::PRN,тона,tó
798,alles::PRN,весе,vsè
799,alles::PRN,весемесь,vsè
800,ich::PRN,мон,jàz
801,du::PRN,тон,tí
802,er::PRN,сон,òn
803,wir::PRN,минь,mí
804,ihr::PRN,тынь,ví
805,sie::PRN,сынь,ôni
806,was::FPRN,мезе,káj
807,wer::FPRN,ки,kdó
808,wo::FADV,косо,kjé
809,wohin::FADV,ков,kám
810,wohin::FADV,козо,kám
