,Concept_ID,kl,lez
553,Frühling::N,upernaaq,гатфар
554,Sommer::N,aasaq,гад
555,Herbst::N,ukiaq,зул
556,Winter::N,ukioq,кьуьд
557,Januar::N,siulleeq,январь
558,Januar::N,qaammaliaq,январь
559,Februar::N,aarlaat,февраль
560,März::N,marsi,март
561,März::N,martsi,март
562,Mai::N,maaji,май
563,Juni::N,juuni,июнь
564,Juli::N,juuli,июль
565,August::N,aggusti,август
566,September::N,septembari,сентябрь
567,Oktober::N,oktobari,октябрь
568,November::N,novembari,ноябрь
569,Dezember::N,detsembari,декабрь
570,Montag::N,ataasinngortoq,ислен
571,Dienstag::N,marlunngorneq,саласа
572,Mittwoch::N,pingasunngorneq,арбе
573,Donnerstag::N,sisamanngorneq,хемис югъ
574,Freitag::N,tallimanngorneq,жуьмя
575,Freitag::N,tallimanngorneq,жуьмя югъ
576,Samstag::N,arfininngorneq,киш
577,Sonntag::N,sapaat,гьяд
578,Sonntag::N,sapaati,гьяд
579,groß::A,angivoq,еке
580,groß::A,angivoq,чӏехи
581,klein::A,mikivoq,гъвечӏи
582,lang::A,takisooq,яргъи
583,kurz::A,naatsoq,куьруь
584,breit::A,silippoq,гьяркьуь
585,schmal::A,amitsoq,гуьтӏуь
586,dicht::A,torsusooq,къалин
587,dick[Gegenstand]::A,issuvoq,
588,dick[Gegenstand]::A,issusooq,
589,dünn::A,amitsoq,кьелечӏ
590,fein::A,mamarpoq,шуькӏуь
591,fest::A,tangeqarpoq,кӏеви
592,flach::A,nalimmappoq,кьулу
593,glatt::A,quasak,цӏалцӏам
594,hart::A,mattusooq,кӏеви
595,hart::A,manngerpoq,кӏеви
596,hart::A,titeqquluppoq,кӏеви
597,weich::A,nerumaarpoq,хъуьтуьл
598,rund::A,ammallorippoq,элкъвей
599,spitz::A,qummukujooq,хци
600,scharf::A,ipippoq,хци
601,stumpf::A,anngerpoq,къуьруь
602,schwer::A,oqimaappoq,залан
603,schön::A,kusanarpoq,иер
604,heiß::A,kiappoq,кудай
605,warm::A,oqorpoq,чими
606,kalt::A,issippoq,мекьи
607,kühl::A,pueqqortippoq,къайи
608,feucht::A,isugutavoq,ламу
609,feucht::A,qaasernarpoq,ламу
610,nass::A,imerorpoq,кьежей
611,trocken::A,panerpoq,кьуру
612,voll::A,ulikkaarpoq,ацӏай
613,leer::A,imaattuarpoq,буш
614,leer::A,imaattuarpoq,ичӏи
615,offen::A,ammavoq,ахъа
616,geschlossen::A,matuvoq,кӏеви
617,sauber::A,eqqippoq,михьи
618,sauber::A,sukuluippoq,михьи
619,sauber::A,ipeqanngilaq,михьи
620,schmutzig::A,tapappoq,чиркин
621,schmutzig::A,tapappoq,кьацӏай
622,schmutzig::A,minguppoq,чиркин
623,schmutzig::A,minguppoq,кьацӏай
624,roh::A,aapavoq,чиг
625,roh::A,aapavoq,ицӏи
626,reif::A,qaarulerpoq,дигмиш хьайи
627,süß::A,tungusunnippoq,ширин
628,bitter::A,qasilippoq,туькьуьл
629,hell::A,qaamavoq,экуь
630,dunkel::A,qernerpoq,мичӏи
631,schwarz::A,qernerpoq,чӏулав
632,weiß::A,qaqorpoq,лацу
633,rot::A,aappaluppoq,яру
634,gelb::A,sungaarpoq,хъипи
635,blau::A,tungujorpoq,вили
636,grün::A,qorsooqqippoq,къацу
637,grau::A,qaserpoq,рехи
638,billig::A,akikippoq,ужуз
639,wertvoll::A,erlinnarpoq,масан
640,blind::A,tappiippoq,буьркьуь
641,blind::A,isigisaqanngilaq,буьркьуь
642,taub::A,tusilarpoq,биши
643,kräftig::A,pissaq,гужлу
644,kräftig::A,pissarsuaq,гужлу
645,stark::A,sanngivoq,къуватлу
646,schwach::A,nakuippoq,такьатсуз
647,fett::A,pualavoq,куьк
648,schlank::A,tuappoq,шумал
649,hübsch::A,aatsialaq,гуьрчег
650,böse::A,ajorpoq,пис
651,dumm::A,taqajak,ахмакь
652,dumm::A,sikkilluppoq,ахмакь
653,dumm::A,qaatusimasaqanngilaq,ахмакь
654,faul::A,eqiasuppoq,тенпел
655,faul::A,eqiattortuvoq,тенпел
656,fleißig::A,eqiasuippoq,сяй ийидай
657,fleißig::A,eqiasuippoq,сяйи ийидай
658,geizig::A,iasilaarpoq,мискьи
659,geizig::A,tukkuippoq,мискьи
660,klug::A,mallak,акьуллу
661,klug::A,ittanneq,акьуллу
662,klug::A,kutaappoq,акьуллу
663,klug::A,kuttaappoq,акьуллу
664,klug::A,qarasagippoq,акьуллу
665,lieb::A,akisooq,играми
666,lustig::A,piikulavoq,шад
667,sanft::A,isumagippoq,назик
668,sanft::A,isumagippoq,милайим
669,hungrig::A,kaappoq,гишин
670,hungrig::A,perlilerpoq,гишин
671,krank::A,napparsimavoq,кефсуз
672,traurig::A,aliasuppoq,пашман
673,lebendig::A,uumavoq,ччан алай
674,gut::A,ajunngilaq,хъсан
675,gut::A,ajunngilaq,вижевай
676,schlecht::A,sualuppoq,пис
677,richtig::A,iluarpoq,дуьз
678,schlimm::A,amiilaarnarpoq,нифретлу
679,wahr::A,ilumoorpoq,гьакъикъи
680,alt::A,pisoqaq,эски
681,alt::A,pisoqaq,куьгьне
682,neu::A,nutaavoq,цӏийи
683,alt[Lebewesen]::A,utoqqaq,кьуьзуь
684,jung::A,inuusuppoq,жегьил
685,jung::A,kingulliarsuk,жегьил
686,arm::A,piillasoq,кесиб
687,arm::A,piitsuuvoq,кесиб
688,reich::A,pisuuvoq,девлетлу
689,berühmt::A,tusaamasaq,машгьур
690,fremd::A,ajasoornarpoq,ччара
691,verschieden::A,allatut,жуьреба-жуьре
692,verschieden::A,tamalaat,жуьреба-жуьре
693,nah::A,qanippoq,мукьвал
694,fern::A,ungasippoq,яргъал
695,linker::A,saamerleq,чапла
696,rechter::A,innarluissut,эрчӏи
697,erster::A,siulleq,сад лагьай
698,zweiter::A,qataatsup tullia,кьвед лагьай
699,dritter::A,pingajorarterut,пуд лагьай
700,letzter::A,kingulleq,эхиримжи
701,allein::ADV,kisimiippoq,кьилди
702,auf einmal::ADV,tassanngaannaq,
703,zusammen::ADV,attaasa,санал
704,zusammen::ADV,attarmik,санал
705,lange::ADV,akuni,яргъалди
706,plötzlich::ADV,tassanngaannaq,садлагьана
707,sofort::ADV,erniinnaq,гьасятда
708,später::ADV,kingorna,гуьгъуьнлай
709,jetzt::ADV,maanna,гила
710,jetzt::ADV,massakkut,гила
711,heute::ADV,ullumi,къе
712,morgen::ADV,aqagu,пака
713,bald::ADV,erniinnaq,мукьва
714,bald::ADV,erniinnaq,мукьвара
715,dann::ADV,taava,ахпа
716,gestern::ADV,ippassaq,накь
717,einst::ADV,ataatsimik,садра
