,Concept_ID,ca,la
852,vergehen::V,passar,praeterire
853,erscheinen::V,aparèixer,apparere
854,verschwinden::V,desaparèixer,discedere
855,sinken::V,baixar,labi
856,sinken::V,descendir,labi
857,abnehmen::V,decréixer,deminui
858,zunehmen::V,augmentar,augeri
859,steigen::V,pujar,augescere
860,wachsen::V,créixer,crescere
861,glänzen::V,brillar,splendere
862,glänzen::V,resplendir,splendere
863,funkeln::V,espurnejar,micare
864,lärmen::V,fer soroll,strepere
865,läuten::V,sonar,sonare
866,klingeln::V,trucar,tinnire
867,klirren::V,dringar,crepare
868,brausen::V,rugir,saevire
869,rauschen::V,murmurar,crepare
870,klingen::V,sonar,sonare
871,bellen::V,lladrar,latrare
872,heulen::V,udolar,ululare
873,blasen::V,bufar,flare
874,pfeifen::V,xiular,sibilare
875,schreien::V,cridar,clamare
876,stöhnen::V,gemegar,gemere
877,zittern::V,tremolar,tremere
878,zittern::V,tremolar,trepidare
879,leben::V,vīure,vivere
880,geboren werden::V,néixer,nasci
881,atmen::V,respirar,spirare
882,trinken::V,beure,bibere
883,essen::V,menjar,edere
884,schlucken::V,empassar-se,devorare
885,müde werden::V,cansar-se,fatigari
886,einschlafen::V,adormir-se,obdormiscere
887,schlafen::V,dormir,dormire
888,aufwachen::V,despertar-se,expergisci
889,aufstehen::V,llevar-se,exsurgere
890,sich erholen::V,descansar,se reficere
891,krank werden::V,posar-se malalt,aegrescere
892,krank sein::V,estar malalt,aegrotare
893,schmerzen::V,doldre,dolere
894,husten::V,tossir,tussire
895,genesen::V,recuperar-se,convalescere
896,sterben::V,morir,mori
897,umkommen::V,perir,perire
898,sich bewegen::V,moure's,se movere
899,sich rühren::V,moure's,micare
900,sich erheben::V,aixecar-se,surgere
901,sich setzen::V,asseure's,considere
902,hinfallen::V,caure's,cadere
903,laufen::V,caminar,vadere
904,schreiten::V,procedir,gradi
905,spazierengehen::V,passejar,ambulare
906,eilen::V,anar corrent,properare
907,sich beeilen::V,afanyar-se,festinare
908,sausen::V,córrer,currere
909,rennen::V,córrer,currere
910,springen::V,saltar,salire
911,klettern::V,escalar,niti
912,schaukeln::V,gronxar-se,oscillare
913,schaukeln::V,balancejar-se,oscillare
914,kriechen::V,reptar,repere
915,kriechen::V,reptar,serpere
916,kriechen::V,arrossegar-se,repere
917,kriechen::V,arrossegar-se,serpere
918,schwimmen::V,nadar,nare
919,schwimmen::V,nadar,natare
920,tauchen::V,bussejar,mergere
921,tauchen::V,submergir-se,mergere
922,rudern::V,remar,remigare
923,fahren::V,anar,vehi
924,fliegen::V,volar,volare
925,gehen::V,caminar,ire
926,gehen::V,caminar,vadere
927,weggehen::V,anar-se'n,abire
928,weggehen::V,anar-se'n,discedere
929,abfahren::V,partir,proficisci
930,anhalten::V,aturar-se,consistere
931,hineingehen::V,entrar,inire
932,hineingehen::V,entrar,ingredi
933,eintreten::V,entrar,intrare
934,kommen::V,venir,venire
935,ankommen::V,arribar,advenire
936,zurückkommen::V,tornar,revenire
937,bleiben::V,quedar-se,manere
938,warten::V,esperar,opperiri
939,erwarten::V,esperar,opperiri
940,erwarten::V,esperar,expectare
941,suchen::V,buscar,quaerere
942,finden::V,trobar,reperire
943,versuchen::V,intentar,conari
944,versuchen::V,intentar,temptare
945,vorbereiten::V,preparar,parare
946,lieben::V,estimar,amare
947,mögen::V,agradar a,amare
948,lachen::V,riure,ridere
949,rühren::V,commoure,commovere
950,rühren::V,emocionar,commovere
951,weinen::V,plorar,flere
952,schimpfen::V,renyar,increpare
953,sich ärgern::V,enfadar-se,indignari
954,sich fürchten::V,tenir por,vereri
955,fürchten::V,témer,timere
956,fliehen::V,fugir,fugere
957,flüchten::V,refugiar-se,effugere
958,sehen::V,veure,videre
959,anschauen::V,mirar,aspectare
960,ansehen::V,mirar,spectare
961,hören::V,oir,audire
962,zuhören::V,escoltar,auscultare
963,probieren::V,provar,gustare
964,riechen::V,olorar,olfacere
965,fühlen::V,sentīr,sentire
966,scheinen::V,semblar,videri
967,zu sehen sein::V,poder-se veure,conspici
968,vernehmen::V,percebre,comperire
969,frieren::V,tenir fred,algere
970,tun::V,fer,facere
971,können::V,poder,posse
972,wollen::V,voler,velle
973,anfangen::V,iniciar,incipere
974,beenden::V,acabar,finire
975,aufhören::V,deixar,desistere
976,gelingen::V,sortir bé,contingere
977,geraten::V,sortir,evenire
978,öffnen::V,obrir,aperire
979,schließen::V,tancar,claudere
980,stellen::V,posar,sistere
981,stellen::V,col·locar,sistere
982,setzen::V,assentar,ponere
983,legen::V,posar,ponere
984,berühren::V,tocar,tangere
985,verbinden::V,unir,iungere
986,verbinden::V,connectar,iungere
987,bedecken::V,tapar,tegere
988,bedecken::V,tapar,operire
989,bedecken::V,cobrir,tegere
990,bedecken::V,cobrir,operire
991,aufhängen::V,penjar,suspendere
992,anzünden::V,encendre,accendere
993,anzünden::V,encendre,inflammare
994,aufheben::V,aixecar,tollere
995,zurücklassen::V,deixar,relinquere
996,verlieren::V,pērdre,perdere
997,verlieren::V,pērdre,amittere
998,fallen lassen::V,deixar caure,dimittere
999,machen::V,fer,facere
1000,herstellen::V,producir,fabricare
1001,bauen::V,construir,construere
1002,reparieren::V,reparar,reparare
1003,verbessern::V,millorar,emendare
1004,ändern::V,canviar,mutare
1005,graben::V,cavar,fodere
1006,beugen::V,doblegar,flectere
1007,biegen::V,corbar,curvare
1008,biegen::V,arquejar,curvare
1009,drehen::V,girar,torquere
1010,wenden::V,girar,vertere
1011,umdrehen::V,voltar,convertere
1012,heben::V,pujar,tollere
1013,heben::V,aixecar,tollere
1014,hochheben::V,aixecar,levare
1015,ergreifen::V,agafar,capessere
1016,halten::V,mantenir,tenere
1017,drücken::V,prémer,premere
1018,drücken::V,estrènyer,premere
1019,schieben::V,empènyer,promovere
1020,kratzen::V,raspar,radere
1021,lecken::V,llepar,lambere
1022,beißen::V,mossegar,mordere
1023,abreißen::V,arrencar,avellere
1024,abschneiden::V,tallar,desecare
1025,binden::V,lligar,ligare
1026,stecken::V,ficar,inserere
1027,brechen::V,trencar,rumpere
1028,klopfen::V,trucar,pultare
1029,hauen::V,picar,ferire
1030,hauen::V,colpejar,ferire
1031,kleben::V,enganxar,agglutinare
1032,reiben::V,fregar,terere
1033,streichen::V,untar,oblinere
1034,schleifen::V,afilar,acuere
1035,schleifen::V,esmolar,acuere
1036,schneiden::V,tallar,secare
1037,rütteln::V,sacsejar,quassare
1038,schütteln::V,agitar,quatere
1039,schütteln::V,sacsejar,quatere
1040,schwenken::V,agitar,ventilare
1041,schütten::V,abocar,fundere
1042,füllen::V,omplir,complere
1043,einwickeln::V,embolicar,involvere
1044,tragen::V,dur,ferre
1045,tragen::V,dur,portare
1046,tragen::V,portar,ferre
1047,tragen::V,portar,portare
1048,schleppen::V,arrossegar,pertrahere
1049,ziehen::V,tirar,trahere
1050,ziehen::V,estirar,trahere
1051,aufbewahren::V,conservar,asservare
1052,werfen::V,llançar,iacere
1053,fangen::V,agafar,capere
1054,fangen::V,atrapar,capere
1055,packen::V,engrapar,capessere
1056,verstecken::V,amagar,abdere
1057,teilen::V,dividir,partiri
1058,teilen::V,dividir,dividere
1059,schicken::V,enviar,mittere
1060,bringen::V,portar,apportare
1061,hinzufügen::V,afegir,addere
1062,bekommen::V,obtenir,adipisci
1063,erhalten::V,rebre,accipere
1064,nehmen::V,prendre,sumere
1065,wählen::V,triar,eligere
1066,wählen::V,elegir,eligere
1067,auswählen::V,escollir,deligere
1068,auswählen::V,seleccionar,deligere
1069,bewahren::V,conservar,conservare
1070,behindern::V,impedir,impedire
1071,behindern::V,obstaculitzar,impedire
1072,verderben::V,espatllar,corrumpere
1073,beschädigen::V,danyar,laedere
1074,beschädigen::V,destrossar,laedere
1075,zerbrechen::V,trencar,rumpere
1076,zerbrechen::V,trencar,frangere
1077,zerreißen::V,estripar,discindere
1078,zerstören::V,destruir,delere
1079,verbrennen::V,cremar,urere
1080,verbrennen::V,cremar,cremare
1081,geben::V,donar,dare
1082,reichen::V,passar,praebere
1083,schenken::V,regalar,donare
1084,schenken::V,regalar,largiri
1085,versprechen::V,prometre,polliceri
1086,versprechen::V,prometre,promittere
1087,wünschen::V,desitjar,
1088,loben::V,elogiar,laudare
1089,küssen::V,fer un petó a,osculari
1090,wiegen::V,bressolar,
1091,zudecken::V,tapar,tegere
1092,zudecken::V,cobrir,tegere
1093,wecken::V,despertar,excitare
1094,zeigen::V,mostrar,monstrare
1095,zeigen::V,ensenyar,monstrare
1096,führen::V,guiar,ducere
1097,führen::V,conduir,ducere
1098,lehren::V,ensenyar,docere
1099,unterrichten::V,ensenyar,instituere
1100,aufziehen::V,criar,nutrire
1101,leiten::V,dirigir,ducere
1102,antreiben::V,impel·lir,incitare
1103,lassen::V,fer,iubere
1104,einladen::V,invitar,invitare
1105,einladen::V,convidar,invitare
1106,vereinigen::V,unir,coniungere
1107,besuchen::V,visitar,visere
1108,besuchen::V,anar a veure,visere
1109,treffen::V,trobar,convenire
1110,sich versammeln::V,reunir-se,convenire
1111,spielen::V,jugar,ludere
1112,singen::V,cantār,cantare
1113,tanzen::V,ballar,saltare
1114,sich trennen::V,separar-se,digredi
1115,sich trennen::V,separar-se,discedere
1116,verlassen::V,deixar,deserere
1117,verlassen::V,deixar,relinquere
1118,verlassen::V,abandonar,deserere
1119,verlassen::V,abandonar,relinquere
1120,retten::V,salvar,servare
1121,bewachen::V,vigilar,custodire
1122,schützen::V,protegir,tueri
1123,schützen::V,protegir,tutari
1124,verteidigen::V,defensar,defendere
1125,sich schlagen::V,barallar-se,luctari
1126,schießen::V,tirar,iaculari
1127,schießen::V,disparar,iaculari
1128,siegen::V,vèncer,vincere
1129,ärgern::V,enfadar,irritare
1130,schlagen::V,pegar,ferire
1131,schlagen::V,colpejar,ferire
1132,treten::V,donar un cop de peu a,calcare
1133,stechen::V,punxar,pungere
1134,stechen::V,apunyalar,pungere
1135,stoßen::V,empènyer,tundere
1136,stehlen::V,robar,furari
1137,stören::V,molestar,turbare
1138,belästigen::V,importunar,obtundere
1139,verbergen::V,amagar,celare
1140,verbergen::V,amagar,occultare
1141,verbergen::V,ocultar,celare
1142,verbergen::V,ocultar,occultare
1143,täuschen::V,enganyar,fallere
1144,betrügen::V,estafar,fraudare
1145,töten::V,matar,necare
1146,töten::V,matar,caedere
1147,wohnen::V,vīure,habitare
1148,wohnen::V,habitar,habitare
1149,arbeiten::V,treballar,laborare
1150,sammeln::V,col·leccionar,colligere
1151,pflücken::V,collir,carpere
1152,jagen::V,caçar,venari
1153,fischen::V,pescar,piscari
1154,fassen::V,atrapar,capere
1155,hüten::V,pasturar,custodire
1156,treiben::V,arriar,agere
1157,anbinden::V,lligar,alligare
1158,füttern::V,donar menjar a,nutrire
1159,melken::V,munyir,mulgere
1160,hacken::V,picar,findere
1161,hacken::V,tallar,findere
1162,gießen::V,regar,rigare
1163,reifen::V,madurar,maturescere
1164,zubereiten::V,preparar,apparare
1165,kochen::V,coure,coquere
1166,backen::V,coure al forn,coquere
1167,braten::V,rostir,torrere
1168,umrühren::V,remenar,commovere
1169,stricken::V,tricotar,texere
1170,stricken::V,fer punt de mitja,texere
1171,nähen::V,cosir,suere
1172,färben::V,tenyir,tingere
1173,reinigen::V,netejar,purgare
1174,waschen::V,rentār,lavare
1175,abwischen::V,eixugar,abstergere
1176,spülen::V,esbandir,perluere
1177,fegen::V,escombrar,verrere
1178,kehren::V,escombrar,purgare
1179,baden::V,banyar-se,lavari
1180,sich waschen::V,rentār-se,lavari
1181,ausziehen::V,treure's,exuere
1182,anziehen::V,posar-se,induere
1183,sich anziehen::V,vestir-se,vestiri
1184,kämmen::V,pentinar,pectere
1185,schmücken::V,adornar,ornare
1186,schmücken::V,adornar,decorare
1187,sagen::V,dir,dicere
1188,sprechen::V,parlar,fari
1189,reden::V,parlar,loqui
1190,sich unterhalten::V,conversar,colloqui
1191,sich unterhalten::V,conversar,disputare
1192,fragen::V,preguntar,rogare
1193,fragen::V,preguntar,quaerere
1194,bitten::V,demanar,orare
1195,bitten::V,demanar,rogare
1196,erzählen::V,contar,narrare
1197,erzählen::V,explicar,narrare
1198,mitteilen::V,comunicar,communicare
1199,nennen::V,nomenar,appellare
1200,rufen::V,cridar,vocare
1201,prahlen::V,lloar-se,gloriari
1202,prahlen::V,jactar-se,gloriari
1203,übersetzen::V,traduir,vertere
1204,denken::V,pensar,cogitare
1205,glauben::V,creure,credere
1206,bemerken::V,notar,animadvertere
1207,erkennen::V,reconèixer,cognoscere
1208,begreifen::V,comprendre,comprehendere
1209,verstehen::V,entendre,intellegere
1210,lernen::V,aprendre,discere
1211,wissen::V,saber,scire
1212,sich erinnern an::V,recordar,meminisse
1213,vergessen::V,oblidar,oblivisci
1214,messen::V,mesurar,metiri
1215,zählen::V,comptar,numerare
1216,rechnen::V,calcular,reri
1217,rechnen::V,calcular,calculare
1218,lesen::V,llegir,legere
1219,malen::V,pintar,pingere
1220,zeichnen::V,dibuixar,scribere
1221,schreiben::V,escrīure,scribere
1222,besitzen::V,posseir,possidere
1223,kaufen::V,comprar,emere
1224,verkaufen::V,vendre,vendere
1225,bezahlen::V,pagar,pendere
1226,zahlen::V,pagar per,solvere
1227,beherrschen::V,dominar,regere
1228,beherrschen::V,dominar,imperare
1229,ertragen::V,aguantar,tolerare
1230,ertragen::V,aguantar,sustinere
