,Concept_ID,uk,ps
800,so::ADV,так,دومره
801,noch::ADV,ще,نور
802,nur::ADV,лише,تش
803,nur::ADV,лише,صرف
804,nur::ADV,тільки,تش
805,nur::ADV,тільки,صرف
806,schon::ADV,вже,دمخه
807,wieder::ADV,знову,بیا
808,vergebens::ADV,дарма,عبث
809,vor::PRP,перед,دمخه
810,hinter::PRP,ззаду,شاته
811,hinter::PRP,позаду,شاته
812,unter::PRP,під,لاندي
813,durch::PRP,крізь,د مینځ نه
814,neben::PRP,біля,نژدې
815,zwischen::PRP,між,ترمینځ
816,wegen::PRP,з-за,د ... له لاسه
817,wegen::PRP,через,د ... له لاسه
818,dies::PRN,це,دا
819,das::PRN,то,دا
820,alles::PRN,все,هرڅهٔ
821,ich::PRN,я,زه
822,du::PRN,ти,ته
823,er::PRN,він,دی
824,wir::PRN,ми,مونږ
825,ihr::PRN,ви,تاسې
826,sie::PRN,вони,هغوی
827,was::FPRN,що,څهٔ
828,wer::FPRN,хто,چا
829,wer::FPRN,хто,څوک
830,wo::FADV,де,چيری
831,wo::FADV,де,چېرته
832,wohin::FADV,куди,چېرته
833,wie::FADV,як,څنګه
834,warum::FADV,чому,ولې
835,wieviel::FNUM,скільки,څو
836,wieviel::FNUM,скільки,څومره
837,eins::NUM,один,یو
838,zwei::NUM,два,دوه
839,drei::NUM,три,درې
840,vier::NUM,чотири,څلور
841,fünf::NUM,п’ять,پنځه
842,sechs::NUM,шість,شپږ
843,sieben::NUM,сім,اوه
844,acht::NUM,вісім,اته
845,neun::NUM,дев’ять,نهه
846,zehn::NUM,десять,لس
847,elf::NUM,одинадцять,یوولس
848,zwölf::NUM,дванадцять,دولس
849,zwanzig::NUM,двадцять,شل
850,dreißig::NUM,тридцять,دېرش
851,vierzig::NUM,сорок,څلوېښت
852,fünfzig::NUM,п’ятдесят,پنځوس
853,sechzig::NUM,шістдесят,شپېته
854,siebzig::NUM,сімдесят,اویا
855,achtzig::NUM,вісімдесят,اتیا
856,neunzig::NUM,дев’яносто,نوي
857,hundert::NUM,сто,سل
858,tausend::NUM,тисяча,زر
859,und::CNJ,і,او
860,oder::CNJ,або,ېا
861,stehen::V,стояти,درېدل
862,sitzen::V,сидіти,کښېنستل
863,liegen::V,лежати,ملاستل
864,hängen::V,висіти,ځړېدل
865,werden::V,стати,کېدل
866,werden::V,робитися,کېدل
867,passieren::V,трапитися,پېښېدل
868,beginnen::V,початися,شروع کېدل
869,enden::V,кінчитися,خلاصدل
870,enden::V,кінчитися,تمامېدل
871,wechseln::V,мінятися,تغییر موندل
872,aufgehen[Sonne]::V,зійти,ختل
873,untergehen[Sonne]::V,зайти,لوېدل
874,untergehen[Sonne]::V,зайти,پرېوتل
875,scheinen[Sonne]::V,світити,رڼا کول
876,donnern::V,гриміти,تنېدل
877,donnern::V,гриміти,غړمبېدل
878,wehen::V,віяти,چلېدل
879,strömen::V,литися,بهېدل
880,fließen::V,текти,بهېدل
881,fließen::V,текти,تویېدل
882,sich drehen::V,обертатися,ګرځېدل
883,sich drehen::V,обертатися,چورلېدل
884,schwanken::V,коливатися,زنګېدل
885,schwingen::V,хитатися,زنګېدل
886,schwingen::V,гойдатися,زنګېدل
887,fallen::V,падати,ولېدل
888,brennen::V,горіти,سوځېدل
889,rauchen::V,диміти,لوګی کول
890,regnen::V,дощити,باران اورېدل
891,gefrieren::V,змерзнути,کنګل نيول
892,tauen::V,танути,وېلې کېدل
893,schmelzen::V,плавитися,وېلې کېدل
894,trocknen::V,сохнути,وچېدل
895,sieden::V,кипіти,اېشېدل
896,faulen::V,гнити,خرابېدل
897,verfaulen::V,згнити,ورستېدل
898,reißen::V,рватися,شلېدل
899,versinken::V,тонути,ډوېېدل
900,vergehen::V,проходити,تېرېدل
901,erscheinen::V,з’явитися,ښکارېدل
902,verschwinden::V,щезнути,ورکېدل
903,verschwinden::V,зникнути,ورکېدل
904,sinken::V,спадати,ښکته کېدل
905,abnehmen::V,поменшитися,کمېدل
906,zunehmen::V,збільшуватися,زیاتېدل
907,steigen::V,підніматися,جګېدل
908,steigen::V,підніматися,پورته کېدل
909,wachsen::V,рости,وده کول
910,glänzen::V,блищати,ځلېدل
911,funkeln::V,блискати,پړکېدل
912,lärmen::V,шуміти,غال و غول کول
913,läuten::V,дзвонити,زنګ وهل
914,klingeln::V,дзвонити,زنګ وهل
915,klirren::V,дзвякати,کړنګېدل
916,brausen::V,бушувати,تلاطم کول
917,rauschen::V,шелестіти,شڼهار کول
918,klingen::V,лунати,آواز کول
919,klingen::V,звучати,آواز کول
920,bellen::V,гавкати,غپېدل
921,heulen::V,вити,انګلل
922,blasen::V,дунути,پو کول
923,pfeifen::V,свистіти,شپېلک وهل
924,schreien::V,кричати,ناره کول
925,stöhnen::V,стогнати,زګېروی کول
926,zittern::V,тремтіти,لړزېدل
927,leben::V,жити,ژوند کول
928,geboren werden::V,народитися,زېږېدل
929,atmen::V,дихати,ساه کښل
930,atmen::V,дихати,تنفس کول
931,trinken::V,пити,څښل
932,essen::V,їсти,خوړل
933,schlucken::V,ковтати,غړپول
934,müde werden::V,втомитися,ستړی کېدل
935,einschlafen::V,заснути,ویده کېدل
936,schlafen::V,спати,خوب کول
937,aufwachen::V,прокинутися,ویښېدل
938,aufstehen::V,встати,پاڅېدل
939,sich erholen::V,відпочивати,استراحت کول
940,krank werden::V,захворіти,رنځورېدل
941,krank sein::V,хворіти,ناجوړېدل
942,schmerzen::V,боліти,خوږېدل
943,schmerzen::V,боліти,درد کول
944,husten::V,кашляти,ټوخېدل
945,genesen::V,одужати,رغېدل
946,genesen::V,видужати,رغېدل
947,sterben::V,померти,مړل
948,umkommen::V,згинути,تلفېدل
949,sich bewegen::V,рухатися,چلېدل
950,sich bewegen::V,рухатися,حرکت کول
951,sich rühren::V,ворушитися,ښورېدل
952,sich erheben::V,встати,درېدل
953,sich setzen::V,сісти,کښېنستل
954,hinfallen::V,упасти,لوېدل
955,laufen::V,ходити,منډې وهل
956,schreiten::V,крокувати,قدم ایښودل
957,spazierengehen::V,гуляти,چکر وهل
958,eilen::V,спішити,بېړه کول
959,sich beeilen::V,поспішати,عجله کول
960,sausen::V,мчатися,ځغستل
961,rennen::V,бігати,زغلېدل
962,springen::V,скакати,ټوپ وهل
963,springen::V,стрибати,ټوپ وهل
964,klettern::V,лазити,ختل
965,schaukeln::V,гойдатися,زنګېدل
966,kriechen::V,повзати,خاپوړی وهل
967,schwimmen::V,пливти,لامبو وهل
968,schwimmen::V,плавати,لامبو وهل
969,tauchen::V,пірнати,غوټه وهل
970,rudern::V,гребти,پارو وهل
971,rudern::V,веслувати,پارو وهل
972,fahren::V,їхати,تلل
973,fliegen::V,літати,الوتل
974,gehen::V,іти,تلل
975,weggehen::V,піти,بهر وتل
976,abfahren::V,від’їхати,تلل
977,abfahren::V,відправитися,تلل
978,anhalten::V,зупинитися,ودرېدل
979,hineingehen::V,входити,داخلېدل
980,eintreten::V,увійти,ننوتل
981,kommen::V,прийти,راتلل
982,ankommen::V,прибути,رسېدل
983,zurückkommen::V,повернутися,بېرته راتلل
984,bleiben::V,залишитися,پاتې کېدل
985,warten::V,чекати,انتظار وېستل
986,erwarten::V,чекати,انتظار کول
987,suchen::V,шукати,لټول
988,finden::V,знайти,میندل
989,finden::V,знайти,پیدا کول
990,versuchen::V,випробовувати,هڅه کول
991,vorbereiten::V,підготувати,چمتوکول
992,lieben::V,любити,مینه لرل
993,mögen::V,любити,خوښول
994,mögen::V,любити,علاقه لرل
995,mögen::V,подобатися,خوښول
996,mögen::V,подобатися,علاقه لرل
997,lachen::V,сміятися,خندېدل
998,rühren::V,розчулити,اغېزه کول
999,weinen::V,плакати,ژړل
1000,schimpfen::V,лаятися,ښکنځا کول
1001,sich ärgern::V,сердитися,قهر راتلل
1002,sich fürchten::V,боятися,ډارېدل
1003,fürchten::V,боятися,ډارېدل
1004,fliehen::V,тікати,تښتېدل
1005,flüchten::V,утекти,تښتېدل
1006,sehen::V,бачити,لیدل
1007,anschauen::V,поглянути,کتل
1008,ansehen::V,дивитися на,ننداره کول
1009,hören::V,чути,اورېدل
1010,zuhören::V,слухати,غوږ نیول
1011,probieren::V,покуштувати,څکه کول
1012,probieren::V,покуштувати,چاشنی کول
1013,riechen::V,нюхати,بويول
1014,fühlen::V,відчувати,حسول
1015,scheinen::V,здаватися,ښکارېدل
1016,zu sehen sein::V,виднітися,ښکارېدل
1017,vernehmen::V,почути,خبرېدل
1018,frieren::V,мерзнути,ساړه کېتل
1019,tun::V,робити,کول
1020,können::V,могти,کولای شول
1021,können::V,могти,د لاسه کېدل
1022,wollen::V,хотіти,غوښتل
1023,anfangen::V,почати,شروع کول
1024,beenden::V,закінчити,ختمول
1025,beenden::V,закінчити,پای ته رسول
1026,aufhören::V,перестати,بس کول
1027,gelingen::V,вдатися,موفق کېدل
1028,gelingen::V,вдатися,بریالی کېدل
1029,geraten::V,опинитися,کېدل
1030,öffnen::V,відкрити,خلاصول
1031,öffnen::V,відкрити,پرانیستل
1032,schließen::V,закрити,تړل
1033,stellen::V,поставити,ایښودل
1034,setzen::V,посадити,کښېنول
1035,legen::V,класти,ایښودل
1036,berühren::V,чіпати,لاس وهل
1037,verbinden::V,зв’язати,تړل
1038,bedecken::V,покрити,پوښول
1039,aufhängen::V,повісити,ځوړندول
1040,anzünden::V,запалити,بلول
1041,aufheben::V,підняти,پورته کول
1042,zurücklassen::V,залишити,پرېښودل
1043,verlieren::V,загубити,ورکول
1044,fallen lassen::V,упустити,له لاسه لوېدل
1045,machen::V,зробити,کول
1046,herstellen::V,виготовити,جوړول
1047,herstellen::V,виготовити,توليدول
1048,bauen::V,будувати,جوړول
1049,reparieren::V,лагодити,ترمیمول
1050,verbessern::V,поліпшити,اصلاح کول
1051,ändern::V,змінити,تغیر ورکول
1052,graben::V,копати,کيندل
1053,beugen::V,зігнути,ټیټول
1054,biegen::V,погнути,کږول
1055,drehen::V,вертіти,ګرځول
1056,wenden::V,повернути,اړول
1057,umdrehen::V,перевернути,اړول
1058,heben::V,піднімати,جګول
1059,heben::V,піднімати,پورته کول
1060,hochheben::V,підняти,جګول
1061,ergreifen::V,схопити,نیول
1062,halten::V,тримати,نیول
1063,drücken::V,натискати,کښېکښل
1064,schieben::V,пхати,پوری وهل
1065,schieben::V,штовхати,پوری وهل
1066,kratzen::V,шкребти,ګرول
1067,lecken::V,лизати,څټل
1068,beißen::V,кусати,چیچل
1069,abreißen::V,відірвати,شکول
1070,abschneiden::V,відрізати,پرېکول
1071,binden::V,в’язати,تړل
1072,stecken::V,увіткнути,ټومبل
1073,brechen::V,зламати,ماتول
1074,klopfen::V,стукати,ټکول
1075,hauen::V,бити,ټکول
1076,kleben::V,клеїти,نښلول
1077,kleben::V,клеїти,سرېښول
1078,reiben::V,терти,مږل
1079,streichen::V,намазати,مښل
1080,schleifen::V,точити,تېره کول
1081,schneiden::V,різати,غوڅول
1082,schneiden::V,різати,پرېکول
1083,rütteln::V,хитати,خوڅول
1084,schütteln::V,трясти,ښورول
1085,schwenken::V,махати,خوڅول
1086,schütten::V,налити,اچول
1087,schütten::V,налити,تویول
1088,füllen::V,наповнити,ډکول
1089,einwickeln::V,загорнути,پېچل
1090,einwickeln::V,загорнути,نغښتل
1091,tragen::V,нести,وړل
1092,schleppen::V,тягти,وړل
1093,ziehen::V,тягнути,کښل
1094,aufbewahren::V,зберігати,ساتل
1095,werfen::V,кидати,اچول
1096,werfen::V,кидати,غورځول
1097,fangen::V,ловити,نیول
1098,fangen::V,ловити,ګیرول
1099,packen::V,схопити,نیول
1100,verstecken::V,сховати,پټول
1101,teilen::V,розділити,وېشل
1102,teilen::V,розділити,تقسیمول
1103,schicken::V,посилати,لېږل
1104,schicken::V,посилати,استول
1105,bringen::V,принести,راوړل
1106,hinzufügen::V,додати,زیاتول
1107,bekommen::V,дістати,حاصلول
1108,erhalten::V,одержати,اخیستل
1109,nehmen::V,взяти,نیول
1110,nehmen::V,взяти,اخيستل
1111,wählen::V,вибрати,خوښول
1112,auswählen::V,відібрати,چنده کول
1113,bewahren::V,зберегти,ساتل
1114,behindern::V,перешкоджати,مانع کېدل
1115,behindern::V,перешкоджати,ممانعت کول
1116,verderben::V,зіпсувати,خرابېدل
1117,beschädigen::V,зашкодити,ورانول
1118,zerbrechen::V,розбити,ماتول
1119,zerreißen::V,розірвати,څیرې کول
1120,zerstören::V,зруйнувати,ړنګول
1121,zerstören::V,зруйнувати,ورانول
1122,verbrennen::V,спалити,سوځول
1123,geben::V,дати,ورکول
1124,reichen::V,передати,ورکول
1125,schenken::V,дарувати,بښل
1126,versprechen::V,обіцяти,لوز کول
1127,wünschen::V,бажати,غوښتل
1128,loben::V,хвалити,ستایل
1129,loben::V,хвалити,تمجید کول
1130,küssen::V,цілувати,ښکلول
1131,wiegen::V,качати,زنګول
1132,zudecken::V,накрити,پوښول
1133,wecken::V,розбудити,ويښول
1134,zeigen::V,показати,ښودل
1135,führen::V,вести,بیول
1136,lehren::V,вчити,درس ورکول
1137,lehren::V,вчити,تعلیم ورکول
1138,unterrichten::V,викладати,درس ورکول
1139,aufziehen::V,виховати,روزل
1140,leiten::V,керувати,رهبری کول
1141,leiten::V,керувати,لارښوونه کول
1142,antreiben::V,підганяти,چټک کول
1143,lassen::V,змусити,اړکول
1144,einladen::V,запросити,بلل
1145,vereinigen::V,об’єднати,متحد کول
1146,vereinigen::V,об’єднати,یوځای کول
1147,besuchen::V,завітати,کتنه کول
1148,besuchen::V,відвідати,کتنه کول
1149,treffen::V,зустріти,ليدل
1150,treffen::V,зустріти,تلقی کول
1151,sich versammeln::V,зібратися,راغونډېدل
1152,spielen::V,грати,لوبه کول
1153,singen::V,співати,سندرې وېل
1154,tanzen::V,танцювати,ګډېدل
1155,sich trennen::V,розлучитися,بېلېدل
1156,verlassen::V,покинути,ترک کول
1157,retten::V,врятувати,نجات ورکول
1158,bewachen::V,охороняти,ساتل
1159,bewachen::V,охороняти,حفاظت کول
1160,schützen::V,уберігати,ژغورل
1161,verteidigen::V,захистити,دفاع کول
1162,sich schlagen::V,битися,جنګېدل
1163,sich schlagen::V,дратися,جنګېدل
1164,schießen::V,стріляти,ویشتل
1165,siegen::V,перемогти,غالبېدل
1166,ärgern::V,сердити,خپه کول
1167,schlagen::V,ударити,وهل
1168,treten::V,штовхати,په لغته وهل
1169,stechen::V,вколоти,ټومبل
1170,stoßen::V,штовхнути,ټېل وهل
1171,stoßen::V,штовхнути,پوری وهل
1172,stehlen::V,украсти,تښتول
1173,stehlen::V,украсти,غلا کول
1174,stören::V,перешкодити,ماتول
1175,belästigen::V,докучати,ځورول
1176,belästigen::V,докучати,تکلیف ورکول
1177,verbergen::V,сховати,پټول
1178,täuschen::V,обдурити,تېرایستل
1179,täuschen::V,обдурити,خطا ایستل
1180,betrügen::V,зшахраювати,غولول
1181,töten::V,убити,وژل
1182,töten::V,убити,مړ کول
1183,wohnen::V,жити,اوسېدل
1184,wohnen::V,мешкати,اوسېدل
1185,arbeiten::V,працювати,کار کول
1186,sammeln::V,зібрати,راټولول
1187,sammeln::V,зібрати,راغونډول
1188,pflücken::V,зривати,شکول
1189,jagen::V,полювати,ښکار کول
1190,fischen::V,рибалити,کب نيول
1191,fassen::V,піймати,نیول
1192,fassen::V,піймати,ګیرول
1193,hüten::V,пасти,پوول
1194,treiben::V,гнати,بیول
1195,anbinden::V,прив’язати,تړل
1196,füttern::V,годувати,خوراک ورکول
1197,füttern::V,харчувати,خوراک ورکول
1198,melken::V,доїти,لوشل
1199,hacken::V,рубати,پی کول
1200,gießen::V,полити,اوبه کول
1201,reifen::V,дозріти,رسېدل
1202,zubereiten::V,зготовити,تیارول
1203,zubereiten::V,приготувати,تیارول
1204,kochen::V,варити,پخول
1205,kochen::V,готувати,پخول
1206,backen::V,пекти,پخول
1207,braten::V,смажити,وريتول
1208,umrühren::V,переміщати,لړل
1209,stricken::V,в’язати,اوبدل
1210,nähen::V,шити,ګنډل
1211,färben::V,пофарбувати,رنګول
1212,reinigen::V,очистити,صافول
1213,waschen::V,мити,مینځل
1214,abwischen::V,витерти,وچول
1215,spülen::V,полоскати,کنګالول
1216,fegen::V,підмітати,جارو کول
1217,kehren::V,мести,جارو کول
1218,baden::V,купатися,لمبېدل
1219,sich waschen::V,митися,ځان مينځل
1220,ausziehen::V,зняти,کښل
1221,ausziehen::V,зняти,ایستل
1222,anziehen::V,надіти,اغوستل
1223,sich anziehen::V,одягтися,کالی اغوستل
1224,sich anziehen::V,одягнутися,کالی اغوستل
1225,kämmen::V,зачесати,ګمنځول
1226,schmücken::V,оздобити,ښکلی کول
1227,sagen::V,сказати,وېل
1228,sprechen::V,говорити,وېل
1229,sprechen::V,говорити,غږېدل
1230,reden::V,розмовляти,ګړېدل
1231,reden::V,розмовляти,خبرې کول
1232,sich unterhalten::V,бесідувати,خبری کول
1233,fragen::V,запитати,پوښتنه کول
1234,bitten::V,просити,غوښتل
1235,erzählen::V,розповісти,کيسه کول
1236,erzählen::V,розповісти,حکايت کول
1237,mitteilen::V,повідомити,خبرول
1238,mitteilen::V,повідомити,خبر ورکول
1239,nennen::V,назвати,نوم ايښودل
1240,rufen::V,кликати,بلل
1241,prahlen::V,хвалитися,لاپې وهل
1242,übersetzen::V,перекласти,ژباړل
1243,übersetzen::V,перекласти,ترجمه کول
1244,denken::V,думати,فکر کول
1245,denken::V,мислити,فکر کول
1246,glauben::V,вірити,باور کول
1247,bemerken::V,помітити,لیدل
1248,erkennen::V,пізнати,پېژندل
1249,begreifen::V,осягнути,رسېدل
1250,begreifen::V,осягнути,پوهېدل
1251,verstehen::V,почути,پوهېدل
1252,lernen::V,навчатися,زده کول
1253,lernen::V,навчатися,درس لوستل
1254,wissen::V,знати,پوهېدل
1255,sich erinnern an::V,пам’ятати,یادول
1256,sich erinnern an::V,пам’ятати,په یاد راوړل
1257,vergessen::V,забути,هېرول
1258,messen::V,міряти,اندازه کول
1259,zählen::V,лічити,شمارل
1260,rechnen::V,рахувати,حسابول
1261,lesen::V,читати,لوستل
1262,malen::V,малювати,رسمول
1263,zeichnen::V,рисувати,رسمول
1264,schreiben::V,писати,لیکل
1265,besitzen::V,мати,لرل
1266,kaufen::V,купити,رانیول
1267,verkaufen::V,продати,خرڅول
1268,bezahlen::V,заплатити,تأدیه کول
1269,zahlen::V,платити,کسات اخيستل
1270,beherrschen::V,володіти,تسلط لرل
1271,ertragen::V,витерпіти,زغمل
