,Concept_ID,uk,myv
304,Kreis::N,круг,кирькс
305,Kreis::N,коло,кирькс
306,Kreuz::N,хрест,крёст
307,Linie::N,лінія,кикс
308,Strich::N,штрих,межа
309,Abstand::N,проміжок,ютко
310,Entfernung::N,відстань,ютко
311,Gegend::N,місцевість,тарка
312,Gegend::N,місцевість,пертьпелькс
313,Platz::N,площа,васолкс
314,Ort::N,місце,тарка
315,Seite::N,сторона,ён
316,Seite::N,сторона,чире
317,Mitte::N,середина,куншка
318,Gegenstand::N,предмет,предмет
319,Sache::N,річ,тев
320,Sache::N,річ,веща
321,Rand::N,край,пе
322,Rand::N,край,чире
323,Kante::N,ребро,ирдез
324,Ecke::N,ріг,ужо
325,Spitze::N,кінчик,пряне
326,Spitze::N,кінчик,пе
327,Ende::N,кінець,пе
328,Loch::N,діра,варя
329,Winkel::N,куток,ужо
330,Muster::N,узор,сёрма
331,Größe::N,розмір,сэрь
332,Größe::N,розмір,покшолма
333,Länge::N,довжина,кувалмо
334,Höhe::N,висота,сэрь
335,Höhe::N,висота,пандо
336,Gewicht::N,вага,сталмо
337,Menge::N,кількість,лововкс
338,Haufen::N,купа,мар
339,Haufen::N,купа,валявкс
340,Reihe::N,ряд,ряд
341,Boot::N,човен,венч
342,Ruder::N,весло,милё
343,Schlitten::N,сани,нурдт
344,Ski::N,лижа,сокс
345,Lagerfeuer::N,вогнище,толбандя
346,Last::N,тягар,сталмо
347,Last::N,тягар,кандома
348,Last::N,вантаж,сталмо
349,Last::N,вантаж,кандома
350,Gang::N,хід,молема
351,Gang::N,хід,якамо
352,Schritt::N,крок,эскелькс
353,Norden::N,північ,якшамо ёнкс
354,Süden::N,південь,лембе ёнкс
355,Westen::N,захід,чивалгома
356,Osten::N,схід,чилисема
357,Holz::N,дрова,чувто
358,Brett::N,дошка,лаз
359,Platte::N,плита,плита
360,Stütze::N,підпірка,неже
361,Stange::N,жердина,олга
362,Stock::N,палиця,мандо
363,Stab::N,палиця,олога
364,Rohr::N,труба,турба
365,Haus::N,дім,кудо
366,Haus::N,хата,кудо
367,Heim::N,житло,кудо
368,Ofen::N,піч,каштомо
369,Fußboden::N,підлога,киякс
370,Tisch::N,стіл,столь
371,Stuhl::N,стілець,стул
372,Wiege::N,колиска,лавсь
373,Wiege::N,колиска,нурямот
374,Bett::N,ліжко,ацамо
375,Bett::N,постіль,ацамо
376,Regal::N,полиця,лався
377,Regal::N,полиця,лавсяланго
378,Kiste::N,ящик,горобия
379,Kiste::N,ящик,сундук
380,Fenster::N,вікно,вальма
381,Tür::N,двері,кенкш
382,Tor::N,ворота,ортат
383,Zaun::N,паркан,пирявт
384,Zaun::N,паркан,пирвякс
385,Zaun::N,огорожа,пирявт
386,Zaun::N,огорожа,пирвякс
387,Dach::N,дах,кудопря
388,Leiter::N,драбина,кузтема
389,Besen::N,мітла,тенсть
390,Spaten::N,заступ,койме
391,Schaufel::N,совок,кече
392,Schaufel::N,совок,келей койме
393,Schaufel::N,лопата,кече
394,Schaufel::N,лопата,келей койме
395,Gabel::N,виделка,сянгине
396,Löffel::N,ложка,пенч
397,Messer::N,ніж,пеель
398,Nagel::N,цвях,эске
399,Netz::N,сіть,алтыма
400,Haken::N,крюк,кечказ
401,Griff::N,ручка,кедне
402,Griff::N,держак,кедне
403,Schloss::N,замок,замок
404,Schloss::N,замок,панжома
405,Bild::N,картина,картина
406,Figur::N,фігура,рунго
407,Puppe::N,лялька,няка
408,Beutel::N,мішечок,кескав
409,Beutel::N,торбинка,кескав
410,Bündel::N,в’язка,керькс
411,Tasche::N,сумка,юдма
412,Eimer::N,відро,ведра
413,Deckel::N,кришка,велькс
414,Geschirr::N,посуд,кедьге
415,Sack::N,мішок,кескав
416,Tasse::N,чашка,чакш
417,Topf::N,горщик,кастрюля
418,Kessel::N,котел,котёл
419,Essen::N,їжа,ярсамо
420,Nahrung::N,харч,ярсамопель
421,Speise::N,страва,ярсамопель
422,Fleisch::N,м’ясо,сывель
423,Getreide::N,хліб,сюро
424,Getreide::N,збіжжя,сюро
425,Brei::N,каша,каша
426,Brot::N,хліб,кши
427,Scheibe::N,скибочка,кочом
428,Scheibe::N,скибочка,сускомо
429,Fett::N,жир,куя
430,Butter::N,масло,ой
431,Öl::N,олія,ой
432,Salz::N,сіль,сал
433,Suppe::N,суп,ям
434,Honig::N,мед,медь
435,Milch::N,молоко,ловсо
436,Tee::N,чай,чай
437,Leder::N,шкіра,киське
438,Wolle::N,шерсть,пона
439,Stoff::N,тканина,коцт
440,Nadel::N,голка,салмукс
441,Faden::N,нитка,суре
442,Knopf::N,ґудзик,пов
443,Knoten::N,вузол,сюлмо
444,Farbe::N,фарба,артомапель
445,Kleidung::N,одяг,оршамот
446,Kleidung::N,убрання,оршамот
447,Hemd::N,сорочка,панар
448,Kragen::N,комір,сиве
449,Ärmel::N,рукав,ожа
450,Hose::N,брюки,понкст
451,Gürtel::N,пояс,каркс
452,Mütze::N,шапка,чапка
453,Schuh::N,ботинок,туфля
454,Stiefel::N,чобіт,кем
455,Ring::N,кільце,суркс
456,Band::N,стрічка,лента
457,Kamm::N,гребінець,сурсеме
458,Spiegel::N,дзеркало,чавачамо
459,Riemen::N,ремінь,кшнань каркс
460,Schnur::N,вірьовка,пикс
461,Leine::N,шворка,ведьме
462,Decke::N,ковдра,вельтямо
463,Kissen::N,подушка,тодов
464,Tuch::N,хустка,паця
465,Handtuch::N,рушник,нардамо
466,Kraft::N,сила,вий
467,Stärke::N,сила,виевчи
468,Gesundheit::N,здоров’я,шумбрачи
469,Krankheit::N,хвороба,орма
470,Krankheit::N,хвороба,сэредема
471,Schmerz::N,біль,сэредькс
472,Wunde::N,рана,керявкс
473,Fieber::N,гарячка,маштыкс
474,Arznei::N,ліки,ормаменькс
475,Brücke::N,міст,сэдь
476,Brücke::N,міст,мадамо
477,Brunnen::N,колодязь,лисьма
478,Weide::N,пасовище,ракшань ванома тарка
479,Pfad::N,стежка,ян
480,Weg::N,шлях,ки
481,Weg::N,дорога,ки
482,Straße::N,вулиця,ки
483,Dorf::N,село,веле
484,Stadt::N,місто,ош
485,Brief::N,лист,сёрма
486,Buch::N,книга,книга
487,Buch::N,книжка,книга
488,Buchstabe::N,буква,буква
489,Buchstabe::N,літера,буква
490,Zeitung::N,газета,газета
491,Leben::N,життя,эрямо
492,Tod::N,смерть,кулома
493,Grab::N,могила,калмо
494,Kirche::N,церква,церькова
495,Sünde::N,гріх,чумочи
496,Gott::N,бог,паз
497,Arbeiter::N,робітник,робочей
498,Chef::N,хазяїн,прявт
499,Meister::N,умілець,кол тевень тенця
500,Arzt::N,лікар,врач
501,Lehrer::N,вчитель,учитель
502,Lehrer::N,вчитель,тонавтыця
503,Geld::N,гроші,ярмак
504,Geschäft::N,заняття,ладязь тев
505,Laden::N,магазин,лавка
506,Laden::N,крамниця,лавка
507,Preis::N,ціна,питне
508,Ware::N,товар,миевкс
509,Ware::N,товар,рамавкс
510,Nutzen::N,вигода,паро
511,Nutzen::N,вигода,лезэ
512,Nutzen::N,користь,паро
513,Nutzen::N,користь,лезэ
514,Reichtum::N,багатство,сюпавчи
515,Welt::N,світ,мир
516,Welt::N,світ,мастор ланго
517,Land::N,країна,мастор
518,Staat::N,держава,государства
519,König::N,король,король
520,Macht::N,влада,азорксчи
521,Grenze::N,кордон,буен тешкс
522,Krieg::N,війна,война
523,Feind::N,ворог,душман
524,Gewalt::N,насильство,нарьгамо
525,Kampf::N,бій,тюрема
526,Kampf::N,боротьба,тюрема
527,Bogen[Waffe]::N,лук,нал
528,Pfeil::N,стріла,нал
529,Gewehr::N,рушниця,ружия
530,Gewehr::N,рушниця,винтовка
531,Gewehr::N,гвинтівка,ружия
532,Gewehr::N,гвинтівка,винтовка
533,Fehler::N,помилка,ильведькс
534,Fehler::N,помилка,ильведевкс
535,Lüge::N,брехня,манчема
536,Lüge::N,брехня,кенгелема
537,Schaden::N,шкода,зыян
538,Schaden::N,збиток,зыян
539,Unglück::N,нещастя,зыян
540,Schuld::N,провина,чумочи
541,Alter::N,вік,шка
542,Alter::N,літа,шка
543,Schluss::N,кінець,пе
544,Zeit::N,час,шка
545,Zeit::N,час,пинге
546,Tag::N,день,чи
547,Morgen::N,ранок,валске
548,Mittag::N,південь,чикуншка
549,Abend::N,вечір,чокшнэ
550,Nacht::N,ніч,ве
551,Woche::N,тиждень,недля
552,Monat::N,місяць,ков
553,Jahr::N,рік,ие
554,Frühling::N,весна,тундо
555,Sommer::N,літо,кизэ
556,Herbst::N,осінь,сёксь
557,Winter::N,зима,теле
558,Januar::N,січень,якшамков
559,Februar::N,лютий,февраль
560,März::N,березень,март
561,April::N,квітень,апрель
562,Mai::N,травень,май
563,Juni::N,червень,июнь
564,Juli::N,липень,июль
565,August::N,серпень,август
566,September::N,вересень,сентября
567,Oktober::N,жовтень,октября
568,November::N,листопад,ноября
569,Dezember::N,грудень,декабря
570,Montag::N,понеділок,пондельник
571,Dienstag::N,вівторок,овторник
572,Mittwoch::N,середа,серёда
573,Donnerstag::N,четвер,цетьверьг
574,Freitag::N,п’ятниця,пеця
575,Samstag::N,субота,субута
576,Samstag::N,субота,шлямочи
577,Sonntag::N,неділя,недлячи
578,groß::A,великий,ине
579,groß::A,великий,покш
580,klein::A,малий,вишка
581,klein::A,маленький,вишка
582,lang::A,довгий,кувака
583,kurz::A,короткий,нурькине
584,breit::A,широкий,келей
585,schmal::A,вузький,теине
586,dicht::A,густий,тусто
587,dick[Gegenstand]::A,товстий,эчке
588,dünn::A,тонкий,човине
589,fein::A,дрібний,човине
590,fest::A,міцний,кеме
591,flach::A,плоский,лапужа
592,glatt::A,рівний,валаня
593,glatt::A,гладенький,валаня
594,hart::A,твердий,калгодо
595,weich::A,м’який,чевте
596,rund::A,круглий,кеверь
597,spitz::A,гострокінцевий,пшти
598,scharf::A,гострий,пшти
599,stumpf::A,тупий,ношка
600,schwer::A,важкий,стака
601,schön::A,вродливий,мазый
602,heiß::A,жаркий,пси
603,heiß::A,гарячий,пси
604,warm::A,теплий,лембе
605,kalt::A,холодний,якшамо
606,kühl::A,прохолодний,экше
607,frisch::A,свіжий,свежа
608,feucht::A,вогкий,летьке
609,nass::A,мокрий,начко
610,trocken::A,сухий,коське
611,voll::A,повний,пешксе
612,leer::A,пустий,чаво
613,offen::A,відкритий,панжадо
614,offen::A,відкритий,виде
615,geschlossen::A,закритий,пекстазь
616,geschlossen::A,закритий,сёлгозь
617,geschlossen::A,зачинений,пекстазь
618,geschlossen::A,зачинений,сёлгозь
619,sauber::A,чистий,ванькс
620,sauber::A,охайний,ванькс
621,schmutzig::A,брудний,ливезев
622,roh::A,сирий,верек
623,reif::A,зрілий,кенерезь
624,lecker::A,смачний,тантей
625,süß::A,солодкий,ламбамо
626,bitter::A,гіркий,сэпей
627,sauer::A,кислий,чапамо
628,hell::A,світлий,валдо
629,dunkel::A,темний,чопода
630,schwarz::A,чорний,раужо
631,weiß::A,сивий,ашо
632,rot::A,червоний,якстере
633,gelb::A,жовтий,ожо
634,blau::A,синій,сэнь
635,grün::A,зелений,пиже
636,grau::A,сірий,шержев
637,bunt::A,барвистий,сёрмав
638,billig::A,дешевий,аволь питней
639,teuer::A,дорогий,питней
640,wertvoll::A,цінний,питней
641,blind::A,сліпий,сокор
642,taub::A,глухий,амариця
643,kräftig::A,могутній,пек виев
644,stark::A,сильний,виев
645,schwach::A,слабкий,лавшо
646,fett::A,жирний,куя
647,fett::A,товстий,куя
648,schlank::A,тонкий,виде ронга
649,schlank::A,стрункий,виде ронга
650,hübsch::A,чарівний,мазый
651,böse::A,злий,кежей
652,böse::A,лихий,кежей
653,dumm::A,дурний,чавола
654,dumm::A,дурний,превтеме
655,faul::A,ледачий,нузякс
656,fleißig::A,старанний,мелень путыця
657,geizig::A,скупий,скупой
658,klug::A,мудрий,превей
659,klug::A,розумний,превей
660,geschickt::A,умілий,маштозь теезь
661,lieb::A,милий,вадря
662,lustig::A,веселий,весёла
663,sanft::A,лагідний,сэтьме
664,hungrig::A,голодний,вачо
665,krank::A,слабий,сэредиця
666,nackt::A,голий,штапо
667,traurig::A,сумний,нусманя
668,lebendig::A,живий,эриця
669,gut::A,добрий,паро
670,schlecht::A,поганий,берянь
671,schlecht::A,кепський,берянь
672,richtig::A,правильний,виде
673,schlimm::A,бридкий,берянь
674,wahr::A,справжній,алкуксонь
675,alt::A,старий,ташто
676,neu::A,новий,од
677,ehemalig::A,колишній,икелень
678,alt[Lebewesen]::A,старий,сыре
679,jung::A,молодий,од
680,arm::A,бідний,кажов
681,reich::A,багатий,сюпав
682,bekannt::A,знайомий,содавикс
683,berühmt::A,славетний,содавикс
684,fremd::A,чужий,лия
685,fremd::A,чужий,асодавикс
686,verschieden::A,різний,эрьва
687,nah::A,близький,а васолонь
688,fern::A,далекий,умонь
689,fern::A,далекий,кезэрень
690,linker::A,лівий,керш
691,rechter::A,правий,вить
692,anderer::A,інакший,лия
693,erster::A,перший,васень
694,erster::A,перший,васенце
695,zweiter::A,другий,омбоце
696,dritter::A,третій,колмоце
697,letzter::A,останній,меельце
698,allein::ADV,сам,башка
699,allein::ADV,сам,ськамонзо
700,allein::ADV,один,башка
701,allein::ADV,один,ськамонзо
702,auf einmal::ADV,відразу,вейсэ
703,zusammen::ADV,разом,вейс
704,zusammen::ADV,разом,вейсэ
705,zusammen::ADV,спільно,вейс
706,zusammen::ADV,спільно,вейсэ
707,lange::ADV,довго,кувать
708,plötzlich::ADV,раптом,апак учо
709,sofort::ADV,зараз,курок
710,sofort::ADV,зараз,нейке
711,später::ADV,пізніше,мейле
712,jetzt::ADV,тепер,ней
713,heute::ADV,сьогодні,течи
714,morgen::ADV,завтра,ванды
715,bald::ADV,незабаром,курок
716,dann::ADV,потім,мейле
717,dann::ADV,потім,седе мейле
718,gestern::ADV,вчора,исяк
719,einst::ADV,колись,весть
720,einst::ADV,колись,зярдо-бути
721,damals::ADV,тоді,сестэ
722,danach::ADV,згодом,мейле
723,danach::ADV,згодом,седе мейле
724,vorher::ADV,раніше,васняяк
725,zuerst::ADV,спершу,васня
726,zuerst::ADV,спочатку,васня
727,einmal::ADV,один раз,весть
728,manchmal::ADV,іноді,лиясто
729,manchmal::ADV,інколи,лиясто
730,oft::ADV,часто,сеетьстэ
731,immer::ADV,завжди,свал
732,niemals::ADV,ніколи,а зярдояк
733,hier::ADV,тут,тесэ
734,hierhin::ADV,сюди,тей
735,von hier::ADV,звідси,тестэ
736,dort::ADV,там,тосо
737,dorthin::ADV,туди,тов
738,geradeaus::ADV,прямо,витьстэ
739,vorwärts::ADV,вперед,икелев
740,rückwärts::ADV,назад,мекев
741,zurück::ADV,назад,мекев
742,unten::ADV,внизу,ало
743,hinab::ADV,вниз,алов
744,oben::ADV,вгорі,вере
745,hinauf::ADV,вгору,верев
746,überall::ADV,скрізь,эрьва косо
747,nicht::ADV,не,а
748,ein wenig::ADV,трохи,аламошка
749,ein wenig::ADV,небагато,аламошка
750,kaum::ADV,ледве,ансяк
751,sehr::ADV,дуже,пек
752,sehr::ADV,дуже,вельть
753,so::ADV,так,истя
754,noch::ADV,ще,таго
755,nur::ADV,лише,ансяк
756,nur::ADV,тільки,ансяк
757,schon::ADV,вже,уш
758,wieder::ADV,знову,таго
759,vergebens::ADV,дарма,стяко
760,vor::PRP,перед,икеле
761,hinter::PRP,ззаду,вельде
762,hinter::PRP,позаду,вельде
763,unter::PRP,під,ало
764,durch::PRP,крізь,пачк
765,neben::PRP,біля,вакссо
766,zwischen::PRP,між,ютксо
767,wegen::PRP,з-за,кис
768,wegen::PRP,з-за,коряс
769,wegen::PRP,з-за,кувалт
770,wegen::PRP,через,кис
771,wegen::PRP,через,коряс
772,wegen::PRP,через,кувалт
773,dies::PRN,це,те
774,das::PRN,то,те
775,das::PRN,то,тона
776,alles::PRN,все,весе
777,alles::PRN,все,весемесь
778,ich::PRN,я,мон
779,du::PRN,ти,тон
780,er::PRN,він,сон
781,wir::PRN,ми,минь
782,ihr::PRN,ви,тынь
783,sie::PRN,вони,сынь
784,was::FPRN,що,мезе
785,wer::FPRN,хто,ки
786,wo::FADV,де,косо
787,wohin::FADV,куди,ков
788,wohin::FADV,куди,козо
789,wie::FADV,як,кода
790,warum::FADV,чому,мекс
791,wieviel::FNUM,скільки,зяро
792,eins::NUM,один,вейке
793,zwei::NUM,два,кавто
794,drei::NUM,три,колмо
795,vier::NUM,чотири,ниле
796,fünf::NUM,п’ять,вете
797,sechs::NUM,шість,кото
798,sieben::NUM,сім,сисем
799,acht::NUM,вісім,кавксо
800,neun::NUM,дев’ять,вейксэ
801,zehn::NUM,десять,кемень
802,elf::NUM,одинадцять,кевейкее
803,zwölf::NUM,дванадцять,кемгавтово
804,zwanzig::NUM,двадцять,комсь
805,dreißig::NUM,тридцять,колоньгемень
806,vierzig::NUM,сорок,ниленьгемень
807,fünfzig::NUM,п’ятдесят,ведьгемень
808,sechzig::NUM,шістдесят,кодгемень
809,siebzig::NUM,сімдесят,сизьгемень
810,achtzig::NUM,вісімдесят,кавксоньгемень
811,neunzig::NUM,дев’яносто,вейксэньгемень
812,hundert::NUM,сто,сядо
813,tausend::NUM,тисяча,тыща
814,und::CNJ,і,ды
815,oder::CNJ,або,или
816,stehen::V,стояти,аштемс стядо
817,sitzen::V,сидіти,аштемс озадо
818,liegen::V,лежати,мадезь аштемс
819,hängen::V,висіти,нурьгемс
820,werden::V,стати,арамс
821,werden::V,робитися,арамс
822,passieren::V,трапитися,лисэмс
823,beginnen::V,початися,ушодомс
824,enden::V,кінчитися,лоткамс
