,Concept_ID,la,te
703,wohin::FADV,quo,ఎందుకు
704,wie::FADV,quomodo,ఎట్టు
705,warum::FADV,cur,ఏల
706,wieviel::FNUM,quantum,ఎంత
707,eins::NUM,unus,ఒకటి
708,zwei::NUM,duo,రెండు
709,drei::NUM,tres,మూడు
710,vier::NUM,quattuor,నాలుగు
711,fünf::NUM,quinque,అయిదు
712,sechs::NUM,sex,ఆఱు
713,sieben::NUM,septem,ఏరు
714,acht::NUM,octo,ఎనిమదు
715,neun::NUM,novem,తొమ్మిది
716,zehn::NUM,decem,పది
717,elf::NUM,undecim,పదునొకొండు
718,zwölf::NUM,duodecim,పండ్రండు
719,zwanzig::NUM,viginti,ఇరుపది
720,dreißig::NUM,triginta,ముప్పది
721,vierzig::NUM,quadraginta,నలువది
722,fünfzig::NUM,quinquaginta,ఏబది
723,sechzig::NUM,sexaginta,అరుపది
724,siebzig::NUM,septuaginta,డెబ్బది
725,achtzig::NUM,octoginta,ఎనుబది
726,neunzig::NUM,nonaginta,తొంబది
727,hundert::NUM,centum,నూఱు
728,tausend::NUM,mille,వేయి
729,und::CNJ,et,మఱియు
730,und::CNJ,-que,మఱియు
731,oder::CNJ,vel,లేక
732,stehen::V,stare,నిలుచు
733,sitzen::V,sedere,కూర్చుండు
734,liegen::V,iacere,పండుకొనుట
735,hängen::V,pendere,వ్రేలాడదీయు
736,werden::V,fieri,అగు
737,passieren::V,accidere,సంభవించు
738,beginnen::V,incipere,ఆరంభించు
739,enden::V,finem habere,తీరుట
740,wechseln::V,mutari,మార్చు
741,aufgehen[Sonne]::V,oriri,ఉదయించు
742,untergehen[Sonne]::V,occidere,అస్తమించు
743,scheinen[Sonne]::V,lucere,ప్రకాశించు
744,donnern::V,tonare,ఉరుముట
745,wehen::V,flare,దురద్పప్టము
746,strömen::V,fluere,పారుట
747,fließen::V,manare,ప్రవహించు
748,sich drehen::V,torqueri,తిరుగు
749,schwanken::V,vacillare,ఆడించుట
750,schwingen::V,vibrare,ఊగుట
751,fallen::V,cadere,పడు
752,brennen::V,ardere,కాలుట
753,rauchen::V,fumare,పొగసుట
754,regnen::V,pluere,కురిపించుట
755,gefrieren::V,congelari,గడ్డకట్టు
756,tauen::V,rorare,కరగు
757,schmelzen::V,liquescere,కరగు
758,trocknen::V,arescere,యెండుట
759,sieden::V,fervere,ఉడుకు
760,faulen::V,putescere,క్రుళ్లు
761,verfaulen::V,putescere,క్షిణించు
762,reißen::V,scindi,చించు
763,versinken::V,mergi,మునుగు
764,vergehen::V,praeterire,సంభవించు
765,erscheinen::V,apparere,కనబడు
766,verschwinden::V,discedere,అదృశ్యమగు
767,sinken::V,labi,ముణుగుట
768,abnehmen::V,deminui,తగ్గు
769,zunehmen::V,augeri,పెరుగుట
770,steigen::V,augescere,లేచు
771,wachsen::V,crescere,పెరుగు
772,glänzen::V,splendere,ప్రకాశించు
773,funkeln::V,micare,ప్రకాశించు
774,lärmen::V,strepere,అరుచుట
775,läuten::V,sonare,మేళవించుట
776,klingeln::V,tinnire,వాయించుట
777,klirren::V,crepare,ఘంటానాదము
778,brausen::V,saevire,గర్జించు
779,rauschen::V,crepare,చటచటమనుట
780,klingen::V,sonare,ధ్వనించుట
781,bellen::V,latrare,అఱచు
782,heulen::V,ululare,కూయు
783,blasen::V,flare,దురద్పప్టము
784,pfeifen::V,sibilare,ఈలవేయు
785,schreien::V,clamare,అఱచు
786,stöhnen::V,gemere,మూలుగు
787,zittern::V,tremere,వణకు
788,zittern::V,trepidare,వణకు
789,leben::V,vivere,జీవించుట
790,geboren werden::V,nasci,పుట్టుట
791,atmen::V,spirare,ఉపిరి తీయు
792,trinken::V,bibere,త్రాగు
793,essen::V,edere,తిను
794,schlucken::V,devorare,మ్రింగు
795,müde werden::V,fatigari,అలయు
796,einschlafen::V,obdormiscere,నిద్రించు
797,schlafen::V,dormire,నిద్రురించు
798,aufwachen::V,expergisci,మేలుకొను
799,aufstehen::V,exsurgere,లేచు
800,sich erholen::V,se reficere,నడ్డి వాల్చు
801,krank werden::V,aegrescere,జబ్బుపడు
802,krank sein::V,aegrotare,జబ్బు చేయు
803,schmerzen::V,dolere,నొచ్చుట
804,husten::V,tussire,దగ్గుట
805,genesen::V,convalescere,కుదురుట
806,sterben::V,mori,మరణించు
807,umkommen::V,perire,నశించు
808,sich bewegen::V,se movere,కదలు
809,sich rühren::V,micare,కదలు
810,sich erheben::V,surgere,లేచు
811,sich setzen::V,considere,కూర్చుణ్డు
812,hinfallen::V,cadere,దొర్లు
813,laufen::V,vadere,నడచు
814,schreiten::V,gradi,అడుగుపెట్టుట
815,spazierengehen::V,ambulare,పచారు చేయు
816,eilen::V,properare,తొందరపడు
817,sich beeilen::V,festinare,త్వరపెట్టు
818,sausen::V,currere,విసరికొట్టు
819,rennen::V,currere,పరుగెత్తు
820,springen::V,salire,దుముకు
821,klettern::V,niti,ఎక్కు
822,schaukeln::V,oscillare,ఉయ్యాల ఊగు 
823,kriechen::V,repere,ప్రాకు
824,kriechen::V,serpere,ప్రాకు
825,schwimmen::V,nare,ఈదు
826,schwimmen::V,natare,ఈదు
827,tauchen::V,mergere,మునుగు
828,rudern::V,remigare,తెడ్లతోఁగడపు
829,fahren::V,vehi,నడపు
830,fliegen::V,volare,ఎగురు
831,gehen::V,ire,పోవు
832,gehen::V,vadere,పోవు
833,weggehen::V,abire,బయలుదేరు
834,weggehen::V,discedere,బయలుదేరు
835,abfahren::V,proficisci,విడిచిపోవు
836,anhalten::V,consistere,నిలుపు
837,hineingehen::V,inire,ప్రవేశించు
838,hineingehen::V,ingredi,ప్రవేశించు
839,eintreten::V,intrare,ప్రవేశించు
840,kommen::V,venire,వచ్చు
841,ankommen::V,advenire,వచ్చి చేరు
842,zurückkommen::V,revenire,తిరిగీవచ్చుట
843,bleiben::V,manere,ఉండు
844,warten::V,opperiri,కనిపెట్టు
845,erwarten::V,opperiri,నిరిక్షించు
846,erwarten::V,expectare,నిరిక్షించు
847,suchen::V,quaerere,వెదకు
848,finden::V,reperire,కనుగొను
849,versuchen::V,conari,ప్రయత్నించు
850,versuchen::V,temptare,ప్రయత్నించు
851,vorbereiten::V,parare,తయారుచేయు
852,lieben::V,amare,ప్రేమించు
853,mögen::V,amare,ఇష్టపడు
854,lachen::V,ridere,నవ్వు
855,rühren::V,commovere,గుండె తాకు
856,weinen::V,flere,వీడ్చు
857,schimpfen::V,increpare,గొణుగు
858,sich ärgern::V,indignari,అలుగు
859,sich fürchten::V,vereri,భయపడు
860,fürchten::V,timere,భయపడు
861,fliehen::V,fugere,పాఱిపోపు
862,flüchten::V,effugere,తప్పించుకొను
863,sehen::V,videre,చూచు
864,anschauen::V,aspectare,చూచు
865,ansehen::V,spectare,కాచియుండు
866,hören::V,audire,విను
867,zuhören::V,auscultare,విను
868,probieren::V,gustare,చవిచూచుట
869,riechen::V,olfacere,వాసనచూచు
870,fühlen::V,sentire,స్పర్శించుట
871,scheinen::V,videri,కనబడు
872,zu sehen sein::V,conspici,చూవు
873,vernehmen::V,comperire,విను
874,frieren::V,algere,చలికి వడకు
875,tun::V,facere,చేయు
876,können::V,posse,గల
877,wollen::V,velle,కోరు
878,anfangen::V,incipere,ఆరంభించు
879,beenden::V,finire,ముగించు
880,aufhören::V,desistere,నిలుపు
881,gelingen::V,contingere,గెలుపాందు
882,geraten::V,evenire,వెలువడు
883,öffnen::V,aperire,తెఱచు
884,schließen::V,claudere,మూయు
885,stellen::V,sistere,ఉంచు
886,setzen::V,ponere,ఉంచు
887,legen::V,ponere,పెట్టు
888,berühren::V,tangere,తాకు
889,verbinden::V,iungere,చేర్చుట
890,bedecken::V,tegere,మూయు
891,bedecken::V,operire,మూయు
892,aufhängen::V,suspendere,వ్రేలాడదీయు
893,anzünden::V,accendere,వెలిగించు
894,anzünden::V,inflammare,వెలిగించు
895,aufheben::V,tollere,సేకరించు
896,zurücklassen::V,relinquere,విడుచు
897,verlieren::V,perdere,పోగొట్టుకొను
898,verlieren::V,amittere,పోగొట్టుకొను
899,fallen lassen::V,dimittere,జాఱవిడుచు
900,machen::V,facere,చేయు
901,herstellen::V,fabricare,ఉత్పత్తిచేయు
902,bauen::V,construere,నిర్మించు
903,reparieren::V,reparare,సరిచేయు
904,verbessern::V,emendare,వృద్ధి చేయు
905,ändern::V,mutare,మార్చు
906,graben::V,fodere,త్రవ్వు
907,beugen::V,flectere,వంచు
908,biegen::V,curvare,వంచు
909,drehen::V,torquere,నూలువడుకు
910,wenden::V,vertere,త్రిప్పు
911,umdrehen::V,convertere,త్రిప్పు
912,heben::V,tollere,ఎత్తు
913,hochheben::V,levare,ఎత్తు
914,ergreifen::V,capessere,వశపఱచుకొను
915,halten::V,tenere,ఉంచు
916,drücken::V,premere,అణచు
917,schieben::V,promovere,నొక్కు
918,kratzen::V,radere,గోకు
919,lecken::V,lambere,నాకు
920,beißen::V,mordere,కఱచు
921,abreißen::V,avellere,తెగతెంచు
922,abschneiden::V,desecare,తెగకొట్టు
923,binden::V,ligare,కట్టు
924,stecken::V,inserere,తగులుకొనివుండుట
925,brechen::V,rumpere,పగులగొట్టు
926,klopfen::V,pultare,కొట్టు
927,hauen::V,ferire,కొట్టు
928,kleben::V,agglutinare,అంటుకొను
929,reiben::V,terere,రాచు
930,streichen::V,oblinere,వ్యాపింపజేయు
931,schleifen::V,acuere,రాచు
932,schneiden::V,secare,కోయు
933,rütteln::V,quassare,కుదిలించుట
934,schütteln::V,quatere,కదల్చు
935,schwenken::V,ventilare,ఊచుట
936,schütten::V,fundere,పోయు
937,füllen::V,complere,నింపు
938,einwickeln::V,involvere,చుట్టు
939,tragen::V,ferre,మోయు
940,tragen::V,portare,మోయు
941,schleppen::V,pertrahere,ఈడ్చు
942,ziehen::V,trahere,ఈడ్చు
943,aufbewahren::V,asservare,కాపాడు
944,werfen::V,iacere,విసరు
945,fangen::V,capere,పట్టుకొను
946,packen::V,capessere,పట్టుకొను
947,verstecken::V,abdere,దాచు
948,teilen::V,partiri,భాగించు
949,teilen::V,dividere,భాగించు
950,schicken::V,mittere,పంపు
951,bringen::V,apportare,తెచ్చు
952,hinzufügen::V,addere,చేర్చు
953,bekommen::V,adipisci,సంపాదించు
954,erhalten::V,accipere,పుచ్చుకొను
955,nehmen::V,sumere,తీసికొను
956,wählen::V,eligere,ఇష్టపడు
957,auswählen::V,deligere,ఏరుకొను
958,bewahren::V,conservare,భద్రపఱుచు
959,behindern::V,impedire,అడ్డగించుట
960,verderben::V,corrumpere,చెఱచు
961,beschädigen::V,laedere,చెరుపుట
962,zerbrechen::V,rumpere,పగులగొట్టు
963,zerbrechen::V,frangere,పగులగొట్టు
964,zerreißen::V,discindere,చించు
965,zerstören::V,delere,వాశనము చేయు
966,verbrennen::V,urere,కాల్చు
967,verbrennen::V,cremare,కాల్చు
968,geben::V,dare,ఇచ్చు
969,reichen::V,praebere,అందుకొనుట
970,schenken::V,donare,అర్పించు
971,schenken::V,largiri,అర్పించు
972,versprechen::V,polliceri,వాగ్దత్తము చేయు
973,versprechen::V,promittere,వాగ్దత్తము చేయు
974,loben::V,laudare,స్తుతించు
975,küssen::V,osculari,ముద్దుపెట్టుకొను
976,zudecken::V,tegere,మూయు
977,wecken::V,excitare,నిద్రపలేపుట
978,zeigen::V,monstrare,చూవు
979,führen::V,ducere,దారిచూపు
980,lehren::V,docere,బోధించు
981,unterrichten::V,instituere,నేర్పు
982,aufziehen::V,nutrire,పెంచు
983,leiten::V,ducere,తీసుకపోవుట
984,antreiben::V,incitare,ప్రేరేపించు
985,lassen::V,iubere,అనుమతించు
986,einladen::V,invitare,ఆహ్వానించు
987,vereinigen::V,coniungere,కూడుట
988,besuchen::V,visere,పోయి చూచు
989,treffen::V,convenire,కలియు
990,sich versammeln::V,convenire,కూర్చు
991,spielen::V,ludere,ఆట లాడు
992,singen::V,cantare,పాడు
993,tanzen::V,saltare,నృత్యముచేయు
994,sich trennen::V,digredi,ఎడబాయుట
995,sich trennen::V,discedere,ఎడబాయుట
996,verlassen::V,deserere,విడుచు
997,verlassen::V,relinquere,విడుచు
998,retten::V,servare,తప్పించుట
999,bewachen::V,custodire,కాపాడు
1000,schützen::V,tueri,రక్షించు
1001,schützen::V,tutari,రక్షించు
1002,verteidigen::V,defendere,రక్షించు
1003,sich schlagen::V,luctari,జగడమాడు
1004,schießen::V,iaculari,కాల్చు
1005,siegen::V,vincere,గెలుచు
1006,ärgern::V,irritare,పీడించుట
1007,schlagen::V,ferire,కొట్టు
1008,treten::V,calcare,తన్ను
1009,stechen::V,pungere,కుట్టు
1010,stoßen::V,tundere,గెంటు
1011,stehlen::V,furari,దొంగిలించు
1012,stören::V,turbare,కలతపఱచు
1013,belästigen::V,obtundere,పీడించు
1014,verbergen::V,celare,దాచు
1015,verbergen::V,occultare,దాచు
1016,täuschen::V,fallere,మోసము చేయు
1017,betrügen::V,fraudare,మోసపుచ్చు
1018,töten::V,necare,చంపు
1019,töten::V,caedere,చంపు
1020,wohnen::V,habitare,నివసించు
1021,arbeiten::V,laborare,పనిచేయు
1022,sammeln::V,colligere,ప్రోగుచేయు
1023,pflücken::V,carpere,యేరుట
1024,jagen::V,venari,వేటాడు
1025,fischen::V,piscari,వెదకు
1026,fassen::V,capere,పట్టుకొమ
1027,hüten::V,custodire,మందచేరుట
1028,treiben::V,agere,నడపు
1029,anbinden::V,alligare,కట్టు
1030,füttern::V,nutrire,భోజనము పెట్టు
1031,melken::V,mulgere,పాలు పితుకు
1032,hacken::V,findere,నఱకు
1033,gießen::V,rigare,నీళ్ళుకట్టుట
1034,reifen::V,maturescere,పండుట
1035,zubereiten::V,apparare,వండు
1036,kochen::V,coquere,వండు
1037,backen::V,coquere,రొట్టెకాల్చు
1038,braten::V,torrere,వేపు
1039,umrühren::V,commovere,కదులుట
1040,stricken::V,texere,అల్లు
1041,nähen::V,suere,కుట్టు
1042,färben::V,tingere,రంగు వేయు
1043,reinigen::V,purgare,శుభ్రము చేయు
1044,waschen::V,lavare,కడుగు
1045,abwischen::V,abstergere,తుడుచు
1046,spülen::V,perluere,నీటిలో జడించు
1047,fegen::V,verrere,ఊడ్చు
1048,kehren::V,purgare,ఊడ్చు
1049,baden::V,lavari,స్నానము చేయు
1050,sich waschen::V,lavari,కడుగు
1051,ausziehen::V,exuere,విప్పు
1052,anziehen::V,induere,ధరించు
1053,sich anziehen::V,vestiri,బట్టలు వేసుకొను
1054,sich anziehen::V,vestiri,తొడుగుకొను
1055,kämmen::V,pectere,దువ్వుట
1056,schmücken::V,ornare,అలంకరించు
1057,schmücken::V,decorare,అలంకరించు
1058,sagen::V,dicere,చెప్పు
1059,sprechen::V,fari,చెప్పు
1060,reden::V,loqui,మాటలాడు
1061,sich unterhalten::V,colloqui,ముచ్చటలాడు
1062,sich unterhalten::V,disputare,ముచ్చటలాడు
1063,fragen::V,rogare,ప్రశ్నించు
1064,fragen::V,quaerere,ప్రశ్నించు
1065,bitten::V,orare,కోరు
1066,bitten::V,rogare,కోరు
1067,erzählen::V,narrare,చెప్పు
1068,mitteilen::V,communicare,తెలియజేయు
1069,nennen::V,appellare,పేరు వెట్టు
1070,rufen::V,vocare,పిలుచు
1071,prahlen::V,gloriari,జల్లి
1072,übersetzen::V,vertere,తర్జుమాచేయు
1073,denken::V,cogitare,ఆలోచించు
1074,glauben::V,credere,నమ్ము
1075,bemerken::V,animadvertere,గుర్తించు
1076,erkennen::V,cognoscere,గుర్తించు
1077,begreifen::V,comprehendere,గ్రహించు
1078,verstehen::V,intellegere,గ్రహించు
1079,lernen::V,discere,నేర్చు కొను
1080,wissen::V,scire,తెలిసికొను
1081,sich erinnern an::V,meminisse,జ్ఞాపకముంచుకొను
1082,vergessen::V,oblivisci,మఱచిపోవు
1083,messen::V,metiri,కొలుచుట
1084,zählen::V,numerare,లెక్కపెట్టు
1085,rechnen::V,reri,లెక్కపెట్టు
1086,rechnen::V,calculare,లెక్కపెట్టు
1087,lesen::V,legere,చదువు
1088,malen::V,pingere,పూనుట
1089,zeichnen::V,scribere,వ్రాసుట
1090,schreiben::V,scribere,వ్రాయు
1091,besitzen::V,possidere,కలిగియుండు
1092,kaufen::V,emere,కొను
1093,verkaufen::V,vendere,అమ్ము
1094,bezahlen::V,pendere,చెల్లించు
1095,zahlen::V,solvere,చెల్లించు
1096,beherrschen::V,regere,ఏలు
1097,beherrschen::V,imperare,ఏలు
1098,ertragen::V,tolerare,భరించు
1099,ertragen::V,sustinere,భరించు
1100,wünschen::V,,కోరు
1101,wiegen::V,,ఊచుట
