,Concept_ID,sq,be
806,alles::PRN,gjithçka,усё
807,ich::PRN,unë,я
808,du::PRN,ti,ты
809,er::PRN,ai,ён
810,wir::PRN,ne,мы
811,ihr::PRN,ju,вы
812,sie::PRN,ata,яны
813,was::FPRN,ç',што
814,was::FPRN,çfarë,што
815,wer::FPRN,kush,хто
816,wo::FADV,ku,дзе
817,wohin::FADV,për ku,куды
818,wie::FADV,si,як
819,warum::FADV,pse,чаму
820,warum::FADV,përse,чаму
821,wieviel::FNUM,sa,колькі
822,eins::NUM,një,адзін
823,zwei::NUM,dy,два
824,drei::NUM,tre,тры
825,vier::NUM,katër,чатыры
826,fünf::NUM,pesë,пяць
827,sechs::NUM,gjashtë,шесць
828,sieben::NUM,shtatë,сем
829,acht::NUM,tetë,восем
830,neun::NUM,nëntë,дзевяць
831,zehn::NUM,dhjetë,дзесяць
832,elf::NUM,njëmbëdhjetë,адзінаццаць
833,zwölf::NUM,dymbëdhjetë,дванаццаць
834,zwanzig::NUM,njëzet,дваццаць
835,dreißig::NUM,tridhjetë,трыццаць
836,vierzig::NUM,dyzet,сорак
837,fünfzig::NUM,pesëdhjetë,пядзесят
838,sechzig::NUM,gjashtëdhjetë,шесдзесят
839,siebzig::NUM,shtatëdhjetë,семдзесят
840,achtzig::NUM,tetëdhjetë,восемдзесят
841,neunzig::NUM,nëntëdhjetë,дзевяноста
842,hundert::NUM,qind,сто
843,tausend::NUM,mijë,тысяча
844,und::CNJ,e,і
845,und::CNJ,e,ды
846,und::CNJ,dhe,і
847,und::CNJ,dhe,ды
848,oder::CNJ,a,або
849,oder::CNJ,apo,або
850,stehen::V,rri,стаяць
851,sitzen::V,rri,сядзець
852,liegen::V,rri shtrirë,ляжаць
853,hängen::V,varem,вісець
854,werden::V,bëhem,стаць
855,werden::V,bëhem,зрабіцца
856,passieren::V,ndodh,трапіцца
857,beginnen::V,filloj,пачацца
858,enden::V,përfundoj,кончыцца
859,wechseln::V,ndërroj,мяняцца
860,aufgehen[Sonne]::V,hapem,узысці
861,untergehen[Sonne]::V,hyj,зайсці
862,untergehen[Sonne]::V,perëndoj,зайсці
863,scheinen[Sonne]::V,ndriçoj,свяціць
864,donnern::V,gjëmoj,грымець
865,donnern::V,bubulloj,грымець
866,wehen::V,fryj,дзьмуць
867,strömen::V,derdh,ліцца
868,fließen::V,rrjedh,цячы
869,sich drehen::V,rrotullohem,круціцца
870,sich drehen::V,rrotullohem,варочацца
871,schwanken::V,dyzoj,хістацца
872,schwingen::V,dridhem,гайдацца
873,schwingen::V,dridhem,калыхацца
874,fallen::V,bie,падаць
875,brennen::V,digjem,гарэць
876,rauchen::V,nxjerr tym,дымець
877,regnen::V,bie shi,дажджыць
878,gefrieren::V,ngrij,замерзнуць
879,tauen::V,shkrij,раставаць
880,schmelzen::V,shkrij,плавіцца
881,trocknen::V,thaj,сохнуць
882,sieden::V,ziej,кіпець
883,faulen::V,kalbem,гнісці
884,faulen::V,prishem,гнісці
885,verfaulen::V,kalbem,згнісці
886,reißen::V,grisem,ірвацца
887,reißen::V,shqyhem,ірвацца
888,versinken::V,humboj,тануць
889,vergehen::V,kaloj,праходзіць
890,erscheinen::V,dukem,зʼявіцца
891,verschwinden::V,zhdukem,знікнуць
892,sinken::V,ulem,спадаць
893,abnehmen::V,pakësohem,паменшыцца
894,abnehmen::V,zvogëlohem,паменшыцца
895,zunehmen::V,shtohem,павялічвацца
896,steigen::V,rritem,паднімацца
897,wachsen::V,rritem,расці
898,glänzen::V,vezulloj,блішчаць
899,funkeln::V,xixoj,бліскаць
900,funkeln::V,xixëlloj,бліскаць
901,lärmen::V,oshtij,шумець
902,lärmen::V,zhurmoj,шумець
903,läuten::V,bie,званіць
904,klingeln::V,i bie ziles,званіць
905,klirren::V,kërcëlloj,бразгаць
906,brausen::V,gjëmoj,бушаваць
907,rauschen::V,fëshfërij,шастаць
908,klingen::V,tingëlloj,гучаць
909,bellen::V,leh,брахаць
910,heulen::V,ulërij,выць
911,blasen::V,fryj,дзьмухнуць
912,pfeifen::V,fishkëllej,свістаць
913,schreien::V,bërtas,крычаць
914,stöhnen::V,rënkoj,стагнаць
915,zittern::V,trembem,дрыжаць
916,leben::V,rroj,жыць
917,leben::V,jetoj,жыць
918,geboren werden::V,lind,нарадзіцца
919,atmen::V,marr frymë,дыхаць
920,trinken::V,pi,піць
921,essen::V,ha,есці
922,schlucken::V,gëlltis,глытаць
923,schlucken::V,kapërdij,глытаць
924,müde werden::V,lodhem,стаміцца
925,einschlafen::V,bie të fle,заснуць
926,schlafen::V,fle,спаць
927,aufwachen::V,zgjohem,рассыпацца
928,aufstehen::V,çohem,устаць
929,aufstehen::V,ngrihem,устаць
930,sich erholen::V,qetësohem,адпачываць
931,sich erholen::V,shtendosem,адпачываць
932,krank werden::V,bie i sëmurë,захварэць
933,krank sein::V,jam i sëmurë,хварэць
934,schmerzen::V,dhemb,балець
935,husten::V,kollitem,кашляць
936,genesen::V,shërohem,паправіцца
937,genesen::V,shërohem,паздаравець
938,sterben::V,vdes,памерці
939,umkommen::V,vdes,загінуць
940,umkommen::V,mbaroj,загінуць
941,sich bewegen::V,shkundem,рухацца
942,sich rühren::V,lëviz,варушыцца
943,sich erheben::V,ngrihem,устаць
944,sich setzen::V,ulem,сесці
945,hinfallen::V,gremisem,упасці
946,laufen::V,eci,хадзіць
947,schreiten::V,çapem,шагаць
948,schreiten::V,çapem,крочыць
949,spazierengehen::V,shëtis,гуляць
950,eilen::V,ngas,спяшацца
951,sich beeilen::V,nxitoj,спяшацца
952,sausen::V,eci shpejt,імчацца
953,rennen::V,vrapoj,бегаць
954,springen::V,kërcej,скакаць
955,klettern::V,hipi,лазіць
956,schaukeln::V,kolovitem,гайдацца
957,kriechen::V,zvarritem,поўзаць
958,schwimmen::V,notoj,плаваць
959,tauchen::V,zhytem,ныраць
960,rudern::V,vozis,веславаць
961,fahren::V,shkoj,ехаць
962,fliegen::V,fluturoj,лятаць
963,gehen::V,eci,ісці
964,gehen::V,shkoj,ісці
965,weggehen::V,vete,пайсці
966,abfahren::V,nisem,адʼяжджаць
967,anhalten::V,ndalem,спыніцца
968,anhalten::V,ndalem,затрымацца
969,hineingehen::V,futem,уваходзіць
970,eintreten::V,hyj,увайсці
971,kommen::V,vij,прыйсці
972,ankommen::V,arrij,прыбыць
973,ankommen::V,mbërrij,прыбыць
974,zurückkommen::V,kthehem,вярнуцца
975,bleiben::V,mbetem,застацца
976,bleiben::V,qëndroj,застацца
977,warten::V,pres,чакаць
978,erwarten::V,pres,чакаць
979,suchen::V,kërkoj,шукаць
980,finden::V,gjej,знайсці
981,versuchen::V,mundohem,прабаваць
982,vorbereiten::V,përgatis,падрыхтаваць
983,lieben::V,dashuroj,кахаць
984,mögen::V,dua,любіць
985,lachen::V,qesh,смяяцца
986,rühren::V,mallëngjej,расчуліць
987,weinen::V,qaj,плакаць
988,schimpfen::V,shaj,лаяцца
989,sich ärgern::V,bëhem verem,сердаваць
990,sich fürchten::V,kam frikë,баяцца
991,sich fürchten::V,frikësohem,баяцца
992,fürchten::V,kam frikë nga,баяцца
993,fliehen::V,arratisem,уцякаць
994,flüchten::V,iki,уцячы
995,sehen::V,shoh,бачыць
996,anschauen::V,shikoj,паглядзець
997,ansehen::V,shikoj,глядзець
998,hören::V,dëgjoj,чуць
999,zuhören::V,veshtoj,слухаць
1000,probieren::V,provoj,каштаваць
1001,riechen::V,nuhas,нюхаць
1002,fühlen::V,ndiej,адчуваць
1003,scheinen::V,ndriçoj,здавацца
1004,zu sehen sein::V,dukem,віднецца
1005,vernehmen::V,dëgjoj,пачуць
1006,frieren::V,mërdhij,мёрзнуць
1007,tun::V,bëj,рабіць
1008,können::V,mund,умець
1009,wollen::V,dua,хацець
1010,wollen::V,dëshiroj,хацець
1011,anfangen::V,filloj,пачаць
1012,beenden::V,kryej,закончыць
1013,beenden::V,mbaroj,закончыць
1014,aufhören::V,pushoj,перастаць
1015,gelingen::V,më shkon mbarë,удацца
1016,geraten::V,del,аказацца
1017,öffnen::V,hap,адчыніць
1018,schließen::V,mbyll,зачыніць
1019,stellen::V,vë,паставіць
1020,setzen::V,vë,пасадзіць
1021,legen::V,vë,класці
1022,berühren::V,rrok,чапаць
1023,verbinden::V,bashkoj,звязаць
1024,bedecken::V,mbuloj,накрыць
1025,aufhängen::V,var,павесіць
1026,anzünden::V,ndez,запаліць
1027,aufheben::V,ngre,падняць
1028,zurücklassen::V,lë pas,пакінуць
1029,verlieren::V,humb,згубіць
1030,fallen lassen::V,lëshoj,упусціць
1031,machen::V,bëj,зрабіць
1032,herstellen::V,prodhoj,вырабіць
1033,bauen::V,ndërtoj,будаваць
1034,reparieren::V,ndreq,правіць
1035,reparieren::V,meremetoj,правіць
1036,verbessern::V,përmirësoj,палепшыць
1037,ändern::V,ndërroj,змяніць
1038,graben::V,gërmoj,капаць
1039,beugen::V,kërrus,сагнуць
1040,biegen::V,përkul,пагнуць
1041,drehen::V,dredh,вярцець
1042,drehen::V,rrotulloj,вярцець
1043,wenden::V,kthej,павярнуць
1044,umdrehen::V,kthej,перавярнуць
1045,heben::V,ngre,падымаць
1046,hochheben::V,ngre,падняць
1047,ergreifen::V,rrëmbej,схапіць
1048,ergreifen::V,rrëmbej,схваціць
1049,halten::V,mbaj,трымаць
1050,drücken::V,shtyp,націскаць
1051,schieben::V,shtyj,пхаць
1052,schieben::V,shtyj,штурхаць
1053,kratzen::V,kruaj,скрэбці
1054,kratzen::V,gërvisht,скрэбці
1055,lecken::V,lëpij,лізаць
1056,beißen::V,kafshoj,кусаць
1057,abreißen::V,shkëpus,адарваць
1058,abschneiden::V,cungoj,адрэзаць
1059,binden::V,lidh,вязаць
1060,stecken::V,fus,уваткнуць
1061,stecken::V,ngul,уваткнуць
1062,brechen::V,thyej,зламаць
1063,klopfen::V,trokas,стукаць
1064,hauen::V,godas,біць
1065,kleben::V,ngjis,клеіць
1066,reiben::V,fërkoj,церці
1067,streichen::V,lyej,намазаць
1068,schleifen::V,mpreh,тачыць
1069,schneiden::V,pres,рэзаць
1070,rütteln::V,shkund,хістаць
1071,schütteln::V,lëkund,трэсці
1072,schwenken::V,valëvit,махаць
1073,schütten::V,mbush,наліць
1074,füllen::V,mbush,напоўніць
1075,einwickeln::V,mbështjell,загарнуць
1076,tragen::V,mbaj,несці
1077,tragen::V,mbart,несці
1078,schleppen::V,heq,цягнуць
1079,schleppen::V,zhgërryej,цягнуць
1080,ziehen::V,tërheq,цягнуць
1081,aufbewahren::V,ruaj,захоўваць
1082,werfen::V,hedh,кідаць
1083,fangen::V,kap,лавіць
1084,packen::V,rrëmbej,схапіць
1085,packen::V,rrëmbej,схваціць
1086,verstecken::V,fsheh,схаваць
1087,teilen::V,ndaj,раздзяліць
1088,schicken::V,dërgoj,пасылаць
1089,bringen::V,sjell,прынесці
1090,hinzufügen::V,shtoj,дабавіць
1091,bekommen::V,kap,дастаць
1092,erhalten::V,marr,атрымаць
1093,nehmen::V,marr,ўзяць
1094,wählen::V,zgjedh,выбраць
1095,auswählen::V,përzgjedh,адабраць
1096,bewahren::V,ruaj,захаваць
1097,behindern::V,pengoj,перашкаджаць
1098,verderben::V,prish,сапсаваць
1099,beschädigen::V,dëmtoj,пашкодзіць
1100,zerbrechen::V,thyej,разбіць
1101,zerreißen::V,çjerr,разадраць
1102,zerreißen::V,zheloj,разадраць
1103,zerstören::V,prish,разбурыць
1104,zerstören::V,shkatërroj,разбурыць
1105,verbrennen::V,djeg,спаліць
1106,geben::V,jap,даць
1107,reichen::V,jap,перадаць
1108,schenken::V,fal,дарыць
1109,schenken::V,dhuroj,дарыць
1110,versprechen::V,premtoj,абяцаць
1111,wünschen::V,uroj,жадаць
1112,loben::V,lëvdoj,хваліць
1113,loben::V,lavdëroj,хваліць
1114,küssen::V,puth,цалаваць
1115,wiegen::V,tund,гушкаць
1116,wiegen::V,tund,калыхаць
1117,zudecken::V,mbuloj,накрыць
1118,wecken::V,zgjoj,пабудзіць
1119,zeigen::V,dëftej,паказаць
1120,führen::V,çoj,весці
1121,lehren::V,arsej,вучыць
1122,unterrichten::V,arsimoj,выкладаць
1123,aufziehen::V,rris,выхаваць
1124,leiten::V,udhëheq,кіраваць
1125,antreiben::V,nxis,падганяць
1126,lassen::V,detyroj,прымусіць
1127,einladen::V,ftoj,запрасіць
1128,vereinigen::V,bashkoj,абʼяднаць
1129,besuchen::V,vizitoj,наведаць
1130,treffen::V,ndesh,сустрэць
1131,sich versammeln::V,tubohem,сабрацца
1132,spielen::V,loz,гуляць
1133,spielen::V,luaj,гуляць
1134,singen::V,këndoj,пець
1135,singen::V,këndoj,спяваць
1136,tanzen::V,kërcej,танцаваць
1137,tanzen::V,vallëzoj,танцаваць
1138,sich trennen::V,ndahem,расстацца
1139,verlassen::V,braktis,пакінуць
1140,retten::V,shpëtoj,выратаваць
1141,bewachen::V,ruaj,ахоўваць
1142,schützen::V,ruaj,уберагаць
1143,schützen::V,mbroj,уберагаць
1144,verteidigen::V,mbroj,абараніць
1145,sich schlagen::V,zihem,біцца
1146,sich schlagen::V,zihem,драцца
1147,schießen::V,shtie,страляць
1148,siegen::V,fitoj,перамагчы
1149,siegen::V,ngadhënjej,перамагчы
1150,ärgern::V,zemëroj,злаваць
1151,schlagen::V,rrah,ударыць
1152,schlagen::V,godas,ударыць
1153,treten::V,shtyj,штурхаць
1154,treten::V,shtyj më këmbë,штурхаць
1155,stechen::V,ther,укалоць
1156,stechen::V,shpoj,укалоць
1157,stoßen::V,shtyj,папхнуць
1158,stehlen::V,vjedh,украсці
1159,stören::V,pengoj,перашкодзіць
1160,belästigen::V,bezdis,дакучаць
1161,verbergen::V,fsheh,скрыць
1162,verbergen::V,fsheh,схаваць
1163,täuschen::V,mashtroj,падмануць
1164,betrügen::V,kobis,змахляваць
1165,töten::V,vras,забіць
1166,wohnen::V,banoj,жыць
1167,arbeiten::V,punoj,працаваць
1168,arbeiten::V,vardoj,працаваць
1169,sammeln::V,mbledh,сабраць
1170,sammeln::V,grumbulloj,сабраць
1171,pflücken::V,vjel,зрываць
1172,pflücken::V,mbledh,зрываць
1173,jagen::V,gjuaj,паляваць
1174,fischen::V,peshkoj,рыбачыць
1175,fischen::V,gjuaj peshk,рыбачыць
1176,fassen::V,zë,злавіць
1177,hüten::V,kullos,пасвіць
1178,treiben::V,vë përpara,гнаць
1179,anbinden::V,lidh,прывязаць
1180,füttern::V,grazhdoj,карміць
1181,melken::V,mjel,даіць
1182,hacken::V,grij,сячы
1183,gießen::V,ujis,паліць
1184,reifen::V,piqem,паспець
1185,zubereiten::V,gatuaj,зварыць
1186,zubereiten::V,gatuaj,згатаваць
1187,kochen::V,ziej,варыць
1188,backen::V,pjek,пячы
1189,backen::V,furroj,пячы
1190,braten::V,fërgoj,смажыць
1191,braten::V,tiganis,смажыць
1192,umrühren::V,trazoj,перамяшаць
1193,stricken::V,thur,вязаць
1194,nähen::V,qep,шыць
1195,färben::V,ngjyej,пафарбаваць
1196,färben::V,bojatis,пафарбаваць
1197,reinigen::V,qëroj,ачысціць
1198,reinigen::V,pastroj,ачысціць
1199,waschen::V,laj,мыць
1200,waschen::V,finjos,мыць
1201,abwischen::V,fshij,выцерці
1202,spülen::V,kulloj,паласкаць
1203,fegen::V,fshij,падмятаць
1204,kehren::V,fshij,месці
1205,baden::V,lahem,купацца
1206,sich waschen::V,lahem,мыцца
1207,ausziehen::V,heq,зняць
1208,ausziehen::V,zbath,зняць
1209,anziehen::V,vesh,надзець
1210,anziehen::V,mbath,надзець
1211,sich anziehen::V,vishem,адзецца
1212,kämmen::V,kreh,прычасаць
1213,schmücken::V,hijeshoj,аздобіць
1214,sagen::V,them,сказаць
1215,sprechen::V,flas,гаварыць
1216,reden::V,fjalos,размаўляць
1217,reden::V,fjalëtoj,размаўляць
1218,sich unterhalten::V,bisedoj,гутарыць
1219,fragen::V,pyes,спытаць
1220,bitten::V,lus,прасіць
1221,bitten::V,lutem,прасіць
1222,erzählen::V,rrëfej,расказаць
1223,mitteilen::V,kumtoj,паведаміць
1224,nennen::V,quaj,назваць
1225,rufen::V,thërras,зваць
1226,prahlen::V,mburrem,хваліцца
1227,prahlen::V,kapardisem,хваліцца
1228,übersetzen::V,përkthej,перакласці
1229,denken::V,mendoj,думаць
1230,glauben::V,besoj,верыць
1231,bemerken::V,vërej,заўважыць
1232,erkennen::V,njoh,пазнаць
1233,erkennen::V,shquaj,пазнаць
1234,begreifen::V,marr vesh,спасцігнуць
1235,verstehen::V,marr vesh,пачуць
1236,lernen::V,mësoj,вучыцца
1237,wissen::V,di,знаць
1238,sich erinnern an::V,kujtoj,памятаць
1239,vergessen::V,harroj,забыць
1240,messen::V,mas,мераць
1241,zählen::V,njeh,лічыць
1242,rechnen::V,llogaris,лічыць
1243,lesen::V,lexoj,чытаць
1244,lesen::V,këndoj,чытаць
1245,malen::V,lyej,маляваць
1246,zeichnen::V,vizatoj,рысаваць
1247,schreiben::V,shkruaj,пісаць
1248,besitzen::V,kam,мець
1249,kaufen::V,blej,купіць
1250,verkaufen::V,shes,прадаць
1251,bezahlen::V,paguaj,заплаціць
1252,zahlen::V,paguaj,плаціць
1253,beherrschen::V,zotëroj,уладаць
1254,beherrschen::V,zotëroj,валодаць
1255,ertragen::V,duroj,выцерпець
