,Concept_ID,la,ca
328,Kreis::N,orbis,cercle
329,Kreis::N,circus,cercle
330,Kreuz::N,crux,creu
331,Linie::N,linea,línia
332,Strich::N,lineamentum,traç
333,Strich::N,lineamentum,ratlla
334,Abstand::N,intervallum,distància
335,Entfernung::N,spatium,distància
336,Gegend::N,loca,regió
337,Gegend::N,loca,contrada
338,Gegend::N,regio,regió
339,Gegend::N,regio,contrada
340,Platz::N,locus,cabuda
341,Ort::N,locus,lloc
342,Seite::N,latus,banda
343,Seite::N,latus,costāt
344,Mitte::N,medium,mig
345,Mitte::N,medium,centre
346,Gegenstand::N,res,objecte
347,Sache::N,res,cosa
348,Rand::N,margo,vora
349,Rand::N,margo,marge
350,Kante::N,angulus,caire
351,Kante::N,angulus,cantell
352,Ecke::N,angulus,cantonada
353,Spitze::N,cacumen,punta
354,Ende::N,caput,cap
355,Loch::N,foramen,forāt
356,Winkel::N,angulus,racó
357,Muster::N,exemplum,dibuix
358,Muster::N,exemplum,disseny
359,Größe::N,magnitudo,grandària
360,Länge::N,longitudo,longitud
361,Höhe::N,altitudo,altura
362,Höhe::N,altitudo,altitud
363,Gewicht::N,pondus,pes
364,Menge::N,copia,quantitat
365,Haufen::N,acervus,pila
366,Reihe::N,ordo,fila
367,Boot::N,navicula,bot
368,Boot::N,navicula,barca
369,Ruder::N,remus,rem
370,Schlitten::N,sclodia,trineu
371,Ski::N,narta,esquí
372,Lagerfeuer::N,ignis,foc de campament
373,Last::N,onus,càrrega
374,Gang::N,cursus,marxa
375,Schritt::N,gradus,pas
376,Norden::N,septentriones,nord
377,Süden::N,meridies,sud
378,Westen::N,occidens,oest
379,Westen::N,occidens,occident
380,Osten::N,oriens,est
381,Osten::N,oriens,orient
382,Holz::N,lignum,fusta
383,Brett::N,tabula,taula
384,Platte::N,lamina,placa
385,Stütze::N,adminiculum,suport
386,Stange::N,pertica,vara
387,Stock::N,baculum,pal
388,Stab::N,scipio,bastó
389,Rohr::N,tubus,tub
390,Haus::N,aedes,casa
391,Heim::N,domicilium,llar
392,Ofen::N,fornax,estufa
393,Fußboden::N,solum,terra
394,Tisch::N,mensa,taula
395,Stuhl::N,sella,cadira
396,Wiege::N,cunae,bressol
397,Bett::N,lectus,llit
398,Regal::N,foruli,prestatgeria
399,Kiste::N,cista,caixa
400,Fenster::N,fenestra,finestra
401,Tür::N,ianua,porta
402,Tor::N,porta,portal
403,Zaun::N,saepes,tanca
404,Dach::N,tectum,teulada
405,Leiter::N,scalae,escala
406,Leiter::N,scalae,escala de mà
407,Besen::N,scopae,escombra
408,Spaten::N,pala,pala
409,Schaufel::N,pala,pala
410,Gabel::N,fuscinula,forquilla
411,Löffel::N,coclear,cullera
412,Messer::N,culter,coltell
413,Nagel::N,clavus,clau
414,Netz::N,rete,filat
415,Haken::N,hamus,ganxo
416,Griff::N,manubrium,puny
417,Griff::N,manubrium,mànec
418,Schloss::N,claustra,pany
419,Bild::N,tabula,imatge
420,Bild::N,pictura,imatge
421,Figur::N,statunculum,figura
422,Puppe::N,pupa,nina
423,Beutel::N,sacculus,bossa
424,Bündel::N,fascis,feix
425,Bündel::N,fascis,paquet
426,Tasche::N,sacculus,bossa
427,Eimer::N,situla,galleda
428,Deckel::N,operculum,tapa
429,Deckel::N,operculum,tapadora
430,Geschirr::N,vasa,vaixella
431,Sack::N,saccus,sac
432,Sack::N,saccus,saca
433,Tasse::N,pocillum,tassa
434,Topf::N,olla,pot
435,Topf::N,olla,olla
436,Kessel::N,aenum,caldera
437,Essen::N,cena,àpat
438,Essen::N,cena,menjada
439,Nahrung::N,cibus,aliment
440,Nahrung::N,alimenta,aliment
441,Speise::N,cibus,plat
442,Fleisch::N,caro,carn
443,Getreide::N,frumentum,cereals
444,Brei::N,puls,puré
445,Brot::N,panis,pa
446,Scheibe::N,frustum,tall
447,Scheibe::N,frustum,llesca
448,Fett::N,pingue,greix
449,Butter::N,butȳrum,mantega
450,Öl::N,oleum,oli
451,Salz::N,sal,sal
452,Suppe::N,ius,sopa
453,Honig::N,mel,mel
454,Milch::N,lac,llet
455,Tee::N,thea,te
456,Leder::N,corium,cuir
457,Wolle::N,lana,llana
458,Stoff::N,textum,tela
459,Nadel::N,acus,agulla
460,Faden::N,filum,fil
461,Knopf::N,bulla,botó
462,Knoten::N,nodus,nus
463,Farbe::N,pigmentum,pintura
464,Kleidung::N,vestimenta,roba
465,Kleidung::N,vestimenta,vestits
466,Hemd::N,tunica,camisa
467,Kragen::N,collare,coll
468,Ärmel::N,manica,màniga
469,Hose::N,bracae,pantalōns
470,Gürtel::N,cingulum,cinturó
471,Mütze::N,pilleus,gorra
472,Schuh::N,calceus,sabata
473,Stiefel::N,pero,bota
474,Stiefel::N,caliga,bota
475,Ring::N,anulus,anell
476,Band::N,redimiculum,veta
477,Band::N,redimiculum,cinta
478,Kamm::N,pecten,pinta
479,Spiegel::N,speculum,mirāll
480,Riemen::N,lorum,corretja
481,Schnur::N,linum,corda
482,Leine::N,retinaculum,corretja
483,Decke::N,lodix,manta
484,Decke::N,lodix,flassada
485,Kissen::N,pulvinus,coixí
486,Tuch::N,velum,mocador
487,Handtuch::N,mantele,tovallola
488,Kraft::N,vis,força
489,Stärke::N,robur,vigor
490,Gesundheit::N,valetudo,salut
491,Krankheit::N,morbus,malaltia
492,Schmerz::N,dolor,dolor
493,Wunde::N,vulnus,ferida
494,Fieber::N,febris,febre
495,Arznei::N,remedium,medicament
496,Brücke::N,pons,pont
497,Brunnen::N,puteus,pou
498,Weide::N,pascua,pastura
499,Pfad::N,semita,senda
500,Pfad::N,semita,sender
501,Weg::N,iter,camí
502,Straße::N,via,carretera
503,Dorf::N,vicus,poble
504,Stadt::N,urbs,ciutāt
505,Stadt::N,oppidum,ciutāt
506,Brief::N,epistula,carta
507,Buch::N,liber,llibre
508,Buchstabe::N,littera,lletra
509,Zeitung::N,diurnum,diāri
510,Leben::N,vita,vida
511,Tod::N,mors,mort
512,Grab::N,sepulcrum,tomba
513,Kirche::N,ecclesia,església
514,Sünde::N,peccatum,pecat
515,Gott::N,deus,déu
516,Arbeiter::N,operarius,obrer
517,Chef::N,praefectus,cap
518,Meister::N,magister,mestre
519,Arzt::N,medicus,metge
520,Lehrer::N,magister,mestre
521,Geld::N,aes,dinērs
522,Geld::N,pecunia,dinērs
523,Geschäft::N,negotium,negoci
524,Laden::N,taberna,tenda
525,Laden::N,taberna,botiga
526,Preis::N,pretium,preu
527,Ware::N,merx,mercaderia
528,Nutzen::N,utilitas,profit
529,Reichtum::N,opes,riquesa
530,Reichtum::N,divitiae,riquesa
531,Welt::N,mundus,món
532,Land::N,terra,país
533,Staat::N,res publica,estat
534,König::N,rex,rei
535,Macht::N,potestas,poder
536,Macht::N,potestas,potència
537,Grenze::N,limes,frontera
538,Krieg::N,bellum,guerra
539,Feind::N,inimicus,enemic
540,Gewalt::N,vis,violència
541,Kampf::N,pugna,lluita
542,Bogen[Waffe]::N,arcus,arc
543,Pfeil::N,sagitta,fletxa
544,Gewehr::N,sclopetum,fusell
545,Gewehr::N,sclopetum,escopeta
546,Fehler::N,error,falta
547,Lüge::N,mendacium,mentida
548,Schaden::N,damnum,dany
549,Schaden::N,detrimentum,dany
550,Unglück::N,miseria,desgràcia
551,Unglück::N,calamitas,desgràcia
552,Schuld::N,culpa,culpa
553,Alter::N,aetas,edat
554,Schluss::N,finis,fi
555,Schluss::N,finis,final
556,Zeit::N,tempus,temps
557,Tag::N,dies,dia
558,Morgen::N,mane,matí
559,Mittag::N,meridies,migdia
560,Abend::N,vesper,vespre
561,Nacht::N,nox,nit
562,Woche::N,septimana,setmana
563,Monat::N,mensis,mes
564,Jahr::N,annus,any
565,Frühling::N,ver,primavera
566,Sommer::N,aestas,estīu
567,Herbst::N,autumnus,tardor
568,Winter::N,hiems,hivērn
569,Januar::N,Ianuarius,gener
570,Februar::N,Februarius,febrer
571,März::N,Martius,març
572,April::N,Aprilis,abril
573,Mai::N,Maius,maig
574,Juni::N,Iunius,juny
575,Juli::N,Iulius,juliol
576,August::N,Augustus,agost
577,September::N,September,setembre
578,Oktober::N,Octobris,octubre
579,November::N,Novembris,novembre
580,Dezember::N,December,desembre
581,Montag::N,dies lunae,dilluns
582,Dienstag::N,dies Martis ,dimarts
583,Mittwoch::N,dies Mercurii,dimecres
584,Donnerstag::N,dies Iovis,dijous
585,Freitag::N,dies Veneris,divendres
586,Samstag::N,dies Saturni,dissabte
587,Sonntag::N,dominicus,diumenge
588,Sonntag::N,dies solis,diumenge
589,groß::A,magnus,gros
590,klein::A,parvus,petīt
591,lang::A,longus,llarg
592,kurz::A,brevis,curt
593,breit::A,latus,ample
594,schmal::A,angustus,estret
595,dicht::A,densus,dens
596,dick[Gegenstand]::A,crassus,gruixūt
597,dünn::A,tenuis,prim
598,fein::A,subtilis,fi
599,fest::A,solidus,ferm
600,fest::A,solidus,sòlid
601,fest::A,stabilis,ferm
602,fest::A,stabilis,sòlid
603,flach::A,planus,pla
604,glatt::A,levis,llis
605,hart::A,durus,dur
606,weich::A,mollis,tou
607,rund::A,rotundus,rodó
608,spitz::A,acutus,punxegut
609,scharf::A,acer,agut
610,stumpf::A,hebes,rom
611,stumpf::A,hebes,esmussat
612,schwer::A,gravis,pesāt
613,schön::A,pulcher,bonīc
614,schön::A,formosus,bonīc
615,heiß::A,fervidus,calēnt
616,warm::A,calidus,càlid
617,kalt::A,frigidus,fred
618,kühl::A,frigidus,fresc
619,frisch::A,recens,fresc
620,feucht::A,umidus,humit
621,nass::A,madidus,mullat
622,trocken::A,aridus,sec
623,voll::A,plenus,ple
624,leer::A,vacuus,buit
625,offen::A,apertus,obert
626,geschlossen::A,clausus,tancat
627,sauber::A,lautus,net
628,schmutzig::A,sordidus,brut
629,roh::A,crudus,cru
630,reif::A,maturus,madur
631,lecker::A,delicatus,deliciós
632,süß::A,dulcis,dolç
633,bitter::A,amarus,amarg
634,bitter::A,acerbus,amarg
635,sauer::A,acidus,agre
636,hell::A,clarus,clar
637,dunkel::A,obscurus,fosc
638,schwarz::A,niger,negre
639,weiß::A,albus,blanc
640,rot::A,ruber,vermēll
641,gelb::A,flavus,groc
642,blau::A,caeruleus,blau
643,grün::A,viridis,verd
644,grau::A,canus,gris
645,bunt::A,varius,multicolor
646,billig::A,vilis,barat
647,teuer::A,carus,car
648,wertvoll::A,pretiosus,preciós
649,blind::A,caecus,cec
650,taub::A,surdus,sord
651,kräftig::A,robustus,fort
652,kräftig::A,robustus,vigorós
653,stark::A,firmus,fort
654,stark::A,validus,fort
655,schwach::A,debilis,feble
656,schwach::A,infirmus,feble
657,fett::A,crassus,gras
658,schlank::A,procerus,esvelt
659,hübsch::A,pulcher,maco
660,böse::A,improbus,dolent
661,dumm::A,stultus,ximple
662,dumm::A,stultus,estúpid
663,dumm::A,stupidus,ximple
664,dumm::A,stupidus,estúpid
665,faul::A,piger,gandūl
666,faul::A,piger,mandrós
667,fleißig::A,sedulus,diligēnt
668,geizig::A,avarus,avar
669,klug::A,prudens,intel·ligent
670,geschickt::A,sollers,hàbil
671,lieb::A,carus,amat
672,lieb::A,carus,estimat
673,lustig::A,iocosus,alegre
674,sanft::A,clemens,suau
675,hungrig::A,impastus,afamat
676,krank::A,aeger,malālt
677,nackt::A,nudus,nu
678,traurig::A,maestus,trist
679,lebendig::A,vivus,viu
680,gut::A,bonus,bo
681,schlecht::A,malus,dolēnt
682,richtig::A,rectus,just
683,richtig::A,rectus,correcte
684,schlimm::A,malus,greu
685,wahr::A,verus,vertader
686,wahr::A,verus,veritable
687,alt::A,antiquus,vell
688,neu::A,novus,nou
689,ehemalig::A,pristinus,antic
690,alt[Lebewesen]::A,vetus,vell
691,jung::A,iuvenis,jove
692,arm::A,pauper,pobre
693,reich::A,dives,ric
694,bekannt::A,notus,conegut
695,berühmt::A,celeber,famós
696,berühmt::A,illustris,famós
697,fremd::A,peregrinus,estrany
698,verschieden::A,varius,diferent
699,nah::A,propinquus,pròxim
700,fern::A,longinquus,llunyà
701,fern::A,longinquus,distant
702,linker::A,sinister,esquerre
703,rechter::A,dexter,dret
704,anderer::A,alius,altre
705,erster::A,primus,primer
706,zweiter::A,secundus,segon
707,dritter::A,tertius,tercer
708,letzter::A,ultimus,últim
709,allein::ADV,solum,sol
710,auf einmal::ADV,simul,d'una vegada
711,zusammen::ADV,una,junt
712,lange::ADV,diu,molt de temps
713,plötzlich::ADV,subito,de cop
714,plötzlich::ADV,subito,de sobte
715,plötzlich::ADV,repente,de cop
716,plötzlich::ADV,repente,de sobte
717,sofort::ADV,statim,de seguida
718,später::ADV,postea,més tard
719,jetzt::ADV,nunc,ara
720,heute::ADV,hodie,avūi
721,morgen::ADV,cras,demà
722,bald::ADV,mox,aviāt
723,dann::ADV,deinde,després
724,gestern::ADV,heri,ahir
725,einst::ADV,olim,anteriorment
726,damals::ADV,tum,llavōrs
727,damals::ADV,tum,aleshores
728,danach::ADV,postea,després
729,vorher::ADV,antea,abāns
730,zuerst::ADV,primo,primer
731,einmal::ADV,semel,una vegada
732,manchmal::ADV,interdum,de vegades
733,oft::ADV,saepe,sovint
734,immer::ADV,semper,sempre
735,niemals::ADV,numquam,no ... mai
736,hier::ADV,hic,aquí
737,hierhin::ADV,huc,per aquí
738,von hier::ADV,hinc,des d'aquí
739,dort::ADV,ibi,allí
740,dorthin::ADV,eo,hi
741,geradeaus::ADV,recte,tot dret
742,vorwärts::ADV,porro,endavānt
743,rückwärts::ADV,retro,endarrera
744,zurück::ADV,retro,darrere
745,unten::ADV,infra,a baix
746,hinab::ADV,pessum,cap avall
747,oben::ADV,supra,dalt
748,hinauf::ADV,sursum,cap amunt
749,überall::ADV,ubique,pertot
750,überall::ADV,ubique,per tot arreu
751,nicht::ADV,non,no
752,ein wenig::ADV,paulum,una mica
753,kaum::ADV,vix,a penes
754,kaum::ADV,aegre,a penes
755,sehr::ADV,valde,molt
756,sehr::ADV,magnopere,molt
757,so::ADV,ita,així
758,noch::ADV,etiam,encara
759,nur::ADV,solum,només
760,nur::ADV,tantum,només
761,schon::ADV,iam,ja
762,wieder::ADV,rursus,de nou
763,vergebens::ADV,frustra,en va
764,vor::PRP,ante,davānt
765,vor::PRP,ante,enfront de
766,hinter::PRP,post,darrera
767,unter::PRP,sub,sota
768,durch::PRP,per,per
769,neben::PRP,iuxta,al costāt de
770,zwischen::PRP,inter,entre
771,wegen::PRP,propter,a causa de
772,dies::PRN,hoc,aquest
773,das::PRN,id,això
774,alles::PRN,omnia,tot
775,ich::PRN,ego,jo
776,du::PRN,tu,tu
777,er::PRN,is,ell
778,er::PRN,ille,ell
779,wir::PRN,nos,nosaltres
780,ihr::PRN,vos,vosaltres
781,sie::PRN,ii,ells
782,sie::PRN,ii,elles
783,sie::PRN,illi,ells
784,sie::PRN,illi,elles
785,was::FPRN,quid,què
786,wer::FPRN,quis,qui
787,wo::FADV,ubi,on
788,wohin::FADV,quo,cap a on
789,wie::FADV,quomodo,com
790,warum::FADV,cur,per què
791,wieviel::FNUM,quantum,quant
792,eins::NUM,unus,u
793,zwei::NUM,duo,dos
794,drei::NUM,tres,tres
795,vier::NUM,quattuor,quatre
796,fünf::NUM,quinque,cinc
797,sechs::NUM,sex,sis
798,sieben::NUM,septem,set
799,acht::NUM,octo,vuit
800,neun::NUM,novem,nou
801,zehn::NUM,decem,deu
802,elf::NUM,undecim,onze
803,zwölf::NUM,duodecim,dotze
804,zwanzig::NUM,viginti,vint
805,dreißig::NUM,triginta,trenta
806,vierzig::NUM,quadraginta,quaranta
807,fünfzig::NUM,quinquaginta,cinquanta
808,sechzig::NUM,sexaginta,seixanta
809,siebzig::NUM,septuaginta,setanta
810,achtzig::NUM,octoginta,vuitanta
811,neunzig::NUM,nonaginta,noranta
812,hundert::NUM,centum,cent
813,tausend::NUM,mille,mil
814,und::CNJ,et,i
815,und::CNJ,-que,i
816,oder::CNJ,vel,o
817,stehen::V,stare,estar de peu
818,sitzen::V,sedere,seure
819,liegen::V,iacere,jeure
820,hängen::V,pendere,penjar
821,werden::V,fieri,fer-se
822,werden::V,fieri,posar-se
823,passieren::V,accidere,succeir
824,beginnen::V,incipere,iniciar-se
825,enden::V,finem habere,acabar-se
826,enden::V,finem habere,terminar-se
827,wechseln::V,mutari,canviar
828,aufgehen[Sonne]::V,oriri,sortir
829,untergehen[Sonne]::V,occidere,posar-se
830,scheinen[Sonne]::V,lucere,brillar
831,donnern::V,tonare,tronar
832,wehen::V,flare,bufar
833,strömen::V,fluere,afluir
834,fließen::V,manare,fluir
835,sich drehen::V,torqueri,girar
836,schwanken::V,vacillare,vacil·lar
837,schwingen::V,vibrare,oscil·lar
838,fallen::V,cadere,caure
839,fallen::V,cadere,tombar
840,brennen::V,ardere,cremar
841,rauchen::V,fumare,fumejar
842,regnen::V,pluere,ploure
843,gefrieren::V,congelari,gelar-se
844,tauen::V,rorare,fondre's
845,schmelzen::V,liquescere,fondre's
846,trocknen::V,arescere,assecar-se
847,sieden::V,fervere,bullir
848,faulen::V,putescere,podrir-se
849,verfaulen::V,putescere,podrir-se
850,reißen::V,scindi,trencar-se
851,versinken::V,mergi,enfonsar-se
