,Concept_ID,xal,uk
804,sitzen::V,суух,сидіти
805,liegen::V,кевтх,лежати
806,hängen::V,өлгәтә бәәх,висіти
807,werden::V,болх,стати
808,werden::V,болх,робитися
809,passieren::V,болх,трапитися
810,beginnen::V,эклх,початися
811,enden::V,төгсх,кінчитися
812,wechseln::V,хүврх,мінятися
813,aufgehen[Sonne]::V,һарх,зійти
814,untergehen[Sonne]::V,орх,зайти
815,untergehen[Sonne]::V,сүүрлх,зайти
816,scheinen[Sonne]::V,герлтх,світити
817,donnern::V,күрҗңнх,гриміти
818,wehen::V,сальклх,віяти
819,strömen::V,һооҗх,литися
820,fließen::V,урсх,текти
821,sich drehen::V,эргх,обертатися
822,schwanken::V,дәәвлх,коливатися
823,schwingen::V,нәәхлх,хитатися
824,schwingen::V,нәәхлх,гойдатися
825,fallen::V,унх,падати
826,fallen::V,киисх,падати
827,brennen::V,шатх,горіти
828,rauchen::V,ута һарһх,диміти
829,regnen::V,орх,дощити
830,gefrieren::V,мөстх,змерзнути
831,tauen::V,хәәлх,танути
832,schmelzen::V,хәәлх,плавитися
833,schmelzen::V,хәәлгдх,плавитися
834,trocknen::V,эврх,сохнути
835,sieden::V,буслх,кипіти
836,faulen::V,үмкәрх,гнити
837,verfaulen::V,илҗрх,згнити
838,reißen::V,тасрх,рватися
839,versinken::V,чивх,тонути
840,vergehen::V,болх,проходити
841,erscheinen::V,һарх,з’явитися
842,verschwinden::V,уга болх,щезнути
843,verschwinden::V,уга болх,зникнути
844,sinken::V,татгдх,спадати
845,abnehmen::V,хасгдх,поменшитися
846,zunehmen::V,өсх,збільшуватися
847,steigen::V,немх,підніматися
848,wachsen::V,өсх,рости
849,wachsen::V,урһх,рости
850,glänzen::V,гилвкх,блищати
851,funkeln::V,цәклх,блискати
852,lärmen::V,шууглдх,шуміти
853,läuten::V,хоңх,дзвонити
854,klingeln::V,җиңнулх,дзвонити
855,klirren::V,җиңнх,дзвякати
856,brausen::V,догшрхх,бушувати
857,rauschen::V,сарҗңнх,шелестіти
858,klingen::V,ә һарх,лунати
859,klingen::V,ә һарх,звучати
860,bellen::V,хуцх,гавкати
861,heulen::V,уульх,вити
862,blasen::V,үләх,дунути
863,pfeifen::V,ишкрх,свистіти
864,schreien::V,хәәкрх,кричати
865,stöhnen::V,түңшх,стогнати
866,zittern::V,дагҗннх,тремтіти
867,leben::V,бәәх,жити
868,geboren werden::V,төрх,народитися
869,atmen::V,әмсхлх,дихати
870,trinken::V,уух,пити
871,essen::V,идх,їсти
872,schlucken::V,зальгх,ковтати
873,müde werden::V,көшх,втомитися
874,einschlafen::V,унтх,заснути
875,schlafen::V,нөөрсх,спати
876,aufwachen::V,серх,прокинутися
877,aufstehen::V,босх,встати
878,sich erholen::V,амрх,відпочивати
879,krank werden::V,гемтх,захворіти
880,krank sein::V,шалтглх,хворіти
881,schmerzen::V,өвдх,боліти
882,husten::V,ханях,кашляти
883,genesen::V,эдгх,одужати
884,genesen::V,эдгх,видужати
885,sterben::V,үкх,померти
886,sterben::V,өңгрх,померти
887,umkommen::V,үкх,згинути
888,sich bewegen::V,көдлх,рухатися
889,sich bewegen::V,көндрх,рухатися
890,sich rühren::V,көндрх,ворушитися
891,sich erheben::V,босх,встати
892,sich setzen::V,суух,сісти
893,hinfallen::V,унх,упасти
894,hinfallen::V,киисх,упасти
895,laufen::V,йовх,ходити
896,schreiten::V,алхх,крокувати
897,spazierengehen::V,сергҗ йовх,гуляти
898,eilen::V,шулудх,спішити
899,sich beeilen::V,адһх,поспішати
900,sich beeilen::V,шамдх,поспішати
901,sausen::V,хурдлх,мчатися
902,sausen::V,йир_хурдар_гүүх,мчатися
903,sausen::V,йир_хурдар_йовх,мчатися
904,rennen::V,гүүх,бігати
905,springen::V,һәрәдх,скакати
906,springen::V,һәрәдх,стрибати
907,klettern::V,давшх,лазити
908,schaukeln::V,дүүдңндх,гойдатися
909,kriechen::V,мөлкх,повзати
910,schwimmen::V,усчх,пливти
911,schwimmen::V,усчх,плавати
912,tauchen::V,булхх,пірнати
913,rudern::V,хәәвдх,гребти
914,rudern::V,хәәвдх,веслувати
915,fahren::V,йовх,їхати
916,fliegen::V,нисх,літати
917,gehen::V,йовх,іти
918,weggehen::V,йовх,піти
919,weggehen::V,одх,піти
920,weggehen::V,һарх,піти
921,weggehen::V,мөрлх,піти
922,abfahren::V,мордх,від’їхати
923,abfahren::V,мордх,відправитися
924,anhalten::V,зогсх,зупинитися
925,hineingehen::V,орх,входити
926,eintreten::V,орх,увійти
927,kommen::V,ирх,прийти
928,ankommen::V,ирх,прибути
929,zurückkommen::V,орх,повернутися
930,bleiben::V,бәәх,залишитися
931,warten::V,күләх,чекати
932,erwarten::V,күләх,чекати
933,suchen::V,хәәх,шукати
934,finden::V,олх,знайти
935,versuchen::V,седх,випробовувати
936,vorbereiten::V,белдх,підготувати
937,lieben::V,дурлх,любити
938,mögen::V,таассгдх,любити
939,mögen::V,таассгдх,подобатися
940,lachen::V,инәх,сміятися
941,rühren::V,уйрах,розчулити
942,weinen::V,уульх,плакати
943,schimpfen::V,харах,лаятися
944,sich ärgern::V,уурлх,сердитися
945,sich fürchten::V,әәх,боятися
946,fürchten::V,әәх,боятися
947,fürchten::V,сүрдх,боятися
948,fliehen::V,зулх,тікати
949,flüchten::V,орһх,утекти
950,flüchten::V,зулх,утекти
951,sehen::V,үзх,бачити
952,anschauen::V,харх,поглянути
953,ansehen::V,хәләх,дивитися на
954,ansehen::V,үзх,дивитися на
955,hören::V,соңсх,чути
956,zuhören::V,соңсх,слухати
957,probieren::V,амсх,покуштувати
958,riechen::V,үнрчлх,нюхати
959,fühlen::V,медх,відчувати
960,scheinen::V,болҗ медгдх,здаватися
961,scheinen::V,миниһәр болхла,здаватися
962,scheinen::V,болад бәәх,здаватися
963,zu sehen sein::V,үзгдх,виднітися
964,vernehmen::V,соңсх,почути
965,frieren::V,даарх,мерзнути
966,tun::V,кех,робити
967,können::V,чадх,могти
968,wollen::V,дурлх,хотіти
969,anfangen::V,эклх,почати
970,beenden::V,дуусх,закінчити
971,aufhören::V,уурх,перестати
972,gelingen::V,бүтх,вдатися
973,gelingen::V,күцәх,вдатися
974,geraten::V,болх,опинитися
975,öffnen::V,секх,відкрити
976,schließen::V,хаах,закрити
977,stellen::V,тәвх,поставити
978,setzen::V,суулһх,посадити
979,legen::V,тәвх,класти
980,berühren::V,көндәх,чіпати
981,verbinden::V,боох,зв’язати
982,bedecken::V,хучх,покрити
983,bedecken::V,бүркх,покрити
984,aufhängen::V,өлгх,повісити
985,anzünden::V,асах,запалити
986,anzünden::V,шатах,запалити
987,aufheben::V,өөдән өргх,підняти
988,zurücklassen::V,үлдәх,залишити
989,verlieren::V,геех,загубити
990,fallen lassen::V,алдх,упустити
991,machen::V,кех,зробити
992,herstellen::V,кех,виготовити
993,bauen::V,тосхх,будувати
994,reparieren::V,ясх,лагодити
995,verbessern::V,сәәрүлх,поліпшити
996,ändern::V,хүврәх,змінити
997,graben::V,малтх,копати
998,beugen::V,нуһлх,зігнути
999,biegen::V,матилһх,погнути
1000,drehen::V,эргүлх,вертіти
1001,wenden::V,көмрх,повернути
1002,wenden::V,эргүлх,повернути
1003,umdrehen::V,эргүлх,перевернути
1004,heben::V,өргх,піднімати
1005,heben::V,деер өргх,піднімати
1006,hochheben::V,өргх,підняти
1007,ergreifen::V,бәрх,схопити
1008,halten::V,бәрх,тримати
1009,drücken::V,шахх,натискати
1010,schieben::V,түлкх,пхати
1011,schieben::V,түлкх,штовхати
1012,kratzen::V,мааҗх,шкребти
1013,lecken::V,долах,лизати
1014,beißen::V,хазх,кусати
1015,abreißen::V,таслх,відірвати
1016,abschneiden::V,тәәрх,відрізати
1017,binden::V,боох,в’язати
1018,stecken::V,шаах,увіткнути
1019,stecken::V,хатхх,увіткнути
1020,brechen::V,хамхлх,зламати
1021,klopfen::V,цокх,стукати
1022,hauen::V,цокх,бити
1023,kleben::V,наах,клеїти
1024,reiben::V,зүлгх,терти
1025,streichen::V,наах,намазати
1026,streichen::V,лашх,намазати
1027,streichen::V,түркх,намазати
1028,schleifen::V,хурцлх,точити
1029,schneiden::V,хәәчлх,різати
1030,rütteln::V,дәәвлүлх,хитати
1031,schütteln::V,сегсрх,трясти
1032,schwenken::V,дайлх,махати
1033,schütten::V,кех,налити
1034,füllen::V,дүүргх,наповнити
1035,einwickeln::V,орах,загорнути
1036,tragen::V,зөөх,нести
1037,schleppen::V,чирх,тягти
1038,ziehen::V,татх,тягнути
1039,aufbewahren::V,хадһлх,зберігати
1040,werfen::V,хайх,кидати
1041,fangen::V,бәрх,ловити
1042,fangen::V,хавлх,ловити
1043,packen::V,бәрх,схопити
1044,verstecken::V,дүрх,сховати
1045,verstecken::V,бултулх,сховати
1046,teilen::V,хувах,розділити
1047,schicken::V,илгәх,посилати
1048,bringen::V,авч ирх,принести
1049,hinzufügen::V,немх,додати
1050,bekommen::V,авх,дістати
1051,erhalten::V,авх ,одержати
1052,nehmen::V,авх,взяти
1053,wählen::V,шүүх,вибрати
1054,auswählen::V,шүүх,відібрати
1055,bewahren::V,хадһлх,зберегти
1056,bewahren::V,кевтнь үлдәх,зберегти
1057,bewahren::V,кевтнь бәәлһх,зберегти
1058,behindern::V,харшлх,перешкоджати
1059,verderben::V,үрәх,зіпсувати
1060,beschädigen::V,эвдх,зашкодити
1061,zerbrechen::V,күүлх,розбити
1062,zerbrechen::V,хамхлх,розбити
1063,zerreißen::V,шуучх,розірвати
1064,zerstören::V,эвдх,зруйнувати
1065,verbrennen::V,шатах,спалити
1066,geben::V,өгх,дати
1067,reichen::V,өгх,передати
1068,schenken::V,белглх,дарувати
1069,versprechen::V,амлх,обіцяти
1070,wünschen::V,сә хәәх,бажати
1071,loben::V,магтх,хвалити
1072,küssen::V,үмсх,цілувати
1073,wiegen::V,саатулх,качати
1074,zudecken::V,бүркх,накрити
1075,wecken::V,серүлх,розбудити
1076,zeigen::V,үзүлх,показати
1077,führen::V,көтлх,вести
1078,lehren::V,заах,вчити
1079,lehren::V,сурһх,вчити
1080,unterrichten::V,сурһх,викладати
1081,unterrichten::V,багшлх,викладати
1082,aufziehen::V,өскәх,виховати
1083,leiten::V,һардх,керувати
1084,leiten::V,толһалх,керувати
1085,antreiben::V,шамдах,підганяти
1086,lassen::V,күч үзүлх,змусити
1087,einladen::V,үрх,запросити
1088,vereinigen::V,хамцулх,об’єднати
1089,besuchen::V,одх,завітати
1090,besuchen::V,одх,відвідати
1091,treffen::V,харһх,зустріти
1092,sich versammeln::V,цуглрх,зібратися
1093,sich versammeln::V,хурх,зібратися
1094,spielen::V,наадх,грати
1095,singen::V,дуулх,співати
1096,tanzen::V,биилх,танцювати
1097,sich trennen::V,хаһцх,розлучитися
1098,verlassen::V,хайх,покинути
1099,retten::V,әм аврх,врятувати
1100,retten::V,әәмшгәс харсх,врятувати
1101,bewachen::V,харх,охороняти
1102,bewachen::V,манх,охороняти
1103,schützen::V,харсх,уберігати
1104,verteidigen::V,харсх,захистити
1105,sich schlagen::V,гүвдлдх,битися
1106,sich schlagen::V,гүвдлдх,дратися
1107,schießen::V,хах,стріляти
1108,siegen::V,диилх,перемогти
1109,ärgern::V,уурлулх,сердити
1110,schlagen::V,цокх,ударити
1111,schlagen::V,гүвдх,ударити
1112,stechen::V,хатхх,вколоти
1113,stoßen::V,түлкчкх,штовхнути
1114,stehlen::V,хулхалх,украсти
1115,stören::V,һә болх,перешкодити
1116,belästigen::V,амр эс өгх,докучати
1117,verbergen::V,нуух,сховати
1118,verbergen::V,бултулх,сховати
1119,täuschen::V,меклх,обдурити
1120,betrügen::V,меклх,зшахраювати
1121,betrügen::V,мек һарһх,зшахраювати
1122,töten::V,алх,убити
1123,wohnen::V,бәәх,жити
1124,wohnen::V,бәәх,мешкати
1125,arbeiten::V,көдлх,працювати
1126,sammeln::V,түүх,зібрати
1127,pflücken::V,түүх,зривати
1128,pflücken::V,хурах,зривати
1129,jagen::V,аңнх,полювати
1130,jagen::V,аңһучлх,полювати
1131,fischen::V,заһс аңнх,рибалити
1132,fassen::V,бәрх,піймати
1133,hüten::V,хәрүлх,пасти
1134,treiben::V,туух,гнати
1135,anbinden::V,уйх,прив’язати
1136,füttern::V,теҗәх,годувати
1137,füttern::V,теҗәх,харчувати
1138,melken::V,саах,доїти
1139,hacken::V,чавчх,рубати
1140,gießen::V,услх,полити
1141,reifen::V,болх,дозріти
1142,reifen::V,болвсрх,дозріти
1143,zubereiten::V,белдх,зготовити
1144,zubereiten::V,белдх,приготувати
1145,kochen::V,чанх,варити
1146,kochen::V,чанх,готувати
1147,kochen::V,болһх,варити
1148,kochen::V,болһх,готувати
1149,backen::V,болһх,пекти
1150,braten::V,хуурх,смажити
1151,umrühren::V,самрх,переміщати
1152,stricken::V,өлгх,в’язати
1153,nähen::V,уйх,шити
1154,färben::V,будх,пофарбувати
1155,reinigen::V,цеврлх,очистити
1156,waschen::V,уһах,мити
1157,abwischen::V,арчх,витерти
1158,spülen::V,зәәлх,полоскати
1159,fegen::V,сәвүрдх,підмітати
1160,kehren::V,сәвүрдх,мести
1161,baden::V,өөмх,купатися
1162,sich waschen::V,уһах,митися
1163,sich waschen::V,бийән уһаҗ,митися
1164,ausziehen::V,тәәлх,зняти
1165,anziehen::V,өмсх,надіти
1166,sich anziehen::V,хувцлх,одягтися
1167,sich anziehen::V,хувцлх,одягнутися
1168,kämmen::V,самлх,зачесати
1169,schmücken::V,чимх,оздобити
1170,schmücken::V,кеерүлх,оздобити
1171,sagen::V,келх,сказати
1172,sprechen::V,келх,говорити
1173,reden::V,күүндх,розмовляти
1174,reden::V,күр_кех,розмовляти
1175,sich unterhalten::V,күүндх,бесідувати
1176,fragen::V,сурх,запитати
1177,bitten::V,эрх,просити
1178,erzählen::V,келх,розповісти
1179,erzählen::V,келҗ өгх,розповісти
1180,mitteilen::V,медүлх,повідомити
1181,nennen::V,нерәдх,назвати
1182,nennen::V,нер өгх,назвати
1183,rufen::V,дуудх,кликати
1184,prahlen::V,көөрх,хвалитися
1185,übersetzen::V,орчулх,перекласти
1186,denken::V,санх,думати
1187,denken::V,санх,мислити
1188,glauben::V,шүтх,вірити
1189,glauben::V,нәәлх,вірити
1190,bemerken::V,темдглх,помітити
1191,erkennen::V,таньх,пізнати
1192,erkennen::V,медх,пізнати
1193,begreifen::V,медх,осягнути
1194,verstehen::V,соңсх,почути
1195,lernen::V,сурх,навчатися
1196,wissen::V,медх,знати
1197,sich erinnern an::V,санх,пам’ятати
1198,vergessen::V,мартх,забути
1199,messen::V,кемҗәлх,міряти
1200,zählen::V,тоолх,лічити
1201,rechnen::V,тоолх,рахувати
1202,lesen::V,умшх,читати
1203,malen::V,зурх,малювати
1204,zeichnen::V,зурх,рисувати
1205,schreiben::V,бичх,писати
1206,besitzen::V,эзлх,мати
1207,kaufen::V,хулдҗ авх,купити
1208,verkaufen::V,хулдх,продати
1209,verkaufen::V,гүүлгх,продати
1210,bezahlen::V,өгх,заплатити
1211,zahlen::V,өгх,платити
1212,beherrschen::V,эзлх,володіти
1213,ertragen::V,даах,витерпіти
1214,treten::V,,штовхати
