,Concept_ID,te,ba
252,Ruf::N,పిలువు,саҡырыу
253,Lärm::N,సందడి,шаулау
254,Laut::N,ధ్వని,тауыш
255,Ton::N,స్వరము,яңғырау
256,Lied::N,పాట,йыр
257,Ruhe::N,గాలిలేమి,ял
258,Ruhe::N,గాలిలేమి,тыныслыҡ
259,Leute::N,జనులు,кешеләр
260,Volk::N,జాతి,халҡ
261,Arbeit::N,పని,эш
262,Gast::N,అతిధి,ҡунаҡ
263,Geschenk::N,దానము,бүләк
264,Spiel::N,ఆట,уйын
265,Gesellschaft::N,జట్టు,йәмғиәт
266,Hilfe::N,సాహాయ్యము,ярҙам
267,Freund::N,స్నేహితుడు,дуҫ
268,Kamerad::N,చెలికాడు,иптәш
269,Angelegenheit::N,విషయము,әш
270,Anzahl::N,లెక్క,һан
271,Art::N,జాతి,төр
272,Stück::N,తునుక,киҫәк
273,Teil::N,భాగము,өлөш
274,Hälfte::N,సగము,ярты
275,Kreis::N,వృత్తము,түңәрәк
276,Kreuz::N,సిలువ,тәре
277,Linie::N,గీత,һыҙыҡ
278,Strich::N,గీత,һыҙат
279,Abstand::N,సందు,ара
280,Entfernung::N,దూరము,алыҫлыҡ
281,Gegend::N,విస్తీర్ణము,урын
282,Platz::N,ఎడము,арауыҡ
283,Ort::N,స్థలము,ерҙәр
284,Ort::N,స్థలము,урындар
285,Ort::N,స్థలము,эш урыны
286,Seite::N,ప్రక్క,яҡ
287,Mitte::N,నడిమి,урталыҡ
288,Gegenstand::N,పద్దు,нәмә
289,Sache::N,వస్తువు,нәмә
290,Sache::N,వస్తువు,әйбер
291,Rand::N,అంచు,сит
292,Kante::N,అంచు,ҡабырға
293,Kante::N,అంచు,ян
294,Ecke::N,మూల,мөйөш
295,Spitze::N,మొన,ос
296,Ende::N,కొన,аҙаҡ
297,Loch::N,రంధ్రము,тишек
298,Winkel::N,కోణము,мөйөш
299,Muster::N,మాదిరి,биҙәк
300,Größe::N,పరిమాణము,ҙурлыҡ
301,Länge::N,పొడుగు,оҙонлоҡ
302,Höhe::N,పొడుగు,бейеклек
303,Gewicht::N,భారము,үлсәү
304,Menge::N,మొత్తము,һан
305,Haufen::N,రాశి,өйөм
306,Reihe::N,వరుస,рәт
307,Boot::N,పడవ,кәмә
308,Ruder::N,అడక,ишкәк
309,Schlitten::N,సరవండ్లు,сана
310,Ski::N,స్కీ,саңгы
311,Lagerfeuer::N,నెగడు,костер
312,Last::N,బరువు,ауырлыҡ
313,Gang::N,నడక,барыу
314,Schritt::N,అడుగు,аҙым
315,Norden::N,ఉత్తరదిక్కు,төньяҡ
316,Süden::N,దక్షిణము,көньяҡ
317,Westen::N,పడమర,көнбайыш
318,Osten::N,తూర్పు,көнсығыш
319,Holz::N,కొయ్య,үағас
320,Brett::N,పలక,таҡта
321,Platte::N,పలక,плита
322,Stütze::N,వాల్సేడ్లు,терәк
323,Stange::N,స్తంభము,кәртә
324,Stock::N,కఱ్ఱ,таяҡ
325,Stab::N,కఱ్ఱ,ҡолға
326,Rohr::N,గొట్టము,торба
327,Haus::N,ఇల్లు,өй
328,Haus::N,ఇల్లు,йорт
329,Heim::N,స్వగృహము,өй
330,Ofen::N,పొయ్యి,мейес
331,Fußboden::N,నేల,енес
332,Tisch::N,మేజా,өҫтәл
333,Stuhl::N,కుర్చీ,ултырғыс
334,Wiege::N,ఉయ్యాల,бишек
335,Bett::N,పడక,карауат
336,Bett::N,మంచం,карауат
337,Regal::N,అటక,кәштә
338,Kiste::N,వెట్టె,йәшинк
339,Fenster::N,కిటికి,тәҙрә
340,Tür::N,ద్వారము,ишек
341,Tor::N,ద్వారము,ҡапҡа
342,Zaun::N,కంచె,ҡойма
343,Dach::N,ఇంటివైకప్పు,түбә
344,Dach::N,ఇంటివైకప్పు,ҡыйыҡ
345,Leiter::N,నిచ్చెన,баҫҡыс
346,Besen::N,చీపురుకట్ట,һепертке
347,Spaten::N,పాఱ,көрәк
348,Schaufel::N,పాఱ,көрәк
349,Gabel::N,ముండ్లగరిటె,сәнске
350,Löffel::N,గరిటె,ҡалаҡ
351,Messer::N,కత్తి,бысаҡ
352,Nagel::N,మేకు,сөй
353,Netz::N,వల,ау
354,Haken::N,కొక్కెము,ыргаҡ
355,Griff::N,పిడి,тотҡа
356,Schloss::N,తాళము,йоҙаҡ
357,Bild::N,చిత్రము,картина
358,Figur::N,రూపము,һын
359,Puppe::N,బొమ్మ,ҡурсаҡ
360,Beutel::N,సంచి,тоҡ
361,Bündel::N,మూట,төргәк
362,Tasche::N,సంచి,сумка
363,Eimer::N,చేద,биҙрә
364,Deckel::N,మూత,ҡапҡас
365,Geschirr::N,వంటకాలు,һауыт-һаба
366,Sack::N,గోనెసంచి,тоҡ
367,Tasse::N,గిన్నె,сынаяҡ
368,Topf::N,కుండ,кәстрүл
369,Kessel::N,నీరుకాచుపాత్ర,ҡаҙан
370,Essen::N,ఆహారము,ашау
371,Nahrung::N,ఆహారము,аҙыҡ
372,Speise::N,ఆహారము,аш
373,Fleisch::N,మాంసము,ит
374,Getreide::N,ధాన్యము,иген
375,Getreide::N,ధాన్యము,ашлыҡ
376,Brei::N,గుజ్జు,бутҡа
377,Brot::N,రొట్టె,икмәк
378,Scheibe::N,బద్ద,телем
379,Fett::N,క్రొవ్వు,май
380,Butter::N,వెన్న,май
381,Öl::N,నూనె,май буяуы
382,Salz::N,ఉప్పు,тоҙ
383,Suppe::N,చారు,һурпа
384,Honig::N,తెనె,бал
385,Milch::N,పాలు,һөт
386,Tee::N,తేనీరు,сәй
387,Leder::N,బాగుచేసివతోలు,күн
388,Wolle::N,ఉన్ని,йөн
389,Stoff::N,బట్ట,туҡыма
390,Nadel::N,సూది,энә
391,Faden::N,దారము,еп
392,Knopf::N,బొత్తాము,төймә
393,Knoten::N,ముడి,төйөн
394,Farbe::N,రంగు,буяу
395,Kleidung::N,బట్టలు,кейем
396,Hemd::N,చొక్కాయ,күлдәк
397,Kragen::N,మాల,яға
398,Ärmel::N,చొక్కాయచెయ్యి,ең
399,Hose::N,ఇజారు,салбар
400,Gürtel::N,పటకా,ҡайыш
401,Mütze::N,టోపి,бүрк
402,Schuh::N,పాదరక్ష,туфли
403,Stiefel::N,బూటు,итек
404,Ring::N,ఉంగరము,йөҙөк
405,Ring::N,ఉంగరము,балдаҡ
406,Band::N,నాడా,таҫма
407,Kamm::N,దువ్వెన,тараҡ
408,Spiegel::N,అద్దము,көзгө
409,Riemen::N,వాడా,ҡайыш
410,Schnur::N,దారము,бау
411,Leine::N,వారు,бау
412,Decke::N,కంబళి,одеяд
413,Kissen::N,తలగడ,мендәр
414,Tuch::N,బట్ట,яулыҡ
415,Handtuch::N,తువాలు,таҫтамал
416,Kraft::N,బలము,көс
417,Stärke::N,శక్తి,көс
418,Gesundheit::N,ఆరోగ్యము,һаулыҡ
419,Krankheit::N,రోగము,сир
420,Krankheit::N,రోగము,ауырыу
421,Schmerz::N,నొప్పి,һыҙлау
422,Schmerz::N,నొప్పి,әрнеү
423,Wunde::N,గాయము,йәрәхәт
424,Fieber::N,జ్వరము,тапма
425,Fieber::N,జ్వరము,биҙгәк
426,Arznei::N,మందు,дарыу
427,Brücke::N,వంతెన,күпер
428,Brunnen::N,బావి,ҡоҙоҡ
429,Brunnen::N,కూపము,ҡоҙоҡ
430,Brunnen::N,నుయ్యి,ҡоҙоҡ
431,Weide::N,పచ్చికబయలు,көтөүлек
432,Pfad::N,కాలిత్రోవ,һуҡмаҡ
433,Weg::N,మార్గము,юл
434,Straße::N,బాట,урам
435,Dorf::N,గ్రామము,ауыл
436,Stadt::N,పట్టణము,ҡала
437,Brief::N,జాబు,хат
438,Buch::N,పుస్తకము,китап
439,Buch::N,పుస్తకము,кенәгә
440,Buchstabe::N,అక్షరము,хәреф
441,Zeitung::N,వార్తాపత్రిక,гәзит
442,Leben::N,ప్రాణము,йәшәү
443,Tod::N,మరణము,үлем
444,Grab::N,సమాధి,ҡәбер
445,Kirche::N,క్రెస్తవులగుడి,сиркәү
446,Sünde::N,పాపము,гөнаһ
447,Gott::N,దేవుడు,алла
448,Gott::N,దేవుడు,хоҙай
449,Arbeiter::N,పనిపాటుచేశేవాడు,эшсе
450,Chef::N,యజమానుడు,башлыҡ
451,Meister::N,కళాకారుడు,оҫта
452,Arzt::N,వైద్యుడు,врач
453,Lehrer::N,ఉపాధ్యాయుడు,уҡытыусы
454,Geld::N,ద్రవ్యము,аҡса
455,Geschäft::N,వ్యాపారము,эш
456,Laden::N,అంగడి,магазин
457,Preis::N,వెల,хаҡ
458,Ware::N,సరకులు,тауар
459,Nutzen::N,ప్రయోజనము,файҙа
460,Reichtum::N,ధనము,байлыҡ
461,Welt::N,ప్రపంచము,донъя
462,Land::N,దేశము,ил
463,Staat::N,రాజ్యము,дәүләт
464,König::N,రాజు,король
465,Macht::N,అధికారము,власть
466,Grenze::N,సరిహద్దు,сик
467,Krieg::N,యుద్ధము,һуғыш
468,Feind::N,శత్రువు,йылан
469,Gewalt::N,దౌర్జన్యము,көслөк
470,Kampf::N,పోట్లాట,көрәш
471,Bogen[Waffe]::N,విల్లు,йәйә
472,Pfeil::N,బాణము,уҡ
473,Gewehr::N,తుపాకి,мылтыҡ
474,Fehler::N,తప్ప,хата
475,Lüge::N,అసత్యము,ялған
476,Schaden::N,నష్టము,зыян
477,Schaden::N,నష్టము,зарар
478,Unglück::N,దురదృష్టము,ҡаза
479,Schuld::N,తప్పు,ғәйеп
480,Alter::N,వయస్సు,йәш
481,Schluss::N,ముగింపు,һуң
482,Schluss::N,ముగింపు,аҙаҡ
483,Zeit::N,కాలము,мәл
484,Zeit::N,కాలము,заман
485,Tag::N,దినము,көн
486,Morgen::N,ఉదయము,иртә
487,Morgen::N,ఉదయము,иртәнсәк
488,Mittag::N,మధ్యాహ్నము,төш
489,Abend::N,సాయంకాలము,кис
490,Nacht::N,రత్రి,төн
491,Woche::N,వారము,аҙна
492,Monat::N,నెల,ай
493,Jahr::N,సంవత్సరము,йыл
494,Frühling::N,వసంతకాలము,яҙ
495,Sommer::N,వేసవికాము,йәй
496,Herbst::N,ఆకురాలుకాలము,көз
497,Winter::N,శీతకాలము,ҡыш
498,Januar::N,జనవరి,ғинуар
499,Februar::N,ఫిబ్రవరి,февраль
500,März::N,మార్చి,март
501,April::N,ఏప్రిలు,апрель
502,Mai::N,మే,май
503,Juni::N,జూన్,июнь
504,Juli::N,జూలై,июль
505,August::N,ఆగస్టు,август
506,September::N,సెప్ఠెంబరు,сентябрь
507,Oktober::N,అక్టోబరు,октябрь
508,November::N,నవంబరు,ноябрь
509,Dezember::N,డిసెంబర్,декабрь
510,Montag::N,సోమవారము,дүшәмбе
511,Dienstag::N,మంగళవారము,шишәмбе
512,Mittwoch::N,బుధవారము,шаршамбы
513,Donnerstag::N,గురువారము,кесаҙна
514,Freitag::N,శుక్రవారము,йома
515,Samstag::N,శనివారము,шәмбе
516,Sonntag::N,ఆదివారము,йәкшәмбе
517,groß::A,గొప్పైన,ҙур
518,klein::A,చిన్న,бәләкәс
519,lang::A,పొడుగాటి,оҙон
520,kurz::A,పొట్టి,ҡыҫҡа
521,breit::A,వెడల్పైన,киң
522,schmal::A,ఇఱుకైన,тар
523,dicht::A,దట్టమైన,йыш
524,dicht::A,దట్టమైన,ҡуйы
525,dick[Gegenstand]::A,దట్టమైన,ҡалын
526,dünn::A,పలుచని,йоҡа
527,dünn::A,పలుచని,нәҙек
528,fein::A,నాజాకైన,нескә
529,fest::A,దృడమైవ,ныҡ
530,flach::A,చదువైన,яҫы
531,flach::A,చదువైన,ялпаҡ
532,glatt::A,నున్నని,шыма
533,hart::A,కఠినమైన,ҡаты
534,weich::A,మృదువైన,йомшаҡ
535,rund::A,గుండ్రని,түңәрәк
536,spitz::A,మొనగల,осло түбәле
537,scharf::A,పదనైన,үткер
538,stumpf::A,వాడిలేని,утмәҫ
539,schwer::A,బరువ్తెన,ауыр
540,schön::A,సుందరమైన,матур
541,heiß::A,వేడియైన,эҫе
542,warm::A,వెచ్చని,йылы
543,kalt::A,చల్లని,һыуыҡ
544,kühl::A,చల్లని,һалҡынса
545,frisch::A,తాజాయైన,һалҡынса
546,feucht::A,చెమ్మగానున్న,еүеш
547,feucht::A,చెమ్మగానున్న,дымлы
548,nass::A,తడిగామన్న,еүеш
549,trocken::A,ఎండిన,кипкән
550,voll::A,నిండు,тулы
551,leer::A,శూన్యమైన,буш
552,offen::A,తెఱచియున్న,асыҡ
553,geschlossen::A,మూసిన,ябыҡ
554,sauber::A,పరిశుద్ధమైన,таҙа
555,schmutzig::A,ముఱికియైన,бысраҡ
556,roh::A,పచ్చి,сей
557,reif::A,పండివ,өлгөрғән
558,lecker::A,రుచి గల,тәмле
559,süß::A,తియ్యని,тямле
560,süß::A,తియ్యని,тәм-том
561,bitter::A,చేదైన,әсе
562,sauer::A,పుల్లని,әсе
563,hell::A,కాంతిగల,яҡты
564,dunkel::A,చీకటియైన,ҡараңғы
565,schwarz::A,నల్లని,ҡара
566,weiß::A,తెలుపు,аҡ
567,rot::A,ఎఱ్ఱని,матур
568,rot::A,ఎఱ్ఱని,һылыу
569,rot::A,ఎఱ్ఱని,сибәр
570,gelb::A,పసుపు పచ్చ,һары
571,blau::A,నీలవర్ణము,күк
572,grün::A,ఆకుపచ్చని,йәшел
573,grau::A,నెరిసిన,буҙ
574,bunt::A,రంగేలీ,сыбар
575,bunt::A,రంగేలీ,ала-ҡола
576,billig::A,చౌకయైన,арзан
577,teuer::A,వెలపొడుగైన,ҡыйбатлы
578,wertvoll::A,విలుప్తెన,ҡиммәтле
579,blind::A,గ్రుడ్డి,һуҡыр
580,taub::A,చెవిటి,һаңғырау
581,kräftig::A,శక్తి గల,көслө
582,kräftig::A,శక్తి గల,ҡеүәтле
583,stark::A,బలమైన,көслө
584,stark::A,బలమైన,ҡеүәтле
585,schwach::A,బలహీనమైన,көсһөҙ
586,fett::A,క్రొవ్విన,һимеҙ
587,schlank::A,సన్నని,зифа
588,hübsch::A,సాగప్తెన,матур
589,böse::A,చెడ్డ,асыулы
590,dumm::A,తెలివిలేని,иҫәр
591,faul::A,సోమరియైన,иренсәк
592,fleißig::A,శ్రద్దగల,тырыш
593,geizig::A,పిసినారియైన,һаран
594,klug::A,తెలివిగల,аҡыллы
595,geschickt::A,నిపుణతగల,оҫта
596,lieb::A,ప్రియమైన,яғымлы
597,lustig::A,ఉల్లాసము గల,күңелле
598,sanft::A,సాధువైన,йыуаш
599,hungrig::A,ఆకలిగొనిన,ас
600,krank::A,వ్యాధిగల,сирле
601,krank::A,వ్యాధిగల,ауырыу
602,nackt::A,దిగంబరమైన,яланғас
603,traurig::A,విచారముగల,яманһыу
604,lebendig::A,ప్రాణముతో నున్న,тере
605,lebendig::A,ప్రాణముతో నున్న,йәнле
606,gut::A,మంచి,яҡшы
607,schlecht::A,చెడ్డ,хөрт
608,schlecht::A,చెడ్డ,алама
609,richtig::A,సరియైన,дөрөҫ
610,schlimm::A,అసహ్యమైన,хөрт
611,schlimm::A,అసహ్యమైన,алама
612,wahr::A,నిజమైన,дөрөҫ
613,alt::A,ముసలి,иҫке
614,alt::A,ముసలి,боронғо
615,neu::A,క్రొత్త,яңы
616,ehemalig::A,పూర్వపు,элекке
617,alt[Lebewesen]::A,ముసలి,ҡарт
618,jung::A,పసి,йәш
619,arm::A,బీద,фәҡир
620,reich::A,ధనవంతుడైన,бай
621,bekannt::A,తెలిసిన,таныш
622,berühmt::A,ప్రపిద్దికెక్కివ,атаҡлы
623,berühmt::A,ప్రపిద్దికెక్కివ,данлыҡлы
624,fremd::A,అన్యమైన,ят
625,fremd::A,అన్యమైన,сит
626,verschieden::A,భేదమైన,төрлө
627,nah::A,దగ్గఱనున్న,яҡын
628,fern::A,దూరమందున్న,алыҫ
629,fern::A,దూరమందున్న,йыраҡ
630,linker::A,ఎడమప్రక్కగ,һул
631,rechter::A,కుడి,уң
632,anderer::A,వేఱ్తెన,бутән
633,erster::A,మొదటి,тәүге
634,zweiter::A,రెండన,икенсе
635,dritter::A,మూడో,өсөнсө
636,letzter::A,కడపటి,һуңғы
637,allein::ADV,ఒంటిగా,бер үҙе
638,allein::ADV,ఒంటిగా,яңғыҙ
639,auf einmal::ADV,హరాత్తుగ,бер юлы
640,zusammen::ADV,కలిసి,бергә
641,lange::ADV,బహుకాలము,оҙаҡ
642,plötzlich::ADV,హరాత్తుగ,ҡапыл
643,sofort::ADV,తక్షణము,шунда уҡ
644,später::ADV,ఇటీవలి,һуңыраҡ
645,jetzt::ADV,ఇప్పుడు,хәҙер
646,heute::ADV,నేడు,бөгөн
647,morgen::ADV,ఱేపు,иртәгә
648,bald::ADV,శీఘ్రముగ,тиҙҙән
649,dann::ADV,అప్పుడు,һуңынан
650,gestern::ADV,నిన్నటి దినము,кисә
651,einst::ADV,పూర్వమొకప్పుడు,ҡасандыр
652,einst::ADV,పూర్వమొకప్పుడు,бер баҡыт
653,damals::ADV,అప్పుడు,ул саҡта
654,danach::ADV,అప్పుడు,һуңынан
