,Concept_ID,pt,mrj
775,ehemalig::A,antigo,тошты
776,alt[Lebewesen]::A,velho,ӹлалшӹ
777,jung::A,jovem,нöргӹ
778,jung::A,jovem,молода
779,arm::A,pobre,укеӓн
780,reich::A,rico,паян
781,reich::A,rico,пурлыкан
782,bekannt::A,conhecido,палӹмӹ
783,berühmt::A,famoso,лӹмлы
784,berühmt::A,célebre,лӹмлы
785,fremd::A,alheio,эдемӹн
786,fremd::A,estranho,эдемӹн
787,verschieden::A,diverso,тӹрлӹ
788,verschieden::A,diferente,тӹрлӹ
789,nah::A,próximo,лишӹл
790,fern::A,remoto,мӹндӹр
791,fern::A,distante,мӹндӹр
792,linker::A,esquerdo,шалахай
793,rechter::A,direito,вургамла
794,anderer::A,outro,вес
795,anderer::A,outro,весӹ
796,erster::A,primeiro,икшӹ
797,erster::A,primeiro,икӹмшӹ
798,zweiter::A,segundo,кокшы
799,dritter::A,terceiro,кымшы
800,letzter::A,final,остатка
801,letzter::A,último,остатка
802,allein::ADV,só,иктӹ
803,allein::ADV,só,иктӹт
804,auf einmal::ADV,de vez,тöрöк
805,zusammen::ADV,juntos,икараш
806,zusammen::ADV,juntos,цымырын
807,lange::ADV,muito tempo,кужын
808,plötzlich::ADV,de repente,трӱк
809,sofort::ADV,imediatamente,полт
810,sofort::ADV,imediatamente,тöрöк
811,sofort::ADV,imediatamente,тӹшӓкок
812,später::ADV,mais tarde,вара
813,jetzt::ADV,agora,
814,heute::ADV,hoje,тагачы
815,morgen::ADV,amanhã,иргод
816,morgen::ADV,amanhã,иргодым
817,bald::ADV,logo,чӹнь
818,bald::ADV,logo,вӓшке
819,bald::ADV,logo,выртышты
820,bald::ADV,breve,чӹнь
821,bald::ADV,breve,вӓшке
822,bald::ADV,breve,выртышты
823,dann::ADV,então,пакыла
824,dann::ADV,depois,пакыла
825,gestern::ADV,ontem,тенгечӹ
826,einst::ADV,antigamente,икӓнӓ
827,damals::ADV,então,тӹнӓм
828,danach::ADV,logo,пакыла
829,danach::ADV,depois,пакыла
830,vorher::ADV,antes,перви
831,zuerst::ADV,primeiro,андак
832,einmal::ADV,uma vez,гӓнӓк
833,einmal::ADV,uma vez,гӓнӓ
834,manchmal::ADV,às vezes,кынамжы
835,oft::ADV,muitas vezes,чӹчкӹдӹн
836,immer::ADV,sempre,со
837,immer::ADV,sempre,соок
838,niemals::ADV,nunca,нинам
839,niemals::ADV,nunca,нигынам
840,niemals::ADV,nunca,нигынамат
841,hier::ADV,cá,тиштӹ
842,hier::ADV,aqui,тиштӹ
843,hierhin::ADV,para cá,тишкӹ
844,von hier::ADV,daqui,тишец
845,von hier::ADV,daqui,тишецӹн
846,dort::ADV,lá,тӹштӹ
847,dort::ADV,ali,тӹштӹ
848,dorthin::ADV,lá,тӹшкӹ
849,dorthin::ADV,lá,тӹшкӹлӓ
850,dorthin::ADV,para lá,тӹшкӹ
851,dorthin::ADV,para lá,тӹшкӹлӓ
852,geradeaus::ADV,em frente,вик
853,geradeaus::ADV,em frente,тура
854,vorwärts::ADV,avante,анзыкы
855,rückwärts::ADV,para trás,мӹнгеш
856,zurück::ADV,atrás,мӹнгеш
857,unten::ADV,debaixo,ӱлнӹ
858,unten::ADV,debaixo,лӹвӓлнӹ
859,unten::ADV,em baixo,ӱлнӹ
860,unten::ADV,em baixo,лӹвӓлнӹ
861,hinab::ADV,para baixo,ӱлӹкӹ
862,hinab::ADV,para baixo,лӹвӓкӹ
863,oben::ADV,em cima,вӹлнӹ
864,hinauf::ADV,para cima,кӱшкӹлӓ
865,hinauf::ADV,para cima,кӱш
866,überall::ADV,em toda parte,йӹлт
867,überall::ADV,em toda parte,цилӓ вӓре
868,nicht::ADV,não,уке
869,ein wenig::ADV,um pouco,изиш
870,ein wenig::ADV,um pouco,иклаштык
871,ein wenig::ADV,um bocado,изиш
872,ein wenig::ADV,um bocado,иклаштык
873,kaum::ADV,apenas,цылик
874,kaum::ADV,apenas,чучок-чучок
875,sehr::ADV,muito,чоте
876,so::ADV,tão,тенге
877,so::ADV,tão,тенгелӓ
878,so::ADV,assim,тенге
879,so::ADV,assim,тенгелӓ
880,noch::ADV,ainda,мол
881,noch::ADV,ainda,моло
882,nur::ADV,só,веле
883,nur::ADV,apenas,веле
884,nur::ADV,somente,веле
885,schon::ADV,já,уже
886,schon::ADV,já,ӹнде
887,wieder::ADV,outra vez,уэш
888,vergebens::ADV,em vão,зря
889,vergebens::ADV,em vão,ӹзрӓ
890,vergebens::ADV,em vão,ӹзӹрӓ
891,vor::PRP,diante de,анзыц
892,vor::PRP,diante de,анзыцын
893,hinter::PRP,atrás de,шайылан
894,hinter::PRP,atrás de,шайылный
895,unter::PRP,sob,лӹвӓкӹ
896,unter::PRP,debaixo de,лӹвӓкӹ
897,durch::PRP,por,вашт
898,durch::PRP,através de,вашт
899,neben::PRP,junto de,сага
900,neben::PRP,ao lado de,сага
901,zwischen::PRP,entre,лош
902,zwischen::PRP,entre,лошкы
903,wegen::PRP,por,мычыц
904,wegen::PRP,por causa de,мычыц
905,dies::PRN,isto,тидӹ
906,dies::PRN,isto,ти
907,das::PRN,isso,тидӹ
908,das::PRN,isso,ти
909,das::PRN,aquilo,тидӹ
910,das::PRN,aquilo,ти
911,alles::PRN,todo,цилӓ
912,ich::PRN,eu,мый
913,du::PRN,tu,тӹнь
914,er::PRN,ele,тӹдӹ
915,wir::PRN,nós,мӓ
916,ihr::PRN,vós,вӓ
917,ihr::PRN,vocês,вӓ
918,sie::PRN,eles,нӹнӹ
919,was::FPRN,quê,ма
920,wer::FPRN,quem,кӱ
921,wo::FADV,onde,кышан
922,wo::FADV,onde,кыштакен
923,wohin::FADV,aonde,кышкы
924,wohin::FADV,para onde,кышкы
925,wie::FADV,como,кыце
926,warum::FADV,porquê,малын
927,warum::FADV,por que,малын
928,wieviel::FNUM,quanto,кынар
929,wieviel::FNUM,quanto,кынары
930,wieviel::FNUM,quanto,кынаркы
931,eins::NUM,um,иктӹ
932,eins::NUM,um,иктӹт
933,zwei::NUM,dois,кок
934,zwei::NUM,dois,кокты
935,drei::NUM,três,кым
936,drei::NUM,três,кымыт
937,vier::NUM,quatro,нӹл
938,fünf::NUM,cinco,вӹц
939,sechs::NUM,seis,куд
940,sechs::NUM,seis,кудытмозн
941,sieben::NUM,sete,шӹм
942,sieben::NUM,sete,шӹмӹт
943,acht::NUM,oito,кӓндӓкш
944,acht::NUM,oito,кӓндӓкшӹ
945,neun::NUM,nove,ӹндекшшӱдӹ
946,zehn::NUM,dez,лу
947,elf::NUM,onze,луатик
948,elf::NUM,onze,луатиктӹ
949,zwölf::NUM,doze,луаткок
950,zwölf::NUM,doze,луаткокты
951,zwanzig::NUM,vinte,коклы
952,dreißig::NUM,trinta,кымлы
953,vierzig::NUM,quarenta,нӹллӹ
954,fünfzig::NUM,cinquenta,вӹцлӹ
955,sechzig::NUM,sessenta,кудлу
956,siebzig::NUM,setenta,шӹмлу
957,achtzig::NUM,oitenta,кӓндӓкшлу
958,neunzig::NUM,noventa,ӹндекшлу
959,hundert::NUM,cem,шӱдӹ
960,hundert::NUM,cento,шӱдӹ
961,tausend::NUM,mil,тӹжем
962,und::CNJ,e,дöн
963,oder::CNJ,ou,льывы
964,stehen::V,estar em pé,шалшаг
965,sitzen::V,estar sentado,шӹнзӓш
966,liegen::V,jazer,киӓш
967,liegen::V,estar deitado,киӓш
968,hängen::V,pender,кечӓш
969,hängen::V,estar pendurado,кечӓш
970,werden::V,tornar-se,шагалаш
971,passieren::V,acontecer,ӹштӓ́лтӓш
972,beginnen::V,começar,тӹнгӓлӓлтӓш
973,enden::V,acabar,пӹтӓш
974,enden::V,terminar,пӹтӓш
975,wechseln::V,variar,весемӓш
976,wechseln::V,variar,весемӓлтӓш
977,wechseln::V,alternar,весемӓш
978,wechseln::V,alternar,весемӓлтӓш
979,aufgehen[Sonne]::V,nascer,авараш
980,untergehen[Sonne]::V,pôr-se,шӹ́нзӓш
981,scheinen[Sonne]::V,brilhar,сотемдӓрӓш
982,donnern::V,trovejar,хӹдӹртӓш
983,wehen::V,soprar,ӹфӹлӓш
984,strömen::V,correr,йогащ
985,fließen::V,fluir,йогащ
986,sich drehen::V,girar,пöрдӓш
987,schwanken::V,oscilar,лыпшалташ
988,schwingen::V,vibrar,кӓчӓйӓш
989,fallen::V,cair,кенвазаш
990,fallen::V,cair,шынгалташ
991,brennen::V,arder,йылаш
992,rauchen::V,fumegar,шыпшаш
993,regnen::V,chover,юраш
994,gefrieren::V,gelar,гӓш
995,gefrieren::V,gelar,кӹлмаш
996,gefrieren::V,congelar,гӓш
997,gefrieren::V,congelar,кӹлмаш
998,tauen::V,derreter,шылаш
999,tauen::V,descongelar,шылаш
1000,schmelzen::V,fundir-se,шӹрӓнӓш
1001,trocknen::V,secar,кошкаш
1002,sieden::V,ferver,шолаш
1003,faulen::V,estragar-se,шӱӓш
1004,verfaulen::V,apodrecer,йӓнгӓрӓлтӓш
1005,reißen::V,romper-se,кышкедӓлтӓш
1006,versinken::V,afundar-se,ва́лаш
1007,vergehen::V,passar,эртӓш
1008,erscheinen::V,aparecer,каяш
1009,verschwinden::V,desaparecer,ямаш
1010,sinken::V,descer,пычаш
1011,abnehmen::V,diminuir,чӹдемӓш
1012,abnehmen::V,diminuir,кöтӹргӓш
1013,abnehmen::V,decrescer,чӹдемӓш
1014,abnehmen::V,decrescer,кöтӹргӓш
1015,zunehmen::V,crescer,когоэмӓш
1016,zunehmen::V,aumentar,когоэмӓш
1017,steigen::V,subir,лӱлта́лташ
1018,wachsen::V,crescer,кушкаш
1019,glänzen::V,brilhar,йӹлгӹжӓш
1020,funkeln::V,cintilar,валгалташ
1021,lärmen::V,fazer barulho,юкланаш
1022,läuten::V,chocalhar,цоргаш
1023,klingeln::V,tocar,цоргаш
1024,klirren::V,tinir,цонгырталгаш
1025,brausen::V,bramar,ышдымыла́наш
1026,rauschen::V,murmurar,шу́жгаш
1027,rauschen::V,rumorejar,шу́жгаш
1028,klingen::V,soar,йо́нгаш
1029,bellen::V,ladrar,опташ
1030,heulen::V,uivar,урмыжаш
1031,blasen::V,soprar,ӹфӹлӓш
1032,pfeifen::V,assobiar,ши́шкаш
1033,schreien::V,gritar,уташ
1034,schreien::V,gritar,саслаш
1035,schreien::V,gritar,варгынзаш
1036,stöhnen::V,gemer,ӹнгӹрӓш
1037,zittern::V,tremer,цӹтӹрӓш
1038,leben::V,viver,ӹлӓш
1039,geboren werden::V,nascer,шачаш
1040,atmen::V,respirar,шӱлӓш
1041,trinken::V,beber,йӱӓш
1042,essen::V,comer,качкаш
1043,schlucken::V,engolir,нелӓш
1044,müde werden::V,cansar-se,янгылаш
1045,einschlafen::V,adormecer,амален кеӓш
1046,schlafen::V,dormir,амалаш
1047,aufwachen::V,acordar,понгыжалташ
1048,aufstehen::V,levantar-se,кӹньӹл шагалаш
1049,sich erholen::V,descansar,кӓнаш
1050,krank werden::V,adoecer,церлӓнен вазаш
1051,krank werden::V,ficar doente,церлӓнен вазаш
1052,krank sein::V,estar doente,церлӓнӓш
1053,krank sein::V,estar doente,ясланаш
1054,krank sein::V,estar doente,ясыланаш
1055,schmerzen::V,doer,каршташ
1056,husten::V,tossir,кахыраш
1057,genesen::V,convalescer,паремӓш
1058,genesen::V,convalescer,тöрлӓнӓш
1059,sterben::V,morrer,вазын колаш
1060,umkommen::V,perecer,пӹтӓш
1061,sich bewegen::V,mover-se,кашташ
1062,sich rühren::V,mexer-se,тӓрвӓнӓш
1063,sich erheben::V,levantar-se,кӹньӹлӓш
1064,sich setzen::V,sentar-se,шӹнзӓш
1065,hinfallen::V,cair,кенвазаш
1066,hinfallen::V,cair,шынгалташ
1067,laufen::V,andar,кашташ
1068,laufen::V,caminhar,кашташ
1069,schreiten::V,andar,ашкедӓш
1070,schreiten::V,caminhar,ашкедӓш
1071,spazierengehen::V,passear,мадын кашташ
1072,eilen::V,apressar-se,вӓшкӓш
1073,sich beeilen::V,apressar-se,вӓшкӓш
1074,sich beeilen::V,apressar-se,талашаш
1075,sich beeilen::V,despachar-se,вӓшкӓш
1076,sich beeilen::V,despachar-se,талашаш
1077,sausen::V,correr,хойхаланаш
1078,sausen::V,correr,хояш
1079,rennen::V,correr,кыргыжаш
1080,springen::V,saltar,тӹршештӓш
1081,klettern::V,trepar,ку́заш
1082,schaukeln::V,baloiçar,лыпшалташ
1083,kriechen::V,rastejar,авалянаш
1084,kriechen::V,rastejar,ньыжиклӓш
1085,kriechen::V,arrastar-se,авалянаш
1086,kriechen::V,arrastar-se,ньыжиклӓш
1087,schwimmen::V,nadar,илӓш
1088,tauchen::V,mergulhar,цымаш
1089,rudern::V,remar,шуалташ
1090,fahren::V,ir,кеӓш
1091,fliegen::V,voar,чонгештӓш
1092,gehen::V,ir,кеӓш
1093,gehen::V,andar,кеӓш
1094,weggehen::V,partir,кеӓш
1095,weggehen::V,ir-se embora,кеӓш
1096,abfahren::V,sair,кеӓш
1097,abfahren::V,partir,кеӓш
1098,anhalten::V,parar,цӓрнӓш
1099,hineingehen::V,entrar,пыраш
1100,eintreten::V,entrar,пыраш
1101,kommen::V,vir,толаш
1102,ankommen::V,chegar,шоаш
1103,zurückkommen::V,voltar,пöртӹлӓш
1104,zurückkommen::V,regressar,пöртӹлӓш
1105,bleiben::V,ficar,кодаш
1106,bleiben::V,permanecer,кодаш
1107,warten::V,esperar,вычаш
1108,erwarten::V,esperar,вычаш
1109,erwarten::V,aguardar,вычаш
1110,suchen::V,buscar,кӹчӓлӓш
1111,suchen::V,procurar,кӹчӓлӓш
1112,finden::V,achar,моаш
1113,finden::V,encontrar,моаш
1114,versuchen::V,tentar,путаяш
1115,versuchen::V,tentar,цацаш
1116,vorbereiten::V,preparar,поспейӹктӓш
1117,lieben::V,amar,яраташ
1118,lieben::V,querer,яраташ
1119,mögen::V,gostar de,яраташ
1120,lachen::V,rir,ваштылаш
1121,lachen::V,rir-se,ваштылаш
1122,rühren::V,comover,тӓрвӓтӓш
1123,weinen::V,chorar,мӓгӹрӓш
1124,schimpfen::V,ralhar,свырседӓлӓш
1125,sich ärgern::V,zangar-se,шӹдешкӓш
1126,sich fürchten::V,ter medo de,лӱдӓш
1127,sich fürchten::V,ter receio de,лӱдӓш
1128,fürchten::V,temer,лӱдӓш
1129,fürchten::V,recear,лӱдӓш
1130,fliehen::V,fugir,кыргыжаш
1131,flüchten::V,refugiar-se,кыргыж шӹлӓш
1132,sehen::V,ver,ужаш
1133,anschauen::V,olhar,анжалаш
1134,ansehen::V,mirar,анжаш
1135,hören::V,ouvir,колаш
1136,zuhören::V,escutar,колышташ
1137,probieren::V,provar,тотештӓш
1138,probieren::V,provar,подыл анжаш
1139,probieren::V,saborear,тотештӓш
1140,probieren::V,saborear,подыл анжаш
1141,riechen::V,cheirar,ӱпшӹнзӓш
1142,fühlen::V,sentir,шижӓш
1143,scheinen::V,parecer,каяш
1144,zu sehen sein::V,estar à vista,каяш
1145,vernehmen::V,ouvir,колын колташ
1146,frieren::V,ter frio,кӹлмаш
1147,frieren::V,ter frio,тӹнгӹргӓш
1148,tun::V,fazer,ӹштӓш
1149,können::V,saber,кердӓш
1150,wollen::V,querer,жалаяш
1151,anfangen::V,iniciar,тӹнгӓлӓш
1152,beenden::V,acabar,пӹтӓрӓш
1153,beenden::V,terminar,пӹтӓрӓш
1154,aufhören::V,cessar,цӓрнӓш
1155,aufhören::V,desistir,цӓрнӓш
1156,gelingen::V,sair bem,цӓш лиӓш
1157,gelingen::V,dar bom resultado,цӓш лиӓш
1158,geraten::V,sair,лиӓш
1159,geraten::V,dar resultado,лиӓш
1160,öffnen::V,abrir,пачаш
1161,schließen::V,fechar,чӱчӓш
1162,stellen::V,pôr,шӹндӓш
1163,stellen::V,colocar,шӹндӓш
1164,setzen::V,pôr,шӹндӓш
1165,setzen::V,meter,шӹндӓш
1166,legen::V,pôr,опташ
1167,legen::V,pôr,пиштӓш
1168,legen::V,meter,опташ
1169,legen::V,meter,пиштӓш
1170,berühren::V,tocar,тӹкӓлӓш
1171,verbinden::V,unir,пидӓш
1172,verbinden::V,ligar,пидӓш
1173,bedecken::V,cobrir,леведӓш
1174,aufhängen::V,pendurar,сӓкӓш
1175,anzünden::V,acender,чӱктӓш
1176,aufheben::V,apanhar,кузыкташ
1177,aufheben::V,levantar,кузыкташ
1178,zurücklassen::V,deixar,кодаш
1179,verlieren::V,perder,ямдаш
1180,fallen lassen::V,deixar cair,кенвацтараш
1181,machen::V,fazer,ӹштӓш
1182,herstellen::V,produzir,йӓмдӹлӓш
1183,bauen::V,edificar,ӹштӓш
1184,bauen::V,construir,ӹштӓш
1185,reparieren::V,reparar,чиняш
1186,reparieren::V,reparar,алалаш
1187,reparieren::V,consertar,чиняш
1188,reparieren::V,consertar,алалаш
1189,verbessern::V,melhorar,яжоэмден шӹндӓш
1190,ändern::V,mudar,вашталташ
1191,ändern::V,alterar,вашталташ
1192,graben::V,cavar,капаяш
1193,beugen::V,curvar,лывырташ
1194,beugen::V,curvar,каклярташ
1195,biegen::V,vergar,лывырташ
1196,drehen::V,girar,сӓрӓш
1197,drehen::V,girar,сӓрӹкӓлӓш
1198,wenden::V,virar,сӓрӓлӓш
1199,wenden::V,voltar,сӓрӓлӓш
1200,umdrehen::V,virar,сӓрӓлӓш
1201,umdrehen::V,revolver,сӓрӓлӓш
1202,heben::V,levantar,лӱктӓш
1203,hochheben::V,erguer,кузыкташ
1204,hochheben::V,levantar,кузыкташ
1205,ergreifen::V,apanhar,хватяш
1206,halten::V,segurar,кычаш
1207,drücken::V,apertar,темдӓш
1208,schieben::V,empurrar,шӹкӓш
1209,kratzen::V,raspar,нӹжӓш
1210,lecken::V,lamber,нылаш
1211,beißen::V,morder,пыралаш
1212,abreißen::V,arrancar,кӹрӓш
1213,abreißen::V,arrancar,кышкед нӓлӓш
1214,abschneiden::V,talhar,шулаш
1215,abschneiden::V,talhar,лаштыклаш
1216,binden::V,ligar,пидӓш
1217,stecken::V,meter,шыралаш
1218,stecken::V,enfiar,шыралаш
1219,brechen::V,romper,тодылаш
1220,brechen::V,romper,пыдырташ
1221,brechen::V,quebrar,тодылаш
1222,brechen::V,quebrar,пыдырташ
1223,klopfen::V,bater,рушткаш
1224,hauen::V,bater,шелӹштӓш
1225,kleben::V,colar,клейӓш
1226,reiben::V,esfregar,нӹжӓш
1227,streichen::V,barrar,шӹрӓш
1228,schleifen::V,afiar,шымаш
1229,schneiden::V,cortar,пӹчкӓш
1230,rütteln::V,sacudir,мыльгыкташ
1231,schütteln::V,abanar,цӹтӹртӓш
1232,schütteln::V,abanar,мыльгыкташ
1233,schütteln::V,sacudir,цӹтӹртӓш
1234,schütteln::V,sacudir,мыльгыкташ
1235,schwenken::V,agitar,машыяш
1236,schütten::V,deitar,опталаш
1237,füllen::V,encher,темӓш
1238,einwickeln::V,envolver,пӹтӹрӓ́лӓш
1239,einwickeln::V,embrulhar,пӹтӹрӓ́лӓш
1240,tragen::V,levar,намалаш
1241,tragen::V,trazer,намалаш
1242,schleppen::V,arrastar,шӹдӹрӓш
1243,ziehen::V,puxar,шыпшаш
1244,aufbewahren::V,guardar,перегӓш
1245,aufbewahren::V,conservar,перегӓш
1246,werfen::V,lançar,кӹшкӓш
1247,fangen::V,apanhar,кычаш
1248,packen::V,agarrar,хватяш
1249,verstecken::V,esconder,шӹлтӓш
1250,teilen::V,partir,пайылаш
1251,teilen::V,dividir,пайылаш
1252,schicken::V,enviar,колташ
1253,bringen::V,trazer,кандаш
1254,hinzufügen::V,acrescentar,
1255,bekommen::V,obter,лыкташ
1256,erhalten::V,receber,получаяш
1257,nehmen::V,tomar,налаш
1258,wählen::V,eleger,айыраш
1259,wählen::V,escolher,айыраш
1260,auswählen::V,escolher,айыраш
1261,auswählen::V,seleccionar,айыраш
1262,bewahren::V,guardar,перегӓш
1263,bewahren::V,conservar,перегӓш
1264,behindern::V,impedir,мешӓйӓш
1265,verderben::V,estragar,портяш
1266,verderben::V,corromper,портяш
1267,beschädigen::V,danificar,шушырташ
1268,zerbrechen::V,romper,пыдырташ
1269,zerbrechen::V,quebrar,пыдырташ
1270,zerreißen::V,rasgar,кӹрӓш
1271,zerstören::V,destruir,шӓлӓтӓш
1272,verbrennen::V,queimar,йылаташ
1273,verbrennen::V,queimar,йылалташ
1274,geben::V,dar,пуаш
1275,reichen::V,passar,пуаш
1276,schenken::V,oferecer,подараш
1277,versprechen::V,prometer,сöрӓш
1278,wünschen::V,desejar,жалаяш
1279,loben::V,louvar,хваляш
1280,küssen::V,beijar,шышшалаш
1281,wiegen::V,embalar,лӱнгӓлтӓш
1282,zudecken::V,tapar,пиштӓш
1283,zudecken::V,cobrir,пиштӓш
1284,wecken::V,acordar,понгыжалтараш
1285,wecken::V,despertar,понгыжалтараш
1286,zeigen::V,mostrar,анжыкташ
1287,führen::V,guiar,видӓш
1288,führen::V,conduzir,видӓш
1289,lehren::V,ensinar,тымдаш
1290,unterrichten::V,instruir,тымдаш
1291,aufziehen::V,criar,кушташ
1292,leiten::V,dirigir,видӓш
1293,leiten::V,dirigir,вуйлаташ
1294,leiten::V,dirigir,вуйлалташ
1295,leiten::V,conduzir,видӓш
1296,leiten::V,conduzir,вуйлаташ
1297,leiten::V,conduzir,вуйлалташ
1298,antreiben::V,impelir,талаштараш
1299,lassen::V,fazer,-ыкт
1300,einladen::V,convidar,ӱжӓш
1301,vereinigen::V,unir,иктештӓш
1302,vereinigen::V,reunir,иктештӓш
1303,besuchen::V,ir ver,толаш
1304,besuchen::V,visitar,толаш
1305,treffen::V,encontrar,вӓшлиӓш
1306,treffen::V,encontrar,вӓшлиӓлтӓш
1307,sich versammeln::V,reunir-se,цымыргаш
1308,spielen::V,jogar,мадаш
1309,spielen::V,brincar,мадаш
1310,singen::V,cantar,мыраш
1311,tanzen::V,bailar,кушташ
1312,sich trennen::V,apartar-se,айырлаш
1313,verlassen::V,deixar,шуаш
1314,verlassen::V,abandonar,шуаш
1315,retten::V,salvar,ытараш
1316,bewachen::V,vigiar,оролаш
1317,bewachen::V,guardar,оролаш
1318,schützen::V,proteger,перегӓш
1319,verteidigen::V,defender,перегӓш
1320,sich schlagen::V,brigar,шидӓлӓш
1321,sich schlagen::V,brigar,шиэдӓлӓш
1322,sich schlagen::V,bater-se,шидӓлӓш
1323,sich schlagen::V,bater-se,шиэдӓлӓш
1324,schießen::V,disparar,лӱӓш
1325,siegen::V,vencer,сӹнгӓш
1326,ärgern::V,irritar,шӹдештӓрӓш
1327,ärgern::V,aborrecer,шӹдештӓрӓш
1328,schlagen::V,bater,пӓрен колташ
1329,schlagen::V,bater,хӹрӹктен колташ
1330,treten::V,pisar,чымаш
1331,stechen::V,picar,пышкылаш
1332,stoßen::V,empurrar,шыркедӓш
1333,stehlen::V,furtar,шолышт толаш
1334,stören::V,perturbar,ӓрештӹлӓш
1335,belästigen::V,incomodar,кӓньӹсӹрлӓндӓрӓш
1336,belästigen::V,incomodar,шытырланыкташ
1337,belästigen::V,importunar,кӓньӹсӹрлӓндӓрӓш
1338,belästigen::V,importunar,шытырланыкташ
1339,verbergen::V,ocultar,шӹлтӓш
1340,verbergen::V,esconder,шӹлтӓш
1341,täuschen::V,iludir,алталаш
1342,täuschen::V,iludir,аталаш
1343,täuschen::V,enganar,алталаш
1344,täuschen::V,enganar,аталаш
1345,betrügen::V,burlar,мошеньӹчӓйӓш
1346,betrügen::V,enganar,мошеньӹчӓйӓш
1347,töten::V,matar,пуштын шуаш
1348,wohnen::V,morar,ӹлӓш
1349,arbeiten::V,trabalhar,пӓшӓлӓш
1350,arbeiten::V,trabalhar,ровотаяш
1351,sammeln::V,recolher,погаш
1352,sammeln::V,coleccionar,погаш
1353,pflücken::V,colher,кӹрӓш
1354,jagen::V,caçar,охотничӓйӓш
1355,fischen::V,pescar,кол кычаш
1356,fassen::V,apanhar,кычаш
1357,hüten::V,guardar,кӹтӓш
1358,treiben::V,conduzir,шуруяш
1359,anbinden::V,atar,ялшташ
1360,anbinden::V,atar,ялышташ
1361,füttern::V,dar de comer a,пукшаш
1362,melken::V,ordenhar,шыпшылаш
1363,hacken::V,rachar,роаш
1364,gießen::V,regar,шӓвӓш
1365,reifen::V,amadurecer,кӱӓш
1366,reifen::V,amadurecer,поспейӓш
1367,zubereiten::V,preparar,йӓмдӹлӓш
1368,kochen::V,cozer,шолташ
1369,backen::V,cozer,кӱктӓш
1370,braten::V,assar,жӓрӓш
1371,braten::V,fritar,жӓрӓш
1372,umrühren::V,remexer,намалаш
1373,stricken::V,tricotar,пидӓш
1374,stricken::V,fazer malha,пидӓш
1375,nähen::V,coser,ыргаш
1376,nähen::V,costurar,ыргаш
1377,färben::V,tingir,пидӓш
1378,färben::V,colorir,пидӓш
1379,reinigen::V,limpar,чиӓлтӓш
1380,reinigen::V,purificar,чиӓлтӓш
1381,waschen::V,lavar,мышкаш
1382,abwischen::V,limpar,ӹштӓш
1383,abwischen::V,esfregar,ӹштӓш
1384,spülen::V,lavar,шӱӓлтӓш
1385,spülen::V,enxaguar,шӱӓлтӓш
1386,fegen::V,varrer,ӹштӓш
1387,kehren::V,varrer,ӹштӓш
1388,baden::V,banhar,нӱштӹлӓш
1389,baden::V,tomar banho,нӱштӹлӓш
1390,sich waschen::V,lavar-se,мышкылташ
1391,ausziehen::V,despir,кыдашаш
1392,anziehen::V,vestir,чиӓш
1393,sich anziehen::V,vestir-se,чиӓш
1394,kämmen::V,pentear,шерӓш
1395,schmücken::V,adornar,цеверемдӓш
1396,sagen::V,dizer,манаш
1397,sagen::V,dizer,келесӓш
1398,sprechen::V,falar,манаш
1399,reden::V,falar,шайышташ
1400,sich unterhalten::V,conversar,хытыраш
1401,sich unterhalten::V,conversar,хытыргаш
1402,fragen::V,perguntar,ядаш
1403,bitten::V,pedir,ядаш
1404,erzählen::V,contar,келесӓш
1405,mitteilen::V,comunicar,попаш
1406,mitteilen::V,comunicar,увертӓш
1407,mitteilen::V,comunicar,увертӓрӓш
1408,mitteilen::V,participar,попаш
1409,mitteilen::V,participar,увертӓш
1410,mitteilen::V,participar,увертӓрӓш
1411,nennen::V,nomear,лӹмдӓш
1412,nennen::V,apelidar,лӹмдӓш
1413,rufen::V,chamar,ӱжӓш
1414,prahlen::V,gabar-se,хайзаш
1415,prahlen::V,gabar-se,шаргаланаш
1416,prahlen::V,vangloriar-se,хайзаш
1417,prahlen::V,vangloriar-se,шаргаланаш
1418,übersetzen::V,traduzir,вашташ
1419,denken::V,pensar,машанаш
1420,glauben::V,crer,ӹнянӓш
1421,bemerken::V,notar,цаклаш
1422,bemerken::V,observar,цаклаш
1423,erkennen::V,reconhecer,пӓлӓш
1424,begreifen::V,apreender,ынгылаш
1425,begreifen::V,compreender,ынгылаш
1426,verstehen::V,entender,ынгылаш
1427,verstehen::V,compreender,ынгылаш
1428,lernen::V,aprender,тыменяш
1429,wissen::V,saber,пӓлӓш
1430,sich erinnern an::V,lembrar-se de,ышештӓрӓш
1431,sich erinnern an::V,recordar-se de,ышештӓрӓш
1432,vergessen::V,esquecer,монден кодаш
1433,messen::V,medir,висӓш
1434,zählen::V,contar,шотаяш
1435,rechnen::V,calcular,шотаяш
1436,lesen::V,ler,лыдаш
1437,malen::V,pintar,рисуяш
1438,zeichnen::V,desenhar,ыдырка́лаш
1439,schreiben::V,escrever,вазаш
1440,besitzen::V,possuir,кы́чаш
1441,kaufen::V,comprar,нӓлӓш
1442,verkaufen::V,vender,выжалаш
1443,bezahlen::V,pagar,тӱлӓш
1444,zahlen::V,pagar,тӱлӓш
1445,beherrschen::V,imperar,кы́чаш
1446,ertragen::V,suportar,цӹтӓш
