,Concept_ID,la,cv
738,fern::A,longinquus,инҫе
739,fern::A,longinquus,аякри
740,linker::A,sinister,сулахай
741,rechter::A,dexter,сылтӑм
742,anderer::A,alius,урӑх
743,erster::A,primus,пӗрремӗш
744,zweiter::A,secundus,иккӗмӗш
745,dritter::A,tertius,виҫҫӗмӗш
746,letzter::A,ultimus,юлашки
747,allein::ADV,solum,пӗччен
748,auf einmal::ADV,simul,кӗмӗрккен
749,zusammen::ADV,una,пӗрле
750,lange::ADV,diu,вӑрах
751,plötzlich::ADV,subito,сасартӑк
752,plötzlich::ADV,repente,сасартӑк
753,sofort::ADV,statim,тӳрех
754,später::ADV,postea,кайран
755,jetzt::ADV,nunc,халь
756,jetzt::ADV,nunc,халӗ
757,heute::ADV,hodie,паян
758,morgen::ADV,cras,ыран
759,bald::ADV,mox,халех
760,bald::ADV,mox,кӗҫех
761,dann::ADV,deinde,унтан
762,gestern::ADV,heri,ӗнер
763,einst::ADV,olim,пӗррехинче
764,damals::ADV,tum,ун чухне
765,damals::ADV,tum,апла пулсан
766,danach::ADV,postea,унтан
767,vorher::ADV,antea,малтан
768,zuerst::ADV,primo,пирвай
769,einmal::ADV,semel,пӗррехинче
770,manchmal::ADV,interdum,хӑш чухне
771,oft::ADV,saepe,тӑтӑш
772,immer::ADV,semper,ялан
773,niemals::ADV,numquam,нихӑҫан та
774,hier::ADV,hic,кунта
775,hierhin::ADV,huc,кунта
776,von hier::ADV,hinc,кунтан
777,dort::ADV,ibi,унта
778,dort::ADV,ibi,ҫавӑнта
779,dorthin::ADV,eo,унта
780,dorthin::ADV,eo,ҫавӑнта
781,geradeaus::ADV,recte,тикӗс
782,vorwärts::ADV,porro,малалла
783,rückwärts::ADV,retro,хыҫала
784,zurück::ADV,retro,каялла
785,unten::ADV,infra,аялта
786,hinab::ADV,pessum,аялта
787,oben::ADV,supra,ҫӳлте
788,hinauf::ADV,sursum,ҫӳле
789,überall::ADV,ubique,таҫта та
790,überall::ADV,ubique,пур ҫӗрте те
791,überall::ADV,ubique,кирек ӑҫта та
792,nicht::ADV,non,мар
793,ein wenig::ADV,paulum,пӑртак
794,kaum::ADV,vix,аран
795,kaum::ADV,aegre,аран
796,sehr::ADV,valde,питӗ
797,sehr::ADV,magnopere,питӗ
798,so::ADV,ita,апла
799,noch::ADV,etiam,татах
800,nur::ADV,solum,ҫех
801,nur::ADV,tantum,ҫех
802,schon::ADV,iam,ӗнтӗ
803,wieder::ADV,rursus,каллех
804,vergebens::ADV,frustra,харам
805,vor::PRP,ante,умӗнче
806,hinter::PRP,post,кайра
807,unter::PRP,sub,айне
808,unter::PRP,sub,айӗпе
809,unter::PRP,sub,айӗнче
810,unter::PRP,sub,ҫитеспе
811,durch::PRP,per,витӗр
812,neben::PRP,iuxta,патӗнче
813,zwischen::PRP,inter,хушшинче
814,wegen::PRP,propter,пула
815,wegen::PRP,propter,пирки
816,dies::PRN,hoc,ку
817,dies::PRN,hoc,ҫак
818,das::PRN,id,ҫав
819,alles::PRN,omnia,пурте
820,alles::PRN,omnia,йӑлт
821,ich::PRN,ego,эп
822,du::PRN,tu,эс
823,er::PRN,is,вӑл
824,er::PRN,ille,вӑл
825,wir::PRN,nos,эпир
826,ihr::PRN,vos,эсир
827,sie::PRN,ii,вӗсем
828,sie::PRN,illi,вӗсем
829,was::FPRN,quid,мӗн
830,was::FPRN,quid,мӗскер
831,was::FPRN,quid,мӗн те пулин
832,wer::FPRN,quis,кам
833,wo::FADV,ubi,ӑҫта
834,wohin::FADV,quo,ӑҫта
835,wie::FADV,quomodo,епле
836,wie::FADV,quomodo,мӗнле
837,warum::FADV,cur,ма
838,warum::FADV,cur,мӗншӗн
839,wieviel::FNUM,quantum,миҫе
840,eins::NUM,unus,пӗр
841,eins::NUM,unus,пӗрре
842,zwei::NUM,duo,ик
843,zwei::NUM,duo,икӗ
844,zwei::NUM,duo,иккӗ
845,drei::NUM,tres,виҫ
846,drei::NUM,tres,виҫӗ
847,drei::NUM,tres,виҫҫӗ
848,vier::NUM,quattuor,тӑват
849,fünf::NUM,quinque,пилӗк
850,fünf::NUM,quinque,пиллӗк
851,sechs::NUM,sex,улт
852,sechs::NUM,sex,ултӑ
853,sechs::NUM,sex,улттӑ
854,sieben::NUM,septem,ҫич
855,sieben::NUM,septem,ҫичӗ
856,sieben::NUM,septem,ҫиччӗ
857,acht::NUM,octo,сакӑр
858,acht::NUM,octo,саккӑр
859,neun::NUM,novem,тӑхӑр
860,neun::NUM,novem,тӑххӑр
861,zehn::NUM,decem,вунӑ
862,zehn::NUM,decem,вуннӑ
863,elf::NUM,undecim,вун пӗр
864,zwölf::NUM,duodecim,вун ик
865,zwölf::NUM,duodecim,вун икӗ
866,zwölf::NUM,duodecim,вун иккӗ
867,zwanzig::NUM,viginti,ҫирӗм
868,dreißig::NUM,triginta,вӑтӑр
869,vierzig::NUM,quadraginta,хӗрӗх
870,fünfzig::NUM,quinquaginta,аллӑ
871,sechzig::NUM,sexaginta,утмӑл
872,siebzig::NUM,septuaginta,ҫитмӗл
873,achtzig::NUM,octoginta,сакӑр вунӑ
874,achtzig::NUM,octoginta,сакӑр вуннӑ
875,neunzig::NUM,nonaginta,тӑхӑр вун
876,neunzig::NUM,nonaginta,тӑхӑр вунӑ
877,neunzig::NUM,nonaginta,тӑхӑр вуннӑ
878,hundert::NUM,centum,ҫӗр
879,tausend::NUM,mille,пин
880,und::CNJ,et,та
881,und::CNJ,-que,та
882,oder::CNJ,vel,е
883,stehen::V,stare,тӑр
884,sitzen::V,sedere,лар
885,liegen::V,iacere,вырт
886,hängen::V,pendere,усӑнса тӑр
887,hängen::V,pendere,ҫакӑнса тӑр
888,werden::V,fieri,пул
889,passieren::V,accidere,пул
890,beginnen::V,incipere,пуҫлан
891,enden::V,finem habere,пӗт
892,enden::V,finem habere,вӗҫлен
893,wechseln::V,mutari,улшӑн
894,aufgehen[Sonne]::V,oriri,тух
895,untergehen[Sonne]::V,occidere,анса лар
896,scheinen[Sonne]::V,lucere,пӑх
897,donnern::V,tonare,кӗмсӗртет
898,donnern::V,tonare,авӑт
899,wehen::V,flare,варкӑш
900,strömen::V,fluere,тӑкӑн
901,fließen::V,manare,юх
902,sich drehen::V,torqueri,ҫаврӑн
903,schwanken::V,vacillare,чӳхен
904,schwingen::V,vibrare,суллан
905,fallen::V,cadere,кип
906,fallen::V,cadere,тӳр кип
907,fallen::V,cadere,татӑлса ан
908,brennen::V,ardere,ҫун
909,rauchen::V,fumare,мӑкӑрлан
910,rauchen::V,fumare,тӗтӗм кӑлар
911,regnen::V,pluere,ҫумӑр ҫӑвать
912,gefrieren::V,congelari,шӑн
913,tauen::V,rorare,ирӗл
914,schmelzen::V,liquescere,ирӗл
915,trocknen::V,arescere,тип
916,sieden::V,fervere,вӗре
917,faulen::V,putescere,ҫӗр
918,verfaulen::V,putescere,ҫӗр
919,reißen::V,scindi,ҫурӑл
920,versinken::V,mergi,пут
921,vergehen::V,praeterire,ирт
922,erscheinen::V,apparere,курӑн
923,erscheinen::V,apparere,курӑнса кай
924,verschwinden::V,discedere,ҫухал
925,sinken::V,labi,чак
926,abnehmen::V,deminui,чак
927,zunehmen::V,augeri,пысӑклан
928,steigen::V,augescere,ҫӗклен
929,wachsen::V,crescere,ӳс
930,glänzen::V,splendere,ҫиҫ
931,funkeln::V,micare,ялкӑш
932,funkeln::V,micare,йӑлтӑртат
933,lärmen::V,strepere,шавла
934,läuten::V,sonare,шӑнкӑравла
935,klingeln::V,tinnire,шӑнкӑравла
936,klirren::V,crepare,калтлат
937,klirren::V,crepare,шӑнкӑлтат
938,brausen::V,saevire,ахӑр
939,rauschen::V,crepare,вашӑлтат
940,rauschen::V,crepare,чашӑлтат
941,klingen::V,sonare,янӑра
942,bellen::V,latrare,вӗр
943,heulen::V,ululare,ула
944,blasen::V,flare,вӗр
945,pfeifen::V,sibilare,шӑхӑр
946,schreien::V,clamare,кӑшкӑр
947,stöhnen::V,gemere,йынӑш
948,zittern::V,tremere,чӗтре
949,zittern::V,trepidare,чӗтре
950,leben::V,vivere,пурӑн
951,geboren werden::V,nasci,ҫурал
952,atmen::V,spirare,сывла
953,trinken::V,bibere,ӗҫ
954,essen::V,edere,ҫи
955,schlucken::V,devorare,ҫӑт
956,müde werden::V,fatigari,ӗшен
957,einschlafen::V,obdormiscere,ыйха пут
958,einschlafen::V,obdormiscere,ҫывӑрса кай
959,schlafen::V,dormire,ҫывӑр
960,aufwachen::V,expergisci,вӑран
961,aufstehen::V,exsurgere,тӑр
962,sich erholen::V,se reficere,кан
963,krank werden::V,aegrescere,чирле
964,krank sein::V,aegrotare,чирле
965,schmerzen::V,dolere,сур
966,schmerzen::V,dolere,ырат
967,husten::V,tussire,ӳсӗр
968,genesen::V,convalescere,сывал
969,genesen::V,convalescere,тӳрлен
970,sterben::V,mori,вил
971,umkommen::V,perire,вил
972,sich bewegen::V,se movere,куҫ
973,sich rühren::V,micare,хускал
974,sich erheben::V,surgere,тӑр
975,sich setzen::V,considere,лар
976,hinfallen::V,cadere,ӳк
977,laufen::V,vadere,ут
978,schreiten::V,gradi,ут
979,spazierengehen::V,ambulare,уҫӑлса ҫӳре
980,spazierengehen::V,ambulare,уткаласа ҫӳре
981,eilen::V,properare,васка
982,eilen::V,properare,хыпалан
983,sich beeilen::V,festinare,васка
984,sich beeilen::V,festinare,хыпалан
985,sausen::V,currere,ыткӑн
986,sausen::V,currere,вӗҫтер
987,rennen::V,currere,чуп
988,springen::V,salire,сик
989,klettern::V,niti,улӑх
990,schaukeln::V,oscillare,йӳрӗн
991,kriechen::V,repere,шу
992,kriechen::V,repere,упален
993,kriechen::V,serpere,шу
994,kriechen::V,serpere,упален
995,schwimmen::V,nare,иш
996,schwimmen::V,natare,иш
997,tauchen::V,mergere,чӑм
998,rudern::V,remigare,авӑс
999,fahren::V,vehi,пыр
1000,fliegen::V,volare,вӗҫ
1001,gehen::V,ire,кай
1002,gehen::V,vadere,кай
1003,weggehen::V,abire,кай
1004,weggehen::V,discedere,кай
1005,abfahren::V,proficisci,тапран
1006,anhalten::V,consistere,чарӑн
1007,hineingehen::V,inire,кӗр
1008,hineingehen::V,ingredi,кӗр
1009,eintreten::V,intrare,кӗр
1010,kommen::V,venire,кил
1011,ankommen::V,advenire,ҫит
1012,zurückkommen::V,revenire,таврӑн
1013,zurückkommen::V,revenire,каялла кил
1014,bleiben::V,manere,юл
1015,warten::V,opperiri,кӗт
1016,erwarten::V,opperiri,кӗт
1017,erwarten::V,expectare,кӗт
1018,suchen::V,quaerere,шыра
1019,finden::V,reperire,туп
1020,versuchen::V,conari,пикен
1021,versuchen::V,temptare,пикен
1022,vorbereiten::V,parare,хатӗрле
1023,lieben::V,amare,юрат
1024,mögen::V,amare,кӑмӑлла
1025,mögen::V,amare,килӗштер
1026,lachen::V,ridere,кул
1027,lachen::V,ridere,ахӑлтат
1028,rühren::V,commovere,ҫулӑх
1029,weinen::V,flere,йӗр
1030,weinen::V,flere,макӑр
1031,schimpfen::V,increpare,вӑрҫ
1032,schimpfen::V,increpare,ятлаҫ
1033,sich ärgern::V,indignari,ҫиллен
1034,sich fürchten::V,vereri,шиклен
1035,fürchten::V,timere,хӑра
1036,fliehen::V,fugere,тар
1037,flüchten::V,effugere,чупса тар
1038,sehen::V,videre,кур
1039,anschauen::V,aspectare,пӑхса ил
1040,ansehen::V,spectare,пӑх
1041,hören::V,audire,илт
1042,zuhören::V,auscultare,итле
1043,zuhören::V,auscultare,тӑнла
1044,probieren::V,gustare,астив
1045,riechen::V,olfacere,шӑршла
1046,fühlen::V,sentire,туй
1047,fühlen::V,sentire,сис
1048,scheinen::V,videri,туйӑн
1049,zu sehen sein::V,conspici,курӑн
1050,vernehmen::V,comperire,пӑл
1051,frieren::V,algere,йӳтен
1052,tun::V,facere,ту
1053,können::V,posse,пултар
1054,wollen::V,velle,те
1055,anfangen::V,incipere,пуҫла
1056,beenden::V,finire,пӗтер
1057,aufhören::V,desistere,пӑрах
1058,gelingen::V,contingere,ӑн
1059,geraten::V,evenire,пул
1060,öffnen::V,aperire,уҫ
1061,schließen::V,claudere,хуп
1062,stellen::V,sistere,ларт
1063,stellen::V,sistere,тӑрат
1064,setzen::V,ponere,ларт
1065,legen::V,ponere,хур
1066,berühren::V,tangere,перӗн
1067,verbinden::V,iungere,сып
1068,bedecken::V,tegere,вит
1069,bedecken::V,operire,вит
1070,aufhängen::V,suspendere,ҫак
1071,anzünden::V,accendere,ҫут
1072,anzünden::V,inflammare,ҫут
1073,aufheben::V,tollere,ҫӗкле
1074,zurücklassen::V,relinquere,манса хӑвар
1075,verlieren::V,perdere,ҫӗтер
1076,verlieren::V,amittere,ҫӗтер
1077,fallen lassen::V,dimittere,ӳкер
1078,machen::V,facere,ту
1079,herstellen::V,fabricare,ӑстала
1080,bauen::V,construere,ту
1081,reparieren::V,reparare,юса
1082,verbessern::V,emendare,лайӑхлат
1083,ändern::V,mutare,улӑштар
1084,graben::V,fodere,чав
1085,graben::V,fodere,чакала
1086,beugen::V,flectere,кукӑрт
1087,biegen::V,curvare,ав
1088,biegen::V,curvare,кукӑрт
1089,drehen::V,torquere,ҫавӑр
1090,wenden::V,vertere,ӳпӗнтер
1091,umdrehen::V,convertere,ҫавӑр
1092,heben::V,tollere,хӑпарт
1093,hochheben::V,levare,йӑт
1094,ergreifen::V,capessere,тыт
1095,halten::V,tenere,тыт
1096,drücken::V,premere,пус
1097,schieben::V,promovere,тӗк
1098,schieben::V,promovere,тӗрт
1099,kratzen::V,radere,хыр
1100,lecken::V,lambere,ҫула
1101,beißen::V,mordere,ҫырт
1102,beißen::V,mordere,хып
1103,abreißen::V,avellere,тат
1104,abschneiden::V,desecare,кас
1105,binden::V,ligare,ҫых
1106,stecken::V,inserere,чик
1107,brechen::V,rumpere,хуҫ
1108,klopfen::V,pultare,такка
1109,hauen::V,ferire,шакка
1110,kleben::V,agglutinare,ҫыпӑҫтар
1111,reiben::V,terere,сӑтӑр
1112,streichen::V,oblinere,сӗр
1113,schleifen::V,acuere,хӑйра
1114,schneiden::V,secare,кас
1115,rütteln::V,quassare,лӑка
1116,rütteln::V,quassare,силлентер
1117,schütteln::V,quatere,лӑка
1118,schütteln::V,quatere,силлентер
1119,schwenken::V,ventilare,сулла
1120,schütten::V,fundere,тултар
1121,füllen::V,complere,тултар
1122,einwickeln::V,involvere,чӗрке
1123,tragen::V,ferre,ҫӗкле
1124,tragen::V,portare,ҫӗкле
1125,schleppen::V,pertrahere,сӗтӗр
1126,ziehen::V,trahere,тӑс
1127,aufbewahren::V,asservare,усра
1128,werfen::V,iacere,пӑрах
1129,fangen::V,capere,тыт
1130,packen::V,capessere,тыт
1131,verstecken::V,abdere,пытарса хур
1132,teilen::V,partiri,уйӑр
1133,teilen::V,partiri,пайла
1134,teilen::V,dividere,уйӑр
1135,teilen::V,dividere,пайла
1136,schicken::V,mittere,яр
1137,bringen::V,apportare,кӳр
1138,hinzufügen::V,addere,хуш
1139,bekommen::V,adipisci,ил
1140,bekommen::V,adipisci,туян
1141,erhalten::V,accipere,ил
1142,erhalten::V,accipere,туян
1143,nehmen::V,sumere,ил
1144,wählen::V,eligere,суйла
1145,auswählen::V,deligere,суйла
1146,bewahren::V,conservare,упра
1147,behindern::V,impedire,кансӗрле
1148,behindern::V,impedire,чӑрмантар
1149,verderben::V,corrumpere,пӑс
1150,beschädigen::V,laedere,пӑс
1151,zerbrechen::V,rumpere,ват
1152,zerbrechen::V,rumpere,ҫӗмӗр
1153,zerbrechen::V,frangere,ват
1154,zerbrechen::V,frangere,ҫӗмӗр
1155,zerreißen::V,discindere,ҫур
1156,zerstören::V,delere,иш
1157,verbrennen::V,urere,ҫунтар
1158,verbrennen::V,cremare,ҫунтар
1159,geben::V,dare,пар
1160,reichen::V,praebere,пар
1161,schenken::V,donare,парнеле
1162,schenken::V,largiri,парнеле
1163,versprechen::V,polliceri,тума пул
1164,versprechen::V,polliceri,сӑмах пар
1165,versprechen::V,promittere,тума пул
1166,versprechen::V,promittere,сӑмах пар
1167,loben::V,laudare,ырла
1168,küssen::V,osculari,чуп ту
1169,zudecken::V,tegere,вит
1170,wecken::V,excitare,вӑрат
1171,zeigen::V,monstrare,кӑтарт
1172,führen::V,ducere,илсе пыр
1173,führen::V,ducere,ҫавӑтса пыр
1174,lehren::V,docere,вёрент
1175,unterrichten::V,instituere,вёрент
1176,aufziehen::V,nutrire,вӗрент
1177,leiten::V,ducere,тытса пыр
1178,antreiben::V,incitare,васкат
1179,lassen::V,iubere,пусахла
1180,lassen::V,iubere,хуш
1181,einladen::V,invitare,чӗн
1182,vereinigen::V,coniungere,пӗрлештер
1183,besuchen::V,visere,ҫит
1184,besuchen::V,visere,кӗрсе кур
1185,treffen::V,convenire,тӗл пул
1186,sich versammeln::V,convenire,пуҫтарӑн
1187,spielen::V,ludere,выля
1188,singen::V,cantare,юрла
1189,tanzen::V,saltare,ташла
1190,sich trennen::V,digredi,уйрӑл
1191,sich trennen::V,discedere,уйрӑл
1192,verlassen::V,deserere,хӑвар
1193,verlassen::V,relinquere,хӑвар
1194,retten::V,servare,ҫӑл
1195,bewachen::V,custodire,хуралла
1196,schützen::V,tueri,сыхла
1197,schützen::V,tutari,сыхла
1198,verteidigen::V,defendere,хӳтӗле
1199,sich schlagen::V,luctari,ҫапӑҫ
1200,schießen::V,iaculari,пер
1201,siegen::V,vincere,ҫӗн
1202,siegen::V,vincere,ҫӗнтер
1203,ärgern::V,irritare,тарӑхтар
1204,ärgern::V,irritare,ҫиллентер
1205,schlagen::V,ferire,ҫап
1206,treten::V,calcare,тап
1207,stechen::V,pungere,чик
1208,stoßen::V,tundere,чыш
1209,stehlen::V,furari,вӑрла
1210,stören::V,turbare,кансӗрле
1211,belästigen::V,obtundere,аптӑрат
1212,belästigen::V,obtundere,хупла
1213,verbergen::V,celare,пытар
1214,verbergen::V,occultare,пытар
1215,täuschen::V,fallere,суй
1216,betrügen::V,fraudare,ултала
1217,töten::V,necare,вӗлер
1218,töten::V,caedere,вӗлер
1219,wohnen::V,habitare,чуна пар
1220,wohnen::V,habitare,парӑнса тӑр
1221,arbeiten::V,laborare,ӗҫле
1222,sammeln::V,colligere,пух
1223,pflücken::V,carpere,тат
1224,jagen::V,venari,сунара ҫӳре
1225,fischen::V,piscari,пулӑ тыт
1226,fassen::V,capere,тыт
1227,hüten::V,custodire,кӗт
1228,treiben::V,agere,хӑвала
1229,anbinden::V,alligare,кӑкар
1230,füttern::V,nutrire,ҫитер
1231,melken::V,mulgere,су
1232,hacken::V,findere,вакла
1233,gießen::V,rigare,шӑвар
1234,reifen::V,maturescere,пиҫ
1235,zubereiten::V,apparare,пӗҫер
1236,kochen::V,coquere,пӗҫер
1237,backen::V,coquere,пӗҫер
1238,braten::V,torrere,ӑшала
1239,umrühren::V,commovere,хутӑштар
1240,stricken::V,texere,ҫых
1241,nähen::V,suere,ҫӗле
1242,färben::V,tingere,пӗвет
1243,reinigen::V,purgare,тасат
1244,waschen::V,lavare,ҫу
1245,abwischen::V,abstergere,шӑл
1246,spülen::V,perluere,чӳхе
1247,fegen::V,verrere,шӑл
1248,kehren::V,purgare,шӑл
1249,baden::V,lavari,шыва кӗр
1250,sich waschen::V,lavari,ҫӑвӑн
1251,ausziehen::V,exuere,салан
1252,anziehen::V,induere,тӑхӑн
1253,sich anziehen::V,vestiri,тӑхӑн
1254,kämmen::V,pectere,тура
1255,schmücken::V,ornare,илемлет
1256,schmücken::V,decorare,илемлет
1257,sagen::V,dicere,те
1258,sprechen::V,fari,кала
1259,reden::V,loqui,сӑмахла
1260,reden::V,loqui,калаҫ
1261,sich unterhalten::V,colloqui,пупле
1262,sich unterhalten::V,disputare,пупле
1263,fragen::V,rogare,ыйт
1264,fragen::V,quaerere,ыйт
1265,bitten::V,orare,ыйт
1266,bitten::V,rogare,ыйт
1267,erzählen::V,narrare,каласа пар
1268,mitteilen::V,communicare,пӗлтер
1269,mitteilen::V,communicare,хыпарла
1270,nennen::V,appellare,те
1271,nennen::V,appellare,чӗн
1272,rufen::V,vocare,чӗн
1273,prahlen::V,gloriari,мухтан
1274,prahlen::V,gloriari,вӗҫкӗнлен
1275,übersetzen::V,vertere,куҫар
1276,denken::V,cogitare,шухӑшла
1277,glauben::V,credere,ӗнен
1278,bemerken::V,animadvertere,асӑрха
1279,erkennen::V,cognoscere,палла
1280,begreifen::V,comprehendere,ӑнлан
1281,verstehen::V,intellegere,пӗл
1282,lernen::V,discere,вӗрен
1283,wissen::V,scire,пӗл
1284,wissen::V,scire,ӑнкар
1285,sich erinnern an::V,meminisse,аса ил
1286,vergessen::V,oblivisci,ман
1287,vergessen::V,oblivisci,манса кай
1288,messen::V,metiri,виҫ
1289,zählen::V,numerare,шутла
1290,rechnen::V,reri,шутла
1291,rechnen::V,calculare,шутла
1292,lesen::V,legere,вула
1293,malen::V,pingere,ӳкер
1294,zeichnen::V,scribere,ӳкер
1295,schreiben::V,scribere,ҫыр
1296,besitzen::V,possidere,тыт
1297,kaufen::V,emere,ил
1298,kaufen::V,emere,туян
1299,verkaufen::V,vendere,сут
1300,bezahlen::V,pendere,тӳле
1301,zahlen::V,solvere,тӳле
1302,beherrschen::V,regere,тыт
1303,beherrschen::V,imperare,тыт
1304,ertragen::V,tolerare,тӳс
1305,ertragen::V,sustinere,тӳс
1306,wünschen::V,,сун
1307,wiegen::V,,сиктер
1308,wiegen::V,,силле
