,Concept_ID,,uk
254,Gast::N,,гість
255,Geschenk::N,,подарунок
256,Spiel::N,,гра
257,Gesellschaft::N,,товариство
258,Hilfe::N,,допомога
259,Freund::N,,друг
260,Freund::N,,приятель
261,Kamerad::N,,товариш
262,Angelegenheit::N,,справа
263,Anzahl::N,,число
264,Art::N,,рід
265,Stück::N,,кусок
266,Teil::N,,частина
267,Hälfte::N,,половина
268,Kreis::N,,круг
269,Kreis::N,,коло
270,Kreuz::N,,хрест
271,Linie::N,,лінія
272,Strich::N,,штрих
273,Abstand::N,,проміжок
274,Entfernung::N,,відстань
275,Gegend::N,,місцевість
276,Platz::N,,площа
277,Ort::N,,місце
278,Seite::N,,сторона
279,Mitte::N,,середина
280,Gegenstand::N,,предмет
281,Sache::N,,річ
282,Rand::N,,край
283,Kante::N,,ребро
284,Ecke::N,,ріг
285,Spitze::N,,кінчик
286,Ende::N,,кінець
287,Loch::N,,діра
288,Winkel::N,,куток
289,Muster::N,,узор
290,Größe::N,,розмір
291,Länge::N,,довжина
292,Höhe::N,,висота
293,Gewicht::N,,вага
294,Menge::N,,кількість
295,Haufen::N,,купа
296,Reihe::N,,ряд
297,Boot::N,,човен
298,Ruder::N,,весло
299,Schlitten::N,,сани
300,Ski::N,,лижа
301,Lagerfeuer::N,,вогнище
302,Last::N,,тягар
303,Last::N,,вантаж
304,Gang::N,,хід
305,Schritt::N,,крок
306,Norden::N,,північ
307,Süden::N,,південь
308,Westen::N,,захід
309,Osten::N,,схід
310,Holz::N,,дрова
311,Brett::N,,дошка
312,Platte::N,,плита
313,Stütze::N,,підпірка
314,Stange::N,,жердина
315,Stock::N,,палиця
316,Stab::N,,палиця
317,Rohr::N,,труба
318,Haus::N,,дім
319,Haus::N,,хата
320,Heim::N,,житло
321,Ofen::N,,піч
322,Fußboden::N,,підлога
323,Tisch::N,,стіл
324,Stuhl::N,,стілець
325,Wiege::N,,колиска
326,Bett::N,,ліжко
327,Bett::N,,постіль
328,Regal::N,,полиця
329,Kiste::N,,ящик
330,Fenster::N,,вікно
331,Tür::N,,двері
332,Tor::N,,ворота
333,Zaun::N,,паркан
334,Zaun::N,,огорожа
335,Dach::N,,дах
336,Leiter::N,,драбина
337,Besen::N,,мітла
338,Spaten::N,,заступ
339,Schaufel::N,,совок
340,Schaufel::N,,лопата
341,Gabel::N,,виделка
342,Löffel::N,,ложка
343,Messer::N,,ніж
344,Nagel::N,,цвях
345,Netz::N,,сіть
346,Haken::N,,крюк
347,Griff::N,,ручка
348,Griff::N,,держак
349,Schloss::N,,замок
350,Bild::N,,картина
351,Figur::N,,фігура
352,Puppe::N,,лялька
353,Beutel::N,,мішечок
354,Beutel::N,,торбинка
355,Bündel::N,,в’язка
356,Tasche::N,,сумка
357,Eimer::N,,відро
358,Deckel::N,,кришка
359,Geschirr::N,,посуд
360,Sack::N,,мішок
361,Tasse::N,,чашка
362,Topf::N,,горщик
363,Kessel::N,,котел
364,Essen::N,,їжа
365,Nahrung::N,,харч
366,Speise::N,,страва
367,Fleisch::N,,м’ясо
368,Getreide::N,,хліб
369,Getreide::N,,збіжжя
370,Brei::N,,каша
371,Brot::N,,хліб
372,Scheibe::N,,скибочка
373,Fett::N,,жир
374,Butter::N,,масло
375,Öl::N,,олія
376,Salz::N,,сіль
377,Suppe::N,,суп
378,Honig::N,,мед
379,Milch::N,,молоко
380,Tee::N,,чай
381,Leder::N,,шкіра
382,Wolle::N,,шерсть
383,Stoff::N,,тканина
384,Nadel::N,,голка
385,Faden::N,,нитка
386,Knopf::N,,ґудзик
387,Knoten::N,,вузол
388,Farbe::N,,фарба
389,Kleidung::N,,одяг
390,Kleidung::N,,убрання
391,Hemd::N,,сорочка
392,Kragen::N,,комір
393,Ärmel::N,,рукав
394,Hose::N,,брюки
395,Gürtel::N,,пояс
396,Mütze::N,,шапка
397,Schuh::N,,ботинок
398,Stiefel::N,,чобіт
399,Ring::N,,кільце
400,Band::N,,стрічка
401,Kamm::N,,гребінець
402,Spiegel::N,,дзеркало
403,Riemen::N,,ремінь
404,Schnur::N,,вірьовка
405,Leine::N,,шворка
406,Decke::N,,ковдра
407,Kissen::N,,подушка
408,Tuch::N,,хустка
409,Handtuch::N,,рушник
410,Kraft::N,,сила
411,Stärke::N,,сила
412,Gesundheit::N,,здоров’я
413,Krankheit::N,,хвороба
414,Schmerz::N,,біль
415,Wunde::N,,рана
416,Fieber::N,,гарячка
417,Arznei::N,,ліки
418,Brücke::N,,міст
419,Brunnen::N,,колодязь
420,Weide::N,,пасовище
421,Pfad::N,,стежка
422,Weg::N,,шлях
423,Weg::N,,дорога
424,Straße::N,,вулиця
425,Dorf::N,,село
426,Stadt::N,,місто
427,Brief::N,,лист
428,Buch::N,,книга
429,Buch::N,,книжка
430,Buchstabe::N,,буква
431,Buchstabe::N,,літера
432,Zeitung::N,,газета
433,Leben::N,,життя
434,Tod::N,,смерть
435,Grab::N,,могила
436,Kirche::N,,церква
437,Sünde::N,,гріх
438,Gott::N,,бог
439,Arbeiter::N,,робітник
440,Chef::N,,хазяїн
441,Meister::N,,умілець
442,Arzt::N,,лікар
443,Lehrer::N,,вчитель
444,Geld::N,,гроші
445,Geschäft::N,,заняття
446,Laden::N,,магазин
447,Laden::N,,крамниця
448,Preis::N,,ціна
449,Ware::N,,товар
450,Nutzen::N,,вигода
451,Nutzen::N,,користь
452,Reichtum::N,,багатство
453,Welt::N,,світ
454,Land::N,,країна
455,Staat::N,,держава
456,König::N,,король
457,Macht::N,,влада
458,Grenze::N,,кордон
459,Krieg::N,,війна
460,Feind::N,,ворог
461,Gewalt::N,,насильство
462,Kampf::N,,бій
463,Kampf::N,,боротьба
464,Bogen[Waffe]::N,,лук
465,Pfeil::N,,стріла
466,Gewehr::N,,рушниця
467,Gewehr::N,,гвинтівка
468,Fehler::N,,помилка
469,Lüge::N,,брехня
470,Schaden::N,,шкода
471,Schaden::N,,збиток
472,Unglück::N,,нещастя
473,Schuld::N,,провина
474,Alter::N,,вік
475,Alter::N,,літа
476,Schluss::N,,кінець
477,Zeit::N,,час
478,Tag::N,,день
479,Morgen::N,,ранок
480,Mittag::N,,південь
481,Abend::N,,вечір
482,Nacht::N,,ніч
483,Woche::N,,тиждень
484,Monat::N,,місяць
485,Jahr::N,,рік
486,Frühling::N,,весна
487,Sommer::N,,літо
488,Herbst::N,,осінь
489,Winter::N,,зима
490,Januar::N,,січень
491,Februar::N,,лютий
492,März::N,,березень
493,April::N,,квітень
494,Mai::N,,травень
495,Juni::N,,червень
496,Juli::N,,липень
497,August::N,,серпень
498,September::N,,вересень
499,Oktober::N,,жовтень
500,November::N,,листопад
501,Dezember::N,,грудень
502,Montag::N,,понеділок
503,Dienstag::N,,вівторок
504,Mittwoch::N,,середа
505,Donnerstag::N,,четвер
506,Freitag::N,,п’ятниця
507,Samstag::N,,субота
508,Sonntag::N,,неділя
509,groß::A,,великий
510,klein::A,,малий
511,klein::A,,маленький
512,lang::A,,довгий
513,kurz::A,,короткий
514,breit::A,,широкий
515,schmal::A,,вузький
516,dicht::A,,густий
517,dick[Gegenstand]::A,,товстий
518,dünn::A,,тонкий
519,fein::A,,дрібний
520,fest::A,,міцний
521,flach::A,,плоский
522,glatt::A,,рівний
523,glatt::A,,гладенький
524,hart::A,,твердий
525,weich::A,,м’який
526,rund::A,,круглий
527,spitz::A,,гострокінцевий
528,scharf::A,,гострий
529,stumpf::A,,тупий
530,schwer::A,,важкий
531,schön::A,,вродливий
532,heiß::A,,жаркий
533,heiß::A,,гарячий
534,warm::A,,теплий
535,kalt::A,,холодний
536,kühl::A,,прохолодний
537,frisch::A,,свіжий
538,feucht::A,,вогкий
539,nass::A,,мокрий
540,trocken::A,,сухий
541,voll::A,,повний
542,leer::A,,пустий
543,offen::A,,відкритий
544,geschlossen::A,,закритий
545,geschlossen::A,,зачинений
546,sauber::A,,чистий
547,sauber::A,,охайний
548,schmutzig::A,,брудний
549,roh::A,,сирий
550,reif::A,,зрілий
551,lecker::A,,смачний
552,süß::A,,солодкий
553,bitter::A,,гіркий
554,sauer::A,,кислий
555,hell::A,,світлий
556,dunkel::A,,темний
557,schwarz::A,,чорний
558,weiß::A,,сивий
559,rot::A,,червоний
560,gelb::A,,жовтий
561,blau::A,,синій
562,grün::A,,зелений
563,grau::A,,сірий
564,bunt::A,,барвистий
565,billig::A,,дешевий
566,teuer::A,,дорогий
567,wertvoll::A,,цінний
568,blind::A,,сліпий
569,taub::A,,глухий
570,kräftig::A,,могутній
571,stark::A,,сильний
572,schwach::A,,слабкий
573,fett::A,,жирний
574,fett::A,,товстий
575,schlank::A,,тонкий
576,schlank::A,,стрункий
577,hübsch::A,,чарівний
578,böse::A,,злий
579,böse::A,,лихий
580,dumm::A,,дурний
581,faul::A,,ледачий
582,fleißig::A,,старанний
583,geizig::A,,скупий
584,klug::A,,мудрий
585,klug::A,,розумний
586,geschickt::A,,умілий
587,lieb::A,,милий
588,lustig::A,,веселий
589,sanft::A,,лагідний
590,hungrig::A,,голодний
591,krank::A,,слабий
592,nackt::A,,голий
593,traurig::A,,сумний
594,lebendig::A,,живий
595,gut::A,,добрий
596,schlecht::A,,поганий
597,schlecht::A,,кепський
598,richtig::A,,правильний
599,schlimm::A,,бридкий
600,wahr::A,,справжній
601,alt::A,,старий
602,neu::A,,новий
603,ehemalig::A,,колишній
604,alt[Lebewesen]::A,,старий
605,jung::A,,молодий
606,arm::A,,бідний
607,reich::A,,багатий
608,bekannt::A,,знайомий
609,berühmt::A,,славетний
610,fremd::A,,чужий
611,verschieden::A,,різний
612,nah::A,,близький
613,fern::A,,далекий
614,linker::A,,лівий
615,rechter::A,,правий
616,anderer::A,,інакший
617,erster::A,,перший
618,zweiter::A,,другий
619,dritter::A,,третій
620,letzter::A,,останній
621,allein::ADV,,сам
622,allein::ADV,,один
623,auf einmal::ADV,,відразу
624,zusammen::ADV,,разом
625,zusammen::ADV,,спільно
626,lange::ADV,,довго
627,plötzlich::ADV,,раптом
628,sofort::ADV,,зараз
629,später::ADV,,пізніше
630,jetzt::ADV,,тепер
631,heute::ADV,,сьогодні
632,morgen::ADV,,завтра
633,bald::ADV,,незабаром
634,dann::ADV,,потім
635,gestern::ADV,,вчора
636,einst::ADV,,колись
637,damals::ADV,,тоді
638,danach::ADV,,згодом
639,vorher::ADV,,раніше
640,zuerst::ADV,,спершу
641,zuerst::ADV,,спочатку
642,einmal::ADV,,один раз
643,manchmal::ADV,,іноді
644,manchmal::ADV,,інколи
645,oft::ADV,,часто
646,immer::ADV,,завжди
647,niemals::ADV,,ніколи
648,hier::ADV,,тут
649,hierhin::ADV,,сюди
650,von hier::ADV,,звідси
651,dort::ADV,,там
652,dorthin::ADV,,туди
653,geradeaus::ADV,,прямо
654,vorwärts::ADV,,вперед
655,rückwärts::ADV,,назад
656,zurück::ADV,,назад
657,unten::ADV,,внизу
658,hinab::ADV,,вниз
659,oben::ADV,,вгорі
660,hinauf::ADV,,вгору
661,überall::ADV,,скрізь
662,nicht::ADV,,не
663,ein wenig::ADV,,трохи
664,ein wenig::ADV,,небагато
665,kaum::ADV,,ледве
666,sehr::ADV,,дуже
667,so::ADV,,так
668,noch::ADV,,ще
669,nur::ADV,,лише
670,nur::ADV,,тільки
671,schon::ADV,,вже
672,wieder::ADV,,знову
673,vergebens::ADV,,дарма
674,vor::PRP,,перед
675,hinter::PRP,,ззаду
676,hinter::PRP,,позаду
677,unter::PRP,,під
678,durch::PRP,,крізь
679,neben::PRP,,біля
680,zwischen::PRP,,між
681,wegen::PRP,,з-за
682,wegen::PRP,,через
683,dies::PRN,,це
684,das::PRN,,то
685,alles::PRN,,все
686,ich::PRN,,я
687,du::PRN,,ти
688,er::PRN,,він
689,wir::PRN,,ми
690,ihr::PRN,,ви
691,sie::PRN,,вони
692,was::FPRN,,що
693,wer::FPRN,,хто
694,wo::FADV,,де
695,wohin::FADV,,куди
696,wie::FADV,,як
697,warum::FADV,,чому
698,wieviel::FNUM,,скільки
699,eins::NUM,,один
700,zwei::NUM,,два
701,drei::NUM,,три
702,vier::NUM,,чотири
703,fünf::NUM,,п’ять
704,sechs::NUM,,шість
705,sieben::NUM,,сім
706,acht::NUM,,вісім
707,neun::NUM,,дев’ять
708,zehn::NUM,,десять
709,elf::NUM,,одинадцять
710,zwölf::NUM,,дванадцять
711,zwanzig::NUM,,двадцять
712,dreißig::NUM,,тридцять
713,vierzig::NUM,,сорок
714,fünfzig::NUM,,п’ятдесят
715,sechzig::NUM,,шістдесят
716,siebzig::NUM,,сімдесят
717,achtzig::NUM,,вісімдесят
718,neunzig::NUM,,дев’яносто
719,hundert::NUM,,сто
720,tausend::NUM,,тисяча
721,und::CNJ,,і
722,oder::CNJ,,або
723,stehen::V,,стояти
724,sitzen::V,,сидіти
725,liegen::V,,лежати
726,hängen::V,,висіти
727,werden::V,,стати
728,werden::V,,робитися
729,passieren::V,,трапитися
730,beginnen::V,,початися
731,enden::V,,кінчитися
732,wechseln::V,,мінятися
733,aufgehen[Sonne]::V,,зійти
734,untergehen[Sonne]::V,,зайти
735,scheinen[Sonne]::V,,світити
736,donnern::V,,гриміти
737,wehen::V,,віяти
738,strömen::V,,литися
739,fließen::V,,текти
740,sich drehen::V,,обертатися
741,schwanken::V,,коливатися
742,schwingen::V,,хитатися
743,schwingen::V,,гойдатися
744,fallen::V,,падати
745,brennen::V,,горіти
746,rauchen::V,,диміти
747,regnen::V,,дощити
748,gefrieren::V,,змерзнути
749,tauen::V,,танути
750,schmelzen::V,,плавитися
751,trocknen::V,,сохнути
752,sieden::V,,кипіти
753,faulen::V,,гнити
754,verfaulen::V,,згнити
755,reißen::V,,рватися
756,versinken::V,,тонути
757,vergehen::V,,проходити
758,erscheinen::V,,з’явитися
759,verschwinden::V,,щезнути
760,verschwinden::V,,зникнути
761,sinken::V,,спадати
762,abnehmen::V,,поменшитися
763,zunehmen::V,,збільшуватися
764,steigen::V,,підніматися
765,wachsen::V,,рости
766,glänzen::V,,блищати
767,funkeln::V,,блискати
768,lärmen::V,,шуміти
769,läuten::V,,дзвонити
770,klingeln::V,,дзвонити
771,klirren::V,,дзвякати
772,brausen::V,,бушувати
773,rauschen::V,,шелестіти
774,klingen::V,,лунати
775,klingen::V,,звучати
776,bellen::V,,гавкати
777,heulen::V,,вити
778,blasen::V,,дунути
779,pfeifen::V,,свистіти
780,schreien::V,,кричати
781,stöhnen::V,,стогнати
782,zittern::V,,тремтіти
783,leben::V,,жити
784,geboren werden::V,,народитися
785,atmen::V,,дихати
786,trinken::V,,пити
787,essen::V,,їсти
788,schlucken::V,,ковтати
789,müde werden::V,,втомитися
790,einschlafen::V,,заснути
791,schlafen::V,,спати
792,aufwachen::V,,прокинутися
793,aufstehen::V,,встати
794,sich erholen::V,,відпочивати
795,krank werden::V,,захворіти
796,krank sein::V,,хворіти
797,schmerzen::V,,боліти
798,husten::V,,кашляти
799,genesen::V,,одужати
800,genesen::V,,видужати
801,sterben::V,,померти
802,umkommen::V,,згинути
803,sich bewegen::V,,рухатися
804,sich rühren::V,,ворушитися
805,sich erheben::V,,встати
806,sich setzen::V,,сісти
807,hinfallen::V,,упасти
808,laufen::V,,ходити
809,schreiten::V,,крокувати
810,spazierengehen::V,,гуляти
811,eilen::V,,спішити
812,sich beeilen::V,,поспішати
813,sausen::V,,мчатися
814,rennen::V,,бігати
815,springen::V,,скакати
816,springen::V,,стрибати
817,klettern::V,,лазити
818,schaukeln::V,,гойдатися
819,kriechen::V,,повзати
820,schwimmen::V,,пливти
821,schwimmen::V,,плавати
822,tauchen::V,,пірнати
823,rudern::V,,гребти
824,rudern::V,,веслувати
825,fahren::V,,їхати
826,fliegen::V,,літати
827,gehen::V,,іти
828,weggehen::V,,піти
829,abfahren::V,,від’їхати
830,abfahren::V,,відправитися
831,anhalten::V,,зупинитися
832,hineingehen::V,,входити
833,eintreten::V,,увійти
834,kommen::V,,прийти
835,ankommen::V,,прибути
836,zurückkommen::V,,повернутися
837,bleiben::V,,залишитися
838,warten::V,,чекати
839,erwarten::V,,чекати
840,suchen::V,,шукати
841,finden::V,,знайти
842,versuchen::V,,випробовувати
843,vorbereiten::V,,підготувати
844,lieben::V,,любити
845,mögen::V,,любити
846,mögen::V,,подобатися
847,lachen::V,,сміятися
848,rühren::V,,розчулити
849,weinen::V,,плакати
850,schimpfen::V,,лаятися
851,sich ärgern::V,,сердитися
852,sich fürchten::V,,боятися
853,fürchten::V,,боятися
854,fliehen::V,,тікати
855,flüchten::V,,утекти
856,sehen::V,,бачити
857,anschauen::V,,поглянути
858,ansehen::V,,дивитися на
859,hören::V,,чути
860,zuhören::V,,слухати
861,probieren::V,,покуштувати
862,riechen::V,,нюхати
863,fühlen::V,,відчувати
864,scheinen::V,,здаватися
865,zu sehen sein::V,,виднітися
866,vernehmen::V,,почути
867,frieren::V,,мерзнути
868,tun::V,,робити
869,können::V,,могти
870,wollen::V,,хотіти
871,anfangen::V,,почати
872,beenden::V,,закінчити
873,aufhören::V,,перестати
874,gelingen::V,,вдатися
875,geraten::V,,опинитися
876,öffnen::V,,відкрити
877,schließen::V,,закрити
878,stellen::V,,поставити
879,setzen::V,,посадити
880,legen::V,,класти
881,berühren::V,,чіпати
882,verbinden::V,,зв’язати
883,bedecken::V,,покрити
884,aufhängen::V,,повісити
885,anzünden::V,,запалити
886,aufheben::V,,підняти
887,zurücklassen::V,,залишити
888,verlieren::V,,загубити
889,fallen lassen::V,,упустити
890,machen::V,,зробити
891,herstellen::V,,виготовити
892,bauen::V,,будувати
893,reparieren::V,,лагодити
894,verbessern::V,,поліпшити
895,ändern::V,,змінити
896,graben::V,,копати
897,beugen::V,,зігнути
898,biegen::V,,погнути
899,drehen::V,,вертіти
900,wenden::V,,повернути
901,umdrehen::V,,перевернути
902,heben::V,,піднімати
903,hochheben::V,,підняти
904,ergreifen::V,,схопити
905,halten::V,,тримати
906,drücken::V,,натискати
907,schieben::V,,пхати
908,schieben::V,,штовхати
909,kratzen::V,,шкребти
910,lecken::V,,лизати
911,beißen::V,,кусати
912,abreißen::V,,відірвати
913,abschneiden::V,,відрізати
914,binden::V,,в’язати
915,stecken::V,,увіткнути
916,brechen::V,,зламати
917,klopfen::V,,стукати
918,hauen::V,,бити
919,kleben::V,,клеїти
920,reiben::V,,терти
921,streichen::V,,намазати
922,schleifen::V,,точити
923,schneiden::V,,різати
924,rütteln::V,,хитати
925,schütteln::V,,трясти
926,schwenken::V,,махати
927,schütten::V,,налити
928,füllen::V,,наповнити
929,einwickeln::V,,загорнути
930,tragen::V,,нести
931,schleppen::V,,тягти
932,ziehen::V,,тягнути
933,aufbewahren::V,,зберігати
934,werfen::V,,кидати
935,fangen::V,,ловити
936,packen::V,,схопити
937,verstecken::V,,сховати
938,teilen::V,,розділити
939,schicken::V,,посилати
940,bringen::V,,принести
941,hinzufügen::V,,додати
942,bekommen::V,,дістати
943,erhalten::V,,одержати
944,nehmen::V,,взяти
945,wählen::V,,вибрати
946,auswählen::V,,відібрати
947,bewahren::V,,зберегти
948,behindern::V,,перешкоджати
949,verderben::V,,зіпсувати
950,beschädigen::V,,зашкодити
951,zerbrechen::V,,розбити
952,zerreißen::V,,розірвати
953,zerstören::V,,зруйнувати
954,verbrennen::V,,спалити
955,geben::V,,дати
956,reichen::V,,передати
957,schenken::V,,дарувати
958,versprechen::V,,обіцяти
959,wünschen::V,,бажати
960,loben::V,,хвалити
961,küssen::V,,цілувати
962,wiegen::V,,качати
963,zudecken::V,,накрити
964,wecken::V,,розбудити
965,zeigen::V,,показати
966,führen::V,,вести
967,lehren::V,,вчити
968,unterrichten::V,,викладати
969,aufziehen::V,,виховати
970,leiten::V,,керувати
971,antreiben::V,,підганяти
972,lassen::V,,змусити
973,einladen::V,,запросити
974,vereinigen::V,,об’єднати
975,besuchen::V,,завітати
976,besuchen::V,,відвідати
977,treffen::V,,зустріти
978,sich versammeln::V,,зібратися
979,spielen::V,,грати
980,singen::V,,співати
981,tanzen::V,,танцювати
982,sich trennen::V,,розлучитися
983,verlassen::V,,покинути
984,retten::V,,врятувати
985,bewachen::V,,охороняти
986,schützen::V,,уберігати
987,verteidigen::V,,захистити
988,sich schlagen::V,,битися
989,sich schlagen::V,,дратися
990,schießen::V,,стріляти
991,siegen::V,,перемогти
992,ärgern::V,,сердити
993,schlagen::V,,ударити
994,treten::V,,штовхати
995,stechen::V,,вколоти
996,stoßen::V,,штовхнути
997,stehlen::V,,украсти
998,stören::V,,перешкодити
999,belästigen::V,,докучати
1000,verbergen::V,,сховати
1001,täuschen::V,,обдурити
1002,betrügen::V,,зшахраювати
1003,töten::V,,убити
1004,wohnen::V,,жити
1005,wohnen::V,,мешкати
1006,arbeiten::V,,працювати
1007,sammeln::V,,зібрати
1008,pflücken::V,,зривати
1009,jagen::V,,полювати
