,Concept_ID,ps,az
109,Wiese::N,شنېلی,çəmən
110,Wald::N,ځنګل,meşə
111,Hügel::N,تپه,təpə
112,Anhöhe::N,غونډۍ,təpə
113,Berg::N,غ‍‍‍‍‍ر,dağ
114,Gipfel::N,څوکه,zirvə
115,Höhle::N,کاز,mağara
116,Abhang::N,لمن,yamac
117,Quelle::N,چینه,bulaq
118,Bach::N,واله,kiçik çay
119,Fluss::N,سیند,çay
120,Ufer::N,غاړه,kənar
121,Küste::N,ساحل,sahil
122,Festland::N,وچه,materik
123,Meer::N,بحر,dəniz
124,Meer::N,سمندر,dəniz
125,Bucht::N,کارۍ,körfəz
126,Insel::N,ټاپو,ada
127,Insel::N,جزيره,ada
128,Blume::N,ګل,çiçək
129,Gras::N,واښه,ot
130,Wurzel::N,ریښه,kök
131,Baum::N,ونه,ağac
132,Stamm::N,ډډ,gövdə
133,Rinde::N,پوستکی,qabıq
134,Ast::N,ښاخ,şax
135,Zweig::N,څانګه,budaq
136,Blatt::N,پاڼه,yarpaq
137,Birke::N,توس,tozağacı
138,Kiefer[Baum]::N,نښتر,şam
139,Weide[Baum]::N,وله,söyüd
140,Tanne::N,ناجو,küknar
141,Horn::N,ښکر,buynuz
142,Feder::N,بڼکه,tük
143,Feder::N,بڼکه,lələk
144,Fell::N,پوستکی,xəz
145,Flügel::N,وزر,qanad
146,Klaue::N,پنجه,pəncə
147,Klaue::N,منګول,pəncə
148,Kralle::N,پنجه,dırnaq
149,Kralle::N,منګول,dırnaq
150,Schwanz::N,لکۍ,quyruq
151,Ei::N,وۍ,yumurta
152,Ei::N,هګۍ,yumurta
153,Nest::N,جاله,yuva
154,Bau::N,کاز,yuva
155,Tier::N,ژوی,heyvan
156,Tier::N,حیوان,heyvan
157,Herde::N,رمه,sürü
158,Herde::N,غېله,sürü
159,Kuh::N,غوا,inək
160,Bulle::N,غوئی,öküz
161,Pferd::N,آس,at
162,Schaf::N,پسه,qoyun
163,Schwein::N,سرکوزی,donuz
164,Hund::N,سپی,it
165,Hund::N,سپی,köpək
166,Katze::N,پشه,pişik
167,Bär::N,خرس,ayı
168,Eichhörnchen::N,خړ لمی,dələ
169,Elch::N,ګوزن,sığın
170,Fuchs::N,سپلم,tülkü
171,Hase::N,سوی,dovşan
172,Maus::N,مږک,siçan
173,Wolf::N,لېوه,qurd
174,Vogel::N,مرغه,quş
175,Schwarm::N,سېل,sürü
176,Huhn::N,چرګه,toyuq
177,Hahn::N,چرګ,xoruz
178,Gans::N,بته,qaz
179,Adler::N,عقاب,qartal
180,Adler::N,عقاب,qaraquş
181,Ente::N,ایلۍ,ördək
182,Eule::N,ګونګی,bayquş
183,Kranich::N,کلنګ,durna
184,Krähe::N,کارغه,qarğa
185,Kuckuck::N,فاخته,ququ
186,Schwan::N,قو,qu quşu
187,Fisch::N,کب,balıq
188,Fisch::N,ماهی,balıq
189,Schlange[Tier]::N,مار,ilan
190,Wurm::N,چینجی,qurd
191,Spinne::N,غڼه,hörümçək
192,Spinne::N,تارکښ,hörümçək
193,Ameise::N,مېږی,qarışqa
194,Laus::N,سپږه,bit
195,Mücke::N,ماشی,ağcaqanad
196,Fliege::N,مچ,milçək
197,Schmetterling::N,پتنګ,kəpənək
198,Beere::N,مېوۍ,gilə
199,Apfel::N,مڼه,alma
200,Pilz::N,خرېړی,göbələk
201,Zwiebel::N,پیاز,soğan
202,Saat::N,تخم,əkin
203,Korn::N,تخم,taxıl
204,Korn::N,دانه,taxıl
205,Heu::N,بوس,quru ot
206,Heu::N,پروړه,quru ot
207,Schale::N,پوستکی,qabıq
208,Grube::N,کنده,çuxur
209,Falle::N,دام,tələ
210,Falle::N,دام,duzaq
211,Falle::N,لومه,tələ
212,Falle::N,لومه,duzaq
213,Schlinge::N,کړۍ,ilmək
214,Spur::N,نښه,iz
215,Asche::N,آس,kül
216,Asche::N,ایره,kül
217,Dreck::N,ناپاکي,kir
218,Eisen::N,اوسپنه,dəmir
219,Gold::N,سره زر,altun
220,Silber::N,نقره,gümüş
221,Silber::N,سپین زر,gümüş
222,Kohle::N,سکور,kömür
223,Kohle::N,سکاره,kömür
224,Glas::N,ښيښه,şüşə
225,Lehm::N,خټه,gil
226,Lehm::N,خټه,palçıq
227,Sand::N,شګه,qum
228,Mensch::N,انسان,adam
229,Mensch::N,انسان,insan
230,Mann::N,سړی,kişi
231,Mann::N,نارینه,kişi
232,Frau::N,ښځه,qadın
233,Kind::N,بچی,uşaq
234,Kind::N,ماشوم,uşaq
235,Junge::N,هلک,oğlan
236,Mädchen::N,نجلۍ,qız
237,Familie::N,کورنۍ,ailə
238,Großvater::N,بابا,baba
239,Großmutter::N,انا,nənə
240,Eltern::N,مور او پلار,valideyn
241,Vater::N,پلار,ata
242,Mutter::N,مور,ana
243,Sohn::N,زوی,oğul
244,Tochter::N,لور,qız
245,Bruder::N,ورور,qardaş
246,Schwester::N,خور,bacı
247,Onkel::N,تره,əmi
248,Onkel::N,تره,dayı
249,Onkel::N,ماما,əmi
250,Onkel::N,ماما,dayı
251,Tante::N,خاله,bibi
252,Ehemann::N,مېړه,ər
253,Ehefrau::N,مېرمن,arvad
254,Freude::N,خوشحالي,nəşə
255,Freude::N,خوشحالي,sevinc
256,Gelächter::N,خندا,gülüş
257,Gelächter::N,خندا,qəhqəhə
258,Glück::N,بخت,səadət
259,Glück::N,بخت,xoşbəxtlik
260,Kummer::N,غم,qəm
261,Kummer::N,غم,kədər
262,Wunsch::N,هيله,arzu
263,Wunsch::N,غوښتنه,arzu
264,Lust::N,شوق,həvəs
265,Lust::N,مینه,həvəs
266,Geist::N,روح,ruh
267,Gedanke::N,فکر,fikir
268,Gedanke::N,فکر,düşüncə
269,Gedächtnis::N,یاد,xatir
270,Gedächtnis::N,یاد,hafizə
271,Gedächtnis::N,حافظه,xatir
272,Gedächtnis::N,حافظه,hafizə
273,Verstand::N,عقل,ağıl
274,Verstand::N,شعور,ağıl
275,Sinn::N,معنی,məna
276,Grund::N,علت,səbəb
277,Grund::N,اساس,səbəb
278,Wahrheit::N,حقیقت,haqq
279,Wahrheit::N,حقیقت,doğruluq
280,Gespräch::N,مرکه,söhbət
281,Gespräch::N,مرکه,qonuşma
282,Gespräch::N,خبرې اترې,söhbət
283,Gespräch::N,خبرې اترې,qonuşma
284,Märchen::N,افسانه,nağıl
285,Erzählung::N,قصه,hekayə
286,Erzählung::N,کیسه,hekayə
287,Nachricht::N,خبر,xəbər
288,Neuigkeit::N,نوی خبر,xəbər
289,Neuigkeit::N,نوی خبر,yenilik
290,Name::N,نوم,ad
291,Rätsel::N,کیسۍ,tapmaca
292,Rätsel::N,چیستان,tapmaca
293,Rede::N,وینا,nitq
294,Sprache::N,ژبه,dil
295,Stimme::N,غږ,səs
296,Stimme::N,اواز,səs
297,Wort::N,لغت,söz
298,Wort::N,لغت,kəlmə
299,Wort::N,کلمه,söz
300,Wort::N,کلمه,kəlmə
301,Zeichen::N,نښه,nişan
302,Zeichen::N,اشاره,nişan
303,Ruf::N,ږغ,çığırtı
304,Ruf::N,بلنه,çığırtı
305,Lärm::N,غالمغال,gurultu
306,Laut::N,ږغ,səs
307,Ton::N,اواز,ton
308,Lied::N,غزله,mahnı
309,Lied::N,سندره,mahnı
310,Ruhe::N,ارامي,sakitlik
311,Leute::N,خلک,xalq
312,Volk::N,ولس,millət
313,Arbeit::N,کار,iş
314,Arbeit::N,کار,əmək
315,Gast::N,مېلمه,qonaq
316,Gast::N,مېلمه,müsafir
317,Geschenk::N,تحفه,hədiyyə
318,Geschenk::N,سوغات,hədiyyə
319,Spiel::N,لوبه,oyun
320,Spiel::N,لوبه,tamaşa
321,Gesellschaft::N,ډله,cəmiyyet
322,Hilfe::N,کومک,kömək
323,Hilfe::N,کومک,yardım
324,Hilfe::N,مرسته,kömək
325,Hilfe::N,مرسته,yardım
326,Freund::N,ملګری,dost
327,Kamerad::N,انډيوال,yoldaş
328,Angelegenheit::N,موضوع,iş
329,Anzahl::N,شمېر,say
330,Anzahl::N,تعداد,say
331,Art::N,ډول,çeşid
332,Stück::N,ټوټه,dənə
333,Stück::N,ټوټه,parça
334,Teil::N,برخه,qisim
335,Hälfte::N,نیم,yarım
336,Kreis::N,دایره,dairə
337,Kreuz::N,صلیب,xaç
338,Linie::N,خط,xətt
339,Linie::N,لیکه,xətt
340,Strich::N,کرښه,cızıq
341,Abstand::N,فاصله,məsafə
342,Entfernung::N,واټن,məsafə
343,Entfernung::N,واټن,uzaqlıq
344,Gegend::N,سیمه,bölgə
345,Gegend::N,منطقه,bölgə
346,Platz::N,ځای,yer
347,Ort::N,ځای,yer
348,Seite::N,مخ,yan
349,Seite::N,مخ,tərəf
350,Seite::N,اړخ,yan
351,Seite::N,اړخ,tərəf
352,Mitte::N,وسط,orta
353,Mitte::N,مینځ,orta
354,Gegenstand::N,شی,şey
355,Sache::N,شی,şey
356,Sache::N,څيز,şey
357,Rand::N,څنډه,kənar
358,Rand::N,کناره,kənar
359,Kante::N,اړخ,tiyə
360,Kante::N,اړخ,kənar
361,Ecke::N,ګوټ,bucaq
362,Spitze::N,څوکه,uc
363,Ende::N,څوکه,son
364,Ende::N,څوکه,axır
365,Loch::N,سوری,deşik
366,Winkel::N,کنج,guşə
367,Winkel::N,کوتی,guşə
368,Muster::N,نمونه,ülgü
369,Größe::N,قد,böyüklük
370,Größe::N,لويوالی,böyüklük
371,Länge::N,طول,uzunluq
372,Länge::N,اوږد والی,uzunluq
373,Höhe::N,جګوالی,yüksəklik
374,Gewicht::N,وزن,çəki
375,Gewicht::N,وزن,ağırlıq
376,Menge::N,اندازه,miqdar
377,Haufen::N,کوټه,yığın
378,Reihe::N,صف,səf
379,Reihe::N,صف,sıra
380,Reihe::N,کتار,səf
381,Reihe::N,کتار,sıra
382,Boot::N,قايق,qayıq
383,Ruder::N,چپه,kürək
384,Schlitten::N,ښویېدونی,kirşə
385,Ski::N,سکي,xizək
386,Lagerfeuer::N,اور,düşərgə tonqalı
387,Last::N,بار,yük
388,Last::N,پېټی,yük
389,Gang::N,تګ,yeriş
390,Schritt::N,ګام,addım
391,Norden::N,شمال,şimal
392,Süden::N,سوېل,cənub
393,Westen::N,لوېدېځ,qərb
394,Osten::N,شرق,şərq
395,Osten::N,ختیځ,şərq
396,Holz::N,لرګی,ağac
397,Holz::N,لرګی,taxta
398,Brett::N,تخته,taxta
399,Platte::N,تخته,lövhə
400,Stütze::N,تکیوان,dayaq
401,Stütze::N,تکیوان,dəstək
402,Stange::N,ډاګه,şüvül
403,Stock::N,لرګی,dəyənək
404,Stab::N,چيخله,əsa
405,Stab::N,چيخله,şüvül
406,Rohr::N,نل,boru
407,Rohr::N,نل,truba
408,Haus::N,کور,ev
409,Heim::N,کور,ev
410,Ofen::N,تودنۍ,peç
411,Ofen::N,تودنۍ,soba
412,Fußboden::N,غولی,döşəmə
413,Tisch::N,مېز,masa
414,Stuhl::N,چوکۍ,stul
415,Wiege::N,زانګو,beşik
416,Bett::N,کټ,yataq
417,Bett::N,چپرکټ,yataq
418,Regal::N,تاخچۍ,rəf
419,Kiste::N,صندوق,yeşik
420,Kiste::N,صندوق,sandıq
421,Fenster::N,کړکۍ,pəncərə
422,Tür::N,دروازه,qapı
423,Tor::N,دروازه,darvaza
424,Zaun::N,کټاره,çəpər
425,Dach::N,بام,dam
426,Leiter::N,زينه,nərdivan
427,Besen::N,جارو,süpürgə
428,Spaten::N,یوم,kürək
429,Schaufel::N,بېلچه,kürək
430,Gabel::N,پنجه,çəngəl
431,Löffel::N,کاشوغه,qaşıq
432,Messer::N,چاقو,bıçaq
433,Nagel::N,ميخ,mıx
434,Netz::N,جال,tor
435,Haken::N,څنګک,çəngəl
436,Griff::N,لاستی,qulp
437,Griff::N,لاستی,tutacaq
438,Schloss::N,کلپ,qıfıl
439,Bild::N,رسم,rəsm
440,Figur::N,قدوقامت,şəkil
441,Figur::N,قدوقامت,heykəl
442,Puppe::N,ګوډۍ,kukla
443,Puppe::N,ګوډۍ,gəlincik
444,Beutel::N,کڅوړه,kisə
445,Beutel::N,کڅوړه,torba
446,Bündel::N,دسته,bağlama
447,Tasche::N,بکس,çanta
448,Tasche::N,توبره,çanta
449,Eimer::N,سطل,vedrə
450,Eimer::N,سطل,çəllək
451,Deckel::N,سرپوښ,qapaq
452,Geschirr::N,لوښی,qab-qazan
453,Sack::N,جوال,çuval
454,Tasse::N,پیاله,fincan
455,Topf::N,دېګی,qazan
456,Kessel::N,دېګ,qazan
457,Essen::N,خوراک,yemək
458,Nahrung::N,خوراک,qida
459,Speise::N,خواړه,xörək
460,Fleisch::N,غوښه,ət
461,Getreide::N,غله,taxıl
462,Brei::N,اوګره,aş
463,Brei::N,اوګره,sıyıq
464,Brot::N,ډوډۍ,çörək
465,Scheibe::N,مړۍ,dilim
466,Fett::N,غوړي,yağ
467,Butter::N,کوچ,kərə yağı
468,Öl::N,تېل,yağ
469,Salz::N,مالګه,duz
470,Suppe::N,شوربا,şorba
471,Honig::N,شات,bal
472,Milch::N,شوده,süd
473,Tee::N,چای,çay
474,Leder::N,څرمن,dəri
475,Wolle::N,پشم,yun
476,Stoff::N,ټوټه,qumaş
477,Nadel::N,ستن,iynə
478,Faden::N,تار,sap
479,Knopf::N,تڼۍ,düymə
480,Knopf::N,تکمه,düymə
481,Knoten::N,غوټه,düyün
482,Farbe::N,رنګ,boya
483,Kleidung::N,کالي,geyim
484,Hemd::N,کميس,köynək
485,Kragen::N,غاړه,yaxa
486,Ärmel::N,لستوڼی,qol
487,Hose::N,پطلون,şalvar
488,Gürtel::N,کمربند,kəmər
489,Mütze::N,خولۍ,şapka
490,Schuh::N,بوټ,tufli
491,Schuh::N,بوټ,ayaqqabı
492,Stiefel::N,موزه,çəkmə
493,Ring::N,ګوته,üzük
494,Band::N,فيته,lent
495,Kamm::N,ګمنځ,daraq
496,Spiegel::N,ایینه,güzgü
497,Spiegel::N,هنداره,güzgü
498,Riemen::N,تسمه,qayış
499,Schnur::N,مزی,ip
500,Leine::N,رسۍ,kəmsik
501,Decke::N,بړستن,ədyal
502,Decke::N,بړستن,yorğan
503,Kissen::N,بالښت,yastıq
504,Tuch::N,ټیکری,şarf
505,Tuch::N,ټیکری,kaşne
506,Handtuch::N,دسمال,dəsmal
507,Kraft::N,زور,güc
508,Kraft::N,توان,güc
509,Stärke::N,قوت,qüvvət
510,Gesundheit::N,صحت,sağlamlıq
511,Gesundheit::N,روغتیا,sağlamlıq
512,Krankheit::N,مرض,xəstəlik
513,Krankheit::N,ناروغي,xəstəlik
514,Schmerz::N,درد,ağrı
515,Schmerz::N,درد,sancı
516,Wunde::N,ټپ,yara
517,Wunde::N,زخم,yara
518,Fieber::N,تبه,isitmə
519,Fieber::N,تبه,qızdırma
520,Arznei::N,دوا,ilaç
521,Arznei::N,دوا,dərman
522,Arznei::N,دارو,ilaç
523,Arznei::N,دارو,dərman
524,Brücke::N,پول,körpü
525,Brunnen::N,څاه,quyu
526,Brunnen::N,کوهی,quyu
527,Weide::N,وله,otlaq
528,Pfad::N,تړه,cığır
529,Weg::N,لیار,yol
530,Straße::N,سړک,küçə
531,Dorf::N,کلی,kənd
532,Stadt::N,ښار,şəhər
533,Brief::N,لیک,məktub
534,Brief::N,مکتوب,məktub
535,Buch::N,کتاب,kitab
536,Buchstabe::N,حرف,hərf
537,Buchstabe::N,توری,hərf
538,Zeitung::N,اخبار,qəzet
539,Leben::N,ژوند,həyat
540,Tod::N,مرګ,ölüm
541,Tod::N,مړینه,ölüm
542,Grab::N,قبر,qəbir
543,Grab::N,ډورۍ,qəbir
544,Kirche::N,کلیسا,kilsə
545,Sünde::N,ګناه,günah
546,Gott::N,خدای,tanrı
547,Arbeiter::N,کاریګر,işçi
548,Chef::N,آمر,şef
549,Chef::N,آمر,rəis
550,Meister::N,استاد,usta
551,Arzt::N,طبیب,həkim
552,Arzt::N,طبیب,doktor
553,Arzt::N,ډاکټر,həkim
554,Arzt::N,ډاکټر,doktor
555,Lehrer::N,معلم,müəllim
556,Lehrer::N,ښوونکی,müəllim
557,Geld::N,پیسې,pul
558,Geschäft::N,سوداګري,ticarət
559,Laden::N,دکان,dükan
560,Laden::N,مغازه,dükan
561,Preis::N,بیه,qiymət
562,Ware::N,مال,mal
563,Nutzen::N,ګټه,fayda
564,Reichtum::N,شتمني,zənginlik
565,Welt::N,نړۍ,aləm
566,Welt::N,نړۍ,dünya
567,Welt::N,دنیا,aləm
568,Welt::N,دنیا,dünya
569,Land::N,هېواد,ölkə
570,Staat::N,دولت,dövlət
571,König::N,باچا,kral
572,König::N,باچا,məlik
573,König::N,پادشاه,kral
574,König::N,پادشاه,məlik
575,Macht::N,قدرت,qüdrət
576,Grenze::N,حد,hüdud
577,Grenze::N,حد,sərhət
578,Grenze::N,سرحد,hüdud
579,Grenze::N,سرحد,sərhət
580,Krieg::N,جګړه,hərb
581,Krieg::N,جګړه,müharibə
582,Feind::N,دښمن,düşmən
583,Gewalt::N,زور,cəbr
584,Gewalt::N,تشدد,cəbr
585,Kampf::N,جنګ,savaş
586,Kampf::N,مبارزه,savaş
587,Bogen[Waffe]::N,لیندۍ,yay
588,Pfeil::N,غشی,ox
589,Gewehr::N,ټوپک,tüfəng
590,Fehler::N,خطا,xəta
591,Fehler::N,غلطي,xəta
592,Lüge::N,دروغ,yalan
593,Schaden::N,زیان,ziyan
594,Schaden::N,تاوان,ziyan
595,Unglück::N,بدبختي,bəla
596,Schuld::N,ګناه,təqsir
597,Alter::N,منګ,yaş
598,Schluss::N,اخر,son
599,Zeit::N,وخت,vaxt
600,Zeit::N,وخت,zaman
601,Tag::N,ورځ,gün
602,Morgen::N,سبا,sabah
603,Morgen::N,سهار,sabah
604,Mittag::N,غرمه,günorta
605,Abend::N,ماښام,axşam
606,Nacht::N,شپه,gecə
607,Woche::N,اونۍ,həftə
608,Monat::N,مياشت,ay
609,Jahr::N,کال,il
610,Frühling::N,پسرلی,yaz
611,Frühling::N,پسرلی,bahar
612,Sommer::N,دوبی,yay
613,Herbst::N,منی,payız
614,Herbst::N,خزان,payız
615,Winter::N,ژمی,qış
616,Januar::N,جنوري,Janvar
617,Februar::N,فبروري,Fevral
618,März::N,مارچ,Mart
619,April::N,اپریل,Aprel
620,Mai::N,مې,May
621,Juni::N,جون,İyun
622,Juli::N,جولای,İyul
623,August::N,اګست,Avqust
624,September::N,سپټامبر,Sentyabr
625,Oktober::N,اکتوبر,Oktyabr
626,November::N,نومبر,Noyabr
627,Dezember::N,دسمبر,Dekabr
628,Montag::N,دوشنبه,bazar ertəsi
629,Dienstag::N,سه شنبه,çərşənbə axşamı
630,Mittwoch::N,چارشنبه,çərşənbə
631,Donnerstag::N,پنجشنبه,cüme axşamı
632,Freitag::N,جمعه,cüme
633,Samstag::N,خالي,şənbə
634,Sonntag::N,یکشنبه,bazar
635,groß::A,لوی,böyük
636,klein::A,وړوکی,kiçik
637,lang::A,اوړد,uzun
638,kurz::A,لنډ,qısa
639,breit::A,پراخه,enli
640,breit::A,پراخه,geniş
641,schmal::A,تنګ,dar
642,dicht::A,ګڼ,sıx
643,dick[Gegenstand]::A,پنډ,qalın
644,dünn::A,نری,nazik
645,fein::A,نازک,incə
646,fest::A,کلک,bərk
647,fest::A,کلک,möhkəm
648,fest::A,ټینګ,bərk
649,fest::A,ټینګ,möhkəm
650,flach::A,هوار,düz
651,glatt::A,ښوی,hamar
652,hart::A,کلک,sərt
653,weich::A,نرم,yumşaq
654,weich::A,پوست,yumşaq
655,rund::A,ګرد,yuvarlaq
656,spitz::A,تېره,uclu
657,spitz::A,تېره,sivri
658,scharf::A,تېز,kəskin
659,scharf::A,تېره,kəskin
660,stumpf::A,پڅ,küt
661,schwer::A,دروند,ağır
662,schön::A,ښکلی,gözəl
663,schön::A,ښکلی,gəşəng
664,heiß::A,تود,isti
665,warm::A,تود,ilıq
666,kalt::A,ېخ,soyuq
667,kalt::A,سوړ,soyuq
668,kühl::A,ېخ,sərin
669,kühl::A,سوړ,sərin
670,frisch::A,تازه,təzə
671,feucht::A,مرطوب,nəm
672,nass::A,لوند,yaş
673,trocken::A,وچ,quru
674,voll::A,ډک,dolu
675,leer::A,خالی,boş
676,offen::A,خلاص,açıq
677,offen::A,پرانیستی,açıq
678,geschlossen::A,تړلی,qapalı
679,sauber::A,پاک,təmiz
680,schmutzig::A,چټل,kirli
681,roh::A,خام,çiy
682,reif::A,پوخ,yetişmiş
683,reif::A,رسېدلی,yetişmiş
684,lecker::A,خوندور,dadlı
685,lecker::A,خوندور,ləzzətli
686,lecker::A,مزه دار,dadlı
687,lecker::A,مزه دار,ləzzətli
688,süß::A,خوږ,şirin
689,süß::A,شیرین,şirin
690,bitter::A,تریخ,acı
691,sauer::A,ټاک,turş
692,sauer::A,تريو,turş
693,hell::A,روڼ,aydın
694,hell::A,روښان,aydın
695,dunkel::A,تیاره,qaranlıq
696,schwarz::A,تور,qara
697,weiß::A,سپين,ağ
698,rot::A,سور,qırmızı
699,gelb::A,زېړ,sarı
700,blau::A,شین,göy
701,blau::A,شین,mavi
702,blau::A,اسماني رنګه,göy
703,blau::A,اسماني رنګه,mavi
704,grün::A,زرغون,yaşıl
705,grau::A,خړ,boz
706,bunt::A,رنګارنګ,əlvan
707,bunt::A,رنګارنګ,rəngli
708,billig::A,ارزان,ucuz
709,teuer::A,ګران,bahalı
710,wertvoll::A,قیمتي,qiymətli
711,blind::A,ړوند,kor
712,taub::A,کوڼ,kar
713,kräftig::A,قوی,güclü
714,stark::A,قوی,qüvvətli
715,stark::A,تکړه,qüvvətli
716,schwach::A,ضعیف,zəif
717,schwach::A,ضعیف,gücsüz
718,schwach::A,کمزوری,zəif
719,schwach::A,کمزوری,gücsüz
720,fett::A,چاغ,şişman
721,schlank::A,خوش اندام,zərif
722,hübsch::A,ښکلی,göyçək
723,hübsch::A,ښایسته,göyçək
724,böse::A,شریر,fəna
725,böse::A,قهرناک,fəna
726,dumm::A,احمق,axmaq
727,faul::A,لټ,tənbəl
728,faul::A,تنبل,tənbəl
729,fleißig::A,زحمت کښ,çalışqan
730,geizig::A,بخیل,xəsis
731,klug::A,عاقل,ağıllı
732,klug::A,هوښیار,ağıllı
733,geschickt::A,ماهر,bacarıqlı
734,lieb::A,عزیز,əziz
735,lieb::A,عزیز,sevimli
736,lieb::A,محبوب,əziz
737,lieb::A,محبوب,sevimli
738,lustig::A,خوشحال,məzəli
739,lustig::A,خوشحال,gülməli
740,sanft::A,پوست,mülayim
741,sanft::A,ملایم,mülayim
742,hungrig::A,وږی,ac
743,krank::A,مريض,xəstə
744,krank::A,ناروغ,xəstə
745,nackt::A,لوڅ,çılpaq
746,traurig::A,غمجن,qəmgin
747,traurig::A,غمجن,kədərli
748,lebendig::A,ژوندی,canlı
749,gut::A,ښه,yaxşı
750,schlecht::A,بد,pis
751,schlecht::A,خراب,pis
752,richtig::A,سم,doğru
753,richtig::A,صحیح,doğru
754,schlimm::A,بد,fəna
755,schlimm::A,مخوف,fəna
756,wahr::A,واقعي,gərçək
757,alt::A,زوړ,əski
758,alt::A,زوړ,köhnə
759,neu::A,نوی,yeni
760,ehemalig::A,پخوانی,əvvəlki
761,alt[Lebewesen]::A,زوړ,qoca
762,jung::A,ځوان,gənc
763,arm::A,غریب,kasıb
764,arm::A,غریب,yoxsul
765,arm::A,بې وزله,kasıb
766,arm::A,بې وزله,yoxsul
767,reich::A,شتمن,zəngin
768,reich::A,دولتمند,zəngin
769,bekannt::A,اشنا,tanış
770,berühmt::A,مشهور,məşhur
771,fremd::A,پردی,yad
772,fremd::A,بېګانه,yad
773,verschieden::A,مختلف,dürlü
774,nah::A,نژدې,yaxın
775,fern::A,لیری,uzaq
776,linker::A,چپ,sol
777,linker::A,کیڼ,sol
778,rechter::A,ښی,sağ
779,anderer::A,بل,başqa
