,Concept_ID,de,da
796,laufen::V,laufen,løbe
797,schreiten::V,schreiten,skride
798,spazierengehen::V,spazierengehen,gå en tur
799,eilen::V,eilen,ile
800,sich beeilen::V,sich beeilen,skynde sig
801,sausen::V,sausen,suse
802,rennen::V,rennen,løbe
803,rennen::V,rennen,rende
804,springen::V,springen,hoppe
805,springen::V,springen,springe
806,klettern::V,klettern,klatre
807,schaukeln::V,schaukeln,gynge
808,kriechen::V,kriechen,krybe
809,schwimmen::V,schwimmen,svømme
810,tauchen::V,tauchen,dykke
811,rudern::V,rudern,ro
812,fahren::V,fahren,køre
813,fliegen::V,fliegen,flyve
814,gehen::V,gehen,gå
815,weggehen::V,weggehen,gå bort
816,abfahren::V,abfahren,køre bort
817,anhalten::V,anhalten,standse
818,hineingehen::V,hineingehen,gå ind
819,eintreten::V,eintreten,træde ind
820,kommen::V,kommen,komme
821,ankommen::V,ankommen,ankomme
822,zurückkommen::V,zurückkommen,komme tilbage
823,bleiben::V,bleiben,blive
824,bleiben::V,bleiben,forblive
825,warten::V,warten,vente
826,erwarten::V,erwarten,vente
827,erwarten::V,erwarten,afvente
828,suchen::V,suchen,søge
829,finden::V,finden,finde
830,versuchen::V,versuchen,forsøge
831,vorbereiten::V,vorbereiten,forberede
832,lieben::V,lieben,elske
833,mögen::V,mögen,holde af
834,mögen::V,mögen,kunne lide
835,lachen::V,lachen,le
836,rühren::V,rühren,røre
837,weinen::V,weinen,græde
838,schimpfen::V,schimpfen,skænde
839,sich ärgern::V,sich ärgern,ærgre sig
840,sich fürchten::V,sich fürchten,være bange
841,fürchten::V,fürchten,være bange for
842,fliehen::V,fliehen,flygte
843,flüchten::V,flüchten,flygte
844,sehen::V,sehen,se
845,anschauen::V,anschauen,se på
846,anschauen::V,anschauen,betragte
847,ansehen::V,ansehen,anse
848,hören::V,hören,høre
849,zuhören::V,zuhören,høre til
850,probieren::V,probieren,smage
851,probieren::V,probieren,smage på
852,riechen::V,riechen,lugte
853,fühlen::V,fühlen,føle
854,scheinen::V,scheinen,synes
855,zu sehen sein::V,zu sehen sein,synes
856,vernehmen::V,vernehmen,erfare
857,frieren::V,frieren,fryse
858,tun::V,tun,gøre
859,können::V,können,kunne
860,wollen::V,wollen,ville
861,anfangen::V,anfangen,begynde
862,beenden::V,beenden,afslutte
863,aufhören::V,aufhören,ophøre
864,aufhören::V,aufhören,holde op
865,gelingen::V,gelingen,lykkes
866,geraten::V,geraten,blive
867,öffnen::V,öffnen,åbne
868,schließen::V,schließen,lukke
869,stellen::V,stellen,stille
870,setzen::V,setzen,sætte
871,legen::V,legen,lægge
872,berühren::V,berühren,berøre
873,verbinden::V,verbinden,forbinde
874,bedecken::V,bedecken,dække
875,bedecken::V,bedecken,bedække
876,aufhängen::V,aufhängen,hænge
877,aufhängen::V,aufhängen,hænge op
878,anzünden::V,anzünden,tænde
879,anzünden::V,anzünden,antænde
880,aufheben::V,aufheben,løfte
881,aufheben::V,aufheben,tage op
882,zurücklassen::V,zurücklassen,lade tilbage
883,verlieren::V,verlieren,miste
884,fallen lassen::V,fallen lassen,tabe
885,fallen lassen::V,fallen lassen,droppe
886,machen::V,machen,gøre
887,herstellen::V,herstellen,fremstille
888,bauen::V,bauen,bygge
889,reparieren::V,reparieren,reparere
890,verbessern::V,verbessern,rette
891,verbessern::V,verbessern,forbedre
892,ändern::V,ändern,ændre
893,graben::V,graben,grave
894,beugen::V,beugen,bøje
895,biegen::V,biegen,bøje
896,drehen::V,drehen,dreje
897,wenden::V,wenden,vende
898,umdrehen::V,umdrehen,dreje om
899,heben::V,heben,hæve
900,hochheben::V,hochheben,løfte
901,ergreifen::V,ergreifen,gribe fat i
902,halten::V,halten,holde
903,drücken::V,drücken,trykke
904,schieben::V,schieben,skyde
905,schieben::V,schieben,skubbe
906,kratzen::V,kratzen,klø
907,kratzen::V,kratzen,kradse
908,lecken::V,lecken,slikke
909,beißen::V,beißen,bide
910,abreißen::V,abreißen,rive af
911,abschneiden::V,abschneiden,skære af
912,binden::V,binden,binde
913,stecken::V,stecken,stikke
914,brechen::V,brechen,brække
915,klopfen::V,klopfen,banke
916,hauen::V,hauen,hugge
917,kleben::V,kleben,klistre
918,reiben::V,reiben,gnide
919,streichen::V,streichen,smøre
920,schleifen::V,schleifen,slibe
921,schneiden::V,schneiden,skære
922,schneiden::V,schneiden,klippe
923,rütteln::V,rütteln,ruske
924,schütteln::V,schütteln,ryste
925,schwenken::V,schwenken,svinge
926,schütten::V,schütten,hælde
927,füllen::V,füllen,fylde
928,einwickeln::V,einwickeln,pakke ind
929,tragen::V,tragen,bære
930,schleppen::V,schleppen,slæbe
931,ziehen::V,ziehen,trække
932,aufbewahren::V,aufbewahren,opbevare
933,werfen::V,werfen,kaste
934,fangen::V,fangen,fange
935,packen::V,packen,gribe
936,verstecken::V,verstecken,gemme
937,teilen::V,teilen,dele
938,schicken::V,schicken,sende
939,bringen::V,bringen,bringe
940,hinzufügen::V,hinzufügen,tilføje
941,bekommen::V,bekommen,få
942,erhalten::V,erhalten,få
943,nehmen::V,nehmen,tage
944,wählen::V,wählen,vælge
945,auswählen::V,auswählen,udvælge
946,bewahren::V,bewahren,bevare
947,behindern::V,behindern,hindre
948,behindern::V,behindern,forhindre
949,verderben::V,verderben,ødelægge
950,beschädigen::V,beschädigen,beskadige
951,zerbrechen::V,zerbrechen,brække itu
952,zerreißen::V,zerreißen,rive itu
953,zerstören::V,zerstören,ødelægge
954,verbrennen::V,verbrennen,brænde
955,geben::V,geben,give
956,reichen::V,reichen,række
957,schenken::V,schenken,forære
958,versprechen::V,versprechen,love
959,wünschen::V,wünschen,ønske
960,loben::V,loben,rose
961,küssen::V,küssen,kysse
962,wiegen::V,wiegen,vugge
963,zudecken::V,zudecken,dække til
964,wecken::V,wecken,vække
965,zeigen::V,zeigen,vise
966,führen::V,führen,føre
967,lehren::V,lehren,lære
968,unterrichten::V,unterrichten,undervise
969,aufziehen::V,aufziehen,opdrage
970,leiten::V,leiten,lede
971,antreiben::V,antreiben,skynde på
972,lassen::V,lassen,få til at
973,einladen::V,einladen,indbyde
974,einladen::V,einladen,invitere
975,vereinigen::V,vereinigen,forene
976,besuchen::V,besuchen,besøge
977,treffen::V,treffen,møde
978,sich versammeln::V,sich versammeln,forsamles
979,spielen::V,spielen,lege
980,spielen::V,spielen,spille
981,singen::V,singen,synge
982,tanzen::V,tanzen,danse
983,sich trennen::V,sich trennen,skilles
984,verlassen::V,verlassen,forlade
985,retten::V,retten,redde
986,bewachen::V,bewachen,bevogte
987,schützen::V,schützen,skærme
988,schützen::V,schützen,beskytte
989,verteidigen::V,verteidigen,forsvare
990,sich schlagen::V,sich schlagen,slås
991,schießen::V,schießen,skyde
992,siegen::V,siegen,sejre
993,ärgern::V,ärgern,ærgre
994,schlagen::V,schlagen,slå
995,treten::V,treten,sparke
996,stechen::V,stechen,stikke
997,stoßen::V,stoßen,støde
998,stehlen::V,stehlen,stjæle
999,stören::V,stören,forstyrre
1000,belästigen::V,belästigen,genere
1001,belästigen::V,belästigen,ulejlige
1002,verbergen::V,verbergen,skjule
1003,täuschen::V,täuschen,villede
1004,betrügen::V,betrügen,bedrage
1005,töten::V,töten,dræbe
1006,wohnen::V,wohnen,bo
1007,arbeiten::V,arbeiten,arbejde
1008,sammeln::V,sammeln,samle
1009,pflücken::V,pflücken,plukke
1010,jagen::V,jagen,jage
1011,fischen::V,fischen,fiske
1012,fassen::V,fassen,fange
1013,hüten::V,hüten,vogte
1014,treiben::V,treiben,drive
1015,anbinden::V,anbinden,binde fast
1016,füttern::V,füttern,fodre
1017,melken::V,melken,malke
1018,hacken::V,hacken,hakke
1019,gießen::V,gießen,hælde
1020,reifen::V,reifen,modne
1021,zubereiten::V,zubereiten,tilberede
1022,kochen::V,kochen,koge
1023,backen::V,backen,bage
1024,braten::V,braten,stege
1025,umrühren::V,umrühren,røre om
1026,stricken::V,stricken,strikke
1027,nähen::V,nähen,sy
1028,färben::V,färben,farve
1029,reinigen::V,reinigen,rense
1030,reinigen::V,reinigen,gøre ren
1031,waschen::V,waschen,vaske
1032,abwischen::V,abwischen,tørre af
1033,spülen::V,spülen,skylle
1034,fegen::V,fegen,feje
1035,kehren::V,kehren,feje
1036,baden::V,baden,bade
1037,sich waschen::V,sich waschen,vaske sig
1038,ausziehen::V,ausziehen,tage af
1039,anziehen::V,anziehen,tage på
1040,sich anziehen::V,sich anziehen,klæde sig på
1041,kämmen::V,kämmen,rede
1042,kämmen::V,kämmen,frisere
1043,schmücken::V,schmücken,pynte
1044,schmücken::V,schmücken,smykke
1045,sagen::V,sagen,sige
1046,sprechen::V,sprechen,snakke
1047,reden::V,reden,tale
1048,reden::V,reden,snakke
1049,sich unterhalten::V,sich unterhalten,snakke sammen
1050,fragen::V,fragen,spørge
1051,bitten::V,bitten,bede
1052,erzählen::V,erzählen,berette
1053,erzählen::V,erzählen,fortælle
1054,mitteilen::V,mitteilen,meddele
1055,nennen::V,nennen,nævne
1056,rufen::V,rufen,råbe
1057,prahlen::V,prahlen,prale
1058,übersetzen::V,übersetzen,oversætte
1059,denken::V,denken,tænke
1060,glauben::V,glauben,tro
1061,bemerken::V,bemerken,bemærke
1062,bemerken::V,bemerken,lægge mærke til
1063,erkennen::V,erkennen,genkende
1064,begreifen::V,begreifen,begribe
1065,verstehen::V,verstehen,forstå
1066,lernen::V,lernen,lære
1067,wissen::V,wissen,vide
1068,sich erinnern an::V,sich erinnern an,mindes
1069,sich erinnern an::V,sich erinnern an,huske på
1070,vergessen::V,vergessen,glemme
1071,messen::V,messen,måle
1072,zählen::V,zählen,tælle
1073,rechnen::V,rechnen,regne
1074,lesen::V,lesen,læse
1075,malen::V,malen,male
1076,zeichnen::V,zeichnen,tegne
1077,schreiben::V,schreiben,skrive
1078,besitzen::V,besitzen,eje
1079,besitzen::V,besitzen,besidde
1080,kaufen::V,kaufen,købe
1081,verkaufen::V,verkaufen,sælge
1082,bezahlen::V,bezahlen,betale
1083,zahlen::V,zahlen,betale
1084,beherrschen::V,beherrschen,beherske
1085,ertragen::V,ertragen,tåle
1086,ertragen::V,ertragen,udholde
