,Concept_ID,vep,pl
104,Donner::N,jumalanjuru,grzmot
105,Strömung::N,joksmuz,nurt
106,Tropfen::N,tilkuine,kropla
107,Schaum::N,vaht,piana
108,Schmutz::N,redu,brud
109,Schmutz::N,pačak,brud
110,See::N,järv,jezioro
111,Sumpf::N,so,bagno
112,Moor::N,so,bagno
113,Wiese::N,nit,łąka
114,Wald::N,mec,las
115,Hügel::N,kukaz,pagórek
116,Anhöhe::N,kukaz,wzgórze
117,Berg::N,mägi,góra
118,Gipfel::N,ladv,szczyt
119,Gipfel::N,ladv,wierzchołek
120,Höhle::N,mägionduz,pieczara
121,Abhang::N,paute,stok
122,Abhang::N,paute,zbocze
123,Quelle::N,lähte,zdrój
124,Quelle::N,lähte,źródło
125,Bach::N,oja,potok
126,Bach::N,oja,strumień
127,Fluss::N,jogi,rzeka
128,Ufer::N,rand,brzeg
129,Küste::N,randišt,wybrzeże
130,Festland::N,kuivma,ląd
131,Meer::N,meri,morze
132,Bucht::N,laht,zatoka
133,Insel::N,sar',wyspa
134,Blume::N,änik,kwiat
135,Gras::N,hein,trawa
136,Wurzel::N,jur',korzeń
137,Baum::N,pu,drzewo
138,Stamm::N,tüvi,pień
139,Rinde::N,kor',kora
140,Ast::N,oks,gałąź
141,Zweig::N,oks,gałąź
142,Zweig::N,barb,gałąź
143,Blatt::N,lehtez,liść
144,Birke::N,koiv,brzoza
145,Kiefer[Baum]::N,pedai,sosna
146,Weide[Baum]::N,raid,wierzba
147,Tanne::N,kuz',jodła
148,Horn::N,sar'v,róg
149,Feder::N,höuneh,pióro
150,Fell::N,nahk,futro
151,Flügel::N,suug,skrzydło
152,Klaue::N,künz',szpon
153,Kralle::N,künz',pazur
154,Schwanz::N,händ,ogon
155,Ei::N,muna,jajko
156,Nest::N,peza,gniazdo
157,Bau::N,uru,nora
158,Tier::N,živat,zwierzę
159,Herde::N,kogo,stado
160,Herde::N,kogo,trzoda
161,Kuh::N,lehm,krowa
162,Bulle::N,härg,byk
163,Pferd::N,hebo,koń
164,Schaf::N,lambaz,owca
165,Schwein::N,siga,świnia
166,Hund::N,koir,pies
167,Katze::N,kaži,kot
168,Katze::N,kaži,kotka
169,Bär::N,kondi,niedźwiedż
170,Eichhörnchen::N,orav,wiewiórka
171,Elch::N,hirb',łóś
172,Fuchs::N,reboi,lis
173,Hase::N,jäniš,zając
174,Maus::N,hir',mysz
175,Wolf::N,händikaz,wilk
176,Vogel::N,lind,ptak
177,Schwarm::N,parveh,stado
178,Huhn::N,kana,kura
179,Hahn::N,kukoi,kogut
180,Gans::N,hanh',gęś
181,Adler::N,orl,orzeł
182,Ente::N,sorz,kaczka
183,Eule::N,hir'pulo,sowa
184,Kranich::N,kurg,żuraw
185,Krähe::N,variš,wrona
186,Kuckuck::N,kägi,kukułka
187,Schwan::N,joucen,łabędż
188,Fisch::N,kala,ryba
189,Barsch::N,ahven,okoń
190,Hecht::N,haug',szczupak
191,Schlange[Tier]::N,kü,wąż
192,Schlange[Tier]::N,kü,żmija
193,Schlange[Tier]::N,mado,wąż
194,Schlange[Tier]::N,mado,żmija
195,Wurm::N,mado,robak
196,Spinne::N,hämähouk,pająk
197,Ameise::N,murahaine,mrówka
198,Laus::N,täi,wesz
199,Mücke::N,säs'k,komar
200,Fliege::N,kärbhaine,mucha
201,Schmetterling::N,lipkaine,motyl
202,Beere::N,marj,jagoda
203,Apfel::N,jablok,jabłko
204,Pilz::N,sen',grzyb
205,Pilz::N,babuk,grzyb
206,Zwiebel::N,lauk,cebula
207,Saat::N,semned,siew
208,Korn::N,jüvä,ziarno
209,Korn::N,vill',ziarno
210,Heu::N,hein,siano
211,Schale::N,kor',łupina
212,Grube::N,kop,dół
213,Grube::N,kop,jama
214,Falle::N,rida,pułapka
215,Schlinge::N,rihm,sidła
216,Spur::N,jäl'g,ślad
217,Asche::N,tuhk,popiół
218,Dreck::N,redu,brud
219,Dreck::N,pačak,brud
220,Eisen::N,raud,żelazo
221,Gold::N,kuld,złoto
222,Silber::N,hobed,srebro
223,Kohle::N,hil',węgiel
224,Glas::N,stökol,szkło
225,Lehm::N,savi,glina
226,Sand::N,lete,piasek
227,Mensch::N,mez',człowiek
228,Mensch::N,ristit,człowiek
229,Mann::N,mez',mężczyzna
230,Frau::N,naine,kobieta
231,Kind::N,laps',dziecko
232,Junge::N,poig,chłopak
233,Junge::N,poig,chłopiec
234,Junge::N,prihaine,chłopak
235,Junge::N,prihaine,chłopiec
236,Mädchen::N,neičukaine,dziewczynka
237,Familie::N,kanz,rodzina
238,Familie::N,pereh,rodzina
239,Großvater::N,ded,dziadek
240,Großmutter::N,bab,babka
241,Eltern::N,vanhembad,rodzice
242,Eltern::N,kazvatajad,rodzice
243,Vater::N,tat,ojciec
244,Mutter::N,mam,matka
245,Sohn::N,poig,syn
246,Tochter::N,tütär,córka
247,Bruder::N,veik,brat
248,Bruder::N,vell',brat
249,Schwester::N,čiža,siostra
250,Schwester::N,sizar,siostra
251,Onkel::N,däd',wuj
252,Onkel::N,däd',stryj
253,Tante::N,tädi,ciotka
254,Ehemann::N,mužik,mąż
255,Ehefrau::N,ak,żona
256,Freude::N,ilo,radość
257,Freude::N,ihastuz,radość
258,Gelächter::N,nagr,śmiech
259,Glück::N,oza,szczęście
260,Kummer::N,gor'a,zmartwienie
261,Wunsch::N,taht,życzenie
262,Lust::N,himo,chęć
263,Lust::N,himo,ochota
264,Geist::N,heng,duch
265,Gedanke::N,meletuz,myśl
266,Gedächtnis::N,mušt,pamięć
267,Verstand::N,mel',rozum
268,Sinn::N,jüvä,zmysł
269,Grund::N,sü,powód
270,Wahrheit::N,tozi,prawda
271,Gespräch::N,lodu,rozmowa
272,Gespräch::N,pagin,rozmowa
273,Märchen::N,sarn,bajka
274,Erzählung::N,sanutez,opowiadanie
275,Nachricht::N,tedotuz,wiadomość
276,Neuigkeit::N,uzištuz,nowina
277,Name::N,nimi,imię
278,Rätsel::N,ozoitez,zagadka
279,Rede::N,pagin,mowa
280,Rede::N,sanad,mowa
281,Sprache::N,kel',język
282,Stimme::N,än',głos
283,Wort::N,sana,słowo
284,Zeichen::N,znam,znak
285,Ruf::N,kida,wołanie
286,Ruf::N,kucund,wołanie
287,Lärm::N,judu,hałas
288,Lärm::N,judu,zgiełk
289,Laut::N,kulund,dźwięk
290,Ton::N,kulund,ton
291,Ton::N,kulund,dźwięk
292,Lied::N,pajo,pieśń
293,Lied::N,pajo,piosenka
294,Ruhe::N,lebu,spokój
295,Leute::N,rahvaz,ludzie
296,Volk::N,rahvaz,naród
297,Arbeit::N,tö,praca
298,Arbeit::N,tö,robota
299,Arbeit::N,rad,praca
300,Arbeit::N,rad,robota
301,Gast::N,adiv,gość
302,Geschenk::N,lahj,prezent
303,Geschenk::N,lahj,podarunek
304,Spiel::N,vänd,gra
305,Spiel::N,vänd,zabawa
306,Gesellschaft::N,sebr,towarzystwo
307,Hilfe::N,abu,pomoc
308,Freund::N,sebranik,przyjaciel
309,Kamerad::N,sebranik,kolega
310,Angelegenheit::N,azj,sprawa
311,Anzahl::N,lugu,ilość
312,Art::N,rod,rodzaj
313,Art::N,rodsugu,rodzaj
314,Stück::N,pala,kawałek
315,Stück::N,supal,kawałek
316,Teil::N,pala,część
317,Hälfte::N,pol',połowa
318,Kreis::N,ümbruz,krąg
319,Kreis::N,kehkruz,krąg
320,Kreuz::N,rist,krzyż
321,Linie::N,pird,linia
322,Strich::N,pird,kreska
323,Abstand::N,keskust,odstęp
324,Entfernung::N,matk,odległość
325,Gegend::N,taho,okolica
326,Platz::N,avaruz',miejsce
327,Ort::N,koht,miejsce
328,Seite::N,pol',bok
329,Seite::N,pol',strona
330,Seite::N,kül'g,bok
331,Seite::N,kül'g,strona
332,Mitte::N,kesk,środek
333,Gegenstand::N,kalu,przedmiot
334,Sache::N,azj,rzecz
335,Rand::N,röun,skraj
336,Rand::N,röun,krawędź
337,Kante::N,röun,kant
338,Kante::N,röun,krawędź
339,Ecke::N,saum,róg
340,Spitze::N,agjaine,ostrze
341,Ende::N,agj,koniec
342,Loch::N,reig,dziura
343,Winkel::N,čoga,kąt
344,Winkel::N,čoga,kącik
345,Winkel::N,saum,kąt
346,Winkel::N,saum,kącik
347,Muster::N,kirjam,wzór
348,Größe::N,suruz',rozmiar
349,Größe::N,suruz',wielkość
350,Länge::N,piduz,długość
351,Höhe::N,korktuz',wysokość
352,Gewicht::N,jügu,ciężar
353,Gewicht::N,vedäduz,ciężar
354,Menge::N,äjüz',ilość
355,Haufen::N,kogo,kupa
356,Reihe::N,rivi,rząd
357,Reihe::N,rivi,szereg
358,Boot::N,veneh,łódź
359,Boot::N,veneh,łódka
360,Ruder::N,air,wiosło
361,Schlitten::N,regi,sanki
362,Schlitten::N,regut,sanki
363,Ski::N,suks',narta
364,Lagerfeuer::N,nodj,ognisko
365,Lagerfeuer::N,pažag,ognisko
366,Last::N,jüguz,ciężar
367,Last::N,jüguz,brzemię
368,Gang::N,astund,chód
369,Schritt::N,hašk,krok
370,Norden::N,pohjoine,północ
371,Süden::N,suvi,południe
372,Westen::N,päivlaskm,zachód
373,Osten::N,päivnouzm,wschód
374,Holz::N,pu,drzewo
375,Brett::N,laud,deska
376,Platte::N,keitim,płyta
377,Stütze::N,tugi,podpora
378,Stange::N,arz',drąg
379,Stange::N,arz',żerdź
380,Stock::N,kalu,kij
381,Stock::N,kalu,laska
382,Stab::N,seibaz,pręt
383,Rohr::N,torv,rura
384,Haus::N,pert',dom
385,Heim::N,kodi,dom
386,Ofen::N,päč,piec
387,Fußboden::N,lava,podłoga
388,Tisch::N,laud,stół
389,Tisch::N,stal'c,stół
390,Stuhl::N,ištim,krzesło
391,Wiege::N,kätte,kołyska
392,Bett::N,sija,łóżko
393,Bett::N,sija,pościel
394,Bett::N,magaduzsija,łóżko
395,Bett::N,magaduzsija,pościel
396,Regal::N,palič,regał
397,Kiste::N,mülütim,skrzynia
398,Fenster::N,ikun,okno
399,Tür::N,uks',drzwi
400,Tor::N,verai,brama
401,Zaun::N,aid,płot
402,Zaun::N,aid,parkan
403,Dach::N,katuz,dach
404,Leiter::N,pordhad,drabina
405,Besen::N,lud,miotła
406,Besen::N,vast,miotła
407,Spaten::N,labid,rydel
408,Schaufel::N,labid,łopata
409,Gabel::N,hangoine,widelec
410,Löffel::N,luzik,łyżka
411,Messer::N,veič,nóż
412,Nagel::N,nagl,gwóźdź
413,Netz::N,verk,sieć
414,Haken::N,kouk,hak
415,Griff::N,kägä,chwyt
416,Griff::N,varz',chwyt
417,Schloss::N,lukkol,zamek
418,Bild::N,kuva,obraz
419,Figur::N,figur,figura
420,Puppe::N,tätüine,lalka
421,Beutel::N,havad,torba
422,Bündel::N,toppaz,wiązka
423,Bündel::N,käč,wiązka
424,Tasche::N,sumk,torba
425,Eimer::N,vädr,kubeł
426,Eimer::N,vädr,wiadro
427,Deckel::N,katuz,przykrywka
428,Geschirr::N,astii,statki
429,Geschirr::N,astii,naczynia
430,Sack::N,havad,worek
431,Tasse::N,čašk,filiżanka
432,Topf::N,pada,garnek
433,Kessel::N,katil,kocioł
434,Essen::N,sönd,jedzenie
435,Nahrung::N,söm,pokarm
436,Nahrung::N,söm,pożywienie
437,Speise::N,sömine,potrawa
438,Speise::N,sömine,jedzenie
439,Fleisch::N,liha,mięso
440,Getreide::N,vill',zboże
441,Brei::N,pudr,kasza
442,Brot::N,leib,chleb
443,Scheibe::N,bibaleh,kromka
444,Scheibe::N,šlik,kromka
445,Fett::N,razv,tłuszcz
446,Butter::N,voi,masło
447,Öl::N,voi,olej
448,Salz::N,sol,sól
449,Suppe::N,lem',zupa
450,Suppe::N,keitoz,zupa
451,Honig::N,mezi,miód
452,Milch::N,maid,mleko
453,Tee::N,čai,herbata
454,Leder::N,nahk,skóra
455,Wolle::N,vill,wełna
456,Stoff::N,kangaz,tkanina
457,Stoff::N,kangaz,materiał
458,Nadel::N,negl,igła
459,Faden::N,nit',nić
460,Faden::N,nit',nitka
461,Knopf::N,nübl',guzik
462,Knoten::N,sol'm,węzeł
463,Farbe::N,muju,farba
464,Kleidung::N,sobad,odzież
465,Hemd::N,paid,koszula
466,Kragen::N,kagluz,kołnierz
467,Ärmel::N,hijam,rękaw
468,Hose::N,štanad,spodnie
469,Gürtel::N,vö,pasek
470,Mütze::N,šapuk,czapka
471,Schuh::N,keng',but
472,Schuh::N,keng',bucik
473,Stiefel::N,sapug,but
474,Stiefel::N,sapug,kozak
475,Ring::N,rengaz,pierścień
476,Band::N,lentaine,wstęga
477,Kamm::N,suga,grzebień
478,Spiegel::N,zerkol,lustro
479,Riemen::N,vö,rzemień
480,Schnur::N,nor,sznur
481,Leine::N,talutimnor,smycz
482,Decke::N,sijakatuz,kołdra
483,Kissen::N,pöluz,poduszka
484,Tuch::N,paik,chustka
485,Handtuch::N,käzipaik,ręcznik
486,Kraft::N,vägi,moc
487,Kraft::N,vägi,siła
488,Stärke::N,vahvuz',moc
489,Stärke::N,vahvuz',siła
490,Gesundheit::N,tervhuz,zdrowie
491,Krankheit::N,läžund,choroba
492,Schmerz::N,kibu,ból
493,Wunde::N,čapatez,rana
494,Fieber::N,säru,gorączka
495,Arznei::N,zel'l',lekarstwo
496,Brücke::N,sild,most
497,Brunnen::N,kaiv,studnia
498,Weide::N,omaluine,pastwisko
499,Pfad::N,tehut,ścieżka
500,Weg::N,te,droga
501,Straße::N,te,ulica
502,Dorf::N,külä,wieś
503,Stadt::N,lidn,miasto
504,Brief::N,kirjeine,list
505,Buch::N,kirj,książka
506,Buchstabe::N,kirjam,litera
507,Zeitung::N,lehtez,gazeta
508,Zeitung::N,lehtez,dziennik
509,Leben::N,elo,życie
510,Tod::N,surm,śmierć
511,Grab::N,kaum,grób
512,Kirche::N,jumalanpert',kościół
513,Sünde::N,grähk,grzech
514,Gott::N,jumal,bóg
515,Arbeiter::N,radnik,robotnik
516,Chef::N,pämez',szef
517,Meister::N,mastar,mistrz
518,Meister::N,mastar,majster
519,Arzt::N,lekar',lekarz
520,Lehrer::N,opendai,nauczyciel
521,Geld::N,rahad,pieniądze
522,Geschäft::N,biznes,sprawa
523,Geschäft::N,biznes,interes
524,Laden::N,lauk,sklep
525,Preis::N,arv,cena
526,Ware::N,tavar,towar
527,Nutzen::N,liža,pożytek
528,Reichtum::N,kodielo,bogactwo
529,Reichtum::N,kal'huz',bogactwo
530,Welt::N,mail'm,świat
531,Land::N,ma,kraj
532,Staat::N,valdkund,państwo
533,König::N,kunigaz,król
534,Macht::N,vald,władza
535,Grenze::N,röun,granica
536,Krieg::N,soda,wojna
537,Feind::N,vihanik,wróg
538,Feind::N,vastustai,wróg
539,Gewalt::N,vägivald,władza
540,Kampf::N,tora,bój
541,Kampf::N,tora,walka
542,Bogen[Waffe]::N,taug,łuk
543,Pfeil::N,nol,strzała
544,Gewehr::N,oružj,karabin
545,Fehler::N,viga,błąd
546,Lüge::N,kelastuz,kłamstwo
547,Schaden::N,pahuz',szkoda
548,Unglück::N,bed,nieszczęście
549,Unglück::N,gor'a,nieszczęście
550,Schuld::N,värhuz',wina
551,Alter::N,igä,wiek
552,Schluss::N,lop,koniec
553,Schluss::N,lop,zakończenie
554,Zeit::N,aig,czas
555,Tag::N,päiv,dzień
556,Morgen::N,homendez,ranek
557,Morgen::N,homendez,poranek
558,Mittag::N,keskpäiv,południe
559,Abend::N,eht,wieczór
560,Nacht::N,ö,noc
561,Woche::N,nedal',tydzień
562,Monat::N,ku,miesiąc
563,Jahr::N,voz',rok
564,Frühling::N,keväz',wiosna
565,Sommer::N,keza,lato
566,Herbst::N,sügüz',jesień
567,Winter::N,tal'v,zima
568,Januar::N,viluku,styczeń
569,Februar::N,uhoku,luty
570,März::N,keväz'ku,marzec
571,April::N,sulaku,kwiecień
572,Mai::N,semendku,maj
573,Juni::N,kezaku,czerwiec
574,Juli::N,heinku,lipiec
575,August::N,eloku,sierpień
576,September::N,sügüz'ku,wrzesień
577,Oktober::N,reduku,październik
578,November::N,kül'mku,listopad
579,Dezember::N,tal'vku,grudzień
580,Montag::N,ezmärg,poniedziałek
581,Dienstag::N,tožnarg,wtorek
582,Mittwoch::N,koumanz'päiv,środa
583,Donnerstag::N,nellänz'päiv,czwartek
584,Freitag::N,pätnič,piątek
585,Freitag::N,videnz'päiv,piątek
586,Samstag::N,sobat,sobota
587,Sonntag::N,pühäpäiv,niedziela
588,groß::A,sur',duży
589,groß::A,sur',wielki
590,groß::A,järed,duży
591,groß::A,järed,wielki
592,klein::A,pen',mały
593,klein::A,pičuine,mały
594,lang::A,pit'k,długi
595,kurz::A,lühüd,krótki
596,breit::A,leved,szeroki
597,schmal::A,kaid,wąski
598,dicht::A,tihed,gęsty
599,dick[Gegenstand]::A,paks,gruby
600,dünn::A,hoik,cienki
601,fein::A,hen,drobny
602,fest::A,luja,mocny
603,fest::A,luja,twardy
604,fest::A,ninev,mocny
605,fest::A,ninev,twardy
606,flach::A,lapak,płaski
607,glatt::A,siled,gładki
608,hart::A,kova,twardy
609,weich::A,pehmed,miękki
610,rund::A,kehker,okrągły
611,spitz::A,nügu,spiczasty
612,spitz::A,terav,spiczasty
613,scharf::A,terav,ostry
614,stumpf::A,tül'c,tępy
615,schwer::A,jüged,ciężki
616,schön::A,čoma,ładny
617,schön::A,čoma,piękny
618,heiß::A,räk,gorący
619,warm::A,läm',ciepły
620,kalt::A,vilu,zimny
621,kühl::A,raibak,chłodny
622,kühl::A,viluhk,chłodny
623,frisch::A,lahed,świeży
624,feucht::A,neps,wilgotny
625,feucht::A,toreh,wilgotny
626,nass::A,märg,mokry
627,trocken::A,kuiv,suchy
628,voll::A,täuz',pełny
629,leer::A,joudai,pusty
630,leer::A,joudai,próżny
631,offen::A,avoin,otwarty
632,offen::A,avol'jaine,otwarty
633,geschlossen::A,saubaline,zamknięty
634,sauber::A,puhtaz,czysty
635,schmutzig::A,redukaz,brudny
636,roh::A,rohk,surowy
637,roh::A,toreh,surowy
638,reif::A,küps,dojrzały
639,lecker::A,magukaz,smaczny
640,süß::A,maged,słodki
641,bitter::A,karged,gorzki
642,sauer::A,muiged,kwaśny
643,hell::A,kirkas,jasny
644,hell::A,valgei,jasny
645,dunkel::A,pimed,ciemny
646,schwarz::A,must,czarny
647,weiß::A,vauged,biały
648,rot::A,rusked,czerwony
649,gelb::A,pakuine,żółty
650,blau::A,sinine,błękitny
651,blau::A,sinine,niebieski
652,grün::A,vihand,zielony
653,grau::A,hahk,szary
654,bunt::A,kirjav,barwny
655,billig::A,odav,tani
656,teuer::A,kalliž,drogi
657,wertvoll::A,arvokas,cenny
658,blind::A,soged,ślepy
659,taub::A,kurdiž,głuchy
660,kräftig::A,vägev,mocny
661,stark::A,vahv,silny
662,stark::A,vägekaz,silny
663,schwach::A,väll',słaby
664,fett::A,razvakaz,tłusty
665,schlank::A,kapos,smukły
666,hübsch::A,čoma,ładny
667,böse::A,äred,zły
668,böse::A,käred,zły
669,dumm::A,el'getoi,głupi
670,faul::A,lašk,leniwy
671,fleißig::A,radonnavedii,pilny
672,geizig::A,ažlak,skąpy
673,klug::A,melev,mądry
674,klug::A,melekaz,mądry
675,geschickt::A,mahtokaz,zręczny
676,lieb::A,izo,miły
677,lieb::A,sula,miły
678,lustig::A,ilokaz,wesoły
679,sanft::A,laskav,łagodny
680,hungrig::A,näl'ghine,głodny
681,krank::A,läžui,chory
682,nackt::A,alastoi,nagi
683,traurig::A,opalahine,smutny
684,lebendig::A,eläb,żywy
685,gut::A,hüvä,dobry
686,schlecht::A,huba,zły
687,richtig::A,oiged,słuszny
688,richtig::A,oiged,właściwy
689,schlimm::A,paha,zły
690,wahr::A,todesine,prawdziwy
691,alt::A,vanh,stary
692,neu::A,uz',nowy
693,ehemalig::A,edeline,były
694,alt[Lebewesen]::A,ravaz,stary
695,jung::A,nor',młody
696,arm::A,gol'l',ubogi
697,arm::A,gol'l',biedny
698,reich::A,elokaz,bogaty
699,bekannt::A,tutab,znany
700,berühmt::A,tetab,słynny
701,fremd::A,veraz,obcy
702,fremd::A,veraz,cudzy
703,verschieden::A,erazvuitte,różny
704,nah::A,läheline,bliski
705,fern::A,edahaine,daleki
706,linker::A,hura,lewy
707,rechter::A,oiged,prawy
708,anderer::A,toine,inny
709,erster::A,ezmäine,pierwszy
710,zweiter::A,toine,drugi
711,dritter::A,koumanz',trzeci
712,letzter::A,jäl'gmäine,ostatni
713,allein::ADV,üksnäze,sam
714,auf einmal::ADV,ühten aigan,naraz
715,zusammen::ADV,ühtes,razem
716,lange::ADV,hätken,długo
717,plötzlich::ADV,äkkid,nagle
718,sofort::ADV,kerdalaz,natychmiast
719,später::ADV,möhemba,później
720,jetzt::ADV,nügüd',teraz
721,jetzt::ADV,nügüd',obecnie
722,heute::ADV,tämbei,dziś
723,heute::ADV,tämbei,dzisiaj
724,morgen::ADV,homen,jutro
725,bald::ADV,pigai,wkrótce
726,dann::ADV,sid',potem
727,gestern::ADV,eglai,wczoraj
728,einst::ADV,ende,kiedyś
729,einst::ADV,ende,niegdyś
730,einst::ADV,kerdan,kiedyś
731,einst::ADV,kerdan,niegdyś
732,damals::ADV,siloi,wtedy
733,damals::ADV,siloi,wówczas
734,danach::ADV,sid',następnie
735,vorher::ADV,ende,przedtem
736,zuerst::ADV,ezmäi,naprzód
737,zuerst::ADV,ezmäi,najpierw
738,einmal::ADV,kerdan,raz
739,manchmal::ADV,erašti,czasem
740,oft::ADV,paksus,często
741,immer::ADV,kaiken,zawsze
742,niemals::ADV,ei nikonz,nigdy
743,hier::ADV,täs,tu
744,hier::ADV,täs,tutaj
745,hier::ADV,tägä,tu
746,hier::ADV,tägä,tutaj
747,hierhin::ADV,tänna,tu
748,von hier::ADV,täspäi,stąd
749,von hier::ADV,sid'päi,stąd
750,dort::ADV,sigä,tam
751,dorthin::ADV,sinna,tam
752,dorthin::ADV,nakkale,tam
753,geradeaus::ADV,kohtha,prosto
754,vorwärts::ADV,edehe,naprzód
755,rückwärts::ADV,sel'gin,wstecz
756,zurück::ADV,tagaze,z powrotem
757,unten::ADV,alahan,u dołu
758,unten::ADV,alahan,na dole
759,hinab::ADV,alaz,na_dół
760,hinab::ADV,alaz,w_dół
761,hinab::ADV,alahaks,na_dół
762,hinab::ADV,alahaks,w_dół
763,oben::ADV,ülähän,w górze
764,oben::ADV,ülähän,na górze
765,hinauf::ADV,ülez,w górę
766,hinauf::ADV,ülez,na górę
767,hinauf::ADV,ülähäks,w górę
768,hinauf::ADV,ülähäks,na górę
769,überall::ADV,kaikjal,wszędzie
770,nicht::ADV,ei,nie
771,ein wenig::ADV,vähän,trochę
772,kaum::ADV,habi,ledwie
773,kaum::ADV,habi,prawie nie
774,sehr::ADV,lujas,bardzo
775,so::ADV,muga,tak
776,so::ADV,ninga,tak
777,noch::ADV,völ,jeszcze
778,nur::ADV,järg,tylko
779,nur::ADV,vaiše,tylko
780,schon::ADV,jo,już
781,wieder::ADV,möst,znów
782,wieder::ADV,möst,znowu
783,vergebens::ADV,uhtei,na próżno
784,vor::PRP,edes,przed
785,hinter::PRP,taga,za
786,unter::PRP,al,pod
787,durch::PRP,läbi,przez
788,durch::PRP,kal't,przez
789,neben::PRP,rindal,obok
790,zwischen::PRP,keskes,między
791,wegen::PRP,tagut,z powodu
792,dies::PRN,nece,to
793,das::PRN,se,to
794,alles::PRN,kaik,wszystko
795,ich::PRN,minä,ja
796,du::PRN,sinä,ty
797,er::PRN,hän,on
798,wir::PRN,mö,my
799,ihr::PRN,tö,wy
800,sie::PRN,hö,oni
801,was::FPRN,mi,co
802,wer::FPRN,ken,kto
803,wo::FADV,kus,gdzie
804,wohin::FADV,kuna,dokąd
805,wie::FADV,kut,jak
806,wie::FADV,mit',jak
807,warum::FADV,mikš,dlaczego
808,wieviel::FNUM,äjak,ile
809,wieviel::FNUM,kuverz',ile
810,eins::NUM,üks',jeden
811,zwei::NUM,kaks',dwa
812,drei::NUM,koume,trzy
813,vier::NUM,nel'l',cztery
814,fünf::NUM,viž,pięć
815,sechs::NUM,kuz',sześć
816,sieben::NUM,seičeme,siedem
817,acht::NUM,kahesa,osiem
818,neun::NUM,ühesa,dziewięć
819,zehn::NUM,kümne,dziesięć
820,elf::NUM,üks'toštkümne,jedenaście
