,Concept_ID,zh,sah
115,Bucht::N,海湾,бухта
116,Insel::N,岛,арыы
117,Blume::N,花,сибэкки
118,Gras::N,草,от
119,Wurzel::N,根,силис
120,Baum::N,树,мас
121,Stamm::N,树干,умнас
122,Rinde::N,树皮,хатырык
123,Ast::N,树枝,мутук
124,Zweig::N,树枝,лабаа
125,Blatt::N,叶子,сэбирдэх
126,Birke::N,桦木,хатыҥ
127,Kiefer[Baum]::N,松树,бэс
128,Weide[Baum]::N,柳树,үөт
129,Weide[Baum]::N,柳树,талах
130,Tanne::N,冷杉,харыйа
131,Horn::N,角,муос
132,Feder::N,羽毛,куорсун
133,Fell::N,皮毛,тирии
134,Flügel::N,翅膀,кынат
135,Klaue::N,爪子,тыҥырах
136,Kralle::N,爪子,баппаҕай
137,Schwanz::N,尾巴,кутурук
138,Ei::N,蛋,сымыыт
139,Nest::N,巢,уйа
140,Bau::N,穴,хороон
141,Tier::N,动物,кыыл
142,Tier::N,动物,харамай
143,Herde::N,群,үөр
144,Kuh::N,母牛,ынах
145,Bulle::N,公牛,оҕус
146,Pferd::N,马,сылгы
147,Schaf::N,羊,овца
148,Schwein::N,猪,сибиинньэ
149,Hund::N,狗,ыт
150,Katze::N,猫,куоска
151,Bär::N,熊,эһэ
152,Eichhörnchen::N,松鼠,тииҥ
153,Elch::N,麋鹿,тайах
154,Fuchs::N,狐狸,саһыл
155,Hase::N,兔子,куобах
156,Maus::N,老鼠,кутуйах
157,Wolf::N,狼,бөрө
158,Vogel::N,鸟,көтөр
159,Schwarm::N,群,бөлөх
160,Huhn::N,鸡,куурусса
161,Hahn::N,公鸡,бөтүүк
162,Gans::N,鹅,хаас
163,Adler::N,鹰,хотой
164,Ente::N,鸭,кус
165,Eule::N,猫头鹰,мэкчиргэ
166,Kranich::N,鹤,туруйа
167,Krähe::N,乌鸦,тураах
168,Kuckuck::N,布谷鸟,кэҕэ
169,Schwan::N,天鹅,куба
170,Fisch::N,鱼,балык
171,Barsch::N,鲈鱼,алыһар
172,Hecht::N,狗鱼,сордон
173,Schlange[Tier]::N,蛇,моҕой
174,Schlange[Tier]::N,蛇,эриэн үөн
175,Wurm::N,蠕虫,үөн
176,Spinne::N,蜘蛛,ооҕуй
177,Ameise::N,蚂蚁,кымырдаҕас
178,Laus::N,虱子,быт
179,Mücke::N,蚊子,кумаар
180,Fliege::N,苍蝇,сахсырҕа
181,Schmetterling::N,蝴蝶,лыах
182,Schmetterling::N,蝴蝶,үрүмэччи
183,Beere::N,将果,отон
184,Apfel::N,苹果,яблоко
185,Pilz::N,蘑菇,тэллэй
186,Zwiebel::N,洋葱,луук
187,Saat::N,种子,сиэмэ
188,Korn::N,谷粒,сиэмэ
189,Heu::N,干草,от
190,Schale::N,壳,хах
191,Grube::N,坑,дьаама
192,Falle::N,圈套,сохсо
193,Schlinge::N,活扣,уктаа
194,Spur::N,踪迹,суол
195,Asche::N,灰烬,күл
196,Dreck::N,污垢,бадараан
197,Eisen::N,铁,тимир
198,Gold::N,金子,көмүс
199,Gold::N,金子,кыһыл көмүс
200,Silber::N,银,көмүс
201,Silber::N,银,үрүҥ көмүс
202,Kohle::N,煤,чох
203,Glas::N,玻璃,өстүөкүлэ
204,Lehm::N,粘土,туой
205,Sand::N,沙,кумах
206,Mensch::N,人,киһи
207,Mann::N,男子,эр
208,Frau::N,妇女,дьахтар
209,Kind::N,小孩,оҕо
210,Junge::N,男孩,уол
211,Mädchen::N,女孩,кыыс оҕо
212,Familie::N,家庭,кэргэн
213,Großvater::N,祖父,эһэ
214,Großmutter::N,祖母,эбэ
215,Eltern::N,父母,аҕа-ийэ
216,Vater::N,父亲,аҕа
217,Mutter::N,母亲,ийэ
218,Sohn::N,儿子,уол
219,Tochter::N,女儿,кыыс
220,Bruder::N,兄弟,убай
221,Bruder::N,兄弟,быраат
222,Schwester::N,姐妹,аҕас
223,Schwester::N,姐妹,балыс
224,Onkel::N,伯父,таай
225,Onkel::N,伯父,абаҕа
226,Tante::N,阿姨,эдьиий
227,Ehemann::N,丈夫,эр
228,Ehefrau::N,妻子,ойох
229,Freude::N,愉快,үөрүү
230,Gelächter::N,大笑,күлүү
231,Glück::N,运气,дьол
232,Glück::N,运气,соргу
233,Kummer::N,苦恼,кутурҕан
234,Wunsch::N,愿望,баҕарыы
235,Lust::N,乐趣,баҕа
236,Geist::N,精神,тыын
237,Gedanke::N,思想,санаа
238,Gedächtnis::N,记性,өй
239,Verstand::N,理智,өй
240,Sinn::N,感觉,суолта
241,Grund::N,理由,төрүөт
242,Wahrheit::N,真理,кырдьык
243,Gespräch::N,谈话,бэсиэдэ
244,Gespräch::N,谈话,кэпсэтии
245,Märchen::N,童话,остуоруйа
246,Erzählung::N,故事,кэпсээн
247,Nachricht::N,消息,биллэриллии
248,Neuigkeit::N,新闻,сонун
249,Name::N,名字,аат
250,Rätsel::N,谜语,таабырын
251,Rede::N,讲话,этии
252,Sprache::N,语言,тыл
253,Stimme::N,声音,куолас
254,Wort::N,词,тыл
255,Zeichen::N,标记,бэлиэ
256,Ruf::N,呼喊,ыҥырыы
257,Lärm::N,噪音,айдаан
258,Laut::N,响声,тыас
259,Ton::N,声音,дорҕоон
260,Lied::N,歌曲,ырыа
261,Ruhe::N,安静,уу чуумпу
262,Leute::N,人们,дьон
263,Volk::N,人民,дьон
264,Volk::N,人民,норуот
265,Arbeit::N,劳动,үлэ
266,Gast::N,客人,ыалдьыт
267,Geschenk::N,礼物,бэлэх
268,Spiel::N,游戏,оонньуу
269,Gesellschaft::N,陪同,общество
270,Hilfe::N,帮助,көмө
271,Freund::N,朋友,доҕор
272,Kamerad::N,同志,атас
273,Angelegenheit::N,事情,дьыала
274,Anzahl::N,数目,ахсаан
275,Art::N,种类,биис
276,Stück::N,块,кырбас
277,Teil::N,部分,ирээт
278,Hälfte::N,一半,аҥар
279,Kreis::N,圆,төгүрүк
280,Kreis::N,圆,төгүрүмтэ
281,Kreuz::N,十字架,кириэс
282,Linie::N,线条,сурааһын
283,Strich::N,划,сурааһын
284,Abstand::N,距离,арыт
285,Entfernung::N,距离,ыраах
286,Gegend::N,地区,сир
287,Platz::N,场所,арыт
288,Ort::N,地点,сир
289,Seite::N,面,өрүт
290,Seite::N,面,сирэй
291,Mitte::N,中间,орто
292,Gegenstand::N,物品,предмет
293,Sache::N,物,мал
294,Rand::N,边,кытыы
295,Rand::N,边,ойоҕос
296,Kante::N,棱,кырыы
297,Ecke::N,角,муннук
298,Spitze::N,尖,чыпчаал
299,Ende::N,结尾,төбө
300,Loch::N,洞,тэһэҕэс
301,Loch::N,洞,дьөлөҕөс
302,Winkel::N,角度,муннук
303,Muster::N,模型,оһуор
304,Größe::N,大小,кээмэй
305,Länge::N,长度,уста
306,Höhe::N,高度,үрдүк
307,Gewicht::N,重量,ыйааһын
308,Menge::N,数量,ахсаан
309,Haufen::N,堆,чөмчөх
310,Reihe::N,行,кэккэ
311,Boot::N,小船,оҥочо
312,Ruder::N,奖,эрдии
313,Schlitten::N,雪橇,сыарҕа
314,Ski::N,雪板,хайыһар
315,Lagerfeuer::N,营火,кутаа
316,Last::N,负担,ыарахан
317,Gang::N,行走,хаамыы
318,Schritt::N,步伐,хардыы
319,Norden::N,北,хоту
320,Süden::N,南,соҕуруу
321,Westen::N,西,арҕаа
322,Osten::N,东,илин
323,Holz::N,木材,мас
324,Brett::N,木板,дуоска
325,Brett::N,木板,хаптаһын
326,Platte::N,平板,билиитэ
327,Stütze::N,支架,тулааһын
328,Stange::N,杆,ураҕас
329,Stock::N,棒,мас
330,Stock::N,棒,баалкы
331,Stab::N,棍,ураҕас
332,Rohr::N,管子,турба
333,Haus::N,房屋,дьиэ
334,Heim::N,家,дьиэ
335,Ofen::N,炉子,оһох
336,Fußboden::N,地板,муоста
337,Tisch::N,桌子,остуол
338,Stuhl::N,椅子,устуул
339,Wiege::N,摇蓝,биһик
340,Bett::N,床,кырабаат
341,Regal::N,架子,долбуур
342,Kiste::N,箱子,дьааһык
343,Fenster::N,窗户,түннүк
344,Tür::N,门,аан
345,Tor::N,大门,аан
346,Zaun::N,篱笆,соппулуот
347,Dach::N,屋顶,кырыыса
348,Leiter::N,梯子,кирилиэс
349,Besen::N,扫帚,миинньик
350,Spaten::N,铁锹,күрдьэх
351,Schaufel::N,铁锹,күрдьэх
352,Gabel::N,叉,биилкэ
353,Löffel::N,食匙,луоска
354,Messer::N,刀,быһах
355,Nagel::N,钉子,тоһоҕо
356,Netz::N,网,илим
357,Haken::N,钩子,көхө
358,Griff::N,把柄,ук
359,Griff::N,把柄,тутаах
360,Schloss::N,锁,күлүүс
361,Bild::N,图画,хартыына
362,Figur::N,人像,фигура
363,Puppe::N,娃娃,куукула
364,Beutel::N,袋子,мөһөөччук
365,Bündel::N,捆,баайыы
366,Tasche::N,手提包,суумка
367,Eimer::N,桶,биэдэрэ
368,Deckel::N,盖子,хаппах
369,Geschirr::N,餐具,иһит
370,Sack::N,袋子,куул
371,Tasse::N,杯子,сэлиэнэй
372,Topf::N,锅,көстүрүүҥкэ
373,Kessel::N,水壶,хочуол
374,Essen::N,进餐,аһылык
375,Nahrung::N,食物,ас
376,Speise::N,菜肴,аһылык
377,Fleisch::N,肉,эт
378,Getreide::N,谷物,злактар
379,Brei::N,粥,хааһы
380,Brot::N,面包,килиэп
381,Scheibe::N,片,куһуок
382,Fett::N,脂肪,сыа
383,Butter::N,黄油,арыы
384,Öl::N,油,арыы
385,Salz::N,盐,туус
386,Suppe::N,汤,мин
387,Honig::N,蜂蜜,мүөт
388,Milch::N,奶,үүт
389,Tee::N,茶,чэй
390,Leder::N,皮革,тирии
391,Wolle::N,毛线,түү
392,Stoff::N,织物,таҥас
393,Nadel::N,针,иннэ
394,Faden::N,线,сап
395,Knopf::N,纽扣,тимэх
396,Knoten::N,结,түмүк
397,Farbe::N,颜色,кырааска
398,Kleidung::N,衣服,таҥас
399,Hemd::N,衬衫,ырбаахы
400,Kragen::N,领子,саҕа
401,Ärmel::N,袖子,сиэх
402,Hose::N,裤子,ыстаан
403,Hose::N,裤子,бүрүүкэ
404,Gürtel::N,腰带,кур
405,Mütze::N,帽子,бэргэһэ
406,Schuh::N,鞋,бачыыҥка
407,Stiefel::N,靴子,саппыкы
408,Ring::N,戒指,биһилэх
409,Band::N,带子,лиэнтэ
410,Kamm::N,梳子,тараах
411,Spiegel::N,镜子,сиэркилэ
412,Riemen::N,皮带,кур
413,Schnur::N,绳子,быа
414,Leine::N,皮带,тэһиин
415,Decke::N,被子,суорҕан
416,Kissen::N,软垫,сыттык
417,Tuch::N,巾,былаат
418,Handtuch::N,手巾,соттор
419,Kraft::N,力,сыра
420,Stärke::N,力量,күүс
421,Gesundheit::N,健康,доруобуйа
422,Krankheit::N,病,ыарыы
423,Schmerz::N,痛,ыарыы
424,Wunde::N,伤口,баас
425,Fieber::N,发烧,түрүлгэн
426,Fieber::N,发烧,лихорадка
427,Fieber::N,发烧,температура
428,Arznei::N,药,эмп
429,Brücke::N,桥,күргэ
430,Brunnen::N,井,холуодьас
431,Weide::N,牧场,мэччирэҥ
432,Pfad::N,小路,ыллык
433,Weg::N,路,суол
434,Straße::N,街,суол
435,Dorf::N,村庄,дэриэбинэ
436,Stadt::N,城市,куорат
437,Brief::N,信,сурук
438,Buch::N,书,кинигэ
439,Buchstabe::N,字母,буква
440,Zeitung::N,报纸,хаһыат
441,Leben::N,生命,тыын
442,Tod::N,死亡,өлүү
443,Grab::N,坟墓,иин
444,Kirche::N,教堂,таҥара дьиэтэ
445,Sünde::N,罪,айыы
446,Gott::N,上帝,тангара
447,Arbeiter::N,工人,үлэһит
448,Chef::N,上司,баһылык
449,Chef::N,上司,начальник
450,Meister::N,师傅,уус
451,Meister::N,师傅,маастар
452,Arzt::N,医生,врач
453,Lehrer::N,教师,учуутал
454,Geld::N,钱,харчы
455,Geschäft::N,交易,идэ
456,Laden::N,商店,маҕаһыын
457,Preis::N,价格,сыана
458,Ware::N,商品,табаар
459,Nutzen::N,好处,туһа
460,Reichtum::N,财富,баай
461,Welt::N,世界,аан дойду
462,Land::N,国家,дойду
463,Staat::N,国家,государство
464,König::N,国王,король
465,Macht::N,权力,былаас
466,Grenze::N,边界,кыраныысса
467,Krieg::N,战争,сэрии
468,Feind::N,敌人,өстөөх
469,Gewalt::N,暴力,күүһүлээһин
470,Kampf::N,战斗,охсуһуу
471,Bogen[Waffe]::N,弓,ох
472,Pfeil::N,箭,ох
473,Gewehr::N,枪,саа
474,Fehler::N,错误,сыыһа
475,Lüge::N,谎话,сымыйа
476,Schaden::N,损失,хоромньу
477,Unglück::N,不幸,алдьархай
478,Schuld::N,过错,буруй
479,Alter::N,年龄,саас
480,Schluss::N,结束,тиһэх
481,Zeit::N,时间,бириэмэ
482,Tag::N,天,күн
483,Morgen::N,早晨,сарсыарда
484,Mittag::N,中午,күн ортото
485,Abend::N,晚上,киэһэ
486,Nacht::N,夜,түүн
487,Woche::N,星期,нэдиэлэ
488,Monat::N,月,ый
489,Jahr::N,年,сыл
490,Jahr::N,年,дьыл
491,Frühling::N,春天,саас
492,Sommer::N,夏天,сайын
493,Herbst::N,秋天,күһүн
494,Winter::N,冬天,кыһын
495,Januar::N,一月,тохсунньу
496,Februar::N,二月,олунньу
497,März::N,三月,кулун тутар
498,April::N,四月,муус устар ый
499,Mai::N,五月,ыам ыйа
500,Juni::N,六月,бэс ыйа
501,Juli::N,七月,от ыйа
502,August::N,八月,атырдьах ыйа
503,September::N,九月,балаҕан ыйа
504,Oktober::N,十月,алтынньы
505,November::N,十一月,сэтинньи
506,Dezember::N,十二月,ахсынньы
507,Montag::N,星期一,бэнидиэнньик
508,Dienstag::N,星期二,оптуорунньук
509,Mittwoch::N,星期三,сэрэдэ
510,Donnerstag::N,星期四,чэппиэр
511,Freitag::N,星期五,бээтинсэ
512,Samstag::N,星期六,субуота
513,Sonntag::N,星期日,баскыһыанньа
514,groß::A,大,бөдөҥ
515,groß::A,大,улахан
516,klein::A,小,кыр
517,lang::A,长,уһун
518,kurz::A,短,кылгас
519,breit::A,宽,кэтит
520,schmal::A,细长的,кыараҕас
521,dicht::A,密,хойуу
522,dick[Gegenstand]::A,厚,суон
523,dick[Gegenstand]::A,厚,хойуу
524,dünn::A,薄,чараас
525,fein::A,细小,бытархай
526,fein::A,细小,синньигес
527,fest::A,固体,бөҕө
528,fest::A,固体,кытаанах
529,flach::A,平坦,хаптаҕай
530,glatt::A,光滑,кылааккай
531,hart::A,硬,хатан
532,hart::A,硬,кытаанах
533,weich::A,软,сымнаҕас
534,rund::A,圆,төгүрүк
535,spitz::A,尖,сытыы
536,spitz::A,尖,уһуктаах
537,scharf::A,锋利,сытыы
538,stumpf::A,钝,сыппах
539,schwer::A,重,ыарахан
540,schön::A,美丽,кыраһыабай
541,heiß::A,烫,итии
542,warm::A,暖和,ичигэс
543,kalt::A,冷,тымныы
544,kühl::A,凉,сөрүүн
545,frisch::A,新鲜,ыраас
546,frisch::A,新鲜,сөрүүн
547,frisch::A,新鲜,тымныы
548,feucht::A,潮湿,сииктээх
549,nass::A,湿,инчэҕэй
550,trocken::A,干,кураан
551,voll::A,满,толору
552,leer::A,空,иччитэх
553,offen::A,敞开,аһаҕас
554,geschlossen::A,关闭,бүтэй
555,sauber::A,干净,сэбэр
556,schmutzig::A,肮脏,кирдээх
557,roh::A,生,сиикэй
558,reif::A,成熟,буспут
559,reif::A,成熟,сиппит-хоппут
560,lecker::A,好吃,минньигэс
561,süß::A,甜,минньигэс
562,bitter::A,苦,аһыы
563,sauer::A,酸,аһыы
564,hell::A,亮,сырдык
565,dunkel::A,阴暗,хараҥа
566,schwarz::A,黑,хара
567,weiß::A,白,үрүҥ
568,weiß::A,白,маҥан
569,rot::A,红,кыһыл
570,gelb::A,黄,саһархай
571,blau::A,蓝,күөх
572,grün::A,绿,күөх
573,grün::A,绿,от күөҕэ
574,grau::A,灰色,сиэрэй
575,bunt::A,五彩,эриэн
576,billig::A,便宜,чэпчэки
577,teuer::A,贵,сыаналаах
578,wertvoll::A,贵重,сыаналаах
579,blind::A,瞎,хараҕа суох
580,taub::A,聋,дьүлэй
581,kräftig::A,强壮,модун
582,stark::A,强壮,күүстээх
583,schwach::A,弱,мөлтөх
584,fett::A,胖,эмис
585,schlank::A,苗条,дьылҕан
586,schlank::A,苗条,дьыпсаҕай
587,hübsch::A,漂亮,олус кэрэ
588,hübsch::A,漂亮,көрүөхтэн үчүгэй
589,böse::A,邪恶,өһүөннээх
590,dumm::A,笨,акаары
591,faul::A,懒惰,нэс
592,fleißig::A,勤奋,кыһамньылаах
593,geizig::A,吝啬,иҥсэлээх
594,klug::A,聪明,өйдөөх
595,geschickt::A,灵巧,наһаа дьоҕурдаах
596,lieb::A,可爱,тапталлаах
597,lustig::A,快乐,көрдөөх
598,sanft::A,柔和,намчы
599,sanft::A,柔和,сымнаҕас
600,hungrig::A,饥饿,аччык
601,krank::A,患病,ыалдьар
602,nackt::A,裸体,сыгынньах
603,traurig::A,悲哀,санаарҕабыллаах
604,lebendig::A,活,тыыннаах
605,gut::A,好,үтүө
606,gut::A,好,үчүгэй
607,schlecht::A,坏,куһаҕан
608,richtig::A,正确,сөп
609,schlimm::A,糟糕,сидьиҥ
610,schlimm::A,糟糕,быдьар
611,wahr::A,真,кырдьык
612,alt::A,旧,былыргы
613,neu::A,新,саҥа
614,ehemalig::A,以前,урукку
615,alt[Lebewesen]::A,老,кырдьаҕас
616,jung::A,年轻,эдэр
617,arm::A,贫穷,дьадаҥы
618,reich::A,富裕,баай
619,bekannt::A,出名,билэр
620,berühmt::A,著名,аатырбыт
621,fremd::A,陌生,атын
622,verschieden::A,不同,араас
623,nah::A,近,чугас
624,fern::A,遥远,ыраах
625,linker::A,左,хаҥас
626,rechter::A,右,уҥа
627,anderer::A,别的,атын
628,erster::A,第一,маҥнайгы
629,zweiter::A,第二,иккис
630,dritter::A,第三,үһүс
631,letzter::A,最后,тиһэх
632,allein::ADV,单独,соҕотох
633,auf einmal::ADV,同时,биирдэ
634,zusammen::ADV,一起,холбуу
635,lange::ADV,许久,уһуннук
636,plötzlich::ADV,忽然,эмискэ
637,sofort::ADV,立刻,тута
638,später::ADV,以后,хойут
639,jetzt::ADV,现在,билигин
640,heute::ADV,今天,бүгүн
641,morgen::ADV,明天,сарсын
642,bald::ADV,即将,өтөр
643,dann::ADV,然后,кэнна
644,gestern::ADV,昨天,бэҕэһээ
645,einst::ADV,曾经,биир төгүл
646,einst::ADV,曾经,арай биирдэ
647,damals::ADV,当时,оччоҕо
648,danach::ADV,随后,аары
649,danach::ADV,随后,ол кэнниттэн
650,vorher::ADV,事先,урут
651,zuerst::ADV,首先,маҥнай
652,einmal::ADV,一次,биирдэ
653,manchmal::ADV,有时,арыт
654,oft::ADV,时常,чаастатык
655,immer::ADV,总是,мэлдьи
656,niemals::ADV,从未,хаһан да
657,hier::ADV,这里,маныаха
658,hierhin::ADV,到这里,бэттэх
659,von hier::ADV,由此,мантан
660,dort::ADV,那里,онно
661,dorthin::ADV,到那里,онно
662,geradeaus::ADV,一直往前,быһа
663,geradeaus::ADV,一直往前,быһаччы
664,vorwärts::ADV,向前,инники
665,rückwärts::ADV,向后,төттөру
666,zurück::ADV,退后,төттөрү
667,unten::ADV,下面,аллара
668,hinab::ADV,向下,аллара
669,oben::ADV,上面,үөһэ
670,hinauf::ADV,向上,өрө
671,hinauf::ADV,向上,үөһэ
672,überall::ADV,到处,бэйдиэ
673,nicht::ADV,不,буолбатах
674,ein wenig::ADV,一点儿,кыратык
675,kaum::ADV,几乎不,нэһиилэ
676,sehr::ADV,很,бэрт
677,sehr::ADV,很,наһаа
678,so::ADV,如此,оччо
679,so::ADV,如此,оннук
680,noch::ADV,还,өссө
681,nur::ADV,只,эрэ
682,nur::ADV,只,сыччах
683,schon::ADV,已经,бэлиэр
684,wieder::ADV,又,эмиэ
685,vor::PRP,在...面前,иннигэр
686,hinter::PRP,在...背后,кэлин
687,unter::PRP,在...下面,-ҕа
688,unter::PRP,在...下面,оһох түгэҕэ
689,durch::PRP,穿过,курдары
690,neben::PRP,在...旁,аттыгар
691,zwischen::PRP,在...之间,ыккардынан
692,wegen::PRP,由于,уҥуортан
693,dies::PRN,这,ити
694,dies::PRN,这,бу
695,das::PRN,那,били
696,alles::PRN,一切,барыта
697,ich::PRN,我,мин
698,du::PRN,你,эн
699,er::PRN,他,кнни
700,wir::PRN,我们,биһиги
701,ihr::PRN,你们,эһиги
702,sie::PRN,她,кинилэр
703,was::FPRN,什么,туох
704,wer::FPRN,谁,ким
705,wo::FADV,哪里,ханна
706,wohin::FADV,去哪里,ханна
707,wie::FADV,怎么,хайдах
708,warum::FADV,为什么,тоҕо
709,wieviel::FNUM,多少,төһө
710,eins::NUM,一,биир
711,zwei::NUM,二,икки
712,drei::NUM,三,үс
713,vier::NUM,四,түөрт
714,fünf::NUM,五,биэс
715,sechs::NUM,六,алта
716,sieben::NUM,七,сэттэ
717,acht::NUM,八,аҕыс
718,neun::NUM,九,тоҕус
719,zehn::NUM,十,уон
720,elf::NUM,十一,уон биир
721,zwölf::NUM,十二,уон икки
722,zwanzig::NUM,二十,сүүрбэ
723,dreißig::NUM,三十,отут
724,vierzig::NUM,四十,түөрт уон
725,fünfzig::NUM,五十,биэс уон
726,sechzig::NUM,六十,алта уон
727,siebzig::NUM,七十,сэттэ уон
728,achtzig::NUM,八十,аҕыс уон
729,neunzig::NUM,九十,тоҕус уонус
730,hundert::NUM,百,сүүс
731,tausend::NUM,千,тыһыынча
732,und::CNJ,和,да
733,und::CNJ,和,уонна
734,und::CNJ,和,итиэннэ
735,oder::CNJ,或者,эбэтэр
736,stehen::V,站,тур
737,sitzen::V,坐,олор
738,liegen::V,躺着,сыт
739,hängen::V,挂着,санньылый
740,werden::V,成为,буол
741,passieren::V,发生,буол
742,beginnen::V,开始,саҕалан
743,enden::V,终止,бүт
744,wechseln::V,变迁,уларый
745,aufgehen[Sonne]::V,升起,ой
746,untergehen[Sonne]::V,下落,киир
747,scheinen[Sonne]::V,照射,сырдат
748,donnern::V,打雷,эт
749,wehen::V,飘扬,үр
750,strömen::V,流,кутулун
751,fließen::V,流动,сүүр
752,sich drehen::V,转动,эргий
753,schwanken::V,摇摆,биэтэҥнээ
754,schwingen::V,摇,эйэҥнээ
755,fallen::V,坠落,оҕут
756,brennen::V,燃烧,умай
757,rauchen::V,冒烟,буруолаа
758,regnen::V,下雨,самыырдаа
759,gefrieren::V,结冰,тоҥ
760,tauen::V,融化,ир
761,schmelzen::V,溶化,уулун
762,trocknen::V,变干,куур
763,sieden::V,煮,оргуй
764,faulen::V,腐烂,сытый
765,verfaulen::V,腐烂,сытыйан_хаал
766,reißen::V,撕,хайыт
767,reißen::V,撕,быһытталан
768,versinken::V,下沉,тимир
769,versinken::V,下沉,батылын
770,vergehen::V,流逝,дьай
771,erscheinen::V,出现,көһүн
772,verschwinden::V,消失,сүт
773,sinken::V,下降,намтаа
774,abnehmen::V,减少,аччаа
775,zunehmen::V,增加,элбээ
776,steigen::V,上升,үрдээ
777,wachsen::V,生长,үүн
778,glänzen::V,发光,кылбай
779,funkeln::V,闪烁,күлүмнээ
780,funkeln::V,闪烁,күлүмүрдээ
781,lärmen::V,吵闹,тыаһаа
782,läuten::V,响,собуоннаа
783,klingeln::V,按铃,линкинээ
784,brausen::V,疾驶,сирилээ
785,klingen::V,听起来,доргуй
786,bellen::V,吠,үр
787,heulen::V,嗥,улуй
788,blasen::V,吹,үр
789,pfeifen::V,吹口哨,иһиир
790,schreien::V,叫喊,кылан
791,schreien::V,叫喊,хаһыытаа
792,stöhnen::V,呻吟,ынчыктаа
793,zittern::V,颤抖,титирээ
794,zittern::V,颤抖,дьигиһий
