,Concept_ID,sk,ady
388,Zaun::N,plot,шӏыхьагъэ́
389,Zaun::N,ohrada,шӏыхьагъэ́
390,Dach::N,krov,шъхьэ́
391,Dach::N,strecha,шъхьэ́
392,Leiter::N,rebrík,лъэо́й
393,Leiter::N,rebrík,дэкӏояпӏэ́
394,Leiter::N,rebrina,лъэо́й
395,Leiter::N,rebrina,дэкӏояпӏэ́
396,Besen::N,metla,пхъэнкӏы́пхъ
397,Spaten::N,rýľ,къазгъы́р
398,Schaufel::N,lopata,хэӏалъ
399,Gabel::N,vidlička,цацэ
400,Löffel::N,lyžica,джэмы́шх
401,Messer::N,nôž,шъэжъы́й
402,Nagel::N,klinec,гъучӏыӏу́н
403,Netz::N,sieť,хъытыу
404,Haken::N,hák,хьажтӏаркъу
405,Haken::N,háčik,хьажтӏаркъу
406,Griff::N,rukoväť,къопс
407,Schloss::N,zámka,ӏункӏы́бз
408,Bild::N,obraz,сурэ́т
409,Figur::N,figúra,
410,Puppe::N,bábka,нысхъа́п
411,Puppe::N,bábika,нысхъа́п
412,Beutel::N,vrece,дзыо́
413,Beutel::N,vrecko,дзыо́
414,Bündel::N,uzlík,
415,Bündel::N,zväzok,
416,Tasche::N,taška,ӏэлъмэ́къ
417,Tasche::N,kabelka,ӏэлъмэ́къ
418,Eimer::N,vedro,щалъ
419,Deckel::N,vrchnák,шъхьэ
420,Deckel::N,pokrývka,шъхьэ
421,Geschirr::N,nádoba,хьакъу-шыкъу
422,Sack::N,mech,дзыо́
423,Sack::N,vrece,дзыо́
424,Tasse::N,šálka,чашк
425,Topf::N,hrniec,кастрюль
426,Kessel::N,kotol,шыуа́н
427,Essen::N,jedlo,шхэн
428,Nahrung::N,strava,шхэн
429,Nahrung::N,potrava,шхэн
430,Speise::N,jedlo,шхыныгъу
431,Fleisch::N,mäso,лы
432,Getreide::N,obilie,лэжьыгъацэ́
433,Brei::N,kaša,пӏастэ́
434,Brot::N,chlieb,хьалыгъу
435,Scheibe::N,kotúč,такъы́р
436,Scheibe::N,krajec,такъы́р
437,Fett::N,tuk,дагъэ́
438,Fett::N,masť,дагъэ́
439,Butter::N,maslo,тхъу
440,Öl::N,olej,тхъу
441,Salz::N,soľ,щыгъу
442,Suppe::N,polievka,хьантхъупс
443,Honig::N,med,шъоу́
444,Milch::N,mlieko,щэ
445,Tee::N,čaj,щай
446,Leder::N,koža,кӏы́шъу
447,Wolle::N,vlna,цы
448,Stoff::N,súkno,шэкӏы
449,Nadel::N,ihla,бгъэ́хаӏу
450,Faden::N,niť,ӏуда́н
451,Faden::N,vlákno,ӏуда́н
452,Knopf::N,gombík,занкӏэу
453,Knoten::N,uzol,зэкъодзапӏэ
454,Farbe::N,farba,краск
455,Kleidung::N,šaty,щыгъы́ны
456,Kleidung::N,šatstvo,щыгъы́ны
457,Hemd::N,košeľa,джан
458,Kragen::N,golier,пшъапӏ
459,Ärmel::N,rukáv,гъуап
460,Hose::N,nohavice,гъончэ́дж
461,Gürtel::N,pás,бгыры́пх
462,Gürtel::N,opasok,бгыры́пх
463,Mütze::N,čiapka,паӏо́
464,Schuh::N,obuv,
465,Schuh::N,topánka,
466,Stiefel::N,čižma,щазым
467,Ring::N,prsteň,ӏэлъы́н
468,Band::N,stuha,лент
469,Kamm::N,hrebeň,мажь
470,Spiegel::N,zrkadlo,гъундж
471,Riemen::N,remeň,бгыры́пх
472,Schnur::N,šnúra,кӏапсэ́
473,Leine::N,vodidlo,шъокӏапс
474,Decke::N,deka,чыхӏэн
475,Decke::N,prikrývka,чыхӏэн
476,Kissen::N,poduška,шъхьант
477,Tuch::N,šatka,шъхьэтехъу
478,Handtuch::N,uterák,ӏаплъэкӏ
479,Kraft::N,moc,къары́у
480,Kraft::N,moc,кӏуачӏэ́
481,Stärke::N,sila,кӏуачӏэ́
482,Gesundheit::N,zdravie,псауныгъ
483,Krankheit::N,nemoc,узы
484,Krankheit::N,choroba,узы
485,Schmerz::N,bolesť,узы
486,Wunde::N,rana,уӏагъэ́
487,Fieber::N,horúčka,техьа́гъу
488,Fieber::N,horúčka,жъоку
489,Arznei::N,liek,ӏэзэ́гъу
490,Brücke::N,most,лъэмы́д ж
491,Brunnen::N,studňa,псынэ́
492,Weide::N,pastva,хъупӏэ́
493,Pfad::N,chodník,лъагъу
494,Weg::N,cesta,гъо́гу
495,Straße::N,hradská,гъо́гу
496,Dorf::N,dedina,къуа́дж
497,Stadt::N,mesto,къалэ́
498,Brief::N,list,тхэн
499,Brief::N,list,письмэ
500,Buch::N,kniha,тхы́лъ
501,Buchstabe::N,litera,хьары́ф
502,Buchstabe::N,písmeno,хьары́ф
503,Zeitung::N,noviny,газет
504,Leben::N,život,гъашӏэ́
505,Tod::N,smrť,аджал
506,Grab::N,hrob,бэны́
507,Kirche::N,kostol,чылы́с
508,Sünde::N,hriech,гунахь
509,Gott::N,boh,тхьэ
510,Arbeiter::N,robotník,рабоч
511,Arbeiter::N,pracnovík,рабоч
512,Chef::N,šéf,гъэр
513,Chef::N,riaditeľ,гъэр
514,Meister::N,majster,ӏэпыӏа́с
515,Arzt::N,lekár,
516,Lehrer::N,učiteľ,кӏэлэегъа́дж
517,Geld::N,peniaze,ахъщ
518,Geschäft::N,obchod,ӏофшӏэн
519,Laden::N,obchod,туча́н
520,Preis::N,cena,уасэ́
521,Ware::N,tovar,хьап-щып
522,Nutzen::N,osoh,чар
523,Nutzen::N,osoh,федэ́
524,Nutzen::N,úžitok,чар
525,Nutzen::N,úžitok,федэ́
526,Reichtum::N,bohatstvo,байныгъ
527,Welt::N,svet,дуна́й
528,Land::N,územie,хэгъэ́́гу
529,Land::N,krajina,хэгъэ́́гу
530,Staat::N,štát,къэралыгъу
531,König::N,kráľ,пачъы́хь
532,Macht::N,moc,шынэгъакзэ́
533,Macht::N,mocnosť,шынэгъакзэ́
534,Grenze::N,hranica,гъуна́пкъ
535,Krieg::N,vojna,зао́
536,Feind::N,nepriateľ,пы́и
537,Gewalt::N,násilie,егъэзыгъэныгъ
538,Kampf::N,boj,бэнэныгъ
539,Bogen[Waffe]::N,luk,щабз
540,Pfeil::N,šíp,щэбза́щ
541,Pfeil::N,strela,щэбза́щ
542,Gewehr::N,puška,шхонч
543,Fehler::N,omyl,хэукъоныгъ
544,Fehler::N,chyba,хэукъоныгъ
545,Lüge::N,lož,пцӏы
546,Schaden::N,ujma,зэра́р
547,Schaden::N,škoda,зэра́р
548,Unglück::N,nešťastie,тхьамыкӏагъу
549,Schuld::N,vina,мысагъэ́
550,Schuld::N,previnenie,мысагъэ́
551,Alter::N,vek,ныбжь
552,Schluss::N,záver,кӏэ
553,Schluss::N,koniec,кӏэ
554,Zeit::N,čas,уахътэ́
555,Tag::N,deň,мафэ́
556,Morgen::N,ráno,пчэды́жь
557,Mittag::N,poludnie,щэджагьу́
558,Abend::N,večer,пчыхьэ́
559,Nacht::N,noc,чэщы́
560,Woche::N,týždeň,тхьамафэ́
561,Monat::N,mesiac,мазэ́
562,Jahr::N,rok,илъэ́с
563,Frühling::N,jar,гъатхэ́
564,Sommer::N,leto,гъэмафэ́
565,Herbst::N,jeseň,бжыхьэ́
566,Winter::N,zima,кӏыма́ф
567,Januar::N,január,январь
568,Februar::N,február,февраль
569,März::N,marec,март
570,April::N,apríl,апрель
571,Mai::N,máj,май
572,Juni::N,jún,июнь
573,Juli::N,júl,июль
574,August::N,august,август
575,September::N,september,сентябрь
576,Oktober::N,október,октябрь
577,November::N,november,ноябрь
578,Dezember::N,december,декабрь
579,Montag::N,pondelok,блыпэ́
580,Dienstag::N,utorok,гъубдж
581,Mittwoch::N,streda,бэрэскэжъый
582,Donnerstag::N,štvrtok,мэфэ́ку
583,Freitag::N,piatok,бэрэскэшху
584,Samstag::N,sobota,шэмбэ́т
585,Sonntag::N,nedeľa,тхьаума́ф
586,groß::A,veľký,ины́
587,klein::A,malý,цӏы́кӏу
588,lang::A,dlhý,кӏыхьэ́
589,kurz::A,krátky,кӏэкӏы́
590,breit::A,široký,шъуамбгъо́
591,schmal::A,úzky,бгъузэ́
592,dicht::A,hustý,ӏужъу́
593,dick[Gegenstand]::A,tlstý,ӏужъу́
594,dünn::A,tenký,пӏуакӏэ́
595,fein::A,jemný,пӏуакӏэ́
596,fest::A,pevný,пытэ́
597,flach::A,rovný,тешъо́
598,flach::A,plochý,тешъо́
599,glatt::A,hladký,зэны́бжь
600,hart::A,tvrdý,пытэ́
601,weich::A,mäkký,шъабэ́
602,rund::A,guľatý,хъура́й
603,rund::A,okrúhly,хъура́й
604,spitz::A,končitý,папцӏэ́
605,scharf::A,ostrý,чан
606,stumpf::A,tupý,цако́
607,schwer::A,ťažký,онтэ́гъу
608,schön::A,pekný,дахэ́
609,schön::A,krásny,дахэ́
610,heiß::A,horúci,жъо́ркъ
611,warm::A,teplý,фабэ́у
612,kalt::A,studený,чъыӏэ́
613,kühl::A,chladný,чъыӏэтагъ
614,frisch::A,svieži,чъыӏэтагъ
615,feucht::A,vlhký,шынагъэ зиӏэ
616,feucht::A,vlhký,шынэгъакӏэ зиӏэ
617,feucht::A,zvlhnutý,шынагъэ зиӏэ
618,feucht::A,zvlhnutý,шынэгъакӏэ зиӏэ
619,nass::A,mokrý,цӏынэ́
620,trocken::A,suchý,гъушъ
621,trocken::A,suchý,чъэпхъыгъ
622,voll::A,plný,из
623,voll::A,plný,изыбз
624,leer::A,prázdny,нэкӏы́
625,offen::A,otvorený,зэдэхыгъэ
626,geschlossen::A,zavretý,зэфэшӏыгъ
627,sauber::A,čistý,къабзэ́
628,schmutzig::A,špinavý,шӏо́и
629,roh::A,surový,мыжъо́
630,reif::A,zrelý,чъэпхъыгъ
631,lecker::A,chutný,го́хьы
632,süß::A,sladký,ӏэшӏу
633,bitter::A,horký,дыджы́
634,sauer::A,kyslý,хафэ́
635,hell::A,jasný,нэфын
636,hell::A,svetlý,нэфын
637,dunkel::A,temný,мэзэхэ
638,schwarz::A,čierny,шӏуцӏэ
639,weiß::A,biely,фыжьы́
640,rot::A,červený,плъыжьы́
641,gelb::A,žltý,гъожьы́
642,blau::A,modrý,шхъуантӏэ
643,blau::A,belasý,шхъуантӏэ
644,grün::A,zelený,шхъуантӏэ
645,grau::A,šedý,шхъо
646,bunt::A,pestrý,къолэны
647,billig::A,lacný,пыут
648,teuer::A,drahý,сикӏа́с
649,teuer::A,drahý,силъа́пӏ
650,wertvoll::A,cenný,пкӏэ зиӏ
651,wertvoll::A,cenný,уасэ́ зыфа́шӏ
652,blind::A,slepý,нэшъу́
653,taub::A,hluchý,дэгу
654,kräftig::A,silný,лъэ́ш
655,stark::A,silný,лъэ́ш
656,schwach::A,slabý,хъыбэй
657,schwach::A,bezvládny,хъыбэй
658,fett::A,tučný,пщэры́
659,schlank::A,štíhly,ищыгъэ
660,hübsch::A,šumný,дахэ́
661,hübsch::A,švárny,дахэ́
662,böse::A,zlý,ябгэ
663,dumm::A,hlúpy,делэ
664,faul::A,lenivý,шъхьахы́нэ
665,fleißig::A,snaživý,егугъурэ
666,fleißig::A,usilovný,егугъурэ
667,geizig::A,skupý,тхьацэ
668,geizig::A,lakomý,тхьацэ
669,klug::A,múdry,акъылышӏу́
670,klug::A,bystrý,акъылышӏу́
671,geschickt::A,zručný,ӏэпэӏэсэ́
672,geschickt::A,zručný,шо́у шӏыгъэ́
673,geschickt::A,šikovný,ӏэпэӏэсэ́
674,geschickt::A,šikovný,шо́у шӏыгъэ́
675,lieb::A,milý,псэм фэд
676,lustig::A,veselý,чэф
677,sanft::A,nežný,ӏушъа́б
678,hungrig::A,lačný,гъаблэ́
679,hungrig::A,hladný,гъаблэ́
680,krank::A,chorý,сыма́дж
681,krank::A,nemocný,сыма́дж
682,nackt::A,nahý,пцӏанэ́
683,traurig::A,smutný,нэшхъэй
684,lebendig::A,živý,
685,gut::A,dobrý,дэгъу́
686,schlecht::A,zlý,дэи
687,richtig::A,správny,тэрэз
688,schlimm::A,zlý,щынэгъо
689,schlimm::A,nepríjemný,щынэгъо
690,wahr::A,pravý,шъыпкъэ́
691,wahr::A,pravdivý,шъыпкъэ́
