,Concept_ID,mdf,sah
750,einmal::ADV,весть,биирдэ
751,manchmal::ADV,лия́ста,арыт
752,manchmal::ADV,ко́ста-ко́ста,арыт
753,oft::ADV,си́деста,чаастатык
754,immer::ADV,фалу,мэлдьи
755,immer::ADV,най,мэлдьи
756,niemals::ADV,аф мзя́рдонга,хаһан да
757,hier::ADV,тяса,маныаха
758,hierhin::ADV,сей,бэттэх
759,hierhin::ADV,тяза,бэттэх
760,von hier::ADV,тя́ста,мантан
761,dort::ADV,тоса,онно
762,dorthin::ADV,тов,онно
763,dorthin::ADV,тоза,онно
764,geradeaus::ADV,ви́деста,быһа
765,geradeaus::ADV,ви́деста,быһаччы
766,vorwärts::ADV,и́нголи,инники
767,rückwärts::ADV,ме́ки,төттөру
768,zurück::ADV,ме́ки,төттөрү
769,unten::ADV,ала,аллара
770,hinab::ADV,алу,аллара
771,oben::ADV,вяре,үөһэ
772,hinauf::ADV,вяри,өрө
773,hinauf::ADV,вяри,үөһэ
774,überall::ADV,се́мбе ва́стова,бэйдиэ
775,nicht::ADV,аф,буолбатах
776,ein wenig::ADV,аф лама,кыратык
777,kaum::ADV,а́ньцек,нэһиилэ
778,sehr::ADV,пяк,бэрт
779,sehr::ADV,пяк,наһаа
780,so::ADV,ста́не,оччо
781,so::ADV,ста́не,оннук
782,noch::ADV,нинге,өссө
783,nur::ADV,аньцек,эрэ
784,nur::ADV,аньцек,сыччах
785,schon::ADV,ни,бэлиэр
786,wieder::ADV,та́га,эмиэ
787,vergebens::ADV,стак,таак
788,vor::PRP,инголе,иннигэр
789,hinter::PRP,фтала,кэлин
790,hinter::PRP,мельге,кэлин
791,unter::PRP,ала,-ҕа
792,unter::PRP,ала,оһох түгэҕэ
793,durch::PRP,пачк,курдары
794,neben::PRP,ваксса,аттыгар
795,zwischen::PRP,ёткса,ыккардынан
796,wegen::PRP,сюнеда,уҥуортан
797,dies::PRN,тя,ити
798,dies::PRN,тя,бу
799,das::PRN,ся,били
800,das::PRN,тона,били
801,alles::PRN,сембе,барыта
802,ich::PRN,мон,мин
803,du::PRN,тон,эн
804,er::PRN,сон,кнни
805,wir::PRN,минь,биһиги
806,ihr::PRN,тинь,эһиги
807,sie::PRN,синь,кинилэр
808,was::FPRN,мезе,туох
809,wer::FPRN,кие,ким
810,wo::FADV,коса,ханна
811,wohin::FADV,ков,ханна
812,wohin::FADV,коза,ханна
813,wie::FADV,ко́да,хайдах
814,warum::FADV,мес,тоҕо
815,wieviel::FNUM,мзя́ра,төһө
816,eins::NUM,фкя,биир
817,zwei::NUM,кафта,икки
818,drei::NUM,колма,үс
819,vier::NUM,ниле,түөрт
820,fünf::NUM,вете,биэс
821,sechs::NUM,кота,алта
822,sieben::NUM,сисем,сэттэ
823,acht::NUM,кафкса,аҕыс
824,neun::NUM,ве́йхкса,тоҕус
825,zehn::NUM,кемонь,уон
826,elf::NUM,кефкие,уон биир
827,zwölf::NUM,кемгафтува,уон икки
828,zwanzig::NUM,комсь,сүүрбэ
829,dreißig::NUM,колмогемонь,отут
830,vierzig::NUM,нильге́монь,түөрт уон
831,fünfzig::NUM,ве́дьгемонь,биэс уон
832,sechzig::NUM,ко́дгемонь,алта уон
833,siebzig::NUM,сизьге́монь,сэттэ уон
834,achtzig::NUM,ка́фксогемонь,аҕыс уон
835,neunzig::NUM,ве́йхксогемонь,тоҕус уонус
836,hundert::NUM,сяда,сүүс
837,tausend::NUM,тёжянь,тыһыынча
838,und::CNJ,и,да
839,und::CNJ,и,уонна
840,und::CNJ,и,итиэннэ
841,und::CNJ,дъ,да
842,und::CNJ,дъ,уонна
843,und::CNJ,дъ,итиэннэ
844,oder::CNJ,или,эбэтэр
845,oder::CNJ,али,эбэтэр
846,stehen::V,а́щемс стя́да,тур
847,sitzen::V,ащемс озада,олор
848,liegen::V,ма́дозь а́щемс,сыт
849,hängen::V,нюрьгомс,санньылый
850,werden::V,арамс,буол
851,werden::V,тиевомс,буол
852,passieren::V,лисэмс,буол
853,passieren::V,эвондамс,буол
854,beginnen::V,ушедомс,саҕалан
855,enden::V,лоткамс,бүт
856,wechseln::V,по́лафнемс,уларый
857,aufgehen[Sonne]::V,стямс,ой
858,aufgehen[Sonne]::V,лисемс,ой
859,untergehen[Sonne]::V,валгомс,киир
860,scheinen[Sonne]::V,ва́лдоптомс,сырдат
861,donnern::V,торамс,эт
862,wehen::V,уфа́мс,үр
863,strömen::V,шудемс,кутулун
864,fließen::V,шудемс,сүүр
865,sich drehen::V,шаромс,эргий
866,schwanken::V,якамс,биэтэҥнээ
867,schwingen::V,люксемс,эйэҥнээ
868,schwingen::V,нюрьсемс,эйэҥнээ
869,fallen::V,прамс,оҕут
870,fallen::V,прашендомс,оҕут
871,brennen::V,паломс,умай
872,rauchen::V,качадомс,буруолаа
873,regnen::V,пиземс,самыырдаа
874,gefrieren::V,эйндамс,тоҥ
875,gefrieren::V,кельмомс,тоҥ
876,tauen::V,соламс,ир
877,schmelzen::V,соламс,уулун
878,trocknen::V,коськомс,куур
879,sieden::V,лакамс,оргуй
880,faulen::V,наксадомс,сытый
881,verfaulen::V,наксадомс,сытыйан_хаал
882,reißen::V,сязевомс,хайыт
883,reißen::V,сязевомс,быһытталан
884,versinken::V,ваямс,тимир
885,versinken::V,ваямс,батылын
886,vergehen::V,ётамс,дьай
887,erscheinen::V,эвондамс,көһүн
888,verschwinden::V,юма́мс,сүт
889,sinken::V,валгомс,намтаа
890,abnehmen::V,киремс,аччаа
891,zunehmen::V,ламокстомс,элбээ
892,zunehmen::V,рашнемс,элбээ
893,steigen::V,кеподемс,үрдээ
894,wachsen::V,касомс,үүн
895,glänzen::V,цинзелдомс,кылбай
896,glänzen::V,цифордомс,кылбай
897,funkeln::V,ци́фтордомс,күлүмнээ
898,funkeln::V,ци́фтордомс,күлүмүрдээ
899,lärmen::V,жалнамс,тыаһаа
900,läuten::V,гайфтемс,собуоннаа
901,klingeln::V,гайфтемс,линкинээ
902,klirren::V,ка́нзеркшнемс,айгырат
903,brausen::V,жоледемс,сирилээ
904,rauschen::V,вжнамс,суугунаа
905,rauschen::V,гамнамс,суугунаа
906,klingen::V,кайгомс,доргуй
907,bellen::V,ува́мс,үр
908,heulen::V,сувомс,улуй
909,heulen::V,урнамс,улуй
910,blasen::V,уфа́мс,үр
911,pfeifen::V,вяшкомс,иһиир
912,schreien::V,пешкодомс,кылан
913,schreien::V,пешкодомс,хаһыытаа
914,stöhnen::V,куфцемс,ынчыктаа
915,zittern::V,таромс,титирээ
916,zittern::V,таромс,дьигиһий
917,leben::V,эрямс,олор
918,geboren werden::V,шачемс,төрөө
919,atmen::V,ажнамс,тыын
920,trinken::V,симомс,ис
921,essen::V,ярхцамс,аһаа
922,schlucken::V,нилемс,ыйыһын
923,müde werden::V,сиземс,сылай
924,einschlafen::V,матодовомс,утуйан хаал
925,schlafen::V,удомс,утуй
926,schlafen::V,удомс,утуйа сыт
927,aufwachen::V,съргоземс,уһугун
928,aufstehen::V,стямс,тур
929,sich erholen::V,ваймосемс,сынньан
930,krank werden::V,сярядькстомс,ыарый
931,krank sein::V,сярядемс,ыарый
932,krank sein::V,сярядемс,ыарыт
933,schmerzen::V,сярядемс,ыарыт
934,husten::V,козомс,сөтөлүн
935,genesen::V,пъ́чкамс,көн
936,sterben::V,куломс,өл
937,umkommen::V,юма́мс,өл
938,umkommen::V,юма́мс,оҕут
939,sich bewegen::V,шаштомс,хамсаа
940,sich rühren::V,сърхка́мс,хамсаа
941,sich erheben::V,стямс,тур
942,sich setzen::V,озамс,олор
943,hinfallen::V,прамс,оҕут
944,hinfallen::V,сяворемс,оҕут
945,laufen::V,якамс,хаам
946,schreiten::V,молемс,атыллаа
947,schreiten::V,аськолямс,атыллаа
948,spazierengehen::V,якамс,дьаарбай
949,eilen::V,эряскодомс,тиэтэй
950,sich beeilen::V,эряскодомс,ыксаа
951,sausen::V,лиемс,элээр
952,rennen::V,арнемс,сүүрэкэлээ
953,springen::V,комотнемс,ой
954,springen::V,комотнемс,ыстан
955,klettern::V,ку́цемс,ытын
956,schaukeln::V,нюрямс,эйэҥнээ
957,schaukeln::V,нюрямс,биэрэҥнээ
958,kriechen::V,шаштомс комада,сыыл
959,schwimmen::V,уемс,уһун
960,schwimmen::V,уемс,харбаа
961,tauchen::V,юпиемс,умус
962,tauchen::V,чёпафнемс,умус
963,rudern::V,па́немс ве́неж,эрт
964,fahren::V,ардомс,айаннаа
965,fliegen::V,лиемс,көт
966,gehen::V,молемс,бар
967,weggehen::V,тумс,бар
968,abfahren::V,тумс,бар
969,anhalten::V,лоткамс,тохтоо
970,hineingehen::V,сува́мс,киир
971,eintreten::V,сува́мс,киир
972,kommen::V,самс,кэл
973,ankommen::V,самс,кэл
974,ankommen::V,самс,тиий
975,ankommen::V,пачкодемс,кэл
976,ankommen::V,пачкодемс,тиий
977,zurückkommen::V,мърдамс,төнүн
978,bleiben::V,иля́домс,хаал
979,warten::V,учемс,көһүт
980,erwarten::V,учемс,күүт
981,erwarten::V,учемс,көһүт
982,suchen::V,вешемс,ирдээ
983,suchen::V,вешемс,көрдөө
984,finden::V,мумс,бул
985,versuchen::V,варчсемс,сорун
986,vorbereiten::V,анокламс,бэлэмнээ
987,lieben::V,кельгомс,таптаа
988,mögen::V,кельгомс,сөбүл
989,lachen::V,рахамс,күл
990,lachen::V,рахсемс,күл
991,rühren::V,токамс седи,долгут
992,weinen::V,авардемс,ытаа
993,schimpfen::V,сюцемс,үөҕүс
994,sich ärgern::V,кяжиямс,кыыһыр
995,sich ärgern::V,кяжиямс,кыйахан
996,sich fürchten::V,пелемс,куттан
997,sich fürchten::V,пелемс,дьиксин
998,fürchten::V,пелемс,дьиксин
999,fürchten::V,пелемс,куттан
1000,fliehen::V,ворьгодемс,күрээ
1001,flüchten::V,ша́домс,күрээ
1002,flüchten::V,во́рьгодемс,күрээ
1003,sehen::V,няемс,көр
1004,anschauen::V,ваномс,көр
1005,ansehen::V,ваномс,көр
1006,hören::V,марямс,бил
1007,hören::V,марямс,иһит
1008,zuhören::V,ку́лхдоньомс,иһит
1009,probieren::V,варжамс,боруобалаан көр
1010,probieren::V,варжамс,амсайан көр
1011,riechen::V,никса́мс,сытырҕаа
1012,fühlen::V,марямс,бил
1013,scheinen::V,ня́евомс,көһүн
1014,zu sehen sein::V,ня́евомс,көһүн
1015,vernehmen::V,марямс,иһит
1016,frieren::V,паломс,тоҥ
1017,frieren::V,паломс,үлүй
1018,frieren::V,кельмомс,тоҥ
1019,frieren::V,кельмомс,үлүй
1020,tun::V,тиемс,гын
1021,können::V,маштомс,кыай
1022,wollen::V,-не-,баҕар
1023,anfangen::V,ушедомс,саҕалаа
1024,beenden::V,аде́ламс,бүтэр
1025,aufhören::V,лоткамс,уурай
1026,gelingen::V,удалакшнемс,сатан
1027,geraten::V,лисемс,баар буолан биэр
1028,geraten::V,лисемс,баар буола тус
1029,geraten::V,лисемс,буолан таҕыс
1030,öffnen::V,панжемс,ас
1031,schließen::V,сёлгомс,сап
1032,schließen::V,сёлгомс,хатаа
1033,stellen::V,путомс,уур
1034,stellen::V,путомс,туруор
1035,setzen::V,озафнемс,туруор
1036,setzen::V,озафнемс,уур
1037,setzen::V,озавтнемс,туруор
1038,setzen::V,озавтнемс,уур
1039,legen::V,путомс,уур
1040,berühren::V,токамс,тыыт
1041,berühren::V,токамс,таарый
1042,verbinden::V,сотомс,кэлгий
1043,bedecken::V,комачамс,бүрүй
1044,bedecken::V,вельхтямс,бүрүй
1045,aufhängen::V,повфтамс,ыйаа
1046,anzünden::V,крьвя́стемс,умат
1047,aufheben::V,кеподемс,өрө тарт
1048,aufheben::V,касфтомс,өрө тарт
1049,zurücklassen::V,ка́домс,бырах
1050,verlieren::V,юма́фтомс,сүтэр
1051,fallen lassen::V,прафтомс,түһэр
1052,fallen lassen::V,прафтомс,мүлчү тут
1053,machen::V,тиемс,оҥор
1054,machen::V,тиемс,оҥоһун
1055,herstellen::V,анокламс,оҥор
1056,bauen::V,путомс,тут
1057,reparieren::V,петемс,абырахтаа
1058,verbessern::V,цебярьгофтомс,тупсар
1059,ändern::V,полафтомс,уларыт
1060,graben::V,шу́вомс,хас
1061,graben::V,та́ргамс,хас
1062,beugen::V,мяндемс,бокут
1063,beugen::V,мяндемс,токурут
1064,beugen::V,мяндемс,бүк баттаа
1065,biegen::V,комафтомс,иэх
1066,biegen::V,комафтомс,өҕүлүннэр
1067,drehen::V,шо́вамс,эргит
1068,drehen::V,шо́вамс,эргичит
1069,drehen::V,ша́рфнемс,эргит
1070,drehen::V,ша́рфнемс,эргичит
1071,wenden::V,ша́рфтомс,эргилин
1072,umdrehen::V,шарфтомс,түҥнэр
1073,heben::V,ке́подемс,көтөх
1074,hochheben::V,ке́подемс,таһаар
1075,hochheben::V,ка́сфтомс,таһаар
1076,ergreifen::V,фатямс,тут
1077,halten::V,кирдемс,тут
1078,drücken::V,люпшта́мс,ык
1079,schieben::V,шашфтомс,ас
1080,kratzen::V,а́нгорямс,кыһыы
1081,kratzen::V,киськоря́мс,кыһыы
1082,lecken::V,нолсемс,салаа
1083,beißen::V,сускомс,ытыр
1084,abreißen::V,сяземс,быһа тарт
1085,abreißen::V,сяземс,туура тарт
1086,abschneiden::V,керомс,быс
1087,abschneiden::V,керомс,быһан ыл
1088,abschneiden::V,керомс,быһа баттаа
1089,binden::V,сотомс,кэлгий
1090,stecken::V,сялгомс,батары ас
1091,brechen::V,си́ннемс,тоһут
1092,brechen::V,ка́лафтомс,тоһут
1093,klopfen::V,чакамс,тоҥсуй
1094,klopfen::V,чакиемс,тоҥсуй
1095,hauen::V,шавомс,оҕус
1096,hauen::V,пиксомс,оҕус
1097,kleben::V,пе́тфнемс,силимнээ
1098,reiben::V,шо́вамс,аал
1099,streichen::V,вадемс,сыбаа
1100,schleifen::V,шо́вамс,чочуй
1101,schneiden::V,керомс,быс
1102,rütteln::V,та́рфтомс,иэҕэҥнэт
1103,schütteln::V,шука́демс,сахсый
1104,schwenken::V,яфодемс,дайбаа
1105,schütten::V,каямс,кут
1106,schütten::V,нюрьхтя́мс,кут
1107,füllen::V,пяшкодемс,толор
1108,einwickeln::V,тапардамс,суулаа
1109,tragen::V,кандомс,ит
1110,schleppen::V,ускомс,сос
1111,ziehen::V,ускомс,тарт
1112,aufbewahren::V,ванфтомс,уур
1113,aufbewahren::V,ванфтомс,харай
1114,werfen::V,ёрямс,бырах
1115,fangen::V,кунда́мс,хап
1116,packen::V,фатямс,тут
1117,verstecken::V,кяшемс,саһыар
1118,teilen::V,явомс,үллэр
1119,schicken::V,кучемс,ыыт
1120,bringen::V,кандомс,аҕал
1121,bringen::V,пачфтемс,аҕал
1122,hinzufügen::V,пу́томс та́га,эп
1123,hinzufügen::V,ма́ксомс та́га,эп
1124,bekommen::V,сявомс,ыл
1125,bekommen::V,сявомс,булун
1126,erhalten::V,сявомс,ыл
1127,nehmen::V,сявомс,ыл
1128,wählen::V,ко́чкамс,быыбардаа
1129,auswählen::V,кочкамс,тал
1130,bewahren::V,ванфтомс,харай
1131,behindern::V,шорямс,мэһэйдээ
1132,verderben::V,коламс,буорту гын
1133,verderben::V,гастямс,буорту гын
1134,beschädigen::V,тиендемс зиян,алдьат
1135,zerbrechen::V,тапамс,үлтүрүт
1136,zerreißen::V,сяземс,хайыта тарт
1137,zerstören::V,ка́лафтомс,алдьат
1138,verbrennen::V,пълхта́мс,уоттаа
1139,geben::V,ма́ксомс,биэр
1140,reichen::V,максомс,аҕал
1141,schenken::V,каземс,бэлэхтээ
1142,versprechen::V,ма́ксомс вал,эрэннэр
1143,wünschen::V,арьсемс,баҕар
1144,loben::V,шна́мс,хайҕаа
1145,küssen::V,палсемс,уураа
1146,wiegen::V,нюря́фтомс,бигээ
1147,zudecken::V,вельхтямс,сап
1148,zudecken::V,вельхтямс,бүрүй
1149,wecken::V,стя́фтомс,уһугуннар
1150,wecken::V,съ́ргозьфтемс,уһугуннар
1151,zeigen::V,няфтемс,көрдөр
1152,führen::V,вятемс,салай
1153,lehren::V,тонафтомс,үөрэт
1154,unterrichten::V,тонафтомс,үөрэт
1155,aufziehen::V,касфтомс,иит
1156,leiten::V,вятемс,салай
1157,antreiben::V,вятемс,кыһай
1158,lassen::V,кошардомс,күһэй
1159,einladen::V,тердемс,ыҥыр
1160,einladen::V,серьгядемс,ыҥыр
1161,vereinigen::V,пуроптомс,холбоо
1162,vereinigen::V,пуроптомс,түм
1163,vereinigen::V,кочкамс марса,холбоо
1164,vereinigen::V,кочкамс марса,түм
1165,besuchen::V,варжамс,сырыт
1166,besuchen::V,варжамс,билсэ сырыт
1167,treffen::V,васьфтомс,көрүс
1168,sich versammeln::V,кочкавомс,мүһүн
1169,sich versammeln::V,кочкавомс,түмүс
1170,spielen::V,налхксемс,оонньоо
1171,singen::V,морамс,ыллаа
1172,tanzen::V,кштимс,үҥкүүлээ
1173,sich trennen::V,явомс,араҕыс
1174,verlassen::V,кадондомс,хааллар
1175,retten::V,идемс,өрүһүй
1176,retten::V,араламс,өрүһүй
1177,bewachen::V,ваномс,араҥаччылаа
1178,schützen::V,а́раламс,көмүскээ
1179,verteidigen::V,а́раламс,көмүскээ
1180,sich schlagen::V,тюремс,охсус
1181,schießen::V,ляцемс,ытыалаа
1182,siegen::V,сяськомс,хот
1183,siegen::V,сяськомс,кыай
1184,ärgern::V,кяжияфтомс,кыыһырт
1185,schlagen::V,токамс,оҕус
1186,treten::V,тапамс,тэп
1187,stechen::V,пупамс,кэй
1188,stechen::V,сялгомс,кэй
1189,stoßen::V,тостядемс,кэп
1190,stoßen::V,тостядемс,үтүрүй
1191,stehlen::V,саламс,уор
1192,stören::V,шорсемс,мэһэйдээ
1193,belästigen::V,токсамс,батар
1194,belästigen::V,аф кадомс ваймама,батар
1195,verbergen::V,кяшемс,кистээ
1196,täuschen::V,васькафтомс,албыннаа
1197,täuschen::V,кяльготнемс,албыннаа
1198,betrügen::V,васькафнемс,албыннаа
1199,töten::V,шавомс,өлөр
1200,töten::V,аде́ламс,өлөр
1201,wohnen::V,эрямс,олор
1202,arbeiten::V,покодемс,үлэлээ
1203,sammeln::V,кочкамс,мус
1204,sammeln::V,кочкамс,хомуй
1205,sammeln::V,пу́роптомс,мус
1206,sammeln::V,пу́роптомс,хомуй
1207,pflücken::V,фатнемс,үргээ
1208,pflücken::V,нотфнемс,үргээ
1209,jagen::V,кунда́мс,бултаа
1210,fischen::V,калонь кунда́мс,балыктаа
1211,fassen::V,кунда́мс,тут
1212,hüten::V,ваномс,манаа
1213,treiben::V,панемс,үүр
1214,anbinden::V,сотомс,баай
1215,füttern::V,трямс,аһат
1216,füttern::V,а́ндомс,аһат
1217,melken::V,потямс,ыа
1218,hacken::V,лазондомс,кэрт
1219,gießen::V,валомс,сиигирт
1220,reifen::V,кенеремс,бус
1221,zubereiten::V,анокламс,бэлэмнээ
1222,kochen::V,пидемс,буһар
1223,backen::V,пидемс,буһар
1224,braten::V,пуштомс,хооруй
1225,braten::V,пуштомс,ыһаарылаа
1226,braten::V,пуштомс,соркуойдаа
1227,umrühren::V,шорямс,былаа
1228,stricken::V,кодамс,өр
1229,nähen::V,стамс,иистэн
1230,färben::V,а́рхтомс,кырааскалаа
1231,reinigen::V,ва́ткамс,ыраастаа
1232,reinigen::V,а́роптомс,ыраастаа
1233,waschen::V,муськомс,сууй
1234,abwischen::V,нардамс,сот
1235,spülen::V,оргалдомс,сайҕаа
1236,fegen::V,тяемс,сиппий
1237,kehren::V,тяемс,харбаа
1238,baden::V,э́шелямс,сөтүөлээ
1239,sich waschen::V,штамс,суун
1240,ausziehen::V,кайсефтемс,уһул
1241,anziehen::V,ща́фтомс,кэтэрт
1242,sich anziehen::V,щамс,таҥын
1243,kämmen::V,се́ендемс,тараа
1244,schmücken::V,на́ряжамс,симээ
1245,schmücken::V,ма́зоптомс,симээ
1246,sagen::V,азомс,диэ
1247,sagen::V,мярьгомс,диэ
1248,sprechen::V,корхтамс,эт
1249,sprechen::V,корхтамс,саҥар
1250,reden::V,корхнемс,кэпсэт
1251,sich unterhalten::V,корхнемс,кэпсэт
1252,fragen::V,ки́зефтемс,ыйыт
1253,bitten::V,а́намс,көрдөс
1254,bitten::V,ве́шемс,көрдөс
1255,erzählen::V,а́зондомс,кэпсээ
1256,erzählen::V,а́зондомс,сэһэргээ
1257,mitteilen::V,азомс,биллэр
1258,nennen::V,лемдемс,ааттаа
1259,nennen::V,путомс лем,ааттаа
1260,rufen::V,серьгядемс,ыҥыр
1261,prahlen::V,шна́фтомс пря́,чабылан
1262,prahlen::V,шна́фтомс пря́,киһиргээ
1263,übersetzen::V,ётафтомс,тылбаастаа
1264,denken::V,арьсемс,санаа
1265,denken::V,арьсемс,толкуйдаа
1266,glauben::V,кемамс,итэҕэй
1267,bemerken::V,ня́емс,бэлиэтээ
1268,erkennen::V,содамс,бил
1269,begreifen::V,сатомс,өйдөө
1270,verstehen::V,шарьхкодемс,өйдөө
1271,lernen::V,тонафнемс,үөрэн
1272,wissen::V,со́дамс,бил
1273,sich erinnern an::V,лятфтамс,аҕын
1274,vergessen::V,юкстамс,умун
1275,messen::V,ункснемс,кэмнээ
1276,messen::V,ункснемс,кээмэйдээ
1277,zählen::V,лу́вомс,аах
1278,zählen::V,а́рьсемс,аах
1279,rechnen::V,лувомс,аах
1280,lesen::V,лувомс,аах
1281,lesen::V,морафтомс,аах
1282,malen::V,рисова́ндамс,уруһуйдаа
1283,zeichnen::V,рисова́ндамс,уруһуйдаа
1284,schreiben::V,сёрмадомс,суруй
1285,besitzen::V,улемс азоркс,баһылаа
1286,kaufen::V,рамамс,атыылас
1287,verkaufen::V,мимс,атыылаа
1288,bezahlen::V,пандомс,төлөө
1289,zahlen::V,па́ндомс,төлөө
1290,beherrschen::V,азорондамс,баһылаа
1291,ertragen::V,кирдемс,тулуй
1292,Netz::N,,илим
