,Concept_ID,sl,en
0,Auge::N,okó,eye
1,Ohr::N,uhó,ear
2,Nase::N,nós,nose
3,Mund::N,ústa,mouth
4,Zahn::N,zób,tooth
5,Zunge::N,jêzik,tongue
6,Lippe::N,ústnica,lip
7,Wange::N,líce,cheek
8,Gesicht::N,oblíčje,face
9,Stirn::N,čêlo,forehead
10,Haar::N,lás,hair
11,Schnurrbart::N,bŕki,moustache
12,Bart::N,bráda,beard
13,Kinn::N,bráda,chin
14,Kiefer[Anatomie]::N,čeljúst,jaw
15,Kehle::N,gŕlo,throat
16,Hals::N,vrát,neck
17,Genick::N,zatílnik,nape
18,Kopf::N,gláva,head
19,Rücken::N,hrbèt,back
20,Rücken::N,hrbèt,spine
21,Bauch::N,trébuh,belly
22,Nabel::N,pópek,navel
23,Busen::N,nédrja,bosom
24,Brust::N,pŕsi,chest
25,Brust::N,pŕsi,breast
26,Schulter::N,ráma,shoulder
27,Schulter::N,plêče,shoulder
28,Arm::N,rôka,arm
29,Ellenbogen::N,komólec,elbow
30,Hand::N,rôka,hand
31,Handfläche::N,dlán,palm
32,Finger::N,pŕst,finger
33,Fingernagel::N,nóht na rôki,fingernail
34,Nagel[Anatomie]::N,nóht,nail
35,Zeh::N,pŕst na nôgi,toe
36,Fuß::N,nôga,foot
37,Ferse::N,pêta,heel
38,Knie::N,koléno,knee
39,Oberschenkel::N,stêgno,thigh
40,Bein::N,nôga,leg
41,Körper::N,teló,body
42,Haut::N,kóža,skin
43,Blut::N,krí,blood
44,Ader::N,žíla,vein
45,Sehne::N,kíta,sinew
46,Knochen::N,kóst,bone
47,Gehirn::N,možgáni,brain
48,Herz::N,srcé,heart
49,Magen::N,želódec,stomach
50,Leber::N,jétra,liver
51,Atem::N,díh,breath
52,Hunger::N,glád,hunger
53,Träne::N,sólza,tear
54,Geschmack::N,okús,flavour
55,Geschmack::N,okús,flavor
56,Geruch::N,vónj,odour
57,Geruch::N,vónj,odor
58,Schlaf::N,sèn,sleep
59,Schlaf::N,spánec,sleep
60,Traum::N,sánje,dream
61,Himmel::N,nebó,sky
62,Sonne::N,sónce,sun
63,Mond::N,lúna,moon
64,Mond::N,mésec,moon
65,Stern::N,zvézda,star
66,Luft::N,zràk,air
67,Wind::N,véter,wind
68,Welle::N,vál,wave
69,Wasser::N,vôda,water
70,Stein::N,kámen,stone
71,Boden::N,tlà,soil
72,Boden::N,tlà,ground
73,Erde::N,pŕst,earth
74,Erde::N,zêmlja,earth
75,Staub::N,práh,dust
76,Rauch::N,dìm,smoke
77,Funke::N,ískra,spark
78,Feuer::N,ôgenj,fire
79,Licht::N,lúč,light
80,Schatten::N,sénca,shadow
81,Wetter::N,vrême,weather
82,Nebel::N,meglà,fog
83,Wolke::N,oblák,cloud
84,Regen::N,dèž,rain
85,Schnee::N,snég,snow
86,Eis::N,léd,ice
87,Frost::N,zmrzál,frost
88,Kälte::N,mràz,chill
89,Hitze::N,pripéka,heat
90,Raureif::N,ívje,hoarfrost
91,Raureif::N,slána,hoarfrost
92,Regenbogen::N,mávrica,rainbow
93,Donner::N,gròm,thunder
94,Strömung::N,strúja,current
95,Tropfen::N,káplja,drop
96,Schaum::N,péna,foam
97,Schmutz::N,nesnága,dirt
98,See::N,jézero,lake
99,Sumpf::N,močvírje,swamp
100,Moor::N,bárje,moor
101,Wiese::N,trávnik,meadow
102,Wald::N,lés,forest
103,Wald::N,gòzd,forest
104,Hügel::N,brég,hill
105,Hügel::N,goríca,hill
106,Anhöhe::N,gríč,elevation
107,Anhöhe::N,višína,elevation
108,Berg::N,gôra,mountain
109,Berg::N,planína,mountain
110,Gipfel::N,vŕh,summit
111,Höhle::N,jáma,cave
112,Höhle::N,votlína,cave
113,Abhang::N,pobóčje,slope
114,Quelle::N,izvír,source
115,Bach::N,pôtok,brook
116,Fluss::N,réka,river
117,Ufer::N,brég,shore
118,Küste::N,obála,coast
119,Küste::N,obréžje,coast
120,Festland::N,celína,land
121,Festland::N,kopnína,land
122,Meer::N,mórje,sea
123,Bucht::N,zalív,cove
124,Insel::N,ôtok,island
125,Blume::N,cvetlíca,flower
126,Gras::N,tráva,grass
127,Wurzel::N,korenína,root
128,Baum::N,drevó,tree
129,Stamm::N,dêblo,trunk
130,Rinde::N,lúbje,bark
131,Rinde::N,skórja,bark
132,Ast::N,véja,limb
133,Zweig::N,véja,branch
134,Blatt::N,líst,leaf
135,Birke::N,bréza,birch
136,Kiefer[Baum]::N,bòr,pine
137,Weide[Baum]::N,vŕba,willow
138,Tanne::N,hója,fir
139,Horn::N,róg,horn
140,Feder::N,peró,feather
141,Fell::N,kŕzno,fur
142,Flügel::N,krílo,wing
143,Klaue::N,párkelj,claw
144,Kralle::N,krémpelj,claw
145,Schwanz::N,rèp,tail
146,Ei::N,jájce,egg
147,Nest::N,gnézdo,nest
148,Bau::N,brlòg,lair
149,Tier::N,živál,animal
150,Herde::N,čréda,flock
151,Kuh::N,kráva,cow
152,Bulle::N,bìk,bull
153,Pferd::N,kònj,horse
154,Schaf::N,ôvca,sheep
155,Schwein::N,svínja,pig
156,Hund::N,pès,dog
157,Katze::N,máčka,cat
158,Bär::N,mêdved,bear
159,Eichhörnchen::N,véverica,squirrel
160,Elch::N,lós,elk
161,Fuchs::N,lisíca,fox
162,Hase::N,zájec,hare
163,Maus::N,mìš,mouse
164,Wolf::N,vólk,wolf
165,Vogel::N,ptìč,bird
166,Vogel::N,ptíca,bird
167,Schwarm::N,játa,swarm
168,Huhn::N,kokóš,chicken
169,Hahn::N,petêlin,cock
170,Gans::N,gós,goose
171,Adler::N,ôrel,eagle
172,Ente::N,ráca,duck
173,Eule::N,sôva,owl
174,Kranich::N,žerjàv,crane
175,Krähe::N,vrána,crow
176,Kuckuck::N,kúkavica,cuckoo
177,Schwan::N,labód,swan
178,Fisch::N,ríba,fish
179,Barsch::N,ostríž,perch
180,Hecht::N,ščúka,pike
181,Schlange[Tier]::N,káča,snake
182,Wurm::N,čr̀v,worm
183,Wurm::N,glísta,worm
184,Spinne::N,pájek,spider
185,Ameise::N,mrávlja,ant
186,Laus::N,úš,louse
187,Mücke::N,komár,midge
188,Fliege::N,múha,fly
189,Schmetterling::N,metúlj,butterfly
190,Beere::N,jágoda,berry
191,Apfel::N,jábolko,apple
192,Pilz::N,góba,mushroom
193,Zwiebel::N,čebúla,onion
194,Saat::N,séme,seed
195,Korn::N,zŕno,grain
196,Heu::N,senó,hay
197,Schale::N,lupína,husk
198,Grube::N,jáma,pit
199,Falle::N,pást,trap
200,Schlinge::N,zánka,noose
201,Schlinge::N,pêtlja,noose
202,Spur::N,sléd,track
203,Asche::N,pepél,ashes
204,Dreck::N,bláto,filth
205,Eisen::N,želézo,iron
206,Gold::N,zlató,gold
207,Silber::N,srebró,silver
208,Kohle::N,ógel,coal
209,Glas::N,stêklo,glass
210,Lehm::N,ílo,clay
211,Sand::N,pések,sand
212,Mensch::N,člôvek,human
213,Mann::N,móž,man
214,Mann::N,môški,man
215,Frau::N,gospá,woman
216,Frau::N,žénska,woman
217,Kind::N,déte,child
218,Kind::N,otròk,child
219,Junge::N,fànt,boy
220,Junge::N,déček,boy
221,Mädchen::N,deklè,girl
222,Mädchen::N,déklica,girl
223,Familie::N,družína,family
224,Großvater::N,dèd,grandfather
225,Großvater::N,dédek,grandfather
226,Großmutter::N,bábica,grandmother
227,Eltern::N,stárši,parents
228,Vater::N,ôče,father
229,Mutter::N,máma,mother
230,Sohn::N,sín,son
231,Tochter::N,hčí,daughter
232,Tochter::N,hčérka,daughter
233,Bruder::N,bràt,brother
234,Schwester::N,sêstra,sister
235,Onkel::N,újec,uncle
236,Onkel::N,stríc,uncle
237,Tante::N,têta,aunt
238,Tante::N,strína,aunt
239,Ehemann::N,móž,husband
240,Ehemann::N,sopróg,husband
241,Ehefrau::N,žêna,wife
242,Ehefrau::N,sopróga,wife
243,Freude::N,rádost,joy
244,Freude::N,vesêlje,joy
245,Gelächter::N,sméh,laughter
246,Gelächter::N,grohòt,laughter
247,Glück::N,sréča,happiness
248,Kummer::N,gorjé,grief
249,Wunsch::N,žêlja,wish
250,Lust::N,poželênje,desire
251,Geist::N,dúša,spirit
252,Gedanke::N,mísel,thought
253,Gedächtnis::N,pámet,memory
254,Sinn::N,pomèn,meaning
255,Sinn::N,smísel,meaning
256,Grund::N,vzròk,reason
257,Wahrheit::N,resníca,truth
258,Gespräch::N,pogóvor,talk
259,Märchen::N,právljica,fairy tale
260,Erzählung::N,povést,story
261,Nachricht::N,sporočílo,message
262,Neuigkeit::N,novóst,news
263,Name::N,imé,name
264,Rätsel::N,ugánka,puzzle
265,Rede::N,góvor,speech
266,Sprache::N,jêzik,language
267,Stimme::N,glás,voice
268,Wort::N,beséda,word
269,Zeichen::N,znák,sign
270,Ruf::N,klíc,call
271,Lärm::N,hrúp,noise
272,Lärm::N,trúšč,noise
273,Laut::N,glás,sound
274,Ton::N,tón,tone
275,Lied::N,pésem,song
276,Ruhe::N,pokòj,calm
277,Leute::N,ljudjé,people
278,Volk::N,národ,nation
279,Arbeit::N,délo,work
280,Gast::N,gòst,guest
281,Geschenk::N,darílo,gift
282,Spiel::N,ígra,game
283,Gesellschaft::N,drúžba,company
284,Hilfe::N,pomóč,help
285,Freund::N,prijátelj,friend
286,Kamerad::N,továriš,companion
287,Angelegenheit::N,zadéva,matter
288,Anzahl::N,števílo,count
289,Art::N,vŕsta,sort
290,Stück::N,kós,piece
291,Teil::N,dél,part
292,Hälfte::N,polovíca,half
293,Kreis::N,króg,circle
294,Kreis::N,kolobár,circle
295,Kreuz::N,kríž,cross
296,Linie::N,próga,line
297,Strich::N,čŕta,stroke
298,Abstand::N,preslédek,gap
299,Entfernung::N,oddáljenost,distance
300,Gegend::N,kràj,area
301,Gegend::N,dežêla,area
302,Platz::N,prôstor,space
303,Ort::N,mésto,place
304,Seite::N,bòk,side
305,Seite::N,strán,side
306,Mitte::N,sredína,middle
307,Gegenstand::N,prédmet,item
308,Sache::N,réč,thing
309,Sache::N,stvár,thing
310,Rand::N,kràj,fringe
311,Kante::N,rób,edge
312,Ecke::N,vogál,corner
313,Spitze::N,óst,tip
314,Ende::N,kônec,end
315,Loch::N,lúknja,hole
316,Winkel::N,kót,angle
317,Muster::N,vzórec,pattern
318,Größe::N,veličína,size
319,Länge::N,dolžína,length
320,Höhe::N,vršína,height
321,Gewicht::N,téža,weight
322,Menge::N,količína,amount
323,Haufen::N,kùp,heap
324,Haufen::N,kopíca,heap
325,Reihe::N,níz,row
326,Reihe::N,vŕsta,row
327,Boot::N,čóln,boat
328,Ruder::N,vêslo,oar
329,Schlitten::N,saní,sleigh
330,Ski::N,smučí,ski
331,Lagerfeuer::N,táborni ôgenj,campfire
332,Last::N,tôvor,load
333,Gang::N,hòd,walk
334,Schritt::N,korák,step
335,Norden::N,séver,north
336,Süden::N,júg,south
337,Westen::N,zapàd,west
338,Osten::N,vzhòd,east
339,Holz::N,lés,wood
340,Brett::N,deskà,board
341,Platte::N,plôča,slab
342,Stütze::N,opóra,bracket
343,Stütze::N,zaslómba,bracket
344,Stange::N,gréd,pole
345,Stock::N,pálica,stick
346,Stab::N,pálica,staff
347,Rohr::N,cév,pipe
348,Haus::N,híša,house
349,Heim::N,dóm,home
350,Ofen::N,péč,stove
351,Fußboden::N,pòd,floor
352,Tisch::N,míza,table
353,Stuhl::N,stòl,chair
354,Wiege::N,zíbel,cradle
355,Bett::N,póstelja,bed
356,Regal::N,políca,shelf
357,Kiste::N,zabòj,box
358,Fenster::N,ôkno,window
359,Tür::N,vráta,door
360,Tor::N,velíka vráta,gate
361,Zaun::N,ográja,fence
362,Dach::N,stréha,roof
363,Leiter::N,léstev,ladder
364,Besen::N,mêtla,broom
365,Spaten::N,lopáta,spade
366,Schaufel::N,lopáta,shovel
367,Gabel::N,vílice,fork
368,Löffel::N,žlíca,spoon
369,Messer::N,nòž,knife
370,Nagel::N,žebèlj,nail
371,Netz::N,mréža,net
372,Haken::N,kljúka,hook
373,Griff::N,ročáj,handle
374,Griff::N,oprijèm,handle
375,Schloss::N,ključávnica,lock
376,Bild::N,slíka,picture
377,Figur::N,figúra,figure
378,Figur::N,postáva,figure
379,Puppe::N,lútka,doll
380,Beutel::N,môšnja,pouch
381,Bündel::N,cúla,bundle
382,Bündel::N,svéženj,bundle
383,Tasche::N,tórba,bag
384,Tasche::N,tobôlec,bag
385,Eimer::N,vêdro,bucket
386,Deckel::N,pokròv,cover
387,Deckel::N,poklópec,cover
388,Geschirr::N,posóda,dishes
389,Sack::N,vréča,sack
390,Tasse::N,skodélica,cup
391,Topf::N,lônec,pot
392,Kessel::N,kôtel,kettle
393,Essen::N,hrána,meal
394,Nahrung::N,živílo,food
395,Speise::N,jéd,dish
396,Fleisch::N,mesó,meat
397,Getreide::N,žíto,corn
398,Brei::N,káša,mush
399,Brot::N,krùh,bread
400,Scheibe::N,réženj,slice
401,Fett::N,mást,fat
402,Fett::N,maščôba,fat
403,Butter::N,máslo,butter
404,Öl::N,ólje,oil
405,Salz::N,sól,salt
406,Suppe::N,júha,soup
407,Honig::N,méd,honey
408,Milch::N,mléko,milk
409,Tee::N,čáj,tea
410,Leder::N,úsnje,leather
411,Wolle::N,vólna,wool
412,Stoff::N,blagó,cloth
413,Nadel::N,ígla,needle
414,Faden::N,nít,thread
415,Knopf::N,gúmb,button
416,Knoten::N,vôzel,knot
417,Farbe::N,bárva,paint
418,Kleidung::N,obléka,clothes
419,Hemd::N,srájca,shirt
420,Kragen::N,ovrátnik,collar
421,Ärmel::N,rokáv,sleeve
422,Hose::N,hláče,trousers
423,Gürtel::N,pás,belt
424,Mütze::N,kápa,cap
425,Mütze::N,čépica,cap
426,Schuh::N,čévelj,shoe
427,Stiefel::N,škórenj,boot
428,Ring::N,pŕstan,ring
429,Band::N,trák,ribbon
430,Kamm::N,glavník,comb
431,Spiegel::N,zrcálo,mirror
432,Spiegel::N,ogledálo,mirror
433,Riemen::N,jêrmen,strap
434,Schnur::N,vŕvca,string
435,Leine::N,konôpec,leash
436,Decke::N,odéja,blanket
437,Kissen::N,blazína,pillow
438,Tuch::N,pŕt,scarf
439,Tuch::N,rúta,scarf
440,Handtuch::N,brisáča,towel
441,Kraft::N,síla,force
442,Stärke::N,jákost,strength
443,Gesundheit::N,zdrávje,health
444,Krankheit::N,bolézen,illness
445,Schmerz::N,ból,pain
446,Schmerz::N,bolečína,pain
447,Wunde::N,rána,wound
448,Fieber::N,vročína,fever
449,Arznei::N,lék,medicine
450,Arznei::N,zdravílo,medicine
451,Brücke::N,móst,bridge
452,Brunnen::N,vodnják,well
453,Weide::N,páša,pasture
454,Pfad::N,stezà,path
455,Weg::N,pót,way
456,Straße::N,césta,road
457,Dorf::N,vás,village
458,Stadt::N,mésto,town
459,Brief::N,písmo,letter
460,Buch::N,knjíga,book
461,Buchstabe::N,čŕka,character
462,Zeitung::N,čásnik,newspaper
463,Leben::N,življênje,life
464,Tod::N,smŕt,death
465,Grab::N,gròb,grave
466,Kirche::N,cérkev,church
467,Sünde::N,gréh,sin
468,Gott::N,bóg,god
469,Arbeiter::N,délavec,worker
470,Chef::N,šéf,boss
471,Meister::N,mójster,master
472,Arzt::N,zdravník,doctor
473,Lehrer::N,učítelj,teacher
474,Geld::N,denár,money
475,Geschäft::N,kupčíja,business
476,Laden::N,trgovína,shop
477,Preis::N,céna,price
478,Ware::N,róba,ware
479,Nutzen::N,príd,profit
480,Reichtum::N,bogástvo,wealth
481,Welt::N,svét,world
482,Land::N,dežêla,country
483,Staat::N,držáva,state
484,König::N,králj,king
485,Macht::N,oblást,power
486,Grenze::N,mêja,border
487,Krieg::N,vôjna,war
488,Feind::N,sovrážnik,enemy
489,Gewalt::N,nasílje,violence
490,Kampf::N,bòj,fight
491,Kampf::N,bórba,fight
492,Bogen[Waffe]::N,lók,bow
493,Pfeil::N,puščíca,arrow
494,Gewehr::N,púška,gun
495,Fehler::N,zmóta,mistake
496,Lüge::N,láž,lie
497,Schaden::N,okvára,damage
498,Unglück::N,nesréča,misfortune
499,Schuld::N,krívda,fault
500,Alter::N,dôba,age
501,Schluss::N,kônec,conclusion
502,Zeit::N,čàs,time
503,Tag::N,dán,day
504,Morgen::N,jútro,morning
505,Mittag::N,póldan,noon
506,Abend::N,večér,evening
507,Nacht::N,nóč,night
508,Woche::N,téden,week
509,Monat::N,mésec,month
510,Jahr::N,léto,year
511,Frühling::N,pomlád,spring
512,Sommer::N,polétje,summer
513,Herbst::N,jesén,autumn
514,Winter::N,zíma,winter
515,Januar::N,jánuar,January
516,Februar::N,fébruar,February
517,März::N,márec,March
518,April::N,apríl,April
519,Mai::N,máj,May
520,Juni::N,júnij,June
521,Juli::N,júlij,July
522,August::N,avgúst,August
523,September::N,septêmber,September
524,Oktober::N,október,October
525,November::N,novêmber,November
526,Dezember::N,decémber,December
527,Montag::N,ponedéljek,Monday
528,Dienstag::N,tôrek,Tuesday
529,Mittwoch::N,sréda,Wednesday
530,Donnerstag::N,četŕtek,Thursday
531,Freitag::N,pétek,Friday
532,Samstag::N,sobóta,Saturday
533,Sonntag::N,nedélja,Sunday
534,groß::A,vêlik,big
535,klein::A,májhen,little
536,lang::A,dólg,long
537,kurz::A,krátek,short
538,breit::A,širòk,wide
539,schmal::A,ózek,narrow
540,dicht::A,góst,dense
541,dick[Gegenstand]::A,dêbel,thick
542,dünn::A,tánek,thin
543,fein::A,drôben,delicate
544,fest::A,tŕden,firm
545,flach::A,plán,flat
546,flach::A,plòsk,flat
547,glatt::A,gládek,smooth
548,hart::A,tŕd,hard
549,weich::A,mehák,soft
550,rund::A,okrógel,round
551,spitz::A,šílast,pointed
552,scharf::A,óster,sharp
553,stumpf::A,tóp,blunt
554,stumpf::A,skŕhan,blunt
555,schwer::A,têžek,heavy
556,schön::A,lép,beautiful
557,schön::A,krásen,beautiful
558,heiß::A,vròč,hot
559,warm::A,tôpel,warm
560,kalt::A,mŕzel,cold
561,kalt::A,hláden,cold
562,kühl::A,hláden,cool
563,frisch::A,svéž,fresh
564,feucht::A,vlážen,damp
565,nass::A,móker,wet
566,trocken::A,súh,dry
567,voll::A,póln,full
568,leer::A,prázen,empty
569,offen::A,odpŕt,open
570,geschlossen::A,zapŕt,closed
571,sauber::A,číst,clean
572,sauber::A,líčen,clean
573,schmutzig::A,umázan,dirty
574,roh::A,suròv,raw
575,reif::A,zrèl,ripe
576,lecker::A,okúsen,delicious
577,süß::A,sládek,sweet
578,bitter::A,grenák,bitter
579,sauer::A,kísel,sour
580,hell::A,svetèl,bright
581,dunkel::A,temèn,dark
582,schwarz::A,čŕn,black
583,weiß::A,bél,white
584,rot::A,rdèč,red
585,gelb::A,žólt,yellow
586,gelb::A,rumèn,yellow
587,blau::A,móder,blue
588,grün::A,zelèn,green
589,grau::A,sív,grey
590,bunt::A,písan,colourful
591,bunt::A,písan,colorful
592,billig::A,pocéni,cheap
593,teuer::A,drág,dear
594,wertvoll::A,dragocén,precious
595,blind::A,slép,blind
596,taub::A,glúh,deaf
597,kräftig::A,močán,powerful
598,stark::A,ják,strong
599,schwach::A,šíbek,weak
600,fett::A,dêbel,fat
601,schlank::A,vítek,slim
602,hübsch::A,lép,pretty
603,böse::A,zèl,evil
604,böse::A,hudôben,evil
605,dumm::A,glúp,stupid
606,dumm::A,bédast,stupid
607,faul::A,lén,lazy
608,fleißig::A,marljív,diligent
609,geizig::A,škŕt,stingy
610,klug::A,pámeten,clever
611,geschickt::A,spréten,skilful
612,geschickt::A,spréten,skillful
613,lieb::A,míl,dear
614,lieb::A,ljúb,dear
615,lustig::A,vesél,merry
616,sanft::A,láhek,gentle
617,hungrig::A,láčen,hungry
618,krank::A,bolán,sick
619,nackt::A,nág,naked
620,traurig::A,túžen,sad
621,lebendig::A,žív,living
622,gut::A,dóber,good
623,schlecht::A,malopríden,bad
624,richtig::A,pravílen,correct
625,schlimm::A,húd,nasty
626,wahr::A,resníčen,true
627,alt::A,stàr,old
628,neu::A,nòv,new
629,ehemalig::A,nekdánji,former
630,alt[Lebewesen]::A,stàr,aged
631,jung::A,mlád,young
632,arm::A,ubóg,poor
633,arm::A,réven,poor
634,reich::A,bogàt,rich
635,bekannt::A,znán,familiar
636,berühmt::A,sláven,famous
637,berühmt::A,znamenít,famous
638,fremd::A,túj,foreign
639,verschieden::A,razlíčen,different
640,nah::A,blížnji,near
641,fern::A,dáleč,far
642,linker::A,lévi,left
643,rechter::A,désni,right
644,anderer::A,drúgi,other
645,erster::A,pŕvi,first
646,zweiter::A,drúgi,second
647,dritter::A,trétji,third
648,letzter::A,poslédnji,last
649,allein::ADV,sám,alone
650,auf einmal::ADV,obênem,at once
651,zusammen::ADV,skúpaj,together
652,lange::ADV,dólgo,long
653,plötzlich::ADV,náglo,suddenly
654,plötzlich::ADV,nenádoma,suddenly
655,sofort::ADV,prècej,instantly
656,später::ADV,poznêje,later
657,jetzt::ADV,zdàj,now
658,heute::ADV,dánes,today
659,morgen::ADV,jútri,tomorrow
660,bald::ADV,kmálu,soon
661,dann::ADV,nató,then
662,gestern::ADV,včéraj,yesterday
663,einst::ADV,nékdaj,once
664,damals::ADV,tedàj,at that time
665,damals::ADV,takràt,at that time
666,danach::ADV,potèm,afterwards
667,vorher::ADV,poprèj,before
668,zuerst::ADV,spŕva,at first
669,einmal::ADV,ênkrat,once
670,manchmal::ADV,včásih,sometimes
671,oft::ADV,pogósto,often
672,immer::ADV,védno,always
673,immer::ADV,zméraj,always
674,niemals::ADV,nikdàr,never
675,hier::ADV,tù,here
676,hier::ADV,túkaj,here
677,hierhin::ADV,sèmkaj,hither
678,hierhin::ADV,sèmkaj,to here
679,hierhin::ADV,sèmkaj,here
680,von hier::ADV,od tú,hence
681,dort::ADV,tàm,there
682,dorthin::ADV,tjà,thither
683,dorthin::ADV,tjà,there
684,dorthin::ADV,tjà,to there
685,geradeaus::ADV,rávno napréj,ahead
686,vorwärts::ADV,napréj,forward
687,rückwärts::ADV,zádaj,backward
688,zurück::ADV,nazáj,back
689,unten::ADV,dôli,below
690,unten::ADV,spôdaj,below
691,hinab::ADV,dôl,down
692,oben::ADV,gôri,above
693,oben::ADV,zgôraj,above
694,hinauf::ADV,gôr,up
695,überall::ADV,povsód,everywhere
696,nicht::ADV,ne,not
697,ein wenig::ADV,málo,a little
698,kaum::ADV,kómaj,hardly
699,sehr::ADV,zeló,very
700,so::ADV,takó,so
701,noch::ADV,še,still
702,nur::ADV,samó,only
703,schon::ADV,žè,already
704,wieder::ADV,spét,again
705,vergebens::ADV,zamàn,in vain
706,vergebens::ADV,zastónj,in vain
707,vor::PRP,pred,in front of
708,hinter::PRP,za,behind
709,unter::PRP,pod,under
710,durch::PRP,skózi,through
