,Concept_ID,sl,en
711,neben::PRP,kràj,next to
712,neben::PRP,póleg,next to
713,zwischen::PRP,med,between
714,zwischen::PRP,izmed,between
715,wegen::PRP,zarádi,because of
716,dies::PRN,tó,this
717,das::PRN,tó,that
718,alles::PRN,vsè,everything
719,ich::PRN,jàz,I
720,du::PRN,tí,you
721,du::PRN,tí,thou
722,er::PRN,òn,he
723,wir::PRN,mí,we
724,ihr::PRN,ví,you
725,sie::PRN,ôni,they
726,was::FPRN,káj,what
727,wer::FPRN,kdó,who
728,wo::FADV,kjé,where
729,wohin::FADV,kám,where ... to
730,wohin::FADV,kám,where to
731,wohin::FADV,kám,where
732,wie::FADV,kakó,how
733,warum::FADV,zakáj,why
734,wieviel::FNUM,kóliko,how much
735,eins::NUM,êden,one
736,zwei::NUM,dvá,two
737,drei::NUM,trí,three
738,vier::NUM,štíri,four
739,fünf::NUM,pét,five
740,sechs::NUM,šést,six
741,sieben::NUM,sédem,seven
742,acht::NUM,ósem,eight
743,neun::NUM,devét,nine
744,zehn::NUM,desét,ten
745,elf::NUM,enájst,eleven
746,zwölf::NUM,dvánajst,twelve
747,zwanzig::NUM,dvájset,twenty
748,dreißig::NUM,trídeset,thirty
749,vierzig::NUM,štírideset,forty
750,fünfzig::NUM,pétdeset,fifty
751,sechzig::NUM,šéstdeset,sixty
752,siebzig::NUM,sédemdeset,seventy
753,achtzig::NUM,ósemdeset,eighty
754,neunzig::NUM,devétdeset,ninety
755,hundert::NUM,stó,a hundred
756,tausend::NUM,tísoč,a thousand
757,und::CNJ,in,and
758,oder::CNJ,áli,or
759,stehen::V,státi,stand
760,sitzen::V,sedéti,sit
761,liegen::V,ležáti,lie
762,hängen::V,viséti,hang
763,werden::V,postáti,become
764,passieren::V,zgodíti se,happen
765,beginnen::V,začéti se,begin
766,enden::V,končáti se,end
767,wechseln::V,ménjati se,change
768,aufgehen[Sonne]::V,vzíti,rise
769,untergehen[Sonne]::V,zaíti,set
770,scheinen[Sonne]::V,sijáti,shine
771,donnern::V,grméti,thunder
772,wehen::V,píhati,blow
773,strömen::V,líti,stream
774,fließen::V,têči,flow
775,sich drehen::V,vrtéti se,revolve
776,schwanken::V,kolébati,sway
777,schwingen::V,níhati,swing
778,fallen::V,pádati,fall
779,brennen::V,goréti,burn
780,rauchen::V,kadíti se,smoke
781,regnen::V,deževáti,rain
782,gefrieren::V,zmŕzniti,freeze
783,tauen::V,tájati,thaw
784,schmelzen::V,kopnéti,melt
785,trocknen::V,sušíti se,dry
786,sieden::V,kipéti,boil
787,faulen::V,gníti,rot
788,verfaulen::V,zgníti,decay
789,reißen::V,tŕgati se,snap
790,versinken::V,pogrézniti se,sink
791,vergehen::V,miníti,pass
792,erscheinen::V,pojáviti se,appear
793,verschwinden::V,izgíniti,disappear
794,sinken::V,péšati,drop
795,abnehmen::V,pojémati,decrease
796,zunehmen::V,véčati se,increase
797,zunehmen::V,množíti se,increase
798,steigen::V,dvígati se,rise
799,wachsen::V,rásti,grow
800,glänzen::V,sijáti,shine
801,funkeln::V,ískriti se,sparkle
802,lärmen::V,ropotáti,be noisy
803,lärmen::V,razgrájati,be noisy
804,läuten::V,zvoníti,chime
805,klingeln::V,zvončkljáti,ring
806,klirren::V,žvenketáti,tinkle
807,brausen::V,šuméti,roar
808,rauschen::V,šuštéti,rustle
809,rauschen::V,šelestéti,rustle
810,klingen::V,zvenéti,sound
811,bellen::V,lájati,bark
812,heulen::V,zavíjati,howl
813,blasen::V,píhniti,blow
814,pfeifen::V,pískati,whistle
815,pfeifen::V,žvížgati,whistle
816,schreien::V,kričáti,shout
817,stöhnen::V,stókati,groan
818,zittern::V,drgetáti,tremble
819,leben::V,živéti,be alive
820,geboren werden::V,rodíti se,be born
821,atmen::V,díhati,breathe
822,trinken::V,píti,drink
823,essen::V,jésti,eat
824,schlucken::V,požírati,swallow
825,müde werden::V,péšati,get tired
826,müde werden::V,utrúditi se,get tired
827,einschlafen::V,zaspáti,fall asleep
828,schlafen::V,spáti,sleep
829,aufwachen::V,zbudíti se,wake up
830,aufstehen::V,vstáti,get up
831,sich erholen::V,oddahníti se,relax
832,krank werden::V,oboléti,fall ill
833,krank sein::V,bíti bolán,be ill
834,schmerzen::V,boléti,ache
835,husten::V,kášljati,cough
836,genesen::V,okrévati,recover
837,sterben::V,umréti,die
838,umkommen::V,pogíniti,perish
839,sich bewegen::V,zganíti se,move
840,sich rühren::V,premakníti se,budge
841,sich erheben::V,vstájati,stand up
842,sich erheben::V,vzdígniti se,stand up
843,sich setzen::V,sésti,sit down
844,hinfallen::V,pásti dôl,tumble
845,laufen::V,hodíti,walk
846,schreiten::V,stópati,pace
847,spazierengehen::V,na sprehòd íti,go for a walk
848,eilen::V,drvéti,rush
849,sich beeilen::V,hitéti,hurry
850,sausen::V,dírkati,dash
851,rennen::V,dírjati,run
852,springen::V,skákati,jump
853,klettern::V,plézati,climb
854,schaukeln::V,kolébati,seesaw
855,kriechen::V,pláziti se,creep
856,schwimmen::V,plávati,swim
